EntryID,ServiceType,SPStartDateTime,SPEndDateTime,WindowPrice,CreatedTime,PartyID,AssetID
51278,Non-BM Fast Reserve,2025-01-28T16:00:00,2025-01-28T16:30:00,124.0,2025-01-28T16:04:01,HABITAT ENERGY LIMITED,OFR-HAB-1
51279,Non-BM Fast Reserve,2025-01-28T16:00:00,2025-01-28T16:30:00,111.8,2025-01-28T16:05:00,ENWL,OFR-ENWL-1
51280,Non-BM Fast Reserve,2025-01-28T16:00:00,2025-01-28T16:30:00,125.0,2025-01-28T16:17:01,HABITAT ENERGY LIMITED,OFR-HAB-4
51281,Non-BM Fast Reserve,2025-01-28T16:00:00,2025-01-28T16:30:00,124.0,2025-01-28T16:17:01,HABITAT ENERGY LIMITED,OFR-HAB-1
51279,Non-BM Fast Reserve,2025-01-28T16:30:00,2025-01-28T17:00:00,107.6,2025-01-28T16:31:01,ENWL,OFR-ENWL-1
51280,Non-BM Fast Reserve,2025-01-28T16:30:00,2025-01-28T17:00:00,125.0,2025-01-28T16:31:01,HABITAT ENERGY LIMITED,OFR-HAB-4
51281,Non-BM Fast Reserve,2025-01-28T16:30:00,2025-01-28T17:00:00,124.0,2025-01-28T16:31:01,HABITAT ENERGY LIMITED,OFR-HAB-1
51282,Non-BM Fast Reserve,2025-01-28T17:00:00,2025-01-28T17:30:00,124.0,2025-01-28T17:27:32,HABITAT ENERGY LIMITED,OFR-HAB-1
51283,Non-BM Fast Reserve,2025-01-28T17:00:00,2025-01-28T17:30:00,106.42,2025-01-28T17:27:32,ENWL,OFR-ENWL-1
51284,Non-BM Fast Reserve,2025-01-28T17:00:00,2025-01-28T17:30:00,125.0,2025-01-28T17:27:32,HABITAT ENERGY LIMITED,OFR-HAB-4
51285,Non-BM Fast Reserve,2025-01-28T17:00:00,2025-01-28T17:30:00,125.0,2025-01-28T17:27:32,HABITAT ENERGY LIMITED,OFR-HAB-3
51286,Non-BM Fast Reserve,2025-01-28T17:30:00,2025-01-28T18:00:00,124.0,2025-01-28T17:35:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51287,Non-BM Fast Reserve,2025-01-28T17:30:00,2025-01-28T18:00:00,125.0,2025-01-28T17:35:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51288,Non-BM Fast Reserve,2025-01-28T17:30:00,2025-01-28T18:00:00,125.0,2025-01-28T17:46:03,HABITAT ENERGY LIMITED,OFR-HAB-3
51289,Non-BM Fast Reserve,2025-01-28T17:30:00,2025-01-28T18:00:00,113.08,2025-01-28T17:46:33,ENWL,OFR-ENWL-1
51290,Non-BM Fast Reserve,2025-01-28T18:00:00,2025-01-28T18:30:00,140.0,2025-01-28T18:05:00,UKPR,OFR-UKPR-3
51291,Non-BM Fast Reserve,2025-01-28T18:00:00,2025-01-28T18:30:00,139.0,2025-01-28T18:05:00,UKPR,OFR-UKPR-2
51286,Non-BM Fast Reserve,2025-01-28T18:00:00,2025-01-28T18:30:00,124.0,2025-01-28T18:05:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51287,Non-BM Fast Reserve,2025-01-28T18:00:00,2025-01-28T18:30:00,119.0,2025-01-28T18:05:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51288,Non-BM Fast Reserve,2025-01-28T18:00:00,2025-01-28T18:30:00,125.0,2025-01-28T18:05:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51289,Non-BM Fast Reserve,2025-01-28T18:00:00,2025-01-28T18:30:00,111.96,2025-01-28T18:05:00,ENWL,OFR-ENWL-1
51286,Non-BM Fast Reserve,2025-01-28T18:30:00,2025-01-28T19:00:00,124.0,2025-01-28T18:35:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51287,Non-BM Fast Reserve,2025-01-28T18:30:00,2025-01-28T19:00:00,119.0,2025-01-28T18:35:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51288,Non-BM Fast Reserve,2025-01-28T18:30:00,2025-01-28T19:00:00,125.0,2025-01-28T18:35:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51289,Non-BM Fast Reserve,2025-01-28T18:30:00,2025-01-28T19:00:00,112.76,2025-01-28T18:46:04,ENWL,OFR-ENWL-1
51290,Non-BM Fast Reserve,2025-01-28T18:30:00,2025-01-28T19:00:00,140.0,2025-01-28T18:45:34,UKPR,OFR-UKPR-3
51291,Non-BM Fast Reserve,2025-01-28T18:30:00,2025-01-28T19:00:00,139.0,2025-01-28T18:45:34,UKPR,OFR-UKPR-2
51292,Non-BM Fast Reserve,2025-01-28T18:30:00,2025-01-28T19:00:00,151.0,2025-01-28T18:40:34,UKPR,OFR-UKPR-5
51293,Non-BM Fast Reserve,2025-01-28T19:00:00,2025-01-28T19:30:00,149.0,2025-01-28T19:05:00,UKPR,OFR-UKPR-2
51294,Non-BM Fast Reserve,2025-01-28T19:00:00,2025-01-28T19:30:00,115.92,2025-01-28T19:05:00,ENWL,OFR-ENWL-1
51286,Non-BM Fast Reserve,2025-01-28T19:00:00,2025-01-28T19:30:00,124.0,2025-01-28T19:05:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51287,Non-BM Fast Reserve,2025-01-28T19:00:00,2025-01-28T19:30:00,119.0,2025-01-28T19:05:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51288,Non-BM Fast Reserve,2025-01-28T19:00:00,2025-01-28T19:30:00,125.0,2025-01-28T19:05:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51292,Non-BM Fast Reserve,2025-01-28T19:00:00,2025-01-28T19:30:00,151.0,2025-01-28T19:05:00,UKPR,OFR-UKPR-5
51286,Non-BM Fast Reserve,2025-01-28T19:30:00,2025-01-28T20:00:00,124.0,2025-01-28T19:35:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51287,Non-BM Fast Reserve,2025-01-28T19:30:00,2025-01-28T20:00:00,119.0,2025-01-28T19:35:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51288,Non-BM Fast Reserve,2025-01-28T19:30:00,2025-01-28T20:00:00,125.0,2025-01-28T19:35:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51292,Non-BM Fast Reserve,2025-01-28T19:30:00,2025-01-28T20:00:00,151.0,2025-01-28T19:35:00,UKPR,OFR-UKPR-5
51293,Non-BM Fast Reserve,2025-01-28T19:30:00,2025-01-28T20:00:00,149.0,2025-01-28T19:35:00,UKPR,OFR-UKPR-2
51294,Non-BM Fast Reserve,2025-01-28T19:30:00,2025-01-28T20:00:00,115.49,2025-01-28T19:35:00,ENWL,OFR-ENWL-1
51295,Non-BM Fast Reserve,2025-01-28T19:30:00,2025-01-28T20:00:00,150.0,2025-01-28T19:35:00,UKPR,OFR-UKPR-3
51294,Non-BM Fast Reserve,2025-01-28T20:00:00,2025-01-28T20:30:00,140.38,2025-01-28T20:03:06,ENWL,OFR-ENWL-1
51286,Non-BM Fast Reserve,2025-01-28T20:00:00,2025-01-28T20:30:00,124.0,2025-01-28T20:05:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51287,Non-BM Fast Reserve,2025-01-28T20:00:00,2025-01-28T20:30:00,119.0,2025-01-28T20:26:06,HABITAT ENERGY LIMITED,OFR-HAB-4
51288,Non-BM Fast Reserve,2025-01-28T20:00:00,2025-01-28T20:30:00,125.0,2025-01-28T20:05:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51292,Non-BM Fast Reserve,2025-01-28T20:00:00,2025-01-28T20:30:00,151.0,2025-01-28T20:06:06,UKPR,OFR-UKPR-5
51293,Non-BM Fast Reserve,2025-01-28T20:00:00,2025-01-28T20:30:00,149.0,2025-01-28T20:05:00,UKPR,OFR-UKPR-2
51295,Non-BM Fast Reserve,2025-01-28T20:00:00,2025-01-28T20:30:00,150.0,2025-01-28T20:06:06,UKPR,OFR-UKPR-3
51286,Non-BM Fast Reserve,2025-01-28T20:30:00,2025-01-28T21:00:00,124.0,2025-01-28T20:35:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51288,Non-BM Fast Reserve,2025-01-28T20:30:00,2025-01-28T21:00:00,125.0,2025-01-28T20:35:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51293,Non-BM Fast Reserve,2025-01-28T20:30:00,2025-01-28T21:00:00,149.0,2025-01-28T20:35:00,UKPR,OFR-UKPR-2
51296,Non-BM Fast Reserve,2025-01-28T20:30:00,2025-01-28T21:00:00,119.0,2025-01-28T20:46:08,HABITAT ENERGY LIMITED,OFR-HAB-4
51297,Non-BM Fast Reserve,2025-01-28T20:30:00,2025-01-28T21:00:00,140.7,2025-01-28T20:47:06,ENWL,OFR-ENWL-1
51286,Non-BM Fast Reserve,2025-01-28T21:00:00,2025-01-28T21:30:00,124.0,2025-01-28T21:10:07,HABITAT ENERGY LIMITED,OFR-HAB-1
51288,Non-BM Fast Reserve,2025-01-28T21:00:00,2025-01-28T21:30:00,125.0,2025-01-28T21:10:37,HABITAT ENERGY LIMITED,OFR-HAB-3
51293,Non-BM Fast Reserve,2025-01-28T21:00:00,2025-01-28T21:30:00,149.0,2025-01-28T21:09:07,UKPR,OFR-UKPR-2
51296,Non-BM Fast Reserve,2025-01-28T21:00:00,2025-01-28T21:30:00,125.0,2025-01-28T21:11:37,HABITAT ENERGY LIMITED,OFR-HAB-4
51297,Non-BM Fast Reserve,2025-01-28T21:00:00,2025-01-28T21:30:00,133.61,2025-01-28T21:09:07,ENWL,OFR-ENWL-1
51298,Non-BM Fast Reserve,2025-01-28T21:00:00,2025-01-28T21:30:00,124.0,2025-01-28T21:20:08,HABITAT ENERGY LIMITED,OFR-HAB-1
51299,Non-BM Fast Reserve,2025-01-28T21:00:00,2025-01-28T21:30:00,125.0,2025-01-28T21:21:08,HABITAT ENERGY LIMITED,OFR-HAB-4
51298,Non-BM Fast Reserve,2025-01-28T21:30:00,2025-01-28T22:00:00,124.0,2025-01-28T21:30:38,HABITAT ENERGY LIMITED,OFR-HAB-1
51299,Non-BM Fast Reserve,2025-01-28T21:30:00,2025-01-28T22:00:00,125.0,2025-01-28T21:30:38,HABITAT ENERGY LIMITED,OFR-HAB-4
51300,Non-BM Fast Reserve,2025-01-28T22:00:00,2025-01-28T22:30:00,124.0,2025-01-28T22:22:39,HABITAT ENERGY LIMITED,OFR-HAB-1
51301,Non-BM Fast Reserve,2025-01-28T22:00:00,2025-01-28T22:30:00,104.43,2025-01-28T22:23:39,ENWL,OFR-ENWL-1
51302,Non-BM Fast Reserve,2025-01-28T23:30:00,2025-01-29T00:00:00,124.0,2025-01-28T23:42:11,HABITAT ENERGY LIMITED,OFR-HAB-1
51303,Non-BM Fast Reserve,2025-01-28T23:30:00,2025-01-29T00:00:00,116.59,2025-01-28T23:42:11,ENWL,OFR-ENWL-1
51304,Non-BM Fast Reserve,2025-01-28T23:30:00,2025-01-29T00:00:00,125.0,2025-01-28T23:41:41,HABITAT ENERGY LIMITED,OFR-HAB-3
51305,Non-BM Fast Reserve,2025-01-28T23:30:00,2025-01-29T00:00:00,125.0,2025-01-28T23:41:41,HABITAT ENERGY LIMITED,OFR-HAB-4
51306,Non-BM Fast Reserve,2025-01-29T05:00:00,2025-01-29T05:30:00,125.0,2025-01-29T05:24:19,HABITAT ENERGY LIMITED,OFR-HAB-4
51307,Non-BM Fast Reserve,2025-01-29T05:00:00,2025-01-29T05:30:00,124.0,2025-01-29T05:24:50,HABITAT ENERGY LIMITED,OFR-HAB-1
51308,Non-BM Fast Reserve,2025-01-29T05:00:00,2025-01-29T05:30:00,125.0,2025-01-29T05:23:19,HABITAT ENERGY LIMITED,OFR-HAB-3
51309,Non-BM Fast Reserve,2025-01-29T05:00:00,2025-01-29T05:30:00,153.0,2025-01-29T05:18:49,UKPR,OFR-UKPR-3
51310,Non-BM Fast Reserve,2025-01-29T05:00:00,2025-01-29T05:30:00,154.0,2025-01-29T05:29:49,UKPR,OFR-UKPR-5
51311,Non-BM Fast Reserve,2025-01-29T05:00:00,2025-01-29T05:30:00,152.0,2025-01-29T05:18:49,UKPR,OFR-UKPR-2
51312,Non-BM Fast Reserve,2025-01-29T05:00:00,2025-01-29T05:30:00,155.0,2025-01-29T05:27:19,UKPR,OFR-UKPR-4
51313,Non-BM Fast Reserve,2025-01-29T05:00:00,2025-01-29T05:30:00,156.0,2025-01-29T05:28:50,UKPR,OFR-UKPR-6
51311,Non-BM Fast Reserve,2025-01-29T05:30:00,2025-01-29T06:00:00,152.0,2025-01-29T05:31:19,UKPR,OFR-UKPR-2
51314,Non-BM Fast Reserve,2025-01-29T05:30:00,2025-01-29T06:00:00,125.0,2025-01-29T05:59:20,HABITAT ENERGY LIMITED,OFR-HAB-4
51315,Non-BM Fast Reserve,2025-01-29T05:30:00,2025-01-29T06:00:00,125.0,2025-01-29T05:59:20,HABITAT ENERGY LIMITED,OFR-HAB-3
51316,Non-BM Fast Reserve,2025-01-29T05:30:00,2025-01-29T06:00:00,124.0,2025-01-29T05:59:20,HABITAT ENERGY LIMITED,OFR-HAB-1
51317,Non-BM Fast Reserve,2025-01-29T05:30:00,2025-01-29T06:00:00,152.0,2025-01-29T05:58:20,UKPR,OFR-UKPR-2
51318,Non-BM Fast Reserve,2025-01-29T05:30:00,2025-01-29T06:00:00,153.0,2025-01-29T05:58:20,UKPR,OFR-UKPR-3
51319,Non-BM Fast Reserve,2025-01-29T05:30:00,2025-01-29T06:00:00,125.0,2025-01-29T05:59:20,HABITAT ENERGY LIMITED,OFR-HAB-5
51320,Non-BM Fast Reserve,2025-01-29T05:30:00,2025-01-29T06:00:00,126.0,2025-01-29T05:58:50,HABITAT ENERGY LIMITED,OFR-HAB-2
51321,Non-BM Fast Reserve,2025-01-29T05:30:00,2025-01-29T06:00:00,154.0,2025-01-29T05:59:20,UKPR,OFR-UKPR-5
51322,Non-BM Fast Reserve,2025-01-29T06:30:00,2025-01-29T07:00:00,145.0,2025-01-29T06:57:21,HABITAT ENERGY LIMITED,OFR-HAB-5
51323,Non-BM Fast Reserve,2025-01-29T06:30:00,2025-01-29T07:00:00,144.0,2025-01-29T06:35:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51324,Non-BM Fast Reserve,2025-01-29T06:30:00,2025-01-29T07:00:00,145.0,2025-01-29T06:35:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51325,Non-BM Fast Reserve,2025-01-29T06:30:00,2025-01-29T07:00:00,145.0,2025-01-29T06:56:51,HABITAT ENERGY LIMITED,OFR-HAB-3
51326,Non-BM Fast Reserve,2025-01-29T06:30:00,2025-01-29T07:00:00,146.0,2025-01-29T06:52:21,HABITAT ENERGY LIMITED,OFR-HAB-2
51327,Non-BM Fast Reserve,2025-01-29T06:30:00,2025-01-29T07:00:00,152.0,2025-01-29T06:51:51,UKPR,OFR-UKPR-2
51323,Non-BM Fast Reserve,2025-01-29T07:00:00,2025-01-29T07:30:00,148.0,2025-01-29T07:00:21,HABITAT ENERGY LIMITED,OFR-HAB-1
51324,Non-BM Fast Reserve,2025-01-29T07:00:00,2025-01-29T07:30:00,149.0,2025-01-29T07:00:21,HABITAT ENERGY LIMITED,OFR-HAB-4
51328,Non-BM Fast Reserve,2025-01-29T07:00:00,2025-01-29T07:30:00,149.0,2025-01-29T07:05:00,HABITAT ENERGY LIMITED,OFR-HAB-5
51329,Non-BM Fast Reserve,2025-01-29T07:00:00,2025-01-29T07:30:00,149.0,2025-01-29T07:05:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51330,Non-BM Fast Reserve,2025-01-29T07:00:00,2025-01-29T07:30:00,148.0,2025-01-29T07:05:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51331,Non-BM Fast Reserve,2025-01-29T07:00:00,2025-01-29T07:30:00,155.0,2025-01-29T07:29:52,UKPR,OFR-UKPR-2
51332,Non-BM Fast Reserve,2025-01-29T07:00:00,2025-01-29T07:30:00,150.0,2025-01-29T07:21:52,HABITAT ENERGY LIMITED,OFR-HAB-2
51333,Non-BM Fast Reserve,2025-01-29T07:00:00,2025-01-29T07:30:00,156.0,2025-01-29T07:29:52,UKPR,OFR-UKPR-3
51334,Non-BM Fast Reserve,2025-01-29T07:00:00,2025-01-29T07:30:00,149.0,2025-01-29T07:21:52,HABITAT ENERGY LIMITED,OFR-HAB-3
51328,Non-BM Fast Reserve,2025-01-29T07:30:00,2025-01-29T08:00:00,149.0,2025-01-29T07:56:23,HABITAT ENERGY LIMITED,OFR-HAB-5
51329,Non-BM Fast Reserve,2025-01-29T07:30:00,2025-01-29T08:00:00,149.0,2025-01-29T07:56:23,HABITAT ENERGY LIMITED,OFR-HAB-4
51330,Non-BM Fast Reserve,2025-01-29T07:30:00,2025-01-29T08:00:00,148.0,2025-01-29T07:56:23,HABITAT ENERGY LIMITED,OFR-HAB-1
51332,Non-BM Fast Reserve,2025-01-29T07:30:00,2025-01-29T08:00:00,150.0,2025-01-29T07:54:52,HABITAT ENERGY LIMITED,OFR-HAB-2
51334,Non-BM Fast Reserve,2025-01-29T07:30:00,2025-01-29T08:00:00,149.0,2025-01-29T07:54:52,HABITAT ENERGY LIMITED,OFR-HAB-3
51335,Non-BM Fast Reserve,2025-01-29T09:30:00,2025-01-29T10:00:00,136.0,2025-01-29T09:59:57,HABITAT ENERGY LIMITED,OFR-HAB-4
51336,Non-BM Fast Reserve,2025-01-29T09:30:00,2025-01-29T10:00:00,137.0,2025-01-29T09:57:26,HABITAT ENERGY LIMITED,OFR-HAB-2
51337,Non-BM Fast Reserve,2025-01-29T09:30:00,2025-01-29T10:00:00,135.0,2025-01-29T09:59:57,HABITAT ENERGY LIMITED,OFR-HAB-1
51338,Non-BM Fast Reserve,2025-01-29T09:30:00,2025-01-29T10:00:00,136.0,2025-01-29T09:57:26,HABITAT ENERGY LIMITED,OFR-HAB-3
51339,Non-BM Fast Reserve,2025-01-29T09:30:00,2025-01-29T10:00:00,136.0,2025-01-29T09:59:57,HABITAT ENERGY LIMITED,OFR-HAB-5
51340,Non-BM Fast Reserve,2025-01-29T09:30:00,2025-01-29T10:00:00,139.17,2025-01-29T09:54:27,ENWL,OFR-ENWL-1
51341,Non-BM Fast Reserve,2025-01-29T10:00:00,2025-01-29T10:30:00,135.0,2025-01-29T10:20:57,HABITAT ENERGY LIMITED,OFR-HAB-1
51342,Non-BM Fast Reserve,2025-01-29T10:00:00,2025-01-29T10:30:00,136.0,2025-01-29T10:20:57,HABITAT ENERGY LIMITED,OFR-HAB-5
51343,Non-BM Fast Reserve,2025-01-29T10:00:00,2025-01-29T10:30:00,136.0,2025-01-29T10:20:57,HABITAT ENERGY LIMITED,OFR-HAB-4
51344,Non-BM Fast Reserve,2025-01-29T10:00:00,2025-01-29T10:30:00,136.0,2025-01-29T10:20:57,HABITAT ENERGY LIMITED,OFR-HAB-3
51345,Non-BM Fast Reserve,2025-01-29T10:00:00,2025-01-29T10:30:00,137.0,2025-01-29T10:24:57,HABITAT ENERGY LIMITED,OFR-HAB-2
51346,Non-BM Fast Reserve,2025-01-29T10:00:00,2025-01-29T10:30:00,139.96,2025-01-29T10:25:27,ENWL,OFR-ENWL-1
51347,Non-BM Fast Reserve,2025-01-29T10:00:00,2025-01-29T10:30:00,152.0,2025-01-29T10:29:27,UKPR,OFR-UKPR-2
51348,Non-BM Fast Reserve,2025-01-29T10:00:00,2025-01-29T10:30:00,153.0,2025-01-29T10:29:27,UKPR,OFR-UKPR-3
51349,Non-BM Fast Reserve,2025-01-29T10:00:00,2025-01-29T10:30:00,154.0,2025-01-29T10:29:27,UKPR,OFR-UKPR-5
51350,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,156.0,2025-01-29T10:39:57,UKPR,OFR-UKPR-1
51351,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,155.0,2025-01-29T10:37:27,UKPR,OFR-UKPR-4
51341,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,135.0,2025-01-29T10:47:27,HABITAT ENERGY LIMITED,OFR-HAB-1
51342,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,136.0,2025-01-29T10:44:27,HABITAT ENERGY LIMITED,OFR-HAB-5
51343,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,136.0,2025-01-29T10:47:27,HABITAT ENERGY LIMITED,OFR-HAB-4
51344,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,136.0,2025-01-29T10:44:27,HABITAT ENERGY LIMITED,OFR-HAB-3
51345,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,137.0,2025-01-29T10:44:27,HABITAT ENERGY LIMITED,OFR-HAB-2
51346,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,134.55,2025-01-29T10:47:27,ENWL,OFR-ENWL-1
51347,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,152.0,2025-01-29T10:39:57,UKPR,OFR-UKPR-2
51348,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,153.0,2025-01-29T10:39:57,UKPR,OFR-UKPR-3
51349,Non-BM Fast Reserve,2025-01-29T10:30:00,2025-01-29T11:00:00,154.0,2025-01-29T10:37:27,UKPR,OFR-UKPR-5
51352,Non-BM Fast Reserve,2025-01-29T13:00:00,2025-01-29T13:30:00,139.0,2025-01-29T13:09:01,HABITAT ENERGY LIMITED,OFR-HAB-4
51353,Non-BM Fast Reserve,2025-01-29T13:00:00,2025-01-29T13:30:00,138.0,2025-01-29T13:09:01,HABITAT ENERGY LIMITED,OFR-HAB-1
51354,Non-BM Fast Reserve,2025-01-29T13:00:00,2025-01-29T13:30:00,121.96,2025-01-29T13:28:32,ENWL,OFR-ENWL-1
51355,Non-BM Fast Reserve,2025-01-29T14:00:00,2025-01-29T14:30:00,139.0,2025-01-29T14:22:33,HABITAT ENERGY LIMITED,OFR-HAB-4
51356,Non-BM Fast Reserve,2025-01-29T14:00:00,2025-01-29T14:30:00,138.0,2025-01-29T14:22:33,HABITAT ENERGY LIMITED,OFR-HAB-1
51357,Non-BM Fast Reserve,2025-01-29T14:00:00,2025-01-29T14:30:00,122.93,2025-01-29T14:23:03,ENWL,OFR-ENWL-1
51355,Non-BM Fast Reserve,2025-01-29T14:30:00,2025-01-29T15:00:00,139.0,2025-01-29T14:43:33,HABITAT ENERGY LIMITED,OFR-HAB-4
51356,Non-BM Fast Reserve,2025-01-29T14:30:00,2025-01-29T15:00:00,138.0,2025-01-29T14:43:33,HABITAT ENERGY LIMITED,OFR-HAB-1
51357,Non-BM Fast Reserve,2025-01-29T14:30:00,2025-01-29T15:00:00,129.53,2025-01-29T14:44:03,ENWL,OFR-ENWL-1
51358,Non-BM Fast Reserve,2025-01-29T15:30:00,2025-01-29T16:00:00,123.68,2025-01-29T15:35:00,ENWL,OFR-ENWL-1
51359,Non-BM Fast Reserve,2025-01-29T15:30:00,2025-01-29T16:00:00,154.0,2025-01-29T15:39:29,HABITAT ENERGY LIMITED,OFR-HAB-5
51360,Non-BM Fast Reserve,2025-01-29T15:30:00,2025-01-29T16:00:00,154.0,2025-01-29T15:39:29,HABITAT ENERGY LIMITED,OFR-HAB-4
51361,Non-BM Fast Reserve,2025-01-29T15:30:00,2025-01-29T16:00:00,153.0,2025-01-29T15:39:29,HABITAT ENERGY LIMITED,OFR-HAB-1
51362,Non-BM Fast Reserve,2025-01-29T15:30:00,2025-01-29T16:00:00,155.0,2025-01-29T15:45:29,HABITAT ENERGY LIMITED,OFR-HAB-2
51363,Non-BM Fast Reserve,2025-01-29T15:30:00,2025-01-29T16:00:00,154.0,2025-01-29T15:45:29,HABITAT ENERGY LIMITED,OFR-HAB-3
51358,Non-BM Fast Reserve,2025-01-29T16:00:00,2025-01-29T16:30:00,130.25,2025-01-29T16:05:00,ENWL,OFR-ENWL-1
51359,Non-BM Fast Reserve,2025-01-29T16:00:00,2025-01-29T16:30:00,154.0,2025-01-29T16:05:00,HABITAT ENERGY LIMITED,OFR-HAB-5
51360,Non-BM Fast Reserve,2025-01-29T16:00:00,2025-01-29T16:30:00,154.0,2025-01-29T16:05:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51361,Non-BM Fast Reserve,2025-01-29T16:00:00,2025-01-29T16:30:00,153.0,2025-01-29T16:05:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51362,Non-BM Fast Reserve,2025-01-29T16:00:00,2025-01-29T16:30:00,155.0,2025-01-29T16:05:00,HABITAT ENERGY LIMITED,OFR-HAB-2
51363,Non-BM Fast Reserve,2025-01-29T16:00:00,2025-01-29T16:30:00,154.0,2025-01-29T16:05:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51359,Non-BM Fast Reserve,2025-01-29T16:30:00,2025-01-29T17:00:00,154.0,2025-01-29T16:35:00,HABITAT ENERGY LIMITED,OFR-HAB-5
51360,Non-BM Fast Reserve,2025-01-29T16:30:00,2025-01-29T17:00:00,154.0,2025-01-29T16:35:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51361,Non-BM Fast Reserve,2025-01-29T16:30:00,2025-01-29T17:00:00,153.0,2025-01-29T16:35:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51362,Non-BM Fast Reserve,2025-01-29T16:30:00,2025-01-29T17:00:00,155.0,2025-01-29T16:35:00,HABITAT ENERGY LIMITED,OFR-HAB-2
51363,Non-BM Fast Reserve,2025-01-29T16:30:00,2025-01-29T17:00:00,154.0,2025-01-29T16:35:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51364,Non-BM Fast Reserve,2025-01-29T16:30:00,2025-01-29T17:00:00,128.09,2025-01-29T16:55:00,ENWL,OFR-ENWL-1
51359,Non-BM Fast Reserve,2025-01-29T17:00:00,2025-01-29T17:30:00,164.0,2025-01-29T17:05:00,HABITAT ENERGY LIMITED,OFR-HAB-5
51360,Non-BM Fast Reserve,2025-01-29T17:00:00,2025-01-29T17:30:00,164.0,2025-01-29T17:05:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51361,Non-BM Fast Reserve,2025-01-29T17:00:00,2025-01-29T17:30:00,163.0,2025-01-29T17:05:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51362,Non-BM Fast Reserve,2025-01-29T17:00:00,2025-01-29T17:30:00,165.0,2025-01-29T17:05:00,HABITAT ENERGY LIMITED,OFR-HAB-2
51363,Non-BM Fast Reserve,2025-01-29T17:00:00,2025-01-29T17:30:00,164.0,2025-01-29T17:05:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51364,Non-BM Fast Reserve,2025-01-29T17:00:00,2025-01-29T17:30:00,143.62,2025-01-29T17:05:00,ENWL,OFR-ENWL-1
51359,Non-BM Fast Reserve,2025-01-29T17:30:00,2025-01-29T18:00:00,164.0,2025-01-29T17:35:00,HABITAT ENERGY LIMITED,OFR-HAB-5
51360,Non-BM Fast Reserve,2025-01-29T17:30:00,2025-01-29T18:00:00,164.0,2025-01-29T17:35:00,HABITAT ENERGY LIMITED,OFR-HAB-4
51361,Non-BM Fast Reserve,2025-01-29T17:30:00,2025-01-29T18:00:00,163.0,2025-01-29T17:35:00,HABITAT ENERGY LIMITED,OFR-HAB-1
51362,Non-BM Fast Reserve,2025-01-29T17:30:00,2025-01-29T18:00:00,165.0,2025-01-29T17:35:00,HABITAT ENERGY LIMITED,OFR-HAB-2
51363,Non-BM Fast Reserve,2025-01-29T17:30:00,2025-01-29T18:00:00,164.0,2025-01-29T17:35:00,HABITAT ENERGY LIMITED,OFR-HAB-3
51364,Non-BM Fast Reserve,2025-01-29T17:30:00,2025-01-29T18:00:00,138.55,2025-01-29T17:54:32,ENWL,OFR-ENWL-1
51359,Non-BM Fast Reserve,2025-01-29T18:00:00,2025-01-29T18:30:00,164.0,2025-01-29T18:11:02,HABITAT ENERGY LIMITED,OFR-HAB-5
