Timestamp,Net Demand,Generation,Import,Solar,Wind,STOR,Other
2026-03-05T05:15:00,267.42,46.68,220.74,1.08,26.17,13.87,5.56
2026-03-05T05:20:00,267.04,44.19,222.85,1.08,26.26,11.29,5.56
2026-03-05T05:25:00,269.15,46.38,222.77,1.08,25.71,14.03,5.56
2026-03-05T05:30:00,260.74,41.5,219.24,1.08,24.50,10.36,5.56
2026-03-05T05:35:00,266.22,41.62,224.60,1.08,23.80,11.18,5.56
2026-03-05T05:40:00,269.42,42.12,227.30,1.08,22.72,12.76,5.56
2026-03-05T05:45:00,264.56,42.62,221.94,1.08,21.74,14.24,5.56
2026-03-05T05:50:00,271.95,56.22,215.73,1.08,20.60,28.98,5.56
2026-03-05T05:55:00,269.24,55.42,213.82,1.08,19.40,29.38,5.56
2026-03-05T06:00:00,255.86,54.22,201.64,1.08,18.19,29.39,5.56
2026-03-05T06:05:00,259.64,56.47,203.17,1.08,18.66,31.17,5.56
2026-03-05T06:10:00,273.27,104.09,169.18,1.08,19.72,77.79,5.50
2026-03-05T06:15:00,281.08,112.67,168.41,1.08,20.84,85.22,5.53
2026-03-05T06:20:00,285.85,113.91,171.94,1.08,21.02,86.33,5.48
2026-03-05T06:25:00,291.82,108.94,182.88,1.08,20.68,81.72,5.46
2026-03-05T06:30:00,289.84,62.15,227.69,1.08,20.67,34.84,5.56
2026-03-05T06:35:00,285.13,96.74,188.39,1.08,21.37,68.79,5.50
2026-03-05T06:40:00,301.47,110.31,191.16,1.08,23.09,80.68,5.46
2026-03-05T06:45:00,302.46,115.64,186.82,1.08,24.03,85.05,5.48
2026-03-05T06:50:00,304.28,119.44,184.84,1.08,24.80,88.10,5.46
2026-03-05T06:55:00,321.45,121.81,199.64,1.08,25.62,89.61,5.50
2026-03-05T07:00:00,302.33,102.53,199.80,1.12,25.76,70.09,5.56
2026-03-05T07:05:00,306.19,60.4,245.79,1.44,25.06,28.34,5.56
2026-03-05T07:10:00,304.23,47.43,256.80,1.91,23.85,16.11,5.56
2026-03-05T07:15:00,292.32,46.85,245.47,2.64,23.40,15.25,5.56
2026-03-05T07:20:00,292.31,49.51,242.80,3.65,22.75,17.55,5.56
2026-03-05T07:25:00,290.96,57.33,233.63,4.87,22.06,24.84,5.56
2026-03-05T07:30:00,291.33,44.68,246.65,6.25,22.49,10.38,5.56
2026-03-05T07:35:00,308.57,62.99,245.58,7.74,22.62,27.07,5.56
2026-03-05T07:40:00,299.02,62.34,236.68,9.50,23.10,24.18,5.56
2026-03-05T07:45:00,309.32,65.48,243.84,10.95,24.05,24.92,5.56
2026-03-05T07:50:00,357.9,88.56,269.34,12.38,25.15,45.47,5.56
2026-03-05T07:55:00,352.06,114.54,237.52,12.83,26.74,69.41,5.56
2026-03-05T08:00:00,381.28,135.39,245.89,13.44,25.64,90.75,5.56
2026-03-05T08:05:00,307.11,98.22,208.89,16.30,24.60,51.76,5.56
2026-03-05T08:10:00,312.93,142.05,170.88,20.99,24.87,90.63,5.56
2026-03-05T08:15:00,316.37,152.68,163.69,26.08,25.51,95.53,5.56
2026-03-05T08:20:00,309.84,154.25,155.59,28.26,24.77,95.66,5.56
2026-03-05T08:25:00,305.69,151.56,154.13,30.14,23.78,95.22,2.42
2026-03-05T08:30:00,300.93,118.1,182.83,31.01,23.24,62.13,1.72
2026-03-05T08:35:00,275.03,103.02,172.01,30.14,23.96,47.20,1.72
2026-03-05T08:40:00,276.93,105.96,170.97,32.00,24.40,47.84,1.72
2026-03-05T08:45:00,280.24,89.95,190.29,33.74,25.61,28.88,1.72
2026-03-05T08:50:00,280.78,75.43,205.35,32.70,24.47,16.54,1.72
2026-03-05T08:55:00,282.69,82.35,200.34,33.18,25.43,22.02,1.72
2026-03-05T09:00:00,279.18,75.56,203.62,33.41,26.73,13.70,1.72
2026-03-05T09:05:00,290.21,89.19,201.02,31.71,27.12,28.64,1.72
2026-03-05T09:10:00,290.18,93.18,197.00,34.43,27.14,29.89,1.72
2026-03-05T09:15:00,281.01,92.07,188.94,39.71,25.70,24.95,1.71
2026-03-05T09:20:00,269.06,80.99,188.07,37.58,24.21,17.49,1.71
2026-03-05T09:25:00,269.87,80.47,189.40,38.83,23.34,16.58,1.72
2026-03-05T09:30:00,270.67,77.11,193.56,36.70,22.06,16.63,1.72
2026-03-05T09:35:00,275.56,80.57,194.99,35.74,22.24,20.87,1.72
2026-03-05T09:40:00,276.56,81.73,194.83,36.05,22.08,21.89,1.71
2026-03-05T09:45:00,273.09,80.38,192.71,37.93,21.79,18.96,1.70
2026-03-05T09:50:00,261.98,72.78,189.20,38.95,21.04,11.07,1.72
2026-03-05T09:55:00,267.83,84.02,183.81,40.32,21.96,20.02,1.72
2026-03-05T10:00:00,262.39,79.89,182.50,39.80,22.28,16.09,1.72
2026-03-05T10:05:00,265.76,105.83,159.93,38.23,24.62,41.28,1.70
2026-03-05T10:10:00,261.29,103.58,157.71,35.85,24.11,41.94,1.68
2026-03-05T10:15:00,265.66,107.08,158.58,40.47,22.93,42.00,1.68
2026-03-05T10:20:00,267.36,115.1,152.26,47.92,23.51,41.98,1.69
2026-03-05T10:25:00,260.06,113.97,146.09,46.33,24.05,41.90,1.69
2026-03-05T10:30:00,261.65,104.72,156.93,49.62,23.93,29.48,1.69
2026-03-05T10:35:00,283.4,102.4,181.00,53.05,26.37,21.36,1.62
2026-03-05T10:40:00,286.85,104.59,182.26,49.82,30.02,23.10,1.65
2026-03-05T10:45:00,298.52,102.14,196.38,44.82,33.44,22.23,1.65
2026-03-05T10:50:00,294.52,104.5,190.02,47.25,33.50,22.11,1.64
2026-03-05T10:55:00,288.49,102.04,186.45,45.24,34.03,21.11,1.66
2026-03-05T11:00:00,300.68,99.83,200.85,43.14,35.14,19.90,1.65
2026-03-05T11:05:00,292.56,97.97,194.59,45.93,33.92,16.46,1.66
2026-03-05T11:10:00,290.13,103.06,187.07,50.94,33.38,17.10,1.64
2026-03-06T06:25:00,241.46,58.37,183.09,1.08,51.73,,5.56
2026-03-06T06:30:00,252.27,58.8,193.47,1.08,52.16,,5.56
2026-03-06T06:35:00,257.27,58.66,198.61,1.08,52.02,,5.56
