ValueDate,Current Inst,Derived MVA,Volts Inst
2026-02-25T00:05:00+00:00,110.776,2.17,11.304
2026-02-25T00:10:00+00:00,109.798,2.146,11.28
2026-02-25T00:15:00+00:00,111.425,2.176,11.275
2026-02-25T00:20:00+00:00,110.854,2.166,11.276
2026-02-25T00:25:00+00:00,107.498,2.1,11.277
2026-02-25T00:30:00+00:00,106.941,2.091,11.297
2026-02-25T00:35:00+00:00,105.602,2.064,11.279
2026-02-25T00:40:00+00:00,107.682,2.102,11.274
2026-02-25T00:45:00+00:00,107.878,2.107,11.278
2026-02-25T00:50:00+00:00,107.142,2.093,11.28
2026-02-25T00:55:00+00:00,107.806,2.108,11.29
2026-02-25T01:00:00+00:00,106.97,2.092,11.277
2026-02-25T01:05:00+00:00,107.64,2.101,11.264
2026-02-25T01:10:00+00:00,107.124,2.09,11.276
2026-02-25T01:15:00+00:00,106.264,2.077,11.285
2026-02-25T01:20:00+00:00,105.494,2.062,11.288
2026-02-25T01:25:00+00:00,102.47,2.006,11.296
2026-02-25T01:30:00+00:00,101.174,1.981,11.297
2026-02-25T01:35:00+00:00,99.845,1.954,11.293
2026-02-25T01:40:00+00:00,99.514,1.949,11.316
2026-02-25T01:45:00+00:00,99.622,1.953,11.324
2026-02-25T01:50:00+00:00,99.338,1.949,11.331
2026-02-25T01:55:00+00:00,100.342,1.97,11.336
2026-02-25T02:00:00+00:00,100.031,1.964,11.325
2026-02-25T02:05:00+00:00,100.746,1.976,11.317
2026-02-25T02:10:00+00:00,100.562,1.973,11.327
2026-02-25T02:15:00+00:00,100.952,1.984,11.348
2026-02-25T02:20:00+00:00,99.414,1.957,11.369
2026-02-25T02:25:00+00:00,99.05,1.95,11.372
2026-02-25T02:30:00+00:00,99.149,1.953,11.372
2026-02-25T02:35:00+00:00,97.435,1.918,11.363
2026-02-25T02:40:00+00:00,96.841,1.906,11.361
2026-02-25T02:45:00+00:00,97.636,1.922,11.365
2026-02-25T02:50:00+00:00,97.329,1.92,11.388
2026-02-25T02:55:00+00:00,99.636,1.958,11.334
2026-02-25T03:00:00+00:00,97.953,1.92,11.334
2026-02-25T03:05:00+00:00,97.228,1.904,11.311
2026-02-25T03:10:00+00:00,96.888,1.898,11.312
2026-02-25T03:15:00+00:00,95.742,1.876,11.316
2026-02-25T03:20:00+00:00,96.245,1.886,11.315
2026-02-25T03:25:00+00:00,97.23,1.905,11.316
2026-02-25T03:30:00+00:00,96.862,1.9,11.324
2026-02-25T03:35:00+00:00,97.074,1.898,11.287
2026-02-25T03:40:00+00:00,98.192,1.917,11.277
2026-02-25T03:45:00+00:00,96.953,1.896,11.292
2026-02-25T03:50:00+00:00,94.2,1.842,11.302
2026-02-25T03:55:00+00:00,94.006,1.842,11.314
2026-02-25T04:00:00+00:00,94.581,1.854,11.317
2026-02-25T04:05:00+00:00,95.594,1.878,11.339
2026-02-25T04:10:00+00:00,97.597,1.915,11.327
2026-02-25T04:15:00+00:00,97.02,1.902,11.312
2026-02-25T04:20:00+00:00,95.838,1.879,11.321
2026-02-25T04:25:00+00:00,95.831,1.88,11.323
2026-02-25T04:30:00+00:00,95.858,1.88,11.326
2026-02-25T04:35:00+00:00,95.422,1.872,11.33
2026-02-25T04:40:00+00:00,95.052,1.866,11.335
2026-02-25T04:45:00+00:00,94.359,1.854,11.345
2026-02-25T04:50:00+00:00,95.188,1.87,11.334
2026-02-25T04:55:00+00:00,96.022,1.886,11.33
2026-02-25T05:00:00+00:00,98.459,1.933,11.334
2026-02-25T05:05:00+00:00,97.953,1.922,11.316
2026-02-25T05:10:00+00:00,97.943,1.918,11.311
2026-02-25T05:15:00+00:00,98.64,1.932,11.317
2026-02-25T05:20:00+00:00,99.371,1.948,11.315
2026-02-25T05:25:00+00:00,99.532,1.95,11.314
2026-02-25T05:30:00+00:00,98.321,1.926,11.316
2026-02-25T05:35:00+00:00,99.364,1.949,11.314
2026-02-25T05:40:00+00:00,100.089,1.96,11.305
2026-02-25T05:45:00+00:00,100.45,1.964,11.282
2026-02-25T05:50:00+00:00,101.008,1.977,11.294
2026-02-25T05:55:00+00:00,100.728,1.972,11.295
2026-02-25T06:00:00+00:00,101.986,1.994,11.288
2026-02-25T06:05:00+00:00,105.174,2.052,11.253
2026-02-25T06:10:00+00:00,111.372,2.162,11.206
2026-02-25T06:15:00+00:00,111.876,2.165,11.175
2026-02-25T06:20:00+00:00,110.431,2.137,11.169
2026-02-25T06:25:00+00:00,111.663,2.162,11.182
2026-02-25T06:30:00+00:00,112.804,2.185,11.178
2026-02-25T06:35:00+00:00,116.488,2.258,11.192
2026-02-25T06:40:00+00:00,120.016,2.324,11.18
2026-02-25T06:45:00+00:00,122.182,2.364,11.168
2026-02-25T06:50:00+00:00,123.552,2.386,11.144
2026-02-25T06:55:00+00:00,125.801,2.425,11.124
2026-02-25T07:00:00+00:00,127.39,2.455,11.125
2026-02-25T07:05:00+00:00,131.001,2.524,11.123
2026-02-25T07:10:00+00:00,133.724,2.576,11.119
2026-02-25T07:15:00+00:00,136.071,2.618,11.104
2026-02-25T07:20:00+00:00,134.298,2.593,11.154
2026-02-25T07:25:00+00:00,132.264,2.56,11.183
2026-02-25T07:30:00+00:00,135.134,2.618,11.188
2026-02-25T07:35:00+00:00,136.308,2.637,11.164
2026-02-25T07:40:00+00:00,136.255,2.63,11.142
2026-02-25T07:45:00+00:00,134.844,2.604,11.144
2026-02-25T07:50:00+00:00,135.025,2.604,11.135
2026-02-25T07:55:00+00:00,138.23,2.665,11.128
2026-02-25T08:00:00+00:00,142.802,2.753,11.138
2026-02-25T08:05:00+00:00,143.641,2.772,11.144
2026-02-25T08:10:00+00:00,143.805,2.776,11.142
2026-02-25T08:15:00+00:00,143.761,2.774,11.146
2026-02-25T08:20:00+00:00,144.356,2.788,11.151
2026-02-25T08:25:00+00:00,146.994,2.838,11.148
2026-02-25T08:30:00+00:00,142.614,2.76,11.177
2026-02-25T08:35:00+00:00,144.032,2.787,11.176
2026-02-25T08:40:00+00:00,145.998,2.824,11.172
2026-02-25T08:45:00+00:00,144.577,2.798,11.172
2026-02-25T08:50:00+00:00,144.993,2.804,11.164
2026-02-25T08:55:00+00:00,145.249,2.808,11.158
2026-02-25T09:00:00+00:00,141.428,2.735,11.164
2026-02-25T09:05:00+00:00,140.51,2.717,11.164
2026-02-25T09:10:00+00:00,140.912,2.722,11.157
2026-02-25T09:15:00+00:00,145.103,2.796,11.125
2026-02-25T09:20:00+00:00,146.688,2.832,11.149
2026-02-25T09:25:00+00:00,145.218,2.806,11.162
2026-02-25T09:30:00+00:00,145.509,2.814,11.166
2026-02-25T09:35:00+00:00,150.184,2.904,11.16
2026-02-25T09:40:00+00:00,156.421,3.024,11.162
2026-02-25T09:45:00+00:00,155.292,3.007,11.18
2026-02-25T09:50:00+00:00,157.601,3.05,11.18
2026-02-25T09:55:00+00:00,152.124,2.946,11.184
2026-02-25T10:00:00+00:00,151.865,2.946,11.203
2026-02-25T10:05:00+00:00,145.743,2.827,11.196
2026-02-25T10:10:00+00:00,146.194,2.838,11.214
2026-02-25T10:15:00+00:00,145.142,2.82,11.221
2026-02-25T10:20:00+00:00,142.263,2.766,11.219
2026-02-25T10:25:00+00:00,141.827,2.753,11.208
2026-02-25T10:30:00+00:00,141.754,2.753,11.221
2026-02-25T10:35:00+00:00,137.23,2.67,11.23
2026-02-25T10:40:00+00:00,136.442,2.652,11.23
2026-02-25T10:45:00+00:00,135.89,2.644,11.228
2026-02-25T10:50:00+00:00,139.742,2.718,11.238
2026-02-25T10:55:00+00:00,142.974,2.788,11.262
2026-02-25T11:00:00+00:00,139.709,2.726,11.27
2026-02-25T11:05:00+00:00,138.535,2.702,11.256
2026-02-25T11:10:00+00:00,142.831,2.782,11.241
2026-02-25T11:15:00+00:00,143.761,2.788,11.196
2026-02-25T11:20:00+00:00,142.084,2.751,11.182
2026-02-25T11:25:00+00:00,139.614,2.706,11.193
2026-02-25T11:30:00+00:00,139.297,2.705,11.216
2026-02-25T11:35:00+00:00,134.952,2.625,11.23
2026-02-25T11:40:00+00:00,137.449,2.672,11.22
2026-02-25T11:45:00+00:00,137.282,2.67,11.217
2026-02-25T11:50:00+00:00,141.54,2.751,11.218
2026-02-25T11:55:00+00:00,139.321,2.706,11.219
2026-02-25T12:00:00+00:00,138.322,2.688,11.219
2026-02-25T12:05:00+00:00,139.384,2.708,11.22
2026-02-25T12:10:00+00:00,139.995,2.722,11.228
2026-02-25T12:15:00+00:00,140.706,2.736,11.226
2026-02-25T12:20:00+00:00,139.336,2.709,11.216
2026-02-25T12:25:00+00:00,140.896,2.736,11.212
2026-02-25T12:30:00+00:00,143.449,2.786,11.208
2026-02-25T12:35:00+00:00,136.836,2.654,11.2
2026-02-25T12:40:00+00:00,128.646,2.497,11.21
2026-02-25T12:45:00+00:00,129.617,2.516,11.209
2026-02-25T12:50:00+00:00,127.589,2.476,11.209
2026-02-25T12:55:00+00:00,129.958,2.52,11.2
2026-02-25T13:00:00+00:00,136.824,2.652,11.193
2026-02-25T13:05:00+00:00,142.003,2.752,11.18
2026-02-25T13:10:00+00:00,147.816,2.861,11.178
2026-02-25T13:15:00+00:00,148.934,2.883,11.175
2026-02-25T13:20:00+00:00,153.12,2.962,11.165
2026-02-25T13:25:00+00:00,149.888,2.901,11.174
2026-02-25T13:30:00+00:00,148.972,2.886,11.188
2026-02-25T13:35:00+00:00,148.631,2.88,11.182
2026-02-25T13:40:00+00:00,148.714,2.879,11.176
2026-02-25T13:45:00+00:00,150.74,2.916,11.176
2026-02-25T13:50:00+00:00,152.57,2.954,11.177
2026-02-25T13:55:00+00:00,154.424,2.99,11.18
2026-02-25T14:00:00+00:00,156.21,3.026,11.18
2026-02-25T14:05:00+00:00,155.151,3.002,11.166
2026-02-25T14:10:00+00:00,154.476,2.988,11.163
2026-02-25T14:15:00+00:00,156.665,3.028,11.163
2026-02-25T14:20:00+00:00,157.944,3.052,11.16
2026-02-25T14:25:00+00:00,153.658,2.972,11.166
2026-02-25T14:30:00+00:00,152.489,2.951,11.178
2026-02-25T14:35:00+00:00,153.053,2.966,11.184
2026-02-25T14:40:00+00:00,150.417,2.915,11.178
2026-02-25T14:45:00+00:00,149.926,2.902,11.182
2026-02-25T14:50:00+00:00,144.432,2.803,11.208
2026-02-25T14:55:00+00:00,145.55,2.836,11.253
2026-02-25T15:00:00+00:00,146.888,2.873,11.296
2026-02-25T15:05:00+00:00,145.138,2.838,11.293
2026-02-25T15:10:00+00:00,146.582,2.869,11.306
2026-02-25T15:15:00+00:00,147.968,2.899,11.315
2026-02-25T15:20:00+00:00,147.714,2.895,11.316
2026-02-25T15:25:00+00:00,145.722,2.859,11.322
2026-02-25T15:30:00+00:00,144.593,2.834,11.312
2026-02-25T15:35:00+00:00,147.4,2.886,11.301
2026-02-25T15:40:00+00:00,148.646,2.907,11.294
2026-02-25T15:45:00+00:00,153.548,3.006,11.302
2026-02-25T15:50:00+00:00,157.541,3.082,11.285
2026-02-25T15:55:00+00:00,162.572,3.17,11.244
2026-02-25T16:00:00+00:00,164.894,3.198,11.198
2026-02-25T16:05:00+00:00,166.584,3.227,11.177
2026-02-25T16:10:00+00:00,164.975,3.19,11.161
2026-02-25T16:15:00+00:00,167.188,3.234,11.164
2026-02-25T16:20:00+00:00,168.878,3.266,11.159
2026-02-25T16:25:00+00:00,169.288,3.268,11.142
2026-02-25T16:30:00+00:00,166.692,3.213,11.122
2026-02-25T16:35:00+00:00,170.406,3.284,11.126
2026-02-25T16:40:00+00:00,170.584,3.285,11.112
2026-02-25T16:45:00+00:00,172.8,3.327,11.118
2026-02-25T16:50:00+00:00,177.407,3.426,11.15
2026-02-25T16:55:00+00:00,174.704,3.384,11.184
2026-02-25T17:00:00+00:00,173.26,3.357,11.18
2026-02-25T17:05:00+00:00,172.964,3.348,11.176
2026-02-25T17:10:00+00:00,174.096,3.37,11.177
2026-02-25T17:15:00+00:00,174.714,3.387,11.191
2026-02-25T17:20:00+00:00,176.498,3.422,11.192
2026-02-25T17:25:00+00:00,180.348,3.492,11.172
2026-02-25T17:30:00+00:00,178.858,3.46,11.172
2026-02-25T17:35:00+00:00,179.136,3.471,11.189
2026-02-25T17:40:00+00:00,186.352,3.617,11.202
2026-02-25T17:45:00+00:00,181.489,3.522,11.208
2026-02-25T17:50:00+00:00,183.301,3.558,11.209
2026-02-25T17:55:00+00:00,185.111,3.594,11.208
2026-02-25T18:00:00+00:00,187.163,3.63,11.198
2026-02-25T18:05:00+00:00,184.032,3.572,11.2
2026-02-25T18:10:00+00:00,182.386,3.54,11.204
2026-02-25T18:15:00+00:00,183.646,3.565,11.204
2026-02-25T18:20:00+00:00,186.748,3.626,11.22
2026-02-25T18:25:00+00:00,186.288,3.622,11.227
2026-02-25T18:30:00+00:00,183.824,3.581,11.247
2026-02-25T18:35:00+00:00,183.115,3.564,11.23
2026-02-25T18:40:00+00:00,183.988,3.565,11.185
2026-02-25T18:45:00+00:00,186.098,3.604,11.183
2026-02-25T18:50:00+00:00,186.809,3.62,11.195
2026-02-25T18:55:00+00:00,183.602,3.564,11.213
2026-02-25T19:00:00+00:00,181.39,3.524,11.22
2026-02-25T19:05:00+00:00,181.243,3.519,11.208
2026-02-25T19:10:00+00:00,184.508,3.576,11.189
2026-02-25T19:15:00+00:00,180.452,3.5,11.204
2026-02-25T19:20:00+00:00,178.669,3.469,11.206
2026-02-25T19:25:00+00:00,177.536,3.444,11.2
2026-02-25T19:30:00+00:00,175.892,3.414,11.205
2026-02-25T19:35:00+00:00,177.766,3.452,11.214
2026-02-25T19:40:00+00:00,175.945,3.415,11.205
2026-02-25T19:45:00+00:00,174.796,3.396,11.218
2026-02-25T19:50:00+00:00,176.282,3.42,11.201
2026-02-25T19:55:00+00:00,179.318,3.498,11.271
2026-02-25T20:00:00+00:00,175.666,3.426,11.263
2026-02-25T20:05:00+00:00,173.794,3.391,11.267
2026-02-25T20:10:00+00:00,169.909,3.318,11.28
2026-02-25T20:15:00+00:00,170.724,3.335,11.279
2026-02-25T20:20:00+00:00,165.538,3.234,11.288
2026-02-25T20:25:00+00:00,162.96,3.19,11.308
2026-02-25T20:30:00+00:00,164.598,3.221,11.296
2026-02-25T20:35:00+00:00,164.886,3.226,11.295
2026-02-25T20:40:00+00:00,162.837,3.194,11.331
2026-02-25T20:45:00+00:00,158.06,3.105,11.343
2026-02-25T20:50:00+00:00,159.742,3.138,11.346
2026-02-25T20:55:00+00:00,158.298,3.104,11.317
2026-02-25T21:00:00+00:00,155.058,3.03,11.282
2026-02-25T21:05:00+00:00,155.678,3.042,11.278
2026-02-25T21:10:00+00:00,151.848,2.968,11.29
2026-02-25T21:15:00+00:00,149.916,2.938,11.317
2026-02-25T21:20:00+00:00,145.456,2.854,11.335
2026-02-25T21:25:00+00:00,143.798,2.824,11.342
2026-02-25T21:30:00+00:00,143.469,2.82,11.352
2026-02-25T21:35:00+00:00,137.312,2.705,11.363
2026-02-25T21:40:00+00:00,129.867,2.55,11.343
