ValueDate,Current Inst,Derived MVA,Volts Inst
2026-02-25T00:05:00+00:00,34.465,0.666,11.107
2026-02-25T00:10:00+00:00,34.772,0.671,11.084
2026-02-25T00:15:00+00:00,34.858,0.672,11.078
2026-02-25T00:20:00+00:00,35.658,0.688,11.075
2026-02-25T00:25:00+00:00,36.662,0.707,11.075
2026-02-25T00:30:00+00:00,36.724,0.708,11.086
2026-02-25T00:35:00+00:00,37.59,0.725,11.078
2026-02-25T00:40:00+00:00,37.154,0.716,11.07
2026-02-25T00:45:00+00:00,36.688,0.707,11.08
2026-02-25T00:50:00+00:00,36.584,0.706,11.086
2026-02-25T00:55:00+00:00,36.264,0.7,11.1
2026-02-25T01:00:00+00:00,35.832,0.692,11.102
2026-02-25T01:05:00+00:00,35.497,0.684,11.092
2026-02-25T01:10:00+00:00,34.944,0.674,11.096
2026-02-25T01:15:00+00:00,35.002,0.676,11.104
2026-02-25T01:20:00+00:00,34.912,0.674,11.109
2026-02-25T01:25:00+00:00,34.424,0.664,11.114
2026-02-25T01:30:00+00:00,33.634,0.65,11.119
2026-02-25T01:35:00+00:00,33.658,0.651,11.11
2026-02-25T01:40:00+00:00,33.334,0.645,11.112
2026-02-25T01:45:00+00:00,31.696,0.614,11.112
2026-02-25T01:50:00+00:00,31.036,0.601,11.122
2026-02-25T01:55:00+00:00,32.069,0.622,11.128
2026-02-25T02:00:00+00:00,30.954,0.6,11.128
2026-02-25T02:05:00+00:00,30.531,0.592,11.119
2026-02-25T02:10:00+00:00,32.555,0.63,11.119
2026-02-25T02:15:00+00:00,33.527,0.65,11.142
2026-02-25T02:20:00+00:00,33.306,0.648,11.16
2026-02-25T02:25:00+00:00,31.656,0.616,11.168
2026-02-25T02:30:00+00:00,31.686,0.616,11.175
2026-02-25T02:35:00+00:00,30.219,0.587,11.17
2026-02-25T02:40:00+00:00,30.9,0.601,11.174
2026-02-25T02:45:00+00:00,31.556,0.614,11.172
2026-02-25T02:50:00+00:00,31.666,0.618,11.186
2026-02-25T02:55:00+00:00,30.119,0.587,11.183
2026-02-25T03:00:00+00:00,30.495,0.588,11.125
2026-02-25T03:05:00+00:00,31.981,0.615,11.108
2026-02-25T03:10:00+00:00,31.924,0.614,11.108
2026-02-25T03:15:00+00:00,31.842,0.612,11.105
