ValueDate,Current Inst,Derived MVA,Volts Inst
2026-02-25T00:05:00+00:00,160.668,3.048,10.95
2026-02-25T00:10:00+00:00,161.115,3.055,10.936
2026-02-25T00:15:00+00:00,161.83,3.066,10.936
2026-02-25T00:20:00+00:00,165.314,3.138,10.962
2026-02-25T00:25:00+00:00,159.409,3.044,11.028
2026-02-25T00:30:00+00:00,156.734,2.996,11.048
2026-02-25T00:35:00+00:00,153.506,2.938,11.042
2026-02-25T00:40:00+00:00,155.572,2.973,11.029
2026-02-25T00:45:00+00:00,154.98,2.96,11.026
2026-02-25T00:50:00+00:00,154.678,2.954,11.032
2026-02-25T00:55:00+00:00,149.694,2.862,11.049
2026-02-25T01:00:00+00:00,149.677,2.864,11.044
2026-02-25T01:05:00+00:00,150.479,2.877,11.034
2026-02-25T01:10:00+00:00,149.398,2.856,11.036
2026-02-25T01:15:00+00:00,148.511,2.842,11.049
2026-02-25T01:20:00+00:00,149.112,2.853,11.06
2026-02-25T01:25:00+00:00,147.592,2.824,11.054
2026-02-25T01:30:00+00:00,145.479,2.786,11.058
2026-02-25T01:35:00+00:00,145.728,2.788,11.056
2026-02-25T01:40:00+00:00,144.025,2.76,11.062
2026-02-25T01:45:00+00:00,147.872,2.832,11.062
2026-02-25T01:50:00+00:00,148.216,2.842,11.074
2026-02-25T01:55:00+00:00,142.844,2.743,11.092
2026-02-25T02:00:00+00:00,141.753,2.725,11.104
2026-02-25T02:05:00+00:00,142.724,2.742,11.094
2026-02-25T02:10:00+00:00,142.798,2.744,11.101
2026-02-25T02:15:00+00:00,139.231,2.68,11.1
2026-02-25T02:20:00+00:00,138.365,2.664,11.114
2026-02-25T02:25:00+00:00,140.022,2.696,11.114
2026-02-25T02:30:00+00:00,139.135,2.678,11.11
2026-02-25T02:35:00+00:00,138.574,2.665,11.11
2026-02-25T02:40:00+00:00,135.94,2.618,11.115
2026-02-25T02:45:00+00:00,135.579,2.612,11.128
2026-02-25T02:50:00+00:00,138.585,2.674,11.152
2026-02-25T02:55:00+00:00,136.989,2.646,11.144
2026-02-25T03:00:00+00:00,133.995,2.585,11.14
2026-02-25T03:05:00+00:00,130.994,2.526,11.127
2026-02-25T03:10:00+00:00,132.028,2.544,11.13
2026-02-25T03:15:00+00:00,132.87,2.561,11.136
2026-02-25T03:20:00+00:00,131.786,2.542,11.132
2026-02-25T03:25:00+00:00,130.996,2.527,11.124
2026-02-25T03:30:00+00:00,129.383,2.496,11.123
2026-02-25T03:35:00+00:00,132.306,2.547,11.11
2026-02-25T03:40:00+00:00,128.298,2.467,11.104
2026-02-25T03:45:00+00:00,126.977,2.444,11.119
2026-02-25T03:50:00+00:00,128.585,2.476,11.119
2026-02-25T03:55:00+00:00,131.214,2.53,11.125
2026-02-25T04:00:00+00:00,127.824,2.466,11.132
2026-02-25T04:05:00+00:00,128.202,2.473,11.128
2026-02-25T04:10:00+00:00,128.182,2.468,11.118
2026-02-25T04:15:00+00:00,131.372,2.527,11.102
2026-02-25T04:20:00+00:00,134.371,2.584,11.108
2026-02-25T04:25:00+00:00,128.658,2.477,11.115
2026-02-25T04:30:00+00:00,128.436,2.475,11.122
2026-02-25T04:35:00+00:00,127.956,2.468,11.135
2026-02-25T04:40:00+00:00,129.279,2.496,11.138
2026-02-25T04:45:00+00:00,127.533,2.466,11.154
2026-02-25T04:50:00+00:00,127.985,2.474,11.154
2026-02-25T04:55:00+00:00,128.207,2.478,11.156
2026-02-25T05:00:00+00:00,128.6,2.486,11.158
2026-02-25T05:05:00+00:00,125.758,2.428,11.15
2026-02-25T05:10:00+00:00,124.976,2.414,11.152
2026-02-25T05:15:00+00:00,127.464,2.461,11.152
2026-02-25T05:20:00+00:00,129.74,2.506,11.146
2026-02-25T05:25:00+00:00,129.19,2.494,11.14
2026-02-25T05:30:00+00:00,127.14,2.454,11.155
2026-02-25T05:35:00+00:00,131.372,2.535,11.135
2026-02-25T05:40:00+00:00,136.324,2.627,11.128
2026-02-25T05:45:00+00:00,140.96,2.711,11.102
2026-02-25T05:50:00+00:00,140.598,2.708,11.124
2026-02-25T05:55:00+00:00,148.269,2.855,11.113
