ValueDate,Derived MVA,MVAr Inst,MW Inst
2026-03-03T16:25:00+00:00,0.968,0.186,0.916
2026-03-03T16:30:00+00:00,0.959,0.195,0.903
2026-03-03T16:35:00+00:00,0.986,0.187,0.922
2026-03-03T16:40:00+00:00,0.998,0.198,0.954
2026-03-03T16:45:00+00:00,0.988,0.198,0.941
2026-03-03T16:50:00+00:00,1.008,0.202,0.972
2026-03-03T16:55:00+00:00,1.028,0.203,0.996
2026-03-03T17:00:00+00:00,1.02,0.195,0.982
2026-03-03T17:05:00+00:00,1.038,0.218,1.012
2026-03-03T17:10:00+00:00,1.074,0.217,1.035
2026-03-03T17:15:00+00:00,1.107,0.214,1.066
2026-03-03T17:20:00+00:00,1.11,0.216,1.074
2026-03-03T17:25:00+00:00,1.17,0.215,1.146
2026-03-03T17:30:00+00:00,1.214,0.271,1.208
2026-03-03T17:35:00+00:00,1.19,0.208,1.252
2026-03-03T17:40:00+00:00,1.154,0.218,1.22
2026-03-03T17:45:00+00:00,1.108,0.201,1.176
2026-03-03T17:50:00+00:00,1.157,0.222,1.202
2026-03-03T17:55:00+00:00,1.174,0.218,1.218
2026-03-03T18:00:00+00:00,1.182,0.219,1.25
2026-03-03T18:05:00+00:00,1.247,0.218,1.302
2026-03-03T18:10:00+00:00,1.284,0.223,1.262
2026-03-03T18:15:00+00:00,1.274,0.216,1.256
2026-03-03T18:20:00+00:00,1.271,0.215,1.248
2026-03-03T18:25:00+00:00,1.287,0.237,1.273
2026-03-03T18:30:00+00:00,1.332,0.22,1.336
2026-03-03T18:35:00+00:00,1.343,0.216,1.337
2026-03-03T18:40:00+00:00,1.318,0.196,1.291
2026-03-03T18:45:00+00:00,1.326,0.183,1.306
2026-03-03T18:50:00+00:00,1.342,0.211,1.301
2026-03-03T18:55:00+00:00,1.328,0.196,1.295
2026-03-03T19:00:00+00:00,1.328,0.198,1.304
2026-03-03T19:05:00+00:00,1.331,0.2,1.301
2026-03-03T19:10:00+00:00,1.298,0.195,1.277
2026-03-03T19:15:00+00:00,1.292,0.18,1.273
2026-03-03T19:20:00+00:00,1.344,0.177,1.309
2026-03-03T19:25:00+00:00,1.33,0.178,1.303
2026-03-03T19:30:00+00:00,1.357,0.174,1.346
2026-03-03T19:35:00+00:00,1.363,0.186,1.328
2026-03-03T19:40:00+00:00,1.295,0.184,1.246
2026-03-03T19:45:00+00:00,1.259,0.172,1.202
2026-03-03T19:50:00+00:00,1.226,0.181,1.18
2026-03-03T19:55:00+00:00,1.242,0.194,1.2
2026-03-03T20:00:00+00:00,1.279,0.182,1.251
2026-03-03T20:05:00+00:00,1.238,0.186,1.205
2026-03-03T20:10:00+00:00,1.219,0.188,1.172
2026-03-03T20:15:00+00:00,1.216,0.176,1.168
2026-03-03T20:20:00+00:00,1.188,0.186,1.161
2026-03-03T20:25:00+00:00,1.164,0.184,1.132
2026-03-03T20:30:00+00:00,1.192,0.179,1.173
2026-03-03T20:35:00+00:00,1.182,0.192,1.166
2026-03-03T20:40:00+00:00,1.084,0.185,1.05
2026-03-03T20:45:00+00:00,1.11,0.188,1.072
2026-03-03T20:50:00+00:00,1.152,0.196,1.099
2026-03-03T20:55:00+00:00,1.116,0.231,1.052
2026-03-03T21:00:00+00:00,1.15,0.201,1.086
2026-03-03T21:05:00+00:00,1.145,0.207,1.091
2026-03-03T21:10:00+00:00,1.09,0.205,1.036
2026-03-03T21:15:00+00:00,1.064,0.194,1.003
2026-03-03T21:20:00+00:00,1.019,0.211,0.974
2026-03-03T21:25:00+00:00,1.001,0.205,0.958
2026-03-03T21:30:00+00:00,1.072,0.185,1.024
2026-03-03T21:35:00+00:00,1.034,0.193,0.995
2026-03-03T21:40:00+00:00,0.993,0.19,0.946
2026-03-03T21:45:00+00:00,0.982,0.196,0.94
2026-03-03T21:50:00+00:00,0.96,0.186,0.913
2026-03-03T21:55:00+00:00,0.926,0.19,0.899
2026-03-03T22:00:00+00:00,0.873,0.178,0.928
2026-03-03T22:05:00+00:00,0.886,0.16,0.934
2026-03-03T22:10:00+00:00,0.802,0.177,0.853
2026-03-03T22:15:00+00:00,0.774,0.179,0.829
2026-03-03T22:20:00+00:00,0.812,0.2,0.863
2026-03-03T22:25:00+00:00,0.859,0.169,0.829
2026-03-03T22:30:00+00:00,0.936,0.167,0.889
2026-03-03T22:35:00+00:00,0.923,0.16,0.871
2026-03-03T22:40:00+00:00,0.871,0.164,0.792
2026-03-03T22:45:00+00:00,0.726,0.179,0.756
2026-03-03T22:50:00+00:00,0.677,0.163,0.739
2026-03-03T22:55:00+00:00,0.685,0.147,0.749
2026-03-03T23:00:00+00:00,0.729,0.126,0.786
2026-03-03T23:05:00+00:00,0.72,0.138,0.778
2026-03-03T23:10:00+00:00,0.662,0.145,0.714
2026-03-03T23:15:00+00:00,0.644,0.15,0.711
2026-03-03T23:20:00+00:00,0.648,0.16,0.712
2026-03-03T23:25:00+00:00,0.655,0.144,0.716
2026-03-03T23:30:00+00:00,0.708,0.147,0.755
2026-03-03T23:35:00+00:00,0.682,0.144,0.731
2026-03-03T23:40:00+00:00,0.627,0.166,0.666
2026-03-03T23:45:00+00:00,0.615,0.176,0.656
2026-03-03T23:50:00+00:00,0.597,0.161,0.642
2026-03-03T23:55:00+00:00,0.601,0.168,0.653
2026-03-04T00:00:00+00:00,0.62,0.144,0.686
2026-03-04T00:05:00+00:00,0.645,0.156,0.726
2026-03-04T00:10:00+00:00,0.621,0.148,0.697
2026-03-04T00:15:00+00:00,0.639,0.142,0.704
2026-03-04T00:20:00+00:00,0.636,0.148,0.704
2026-03-04T00:25:00+00:00,0.66,0.146,0.72
2026-03-04T00:30:00+00:00,0.752,0.154,0.814
2026-03-04T00:35:00+00:00,0.77,0.152,0.839
2026-03-04T00:40:00+00:00,0.769,0.146,0.839
2026-03-04T00:45:00+00:00,0.766,0.148,0.835
2026-03-04T00:50:00+00:00,0.8,0.152,0.857
2026-03-04T00:55:00+00:00,0.809,0.158,0.859
2026-03-04T01:00:00+00:00,0.855,0.143,0.915
2026-03-04T01:05:00+00:00,0.858,0.142,0.92
2026-03-04T01:10:00+00:00,0.806,0.146,0.868
2026-03-04T01:15:00+00:00,0.77,0.126,0.838
2026-03-04T01:20:00+00:00,0.758,0.15,0.826
2026-03-04T01:25:00+00:00,0.786,0.15,0.838
2026-03-04T01:30:00+00:00,0.812,0.15,0.872
2026-03-04T01:35:00+00:00,0.807,0.151,0.87
2026-03-04T01:40:00+00:00,0.741,0.15,0.812
2026-03-04T01:45:00+00:00,0.766,0.164,0.816
2026-03-04T01:50:00+00:00,0.756,0.147,0.796
2026-03-04T01:55:00+00:00,0.729,0.148,0.779
2026-03-04T02:00:00+00:00,0.72,0.152,0.778
2026-03-04T02:05:00+00:00,0.768,0.148,0.816
2026-03-04T02:10:00+00:00,0.775,0.163,0.819
2026-03-04T02:15:00+00:00,0.776,0.162,0.812
2026-03-04T02:20:00+00:00,0.784,0.18,0.824
2026-03-04T02:25:00+00:00,0.788,0.176,0.829
2026-03-04T02:30:00+00:00,0.818,0.126,0.868
2026-03-04T02:35:00+00:00,0.836,0.142,0.881
2026-03-04T02:40:00+00:00,0.851,0.168,0.891
2026-03-04T02:45:00+00:00,0.825,0.152,0.86
2026-03-04T02:50:00+00:00,0.784,0.155,0.832
2026-03-04T02:55:00+00:00,0.789,0.152,0.842
2026-03-04T03:00:00+00:00,0.829,0.148,0.874
2026-03-04T03:05:00+00:00,0.812,0.15,0.851
2026-03-04T03:10:00+00:00,0.75,0.174,0.796
2026-03-04T03:15:00+00:00,0.76,0.176,0.79
2026-03-04T03:20:00+00:00,0.752,0.172,0.78
2026-03-04T03:25:00+00:00,0.736,0.174,0.762
2026-03-04T03:30:00+00:00,0.758,0.174,0.784
2026-03-04T03:35:00+00:00,0.752,0.164,0.794
2026-03-04T03:40:00+00:00,0.723,0.146,0.764
2026-03-04T03:45:00+00:00,0.726,0.148,0.758
2026-03-04T03:50:00+00:00,0.714,0.15,0.742
2026-03-04T03:55:00+00:00,0.724,0.15,0.76
2026-03-04T04:00:00+00:00,0.79,0.126,0.824
2026-03-04T04:05:00+00:00,0.799,0.146,0.838
2026-03-04T04:10:00+00:00,0.764,0.146,0.795
2026-03-04T04:15:00+00:00,0.75,0.138,0.784
2026-03-04T04:20:00+00:00,0.742,0.13,0.782
2026-03-04T04:25:00+00:00,0.75,0.124,0.783
2026-03-04T04:30:00+00:00,0.835,0.118,0.864
2026-03-04T04:35:00+00:00,0.818,0.136,0.842
2026-03-04T04:40:00+00:00,0.752,0.149,0.78
2026-03-04T04:45:00+00:00,0.749,0.127,0.768
2026-03-04T04:50:00+00:00,0.734,0.128,0.764
2026-03-04T04:55:00+00:00,0.786,0.159,0.802
2026-03-04T05:00:00+00:00,0.821,0.136,0.837
2026-03-04T05:05:00+00:00,0.856,0.14,0.868
2026-03-04T05:10:00+00:00,0.784,0.148,0.81
2026-03-04T05:15:00+00:00,0.784,0.148,0.8
2026-03-04T05:20:00+00:00,0.782,0.149,0.806
2026-03-04T05:25:00+00:00,0.762,0.148,0.784
2026-03-04T05:30:00+00:00,0.817,0.148,0.859
2026-03-04T05:35:00+00:00,0.802,0.15,0.845
2026-03-04T05:40:00+00:00,0.748,0.147,0.784
2026-03-04T05:45:00+00:00,0.735,0.166,0.771
2026-03-04T05:50:00+00:00,0.728,0.175,0.771
2026-03-04T05:55:00+00:00,0.732,0.187,0.768
2026-03-04T06:00:00+00:00,0.772,0.182,0.805
2026-03-04T06:05:00+00:00,0.853,0.186,0.879
2026-03-04T06:10:00+00:00,0.831,0.215,0.858
2026-03-04T06:15:00+00:00,0.839,0.204,0.873
2026-03-04T06:20:00+00:00,0.878,0.196,0.909
2026-03-04T06:25:00+00:00,0.895,0.192,0.93
2026-03-04T06:30:00+00:00,0.958,0.193,0.981
2026-03-04T06:35:00+00:00,0.973,0.203,0.99
2026-03-04T06:40:00+00:00,1.002,0.204,0.939
2026-03-04T06:45:00+00:00,0.99,0.215,0.94
2026-03-04T06:50:00+00:00,0.99,0.215,0.936
2026-03-04T06:55:00+00:00,0.984,0.219,0.942
2026-03-04T07:00:00+00:00,1.058,0.229,1.012
2026-03-04T07:05:00+00:00,1.102,0.22,1.047
2026-03-04T07:10:00+00:00,1.114,0.215,1.056
2026-03-04T07:15:00+00:00,1.146,0.215,1.072
2026-03-04T07:20:00+00:00,1.143,0.22,1.068
2026-03-04T07:25:00+00:00,1.102,0.22,1.038
2026-03-04T07:30:00+00:00,1.146,0.218,1.095
2026-03-04T07:35:00+00:00,1.14,0.207,1.092
2026-03-04T07:40:00+00:00,1.108,0.213,1.07
2026-03-04T07:45:00+00:00,1.105,0.208,1.056
2026-03-04T07:50:00+00:00,1.111,0.212,1.05
2026-03-04T07:55:00+00:00,1.038,0.209,0.994
2026-03-04T08:00:00+00:00,1.08,0.21,1.042
2026-03-04T08:05:00+00:00,1.092,0.209,1.063
2026-03-04T08:10:00+00:00,1.02,0.213,0.98
2026-03-04T08:15:00+00:00,1.002,0.2,0.954
2026-03-04T08:20:00+00:00,1.055,0.198,1.02
2026-03-04T08:25:00+00:00,1.07,0.206,1.038
2026-03-04T08:30:00+00:00,1.041,0.22,1.004
2026-03-04T08:35:00+00:00,1.005,0.224,0.961
2026-03-04T08:40:00+00:00,1.048,0.2,0.996
2026-03-04T08:45:00+00:00,1.038,0.208,0.975
2026-03-04T08:50:00+00:00,0.968,0.218,0.922
2026-03-04T08:55:00+00:00,0.952,0.216,0.902
2026-03-04T09:00:00+00:00,0.922,0.215,0.866
2026-03-04T09:05:00+00:00,0.889,0.234,0.82
2026-03-04T09:10:00+00:00,0.846,0.223,0.768
2026-03-04T09:15:00+00:00,0.822,0.21,0.75
2026-03-04T09:20:00+00:00,0.824,0.218,0.739
2026-03-04T09:25:00+00:00,0.795,0.212,0.701
2026-03-04T09:30:00+00:00,0.796,0.215,0.704
2026-03-04T09:35:00+00:00,0.77,0.214,0.68
2026-03-04T09:40:00+00:00,0.784,0.217,0.69
2026-03-04T09:45:00+00:00,0.756,0.19,0.647
2026-03-04T09:50:00+00:00,0.754,0.231,0.647
2026-03-04T09:55:00+00:00,0.734,0.221,0.638
2026-03-04T10:00:00+00:00,0.734,0.21,0.646
2026-03-04T10:05:00+00:00,0.694,0.22,0.59
2026-03-04T10:10:00+00:00,0.726,0.202,0.623
2026-03-04T10:15:00+00:00,0.718,0.172,0.626
2026-03-04T10:20:00+00:00,0.717,0.152,0.615
2026-03-04T10:25:00+00:00,0.686,0.166,0.588
2026-03-04T10:30:00+00:00,0.572,0.142,0.604
2026-03-04T10:35:00+00:00,0.54,0.161,0.604
2026-03-04T10:40:00+00:00,0.53,0.164,0.595
2026-03-04T10:45:00+00:00,0.568,0.178,0.624
2026-03-04T10:50:00+00:00,0.508,0.175,0.578
2026-03-04T10:55:00+00:00,0.51,0.172,0.583
2026-03-04T11:00:00+00:00,0.55,0.22,0.619
2026-03-04T11:05:00+00:00,0.58,0.154,0.624
2026-03-04T11:10:00+00:00,0.722,0.178,0.628
2026-03-04T11:15:00+00:00,0.681,0.168,0.572
2026-03-04T11:20:00+00:00,0.636,0.17,0.514
2026-03-04T11:25:00+00:00,0.623,0.175,0.49
2026-03-04T11:30:00+00:00,0.617,0.198,0.491
2026-03-04T11:35:00+00:00,0.626,0.19,0.501
2026-03-04T11:40:00+00:00,0.615,0.191,0.488
2026-03-04T11:45:00+00:00,0.642,0.176,0.524
2026-03-04T11:50:00+00:00,0.648,0.184,0.534
2026-03-04T11:55:00+00:00,0.659,0.214,0.528
2026-03-04T12:00:00+00:00,0.618,0.192,0.478
2026-03-04T12:05:00+00:00,0.428,0.205,0.479
2026-03-04T12:10:00+00:00,0.414,0.21,0.473
2026-03-04T12:15:00+00:00,0.424,0.224,0.492
2026-03-04T12:20:00+00:00,0.43,0.2,0.499
2026-03-04T12:25:00+00:00,0.461,0.201,0.527
2026-03-04T12:30:00+00:00,0.434,0.178,0.51
2026-03-04T12:35:00+00:00,0.453,0.203,0.516
2026-03-04T12:40:00+00:00,0.47,0.206,0.534
2026-03-04T12:45:00+00:00,0.42,0.186,0.476
2026-03-04T12:50:00+00:00,0.52,0.19,0.455
2026-03-04T12:55:00+00:00,0.578,0.179,0.414
2026-03-04T13:00:00+00:00,0.527,0.181,0.351
2026-03-04T13:05:00+00:00,0.529,0.203,0.353
2026-03-04T13:10:00+00:00,0.508,0.204,0.31
2026-03-04T13:15:00+00:00,0.5,0.188,0.306
2026-03-04T13:20:00+00:00,0.497,0.182,0.306
2026-03-04T13:25:00+00:00,0.5,0.179,0.306
2026-03-04T13:30:00+00:00,0.507,0.193,0.311
2026-03-04T13:35:00+00:00,0.512,0.209,0.316
2026-03-04T13:40:00+00:00,0.543,0.2,0.367
2026-03-04T13:45:00+00:00,0.537,0.192,0.363
2026-03-04T13:50:00+00:00,0.538,0.198,0.357
2026-03-04T13:55:00+00:00,0.584,0.21,0.425
2026-03-04T14:00:00+00:00,0.584,0.193,0.424
2026-03-04T14:05:00+00:00,0.592,0.198,0.45
2026-03-04T14:10:00+00:00,0.592,0.188,0.438
2026-03-04T14:15:00+00:00,0.543,0.186,0.371
2026-03-04T14:20:00+00:00,0.535,0.194,0.36
2026-03-04T14:25:00+00:00,0.514,0.186,0.332
2026-03-04T14:30:00+00:00,0.528,0.184,0.339
2026-03-04T14:35:00+00:00,0.524,0.208,0.342
2026-03-04T14:40:00+00:00,0.51,0.189,0.323
2026-03-04T14:45:00+00:00,0.514,0.196,0.346
2026-03-04T14:50:00+00:00,0.523,0.196,0.349
2026-03-04T14:55:00+00:00,0.544,0.201,0.384
2026-03-04T15:00:00+00:00,0.568,0.194,0.428
2026-03-04T15:05:00+00:00,0.58,0.205,0.448
2026-03-04T15:10:00+00:00,0.602,0.188,0.472
2026-03-04T15:15:00+00:00,0.586,0.197,0.446
2026-03-04T15:20:00+00:00,0.566,0.198,0.416
2026-03-04T15:25:00+00:00,0.547,0.202,0.388
2026-03-04T15:30:00+00:00,0.542,0.198,0.376
2026-03-04T15:35:00+00:00,0.546,0.198,0.387
2026-03-04T15:40:00+00:00,0.587,0.185,0.448
2026-03-04T15:45:00+00:00,0.6,0.178,0.478
2026-03-04T15:50:00+00:00,0.628,0.182,0.499
2026-03-04T15:55:00+00:00,0.678,0.178,0.566
2026-03-04T16:00:00+00:00,0.722,0.182,0.615
2026-03-04T16:05:00+00:00,0.754,0.199,0.662
2026-03-04T16:10:00+00:00,0.786,0.182,0.698
2026-03-04T16:15:00+00:00,0.77,0.19,0.666
2026-03-04T16:20:00+00:00,0.768,0.186,0.652
2026-03-04T16:25:00+00:00,0.78,0.201,0.663
2026-03-04T16:30:00+00:00,0.815,0.192,0.706
2026-03-04T16:35:00+00:00,0.832,0.179,0.747
2026-03-04T16:40:00+00:00,0.876,0.21,0.796
2026-03-04T16:45:00+00:00,0.876,0.196,0.794
2026-03-04T16:50:00+00:00,0.937,0.18,0.862
2026-03-04T16:55:00+00:00,0.991,0.198,0.924
2026-03-04T17:00:00+00:00,1.006,0.178,0.944
2026-03-04T17:05:00+00:00,1.043,0.176,0.974
2026-03-04T17:10:00+00:00,1.078,0.177,1.018
2026-03-04T17:15:00+00:00,1.104,0.153,1.047
2026-03-04T17:20:00+00:00,1.154,0.158,1.084
2026-03-04T17:25:00+00:00,1.116,0.169,1.058
2026-03-04T17:30:00+00:00,1.138,0.163,1.092
2026-03-04T17:35:00+00:00,1.142,0.142,1.106
2026-03-04T17:40:00+00:00,1.178,0.148,1.126
2026-03-04T17:45:00+00:00,1.208,0.151,1.16
2026-03-04T17:50:00+00:00,1.255,0.15,1.216
2026-03-04T17:55:00+00:00,1.292,0.139,1.258
2026-03-04T18:00:00+00:00,1.33,0.144,1.297
2026-03-04T18:05:00+00:00,1.306,0.168,1.342
2026-03-04T18:10:00+00:00,1.303,0.214,1.343
2026-03-04T18:15:00+00:00,1.281,0.18,1.334
2026-03-04T18:20:00+00:00,1.318,0.177,1.374
2026-03-04T18:25:00+00:00,1.291,0.17,1.338
2026-03-04T18:30:00+00:00,1.265,0.172,1.31
2026-03-04T18:35:00+00:00,1.215,0.194,1.272
2026-03-04T18:40:00+00:00,1.18,0.198,1.232
2026-03-04T18:45:00+00:00,1.172,0.194,1.22
2026-03-04T18:50:00+00:00,1.199,0.198,1.252
2026-03-04T18:55:00+00:00,1.196,0.191,1.254
2026-03-04T19:00:00+00:00,1.168,0.199,1.232
2026-03-04T19:05:00+00:00,1.2,0.188,1.258
2026-03-04T19:10:00+00:00,1.175,0.194,1.223
2026-03-04T19:15:00+00:00,1.167,0.188,1.204
2026-03-04T19:20:00+00:00,1.196,0.218,1.241
2026-03-04T19:25:00+00:00,1.18,0.175,1.224
2026-03-04T19:30:00+00:00,1.162,0.184,1.214
2026-03-04T19:35:00+00:00,1.162,0.182,1.22
2026-03-04T19:40:00+00:00,1.145,0.172,1.208
2026-03-04T19:45:00+00:00,1.098,0.184,1.15
2026-03-04T19:50:00+00:00,1.024,0.186,1.087
2026-03-04T19:55:00+00:00,1.026,0.185,1.074
2026-03-04T20:00:00+00:00,1.008,0.17,1.079
2026-03-04T20:05:00+00:00,1.018,0.197,1.087
2026-03-04T20:10:00+00:00,1.033,0.208,1.082
2026-03-04T20:15:00+00:00,1.003,0.204,1.054
2026-03-04T20:20:00+00:00,1.038,0.195,1.07
2026-03-04T20:25:00+00:00,1.029,0.194,1.081
2026-03-04T20:30:00+00:00,1.003,0.191,1.055
2026-03-04T20:35:00+00:00,1.006,0.187,1.06
2026-03-04T20:40:00+00:00,0.99,0.196,1.04
2026-03-04T20:45:00+00:00,0.924,0.196,0.976
2026-03-04T20:50:00+00:00,0.933,0.214,0.967
2026-03-04T20:55:00+00:00,0.964,0.198,0.985
2026-03-04T21:00:00+00:00,0.928,0.193,0.952
2026-03-04T21:05:00+00:00,0.893,0.195,0.924
2026-03-04T21:10:00+00:00,0.912,0.198,0.942
2026-03-04T21:15:00+00:00,0.878,0.177,0.919
2026-03-04T21:20:00+00:00,0.932,0.186,0.966
2026-03-04T21:25:00+00:00,0.934,0.192,0.978
2026-03-04T21:30:00+00:00,0.903,0.184,0.944
2026-03-04T21:35:00+00:00,0.873,0.192,0.917
2026-03-04T21:40:00+00:00,0.848,0.178,0.894
2026-03-04T21:45:00+00:00,0.758,0.165,0.816
2026-03-04T21:50:00+00:00,0.86,0.184,0.818
2026-03-04T21:55:00+00:00,0.898,0.176,0.826
2026-03-04T22:00:00+00:00,0.854,0.157,0.772
2026-03-04T22:05:00+00:00,0.744,0.16,0.751
2026-03-04T22:10:00+00:00,0.728,0.192,0.778
2026-03-04T22:15:00+00:00,0.716,0.182,0.768
2026-03-04T22:20:00+00:00,0.686,0.192,0.733
2026-03-04T22:25:00+00:00,0.713,0.18,0.762
2026-03-04T22:30:00+00:00,0.716,0.195,0.755
2026-03-04T22:35:00+00:00,0.698,0.184,0.738
2026-03-04T22:40:00+00:00,0.702,0.188,0.736
2026-03-04T22:45:00+00:00,0.631,0.191,0.658
2026-03-04T22:50:00+00:00,0.624,0.197,0.662
2026-03-04T22:55:00+00:00,0.611,0.194,0.646
2026-03-04T23:00:00+00:00,0.626,0.178,0.653
2026-03-04T23:05:00+00:00,0.644,0.174,0.676
2026-03-04T23:10:00+00:00,0.65,0.156,0.678
2026-03-04T23:15:00+00:00,0.607,0.148,0.647
2026-03-04T23:20:00+00:00,0.596,0.15,0.633
2026-03-04T23:25:00+00:00,0.578,0.156,0.62
2026-03-04T23:30:00+00:00,0.538,0.166,0.581
2026-03-04T23:35:00+00:00,0.526,0.17,0.562
2026-03-04T23:40:00+00:00,0.552,0.151,0.593
2026-03-04T23:45:00+00:00,0.543,0.164,0.592
2026-03-04T23:50:00+00:00,0.541,0.161,0.588
2026-03-04T23:55:00+00:00,0.54,0.164,0.592
2026-03-05T00:00:00+00:00,0.538,0.152,0.59
