ValueDate,Derived MVA,MVAr Inst,MW Inst
2026-03-02T00:20:00+00:00,0.57,0.198,0.629
2026-03-02T00:25:00+00:00,0.577,0.21,0.64
2026-03-02T00:30:00+00:00,0.592,0.196,0.658
2026-03-02T00:35:00+00:00,0.64,0.2,0.705
2026-03-02T00:40:00+00:00,0.69,0.197,0.76
2026-03-02T00:45:00+00:00,0.72,0.196,0.793
2026-03-02T00:50:00+00:00,0.701,0.198,0.776
2026-03-02T00:55:00+00:00,0.68,0.196,0.76
2026-03-02T01:00:00+00:00,0.68,0.206,0.762
2026-03-02T01:05:00+00:00,0.694,0.204,0.768
2026-03-02T01:10:00+00:00,0.66,0.212,0.732
2026-03-02T01:15:00+00:00,0.684,0.207,0.766
2026-03-02T01:20:00+00:00,0.675,0.209,0.747
2026-03-02T01:25:00+00:00,0.698,0.204,0.77
2026-03-02T01:30:00+00:00,0.679,0.204,0.751
2026-03-02T01:35:00+00:00,0.68,0.202,0.754
2026-03-02T01:40:00+00:00,0.681,0.195,0.762
2026-03-02T01:45:00+00:00,0.68,0.198,0.751
2026-03-02T01:50:00+00:00,0.68,0.196,0.744
2026-03-02T01:55:00+00:00,0.714,0.21,0.757
2026-03-02T02:00:00+00:00,0.714,0.202,0.754
2026-03-02T02:05:00+00:00,0.685,0.196,0.746
2026-03-02T02:10:00+00:00,0.657,0.198,0.724
2026-03-02T02:15:00+00:00,0.708,0.202,0.756
2026-03-02T02:20:00+00:00,0.704,0.198,0.754
2026-03-02T02:25:00+00:00,0.692,0.196,0.747
2026-03-02T02:30:00+00:00,0.712,0.194,0.772
2026-03-02T02:35:00+00:00,0.724,0.189,0.784
2026-03-02T02:40:00+00:00,0.742,0.186,0.803
2026-03-02T02:45:00+00:00,0.726,0.19,0.788
2026-03-02T02:50:00+00:00,0.714,0.178,0.784
2026-03-02T02:55:00+00:00,0.726,0.181,0.792
2026-03-02T03:00:00+00:00,0.714,0.189,0.77
2026-03-02T03:05:00+00:00,0.726,0.192,0.78
2026-03-02T03:10:00+00:00,0.716,0.187,0.774
2026-03-02T03:15:00+00:00,0.692,0.18,0.756
2026-03-02T03:20:00+00:00,0.696,0.196,0.756
2026-03-02T03:25:00+00:00,0.688,0.195,0.742
2026-03-02T03:30:00+00:00,0.674,0.183,0.737
2026-03-02T03:35:00+00:00,0.656,0.183,0.722
2026-03-02T03:40:00+00:00,0.657,0.193,0.716
2026-03-02T03:45:00+00:00,0.656,0.198,0.72
2026-03-02T03:50:00+00:00,0.664,0.188,0.726
2026-03-02T03:55:00+00:00,0.678,0.205,0.728
2026-03-02T04:00:00+00:00,0.668,0.186,0.722
2026-03-02T04:05:00+00:00,0.669,0.205,0.716
2026-03-02T04:10:00+00:00,0.632,0.202,0.677
2026-03-02T04:15:00+00:00,0.63,0.2,0.671
2026-03-02T04:20:00+00:00,0.653,0.206,0.692
2026-03-02T04:25:00+00:00,0.64,0.204,0.679
2026-03-02T04:30:00+00:00,0.658,0.209,0.69
2026-03-02T04:35:00+00:00,0.624,0.198,0.666
2026-03-02T04:40:00+00:00,0.633,0.206,0.667
2026-03-02T04:45:00+00:00,0.61,0.193,0.656
2026-03-02T04:50:00+00:00,0.601,0.198,0.639
2026-03-02T04:55:00+00:00,0.622,0.188,0.65
2026-03-02T05:00:00+00:00,0.61,0.188,0.646
2026-03-02T05:05:00+00:00,0.605,0.204,0.645
2026-03-02T05:10:00+00:00,0.64,0.208,0.669
2026-03-02T05:15:00+00:00,0.641,0.198,0.674
2026-03-02T05:20:00+00:00,0.644,0.2,0.672
2026-03-02T05:25:00+00:00,0.633,0.197,0.661
2026-03-02T05:30:00+00:00,0.628,0.196,0.663
2026-03-02T05:35:00+00:00,0.612,0.192,0.647
2026-03-02T05:40:00+00:00,0.62,0.196,0.66
2026-03-02T05:45:00+00:00,0.649,0.202,0.688
2026-03-02T05:50:00+00:00,0.651,0.207,0.695
2026-03-02T05:55:00+00:00,0.685,0.205,0.724
2026-03-02T06:00:00+00:00,0.684,0.204,0.722
2026-03-02T06:05:00+00:00,0.745,0.19,0.779
2026-03-02T06:10:00+00:00,0.864,0.213,0.806
2026-03-02T06:15:00+00:00,0.82,0.236,0.826
2026-03-02T06:20:00+00:00,0.817,0.204,0.839
2026-03-02T06:25:00+00:00,0.81,0.206,0.842
2026-03-02T06:30:00+00:00,0.814,0.212,0.85
2026-03-02T06:35:00+00:00,0.867,0.228,0.907
2026-03-02T06:40:00+00:00,0.928,0.221,0.956
2026-03-02T06:45:00+00:00,0.889,0.234,0.931
2026-03-02T06:50:00+00:00,0.887,0.252,0.925
2026-03-02T06:55:00+00:00,0.913,0.24,0.962
2026-03-02T07:00:00+00:00,0.893,0.237,0.94
2026-03-02T07:05:00+00:00,0.911,0.25,0.962
2026-03-02T07:10:00+00:00,0.998,0.256,1.044
2026-03-02T07:15:00+00:00,1.032,0.232,1.08
2026-03-02T07:20:00+00:00,1.021,0.234,1.051
2026-03-02T07:25:00+00:00,1.042,0.241,1.062
2026-03-02T07:30:00+00:00,1.047,0.217,1.095
2026-03-02T07:35:00+00:00,1.024,0.244,1.078
2026-03-02T07:40:00+00:00,0.99,0.227,1.055
2026-03-02T07:45:00+00:00,0.974,0.238,1.063
2026-03-02T07:50:00+00:00,0.952,0.246,1.034
2026-03-02T07:55:00+00:00,0.973,0.26,1.046
2026-03-02T08:00:00+00:00,0.978,0.246,1.044
2026-03-02T08:05:00+00:00,0.974,0.238,1.048
2026-03-02T08:10:00+00:00,0.982,0.238,1.055
2026-03-02T08:15:00+00:00,0.963,0.226,1.04
2026-03-02T08:20:00+00:00,0.955,0.238,1.021
2026-03-02T08:25:00+00:00,1.011,0.238,1.072
2026-03-02T08:30:00+00:00,0.977,0.24,1.038
2026-03-02T08:35:00+00:00,0.961,0.249,1.028
2026-03-02T08:40:00+00:00,0.953,0.25,1.008
2026-03-02T08:45:00+00:00,0.948,0.236,1.016
2026-03-02T08:50:00+00:00,0.951,0.248,1.012
2026-03-02T08:55:00+00:00,0.937,0.258,0.996
2026-03-02T09:00:00+00:00,0.912,0.249,0.962
2026-03-02T09:05:00+00:00,0.904,0.248,0.96
2026-03-02T09:10:00+00:00,0.897,0.273,0.958
2026-03-02T09:15:00+00:00,0.914,0.252,0.964
2026-03-02T09:20:00+00:00,0.881,0.25,0.934
2026-03-02T09:25:00+00:00,0.862,0.24,0.918
2026-03-02T09:30:00+00:00,0.88,0.249,0.931
2026-03-02T09:35:00+00:00,0.893,0.255,0.916
2026-03-02T09:40:00+00:00,0.992,0.223,0.952
2026-03-02T09:45:00+00:00,1.041,0.212,0.998
2026-03-02T09:50:00+00:00,1.023,0.221,0.976
2026-03-02T09:55:00+00:00,1.037,0.242,0.994
2026-03-02T10:00:00+00:00,1.046,0.241,1.01
2026-03-02T10:05:00+00:00,1.009,0.26,0.964
2026-03-02T10:10:00+00:00,0.988,0.239,0.943
2026-03-02T10:15:00+00:00,1.006,0.215,0.975
2026-03-02T10:20:00+00:00,1.008,0.226,0.967
2026-03-02T10:25:00+00:00,0.995,0.202,0.971
2026-03-02T10:30:00+00:00,0.972,0.207,0.947
2026-03-02T10:35:00+00:00,1.0,0.222,0.962
2026-03-02T10:40:00+00:00,1.005,0.221,0.962
2026-03-02T10:45:00+00:00,1.041,0.254,0.998
2026-03-02T10:50:00+00:00,0.986,0.224,1.031
2026-03-02T10:55:00+00:00,1.004,0.222,1.037
2026-03-02T11:00:00+00:00,1.009,0.212,1.039
2026-03-02T11:05:00+00:00,0.988,0.218,1.026
2026-03-02T11:10:00+00:00,0.976,0.238,1.016
2026-03-02T11:15:00+00:00,1.018,0.228,1.062
2026-03-02T11:20:00+00:00,1.02,0.216,1.076
2026-03-02T11:25:00+00:00,1.017,0.206,1.076
2026-03-02T11:30:00+00:00,1.034,0.199,1.085
2026-03-02T11:35:00+00:00,1.044,0.208,1.092
2026-03-02T11:40:00+00:00,1.108,0.212,1.155
2026-03-02T11:45:00+00:00,1.113,0.202,1.152
2026-03-02T11:50:00+00:00,1.09,0.194,1.128
2026-03-02T11:55:00+00:00,1.128,0.18,1.178
2026-03-02T12:00:00+00:00,1.14,0.18,1.178
2026-03-02T12:05:00+00:00,1.132,0.186,1.178
2026-03-02T12:10:00+00:00,1.138,0.181,1.194
2026-03-02T12:15:00+00:00,1.052,0.178,1.122
2026-03-02T12:20:00+00:00,1.01,0.174,1.096
2026-03-02T12:25:00+00:00,1.012,0.161,1.092
2026-03-02T12:30:00+00:00,1.042,0.168,1.124
2026-03-02T12:35:00+00:00,1.007,0.164,1.098
2026-03-02T12:40:00+00:00,1.01,0.174,1.086
2026-03-02T12:45:00+00:00,0.997,0.175,1.064
2026-03-02T12:50:00+00:00,0.998,0.176,1.047
2026-03-02T12:55:00+00:00,1.019,0.172,1.054
2026-03-02T13:00:00+00:00,1.005,0.182,1.054
2026-03-02T13:05:00+00:00,1.039,0.2,1.094
2026-03-02T13:10:00+00:00,1.059,0.196,1.11
2026-03-02T13:15:00+00:00,1.1,0.21,1.128
2026-03-02T13:20:00+00:00,1.132,0.208,1.148
2026-03-02T13:25:00+00:00,1.101,0.196,1.122
2026-03-02T13:30:00+00:00,1.161,0.184,1.181
2026-03-02T13:35:00+00:00,1.179,0.181,1.185
2026-03-02T13:40:00+00:00,1.137,0.19,1.134
2026-03-02T13:45:00+00:00,1.055,0.172,1.078
2026-03-02T13:50:00+00:00,1.046,0.171,1.078
2026-03-02T13:55:00+00:00,1.096,0.152,1.121
2026-03-02T14:00:00+00:00,1.107,0.169,1.134
2026-03-02T14:05:00+00:00,1.13,0.174,1.166
2026-03-02T14:10:00+00:00,1.178,0.199,1.203
2026-03-02T14:15:00+00:00,1.215,0.166,1.227
2026-03-02T14:20:00+00:00,1.208,0.169,1.211
2026-03-02T14:25:00+00:00,1.165,0.186,1.18
2026-03-02T14:30:00+00:00,1.156,0.224,1.17
2026-03-02T14:35:00+00:00,1.206,0.187,1.203
2026-03-02T14:40:00+00:00,1.178,0.186,1.17
2026-03-02T14:45:00+00:00,1.074,0.172,1.098
2026-03-02T14:50:00+00:00,1.068,0.174,1.092
2026-03-02T14:55:00+00:00,1.114,0.172,1.138
2026-03-02T15:00:00+00:00,1.094,0.172,1.136
2026-03-02T15:05:00+00:00,1.087,0.18,1.112
2026-03-02T15:10:00+00:00,1.085,0.195,1.1
2026-03-02T15:15:00+00:00,1.095,0.195,1.105
2026-03-02T15:20:00+00:00,1.075,0.176,1.096
2026-03-02T15:25:00+00:00,1.031,0.171,1.058
2026-03-02T15:30:00+00:00,1.02,0.174,1.043
2026-03-02T15:35:00+00:00,1.026,0.182,1.048
2026-03-02T15:40:00+00:00,1.047,0.172,1.054
2026-03-02T15:45:00+00:00,1.082,0.148,1.107
2026-03-02T15:50:00+00:00,1.068,0.152,1.092
2026-03-02T15:55:00+00:00,1.136,0.152,1.164
2026-03-02T16:00:00+00:00,1.136,0.158,1.161
2026-03-02T16:05:00+00:00,1.146,0.175,1.185
2026-03-02T16:10:00+00:00,1.186,0.16,1.231
2026-03-02T16:15:00+00:00,1.186,0.149,1.232
2026-03-02T16:20:00+00:00,1.196,0.173,1.228
2026-03-02T16:25:00+00:00,1.175,0.157,1.213
2026-03-02T16:30:00+00:00,1.145,0.145,1.196
2026-03-02T16:35:00+00:00,1.144,0.174,1.216
2026-03-02T16:40:00+00:00,1.134,0.172,1.188
2026-03-02T16:45:00+00:00,1.164,0.178,1.211
2026-03-02T16:50:00+00:00,1.195,0.176,1.224
2026-03-02T16:55:00+00:00,1.203,0.181,1.226
2026-03-02T17:00:00+00:00,1.27,0.172,1.293
2026-03-02T17:05:00+00:00,1.28,0.178,1.316
2026-03-02T17:10:00+00:00,1.285,0.174,1.322
2026-03-02T17:15:00+00:00,1.262,0.171,1.319
2026-03-02T17:20:00+00:00,1.298,0.174,1.356
2026-03-02T17:25:00+00:00,1.29,0.173,1.343
2026-03-02T17:30:00+00:00,1.366,0.175,1.41
2026-03-02T17:35:00+00:00,1.362,0.159,1.41
2026-03-02T17:40:00+00:00,1.358,0.182,1.414
2026-03-02T17:45:00+00:00,1.367,0.172,1.416
2026-03-02T17:50:00+00:00,1.398,0.172,1.445
2026-03-02T17:55:00+00:00,1.385,0.172,1.454
2026-03-02T18:00:00+00:00,1.454,0.173,1.519
2026-03-02T18:05:00+00:00,1.453,0.182,1.518
2026-03-02T18:10:00+00:00,1.421,0.172,1.506
2026-03-02T18:15:00+00:00,1.382,0.174,1.464
2026-03-02T18:20:00+00:00,1.393,0.191,1.481
2026-03-02T18:25:00+00:00,1.399,0.188,1.482
2026-03-02T18:30:00+00:00,1.432,0.17,1.506
2026-03-02T18:35:00+00:00,1.402,0.177,1.484
2026-03-02T18:40:00+00:00,1.404,0.192,1.449
2026-03-02T18:45:00+00:00,1.342,0.194,1.386
2026-03-02T18:50:00+00:00,1.352,0.199,1.378
2026-03-02T18:55:00+00:00,1.332,0.195,1.363
2026-03-02T19:00:00+00:00,1.38,0.18,1.442
2026-03-02T19:05:00+00:00,1.402,0.194,1.448
2026-03-02T19:10:00+00:00,1.328,0.199,1.388
2026-03-02T19:15:00+00:00,1.284,0.196,1.356
2026-03-02T19:20:00+00:00,1.312,0.194,1.371
2026-03-02T19:25:00+00:00,1.307,0.192,1.36
2026-03-02T19:30:00+00:00,1.32,0.17,1.37
2026-03-02T19:35:00+00:00,1.268,0.174,1.326
2026-03-02T19:40:00+00:00,1.283,0.194,1.34
2026-03-02T19:45:00+00:00,1.236,0.176,1.289
2026-03-02T19:50:00+00:00,1.256,0.177,1.284
2026-03-02T19:55:00+00:00,1.244,0.17,1.278
2026-03-02T20:00:00+00:00,1.265,0.166,1.309
2026-03-02T20:05:00+00:00,1.26,0.179,1.296
2026-03-02T20:10:00+00:00,1.22,0.172,1.255
2026-03-02T20:15:00+00:00,1.17,0.171,1.207
2026-03-02T20:20:00+00:00,1.148,0.174,1.188
2026-03-02T20:25:00+00:00,1.122,0.161,1.164
2026-03-02T20:30:00+00:00,1.124,0.142,1.186
2026-03-02T20:35:00+00:00,1.108,0.158,1.171
2026-03-02T20:40:00+00:00,1.114,0.184,1.164
2026-03-02T20:45:00+00:00,1.102,0.17,1.14
2026-03-02T20:50:00+00:00,1.102,0.171,1.145
2026-03-02T20:55:00+00:00,1.076,0.163,1.13
2026-03-02T21:00:00+00:00,1.122,0.157,1.178
2026-03-02T21:05:00+00:00,1.098,0.171,1.164
2026-03-02T21:10:00+00:00,1.052,0.16,1.106
2026-03-02T21:15:00+00:00,1.04,0.154,1.084
2026-03-02T21:20:00+00:00,1.028,0.139,1.078
2026-03-02T21:25:00+00:00,1.122,0.132,1.081
2026-03-02T21:30:00+00:00,1.169,0.134,1.113
2026-03-02T21:35:00+00:00,1.14,0.142,1.1
2026-03-02T21:40:00+00:00,1.132,0.154,1.089
2026-03-02T21:45:00+00:00,1.12,0.15,1.072
2026-03-02T21:50:00+00:00,1.088,0.149,1.038
2026-03-02T21:55:00+00:00,1.077,0.138,1.026
2026-03-02T22:00:00+00:00,1.106,0.142,1.071
2026-03-02T22:05:00+00:00,1.108,0.14,1.056
2026-03-02T22:10:00+00:00,1.067,0.142,1.008
2026-03-02T22:15:00+00:00,1.023,0.14,0.966
2026-03-02T22:20:00+00:00,1.013,0.133,0.963
2026-03-02T22:25:00+00:00,1.022,0.127,0.958
2026-03-02T22:30:00+00:00,1.023,0.116,0.977
2026-03-02T22:35:00+00:00,1.044,0.13,0.989
2026-03-02T22:40:00+00:00,1.027,0.142,0.972
2026-03-02T22:45:00+00:00,0.98,0.139,0.904
2026-03-02T22:50:00+00:00,0.952,0.138,0.878
2026-03-02T22:55:00+00:00,0.956,0.146,0.888
2026-03-02T23:00:00+00:00,0.993,0.129,0.924
2026-03-02T23:05:00+00:00,0.968,0.125,0.905
2026-03-02T23:10:00+00:00,0.93,0.137,0.855
2026-03-02T23:15:00+00:00,0.904,0.129,0.814
2026-03-02T23:20:00+00:00,0.88,0.124,0.786
2026-03-02T23:25:00+00:00,0.869,0.115,0.786
2026-03-02T23:30:00+00:00,0.913,0.117,0.84
2026-03-02T23:35:00+00:00,0.911,0.12,0.846
2026-03-02T23:40:00+00:00,0.912,0.134,0.84
2026-03-02T23:45:00+00:00,0.864,0.109,0.78
2026-03-02T23:50:00+00:00,0.871,0.108,0.782
2026-03-02T23:55:00+00:00,0.861,0.102,0.766
2026-03-03T00:00:00+00:00,0.9,0.101,0.812
2026-03-03T00:05:00+00:00,0.896,0.109,0.846
2026-03-03T00:10:00+00:00,0.898,0.129,0.842
2026-03-03T00:15:00+00:00,0.892,0.119,0.838
2026-03-03T00:20:00+00:00,0.891,0.116,0.836
2026-03-03T00:25:00+00:00,0.912,0.118,0.862
2026-03-03T00:30:00+00:00,0.964,0.115,0.906
2026-03-03T00:35:00+00:00,0.974,0.114,0.936
2026-03-03T00:40:00+00:00,1.014,0.128,0.984
2026-03-03T00:45:00+00:00,0.994,0.118,0.97
2026-03-03T00:50:00+00:00,1.006,0.126,0.976
2026-03-03T00:55:00+00:00,1.004,0.126,0.958
2026-03-03T01:00:00+00:00,1.073,0.13,1.037
2026-03-03T01:05:00+00:00,1.054,0.124,1.008
2026-03-03T01:10:00+00:00,0.993,0.129,0.956
2026-03-03T01:15:00+00:00,0.989,0.126,0.951
2026-03-03T01:20:00+00:00,1.008,0.13,0.966
2026-03-03T01:25:00+00:00,0.986,0.118,0.944
2026-03-03T01:30:00+00:00,1.038,0.118,1.004
2026-03-03T01:35:00+00:00,1.032,0.123,1.004
2026-03-03T01:40:00+00:00,1.043,0.129,0.996
2026-03-03T01:45:00+00:00,1.02,0.128,0.97
2026-03-03T01:50:00+00:00,1.014,0.116,0.957
2026-03-03T01:55:00+00:00,1.0,0.101,0.95
2026-03-03T02:00:00+00:00,1.051,0.094,1.001
2026-03-03T02:05:00+00:00,1.078,0.111,1.038
2026-03-03T02:10:00+00:00,1.063,0.125,1.012
2026-03-03T02:15:00+00:00,1.011,0.115,0.968
2026-03-03T02:20:00+00:00,1.01,0.125,0.968
2026-03-03T02:25:00+00:00,1.012,0.129,0.977
2026-03-03T02:30:00+00:00,1.054,0.116,1.018
2026-03-03T02:35:00+00:00,1.054,0.121,1.012
2026-03-03T02:40:00+00:00,1.042,0.133,0.996
2026-03-03T02:45:00+00:00,1.008,0.127,0.958
2026-03-03T02:50:00+00:00,1.024,0.128,0.97
2026-03-03T02:55:00+00:00,1.026,0.12,0.956
2026-03-03T03:00:00+00:00,1.062,0.112,1.004
2026-03-03T03:05:00+00:00,1.082,0.122,1.035
2026-03-03T03:10:00+00:00,1.046,0.12,0.987
2026-03-03T03:15:00+00:00,1.029,0.118,0.97
2026-03-03T03:20:00+00:00,1.023,0.121,0.961
2026-03-03T03:25:00+00:00,1.016,0.114,0.954
2026-03-03T03:30:00+00:00,1.0,0.118,0.939
2026-03-03T03:35:00+00:00,0.984,0.128,0.934
2026-03-03T03:40:00+00:00,1.007,0.07,0.949
2026-03-03T03:45:00+00:00,0.891,0.076,0.915
2026-03-03T03:50:00+00:00,0.882,0.104,0.942
2026-03-03T03:55:00+00:00,0.891,0.107,0.954
2026-03-03T04:00:00+00:00,0.907,0.109,0.954
2026-03-03T04:05:00+00:00,0.893,0.115,0.938
2026-03-03T04:10:00+00:00,0.865,0.131,0.903
2026-03-03T04:15:00+00:00,0.838,0.13,0.879
2026-03-03T04:20:00+00:00,0.814,0.115,0.858
2026-03-03T04:25:00+00:00,0.798,0.11,0.845
2026-03-03T04:30:00+00:00,0.841,0.101,0.894
2026-03-03T04:35:00+00:00,0.86,0.117,0.915
2026-03-03T04:40:00+00:00,0.834,0.123,0.869
2026-03-03T04:45:00+00:00,0.804,0.103,0.848
2026-03-03T04:50:00+00:00,0.804,0.104,0.854
2026-03-03T04:55:00+00:00,0.792,0.105,0.836
2026-03-03T05:00:00+00:00,0.856,0.111,0.894
2026-03-03T05:05:00+00:00,0.889,0.111,0.931
2026-03-03T05:10:00+00:00,0.826,0.118,0.864
2026-03-03T05:15:00+00:00,0.822,0.124,0.866
2026-03-03T05:20:00+00:00,0.819,0.126,0.863
2026-03-03T05:25:00+00:00,0.82,0.125,0.858
2026-03-03T05:30:00+00:00,0.852,0.107,0.887
2026-03-03T05:35:00+00:00,0.84,0.129,0.892
2026-03-03T05:40:00+00:00,0.812,0.144,0.854
2026-03-03T05:45:00+00:00,0.806,0.138,0.843
2026-03-03T05:50:00+00:00,0.831,0.133,0.868
2026-03-03T05:55:00+00:00,0.833,0.14,0.859
2026-03-03T06:00:00+00:00,0.882,0.148,0.913
2026-03-03T06:05:00+00:00,0.914,0.142,0.962
2026-03-03T06:10:00+00:00,0.941,0.169,0.958
2026-03-03T06:15:00+00:00,0.961,0.174,0.964
2026-03-03T06:20:00+00:00,1.054,0.173,0.984
2026-03-03T06:25:00+00:00,0.98,0.17,1.002
2026-03-03T06:30:00+00:00,0.997,0.176,1.049
2026-03-03T06:35:00+00:00,1.031,0.184,1.072
2026-03-03T06:40:00+00:00,1.014,0.198,1.06
2026-03-03T06:45:00+00:00,0.995,0.195,1.044
2026-03-03T06:50:00+00:00,1.008,0.216,1.061
2026-03-03T06:55:00+00:00,1.026,0.196,1.069
2026-03-03T07:00:00+00:00,1.112,0.206,1.137
2026-03-03T07:05:00+00:00,1.127,0.205,1.156
2026-03-03T07:10:00+00:00,1.098,0.232,1.144
2026-03-03T07:15:00+00:00,1.068,0.227,1.128
2026-03-03T07:20:00+00:00,1.086,0.217,1.137
2026-03-03T07:25:00+00:00,1.062,0.216,1.122
2026-03-03T07:30:00+00:00,1.126,0.221,1.19
2026-03-03T07:35:00+00:00,1.162,0.222,1.2
2026-03-03T07:40:00+00:00,1.146,0.194,1.125
2026-03-03T07:45:00+00:00,1.049,0.195,1.097
2026-03-03T07:50:00+00:00,1.024,0.198,1.087
2026-03-03T07:55:00+00:00,1.027,0.198,1.073
2026-03-03T08:00:00+00:00,1.076,0.196,1.142
2026-03-03T08:05:00+00:00,1.068,0.199,1.144
2026-03-03T08:10:00+00:00,1.064,0.186,1.136
2026-03-03T08:15:00+00:00,1.103,0.176,1.178
2026-03-03T08:20:00+00:00,1.112,0.191,1.176
2026-03-03T08:25:00+00:00,1.073,0.19,1.152
2026-03-03T08:30:00+00:00,1.024,0.18,1.108
2026-03-03T08:35:00+00:00,0.91,0.192,0.978
2026-03-03T08:40:00+00:00,0.934,0.193,0.985
2026-03-03T08:45:00+00:00,0.897,0.193,0.957
2026-03-03T08:50:00+00:00,0.876,0.2,0.928
2026-03-03T08:55:00+00:00,0.864,0.208,0.928
2026-03-03T09:00:00+00:00,0.859,0.196,0.912
2026-03-03T09:05:00+00:00,0.899,0.215,0.951
2026-03-03T09:10:00+00:00,0.839,0.196,0.889
2026-03-03T09:15:00+00:00,0.837,0.196,0.886
2026-03-03T09:20:00+00:00,0.784,0.194,0.831
2026-03-03T09:25:00+00:00,0.774,0.196,0.812
2026-03-03T09:30:00+00:00,0.762,0.197,0.794
2026-03-03T09:35:00+00:00,0.695,0.198,0.742
2026-03-03T09:40:00+00:00,0.66,0.209,0.7
2026-03-03T09:45:00+00:00,0.609,0.194,0.644
2026-03-03T09:50:00+00:00,0.643,0.199,0.687
2026-03-03T09:55:00+00:00,0.599,0.194,0.652
2026-03-03T10:00:00+00:00,0.586,0.169,0.645
2026-03-03T10:05:00+00:00,0.624,0.188,0.688
2026-03-03T10:10:00+00:00,0.597,0.179,0.665
2026-03-03T10:15:00+00:00,0.575,0.18,0.639
2026-03-03T10:20:00+00:00,0.613,0.178,0.664
2026-03-03T10:25:00+00:00,0.56,0.17,0.628
2026-03-03T10:30:00+00:00,0.54,0.186,0.622
2026-03-03T10:35:00+00:00,0.532,0.162,0.61
2026-03-03T10:40:00+00:00,0.58,0.184,0.637
2026-03-03T10:45:00+00:00,0.586,0.178,0.639
2026-03-03T10:50:00+00:00,0.611,0.172,0.663
2026-03-03T10:55:00+00:00,0.568,0.178,0.617
2026-03-03T11:00:00+00:00,0.566,0.208,0.612
2026-03-03T11:05:00+00:00,0.582,0.18,0.618
2026-03-03T11:10:00+00:00,0.554,0.196,0.596
2026-03-03T11:15:00+00:00,0.581,0.216,0.619
2026-03-03T11:20:00+00:00,0.574,0.213,0.611
2026-03-03T11:25:00+00:00,0.524,0.207,0.563
2026-03-03T11:30:00+00:00,0.486,0.216,0.519
2026-03-03T11:35:00+00:00,0.482,0.2,0.544
2026-03-03T11:40:00+00:00,0.547,0.224,0.594
2026-03-03T11:45:00+00:00,0.559,0.206,0.62
2026-03-03T11:50:00+00:00,0.617,0.187,0.673
2026-03-03T11:55:00+00:00,0.632,0.165,0.698
2026-03-03T12:00:00+00:00,0.71,0.171,0.765
2026-03-03T12:05:00+00:00,0.755,0.196,0.796
2026-03-03T12:10:00+00:00,0.766,0.206,0.815
2026-03-03T12:15:00+00:00,0.768,0.163,0.813
2026-03-03T12:20:00+00:00,0.772,0.154,0.82
2026-03-03T12:25:00+00:00,0.706,0.139,0.772
2026-03-03T12:30:00+00:00,0.728,0.123,0.798
2026-03-03T12:35:00+00:00,0.738,0.144,0.8
2026-03-03T12:40:00+00:00,0.73,0.152,0.783
2026-03-03T12:45:00+00:00,0.74,0.124,0.803
2026-03-03T12:50:00+00:00,0.782,0.156,0.833
2026-03-03T12:55:00+00:00,0.75,0.16,0.81
2026-03-03T13:00:00+00:00,0.788,0.15,0.83
2026-03-03T13:05:00+00:00,0.821,0.142,0.859
2026-03-03T13:10:00+00:00,0.794,0.16,0.835
2026-03-03T13:15:00+00:00,0.798,0.148,0.843
2026-03-03T13:20:00+00:00,0.794,0.152,0.854
2026-03-03T13:25:00+00:00,0.766,0.138,0.813
2026-03-03T13:30:00+00:00,0.772,0.155,0.817
2026-03-03T13:35:00+00:00,0.695,0.156,0.754
2026-03-03T13:40:00+00:00,0.687,0.149,0.738
2026-03-03T13:45:00+00:00,0.657,0.146,0.707
2026-03-03T13:50:00+00:00,0.631,0.164,0.684
2026-03-03T13:55:00+00:00,0.644,0.15,0.704
2026-03-03T14:00:00+00:00,0.65,0.166,0.704
2026-03-03T14:05:00+00:00,0.609,0.192,0.654
2026-03-03T14:10:00+00:00,0.654,0.192,0.712
2026-03-03T14:15:00+00:00,0.708,0.182,0.76
2026-03-03T14:20:00+00:00,0.768,0.147,0.82
2026-03-03T14:25:00+00:00,0.855,0.149,0.903
2026-03-03T14:30:00+00:00,0.865,0.148,0.908
2026-03-03T14:35:00+00:00,0.839,0.15,0.881
2026-03-03T14:40:00+00:00,0.811,0.156,0.86
2026-03-03T14:45:00+00:00,0.808,0.14,0.857
2026-03-03T14:50:00+00:00,0.839,0.15,0.871
2026-03-03T14:55:00+00:00,0.884,0.142,0.908
2026-03-03T15:00:00+00:00,0.892,0.148,0.935
2026-03-03T15:05:00+00:00,0.904,0.15,0.938
2026-03-03T15:10:00+00:00,0.92,0.113,0.922
2026-03-03T15:15:00+00:00,0.952,0.118,0.86
2026-03-03T15:20:00+00:00,0.94,0.132,0.859
2026-03-03T15:25:00+00:00,0.924,0.125,0.832
2026-03-03T15:30:00+00:00,0.902,0.127,0.826
2026-03-03T15:35:00+00:00,0.864,0.15,0.78
2026-03-03T15:40:00+00:00,0.918,0.144,0.83
2026-03-03T15:45:00+00:00,0.912,0.115,0.83
2026-03-03T15:50:00+00:00,0.932,0.14,0.856
2026-03-03T15:55:00+00:00,0.964,0.172,0.9
2026-03-03T16:00:00+00:00,1.014,0.168,0.946
2026-03-03T16:05:00+00:00,1.002,0.184,0.938
2026-03-03T16:10:00+00:00,0.994,0.196,0.956
2026-03-03T16:15:00+00:00,0.972,0.196,0.934
2026-03-03T16:20:00+00:00,0.952,0.204,0.903
