ValueDate,MVA Inst,MVAr Inst,MW Inst,Volts Inst
2026-02-25T00:05:00+00:00,1.336,-0.15,-1.4,11.202
2026-02-25T00:10:00+00:00,1.33,-0.234,-1.402,11.25
2026-02-25T00:15:00+00:00,1.325,-0.218,-1.403,11.387
2026-02-25T00:20:00+00:00,1.318,-0.132,-1.386,11.349
2026-02-25T00:25:00+00:00,1.313,-0.17,-1.362,11.345
2026-02-25T00:30:00+00:00,1.307,-0.209,-1.337,11.37
2026-02-25T00:35:00+00:00,1.301,-0.247,-1.313,11.316
2026-02-25T00:40:00+00:00,1.296,-0.285,-1.288,11.286
2026-02-25T00:45:00+00:00,1.289,-0.324,-1.264,11.291
2026-02-25T00:50:00+00:00,1.284,-0.352,-1.243,11.316
2026-02-25T00:55:00+00:00,1.278,-0.349,-1.238,11.344
2026-02-25T01:00:00+00:00,1.272,-0.342,-1.236,11.349
2026-02-25T01:05:00+00:00,1.266,-0.337,-1.236,11.336
2026-02-25T01:10:00+00:00,1.26,-0.332,-1.235,11.345
2026-02-25T01:15:00+00:00,1.255,-0.326,-1.233,11.356
2026-02-25T01:20:00+00:00,1.249,-0.32,-1.233,11.36
2026-02-25T01:25:00+00:00,1.246,-0.314,-1.232,11.375
2026-02-25T01:30:00+00:00,1.247,-0.309,-1.231,11.379
2026-02-25T01:35:00+00:00,1.248,-0.303,-1.23,11.374
2026-02-25T01:40:00+00:00,1.25,-0.298,-1.228,11.388
2026-02-25T01:45:00+00:00,1.25,-0.292,-1.228,11.409
2026-02-25T01:50:00+00:00,1.252,-0.287,-1.227,11.432
2026-02-25T01:55:00+00:00,1.252,-0.282,-1.226,11.404
2026-02-25T02:00:00+00:00,1.254,-0.289,-1.224,11.375
2026-02-25T02:05:00+00:00,1.254,-0.298,-1.224,11.369
2026-02-25T02:10:00+00:00,1.256,-0.308,-1.222,11.392
2026-02-25T02:15:00+00:00,1.256,-0.318,-1.222,11.42
2026-02-25T02:20:00+00:00,1.258,-0.326,-1.22,11.428
2026-02-25T02:25:00+00:00,1.259,-0.336,-1.22,11.419
2026-02-25T02:30:00+00:00,1.26,-0.335,-1.218,11.312
2026-02-25T02:35:00+00:00,1.261,-0.326,-1.217,11.261
2026-02-25T02:40:00+00:00,1.262,-0.317,-1.216,11.259
2026-02-25T02:45:00+00:00,1.264,-0.308,-1.216,11.279
