ValueDate,MVA Inst,Volts Inst
2026-02-25T18:40:00+00:00,0.0,10.983
2026-02-25T18:45:00+00:00,0.0,10.984
2026-02-25T18:50:00+00:00,0.0,11.0
2026-02-25T18:55:00+00:00,0.0,10.95
2026-02-25T19:00:00+00:00,0.0,10.898
2026-02-25T19:05:00+00:00,0.0,10.828
2026-02-25T19:10:00+00:00,0.0,10.794
2026-02-25T19:15:00+00:00,0.0,10.924
2026-02-25T19:20:00+00:00,0.0,10.948
2026-02-25T19:25:00+00:00,0.0,10.948
2026-02-25T19:30:00+00:00,0.0,10.963
2026-02-25T19:35:00+00:00,0.0,10.99
2026-02-25T19:40:00+00:00,0.0,10.989
2026-02-25T19:45:00+00:00,0.0,11.002
2026-02-25T19:50:00+00:00,0.0,10.902
2026-02-25T19:55:00+00:00,0.0,10.898
2026-02-25T20:00:00+00:00,0.0,10.908
2026-02-25T20:05:00+00:00,0.0,10.904
2026-02-25T20:10:00+00:00,0.0,10.936
2026-02-25T20:15:00+00:00,0.0,10.942
2026-02-25T20:20:00+00:00,0.0,11.01
2026-02-25T20:25:00+00:00,0.0,10.954
2026-02-25T20:30:00+00:00,0.0,10.887
2026-02-25T20:35:00+00:00,0.0,10.86
2026-02-25T20:40:00+00:00,0.0,10.872
2026-02-25T20:45:00+00:00,0.0,10.888
2026-02-25T20:50:00+00:00,0.0,10.914
2026-02-25T20:55:00+00:00,0.0,10.89
2026-02-25T21:00:00+00:00,0.0,10.856
2026-02-25T21:05:00+00:00,0.0,10.864
2026-02-25T21:10:00+00:00,0.0,10.866
2026-02-25T21:15:00+00:00,0.0,10.892
2026-02-25T21:20:00+00:00,0.0,10.9
2026-02-25T21:25:00+00:00,0.0,10.928
2026-02-25T21:30:00+00:00,0.0,10.947
2026-02-25T21:35:00+00:00,0.0,10.922
2026-02-25T21:40:00+00:00,0.0,10.902
2026-02-25T21:45:00+00:00,0.0,10.978
2026-02-25T21:50:00+00:00,0.0,11.002
2026-02-25T21:55:00+00:00,0.0,10.997
2026-02-25T22:00:00+00:00,0.0,11.0
2026-02-25T22:05:00+00:00,0.0,11.021
2026-02-25T22:10:00+00:00,0.0,10.972
2026-02-25T22:15:00+00:00,0.0,10.964
2026-02-25T22:20:00+00:00,0.0,10.968
2026-02-25T22:25:00+00:00,0.0,10.984
2026-02-25T22:30:00+00:00,0.0,11.004
2026-02-25T22:35:00+00:00,0.0,10.952
2026-02-25T22:40:00+00:00,0.0,10.893
2026-02-25T22:45:00+00:00,0.0,10.907
2026-02-25T22:50:00+00:00,0.0,10.895
2026-02-25T22:55:00+00:00,0.0,10.912
2026-02-25T23:00:00+00:00,0.0,10.928
2026-02-25T23:05:00+00:00,0.0,10.926
2026-02-25T23:10:00+00:00,0.0,10.916
2026-02-25T23:15:00+00:00,0.0,10.88
2026-02-25T23:20:00+00:00,0.0,10.898
2026-02-25T23:25:00+00:00,0.0,10.899
2026-02-25T23:30:00+00:00,0.0,10.907
2026-02-25T23:35:00+00:00,0.0,10.881
2026-02-25T23:40:00+00:00,0.0,10.87
2026-02-25T23:45:00+00:00,0.0,10.879
2026-02-25T23:50:00+00:00,0.0,10.882
2026-02-25T23:55:00+00:00,0.0,10.89
2026-02-26T00:00:00+00:00,0.0,10.904
2026-02-26T00:05:00+00:00,0.0,10.873
2026-02-26T00:10:00+00:00,0.0,10.83
2026-02-26T00:15:00+00:00,0.0,10.913
2026-02-26T00:20:00+00:00,0.0,10.976
2026-02-26T00:25:00+00:00,0.0,10.954
2026-02-26T00:30:00+00:00,0.0,10.906
2026-02-26T00:35:00+00:00,0.0,10.84
2026-02-26T00:40:00+00:00,0.0,10.811
2026-02-26T00:45:00+00:00,0.0,10.96
2026-02-26T00:50:00+00:00,0.0,10.888
2026-02-26T00:55:00+00:00,0.0,10.886
2026-02-26T01:00:00+00:00,0.0,10.904
2026-02-26T01:05:00+00:00,0.0,10.908
2026-02-26T01:10:00+00:00,0.0,10.91
2026-02-26T01:15:00+00:00,0.0,10.913
2026-02-26T01:20:00+00:00,0.0,10.92
2026-02-26T01:25:00+00:00,0.0,10.928
2026-02-26T01:30:00+00:00,0.0,10.929
2026-02-26T01:35:00+00:00,0.0,10.932
2026-02-26T01:40:00+00:00,0.0,10.948
2026-02-26T01:45:00+00:00,0.0,10.886
2026-02-26T01:50:00+00:00,0.0,10.933
2026-02-26T01:55:00+00:00,0.0,10.955
2026-02-26T02:00:00+00:00,0.0,10.984
2026-02-26T02:05:00+00:00,0.0,10.978
2026-02-26T02:10:00+00:00,0.0,10.964
2026-02-26T02:15:00+00:00,0.0,10.974
2026-02-26T02:20:00+00:00,0.0,10.961
2026-02-26T02:25:00+00:00,0.0,10.976
2026-02-26T02:30:00+00:00,0.0,10.974
2026-02-26T02:35:00+00:00,0.0,10.97
2026-02-26T02:40:00+00:00,0.0,10.991
2026-02-26T02:45:00+00:00,0.0,11.002
2026-02-26T02:50:00+00:00,0.0,11.007
2026-02-26T02:55:00+00:00,0.0,11.01
2026-02-26T03:00:00+00:00,0.0,10.962
2026-02-26T03:05:00+00:00,0.0,10.884
2026-02-26T03:10:00+00:00,0.0,10.874
2026-02-26T03:15:00+00:00,0.0,10.881
2026-02-26T03:20:00+00:00,0.0,10.889
2026-02-26T03:25:00+00:00,0.0,10.911
2026-02-26T03:30:00+00:00,0.0,10.915
2026-02-26T03:35:00+00:00,0.0,10.911
2026-02-26T03:40:00+00:00,0.0,10.916
2026-02-26T03:45:00+00:00,0.0,10.926
2026-02-26T03:50:00+00:00,0.0,10.942
2026-02-26T03:55:00+00:00,0.0,10.948
2026-02-26T04:00:00+00:00,0.0,10.888
2026-02-26T04:05:00+00:00,0.0,10.889
2026-02-26T04:10:00+00:00,0.0,10.89
2026-02-26T04:15:00+00:00,0.0,10.89
2026-02-26T04:20:00+00:00,0.0,10.89
2026-02-26T04:25:00+00:00,0.0,10.89
2026-02-26T04:30:00+00:00,0.0,10.886
2026-02-26T04:35:00+00:00,0.0,10.884
2026-02-26T04:40:00+00:00,0.0,10.899
2026-02-26T04:45:00+00:00,0.0,10.919
2026-02-26T04:50:00+00:00,0.0,10.933
2026-02-26T04:55:00+00:00,0.0,10.948
2026-02-26T05:00:00+00:00,0.0,10.938
2026-02-26T05:05:00+00:00,0.0,10.915
2026-02-26T05:10:00+00:00,0.0,10.909
2026-02-26T05:15:00+00:00,0.0,10.914
2026-02-26T05:20:00+00:00,0.0,10.925
2026-02-26T05:25:00+00:00,0.0,10.916
2026-02-26T05:30:00+00:00,0.0,10.916
2026-02-26T05:35:00+00:00,0.0,10.91
2026-02-26T05:40:00+00:00,0.0,10.908
2026-02-26T05:45:00+00:00,0.0,10.9
2026-02-26T05:50:00+00:00,0.0,10.889
2026-02-26T05:55:00+00:00,0.0,10.869
2026-02-26T06:00:00+00:00,0.0,10.845
2026-02-26T06:05:00+00:00,0.0,10.842
2026-02-26T06:10:00+00:00,0.0,10.958
2026-02-26T06:15:00+00:00,0.0,10.89
2026-02-26T06:20:00+00:00,0.0,10.922
2026-02-26T06:25:00+00:00,0.0,10.913
2026-02-26T06:30:00+00:00,0.0,10.909
2026-02-26T06:35:00+00:00,0.0,10.878
2026-02-26T06:40:00+00:00,0.0,10.833
2026-02-26T06:45:00+00:00,0.0,10.85
2026-02-26T06:50:00+00:00,0.0,10.918
2026-02-26T06:55:00+00:00,0.0,10.902
2026-02-26T07:00:00+00:00,0.0,10.89
2026-02-26T07:05:00+00:00,0.0,10.85
2026-02-26T07:10:00+00:00,0.0,10.817
2026-02-26T07:15:00+00:00,0.0,10.94
2026-02-26T07:20:00+00:00,0.0,10.946
2026-02-26T07:25:00+00:00,0.0,10.925
2026-02-26T07:30:00+00:00,0.0,10.916
2026-02-26T07:35:00+00:00,0.0,10.948
2026-02-26T07:40:00+00:00,0.0,10.962
2026-02-26T07:45:00+00:00,0.0,10.952
2026-02-26T07:50:00+00:00,0.0,10.96
2026-02-26T07:55:00+00:00,0.0,10.945
2026-02-26T08:00:00+00:00,0.0,10.943
2026-02-26T08:05:00+00:00,0.0,10.904
2026-02-26T08:10:00+00:00,0.0,10.894
2026-02-26T08:15:00+00:00,0.0,10.902
2026-02-26T08:20:00+00:00,0.0,10.906
2026-02-26T08:25:00+00:00,0.0,10.915
2026-02-26T08:30:00+00:00,0.0,10.916
2026-02-26T08:35:00+00:00,0.0,10.913
2026-02-26T08:40:00+00:00,0.0,10.908
2026-02-26T08:45:00+00:00,0.0,10.91
2026-02-26T08:50:00+00:00,0.0,10.917
2026-02-26T08:55:00+00:00,0.0,10.926
2026-02-26T09:00:00+00:00,0.0,10.919
2026-02-26T09:05:00+00:00,0.0,10.922
2026-02-26T09:10:00+00:00,0.0,10.913
2026-02-26T09:15:00+00:00,0.0,10.902
2026-02-26T09:20:00+00:00,0.0,10.922
2026-02-26T09:25:00+00:00,0.0,10.934
2026-02-26T09:30:00+00:00,0.0,10.939
2026-02-26T09:35:00+00:00,0.0,10.939
2026-02-26T09:40:00+00:00,0.0,10.936
2026-02-26T09:45:00+00:00,0.0,10.948
2026-02-26T09:50:00+00:00,0.0,10.962
2026-02-26T09:55:00+00:00,0.0,10.972
2026-02-26T10:00:00+00:00,0.0,10.976
2026-02-26T10:05:00+00:00,0.0,10.97
2026-02-26T10:10:00+00:00,0.0,10.959
2026-02-26T10:15:00+00:00,0.0,10.961
2026-02-26T10:20:00+00:00,0.0,10.967
2026-02-26T10:25:00+00:00,0.0,10.974
2026-02-26T10:30:00+00:00,0.0,10.965
2026-02-26T10:35:00+00:00,0.0,10.987
2026-02-26T10:40:00+00:00,0.0,10.962
2026-02-26T10:45:00+00:00,0.0,10.95
2026-02-26T10:50:00+00:00,0.0,10.952
2026-02-26T10:55:00+00:00,0.0,10.948
2026-02-26T11:00:00+00:00,0.0,10.951
2026-02-26T11:05:00+00:00,0.0,10.962
2026-02-26T11:10:00+00:00,0.0,10.965
2026-02-26T11:15:00+00:00,0.0,10.973
2026-02-26T11:20:00+00:00,0.0,10.978
2026-02-26T11:25:00+00:00,0.0,10.987
2026-02-26T11:30:00+00:00,0.0,10.991
2026-02-26T11:35:00+00:00,0.0,10.988
2026-02-26T11:40:00+00:00,0.0,10.994
2026-02-26T11:45:00+00:00,0.0,10.992
2026-02-26T11:50:00+00:00,0.0,11.006
2026-02-26T11:55:00+00:00,0.0,10.943
2026-02-26T12:00:00+00:00,0.0,10.928
2026-02-26T12:05:00+00:00,0.0,10.932
2026-02-26T12:10:00+00:00,0.0,10.89
2026-02-26T12:15:00+00:00,0.0,10.866
2026-02-26T12:20:00+00:00,0.0,10.871
2026-02-26T12:25:00+00:00,0.0,10.888
2026-02-26T12:30:00+00:00,0.0,10.868
2026-02-26T12:35:00+00:00,0.0,10.854
2026-02-26T12:40:00+00:00,0.0,10.839
2026-02-26T12:45:00+00:00,0.0,10.844
2026-02-26T12:50:00+00:00,0.0,10.829
2026-02-26T12:55:00+00:00,0.0,10.832
2026-02-26T13:00:00+00:00,0.0,10.838
2026-02-26T13:05:00+00:00,0.0,10.83
2026-02-26T13:10:00+00:00,0.0,10.814
2026-02-26T13:15:00+00:00,0.0,10.823
2026-02-26T13:20:00+00:00,0.0,10.837
2026-02-26T13:25:00+00:00,0.0,10.853
2026-02-26T13:30:00+00:00,0.0,10.826
2026-02-26T13:35:00+00:00,0.0,10.824
2026-02-26T13:40:00+00:00,0.0,10.816
2026-02-26T13:45:00+00:00,0.0,10.817
2026-02-26T13:50:00+00:00,0.0,10.816
2026-02-26T13:55:00+00:00,0.0,10.841
2026-02-26T14:00:00+00:00,0.0,10.831
2026-02-26T14:05:00+00:00,0.0,10.83
2026-02-26T14:10:00+00:00,0.0,10.833
2026-02-26T14:15:00+00:00,0.0,10.828
2026-02-26T14:20:00+00:00,0.0,10.83
2026-02-26T14:25:00+00:00,0.0,10.837
2026-02-26T14:30:00+00:00,0.0,10.825
2026-02-26T14:35:00+00:00,0.0,10.825
2026-02-26T14:40:00+00:00,0.0,10.82
2026-02-26T14:45:00+00:00,0.0,10.829
2026-02-26T14:50:00+00:00,0.0,10.836
2026-02-26T14:55:00+00:00,0.0,10.836
2026-02-26T15:00:00+00:00,0.0,10.862
2026-02-26T15:05:00+00:00,0.0,10.902
2026-02-26T15:10:00+00:00,0.0,10.94
2026-02-26T15:15:00+00:00,0.0,10.948
2026-02-26T15:20:00+00:00,0.0,10.958
2026-02-26T15:25:00+00:00,0.0,10.95
2026-02-26T15:30:00+00:00,0.0,10.94
2026-02-26T15:35:00+00:00,0.0,10.892
2026-02-26T15:40:00+00:00,0.0,10.866
2026-02-26T15:45:00+00:00,0.0,10.856
2026-02-26T15:50:00+00:00,0.0,10.848
2026-02-26T15:55:00+00:00,0.0,10.914
2026-02-26T16:00:00+00:00,0.0,10.914
2026-02-26T16:05:00+00:00,0.0,10.98
2026-02-26T16:10:00+00:00,0.0,10.988
2026-02-26T16:15:00+00:00,0.0,10.991
2026-02-26T16:20:00+00:00,0.0,10.979
2026-02-26T16:25:00+00:00,0.0,10.974
2026-02-26T16:30:00+00:00,0.0,10.984
2026-02-26T16:35:00+00:00,0.0,10.992
2026-02-26T16:40:00+00:00,0.0,10.964
2026-02-26T16:45:00+00:00,0.0,10.939
2026-02-26T16:50:00+00:00,0.0,10.915
2026-02-26T16:55:00+00:00,0.0,10.883
2026-02-26T17:00:00+00:00,0.0,10.875
2026-02-26T17:05:00+00:00,0.0,10.901
2026-02-26T17:10:00+00:00,0.0,10.907
2026-02-26T17:15:00+00:00,0.0,10.894
2026-02-26T17:20:00+00:00,0.0,10.864
2026-02-26T17:25:00+00:00,0.0,10.866
2026-02-26T17:30:00+00:00,0.0,10.87
2026-02-26T17:35:00+00:00,0.0,10.854
2026-02-26T17:40:00+00:00,0.0,10.86
2026-02-26T17:45:00+00:00,0.0,10.868
2026-02-26T17:50:00+00:00,0.0,10.871
2026-02-26T17:55:00+00:00,0.0,10.872
2026-02-26T18:00:00+00:00,0.0,10.892
2026-02-26T18:05:00+00:00,0.0,10.88
2026-02-26T18:10:00+00:00,0.0,10.863
2026-02-26T18:15:00+00:00,0.0,10.91
2026-02-26T18:20:00+00:00,0.0,10.928
2026-02-26T18:25:00+00:00,0.0,10.946
2026-02-26T18:30:00+00:00,0.0,10.946
2026-02-26T18:35:00+00:00,0.0,10.954
2026-02-26T18:40:00+00:00,0.0,10.95
2026-02-26T18:45:00+00:00,0.0,10.958
2026-02-26T18:50:00+00:00,0.0,10.956
2026-02-26T18:55:00+00:00,0.0,10.986
2026-02-26T19:00:00+00:00,0.0,10.994
2026-02-26T19:05:00+00:00,0.0,10.954
2026-02-26T19:10:00+00:00,0.0,10.926
2026-02-26T19:15:00+00:00,0.0,10.914
2026-02-26T19:20:00+00:00,0.0,10.933
2026-02-26T19:25:00+00:00,0.0,10.948
2026-02-26T19:30:00+00:00,0.0,10.976
2026-02-26T19:35:00+00:00,0.0,10.952
2026-02-26T19:40:00+00:00,0.0,10.892
2026-02-26T19:45:00+00:00,0.0,10.869
2026-02-26T19:50:00+00:00,0.0,10.843
2026-02-26T19:55:00+00:00,0.0,10.864
2026-02-26T20:00:00+00:00,0.0,10.872
2026-02-26T20:05:00+00:00,0.0,10.876
2026-02-26T20:10:00+00:00,0.0,10.888
2026-02-26T20:15:00+00:00,0.0,10.91
2026-02-26T20:20:00+00:00,0.0,10.92
2026-02-26T20:25:00+00:00,0.0,10.872
2026-02-26T20:30:00+00:00,0.0,10.938
2026-02-26T20:35:00+00:00,0.0,10.928
2026-02-26T20:40:00+00:00,0.0,10.876
2026-02-26T20:45:00+00:00,0.0,10.94
2026-02-26T20:50:00+00:00,0.0,11.003
2026-02-26T20:55:00+00:00,0.0,10.975
2026-02-26T21:00:00+00:00,0.0,10.91
2026-02-26T21:05:00+00:00,0.0,10.912
2026-02-26T21:10:00+00:00,0.0,10.916
2026-02-26T21:15:00+00:00,0.0,10.884
2026-02-26T21:20:00+00:00,0.0,10.865
2026-02-26T21:25:00+00:00,0.0,10.954
2026-02-26T21:30:00+00:00,0.0,10.966
2026-02-26T21:35:00+00:00,0.0,10.967
2026-02-26T21:40:00+00:00,0.0,10.98
2026-02-26T21:45:00+00:00,0.0,11.005
2026-02-26T21:50:00+00:00,0.0,11.007
2026-02-26T21:55:00+00:00,0.0,11.014
2026-02-26T22:00:00+00:00,0.0,10.928
2026-02-26T22:05:00+00:00,0.0,10.872
2026-02-26T22:10:00+00:00,0.0,10.884
2026-02-26T22:15:00+00:00,0.0,10.918
2026-02-26T22:20:00+00:00,0.0,10.9
2026-02-26T22:25:00+00:00,0.0,10.856
2026-02-26T22:30:00+00:00,0.0,10.959
