ValueDate,MVA Inst,Volts Inst
2026-02-25T00:05:00+00:00,0.0,10.878
2026-02-25T00:10:00+00:00,0.0,10.95
2026-02-25T00:15:00+00:00,0.0,10.974
2026-02-25T00:20:00+00:00,0.0,10.914
2026-02-25T00:25:00+00:00,0.0,10.91
2026-02-25T00:30:00+00:00,0.0,10.929
2026-02-25T00:35:00+00:00,0.0,10.888
2026-02-25T00:40:00+00:00,0.0,10.874
2026-02-25T00:45:00+00:00,0.0,10.89
2026-02-25T00:50:00+00:00,0.0,10.904
2026-02-25T00:55:00+00:00,0.0,10.918
2026-02-25T01:00:00+00:00,0.0,10.925
2026-02-25T01:05:00+00:00,0.0,10.901
2026-02-25T01:10:00+00:00,0.0,10.91
2026-02-25T01:15:00+00:00,0.0,10.92
2026-02-25T01:20:00+00:00,0.0,10.919
2026-02-25T01:25:00+00:00,0.0,10.93
2026-02-25T01:30:00+00:00,0.0,10.894
2026-02-25T01:35:00+00:00,0.0,10.844
2026-02-25T01:40:00+00:00,0.0,10.852
2026-02-25T01:45:00+00:00,0.0,10.874
2026-02-25T01:50:00+00:00,0.0,10.964
2026-02-25T01:55:00+00:00,0.0,10.98
2026-02-25T02:00:00+00:00,0.0,10.972
2026-02-25T02:05:00+00:00,0.0,10.959
2026-02-25T02:10:00+00:00,0.0,10.974
2026-02-25T02:15:00+00:00,0.0,11.006
2026-02-25T02:20:00+00:00,0.0,11.007
2026-02-25T02:25:00+00:00,0.0,11.018
2026-02-25T02:30:00+00:00,0.0,10.948
2026-02-25T02:35:00+00:00,0.0,10.945
2026-02-25T02:40:00+00:00,0.0,10.95
2026-02-25T02:45:00+00:00,0.0,10.96
2026-02-25T02:50:00+00:00,0.0,10.884
2026-02-25T02:55:00+00:00,0.0,10.834
2026-02-25T03:00:00+00:00,0.0,10.841
2026-02-25T03:05:00+00:00,0.0,10.856
2026-02-25T03:10:00+00:00,0.0,10.948
2026-02-25T03:15:00+00:00,0.0,10.963
2026-02-25T03:20:00+00:00,0.0,10.968
2026-02-25T03:25:00+00:00,0.0,10.968
2026-02-25T03:30:00+00:00,0.0,10.971
2026-02-25T03:35:00+00:00,0.0,10.96
2026-02-25T03:40:00+00:00,0.0,10.956
2026-02-25T03:45:00+00:00,0.0,10.988
2026-02-25T03:50:00+00:00,0.0,11.0
2026-02-25T03:55:00+00:00,0.0,11.008
2026-02-25T04:00:00+00:00,0.0,10.978
2026-02-25T04:05:00+00:00,0.0,10.916
2026-02-25T04:10:00+00:00,0.0,10.91
2026-02-25T04:15:00+00:00,0.0,10.907
2026-02-25T04:20:00+00:00,0.0,10.908
2026-02-25T04:25:00+00:00,0.0,10.91
2026-02-25T04:30:00+00:00,0.0,10.908
2026-02-25T04:35:00+00:00,0.0,10.904
2026-02-25T04:40:00+00:00,0.0,10.904
2026-02-25T04:45:00+00:00,0.0,10.924
2026-02-25T04:50:00+00:00,0.0,10.917
2026-02-25T04:55:00+00:00,0.0,10.922
2026-02-25T05:00:00+00:00,0.0,10.927
2026-02-25T05:05:00+00:00,0.0,10.914
2026-02-25T05:10:00+00:00,0.0,10.902
2026-02-25T05:15:00+00:00,0.0,10.907
2026-02-25T05:20:00+00:00,0.0,10.909
2026-02-25T05:25:00+00:00,0.0,10.897
2026-02-25T05:30:00+00:00,0.0,10.906
2026-02-25T05:35:00+00:00,0.0,10.91
2026-02-25T05:40:00+00:00,0.0,10.907
2026-02-25T05:45:00+00:00,0.0,10.878
2026-02-25T05:50:00+00:00,0.0,10.859
2026-02-25T05:55:00+00:00,0.0,10.848
2026-02-25T06:00:00+00:00,0.0,10.838
2026-02-25T06:05:00+00:00,0.0,10.822
2026-02-25T06:10:00+00:00,0.0,10.876
2026-02-25T06:15:00+00:00,0.0,10.982
2026-02-25T06:20:00+00:00,0.0,10.986
2026-02-25T06:25:00+00:00,0.0,10.973
2026-02-25T06:30:00+00:00,0.0,10.967
2026-02-25T06:35:00+00:00,0.0,10.964
2026-02-25T06:40:00+00:00,0.0,10.847
2026-02-25T06:45:00+00:00,0.0,10.834
2026-02-25T06:50:00+00:00,0.0,10.814
2026-02-25T06:55:00+00:00,0.0,10.926
2026-02-25T07:00:00+00:00,0.0,10.922
2026-02-25T07:05:00+00:00,0.0,10.892
2026-02-25T07:10:00+00:00,0.0,10.924
2026-02-25T07:15:00+00:00,0.0,10.929
2026-02-25T07:20:00+00:00,0.0,10.924
2026-02-25T07:25:00+00:00,0.0,10.918
2026-02-25T07:30:00+00:00,0.0,10.932
2026-02-25T07:35:00+00:00,0.0,10.924
2026-02-25T07:40:00+00:00,0.0,10.906
2026-02-25T07:45:00+00:00,0.0,10.899
2026-02-25T07:50:00+00:00,0.0,10.888
2026-02-25T07:55:00+00:00,0.0,10.888
2026-02-25T08:00:00+00:00,0.0,10.872
2026-02-25T08:05:00+00:00,0.0,10.886
2026-02-25T08:10:00+00:00,0.0,10.875
2026-02-25T08:15:00+00:00,0.0,10.894
2026-02-25T08:20:00+00:00,0.0,10.906
2026-02-25T08:25:00+00:00,0.0,10.911
2026-02-25T08:30:00+00:00,0.0,10.93
2026-02-25T08:35:00+00:00,0.0,10.909
2026-02-25T08:40:00+00:00,0.0,10.911
2026-02-25T08:45:00+00:00,0.0,10.909
2026-02-25T08:50:00+00:00,0.0,10.893
2026-02-25T08:55:00+00:00,0.0,10.876
2026-02-25T09:00:00+00:00,0.0,10.873
2026-02-25T09:05:00+00:00,0.0,10.862
2026-02-25T09:10:00+00:00,0.0,10.855
2026-02-25T09:15:00+00:00,0.0,10.856
2026-02-25T09:20:00+00:00,0.0,10.854
2026-02-25T09:25:00+00:00,0.0,10.879
2026-02-25T09:30:00+00:00,0.0,10.886
2026-02-25T09:35:00+00:00,0.0,10.893
2026-02-25T09:40:00+00:00,0.0,10.911
2026-02-25T09:45:00+00:00,0.0,10.928
2026-02-25T09:50:00+00:00,0.0,10.929
2026-02-25T09:55:00+00:00,0.0,10.923
2026-02-25T10:00:00+00:00,0.0,10.943
2026-02-25T10:05:00+00:00,0.0,10.935
2026-02-25T10:10:00+00:00,0.0,10.946
2026-02-25T10:15:00+00:00,0.0,10.96
2026-02-25T10:20:00+00:00,0.0,10.967
2026-02-25T10:25:00+00:00,0.0,10.962
2026-02-25T10:30:00+00:00,0.0,10.972
2026-02-25T10:35:00+00:00,0.0,10.957
2026-02-25T10:40:00+00:00,0.0,10.861
2026-02-25T10:45:00+00:00,0.0,10.869
2026-02-25T10:50:00+00:00,0.0,10.895
2026-02-25T10:55:00+00:00,0.0,10.884
2026-02-25T11:00:00+00:00,0.0,10.858
2026-02-25T11:05:00+00:00,0.0,10.872
2026-02-25T11:10:00+00:00,0.0,10.847
2026-02-25T11:15:00+00:00,0.0,10.838
2026-02-25T11:20:00+00:00,0.0,10.908
2026-02-25T11:25:00+00:00,0.0,10.928
2026-02-25T11:30:00+00:00,0.0,10.934
2026-02-25T11:35:00+00:00,0.0,10.932
2026-02-25T11:40:00+00:00,0.0,10.918
2026-02-25T11:45:00+00:00,0.0,10.922
2026-02-25T11:50:00+00:00,0.0,10.96
2026-02-25T11:55:00+00:00,0.0,10.999
2026-02-25T12:00:00+00:00,0.0,11.007
2026-02-25T12:05:00+00:00,0.0,10.988
2026-02-25T12:10:00+00:00,0.0,10.932
2026-02-25T12:15:00+00:00,0.0,10.864
2026-02-25T12:20:00+00:00,0.0,10.869
2026-02-25T12:25:00+00:00,0.0,10.867
2026-02-25T12:30:00+00:00,0.0,10.858
2026-02-25T12:35:00+00:00,0.0,10.835
2026-02-25T12:40:00+00:00,0.0,10.845
2026-02-25T12:45:00+00:00,0.0,10.85
2026-02-25T12:50:00+00:00,0.0,10.852
2026-02-25T12:55:00+00:00,0.0,10.857
2026-02-25T13:00:00+00:00,0.0,10.865
2026-02-25T13:05:00+00:00,0.0,10.853
2026-02-25T13:10:00+00:00,0.0,10.839
2026-02-25T13:15:00+00:00,0.0,10.872
2026-02-25T13:20:00+00:00,0.0,10.887
2026-02-25T13:25:00+00:00,0.0,10.886
2026-02-25T13:30:00+00:00,0.0,10.887
2026-02-25T13:35:00+00:00,0.0,10.867
2026-02-25T13:40:00+00:00,0.0,10.874
2026-02-25T13:45:00+00:00,0.0,10.887
2026-02-25T13:50:00+00:00,0.0,10.89
2026-02-25T13:55:00+00:00,0.0,10.903
2026-02-25T14:00:00+00:00,0.0,10.808
2026-02-25T14:05:00+00:00,0.0,10.89
2026-02-25T14:10:00+00:00,0.0,10.89
2026-02-25T14:15:00+00:00,0.0,10.898
2026-02-25T14:20:00+00:00,0.0,10.904
2026-02-25T14:25:00+00:00,0.0,10.906
2026-02-25T14:30:00+00:00,0.0,10.91
2026-02-25T14:35:00+00:00,0.0,10.904
2026-02-25T14:40:00+00:00,0.0,10.909
2026-02-25T14:45:00+00:00,0.0,10.904
2026-02-25T14:50:00+00:00,0.0,10.95
2026-02-25T14:55:00+00:00,0.0,10.976
2026-02-25T15:00:00+00:00,0.0,10.989
2026-02-25T15:05:00+00:00,0.0,10.992
2026-02-25T15:10:00+00:00,0.0,10.986
2026-02-25T15:15:00+00:00,0.0,10.884
2026-02-25T15:20:00+00:00,0.0,10.889
2026-02-25T15:25:00+00:00,0.0,10.878
2026-02-25T15:30:00+00:00,0.0,10.861
2026-02-25T15:35:00+00:00,0.0,10.907
2026-02-25T15:40:00+00:00,0.0,10.968
2026-02-25T15:45:00+00:00,0.0,11.005
2026-02-25T15:50:00+00:00,0.0,10.968
2026-02-25T15:55:00+00:00,0.0,10.922
2026-02-25T16:00:00+00:00,0.0,10.919
2026-02-25T16:05:00+00:00,0.0,10.905
2026-02-25T16:10:00+00:00,0.0,10.869
2026-02-25T16:15:00+00:00,0.0,10.957
2026-02-25T16:20:00+00:00,0.0,10.964
2026-02-25T16:25:00+00:00,0.0,10.944
2026-02-25T16:30:00+00:00,0.0,10.926
2026-02-25T16:35:00+00:00,0.0,10.926
2026-02-25T16:40:00+00:00,0.0,10.91
2026-02-25T16:45:00+00:00,0.0,10.862
2026-02-25T16:50:00+00:00,0.0,10.849
2026-02-25T16:55:00+00:00,0.0,10.945
2026-02-25T17:00:00+00:00,0.0,10.948
2026-02-25T17:05:00+00:00,0.0,10.948
2026-02-25T17:10:00+00:00,0.0,10.948
2026-02-25T17:15:00+00:00,0.0,10.931
2026-02-25T17:20:00+00:00,0.0,10.925
2026-02-25T17:25:00+00:00,0.0,10.922
2026-02-25T17:30:00+00:00,0.0,10.901
2026-02-25T17:35:00+00:00,0.0,10.919
2026-02-25T17:40:00+00:00,0.0,10.912
2026-02-25T17:45:00+00:00,0.0,10.895
2026-02-25T17:50:00+00:00,0.0,10.899
2026-02-25T17:55:00+00:00,0.0,10.91
2026-02-25T18:00:00+00:00,0.0,10.899
2026-02-25T18:05:00+00:00,0.0,10.889
2026-02-25T18:10:00+00:00,0.0,10.908
2026-02-25T18:15:00+00:00,0.0,10.946
2026-02-25T18:20:00+00:00,0.0,10.956
2026-02-25T18:25:00+00:00,0.0,10.971
2026-02-25T18:30:00+00:00,0.0,10.982
2026-02-25T18:35:00+00:00,0.0,10.98
