ValueDate,MVAr Inst,MW Inst,Volts Inst
2026-02-25T07:25:00+00:00,-0.474,2.795,10.826
2026-02-25T07:30:00+00:00,-0.47,2.851,10.838
2026-02-25T07:35:00+00:00,-0.445,2.84,10.836
2026-02-25T07:40:00+00:00,-0.435,2.913,10.805
2026-02-25T07:45:00+00:00,-0.436,2.948,10.802
2026-02-25T07:50:00+00:00,-0.477,2.958,10.796
2026-02-25T07:55:00+00:00,-0.472,2.916,10.795
2026-02-25T08:00:00+00:00,-0.444,2.97,10.782
2026-02-25T08:05:00+00:00,-0.435,3.108,10.794
2026-02-25T08:10:00+00:00,-0.411,3.135,10.779
2026-02-25T08:15:00+00:00,-0.444,3.174,10.794
2026-02-25T08:20:00+00:00,-0.458,3.108,10.814
2026-02-25T08:25:00+00:00,-0.439,3.112,10.816
2026-02-25T08:30:00+00:00,-0.456,3.095,10.842
2026-02-25T08:35:00+00:00,-0.434,3.059,10.823
2026-02-25T08:40:00+00:00,-0.455,2.984,10.822
2026-02-25T08:45:00+00:00,-0.409,3.038,10.83
2026-02-25T08:50:00+00:00,-0.403,3.109,10.816
2026-02-25T08:55:00+00:00,-0.405,3.078,10.791
2026-02-25T09:00:00+00:00,-0.418,3.116,10.786
2026-02-25T09:05:00+00:00,-0.438,3.096,10.77
2026-02-25T09:10:00+00:00,-0.455,3.152,10.763
2026-02-25T09:15:00+00:00,-0.428,3.06,10.765
2026-02-25T09:20:00+00:00,-0.419,3.092,10.767
2026-02-25T09:25:00+00:00,-0.408,3.128,10.785
2026-02-25T09:30:00+00:00,-0.448,3.034,10.81
2026-02-25T09:35:00+00:00,-0.455,3.061,10.816
2026-02-25T09:40:00+00:00,-0.446,3.128,10.83
2026-02-25T09:45:00+00:00,-0.473,3.062,10.847
2026-02-25T09:50:00+00:00,-0.475,2.968,10.856
2026-02-25T09:55:00+00:00,-0.455,3.013,10.846
2026-02-25T10:00:00+00:00,-0.462,3.01,10.868
2026-02-25T10:05:00+00:00,-0.498,2.968,10.864
2026-02-25T10:10:00+00:00,-0.5,2.941,10.871
2026-02-25T10:15:00+00:00,-0.504,2.886,10.891
2026-02-25T10:20:00+00:00,-0.49,2.917,10.896
2026-02-25T10:25:00+00:00,-0.496,2.942,10.892
2026-02-25T10:30:00+00:00,-0.483,2.982,10.898
2026-02-25T10:35:00+00:00,-0.443,3.016,10.939
2026-02-25T10:40:00+00:00,-0.481,2.986,10.94
2026-02-25T10:45:00+00:00,-0.444,2.962,10.945
2026-02-25T10:50:00+00:00,-0.414,2.894,10.958
2026-02-25T10:55:00+00:00,-0.44,2.94,10.945
2026-02-25T11:00:00+00:00,-0.451,2.933,10.804
2026-02-25T11:05:00+00:00,-0.403,2.978,10.771
2026-02-25T11:10:00+00:00,-0.418,2.935,10.756
2026-02-25T11:15:00+00:00,-0.372,2.86,10.762
2026-02-25T11:20:00+00:00,-0.348,2.928,10.882
2026-02-25T11:25:00+00:00,-0.45,2.906,10.895
2026-02-25T11:30:00+00:00,-0.479,2.949,10.891
2026-02-25T11:35:00+00:00,-0.47,2.957,10.895
2026-02-25T11:40:00+00:00,-0.372,2.986,10.884
2026-02-25T11:45:00+00:00,-0.256,3.082,10.881
2026-02-25T11:50:00+00:00,-0.31,3.089,10.907
2026-02-25T11:55:00+00:00,-0.238,3.092,10.954
2026-02-25T12:00:00+00:00,-0.27,3.09,10.95
2026-02-25T12:05:00+00:00,-0.288,3.176,10.938
2026-02-25T12:10:00+00:00,-0.268,3.163,10.977
2026-02-25T12:15:00+00:00,-0.363,3.157,10.975
2026-02-25T12:20:00+00:00,-0.27,3.133,10.98
2026-02-25T12:25:00+00:00,-0.258,3.165,10.97
2026-02-25T12:30:00+00:00,-0.292,3.201,10.966
2026-02-25T12:35:00+00:00,-0.329,3.211,10.948
2026-02-25T12:40:00+00:00,-0.317,3.197,10.943
2026-02-25T12:45:00+00:00,-0.277,3.222,10.958
2026-02-25T12:50:00+00:00,-0.278,3.242,10.96
2026-02-25T12:55:00+00:00,-0.28,3.176,10.966
2026-02-25T13:00:00+00:00,-0.329,3.145,10.972
2026-02-25T13:05:00+00:00,-0.366,3.169,10.962
2026-02-25T13:10:00+00:00,-0.406,3.2,10.944
2026-02-25T13:15:00+00:00,-0.363,3.108,10.982
2026-02-25T13:20:00+00:00,-0.39,3.036,11.009
2026-02-25T13:25:00+00:00,-0.422,3.057,11.0
2026-02-25T13:30:00+00:00,-0.324,3.082,10.999
2026-02-25T13:35:00+00:00,-0.382,3.077,10.988
2026-02-25T13:40:00+00:00,-0.352,3.142,11.0
2026-02-25T13:45:00+00:00,-0.39,3.07,11.006
2026-02-25T13:50:00+00:00,-0.347,3.06,11.016
2026-02-25T13:55:00+00:00,-0.346,3.04,10.996
2026-02-25T14:00:00+00:00,-0.429,3.01,10.88
2026-02-25T14:05:00+00:00,-0.447,3.027,10.788
2026-02-25T14:10:00+00:00,-0.426,3.09,10.784
2026-02-25T14:15:00+00:00,-0.429,3.072,10.789
2026-02-25T14:20:00+00:00,-0.439,3.068,10.796
2026-02-25T14:25:00+00:00,-0.438,3.008,10.811
2026-02-25T14:30:00+00:00,-0.428,2.96,10.825
2026-02-25T14:35:00+00:00,-0.436,2.96,10.826
2026-02-25T14:40:00+00:00,-0.442,2.992,10.821
2026-02-25T14:45:00+00:00,-0.454,2.904,10.824
2026-02-25T14:50:00+00:00,-0.464,2.907,10.874
2026-02-25T14:55:00+00:00,-0.467,2.932,10.896
2026-02-25T15:00:00+00:00,-0.469,2.974,10.906
2026-02-25T15:05:00+00:00,-0.466,2.958,10.9
2026-02-25T15:10:00+00:00,-0.455,2.933,10.894
2026-02-25T15:15:00+00:00,-0.452,2.966,10.795
2026-02-25T15:20:00+00:00,-0.466,2.934,10.804
2026-02-25T15:25:00+00:00,-0.489,2.935,10.794
2026-02-25T15:30:00+00:00,-0.495,2.97,10.773
2026-02-25T15:35:00+00:00,-0.516,2.995,10.814
2026-02-25T15:40:00+00:00,-0.508,3.088,10.882
2026-02-25T15:45:00+00:00,-0.511,3.083,10.922
2026-02-25T15:50:00+00:00,-0.494,3.18,10.921
2026-02-25T15:55:00+00:00,-0.51,3.178,10.912
2026-02-25T16:00:00+00:00,-0.512,3.198,10.898
2026-02-25T16:05:00+00:00,-0.498,3.211,10.888
2026-02-25T16:10:00+00:00,-0.401,3.338,10.838
2026-02-25T16:15:00+00:00,-0.346,3.457,10.822
2026-02-25T16:20:00+00:00,-0.347,3.472,10.826
2026-02-25T16:25:00+00:00,-0.314,3.552,10.805
2026-02-25T16:30:00+00:00,-0.324,3.51,10.79
2026-02-25T16:35:00+00:00,-0.356,3.601,10.788
2026-02-25T16:40:00+00:00,-0.356,3.643,10.767
2026-02-25T16:45:00+00:00,-0.271,3.65,10.773
2026-02-25T16:50:00+00:00,-0.294,3.793,10.814
2026-02-25T16:55:00+00:00,-0.324,3.868,10.913
2026-02-25T17:00:00+00:00,-0.383,4.036,10.91
2026-02-25T17:05:00+00:00,-0.387,4.067,10.906
2026-02-25T17:10:00+00:00,-0.342,4.118,10.903
2026-02-25T17:15:00+00:00,-0.369,4.215,10.887
2026-02-25T17:20:00+00:00,-0.354,4.176,10.886
2026-02-25T17:25:00+00:00,-0.334,4.242,10.886
2026-02-25T17:30:00+00:00,-0.349,4.288,10.874
2026-02-25T17:35:00+00:00,-0.348,4.28,10.885
2026-02-25T17:40:00+00:00,-0.351,4.268,10.875
2026-02-25T17:45:00+00:00,-0.327,4.24,10.868
2026-02-25T17:50:00+00:00,-0.379,4.208,10.868
2026-02-25T17:55:00+00:00,-0.48,4.166,10.892
2026-02-25T18:00:00+00:00,-0.522,4.184,10.896
2026-02-25T18:05:00+00:00,-0.56,4.156,10.898
2026-02-25T18:10:00+00:00,-0.58,4.142,10.916
2026-02-25T18:15:00+00:00,-0.603,4.11,10.944
2026-02-25T18:20:00+00:00,-0.58,4.165,10.957
2026-02-25T18:25:00+00:00,-0.598,4.085,10.971
2026-02-25T18:30:00+00:00,-0.576,4.108,10.983
2026-02-25T18:35:00+00:00,-0.601,4.112,10.974
2026-02-25T18:40:00+00:00,-0.584,4.063,10.976
2026-02-25T18:45:00+00:00,-0.59,4.081,10.98
2026-02-25T18:50:00+00:00,-0.596,4.056,11.0
2026-02-25T18:55:00+00:00,-0.651,3.958,11.003
2026-02-25T19:00:00+00:00,-0.674,3.94,10.978
2026-02-25T19:05:00+00:00,-0.646,3.932,10.93
2026-02-25T19:10:00+00:00,-0.634,3.846,10.894
2026-02-25T19:15:00+00:00,-0.626,3.814,10.884
2026-02-25T19:20:00+00:00,-0.646,3.838,10.89
2026-02-25T19:25:00+00:00,-0.612,3.795,10.894
2026-02-25T19:30:00+00:00,-0.624,3.758,10.911
2026-02-25T19:35:00+00:00,-0.63,3.742,10.94
2026-02-25T19:40:00+00:00,-0.644,3.679,10.95
2026-02-25T19:45:00+00:00,-0.618,3.67,10.964
2026-02-25T19:50:00+00:00,-0.618,3.62,10.859
2026-02-25T19:55:00+00:00,-0.634,3.55,10.846
2026-02-25T20:00:00+00:00,-0.649,3.554,10.843
2026-02-25T20:05:00+00:00,-0.656,3.506,10.845
2026-02-25T20:10:00+00:00,-0.64,3.48,10.871
2026-02-25T20:15:00+00:00,-0.621,3.422,10.886
2026-02-25T20:20:00+00:00,-0.628,3.369,10.956
2026-02-25T20:25:00+00:00,-0.635,3.323,10.988
2026-02-25T20:30:00+00:00,-0.668,3.292,10.994
2026-02-25T20:35:00+00:00,-0.667,3.326,10.981
2026-02-25T20:40:00+00:00,-0.66,3.3,10.99
2026-02-25T20:45:00+00:00,-0.681,3.212,11.008
2026-02-25T20:50:00+00:00,-0.675,3.126,10.97
2026-02-25T20:55:00+00:00,-0.614,3.106,10.951
2026-02-25T21:00:00+00:00,-0.639,3.062,10.912
2026-02-25T21:05:00+00:00,-0.642,3.064,10.922
2026-02-25T21:10:00+00:00,-0.659,3.012,10.928
2026-02-25T21:15:00+00:00,-0.667,3.018,10.95
2026-02-25T21:20:00+00:00,-0.674,3.034,10.957
2026-02-25T21:25:00+00:00,-0.639,2.978,10.984
2026-02-25T21:30:00+00:00,-0.658,2.886,11.009
2026-02-25T21:35:00+00:00,-0.649,2.817,10.998
2026-02-25T21:40:00+00:00,-0.67,2.747,10.881
2026-02-25T21:45:00+00:00,-0.668,2.784,10.895
2026-02-25T21:50:00+00:00,-0.671,2.77,10.924
2026-02-25T21:55:00+00:00,-0.664,2.68,10.922
2026-02-25T22:00:00+00:00,-0.658,2.647,10.924
2026-02-25T22:05:00+00:00,-0.635,2.612,10.94
2026-02-25T22:10:00+00:00,-0.642,2.574,10.881
2026-02-25T22:15:00+00:00,-0.628,2.513,10.882
2026-02-25T22:20:00+00:00,-0.628,2.489,10.887
2026-02-25T22:25:00+00:00,-0.662,2.474,10.898
2026-02-25T22:30:00+00:00,-0.632,2.457,10.933
2026-02-25T22:35:00+00:00,-0.613,2.405,10.97
2026-02-25T22:40:00+00:00,-0.646,2.307,10.98
2026-02-25T22:45:00+00:00,-0.637,2.314,10.986
2026-02-25T22:50:00+00:00,-0.605,2.268,10.984
2026-02-25T22:55:00+00:00,-0.618,2.266,10.994
2026-02-25T23:00:00+00:00,-0.632,2.245,11.014
2026-02-25T23:05:00+00:00,-0.636,2.165,11.012
2026-02-25T23:10:00+00:00,-0.64,2.09,10.998
2026-02-25T23:15:00+00:00,-0.631,2.083,10.968
2026-02-25T23:20:00+00:00,-0.646,2.034,10.99
2026-02-25T23:25:00+00:00,-0.634,1.999,10.985
2026-02-25T23:30:00+00:00,-0.641,1.975,10.99
2026-02-25T23:35:00+00:00,-0.622,1.981,10.973
2026-02-25T23:40:00+00:00,-0.629,2.013,10.962
2026-02-25T23:45:00+00:00,-0.638,1.954,10.972
2026-02-25T23:50:00+00:00,-0.636,1.898,10.982
2026-02-25T23:55:00+00:00,-0.643,1.919,10.992
2026-02-26T00:00:00+00:00,-0.63,1.904,11.008
2026-02-26T00:05:00+00:00,-0.607,2.082,10.978
2026-02-26T00:10:00+00:00,-0.592,2.186,10.91
2026-02-26T00:15:00+00:00,-0.604,2.212,10.854
2026-02-26T00:20:00+00:00,-0.599,2.226,10.966
2026-02-26T00:25:00+00:00,-0.602,2.198,10.979
2026-02-26T00:30:00+00:00,-0.603,2.149,11.002
2026-02-26T00:35:00+00:00,-0.578,2.245,10.948
2026-02-26T00:40:00+00:00,-0.574,2.366,10.91
2026-02-26T00:45:00+00:00,-0.576,2.407,10.962
2026-02-26T00:50:00+00:00,-0.596,2.428,10.988
2026-02-26T00:55:00+00:00,-0.591,2.388,10.984
2026-02-26T01:00:00+00:00,-0.608,2.31,11.001
2026-02-26T01:05:00+00:00,-0.598,2.346,10.998
2026-02-26T01:10:00+00:00,-0.594,2.322,11.008
2026-02-26T01:15:00+00:00,-0.603,2.278,11.01
2026-02-26T01:20:00+00:00,-0.591,2.251,11.02
2026-02-26T01:25:00+00:00,-0.68,2.22,11.028
2026-02-26T01:30:00+00:00,-0.615,2.208,10.974
2026-02-26T01:35:00+00:00,-0.621,2.196,10.978
2026-02-26T01:40:00+00:00,-0.627,2.176,10.987
2026-02-26T01:45:00+00:00,-0.642,2.168,10.939
2026-02-26T01:50:00+00:00,-0.658,2.114,10.831
2026-02-26T01:55:00+00:00,-0.668,2.065,10.841
2026-02-26T02:00:00+00:00,-0.674,2.069,10.861
2026-02-26T02:05:00+00:00,-0.635,2.045,10.854
2026-02-26T02:10:00+00:00,-0.636,2.034,10.841
2026-02-26T02:15:00+00:00,-0.634,2.016,10.846
2026-02-26T02:20:00+00:00,-0.634,2.015,10.84
2026-02-26T02:25:00+00:00,-0.611,2.022,10.853
2026-02-26T02:30:00+00:00,-0.62,1.993,10.852
2026-02-26T02:35:00+00:00,-0.614,2.023,10.854
2026-02-26T02:40:00+00:00,-0.603,1.986,10.872
2026-02-26T02:45:00+00:00,-0.636,1.951,10.876
2026-02-26T02:50:00+00:00,-0.633,1.914,10.894
2026-02-26T02:55:00+00:00,-0.639,1.907,10.9
2026-02-26T03:00:00+00:00,-0.634,1.898,10.916
2026-02-26T03:05:00+00:00,-0.634,1.918,10.922
2026-02-26T03:10:00+00:00,-0.631,1.922,10.908
2026-02-26T03:15:00+00:00,-0.636,1.866,10.924
2026-02-26T03:20:00+00:00,-0.634,1.868,10.93
2026-02-26T03:25:00+00:00,-0.636,1.853,10.954
2026-02-26T03:30:00+00:00,-0.629,1.852,10.962
2026-02-26T03:35:00+00:00,-0.624,1.852,10.958
2026-02-26T03:40:00+00:00,-0.616,1.849,10.961
2026-02-26T03:45:00+00:00,-0.616,1.826,10.971
2026-02-26T03:50:00+00:00,-0.629,1.818,10.982
2026-02-26T03:55:00+00:00,-0.635,1.822,10.983
2026-02-26T04:00:00+00:00,-0.634,1.797,10.928
2026-02-26T04:05:00+00:00,-0.622,1.782,10.916
2026-02-26T04:10:00+00:00,-0.638,1.76,10.922
2026-02-26T04:15:00+00:00,-0.627,1.768,10.926
2026-02-26T04:20:00+00:00,-0.625,1.754,10.93
2026-02-26T04:25:00+00:00,-0.635,1.733,10.924
2026-02-26T04:30:00+00:00,-0.624,1.725,10.926
2026-02-26T04:35:00+00:00,-0.638,1.728,10.917
2026-02-26T04:40:00+00:00,-0.644,1.744,10.935
2026-02-26T04:45:00+00:00,-0.636,1.749,10.958
2026-02-26T04:50:00+00:00,-0.663,1.746,10.968
2026-02-26T04:55:00+00:00,-0.653,1.784,10.975
2026-02-26T05:00:00+00:00,-0.617,1.792,10.961
2026-02-26T05:05:00+00:00,-0.586,1.802,10.93
2026-02-26T05:10:00+00:00,-0.574,1.827,10.918
2026-02-26T05:15:00+00:00,-0.588,1.844,10.924
2026-02-26T05:20:00+00:00,-0.586,1.854,10.931
2026-02-26T05:25:00+00:00,-0.578,1.838,10.928
2026-02-26T05:30:00+00:00,-0.568,1.84,10.927
2026-02-26T05:35:00+00:00,-0.546,1.822,10.926
2026-02-26T05:40:00+00:00,-0.552,1.839,10.924
2026-02-26T05:45:00+00:00,-0.537,1.86,10.92
2026-02-26T05:50:00+00:00,-0.554,1.911,10.906
2026-02-26T05:55:00+00:00,-0.554,1.958,10.887
2026-02-26T06:00:00+00:00,-0.581,1.95,10.866
2026-02-26T06:05:00+00:00,-0.635,2.093,10.786
2026-02-26T06:10:00+00:00,-0.55,2.153,10.877
2026-02-26T06:15:00+00:00,-0.533,2.198,10.962
2026-02-26T06:20:00+00:00,-0.53,2.165,10.997
2026-02-26T06:25:00+00:00,-0.502,2.202,10.985
2026-02-26T06:30:00+00:00,-0.534,2.26,10.976
2026-02-26T06:35:00+00:00,-0.556,2.343,10.943
2026-02-26T06:40:00+00:00,-0.519,2.411,10.898
2026-02-26T06:45:00+00:00,-0.454,2.522,10.916
2026-02-26T06:50:00+00:00,-0.454,2.61,10.977
2026-02-26T06:55:00+00:00,-0.488,2.684,10.956
2026-02-26T07:00:00+00:00,-0.469,2.686,10.94
2026-02-26T07:05:00+00:00,-0.459,2.67,10.908
2026-02-26T07:10:00+00:00,-0.384,2.848,10.837
2026-02-26T07:15:00+00:00,-0.297,3.027,10.806
2026-02-26T07:20:00+00:00,-0.294,3.003,10.805
2026-02-26T07:25:00+00:00,-0.284,3.034,10.786
2026-02-26T07:30:00+00:00,-0.291,3.036,10.784
2026-02-26T07:35:00+00:00,-0.316,3.088,10.799
2026-02-26T07:40:00+00:00,-0.27,3.05,10.834
2026-02-26T07:45:00+00:00,-0.261,3.044,10.83
2026-02-26T07:50:00+00:00,-0.252,3.146,10.826
2026-02-26T07:55:00+00:00,-0.275,3.196,10.812
2026-02-26T08:00:00+00:00,-0.275,3.155,10.819
2026-02-26T08:05:00+00:00,-0.273,3.229,10.781
2026-02-26T08:10:00+00:00,-0.262,3.306,10.762
2026-02-26T08:15:00+00:00,-0.284,3.351,10.767
2026-02-26T08:20:00+00:00,-0.315,3.305,10.77
2026-02-26T08:25:00+00:00,-0.305,3.209,10.785
2026-02-26T08:30:00+00:00,-0.259,3.233,10.79
2026-02-26T08:35:00+00:00,-0.258,3.304,10.787
2026-02-26T08:40:00+00:00,-0.288,3.176,10.79
2026-02-26T08:45:00+00:00,-0.288,3.182,10.794
2026-02-26T08:50:00+00:00,-0.258,3.119,10.802
2026-02-26T08:55:00+00:00,-0.24,3.126,10.809
2026-02-26T09:00:00+00:00,-0.271,3.154,10.79
2026-02-26T09:05:00+00:00,-0.266,3.27,10.785
2026-02-26T09:10:00+00:00,-0.266,3.322,10.779
2026-02-26T09:15:00+00:00,-0.238,3.351,10.778
2026-02-26T09:20:00+00:00,-0.23,3.374,10.792
2026-02-26T09:25:00+00:00,-0.25,3.29,10.804
2026-02-26T09:30:00+00:00,-0.212,3.358,10.803
2026-02-26T09:35:00+00:00,-0.202,3.39,10.805
2026-02-26T09:40:00+00:00,-0.237,3.298,10.806
2026-02-26T09:45:00+00:00,-0.248,3.335,10.811
2026-02-26T09:50:00+00:00,-0.252,3.286,10.83
2026-02-26T09:55:00+00:00,-0.231,3.271,10.839
2026-02-26T10:00:00+00:00,-0.248,3.283,10.843
2026-02-26T10:05:00+00:00,-0.397,3.278,10.852
2026-02-26T10:10:00+00:00,-0.386,3.302,10.848
2026-02-26T10:15:00+00:00,-0.372,3.251,10.862
2026-02-26T10:20:00+00:00,-0.351,3.214,10.872
2026-02-26T10:25:00+00:00,-0.398,3.25,10.858
2026-02-26T10:30:00+00:00,-0.354,3.232,10.847
2026-02-26T10:35:00+00:00,-0.279,3.154,10.864
2026-02-26T10:40:00+00:00,-0.25,3.249,10.832
2026-02-26T10:45:00+00:00,-0.231,3.281,10.822
2026-02-26T10:50:00+00:00,-0.252,3.343,10.829
2026-02-26T10:55:00+00:00,-0.233,3.326,10.824
2026-02-26T11:00:00+00:00,-0.21,3.272,10.827
2026-02-26T11:05:00+00:00,-0.247,3.26,10.832
2026-02-26T11:10:00+00:00,-0.228,3.371,10.832
2026-02-26T11:15:00+00:00,-0.247,3.314,10.84
2026-02-26T11:20:00+00:00,-0.238,3.26,10.853
2026-02-26T11:25:00+00:00,-0.254,3.306,10.86
2026-02-26T11:30:00+00:00,-0.25,3.306,10.858
2026-02-26T11:35:00+00:00,-0.23,3.271,10.861
2026-02-26T11:40:00+00:00,-0.24,3.222,10.866
2026-02-26T11:45:00+00:00,-0.241,3.252,10.868
2026-02-26T11:50:00+00:00,-0.226,3.27,10.88
2026-02-26T11:55:00+00:00,-0.25,3.231,10.875
2026-02-26T12:00:00+00:00,-0.252,3.247,10.867
2026-02-26T12:05:00+00:00,-0.232,3.315,10.868
2026-02-26T12:10:00+00:00,-0.199,3.272,10.883
2026-02-26T12:15:00+00:00,-0.199,3.286,10.886
2026-02-26T12:20:00+00:00,-0.212,3.301,10.882
2026-02-26T12:25:00+00:00,-0.218,3.306,10.896
2026-02-26T12:30:00+00:00,-0.236,3.252,10.885
2026-02-26T12:35:00+00:00,-0.223,3.29,10.86
2026-02-26T12:40:00+00:00,-0.221,3.286,10.842
2026-02-26T12:45:00+00:00,-0.246,3.253,10.849
2026-02-26T12:50:00+00:00,-0.224,3.319,10.841
2026-02-26T12:55:00+00:00,-0.241,3.343,10.843
2026-02-26T13:00:00+00:00,-0.261,3.293,10.85
2026-02-26T13:05:00+00:00,-0.279,3.282,10.846
2026-02-26T13:10:00+00:00,-0.264,3.246,10.832
2026-02-26T13:15:00+00:00,-0.26,3.262,10.845
2026-02-26T13:20:00+00:00,-0.264,3.223,10.863
2026-02-26T13:25:00+00:00,-0.279,3.132,10.88
2026-02-26T13:30:00+00:00,-0.245,3.127,10.85
2026-02-26T13:35:00+00:00,-0.283,3.196,10.844
2026-02-26T13:40:00+00:00,-0.313,3.194,10.842
2026-02-26T13:45:00+00:00,-0.34,3.157,10.836
2026-02-26T13:50:00+00:00,-0.332,3.14,10.836
2026-02-26T13:55:00+00:00,-0.32,3.066,10.875
2026-02-26T14:00:00+00:00,-0.366,3.062,10.873
2026-02-26T14:05:00+00:00,-0.458,3.062,10.89
2026-02-26T14:10:00+00:00,-0.45,3.024,10.891
2026-02-26T14:15:00+00:00,-0.468,3.021,10.885
2026-02-26T14:20:00+00:00,-0.45,3.031,10.897
2026-02-26T14:25:00+00:00,-0.426,3.026,10.9
2026-02-26T14:30:00+00:00,-0.467,2.992,10.892
2026-02-26T14:35:00+00:00,-0.43,2.981,10.882
2026-02-26T14:40:00+00:00,-0.325,3.048,10.865
