ValueDate,Current Inst,MVA Inst,Volts Inst
2026-02-25T00:05:00+00:00,146.576,2.955,10.871
2026-02-25T00:10:00+00:00,149.27,2.979,10.867
2026-02-25T00:15:00+00:00,147.842,2.92,10.993
2026-02-25T00:20:00+00:00,147.032,2.967,11.0
2026-02-25T00:25:00+00:00,146.304,3.014,11.012
2026-02-25T00:30:00+00:00,152.058,3.046,10.972
2026-02-25T00:35:00+00:00,159.368,3.02,10.891
2026-02-25T00:40:00+00:00,160.452,2.98,10.89
2026-02-25T00:45:00+00:00,158.276,2.94,10.916
2026-02-25T00:50:00+00:00,155.98,2.99,10.922
2026-02-25T00:55:00+00:00,158.074,3.01,10.94
2026-02-25T01:00:00+00:00,156.439,2.973,10.954
2026-02-25T01:05:00+00:00,157.298,2.948,10.918
2026-02-25T01:10:00+00:00,156.839,2.926,10.93
2026-02-25T01:15:00+00:00,155.582,2.904,10.946
2026-02-25T01:20:00+00:00,155.624,2.882,10.958
2026-02-25T01:25:00+00:00,153.6,2.86,10.977
2026-02-25T01:30:00+00:00,150.983,2.838,10.997
2026-02-25T01:35:00+00:00,150.532,2.816,11.001
2026-02-25T01:40:00+00:00,151.191,2.908,11.014
2026-02-25T01:45:00+00:00,152.394,2.864,10.998
2026-02-25T01:50:00+00:00,149.96,2.832,10.926
2026-02-25T01:55:00+00:00,149.476,2.814,10.932
2026-02-25T02:00:00+00:00,147.678,2.797,10.932
2026-02-25T02:05:00+00:00,152.63,2.779,10.898
2026-02-25T02:10:00+00:00,150.858,2.762,10.924
2026-02-25T02:15:00+00:00,149.726,2.744,10.957
2026-02-25T02:20:00+00:00,149.06,2.726,10.964
2026-02-25T02:25:00+00:00,148.285,2.709,10.982
2026-02-25T02:30:00+00:00,147.879,2.692,10.987
2026-02-25T02:35:00+00:00,150.142,2.674,10.969
2026-02-25T02:40:00+00:00,148.51,2.656,10.978
2026-02-25T02:45:00+00:00,149.755,2.638,10.983
2026-02-25T02:50:00+00:00,149.402,2.621,10.858
2026-02-25T02:55:00+00:00,152.52,2.603,10.84
2026-02-25T03:00:00+00:00,145.274,2.586,10.857
2026-02-25T03:05:00+00:00,144.868,2.77,10.837
2026-02-25T03:10:00+00:00,151.244,2.838,10.884
2026-02-25T03:15:00+00:00,147.248,2.816,10.898
2026-02-25T03:20:00+00:00,146.472,2.805,10.906
2026-02-25T03:25:00+00:00,150.64,2.794,10.9
2026-02-25T03:30:00+00:00,150.612,2.783,10.907
2026-02-25T03:35:00+00:00,148.392,2.772,10.896
2026-02-25T03:40:00+00:00,148.388,2.761,10.904
2026-02-25T03:45:00+00:00,148.724,2.75,10.932
2026-02-25T03:50:00+00:00,149.166,2.739,10.941
2026-02-25T03:55:00+00:00,145.499,2.728,10.894
2026-02-25T04:00:00+00:00,144.405,2.712,10.88
2026-02-25T04:05:00+00:00,143.67,2.693,10.9
2026-02-25T04:10:00+00:00,142.524,2.675,10.914
2026-02-25T04:15:00+00:00,138.76,2.657,10.915
2026-02-25T04:20:00+00:00,143.469,2.64,10.899
2026-02-25T04:25:00+00:00,141.13,2.622,10.898
