ValueDate,MVAr Inst,MW Inst,Volts Inst
2026-03-01T16:30:00+00:00,-0.827,1.57,10.943
2026-03-01T16:35:00+00:00,-0.916,1.312,10.956
2026-03-01T16:40:00+00:00,-0.988,1.167,10.955
2026-03-01T16:45:00+00:00,-1.151,0.829,10.972
2026-03-01T16:50:00+00:00,-1.046,0.903,10.928
2026-03-01T16:55:00+00:00,-1.096,0.772,10.914
2026-03-01T17:00:00+00:00,-1.09,1.023,10.904
2026-03-01T17:05:00+00:00,-1.082,1.082,10.856
2026-03-01T17:10:00+00:00,-1.13,0.909,10.898
2026-03-01T17:15:00+00:00,-1.068,1.092,10.876
2026-03-01T17:20:00+00:00,-1.123,0.886,10.88
2026-03-01T17:25:00+00:00,-1.076,1.102,10.856
2026-03-01T17:30:00+00:00,-1.089,0.979,10.852
2026-03-01T17:35:00+00:00,-1.023,1.088,10.848
2026-03-01T17:40:00+00:00,-1.11,0.924,10.949
2026-03-01T17:45:00+00:00,-1.079,0.958,10.971
2026-03-01T17:50:00+00:00,-1.092,0.994,10.978
2026-03-01T17:55:00+00:00,-1.079,1.064,10.99
2026-03-01T18:00:00+00:00,-1.086,1.018,11.006
2026-03-01T18:05:00+00:00,-1.108,1.058,11.006
2026-03-01T18:10:00+00:00,-1.05,1.112,10.972
2026-03-01T18:15:00+00:00,-1.122,0.952,10.965
2026-03-01T18:20:00+00:00,-1.042,1.022,10.958
2026-03-01T18:25:00+00:00,-1.122,0.851,10.986
2026-03-01T18:30:00+00:00,-1.088,0.953,11.008
2026-03-01T18:35:00+00:00,-1.139,0.757,11.012
2026-03-01T18:40:00+00:00,-0.997,1.05,10.918
2026-03-01T18:45:00+00:00,-1.048,0.905,10.928
2026-03-01T18:50:00+00:00,-1.113,0.929,10.932
2026-03-01T18:55:00+00:00,-1.045,1.055,10.933
2026-03-01T19:00:00+00:00,-0.936,1.326,10.936
2026-03-01T19:05:00+00:00,-0.872,1.474,10.92
2026-03-01T19:10:00+00:00,-0.891,1.356,10.948
2026-03-01T19:15:00+00:00,-0.826,1.608,10.956
2026-03-01T19:20:00+00:00,-0.833,1.608,10.98
2026-03-01T19:25:00+00:00,-0.897,1.452,10.996
2026-03-01T19:30:00+00:00,-0.876,1.556,11.003
2026-03-01T19:35:00+00:00,-0.922,1.464,11.027
2026-03-01T19:40:00+00:00,-0.907,1.37,10.988
2026-03-01T19:45:00+00:00,-0.978,1.034,10.956
2026-03-01T19:50:00+00:00,-1.104,0.686,10.994
2026-03-01T19:55:00+00:00,-1.042,0.718,11.017
2026-03-01T20:00:00+00:00,-1.064,0.638,11.03
2026-03-01T20:05:00+00:00,-1.094,0.653,11.007
2026-03-01T20:10:00+00:00,-1.114,0.605,11.019
2026-03-01T20:15:00+00:00,-1.054,0.674,11.016
2026-03-01T20:20:00+00:00,-1.088,0.631,11.004
2026-03-01T20:25:00+00:00,-1.092,0.629,11.009
2026-03-01T20:30:00+00:00,-1.064,0.6,11.01
2026-03-01T20:35:00+00:00,-1.098,0.556,10.986
2026-03-01T20:40:00+00:00,-0.952,0.879,10.951
2026-03-01T20:45:00+00:00,-0.869,1.12,10.934
2026-03-01T20:50:00+00:00,-0.915,0.973,10.944
2026-03-01T20:55:00+00:00,-0.868,1.127,11.008
2026-03-01T21:00:00+00:00,-0.93,0.973,11.0
2026-03-01T21:05:00+00:00,-0.865,1.1,10.88
2026-03-01T21:10:00+00:00,-0.925,1.014,10.908
2026-03-01T21:15:00+00:00,-0.934,0.976,10.902
2026-03-01T21:20:00+00:00,-0.93,0.971,10.912
2026-03-01T21:25:00+00:00,-1.174,0.395,10.901
2026-03-01T21:30:00+00:00,-1.046,0.479,10.852
2026-03-01T21:35:00+00:00,-1.109,0.264,10.892
2026-03-01T21:40:00+00:00,-1.12,0.24,10.921
2026-03-01T21:45:00+00:00,-1.156,0.207,10.862
2026-03-01T21:50:00+00:00,-1.12,0.182,10.904
2026-03-01T21:55:00+00:00,-1.144,0.168,10.93
2026-03-01T22:00:00+00:00,-1.138,0.148,10.944
2026-03-01T22:05:00+00:00,-1.13,0.195,10.945
2026-03-01T22:10:00+00:00,-1.118,0.26,10.95
2026-03-01T22:15:00+00:00,-1.126,0.14,10.992
2026-03-01T22:20:00+00:00,-1.135,0.115,11.002
2026-03-01T22:25:00+00:00,-1.13,0.136,11.014
2026-03-01T22:30:00+00:00,-1.149,0.078,11.015
2026-03-01T22:35:00+00:00,-1.139,0.168,10.996
2026-03-01T22:40:00+00:00,-1.13,0.206,10.924
2026-03-01T22:45:00+00:00,-1.092,0.197,10.902
2026-03-01T22:50:00+00:00,-0.926,0.514,10.896
2026-03-01T22:55:00+00:00,-0.883,0.624,10.902
2026-03-01T23:00:00+00:00,-0.889,0.642,10.943
2026-03-01T23:05:00+00:00,-0.914,0.566,10.932
2026-03-01T23:10:00+00:00,-0.842,0.68,10.938
2026-03-01T23:15:00+00:00,-0.938,0.456,10.964
2026-03-01T23:20:00+00:00,-0.888,0.55,10.965
2026-03-01T23:25:00+00:00,-0.895,0.508,10.981
2026-03-01T23:30:00+00:00,-1.055,0.133,11.032
2026-03-01T23:35:00+00:00,-1.132,-0.004,10.933
2026-03-01T23:40:00+00:00,-1.131,-0.066,10.93
2026-03-01T23:45:00+00:00,-1.112,-0.046,10.912
2026-03-01T23:50:00+00:00,-1.134,-0.042,10.912
2026-03-01T23:55:00+00:00,-1.089,0.002,10.902
2026-03-02T00:00:00+00:00,-1.112,0.008,10.936
2026-03-02T00:05:00+00:00,-1.123,0.082,10.92
2026-03-02T00:10:00+00:00,-1.098,0.154,10.895
2026-03-02T00:15:00+00:00,-1.101,0.125,10.862
2026-03-02T00:20:00+00:00,-1.103,0.136,10.864
2026-03-02T00:25:00+00:00,-1.109,0.044,10.886
2026-03-02T00:30:00+00:00,-1.126,0.03,10.898
2026-03-02T00:35:00+00:00,-0.96,0.424,10.846
2026-03-02T00:40:00+00:00,-0.831,0.696,10.886
2026-03-02T00:45:00+00:00,-0.858,0.635,10.878
2026-03-02T00:50:00+00:00,-0.822,0.737,10.884
2026-03-02T00:55:00+00:00,-0.86,0.644,10.892
2026-03-02T01:00:00+00:00,-0.836,0.746,10.888
2026-03-02T01:05:00+00:00,-0.854,0.7,10.888
2026-03-02T01:10:00+00:00,-0.883,0.655,10.894
2026-03-02T01:15:00+00:00,-0.841,0.701,10.882
2026-03-02T01:20:00+00:00,-0.993,0.378,10.916
2026-03-02T01:25:00+00:00,-1.074,0.163,10.944
2026-03-02T01:30:00+00:00,-1.101,0.086,10.972
2026-03-02T01:35:00+00:00,-1.106,0.032,10.991
2026-03-02T01:40:00+00:00,-1.115,0.058,10.999
2026-03-02T01:45:00+00:00,-1.099,0.054,11.01
2026-03-02T01:50:00+00:00,-1.073,0.182,11.002
2026-03-02T01:55:00+00:00,-1.077,0.132,11.004
2026-03-02T02:00:00+00:00,-1.063,0.152,11.015
2026-03-02T02:05:00+00:00,-1.094,0.034,11.003
2026-03-02T02:10:00+00:00,-1.128,-0.012,11.002
2026-03-02T02:15:00+00:00,-1.084,0.07,10.986
2026-03-02T02:20:00+00:00,-1.092,0.058,11.006
2026-03-02T02:25:00+00:00,-0.911,0.544,10.996
2026-03-02T02:30:00+00:00,-0.901,0.566,11.013
2026-03-02T02:35:00+00:00,-0.915,0.532,11.002
2026-03-02T02:40:00+00:00,-0.867,0.637,11.0
2026-03-02T02:45:00+00:00,-0.925,0.527,11.016
2026-03-02T02:50:00+00:00,-0.852,0.638,11.03
2026-03-02T02:55:00+00:00,-0.905,0.551,10.958
2026-03-02T03:00:00+00:00,-0.9,0.558,10.919
2026-03-02T03:05:00+00:00,-0.912,0.501,10.915
2026-03-02T03:10:00+00:00,-1.096,0.092,10.968
2026-03-02T03:15:00+00:00,-1.059,0.16,10.914
2026-03-02T03:20:00+00:00,-1.114,0.017,10.894
2026-03-02T03:25:00+00:00,-1.072,0.118,10.898
2026-03-02T03:30:00+00:00,-1.094,0.061,10.898
2026-03-02T03:35:00+00:00,-1.108,-0.003,10.901
2026-03-02T03:40:00+00:00,-1.089,0.052,10.903
2026-03-02T03:45:00+00:00,-1.11,-0.006,10.854
2026-03-02T03:50:00+00:00,-1.064,-0.004,11.013
2026-03-02T03:55:00+00:00,-1.085,0.008,11.029
2026-03-02T04:00:00+00:00,-1.058,0.054,10.972
2026-03-02T04:05:00+00:00,-1.05,0.18,10.962
2026-03-02T04:10:00+00:00,-0.893,0.599,10.926
2026-03-02T04:15:00+00:00,-0.82,0.74,10.906
2026-03-02T04:20:00+00:00,-0.864,0.65,10.928
2026-03-02T04:25:00+00:00,-0.814,0.784,10.933
2026-03-02T04:30:00+00:00,-0.817,0.769,10.938
2026-03-02T04:35:00+00:00,-0.768,0.825,10.91
2026-03-02T04:40:00+00:00,-0.766,0.745,10.918
2026-03-02T04:45:00+00:00,-0.742,0.79,10.946
2026-03-02T04:50:00+00:00,-0.81,0.629,10.946
2026-03-02T04:55:00+00:00,-0.992,0.201,10.979
2026-03-02T05:00:00+00:00,-0.925,0.35,10.965
2026-03-02T05:05:00+00:00,-1.023,0.144,10.982
2026-03-02T05:10:00+00:00,-0.974,0.23,10.964
2026-03-02T05:15:00+00:00,-0.99,0.158,10.967
2026-03-02T05:20:00+00:00,-0.992,0.185,10.964
2026-03-02T05:25:00+00:00,-0.991,0.157,10.955
2026-03-02T05:30:00+00:00,-0.979,0.149,10.952
2026-03-02T05:35:00+00:00,-0.954,0.234,10.977
2026-03-02T05:40:00+00:00,-0.929,0.411,10.941
2026-03-02T05:45:00+00:00,-0.76,0.77,10.884
2026-03-02T05:50:00+00:00,-0.706,0.91,10.86
2026-03-02T05:55:00+00:00,-0.731,0.941,10.855
2026-03-02T06:00:00+00:00,-0.695,1.096,10.848
2026-03-02T06:05:00+00:00,-0.68,1.118,10.838
2026-03-02T06:10:00+00:00,-0.598,1.426,10.959
2026-03-02T06:15:00+00:00,-0.546,1.516,10.951
2026-03-02T06:20:00+00:00,-0.602,1.518,10.952
2026-03-02T06:25:00+00:00,-0.726,1.34,10.954
2026-03-02T06:30:00+00:00,-0.772,1.288,10.923
2026-03-02T06:35:00+00:00,-0.792,1.188,10.912
2026-03-02T06:40:00+00:00,-0.808,1.346,10.912
2026-03-02T06:45:00+00:00,-0.749,1.286,10.922
2026-03-02T06:50:00+00:00,-0.762,1.338,10.91
2026-03-02T06:55:00+00:00,-0.78,1.352,10.901
2026-03-02T07:00:00+00:00,-0.773,1.557,10.9
2026-03-02T07:05:00+00:00,-0.67,1.778,10.864
2026-03-02T07:10:00+00:00,-0.498,2.196,11.01
2026-03-02T07:15:00+00:00,-0.542,2.251,10.998
2026-03-02T07:20:00+00:00,-0.578,2.144,10.938
2026-03-02T07:25:00+00:00,-0.534,2.276,10.92
2026-03-02T07:30:00+00:00,-0.518,2.321,10.915
2026-03-02T07:35:00+00:00,-0.476,2.456,10.898
2026-03-02T07:40:00+00:00,-0.556,2.486,10.906
2026-03-02T07:45:00+00:00,-0.552,2.592,10.939
2026-03-02T07:50:00+00:00,-0.552,2.608,10.944
2026-03-02T07:55:00+00:00,-0.694,2.086,10.956
2026-03-02T08:00:00+00:00,-0.669,2.227,10.929
2026-03-02T08:05:00+00:00,-0.672,2.162,10.882
2026-03-02T08:10:00+00:00,-0.702,2.144,10.851
2026-03-02T08:15:00+00:00,-0.552,2.522,10.91
2026-03-02T08:20:00+00:00,-0.671,2.341,10.962
2026-03-02T08:25:00+00:00,-0.575,2.618,10.948
2026-03-02T08:30:00+00:00,-0.601,2.61,10.962
2026-03-02T08:35:00+00:00,-0.542,2.714,10.94
2026-03-02T08:40:00+00:00,-0.525,2.699,10.939
2026-03-02T08:45:00+00:00,-0.541,2.67,10.952
2026-03-02T08:50:00+00:00,-0.552,2.684,10.958
2026-03-02T08:55:00+00:00,-0.584,2.643,10.966
2026-03-02T09:00:00+00:00,-0.562,2.681,10.98
2026-03-02T09:05:00+00:00,-0.577,2.755,11.008
2026-03-02T09:10:00+00:00,-0.567,2.606,10.965
2026-03-02T09:15:00+00:00,-0.568,2.704,10.968
2026-03-02T09:20:00+00:00,-0.55,2.711,10.954
2026-03-02T09:25:00+00:00,-0.539,2.604,10.95
2026-03-02T09:30:00+00:00,-0.522,2.604,10.968
2026-03-02T09:35:00+00:00,-0.552,2.602,10.97
2026-03-02T09:40:00+00:00,-0.6,2.466,10.87
2026-03-02T09:45:00+00:00,-0.584,2.44,10.878
2026-03-02T09:50:00+00:00,-0.601,2.336,10.883
2026-03-02T09:55:00+00:00,-0.531,2.412,10.874
2026-03-02T10:00:00+00:00,-0.568,2.264,10.862
2026-03-02T10:05:00+00:00,-0.608,2.08,10.877
2026-03-02T10:10:00+00:00,-0.621,1.942,10.887
2026-03-02T10:15:00+00:00,-0.65,1.867,10.905
2026-03-02T10:20:00+00:00,-0.591,2.171,10.912
2026-03-02T10:25:00+00:00,-0.615,2.114,10.92
2026-03-02T10:30:00+00:00,-0.605,2.212,10.896
2026-03-02T10:35:00+00:00,-0.634,2.126,10.822
2026-03-02T10:40:00+00:00,-0.62,2.222,10.854
2026-03-02T10:45:00+00:00,-0.517,2.344,10.834
2026-03-02T10:50:00+00:00,-0.362,2.598,10.944
2026-03-02T10:55:00+00:00,-0.334,2.44,11.033
2026-03-02T11:00:00+00:00,-0.391,2.248,10.968
2026-03-02T11:05:00+00:00,-0.352,2.24,10.91
2026-03-02T11:10:00+00:00,-0.353,2.368,10.996
2026-03-02T11:15:00+00:00,-0.332,2.46,10.869
2026-03-02T11:20:00+00:00,-0.342,2.491,10.888
2026-03-02T11:25:00+00:00,-0.336,2.678,10.882
2026-03-02T11:30:00+00:00,-0.51,2.258,10.948
2026-03-02T11:35:00+00:00,-0.59,2.068,10.952
2026-03-02T11:40:00+00:00,-0.552,2.102,10.934
2026-03-02T11:45:00+00:00,-0.554,2.042,10.934
2026-03-02T11:50:00+00:00,-0.512,2.06,10.938
2026-03-02T11:55:00+00:00,-0.548,1.978,10.948
2026-03-02T12:00:00+00:00,-0.578,2.002,10.96
2026-03-02T12:05:00+00:00,-0.563,2.05,10.946
2026-03-02T12:10:00+00:00,-0.556,1.664,10.944
2026-03-02T12:15:00+00:00,-0.532,1.888,10.947
2026-03-02T12:20:00+00:00,-0.616,1.985,10.966
2026-03-02T12:25:00+00:00,-0.559,2.144,10.986
2026-03-02T12:30:00+00:00,-0.567,1.936,11.017
2026-03-02T12:35:00+00:00,-0.565,2.156,10.926
2026-03-02T12:40:00+00:00,-0.603,1.95,10.887
2026-03-02T12:45:00+00:00,-0.554,2.054,10.877
2026-03-02T12:50:00+00:00,-0.53,1.848,10.893
2026-03-02T12:55:00+00:00,-0.568,2.18,10.906
2026-03-02T13:00:00+00:00,-0.636,1.974,10.944
2026-03-02T13:05:00+00:00,-0.668,1.727,10.945
2026-03-02T13:10:00+00:00,-0.661,2.005,10.91
2026-03-02T13:15:00+00:00,-0.678,1.639,10.933
2026-03-02T13:20:00+00:00,-0.712,1.602,10.917
2026-03-02T13:25:00+00:00,-0.678,1.644,10.902
2026-03-02T13:30:00+00:00,-0.686,1.572,10.906
2026-03-02T13:35:00+00:00,-0.656,1.92,10.874
2026-03-02T13:40:00+00:00,-0.586,2.003,10.834
2026-03-02T13:45:00+00:00,-0.526,1.84,10.892
2026-03-02T13:50:00+00:00,-0.56,2.21,10.902
2026-03-02T13:55:00+00:00,-0.591,2.254,10.89
2026-03-02T14:00:00+00:00,-0.62,1.908,10.898
2026-03-02T14:05:00+00:00,-0.592,1.938,10.915
2026-03-02T14:10:00+00:00,-0.605,2.266,10.893
2026-03-02T14:15:00+00:00,-0.642,2.137,10.889
2026-03-02T14:20:00+00:00,-0.574,2.027,10.899
2026-03-02T14:25:00+00:00,-0.655,1.952,10.924
2026-03-02T14:30:00+00:00,-0.585,1.847,10.917
2026-03-02T14:35:00+00:00,-0.65,1.685,10.931
2026-03-02T14:40:00+00:00,-0.615,1.674,10.916
2026-03-02T14:45:00+00:00,-0.61,1.564,10.91
2026-03-02T14:50:00+00:00,-0.601,1.764,10.912
2026-03-02T14:55:00+00:00,-0.554,2.196,10.901
2026-03-02T15:00:00+00:00,-0.542,2.262,10.908
2026-03-02T15:05:00+00:00,-0.544,2.285,10.886
2026-03-02T15:10:00+00:00,-0.566,2.213,10.892
2026-03-02T15:15:00+00:00,-0.518,2.312,10.884
2026-03-02T15:20:00+00:00,-0.585,2.284,10.892
2026-03-02T15:25:00+00:00,-0.593,2.212,10.911
2026-03-02T15:30:00+00:00,-0.599,1.95,10.921
2026-03-02T15:35:00+00:00,-0.597,1.744,10.938
2026-03-02T15:40:00+00:00,-0.607,1.81,10.934
2026-03-02T15:45:00+00:00,-0.577,1.929,10.905
2026-03-02T15:50:00+00:00,-0.587,2.009,10.884
2026-03-02T15:55:00+00:00,-0.586,2.096,10.888
2026-03-02T16:00:00+00:00,-0.604,2.16,10.873
2026-03-02T16:05:00+00:00,-0.64,2.075,10.867
2026-03-02T16:10:00+00:00,-0.637,2.303,10.86
2026-03-02T16:15:00+00:00,-0.656,2.22,10.857
2026-03-02T16:20:00+00:00,-0.635,2.186,10.99
2026-03-02T16:25:00+00:00,-0.635,2.269,10.973
2026-03-02T16:30:00+00:00,-0.664,2.156,10.984
2026-03-02T16:35:00+00:00,-0.629,2.179,10.966
2026-03-02T16:40:00+00:00,-0.677,2.129,10.952
2026-03-02T16:45:00+00:00,-0.708,2.085,10.976
2026-03-02T16:50:00+00:00,-0.714,2.095,10.963
2026-03-02T16:55:00+00:00,-0.569,2.472,10.936
2026-03-02T17:00:00+00:00,-0.585,2.494,10.974
2026-03-02T17:05:00+00:00,-0.616,2.443,10.991
2026-03-02T17:10:00+00:00,-0.597,2.294,11.029
2026-03-02T17:15:00+00:00,-0.584,2.341,10.91
2026-03-02T17:20:00+00:00,-0.638,2.308,10.904
2026-03-02T17:25:00+00:00,-0.639,2.252,10.89
2026-03-02T17:30:00+00:00,-0.601,2.272,10.876
2026-03-02T17:35:00+00:00,-0.823,1.737,10.901
2026-03-02T17:40:00+00:00,-0.866,1.743,10.892
2026-03-02T17:45:00+00:00,-0.866,1.602,10.89
2026-03-02T17:50:00+00:00,-0.84,1.683,10.876
2026-03-02T17:55:00+00:00,-0.868,1.612,10.896
2026-03-02T18:00:00+00:00,-0.878,1.56,10.914
2026-03-02T18:05:00+00:00,-0.895,1.588,10.896
2026-03-02T18:10:00+00:00,-0.889,1.644,10.887
2026-03-02T18:15:00+00:00,-0.897,1.615,10.88
2026-03-02T18:20:00+00:00,-0.881,1.654,10.868
2026-03-02T18:25:00+00:00,-0.899,1.59,10.883
2026-03-02T18:30:00+00:00,-0.863,1.63,10.878
2026-03-02T18:35:00+00:00,-0.915,1.454,10.893
2026-03-02T18:40:00+00:00,-0.95,1.319,10.914
2026-03-02T18:45:00+00:00,-0.909,1.368,10.92
2026-03-02T18:50:00+00:00,-0.907,1.339,10.942
2026-03-02T18:55:00+00:00,-0.738,1.776,10.917
2026-03-02T19:00:00+00:00,-0.73,1.792,10.935
2026-03-02T19:05:00+00:00,-0.754,1.77,10.948
2026-03-02T19:10:00+00:00,-0.693,1.842,10.932
2026-03-02T19:15:00+00:00,-0.74,1.79,10.942
2026-03-02T19:20:00+00:00,-0.644,1.93,10.948
2026-03-02T19:25:00+00:00,-0.7,1.731,10.983
2026-03-02T19:30:00+00:00,-0.684,1.724,11.003
2026-03-02T19:35:00+00:00,-0.798,1.446,11.026
2026-03-02T19:40:00+00:00,-0.933,1.128,11.025
2026-03-02T19:45:00+00:00,-0.866,1.261,11.03
2026-03-02T19:50:00+00:00,-0.959,0.973,10.955
2026-03-02T19:55:00+00:00,-0.86,1.206,10.93
2026-03-02T20:00:00+00:00,-0.931,0.934,10.958
2026-03-02T20:05:00+00:00,-0.899,1.047,10.942
2026-03-02T20:10:00+00:00,-0.959,0.826,10.83
2026-03-02T20:15:00+00:00,-0.885,0.952,10.902
2026-03-02T20:20:00+00:00,-0.896,0.89,10.944
2026-03-02T20:25:00+00:00,-0.87,0.954,10.986
2026-03-02T20:30:00+00:00,-0.859,0.923,10.988
2026-03-02T20:35:00+00:00,-0.857,0.93,10.998
2026-03-02T20:40:00+00:00,-0.864,0.882,10.98
2026-03-02T20:45:00+00:00,-0.86,0.901,10.96
2026-03-02T20:50:00+00:00,-0.883,0.938,10.949
2026-03-02T20:55:00+00:00,-0.879,0.938,10.968
2026-03-02T21:00:00+00:00,-0.889,0.913,11.001
2026-03-02T21:05:00+00:00,-0.927,0.918,11.021
2026-03-02T21:10:00+00:00,-0.898,0.898,11.042
2026-03-02T21:15:00+00:00,-0.985,0.613,10.946
2026-03-02T21:20:00+00:00,-0.864,0.881,10.934
2026-03-02T21:25:00+00:00,-0.755,1.131,10.88
2026-03-02T21:30:00+00:00,-0.782,1.043,10.901
2026-03-02T21:35:00+00:00,-0.741,1.073,10.858
2026-03-02T21:40:00+00:00,-0.759,1.016,10.859
2026-03-02T21:45:00+00:00,-0.786,0.984,10.872
2026-03-02T21:50:00+00:00,-0.746,1.005,10.874
2026-03-02T21:55:00+00:00,-0.736,0.98,10.889
2026-03-02T22:00:00+00:00,-0.724,1.036,10.907
2026-03-02T22:05:00+00:00,-0.728,1.009,10.926
2026-03-02T22:10:00+00:00,-0.716,1.017,10.91
2026-03-02T22:15:00+00:00,-0.797,0.841,10.923
2026-03-02T22:20:00+00:00,-0.718,1.048,10.922
2026-03-02T22:25:00+00:00,-0.904,0.55,10.974
2026-03-02T22:30:00+00:00,-0.97,0.425,10.99
2026-03-02T22:35:00+00:00,-0.95,0.404,10.994
2026-03-02T22:40:00+00:00,-1.011,0.256,11.006
2026-03-02T22:45:00+00:00,-0.948,0.318,11.014
2026-03-02T22:50:00+00:00,-1.02,0.143,11.014
2026-03-02T22:55:00+00:00,-0.949,0.29,11.018
2026-03-02T23:00:00+00:00,-0.998,0.162,11.038
2026-03-02T23:05:00+00:00,-0.98,0.224,10.932
2026-03-02T23:10:00+00:00,-0.97,0.198,10.928
2026-03-02T23:15:00+00:00,-0.979,0.199,10.862
2026-03-02T23:20:00+00:00,-0.871,0.357,10.86
2026-03-02T23:25:00+00:00,-0.754,0.73,10.994
2026-03-02T23:30:00+00:00,-0.742,0.724,10.942
2026-03-02T23:35:00+00:00,-0.744,0.736,10.934
2026-03-02T23:40:00+00:00,-0.712,0.768,10.93
2026-03-02T23:45:00+00:00,-0.744,0.667,10.944
2026-03-02T23:50:00+00:00,-0.726,0.742,10.956
2026-03-02T23:55:00+00:00,-0.772,0.636,10.956
2026-03-03T00:00:00+00:00,-0.744,0.714,10.96
2026-03-03T00:05:00+00:00,-0.835,0.484,11.009
2026-03-03T00:10:00+00:00,-0.931,0.336,11.003
2026-03-03T00:15:00+00:00,-0.828,0.54,10.973
2026-03-03T00:20:00+00:00,-0.904,0.342,10.99
2026-03-03T00:25:00+00:00,-0.944,0.302,11.014
2026-03-03T00:30:00+00:00,-0.954,0.245,11.022
2026-03-03T00:35:00+00:00,-0.902,0.383,10.98
2026-03-03T00:40:00+00:00,-0.879,0.441,10.948
2026-03-03T00:45:00+00:00,-0.876,0.38,10.946
2026-03-03T00:50:00+00:00,-0.888,0.438,10.956
2026-03-03T00:55:00+00:00,-0.885,0.428,10.953
2026-03-03T01:00:00+00:00,-0.9,0.397,10.97
2026-03-03T01:05:00+00:00,-0.942,0.328,10.956
2026-03-03T01:10:00+00:00,-0.913,0.37,10.954
2026-03-03T01:15:00+00:00,-0.91,0.355,10.983
2026-03-03T01:20:00+00:00,-0.907,0.351,10.99
2026-03-03T01:25:00+00:00,-0.852,0.483,10.984
2026-03-03T01:30:00+00:00,-0.869,0.482,10.992
2026-03-03T01:35:00+00:00,-0.846,0.51,10.988
2026-03-03T01:40:00+00:00,-0.782,0.655,10.986
2026-03-03T01:45:00+00:00,-0.749,0.73,10.987
2026-03-03T01:50:00+00:00,-0.806,0.61,10.997
2026-03-03T01:55:00+00:00,-0.778,0.657,11.005
2026-03-03T02:00:00+00:00,-0.72,0.768,11.01
2026-03-03T02:05:00+00:00,-0.79,0.648,11.006
2026-03-03T02:10:00+00:00,-0.747,0.664,11.01
2026-03-03T02:15:00+00:00,-0.767,0.649,11.022
2026-03-03T02:20:00+00:00,-0.77,0.678,11.025
2026-03-03T02:25:00+00:00,-0.824,0.507,11.038
2026-03-03T02:30:00+00:00,-0.907,0.357,10.96
2026-03-03T02:35:00+00:00,-0.857,0.412,10.942
2026-03-03T02:40:00+00:00,-0.895,0.295,10.949
2026-03-03T02:45:00+00:00,-0.872,0.305,10.919
2026-03-03T02:50:00+00:00,-0.814,0.464,10.914
2026-03-03T02:55:00+00:00,-0.733,0.664,10.924
2026-03-03T03:00:00+00:00,-0.714,0.705,10.934
2026-03-03T03:05:00+00:00,-0.726,0.779,10.855
2026-03-03T03:10:00+00:00,-0.698,0.794,10.89
2026-03-03T03:15:00+00:00,-0.72,0.719,10.975
2026-03-03T03:20:00+00:00,-0.716,0.78,10.976
2026-03-03T03:25:00+00:00,-0.701,0.743,10.978
2026-03-03T03:30:00+00:00,-0.696,0.756,10.99
2026-03-03T03:35:00+00:00,-0.822,0.456,10.954
2026-03-03T03:40:00+00:00,-0.929,0.211,10.966
2026-03-03T03:45:00+00:00,-0.901,0.246,10.963
2026-03-03T03:50:00+00:00,-0.918,0.192,10.972
2026-03-03T03:55:00+00:00,-0.948,0.136,10.982
2026-03-03T04:00:00+00:00,-0.977,0.07,11.006
2026-03-03T04:05:00+00:00,-0.964,0.18,11.012
2026-03-03T04:10:00+00:00,-0.996,0.16,11.02
2026-03-03T04:15:00+00:00,-0.994,0.142,11.002
2026-03-03T04:20:00+00:00,-0.908,0.314,10.992
2026-03-03T04:25:00+00:00,-0.968,0.076,11.008
2026-03-03T04:30:00+00:00,-0.847,0.422,10.999
2026-03-03T04:35:00+00:00,-0.698,0.762,10.972
2026-03-03T04:40:00+00:00,-0.684,0.727,10.962
2026-03-03T04:45:00+00:00,-0.661,0.818,10.965
2026-03-03T04:50:00+00:00,-0.697,0.796,10.968
2026-03-03T04:55:00+00:00,-0.727,0.693,10.979
2026-03-03T05:00:00+00:00,-0.654,0.892,10.971
2026-03-03T05:05:00+00:00,-0.71,0.755,11.0
2026-03-03T05:10:00+00:00,-0.727,0.745,11.0
2026-03-03T05:15:00+00:00,-0.812,0.544,11.003
2026-03-03T05:20:00+00:00,-0.863,0.382,11.02
2026-03-03T05:25:00+00:00,-0.837,0.466,11.01
2026-03-03T05:30:00+00:00,-0.883,0.258,11.022
2026-03-03T05:35:00+00:00,-0.828,0.407,10.994
2026-03-03T05:40:00+00:00,-0.915,0.168,11.008
2026-03-03T05:45:00+00:00,-0.944,0.212,11.0
2026-03-03T05:50:00+00:00,-0.89,0.458,10.978
2026-03-03T05:55:00+00:00,-0.943,0.35,10.964
2026-03-03T06:00:00+00:00,-0.878,0.528,10.941
2026-03-03T06:05:00+00:00,-0.888,0.548,10.898
2026-03-03T06:10:00+00:00,-0.822,0.778,10.842
2026-03-03T06:15:00+00:00,-0.766,0.907,10.918
2026-03-03T06:20:00+00:00,-0.76,1.01,10.933
2026-03-03T06:25:00+00:00,-0.606,1.463,10.892
2026-03-03T06:30:00+00:00,-0.556,1.614,10.872
2026-03-03T06:35:00+00:00,-0.589,1.634,10.857
2026-03-03T06:40:00+00:00,-0.491,1.878,10.926
2026-03-03T06:45:00+00:00,-0.574,1.688,10.982
2026-03-03T06:50:00+00:00,-0.52,1.904,10.944
2026-03-03T06:55:00+00:00,-0.581,1.731,10.948
2026-03-03T07:00:00+00:00,-0.499,1.907,10.936
2026-03-03T07:05:00+00:00,-0.544,1.966,10.939
2026-03-03T07:10:00+00:00,-0.651,1.894,10.934
