ValueDate,Current Inst,Volts Inst
2026-01-18T00:05:00+00:00,145.015,10.997
2026-01-18T00:10:00+00:00,157.509,10.956
2026-01-18T00:15:00+00:00,162.527,10.918
2026-01-18T00:20:00+00:00,160.944,10.916
2026-01-18T00:25:00+00:00,156.647,10.937
2026-01-18T00:30:00+00:00,155.86,10.959
2026-01-18T00:35:00+00:00,157.627,10.898
2026-01-18T00:40:00+00:00,159.203,10.833
2026-01-18T00:45:00+00:00,162.655,10.865
2026-01-18T00:50:00+00:00,165.073,10.917
2026-01-18T00:55:00+00:00,169.054,10.931
2026-01-18T01:00:00+00:00,171.04,10.923
2026-01-18T01:05:00+00:00,170.684,10.917
2026-01-18T01:10:00+00:00,169.819,10.916
2026-01-18T01:15:00+00:00,166.782,10.933
2026-01-18T01:20:00+00:00,166.215,10.932
2026-01-18T01:25:00+00:00,166.474,10.928
2026-01-18T01:30:00+00:00,166.142,10.939
2026-01-18T01:35:00+00:00,170.454,10.943
2026-01-18T01:40:00+00:00,166.009,10.95
2026-01-18T01:45:00+00:00,165.198,10.958
2026-01-18T01:50:00+00:00,167.152,10.97
2026-01-18T01:55:00+00:00,166.428,10.987
2026-01-18T02:00:00+00:00,162.126,10.986
2026-01-18T02:05:00+00:00,161.663,10.897
2026-01-18T02:10:00+00:00,161.687,10.904
2026-01-18T02:15:00+00:00,159.838,10.908
2026-01-18T02:20:00+00:00,160.271,10.906
2026-01-18T02:25:00+00:00,160.513,10.919
2026-01-18T02:30:00+00:00,159.05,10.94
2026-01-18T02:35:00+00:00,155.6,10.948
2026-01-18T02:40:00+00:00,147.829,10.955
2026-01-18T02:45:00+00:00,144.862,10.974
2026-01-18T02:50:00+00:00,143.416,10.98
2026-01-18T02:55:00+00:00,143.765,10.987
2026-01-18T03:00:00+00:00,143.392,10.996
2026-01-18T03:05:00+00:00,144.144,11.013
2026-01-18T03:10:00+00:00,143.832,11.01
2026-01-18T03:15:00+00:00,149.889,11.004
2026-01-18T03:20:00+00:00,147.651,11.014
2026-01-18T03:25:00+00:00,146.108,11.025
2026-01-18T03:30:00+00:00,143.219,11.041
2026-01-18T03:35:00+00:00,140.544,11.024
2026-01-18T03:40:00+00:00,141.277,11.006
2026-01-18T03:45:00+00:00,141.419,11.004
2026-01-18T03:50:00+00:00,141.569,11.028
2026-01-18T03:55:00+00:00,141.898,11.049
2026-01-18T04:00:00+00:00,139.219,11.083
2026-01-18T04:05:00+00:00,139.113,11.078
2026-01-18T04:10:00+00:00,139.298,11.063
2026-01-18T04:15:00+00:00,139.506,11.057
2026-01-18T04:20:00+00:00,137.696,11.065
2026-01-18T04:25:00+00:00,135.066,11.098
2026-01-18T04:30:00+00:00,139.618,11.101
2026-01-18T04:35:00+00:00,134.849,11.091
2026-01-18T04:40:00+00:00,133.47,11.055
2026-01-18T04:45:00+00:00,134.476,11.055
2026-01-18T04:50:00+00:00,132.484,11.052
2026-01-18T04:55:00+00:00,126.149,10.991
2026-01-18T05:00:00+00:00,122.353,11.006
2026-01-18T05:05:00+00:00,120.676,11.056
2026-01-18T05:10:00+00:00,121.178,11.041
2026-01-18T05:15:00+00:00,119.079,11.046
2026-01-18T05:20:00+00:00,120.899,11.041
2026-01-18T05:25:00+00:00,119.86,11.049
2026-01-18T05:30:00+00:00,118.561,11.05
2026-01-18T05:35:00+00:00,118.058,11.049
2026-01-18T05:40:00+00:00,119.443,11.024
2026-01-18T05:45:00+00:00,123.153,11.021
2026-01-18T05:50:00+00:00,120.276,11.015
2026-01-18T05:55:00+00:00,121.946,11.017
2026-01-18T06:00:00+00:00,125.355,11.005
2026-01-18T06:05:00+00:00,130.74,10.976
2026-01-18T06:10:00+00:00,131.83,10.981
2026-01-18T06:15:00+00:00,137.89,10.958
2026-01-18T06:20:00+00:00,141.463,10.954
2026-01-18T06:25:00+00:00,139.5,10.961
2026-01-18T06:30:00+00:00,140.393,10.942
2026-01-18T06:35:00+00:00,141.047,10.945
2026-01-18T06:40:00+00:00,140.979,10.946
2026-01-18T06:45:00+00:00,147.016,10.924
2026-01-18T06:50:00+00:00,151.065,10.899
