ValueDate,Current Inst,MVA Inst,Volts Inst
2026-02-25T00:05:00+00:00,213.769,4.163,10.995
2026-02-25T00:10:00+00:00,219.456,4.232,10.958
2026-02-25T00:15:00+00:00,220.856,4.246,10.961
2026-02-25T00:20:00+00:00,219.809,4.242,10.963
2026-02-25T00:25:00+00:00,217.66,4.239,10.962
2026-02-25T00:30:00+00:00,217.698,4.235,10.982
2026-02-25T00:35:00+00:00,220.22,4.231,10.963
2026-02-25T00:40:00+00:00,220.969,4.227,10.953
2026-02-25T00:45:00+00:00,223.398,4.217,10.962
2026-02-25T00:50:00+00:00,222.495,4.192,10.978
2026-02-25T00:55:00+00:00,220.224,4.165,10.989
2026-02-25T01:00:00+00:00,217.976,4.141,10.985
2026-02-25T01:05:00+00:00,218.196,4.119,10.966
2026-02-25T01:10:00+00:00,217.883,4.096,10.979
2026-02-25T01:15:00+00:00,215.775,4.074,10.987
2026-02-25T01:20:00+00:00,216.098,4.051,10.987
2026-02-25T01:25:00+00:00,214.557,4.029,11.001
2026-02-25T01:30:00+00:00,212.353,4.011,11.008
2026-02-25T01:35:00+00:00,213.687,3.998,10.997
2026-02-25T01:40:00+00:00,212.194,3.985,11.012
2026-02-25T01:45:00+00:00,211.052,3.972,11.031
2026-02-25T01:50:00+00:00,209.033,3.956,11.046
2026-02-25T01:55:00+00:00,206.456,3.939,11.054
2026-02-25T02:00:00+00:00,206.546,3.922,11.049
2026-02-25T02:05:00+00:00,205.627,3.906,11.036
2026-02-25T02:10:00+00:00,205.063,3.889,11.047
2026-02-25T02:15:00+00:00,203.812,3.872,11.079
2026-02-25T02:20:00+00:00,204.031,3.85,11.092
2026-02-25T02:25:00+00:00,201.25,3.829,11.099
2026-02-25T02:30:00+00:00,199.801,3.807,11.098
2026-02-25T02:35:00+00:00,198.704,3.785,11.097
2026-02-25T02:40:00+00:00,199.12,3.763,11.104
2026-02-25T02:45:00+00:00,199.161,3.741,11.114
2026-02-25T02:50:00+00:00,197.154,3.72,11.129
2026-02-25T02:55:00+00:00,194.889,3.706,11.046
2026-02-25T03:00:00+00:00,193.265,3.691,10.975
2026-02-25T03:05:00+00:00,192.04,3.676,10.939
2026-02-25T03:10:00+00:00,192.328,3.661,10.94
2026-02-25T03:15:00+00:00,191.983,3.645,10.945
2026-02-25T03:20:00+00:00,191.288,3.63,10.951
2026-02-25T03:25:00+00:00,190.798,3.614,10.956
2026-02-25T03:30:00+00:00,190.261,3.599,10.96
2026-02-25T03:35:00+00:00,189.37,3.584,10.925
2026-02-25T03:40:00+00:00,189.087,3.568,10.927
2026-02-25T03:45:00+00:00,187.007,3.559,10.941
2026-02-25T03:50:00+00:00,185.565,3.562,10.948
2026-02-25T03:55:00+00:00,184.564,3.574,10.965
2026-02-25T04:00:00+00:00,184.895,3.588,10.979
2026-02-25T04:05:00+00:00,187.056,3.601,10.994
2026-02-25T04:10:00+00:00,186.407,3.614,10.979
2026-02-25T04:15:00+00:00,186.061,3.628,10.973
2026-02-25T04:20:00+00:00,184.272,3.642,10.975
2026-02-25T04:25:00+00:00,184.894,3.655,10.972
2026-02-25T04:30:00+00:00,184.936,3.668,10.978
2026-02-25T04:35:00+00:00,184.757,3.682,10.972
2026-02-25T04:40:00+00:00,182.93,3.696,10.982
2026-02-25T04:45:00+00:00,183.472,3.709,10.982
2026-02-25T04:50:00+00:00,183.735,3.723,10.978
2026-02-25T04:55:00+00:00,184.585,3.736,10.98
2026-02-25T05:00:00+00:00,185.195,3.75,10.982
2026-02-25T05:05:00+00:00,190.611,3.763,10.96
2026-02-25T05:10:00+00:00,191.969,3.779,10.942
2026-02-25T05:15:00+00:00,193.825,3.795,10.946
2026-02-25T05:20:00+00:00,193.304,3.811,10.952
2026-02-25T05:25:00+00:00,191.678,3.826,10.956
2026-02-25T05:30:00+00:00,193.048,3.842,10.96
2026-02-25T05:35:00+00:00,193.853,3.858,10.945
2026-02-25T05:40:00+00:00,196.61,3.874,10.937
2026-02-25T05:45:00+00:00,197.608,3.89,10.919
2026-02-25T05:50:00+00:00,199.713,3.905,10.919
2026-02-25T05:55:00+00:00,201.593,3.921,10.913
2026-02-25T06:00:00+00:00,204.132,3.941,10.904
2026-02-25T06:05:00+00:00,214.13,4.065,10.861
2026-02-25T06:10:00+00:00,220.749,4.195,10.867
2026-02-25T06:15:00+00:00,222.482,4.25,10.943
2026-02-25T06:20:00+00:00,223.405,4.296,10.95
2026-02-25T06:25:00+00:00,224.528,4.344,10.984
2026-02-25T06:30:00+00:00,226.846,4.413,10.977
2026-02-25T06:35:00+00:00,231.264,4.485,10.977
2026-02-25T06:40:00+00:00,232.548,4.513,10.96
2026-02-25T06:45:00+00:00,234.231,4.56,10.925
2026-02-25T06:50:00+00:00,237.878,4.634,10.905
2026-02-25T06:55:00+00:00,243.143,4.707,10.884
2026-02-25T07:00:00+00:00,248.75,4.785,10.882
2026-02-25T07:05:00+00:00,253.065,4.868,10.876
2026-02-25T07:10:00+00:00,257.82,4.923,10.95
2026-02-25T07:15:00+00:00,260.434,4.961,10.979
2026-02-25T07:20:00+00:00,263.409,4.997,10.998
2026-02-25T07:25:00+00:00,264.262,5.031,10.997
2026-02-25T07:30:00+00:00,261.881,5.065,11.016
2026-02-25T07:35:00+00:00,264.807,5.099,10.976
2026-02-25T07:40:00+00:00,266.915,5.134,10.961
2026-02-25T07:45:00+00:00,269.841,5.18,10.965
2026-02-25T07:50:00+00:00,270.608,5.23,10.958
2026-02-25T07:55:00+00:00,273.131,5.278,10.961
2026-02-25T08:00:00+00:00,273.138,5.324,10.958
2026-02-25T08:05:00+00:00,276.523,5.369,10.947
2026-02-25T08:10:00+00:00,280.182,5.404,10.94
2026-02-25T08:15:00+00:00,281.465,5.434,10.936
2026-02-25T08:20:00+00:00,286.343,5.464,10.939
2026-02-25T08:25:00+00:00,286.072,5.498,10.949
2026-02-25T08:30:00+00:00,287.09,5.537,10.97
2026-02-25T08:35:00+00:00,292.351,5.581,10.961
2026-02-25T08:40:00+00:00,293.177,5.638,10.951
2026-02-25T08:45:00+00:00,300.356,5.693,10.94
2026-02-25T08:50:00+00:00,299.848,5.744,10.944
2026-02-25T08:55:00+00:00,299.781,5.795,10.928
2026-02-25T09:00:00+00:00,302.362,5.852,10.922
2026-02-25T09:05:00+00:00,305.323,5.914,10.922
2026-02-25T09:10:00+00:00,307.795,5.922,10.929
2026-02-25T09:15:00+00:00,310.841,5.885,10.923
2026-02-25T09:20:00+00:00,306.9,5.792,10.937
2026-02-25T09:25:00+00:00,301.953,5.763,10.957
2026-02-25T09:30:00+00:00,305.742,5.771,10.961
2026-02-25T09:35:00+00:00,302.324,5.783,10.969
2026-02-25T09:40:00+00:00,300.681,5.794,10.981
2026-02-25T09:45:00+00:00,303.295,5.866,10.993
2026-02-25T09:50:00+00:00,306.999,5.876,10.994
2026-02-25T09:55:00+00:00,302.391,5.909,10.995
2026-02-25T10:00:00+00:00,303.2,5.933,11.01
2026-02-25T10:05:00+00:00,305.213,5.957,11.016
2026-02-25T10:10:00+00:00,308.758,5.943,11.033
2026-02-25T10:15:00+00:00,303.877,5.918,11.041
2026-02-25T10:20:00+00:00,305.127,5.959,11.037
2026-02-25T10:25:00+00:00,306.449,6.001,11.021
2026-02-25T10:30:00+00:00,306.074,5.949,11.035
2026-02-25T10:35:00+00:00,307.22,5.983,11.04
2026-02-25T10:40:00+00:00,306.082,6.019,11.043
2026-02-25T10:45:00+00:00,307.201,6.054,11.034
2026-02-25T10:50:00+00:00,310.041,6.057,11.066
