ValueDate,MVA Inst,MVAr Inst,MW Inst,Volts Inst
2026-02-26T00:05:00+00:00,0.951,0.0,0.0,10.929
2026-02-26T00:10:00+00:00,0.944,0.0,0.0,10.896
2026-02-26T00:15:00+00:00,0.938,0.0,0.0,10.856
2026-02-26T00:20:00+00:00,0.931,0.0,0.0,10.852
2026-02-26T00:25:00+00:00,0.927,0.0,0.0,10.872
2026-02-26T00:30:00+00:00,0.93,0.0,0.0,10.875
2026-02-26T00:35:00+00:00,0.933,0.0,0.0,10.875
2026-02-26T00:40:00+00:00,0.937,0.0,0.0,10.934
2026-02-26T00:45:00+00:00,0.94,0.0,0.0,11.012
2026-02-26T00:50:00+00:00,0.944,0.0,0.0,11.043
2026-02-26T00:55:00+00:00,0.947,0.0,0.0,11.049
2026-02-26T01:00:00+00:00,0.951,0.0,0.0,11.055
2026-02-26T01:05:00+00:00,0.955,0.0,0.0,11.061
2026-02-26T01:10:00+00:00,0.958,0.0,0.0,11.066
2026-02-26T01:15:00+00:00,0.962,0.0,0.0,11.07
2026-02-26T01:20:00+00:00,0.965,0.0,0.0,11.07
2026-02-26T01:25:00+00:00,0.969,0.0,0.0,11.082
2026-02-26T01:30:00+00:00,0.972,0.0,0.0,11.089
2026-02-26T01:35:00+00:00,0.976,0.0,0.0,11.084
2026-02-26T01:40:00+00:00,0.979,0.0,0.0,11.092
2026-02-26T01:45:00+00:00,0.983,0.0,0.0,11.11
2026-02-26T01:50:00+00:00,0.986,0.0,0.0,11.104
2026-02-26T01:55:00+00:00,0.99,0.0,0.0,11.077
2026-02-26T02:00:00+00:00,0.993,0.0,0.0,11.044
2026-02-26T02:05:00+00:00,0.997,0.0,0.0,10.989
2026-02-26T02:10:00+00:00,1.001,0.0,0.0,10.984
2026-02-26T02:15:00+00:00,1.004,0.0,0.0,10.989
2026-02-26T02:20:00+00:00,1.008,0.0,0.0,10.987
2026-02-26T02:25:00+00:00,1.011,0.0,0.0,10.992
2026-02-26T02:30:00+00:00,1.015,0.0,0.0,11.003
2026-02-26T02:35:00+00:00,1.018,0.0,0.0,11.01
2026-02-26T02:40:00+00:00,1.022,0.0,0.0,11.012
2026-02-26T02:45:00+00:00,1.025,0.0,0.0,11.019
2026-02-26T02:50:00+00:00,1.029,0.0,0.0,11.032
2026-02-26T02:55:00+00:00,1.032,0.0,0.0,11.035
2026-02-26T03:00:00+00:00,1.036,0.0,0.0,11.048
2026-02-26T03:05:00+00:00,1.039,0.0,0.0,11.044
2026-02-26T03:10:00+00:00,1.043,0.0,0.0,11.045
2026-02-26T03:15:00+00:00,1.046,0.0,0.0,11.048
2026-02-26T03:20:00+00:00,1.05,0.0,0.0,11.061
2026-02-26T03:25:00+00:00,1.054,0.0,0.0,11.08
2026-02-26T03:30:00+00:00,1.057,0.0,0.0,11.086
2026-02-26T03:35:00+00:00,1.061,0.0,0.0,11.082
2026-02-26T03:40:00+00:00,1.064,0.0,0.0,11.086
2026-02-26T03:45:00+00:00,1.068,0.0,0.0,11.086
2026-02-26T03:50:00+00:00,1.071,0.0,0.0,11.032
2026-02-26T03:55:00+00:00,1.075,0.0,0.0,11.006
2026-02-26T04:00:00+00:00,1.078,0.0,0.0,10.934
2026-02-26T04:05:00+00:00,1.082,0.0,0.0,10.927
2026-02-26T04:10:00+00:00,1.085,0.0,0.0,10.932
2026-02-26T04:15:00+00:00,1.089,0.0,0.0,10.928
2026-02-26T04:20:00+00:00,1.092,0.0,0.0,10.928
2026-02-26T04:25:00+00:00,1.096,0.0,0.0,10.928
2026-02-26T04:30:00+00:00,1.1,0.0,0.0,10.928
2026-02-26T04:35:00+00:00,1.103,0.0,0.0,10.93
2026-02-26T04:40:00+00:00,1.107,0.0,0.0,10.955
2026-02-26T04:45:00+00:00,1.11,0.0,0.0,10.968
2026-02-26T04:50:00+00:00,1.114,0.0,0.0,10.966
2026-02-26T04:55:00+00:00,1.117,0.0,0.0,10.972
2026-02-26T05:00:00+00:00,1.121,0.0,0.0,10.962
2026-02-26T05:05:00+00:00,1.124,0.0,0.0,10.945
2026-02-26T05:10:00+00:00,1.128,0.0,0.0,10.948
2026-02-26T05:15:00+00:00,1.131,0.0,0.0,10.953
2026-02-26T05:20:00+00:00,1.135,0.0,0.0,10.946
2026-02-26T05:25:00+00:00,1.138,0.0,0.0,10.946
2026-02-26T05:30:00+00:00,1.142,0.0,0.0,10.95
2026-02-26T05:35:00+00:00,1.146,0.0,0.0,10.937
2026-02-26T05:40:00+00:00,1.149,0.0,0.0,10.93
2026-02-26T05:45:00+00:00,1.153,0.0,0.0,10.923
2026-02-26T05:50:00+00:00,1.156,0.0,0.0,10.918
2026-02-26T05:55:00+00:00,1.16,0.0,0.0,10.904
2026-02-26T06:00:00+00:00,1.163,0.0,0.0,10.882
2026-02-26T06:05:00+00:00,1.167,0.0,0.0,10.871
2026-02-26T06:10:00+00:00,1.17,0.0,0.0,10.852
2026-02-26T06:15:00+00:00,1.174,0.0,0.0,10.871
2026-02-26T06:20:00+00:00,1.177,0.0,0.0,10.886
2026-02-26T06:25:00+00:00,1.181,0.0,0.0,10.878
2026-02-26T06:30:00+00:00,1.184,0.0,0.0,10.87
2026-02-26T06:35:00+00:00,1.188,0.0,0.0,10.852
2026-02-26T06:40:00+00:00,1.194,0.0,0.0,10.884
2026-02-26T06:45:00+00:00,1.203,0.0,0.0,10.91
2026-02-26T06:50:00+00:00,1.213,0.0,0.0,10.974
2026-02-26T06:55:00+00:00,1.222,0.0,0.0,10.96
2026-02-26T07:00:00+00:00,1.232,0.0,0.0,10.948
2026-02-26T07:05:00+00:00,1.241,0.0,0.0,10.912
2026-02-26T07:10:00+00:00,1.251,0.0,0.0,10.885
2026-02-26T07:15:00+00:00,1.26,0.0,0.0,10.912
2026-02-26T07:20:00+00:00,1.27,0.0,0.0,10.91
2026-02-26T07:25:00+00:00,1.279,0.0,0.0,10.898
2026-02-26T07:30:00+00:00,1.289,0.0,0.0,10.886
2026-02-26T07:35:00+00:00,1.298,0.0,0.0,10.921
2026-02-26T07:40:00+00:00,1.308,0.0,0.0,10.964
2026-02-26T07:45:00+00:00,1.317,0.0,0.0,10.948
2026-02-26T07:50:00+00:00,1.326,0.0,0.0,10.947
2026-02-26T07:55:00+00:00,1.383,0.0,0.0,10.948
2026-02-26T08:00:00+00:00,1.501,0.0,0.0,10.939
2026-02-26T08:05:00+00:00,1.596,0.0,0.0,10.904
2026-02-26T08:10:00+00:00,1.617,0.0,0.0,10.896
2026-02-26T08:15:00+00:00,1.632,0.0,0.0,10.91
2026-02-26T08:20:00+00:00,1.649,0.0,0.0,10.929
2026-02-26T08:25:00+00:00,1.665,0.0,0.0,10.924
2026-02-26T08:30:00+00:00,1.68,0.0,0.0,10.932
2026-02-26T08:35:00+00:00,1.696,0.0,0.0,10.926
2026-02-26T08:40:00+00:00,1.712,0.0,0.0,10.93
2026-02-26T08:45:00+00:00,1.731,0.0,0.0,10.927
2026-02-26T08:50:00+00:00,1.794,0.0,0.0,10.928
2026-02-26T08:55:00+00:00,1.874,0.0,0.0,10.922
2026-02-26T09:00:00+00:00,1.954,0.0,0.0,10.909
2026-02-26T09:05:00+00:00,1.998,0.0,0.0,10.907
2026-02-26T09:10:00+00:00,1.998,0.0,0.0,10.91
2026-02-26T09:15:00+00:00,1.998,0.0,0.0,10.909
2026-02-26T09:20:00+00:00,1.998,0.0,0.0,10.928
2026-02-26T09:25:00+00:00,1.998,0.0,0.0,10.931
2026-02-26T09:30:00+00:00,1.998,0.0,0.0,10.95
2026-02-26T09:35:00+00:00,1.998,0.0,0.0,10.944
2026-02-26T09:40:00+00:00,1.998,0.0,0.0,10.948
2026-02-26T09:45:00+00:00,1.998,0.0,0.0,10.952
2026-02-26T09:50:00+00:00,1.998,0.0,0.0,10.966
2026-02-26T09:55:00+00:00,1.998,0.0,0.0,10.969
2026-02-26T10:00:00+00:00,1.998,0.0,0.0,10.966
2026-02-26T10:05:00+00:00,1.998,0.0,0.0,10.969
2026-02-26T10:10:00+00:00,1.998,0.0,0.0,10.952
2026-02-26T10:15:00+00:00,1.999,0.0,0.0,10.958
2026-02-26T10:20:00+00:00,2.012,0.0,0.0,10.968
2026-02-26T10:25:00+00:00,2.029,0.0,0.0,10.955
2026-02-26T10:30:00+00:00,2.046,0.0,0.0,10.952
2026-02-26T10:35:00+00:00,2.063,0.0,0.0,10.967
