Timestamp,Net Demand,Generation,Import,Solar,Wind,STOR,Other
2026-03-05T05:20:00,201.47,18.24,183.23,1.59,0.99,15.45,0.21
2026-03-05T05:25:00,203.22,31.4,171.82,1.69,1.08,28.33,0.30
2026-03-05T05:30:00,202.98,19.99,182.99,1.71,0.97,17.01,0.30
2026-03-05T05:35:00,202.25,23.53,178.72,1.62,0.84,20.77,0.30
2026-03-05T05:40:00,204.4,28.89,175.51,1.58,0.94,26.07,0.30
2026-03-05T05:45:00,205.13,24.3,180.83,1.56,0.80,21.64,0.30
2026-03-05T05:50:00,206.64,13.51,193.13,1.56,0.73,10.92,0.30
2026-03-05T05:55:00,206,9.24,196.76,1.55,0.74,6.65,0.30
2026-03-05T06:00:00,209.08,5.06,204.02,1.65,0.70,2.41,0.30
2026-03-05T06:05:00,215.95,6.64,209.31,1.68,0.65,4.01,0.30
2026-03-05T06:10:00,222.76,15.23,207.53,1.69,0.59,12.65,0.30
2026-03-05T06:15:00,225.29,25.84,199.45,1.69,0.61,23.24,0.30
2026-03-05T06:20:00,229.15,29.92,199.23,1.63,0.68,27.39,0.22
2026-03-05T06:25:00,230.88,18.63,212.25,1.68,0.67,16.05,0.23
2026-03-05T06:30:00,229.25,10.91,218.34,1.73,0.62,8.30,0.26
2026-03-05T06:35:00,233.72,3.87,229.85,1.65,0.58,1.40,0.24
2026-03-05T06:40:00,239.56,21.58,217.98,1.44,0.53,6.84,12.77
2026-03-05T06:45:00,242.69,37.66,205.03,1.34,0.50,18.52,17.30
2026-03-05T06:50:00,246.11,49.18,196.93,1.36,0.60,29.88,17.34
2026-03-05T06:55:00,249.72,54.41,195.31,1.81,0.51,34.77,17.32
2026-03-05T07:00:00,245.14,20.49,224.65,2.05,0.51,3.04,14.89
2026-03-05T07:05:00,257.18,28.94,228.24,3.43,0.51,22.93,2.07
2026-03-05T07:10:00,266.94,13.58,253.36,4.39,0.47,8.44,0.28
2026-03-05T07:15:00,278.41,18.12,260.29,5.67,0.57,11.60,0.28
