ValueDate,Amps,MVA,Volts
2026-02-25T00:05:00+00:00,180.226,2.899,11.084
2026-02-25T00:10:00+00:00,186.552,2.96,11.067
2026-02-25T00:15:00+00:00,188.464,2.994,11.067
2026-02-25T00:20:00+00:00,187.983,2.974,11.067
2026-02-25T00:25:00+00:00,186.857,2.994,11.072
2026-02-25T00:30:00+00:00,183.071,2.942,11.1
2026-02-25T00:35:00+00:00,188.582,3.009,11.075
2026-02-25T00:40:00+00:00,192.21,3.042,11.067
2026-02-25T00:45:00+00:00,191.196,3.042,11.067
2026-02-25T00:50:00+00:00,191.816,3.034,11.078
2026-02-25T00:55:00+00:00,191.42,3.054,11.09
2026-02-25T01:00:00+00:00,190.093,3.029,11.1
2026-02-25T01:05:00+00:00,195.954,3.126,11.072
2026-02-25T01:10:00+00:00,195.618,3.1,11.068
2026-02-25T01:15:00+00:00,195.579,3.09,11.092
2026-02-25T01:20:00+00:00,194.62,3.083,11.099
2026-02-25T01:25:00+00:00,193.781,3.073,11.1
2026-02-25T01:30:00+00:00,192.498,3.033,11.1
2026-02-25T01:35:00+00:00,189.529,3.007,11.1
2026-02-25T01:40:00+00:00,188.909,2.988,11.133
2026-02-25T01:45:00+00:00,188.28,2.998,11.167
2026-02-25T01:50:00+00:00,189.141,3.008,11.173
2026-02-25T01:55:00+00:00,189.108,3.013,11.182
2026-02-25T02:00:00+00:00,186.706,2.96,11.171
2026-02-25T02:05:00+00:00,188.842,3.006,11.182
2026-02-25T02:10:00+00:00,187.709,2.977,11.196
2026-02-25T02:15:00+00:00,185.699,2.98,11.2
2026-02-25T02:20:00+00:00,183.114,2.92,11.2
2026-02-25T02:25:00+00:00,178.933,2.876,11.206
2026-02-25T02:30:00+00:00,179.528,2.875,11.211
2026-02-25T02:35:00+00:00,177.559,2.847,11.206
2026-02-25T02:40:00+00:00,176.484,2.823,11.224
2026-02-25T02:45:00+00:00,174.788,2.826,11.248
2026-02-25T02:50:00+00:00,174.423,2.798,11.267
2026-02-25T02:55:00+00:00,171.827,2.765,11.269
2026-02-25T03:00:00+00:00,168.7,2.709,11.267
2026-02-25T03:05:00+00:00,172.046,2.762,11.227
2026-02-25T03:10:00+00:00,170.762,2.746,11.224
2026-02-25T03:15:00+00:00,169.896,2.757,11.255
2026-02-25T03:20:00+00:00,167.422,2.734,11.267
2026-02-25T03:25:00+00:00,163.342,2.691,11.267
2026-02-25T03:30:00+00:00,165.166,2.691,11.267
2026-02-25T03:35:00+00:00,164.956,2.674,11.267
2026-02-25T03:40:00+00:00,163.52,2.656,11.267
2026-02-25T03:45:00+00:00,162.281,2.646,11.267
2026-02-25T03:50:00+00:00,160.578,2.613,11.262
2026-02-25T03:55:00+00:00,160.271,2.593,11.241
2026-02-25T04:00:00+00:00,158.722,2.579,11.218
2026-02-25T04:05:00+00:00,158.472,2.582,11.22
2026-02-25T04:10:00+00:00,159.49,2.58,11.21
2026-02-25T04:15:00+00:00,160.44,2.602,11.2
2026-02-25T04:20:00+00:00,159.849,2.572,11.2
2026-02-25T04:25:00+00:00,159.402,2.566,11.2
