ValueDate,MVA,MVAr,MW
2026-02-27T17:10:00+00:00,7.533,-0.662,-7.786
2026-02-27T17:15:00+00:00,7.519,-0.556,-7.747
2026-02-27T17:20:00+00:00,7.678,-0.502,-7.89
2026-02-27T17:25:00+00:00,7.512,-0.722,-7.804
2026-02-27T17:30:00+00:00,7.655,-0.732,-7.986
2026-02-27T17:35:00+00:00,7.686,-0.672,-7.996
2026-02-27T17:40:00+00:00,7.599,-0.688,-7.922
2026-02-27T17:45:00+00:00,7.525,-0.608,-7.834
2026-02-27T17:50:00+00:00,7.7,-0.621,-8.003
2026-02-27T17:55:00+00:00,7.741,-0.576,-8.024
2026-02-27T18:00:00+00:00,7.742,-0.621,-8.046
2026-02-27T18:05:00+00:00,7.951,-0.616,-8.265
2026-02-27T18:10:00+00:00,7.927,-0.596,-8.225
2026-02-27T18:15:00+00:00,7.753,-0.61,-8.061
2026-02-27T18:20:00+00:00,7.795,-0.608,-8.084
2026-02-27T18:25:00+00:00,7.975,-0.629,-8.263
2026-02-27T18:30:00+00:00,7.911,-0.652,-8.208
2026-02-27T18:35:00+00:00,7.798,-0.602,-8.068
2026-02-27T18:40:00+00:00,7.805,-0.596,-8.152
2026-02-27T18:45:00+00:00,7.662,-0.45,-8.014
2026-02-27T18:50:00+00:00,7.652,-0.329,-8.021
2026-02-27T18:55:00+00:00,7.627,-0.39,-7.985
2026-02-27T19:00:00+00:00,7.715,-0.732,-8.085
2026-02-27T19:05:00+00:00,7.557,-0.67,-7.88
2026-02-27T19:10:00+00:00,7.532,-0.647,-7.836
2026-02-27T19:15:00+00:00,7.457,-0.603,-7.762
2026-02-27T19:20:00+00:00,7.292,-0.53,-7.607
2026-02-27T19:25:00+00:00,7.252,-0.567,-7.549
2026-02-27T19:30:00+00:00,7.312,-0.6,-7.595
2026-02-27T19:35:00+00:00,7.389,-0.586,-7.604
2026-02-27T19:40:00+00:00,7.262,-0.542,-7.496
2026-02-27T19:45:00+00:00,7.208,-0.516,-7.427
2026-02-27T19:50:00+00:00,7.245,-0.498,-7.446
2026-02-27T19:55:00+00:00,7.232,-0.52,-7.464
2026-02-27T20:00:00+00:00,9.654,-0.529,-9.946
2026-02-27T20:05:00+00:00,10.064,-0.586,-10.416
2026-02-27T20:10:00+00:00,10.002,-0.586,-10.439
2026-02-27T20:15:00+00:00,9.793,-0.5,-10.23
2026-02-27T20:20:00+00:00,9.793,-0.557,-10.234
2026-02-27T20:25:00+00:00,9.683,-0.505,-10.146
2026-02-27T20:30:00+00:00,9.642,-0.506,-10.106
2026-02-27T20:35:00+00:00,9.616,-0.552,-10.067
2026-02-27T20:40:00+00:00,9.662,-0.593,-10.112
2026-02-27T20:45:00+00:00,9.707,-0.622,-10.178
2026-02-27T20:50:00+00:00,9.566,-0.542,-10.022
2026-02-27T20:55:00+00:00,9.555,-0.406,-10.008
2026-02-27T21:00:00+00:00,9.555,-0.539,-10.012
2026-02-27T21:05:00+00:00,9.608,-0.601,-10.074
2026-02-27T21:10:00+00:00,9.477,-0.604,-9.982
2026-02-27T21:15:00+00:00,9.403,-0.628,-9.817
2026-02-27T21:20:00+00:00,9.52,-0.66,-9.938
2026-02-27T21:25:00+00:00,9.562,-0.572,-9.932
2026-02-27T21:30:00+00:00,9.358,-0.502,-9.72
2026-02-27T21:35:00+00:00,9.392,-0.594,-9.722
2026-02-27T21:40:00+00:00,9.288,-0.523,-9.62
2026-02-27T21:45:00+00:00,9.358,-0.568,-9.712
2026-02-27T21:50:00+00:00,9.324,-0.258,-9.66
2026-02-27T21:55:00+00:00,9.42,-0.55,-9.75
2026-02-27T22:00:00+00:00,9.246,-0.618,-9.592
2026-02-27T22:05:00+00:00,9.434,-0.598,-9.786
2026-02-27T22:10:00+00:00,9.434,-0.585,-9.786
2026-02-27T22:15:00+00:00,9.211,-0.606,-9.568
2026-02-27T22:20:00+00:00,9.085,-0.542,-9.449
2026-02-27T22:25:00+00:00,9.204,-0.603,-9.578
2026-02-27T22:30:00+00:00,9.091,-0.548,-9.467
2026-02-27T22:35:00+00:00,8.839,-0.55,-9.26
2026-02-27T22:40:00+00:00,8.88,-0.602,-9.306
2026-02-27T22:45:00+00:00,8.581,-0.538,-8.993
2026-02-27T22:50:00+00:00,8.617,-0.346,-9.015
2026-02-27T22:55:00+00:00,8.626,-0.127,-9.056
2026-02-27T23:00:00+00:00,8.672,-0.237,-9.081
2026-02-27T23:05:00+00:00,8.613,-0.574,-9.026
2026-02-27T23:10:00+00:00,8.57,-0.582,-8.95
2026-02-27T23:15:00+00:00,8.436,-0.516,-8.792
2026-02-27T23:20:00+00:00,8.469,-0.583,-8.825
2026-02-27T23:25:00+00:00,8.517,-0.592,-8.864
2026-02-27T23:30:00+00:00,8.346,-0.59,-8.726
2026-02-27T23:35:00+00:00,8.568,-0.624,-8.958
2026-02-27T23:40:00+00:00,8.579,-0.598,-8.963
2026-02-27T23:45:00+00:00,8.596,-0.568,-8.997
2026-02-27T23:50:00+00:00,8.425,-0.536,-8.805
2026-02-27T23:55:00+00:00,8.381,-0.535,-8.768
2026-02-28T00:00:00+00:00,8.24,-0.564,-8.634
2026-02-28T00:05:00+00:00,8.511,-0.584,-8.89
2026-02-28T00:10:00+00:00,8.66,-0.549,-9.025
2026-02-28T00:15:00+00:00,8.643,-0.546,-8.974
2026-02-28T00:20:00+00:00,8.637,-0.536,-8.981
2026-02-28T00:25:00+00:00,8.526,-0.531,-8.872
2026-02-28T00:30:00+00:00,8.525,-0.546,-8.912
2026-02-28T00:35:00+00:00,8.648,-0.548,-9.014
2026-02-28T00:40:00+00:00,8.801,-0.585,-9.163
2026-02-28T00:45:00+00:00,8.847,-0.582,-9.189
2026-02-28T00:50:00+00:00,8.805,-0.544,-9.132
2026-02-28T00:55:00+00:00,8.698,-0.548,-9.032
2026-02-28T01:00:00+00:00,8.775,-0.516,-9.099
2026-02-28T01:05:00+00:00,8.719,-0.496,-9.045
2026-02-28T01:10:00+00:00,8.838,-0.474,-9.14
2026-02-28T01:15:00+00:00,8.791,-0.412,-9.125
2026-02-28T01:20:00+00:00,8.901,-0.346,-9.218
2026-02-28T01:25:00+00:00,8.798,-0.258,-9.125
2026-02-28T01:30:00+00:00,8.636,0.141,-8.974
2026-02-28T01:35:00+00:00,8.826,-0.302,-9.176
2026-02-28T01:40:00+00:00,8.783,-0.345,-9.12
2026-02-28T01:45:00+00:00,8.729,-0.489,-9.068
2026-02-28T01:50:00+00:00,8.814,-0.515,-9.132
2026-02-28T01:55:00+00:00,8.855,-0.472,-9.204
2026-02-28T02:00:00+00:00,8.733,-0.445,-9.108
2026-02-28T02:05:00+00:00,8.891,-0.442,-9.254
2026-02-28T02:10:00+00:00,8.827,-0.406,-9.188
2026-02-28T02:15:00+00:00,8.697,-0.384,-9.094
2026-02-28T02:20:00+00:00,8.731,-0.445,-9.099
2026-02-28T02:25:00+00:00,8.791,-0.406,-9.142
2026-02-28T02:30:00+00:00,8.809,-0.276,-9.194
2026-02-28T02:35:00+00:00,8.79,-0.413,-9.173
2026-02-28T02:40:00+00:00,8.715,-0.458,-9.074
2026-02-28T02:45:00+00:00,8.579,-0.496,-8.966
2026-02-28T02:50:00+00:00,8.549,-0.498,-8.951
2026-02-28T02:55:00+00:00,8.547,-0.485,-8.945
2026-02-28T03:00:00+00:00,8.446,-0.368,-8.84
2026-02-28T03:05:00+00:00,8.455,-0.426,-8.871
2026-02-28T03:10:00+00:00,8.491,-0.488,-8.884
2026-02-28T03:15:00+00:00,8.371,-0.489,-8.761
2026-02-28T03:20:00+00:00,8.292,-0.353,-8.685
2026-02-28T03:25:00+00:00,8.328,-0.38,-8.739
2026-02-28T03:30:00+00:00,8.352,-0.438,-8.772
2026-02-28T03:35:00+00:00,8.276,-0.394,-8.691
2026-02-28T03:40:00+00:00,8.402,-0.406,-8.82
2026-02-28T03:45:00+00:00,8.347,-0.157,-8.768
2026-02-28T03:50:00+00:00,8.305,-0.017,-8.686
2026-02-28T03:55:00+00:00,8.174,-0.04,-8.554
2026-02-28T04:00:00+00:00,8.132,-0.075,-8.538
2026-02-28T04:05:00+00:00,8.187,-0.048,-8.586
2026-02-28T04:10:00+00:00,8.181,-0.042,-8.587
2026-02-28T04:15:00+00:00,8.133,-0.068,-8.561
2026-02-28T04:20:00+00:00,8.118,-0.145,-8.49
2026-02-28T04:25:00+00:00,8.192,-0.173,-8.608
2026-02-28T04:30:00+00:00,8.077,-0.07,-8.468
2026-02-28T04:35:00+00:00,8.049,-0.026,-8.478
2026-02-28T04:40:00+00:00,8.038,0.024,-8.409
2026-02-28T04:45:00+00:00,7.996,-0.003,-8.336
2026-02-28T04:50:00+00:00,7.99,-0.002,-8.33
2026-02-28T04:55:00+00:00,7.97,0.015,-8.294
2026-02-28T05:00:00+00:00,7.899,-0.035,-8.242
2026-02-28T05:05:00+00:00,7.776,-0.034,-8.061
2026-02-28T05:10:00+00:00,7.643,-0.051,-7.95
2026-02-28T05:15:00+00:00,7.604,-0.077,-7.921
2026-02-28T05:20:00+00:00,7.541,-0.041,-7.831
2026-02-28T05:25:00+00:00,7.469,-0.019,-7.788
2026-02-28T05:30:00+00:00,7.483,-0.021,-7.817
2026-02-28T05:35:00+00:00,7.538,-0.02,-7.854
2026-02-28T05:40:00+00:00,7.42,-0.077,-7.744
2026-02-28T05:45:00+00:00,7.422,-0.471,-7.697
2026-02-28T05:50:00+00:00,7.503,-0.476,-7.772
2026-02-28T05:55:00+00:00,7.592,-0.457,-7.848
2026-02-28T06:00:00+00:00,7.596,-0.368,-7.902
2026-02-28T06:05:00+00:00,7.569,-0.324,-7.798
2026-02-28T06:10:00+00:00,7.542,-0.393,-7.81
2026-02-28T06:15:00+00:00,7.627,-0.459,-7.88
2026-02-28T06:20:00+00:00,7.568,-0.376,-7.79
2026-02-28T06:25:00+00:00,7.541,-0.46,-7.798
2026-02-28T06:30:00+00:00,7.737,-0.481,-7.992
2026-02-28T06:35:00+00:00,7.705,-0.385,-7.953
2026-02-28T06:40:00+00:00,7.555,-0.286,-7.782
2026-02-28T06:45:00+00:00,7.424,-0.037,-7.707
2026-02-28T06:50:00+00:00,7.536,-0.441,-7.816
2026-02-28T06:55:00+00:00,7.604,-0.357,-7.892
2026-02-28T07:00:00+00:00,7.567,-0.264,-7.869
2026-02-28T07:05:00+00:00,7.735,-0.493,-8.031
2026-02-28T07:10:00+00:00,7.705,-0.434,-7.983
2026-02-28T07:15:00+00:00,7.766,-0.355,-8.015
2026-02-28T07:20:00+00:00,7.698,-0.344,-7.952
2026-02-28T07:25:00+00:00,7.823,-0.248,-8.09
2026-02-28T07:30:00+00:00,7.829,-0.191,-8.093
2026-02-28T07:35:00+00:00,7.893,-0.392,-8.141
2026-02-28T07:40:00+00:00,7.898,-0.264,-8.187
2026-02-28T07:45:00+00:00,7.906,-0.32,-8.187
2026-02-28T07:50:00+00:00,7.833,-0.149,-8.086
2026-02-28T07:55:00+00:00,7.808,-0.04,-8.07
2026-02-28T08:00:00+00:00,7.98,0.067,-8.236
2026-02-28T08:05:00+00:00,8.059,-0.446,-8.368
2026-02-28T08:10:00+00:00,8.173,-0.454,-8.484
2026-02-28T08:15:00+00:00,8.178,-0.521,-8.526
2026-02-28T08:20:00+00:00,8.149,-0.506,-8.48
2026-02-28T08:25:00+00:00,8.229,-0.544,-8.555
2026-02-28T08:30:00+00:00,8.172,-0.366,-8.48
2026-02-28T08:35:00+00:00,8.04,-0.111,-8.346
2026-02-28T08:40:00+00:00,8.071,-0.079,-8.391
2026-02-28T08:45:00+00:00,8.15,-0.26,-8.456
2026-02-28T08:50:00+00:00,8.188,-0.316,-8.506
2026-02-28T08:55:00+00:00,8.234,-0.195,-8.559
2026-02-28T09:00:00+00:00,8.418,-0.551,-8.7
2026-02-28T09:05:00+00:00,8.368,-0.44,-8.694
2026-02-28T09:10:00+00:00,8.271,-0.479,-8.62
2026-02-28T09:15:00+00:00,8.327,-0.49,-8.686
2026-02-28T09:20:00+00:00,8.313,-0.604,-8.648
2026-02-28T09:25:00+00:00,8.369,-0.432,-8.738
2026-02-28T09:30:00+00:00,8.37,-0.406,-8.724
2026-02-28T09:35:00+00:00,8.489,-0.378,-8.842
2026-02-28T09:40:00+00:00,8.339,-0.33,-8.71
2026-02-28T09:45:00+00:00,8.339,-0.378,-8.712
2026-02-28T09:50:00+00:00,8.516,-0.317,-8.884
2026-02-28T09:55:00+00:00,8.512,-0.22,-8.848
2026-02-28T10:00:00+00:00,8.535,-0.426,-8.849
2026-02-28T10:05:00+00:00,8.496,-0.408,-8.812
2026-02-28T10:10:00+00:00,8.412,-0.374,-8.752
2026-02-28T10:15:00+00:00,8.367,-0.34,-8.696
2026-02-28T10:20:00+00:00,8.424,-0.315,-8.744
2026-02-28T10:25:00+00:00,8.317,-0.206,-8.636
2026-02-28T10:30:00+00:00,8.471,-0.326,-8.806
2026-02-28T10:35:00+00:00,8.699,-0.424,-9.026
2026-02-28T10:40:00+00:00,8.66,-0.37,-8.999
2026-02-28T10:45:00+00:00,8.566,-0.284,-8.894
2026-02-28T10:50:00+00:00,8.528,-0.426,-8.872
2026-02-28T10:55:00+00:00,8.635,-0.483,-8.992
2026-02-28T11:00:00+00:00,8.579,-0.518,-8.922
2026-02-28T11:05:00+00:00,8.714,-0.524,-9.023
2026-02-28T11:10:00+00:00,8.73,-0.518,-9.052
2026-02-28T11:15:00+00:00,8.809,-0.596,-9.148
2026-02-28T11:20:00+00:00,8.821,-0.626,-9.16
2026-02-28T11:25:00+00:00,8.845,-0.578,-9.18
2026-02-28T11:30:00+00:00,8.804,-0.598,-9.154
2026-02-28T11:35:00+00:00,8.786,-0.611,-9.176
2026-02-28T11:40:00+00:00,8.898,-0.596,-9.294
2026-02-28T11:45:00+00:00,8.903,-0.612,-9.308
2026-02-28T11:50:00+00:00,9.048,-0.607,-9.438
2026-02-28T11:55:00+00:00,8.81,-0.621,-9.224
2026-02-28T12:00:00+00:00,8.744,-0.598,-9.162
2026-02-28T12:05:00+00:00,8.802,-0.61,-9.188
2026-02-28T12:10:00+00:00,9.016,-0.583,-9.418
2026-02-28T12:15:00+00:00,8.957,-0.607,-9.35
2026-02-28T12:20:00+00:00,8.89,-0.561,-9.304
2026-02-28T12:25:00+00:00,8.947,-0.3,-9.37
2026-02-28T12:30:00+00:00,8.787,-0.228,-9.226
2026-02-28T12:35:00+00:00,8.712,-0.244,-9.138
2026-02-28T12:40:00+00:00,8.7,-0.244,-9.105
2026-02-28T12:45:00+00:00,8.815,-0.262,-9.226
2026-02-28T12:50:00+00:00,8.864,-0.26,-9.258
2026-02-28T12:55:00+00:00,8.843,-0.458,-9.225
2026-02-28T13:00:00+00:00,8.701,-0.672,-9.125
2026-02-28T13:05:00+00:00,8.607,-0.588,-9.002
2026-02-28T13:10:00+00:00,8.541,-0.487,-8.934
2026-02-28T13:15:00+00:00,8.504,-0.504,-8.872
2026-02-28T13:20:00+00:00,8.463,-0.516,-8.816
2026-02-28T13:25:00+00:00,8.597,-0.614,-8.973
2026-02-28T13:30:00+00:00,8.596,-0.525,-8.965
2026-02-28T13:35:00+00:00,8.455,-0.486,-8.803
2026-02-28T13:40:00+00:00,8.319,-0.503,-8.678
2026-02-28T13:45:00+00:00,8.203,-0.506,-8.61
2026-02-28T13:50:00+00:00,8.23,-0.508,-8.656
2026-02-28T13:55:00+00:00,8.323,-0.507,-8.726
2026-02-28T14:00:00+00:00,8.43,-0.513,-8.894
2026-02-28T14:05:00+00:00,8.506,-0.49,-8.938
2026-02-28T14:10:00+00:00,8.425,-0.499,-8.84
2026-02-28T14:15:00+00:00,8.529,-0.507,-8.908
2026-02-28T14:20:00+00:00,8.473,-0.501,-8.844
2026-02-28T14:25:00+00:00,8.51,-0.499,-8.844
2026-02-28T14:30:00+00:00,8.435,-0.508,-8.791
2026-02-28T14:35:00+00:00,8.57,-0.574,-8.937
2026-02-28T14:40:00+00:00,8.548,-0.56,-8.898
2026-02-28T14:45:00+00:00,8.549,-0.545,-8.919
2026-02-28T14:50:00+00:00,8.359,-0.507,-8.72
2026-02-28T14:55:00+00:00,8.407,-0.504,-8.71
2026-02-28T15:00:00+00:00,8.374,-0.486,-8.637
2026-02-28T15:05:00+00:00,8.293,-0.532,-8.618
2026-02-28T15:10:00+00:00,8.394,-0.576,-8.717
2026-02-28T15:15:00+00:00,8.532,-0.539,-8.834
2026-02-28T15:20:00+00:00,8.437,-0.534,-8.742
2026-02-28T15:25:00+00:00,8.48,-0.544,-8.764
2026-02-28T15:30:00+00:00,8.466,-0.544,-8.663
2026-02-28T15:35:00+00:00,8.34,-0.429,-8.55
2026-02-28T15:40:00+00:00,8.319,-0.501,-8.666
2026-02-28T15:45:00+00:00,8.324,-0.505,-8.712
2026-02-28T15:50:00+00:00,8.306,-0.498,-8.7
2026-02-28T15:55:00+00:00,8.215,-0.41,-8.51
2026-02-28T16:00:00+00:00,8.204,-0.181,-8.462
2026-02-28T16:05:00+00:00,8.134,-0.191,-8.371
2026-02-28T16:10:00+00:00,8.287,-0.412,-8.542
2026-02-28T16:15:00+00:00,8.281,-0.51,-8.626
2026-02-28T16:20:00+00:00,8.308,-0.382,-8.644
2026-02-28T16:25:00+00:00,8.27,-0.068,-8.55
2026-02-28T16:30:00+00:00,8.235,-0.354,-8.567
2026-02-28T16:35:00+00:00,8.305,-0.308,-8.708
2026-02-28T16:40:00+00:00,8.329,0.02,-8.636
2026-02-28T16:45:00+00:00,8.354,-0.143,-8.699
2026-02-28T16:50:00+00:00,8.437,-0.246,-8.78
2026-02-28T16:55:00+00:00,8.53,-0.514,-8.844
2026-02-28T17:00:00+00:00,8.601,-0.466,-8.91
2026-02-28T17:05:00+00:00,8.766,-0.397,-9.11
2026-02-28T17:10:00+00:00,8.833,-0.286,-9.144
2026-02-28T17:15:00+00:00,8.951,-0.356,-9.25
2026-02-28T17:20:00+00:00,8.905,-0.229,-9.222
2026-02-28T17:25:00+00:00,8.968,-0.016,-9.31
2026-02-28T17:30:00+00:00,9.148,-0.542,-9.497
2026-02-28T17:35:00+00:00,9.331,-0.431,-9.71
2026-02-28T17:40:00+00:00,9.172,-0.432,-9.56
2026-02-28T17:45:00+00:00,9.266,-0.442,-9.652
2026-02-28T17:50:00+00:00,7.662,-0.434,-7.986
2026-02-28T17:55:00+00:00,6.539,-0.466,-6.818
2026-02-28T18:00:00+00:00,6.606,-0.46,-6.876
2026-02-28T18:05:00+00:00,6.74,-0.456,-7.017
2026-02-28T18:10:00+00:00,6.814,-0.45,-7.093
2026-02-28T18:15:00+00:00,6.89,-0.445,-7.169
2026-02-28T18:20:00+00:00,6.794,-0.459,-7.088
2026-02-28T18:25:00+00:00,6.878,-0.468,-7.176
2026-02-28T18:30:00+00:00,7.634,-0.473,-7.946
2026-02-28T18:35:00+00:00,9.954,-0.356,-10.266
2026-02-28T18:40:00+00:00,9.867,-0.247,-10.174
2026-02-28T18:45:00+00:00,9.856,-0.196,-10.146
2026-02-28T18:50:00+00:00,9.745,-0.13,-10.093
2026-02-28T18:55:00+00:00,9.673,-0.113,-10.068
2026-02-28T19:00:00+00:00,9.593,-0.161,-10.012
2026-02-28T19:05:00+00:00,9.663,-0.13,-10.046
2026-02-28T19:10:00+00:00,9.523,-0.088,-9.96
2026-02-28T19:15:00+00:00,9.634,-0.146,-10.034
2026-02-28T19:20:00+00:00,9.535,-0.147,-9.946
2026-02-28T19:25:00+00:00,9.475,-0.167,-9.905
2026-02-28T19:30:00+00:00,9.502,-0.154,-9.907
2026-02-28T19:35:00+00:00,9.429,-0.144,-9.839
2026-02-28T19:40:00+00:00,9.439,-0.129,-9.881
2026-02-28T19:45:00+00:00,9.417,-0.15,-9.838
2026-02-28T19:50:00+00:00,9.254,-0.144,-9.69
2026-02-28T19:55:00+00:00,9.292,-0.165,-9.772
2026-02-28T20:00:00+00:00,9.287,-0.148,-9.756
2026-02-28T20:05:00+00:00,9.316,-0.136,-9.782
2026-02-28T20:10:00+00:00,9.345,-0.151,-9.824
2026-02-28T20:15:00+00:00,9.295,-0.115,-9.798
2026-02-28T20:20:00+00:00,9.414,-0.453,-9.902
2026-02-28T20:25:00+00:00,9.243,-0.579,-9.764
2026-02-28T20:30:00+00:00,9.187,-0.398,-9.559
2026-02-28T20:35:00+00:00,9.126,-0.486,-9.467
2026-02-28T20:40:00+00:00,9.094,-0.51,-9.424
2026-02-28T20:45:00+00:00,9.133,-0.418,-9.489
2026-02-28T20:50:00+00:00,9.036,-0.499,-9.398
2026-02-28T20:55:00+00:00,9.162,-0.631,-9.482
2026-02-28T21:00:00+00:00,9.194,-0.499,-9.536
2026-02-28T21:05:00+00:00,8.96,-0.47,-9.291
2026-02-28T21:10:00+00:00,8.903,-0.478,-9.244
2026-02-28T21:15:00+00:00,8.825,-0.491,-9.205
2026-02-28T21:20:00+00:00,8.781,-0.507,-9.196
2026-02-28T21:25:00+00:00,8.694,-0.506,-9.087
2026-02-28T21:30:00+00:00,8.698,-0.514,-9.093
2026-02-28T21:35:00+00:00,8.7,-0.491,-9.069
2026-02-28T21:40:00+00:00,8.49,-0.4,-8.907
2026-02-28T21:45:00+00:00,8.434,-0.48,-8.86
2026-02-28T21:50:00+00:00,8.449,-0.512,-8.849
2026-02-28T21:55:00+00:00,8.448,-0.302,-8.798
2026-02-28T22:00:00+00:00,8.617,-0.486,-8.996
2026-02-28T22:05:00+00:00,8.483,-0.421,-8.859
2026-02-28T22:10:00+00:00,8.363,-0.125,-8.746
2026-02-28T22:15:00+00:00,8.341,-0.15,-8.767
2026-02-28T22:20:00+00:00,8.313,-0.166,-8.678
2026-02-28T22:25:00+00:00,8.117,-0.137,-8.5
2026-02-28T22:30:00+00:00,8.312,-0.446,-8.723
2026-02-28T22:35:00+00:00,8.329,-0.298,-8.724
2026-02-28T22:40:00+00:00,8.199,-0.458,-8.582
2026-02-28T22:45:00+00:00,8.163,-0.474,-8.548
2026-02-28T22:50:00+00:00,8.187,-0.422,-8.61
2026-02-28T22:55:00+00:00,8.088,-0.363,-8.5
2026-02-28T23:00:00+00:00,7.969,-0.419,-8.362
2026-02-28T23:05:00+00:00,7.939,-0.491,-8.33
2026-02-28T23:10:00+00:00,8.005,-0.486,-8.402
2026-02-28T23:15:00+00:00,8.06,-0.41,-8.442
2026-02-28T23:20:00+00:00,7.842,-0.251,-8.246
2026-02-28T23:25:00+00:00,7.896,-0.505,-8.254
2026-02-28T23:30:00+00:00,7.965,-0.423,-8.28
2026-02-28T23:35:00+00:00,7.977,-0.282,-8.324
2026-02-28T23:40:00+00:00,7.989,0.022,-8.308
2026-02-28T23:45:00+00:00,7.988,-0.282,-8.341
2026-02-28T23:50:00+00:00,8.098,-0.404,-8.431
2026-02-28T23:55:00+00:00,7.967,-0.426,-8.288
2026-03-01T00:00:00+00:00,7.917,-0.096,-8.27
2026-03-01T00:05:00+00:00,8.041,-0.223,-8.363
2026-03-01T00:10:00+00:00,8.209,-0.281,-8.523
2026-03-01T00:15:00+00:00,8.221,0.109,-8.483
2026-03-01T00:20:00+00:00,8.238,0.482,-8.548
2026-03-01T00:25:00+00:00,8.268,0.489,-8.588
2026-03-01T00:30:00+00:00,8.108,0.382,-8.402
2026-03-01T00:35:00+00:00,8.352,0.141,-8.619
2026-03-01T00:40:00+00:00,8.355,0.252,-8.665
2026-03-01T00:45:00+00:00,8.378,0.352,-8.693
2026-03-01T00:50:00+00:00,8.319,0.39,-8.636
2026-03-01T00:55:00+00:00,8.297,0.151,-8.67
2026-03-01T01:00:00+00:00,8.442,0.023,-8.838
2026-03-01T01:05:00+00:00,8.437,0.132,-8.782
2026-03-01T01:10:00+00:00,8.442,0.356,-8.84
2026-03-01T01:15:00+00:00,8.422,0.424,-8.786
2026-03-01T01:20:00+00:00,8.264,0.516,-8.651
2026-03-01T01:25:00+00:00,8.227,0.097,-8.632
2026-03-01T01:30:00+00:00,8.233,-0.019,-8.605
2026-03-01T01:35:00+00:00,8.241,0.047,-8.62
2026-03-01T01:40:00+00:00,8.126,0.06,-8.536
2026-03-01T01:45:00+00:00,8.127,0.083,-8.541
2026-03-01T01:50:00+00:00,8.179,-0.033,-8.584
2026-03-01T01:55:00+00:00,8.104,0.062,-8.485
2026-03-01T02:00:00+00:00,8.002,0.086,-8.396
2026-03-01T02:05:00+00:00,8.244,0.12,-8.633
2026-03-01T02:10:00+00:00,8.169,0.149,-8.54
2026-03-01T02:15:00+00:00,8.02,0.148,-8.402
2026-03-01T02:20:00+00:00,8.128,0.017,-8.504
2026-03-01T02:25:00+00:00,8.144,-0.053,-8.546
2026-03-01T02:30:00+00:00,8.117,0.342,-8.489
2026-03-01T02:35:00+00:00,8.155,-0.049,-8.568
2026-03-01T02:40:00+00:00,8.219,0.169,-8.6
2026-03-01T02:45:00+00:00,7.972,0.54,-8.339
2026-03-01T02:50:00+00:00,8.004,0.564,-8.407
2026-03-01T02:55:00+00:00,8.117,0.582,-8.462
2026-03-01T03:00:00+00:00,8.143,0.54,-8.427
2026-03-01T03:05:00+00:00,8.012,0.587,-8.282
2026-03-01T03:10:00+00:00,8.109,0.291,-8.482
2026-03-01T03:15:00+00:00,8.089,-0.022,-8.451
2026-03-01T03:20:00+00:00,7.961,-0.014,-8.336
2026-03-01T03:25:00+00:00,7.909,0.542,-8.29
2026-03-01T03:30:00+00:00,8.039,0.57,-8.386
2026-03-01T03:35:00+00:00,7.982,0.497,-8.286
2026-03-01T03:40:00+00:00,7.802,0.545,-8.135
2026-03-01T03:45:00+00:00,7.893,0.558,-8.254
2026-03-01T03:50:00+00:00,7.994,0.532,-8.318
2026-03-01T03:55:00+00:00,7.904,0.536,-8.232
2026-03-01T04:00:00+00:00,7.806,0.579,-8.124
2026-03-01T04:05:00+00:00,7.837,0.546,-8.157
2026-03-01T04:10:00+00:00,7.763,0.504,-8.099
2026-03-01T04:15:00+00:00,7.617,0.476,-7.95
2026-03-01T04:20:00+00:00,7.601,0.547,-7.927
2026-03-01T04:25:00+00:00,7.607,0.541,-7.962
2026-03-01T04:30:00+00:00,7.617,0.502,-7.956
2026-03-01T04:35:00+00:00,7.541,0.494,-7.892
2026-03-01T04:40:00+00:00,7.598,0.499,-7.96
2026-03-01T04:45:00+00:00,7.596,0.44,-7.932
2026-03-01T04:50:00+00:00,7.533,0.383,-7.852
2026-03-01T04:55:00+00:00,7.511,0.33,-7.842
2026-03-01T05:00:00+00:00,7.616,-0.216,-7.923
2026-03-01T05:05:00+00:00,7.419,0.29,-7.741
2026-03-01T05:10:00+00:00,7.329,0.387,-7.712
2026-03-01T05:15:00+00:00,7.405,0.459,-7.786
2026-03-01T05:20:00+00:00,7.421,0.498,-7.774
2026-03-01T05:25:00+00:00,7.182,0.208,-7.574
2026-03-01T05:30:00+00:00,7.264,0.041,-7.633
2026-03-01T05:35:00+00:00,7.261,0.028,-7.62
2026-03-01T05:40:00+00:00,7.142,0.032,-7.492
2026-03-01T05:45:00+00:00,7.147,0.05,-7.507
2026-03-01T05:50:00+00:00,7.183,0.052,-7.544
2026-03-01T05:55:00+00:00,7.182,0.061,-7.538
2026-03-01T06:00:00+00:00,7.154,0.052,-7.495
2026-03-01T06:05:00+00:00,7.222,0.082,-7.533
2026-03-01T06:10:00+00:00,7.217,0.053,-7.54
2026-03-01T06:15:00+00:00,7.303,0.024,-7.642
2026-03-01T06:20:00+00:00,7.364,0.024,-7.688
2026-03-01T06:25:00+00:00,7.442,0.013,-7.769
2026-03-01T06:30:00+00:00,7.446,-0.007,-7.78
2026-03-01T06:35:00+00:00,7.474,-0.007,-7.801
2026-03-01T06:40:00+00:00,7.552,-0.052,-7.844
2026-03-01T06:45:00+00:00,7.483,-0.038,-7.796
2026-03-01T06:50:00+00:00,7.445,0.06,-7.754
