ValueDate,MVA,MVAr,MW
2026-03-01T06:55:00+00:00,7.367,-0.169,-7.662
2026-03-01T07:00:00+00:00,7.494,-0.475,-7.783
2026-03-01T07:05:00+00:00,7.465,-0.388,-7.752
2026-03-01T07:10:00+00:00,7.461,0.016,-7.746
2026-03-01T07:15:00+00:00,7.685,-0.329,-7.956
2026-03-01T07:20:00+00:00,7.751,-0.13,-8.015
2026-03-01T07:25:00+00:00,7.636,-0.037,-7.937
2026-03-01T07:30:00+00:00,7.652,-0.064,-7.939
2026-03-01T07:35:00+00:00,7.703,-0.056,-7.988
2026-03-01T07:40:00+00:00,7.654,-0.028,-7.95
2026-03-01T07:45:00+00:00,7.799,-0.115,-8.082
2026-03-01T07:50:00+00:00,7.761,-0.102,-8.046
2026-03-01T07:55:00+00:00,7.957,-0.39,-8.256
2026-03-01T08:00:00+00:00,7.882,-0.486,-8.204
2026-03-01T08:05:00+00:00,7.981,-0.504,-8.328
2026-03-01T08:10:00+00:00,8.15,-0.509,-8.45
2026-03-01T08:15:00+00:00,8.08,-0.474,-8.386
2026-03-01T08:20:00+00:00,8.051,-0.504,-8.36
2026-03-01T08:25:00+00:00,8.052,-0.536,-8.348
2026-03-01T08:30:00+00:00,8.383,-0.535,-8.612
2026-03-01T08:35:00+00:00,8.274,-0.462,-8.468
2026-03-01T08:40:00+00:00,8.101,-0.244,-8.32
2026-03-01T08:45:00+00:00,8.029,-0.358,-8.243
2026-03-01T08:50:00+00:00,8.139,-0.478,-8.351
2026-03-01T08:55:00+00:00,7.939,-0.497,-8.13
2026-03-01T09:00:00+00:00,8.046,-0.518,-8.258
2026-03-01T09:05:00+00:00,8.165,-0.502,-8.416
2026-03-01T09:10:00+00:00,8.104,-0.506,-8.36
2026-03-01T09:15:00+00:00,8.333,-0.572,-8.556
2026-03-01T09:20:00+00:00,8.256,-0.539,-8.567
2026-03-01T09:25:00+00:00,8.058,-0.541,-8.427
2026-03-01T09:30:00+00:00,8.22,-0.567,-8.41
2026-03-01T09:35:00+00:00,8.203,-0.534,-8.397
2026-03-01T09:40:00+00:00,7.971,-0.545,-8.166
2026-03-01T09:45:00+00:00,8.04,-0.558,-8.242
2026-03-01T09:50:00+00:00,8.032,-0.576,-8.23
2026-03-01T09:55:00+00:00,8.059,-0.523,-8.252
2026-03-01T10:00:00+00:00,8.018,-0.24,-8.232
2026-03-01T10:05:00+00:00,7.945,-0.608,-8.2
2026-03-01T10:10:00+00:00,8.049,-0.558,-8.208
2026-03-01T10:15:00+00:00,7.95,-0.509,-8.116
2026-03-01T10:20:00+00:00,7.822,-0.499,-7.975
2026-03-01T10:25:00+00:00,7.759,-0.486,-7.903
2026-03-01T10:30:00+00:00,7.689,-0.494,-7.93
2026-03-01T10:35:00+00:00,7.824,-0.36,-8.028
2026-03-01T10:40:00+00:00,8.104,-0.498,-8.338
2026-03-01T10:45:00+00:00,8.35,-0.29,-8.518
2026-03-01T10:50:00+00:00,8.301,-0.199,-8.638
2026-03-01T10:55:00+00:00,8.156,-0.176,-8.424
2026-03-01T11:00:00+00:00,8.354,-0.172,-8.438
2026-03-01T11:05:00+00:00,8.271,-0.152,-8.338
2026-03-01T11:10:00+00:00,8.204,-0.137,-8.271
2026-03-01T11:15:00+00:00,8.318,-0.188,-8.406
2026-03-01T11:20:00+00:00,8.674,-0.594,-8.882
2026-03-01T11:25:00+00:00,8.709,-0.63,-8.948
2026-03-01T11:30:00+00:00,8.695,-0.604,-8.93
2026-03-01T11:35:00+00:00,8.633,-0.611,-8.922
2026-03-01T11:40:00+00:00,8.738,-0.629,-9.004
2026-03-01T11:45:00+00:00,8.703,-0.554,-8.91
2026-03-01T11:50:00+00:00,8.583,-0.548,-8.831
2026-03-01T11:55:00+00:00,8.62,-0.572,-8.904
2026-03-01T12:00:00+00:00,8.808,-0.508,-9.047
2026-03-01T12:05:00+00:00,8.637,-0.491,-8.919
2026-03-01T12:10:00+00:00,8.701,-0.48,-8.95
2026-03-01T12:15:00+00:00,8.827,-0.563,-9.106
2026-03-01T12:20:00+00:00,8.921,-0.554,-9.182
2026-03-01T12:25:00+00:00,8.894,-0.608,-9.189
2026-03-01T12:30:00+00:00,9.001,-0.61,-9.312
2026-03-01T12:35:00+00:00,8.927,-0.554,-9.262
2026-03-01T12:40:00+00:00,8.854,-0.507,-9.203
2026-03-01T12:45:00+00:00,8.942,-0.488,-9.274
2026-03-01T12:50:00+00:00,8.989,-0.558,-9.332
2026-03-01T12:55:00+00:00,9.021,-0.624,-9.386
2026-03-01T13:00:00+00:00,9.07,-0.536,-9.396
2026-03-01T13:05:00+00:00,9.041,-0.546,-9.346
2026-03-01T13:10:00+00:00,8.932,-0.517,-9.248
2026-03-01T13:15:00+00:00,9.026,-0.546,-9.346
2026-03-01T13:20:00+00:00,8.989,-0.566,-9.298
2026-03-01T13:25:00+00:00,8.885,-0.553,-9.218
2026-03-01T13:30:00+00:00,8.978,-0.542,-9.364
2026-03-01T13:35:00+00:00,8.909,-0.508,-9.308
2026-03-01T13:40:00+00:00,8.878,-0.499,-9.276
2026-03-01T13:45:00+00:00,8.889,-0.49,-9.292
2026-03-01T13:50:00+00:00,8.718,-0.512,-9.109
2026-03-01T13:55:00+00:00,8.489,-0.544,-8.928
2026-03-01T14:00:00+00:00,8.387,-0.486,-8.633
2026-03-01T14:05:00+00:00,8.241,-0.508,-8.634
2026-03-01T14:10:00+00:00,8.508,-0.498,-8.902
2026-03-01T14:15:00+00:00,8.741,-0.507,-9.136
2026-03-01T14:20:00+00:00,8.698,-0.478,-9.071
2026-03-01T14:25:00+00:00,8.691,-0.491,-9.042
2026-03-01T14:30:00+00:00,8.734,-0.513,-9.107
2026-03-01T14:35:00+00:00,8.66,-0.492,-9.073
2026-03-01T14:40:00+00:00,8.654,-0.507,-8.99
2026-03-01T14:45:00+00:00,8.607,-0.533,-8.88
2026-03-01T14:50:00+00:00,8.222,-0.547,-8.57
2026-03-01T14:55:00+00:00,8.315,-0.376,-8.542
2026-03-01T15:00:00+00:00,8.333,-0.23,-8.513
2026-03-01T15:05:00+00:00,8.31,-0.515,-8.637
2026-03-01T15:10:00+00:00,8.353,-0.462,-8.597
2026-03-01T15:15:00+00:00,8.451,-0.479,-8.724
2026-03-01T15:20:00+00:00,8.523,-0.52,-8.806
2026-03-01T15:25:00+00:00,8.654,-0.511,-8.964
2026-03-01T15:30:00+00:00,8.69,-0.498,-9.044
2026-03-01T15:35:00+00:00,8.55,-0.497,-8.885
2026-03-01T15:40:00+00:00,8.576,-0.516,-8.936
2026-03-01T15:45:00+00:00,8.741,-0.532,-9.073
2026-03-01T15:50:00+00:00,8.752,-0.502,-9.114
2026-03-01T15:55:00+00:00,8.795,-0.508,-9.1
2026-03-01T16:00:00+00:00,8.844,-0.488,-9.195
2026-03-01T16:05:00+00:00,8.822,-0.47,-9.157
2026-03-01T16:10:00+00:00,8.87,-0.492,-9.32
2026-03-01T16:15:00+00:00,8.813,-0.508,-9.28
2026-03-01T16:20:00+00:00,8.876,-0.501,-9.33
2026-03-01T16:25:00+00:00,9.037,-0.513,-9.462
2026-03-01T16:30:00+00:00,9.281,-0.567,-9.7
2026-03-01T16:35:00+00:00,9.359,-0.546,-9.798
2026-03-01T16:40:00+00:00,9.425,-0.49,-9.809
2026-03-01T16:45:00+00:00,9.422,-0.473,-9.784
2026-03-01T16:50:00+00:00,9.529,-0.503,-9.892
2026-03-01T16:55:00+00:00,9.699,-0.512,-10.051
2026-03-01T17:00:00+00:00,9.789,-0.574,-10.124
2026-03-01T17:05:00+00:00,9.829,-0.51,-10.164
2026-03-01T17:10:00+00:00,9.915,-0.49,-10.284
2026-03-01T17:15:00+00:00,9.921,-0.507,-10.299
2026-03-01T17:20:00+00:00,10.061,-0.55,-10.426
2026-03-01T17:25:00+00:00,10.273,-0.612,-10.656
2026-03-01T17:30:00+00:00,10.206,-0.506,-10.558
2026-03-01T17:35:00+00:00,10.193,-0.502,-10.536
2026-03-01T17:40:00+00:00,10.209,-0.493,-10.705
2026-03-01T17:45:00+00:00,10.145,-0.451,-10.683
2026-03-01T17:50:00+00:00,10.171,-0.529,-10.671
2026-03-01T17:55:00+00:00,10.067,-0.48,-10.563
2026-03-01T18:00:00+00:00,10.13,-0.499,-10.64
2026-03-01T18:05:00+00:00,10.199,-0.496,-10.66
2026-03-01T18:10:00+00:00,10.238,-0.515,-10.656
2026-03-01T18:15:00+00:00,10.318,-0.497,-10.692
2026-03-01T18:20:00+00:00,10.284,-0.481,-10.658
2026-03-01T18:25:00+00:00,10.278,-0.446,-10.649
2026-03-01T18:30:00+00:00,10.157,-0.492,-10.6
2026-03-01T18:35:00+00:00,10.241,-0.461,-10.602
2026-03-01T18:40:00+00:00,10.311,-0.512,-10.654
2026-03-01T18:45:00+00:00,10.211,-0.5,-10.678
2026-03-01T18:50:00+00:00,10.183,-0.494,-10.634
2026-03-01T18:55:00+00:00,9.953,-0.445,-10.407
2026-03-01T19:00:00+00:00,9.834,-0.43,-10.284
2026-03-01T19:05:00+00:00,9.68,-0.46,-10.118
2026-03-01T19:10:00+00:00,9.805,-0.502,-10.251
2026-03-01T19:15:00+00:00,9.81,-0.516,-10.226
2026-03-01T19:20:00+00:00,9.794,-0.504,-10.215
2026-03-01T19:25:00+00:00,9.84,-0.499,-10.276
2026-03-01T19:30:00+00:00,9.685,-0.505,-10.09
2026-03-01T19:35:00+00:00,9.455,-0.468,-9.94
2026-03-01T19:40:00+00:00,9.546,-0.496,-9.986
2026-03-01T19:45:00+00:00,9.629,-0.525,-9.939
2026-03-01T19:50:00+00:00,9.67,-0.511,-9.992
2026-03-01T19:55:00+00:00,9.548,-0.493,-9.866
2026-03-01T20:00:00+00:00,9.383,-0.5,-9.718
2026-03-01T20:05:00+00:00,9.268,-0.522,-9.702
2026-03-01T20:10:00+00:00,9.33,-0.479,-9.747
2026-03-01T20:15:00+00:00,9.252,-0.52,-9.611
2026-03-01T20:20:00+00:00,9.323,-0.38,-9.702
2026-03-01T20:25:00+00:00,9.451,-0.487,-9.788
2026-03-01T20:30:00+00:00,9.354,-0.5,-9.723
2026-03-01T20:35:00+00:00,9.292,-0.501,-9.645
2026-03-01T20:40:00+00:00,9.143,-0.496,-9.498
2026-03-01T20:45:00+00:00,9.003,-0.442,-9.31
2026-03-01T20:50:00+00:00,9.004,-0.494,-9.334
2026-03-01T20:55:00+00:00,9.017,-0.514,-9.378
2026-03-01T21:00:00+00:00,8.873,-0.488,-9.243
2026-03-01T21:05:00+00:00,8.908,-0.516,-9.24
2026-03-01T21:10:00+00:00,8.849,-0.482,-9.175
2026-03-01T21:15:00+00:00,8.801,-0.396,-9.119
2026-03-01T21:20:00+00:00,8.814,-0.461,-9.164
2026-03-01T21:25:00+00:00,8.754,-0.499,-9.09
2026-03-01T21:30:00+00:00,8.65,-0.435,-9.036
2026-03-01T21:35:00+00:00,8.648,-0.398,-9.05
2026-03-01T21:40:00+00:00,8.597,-0.518,-9.01
2026-03-01T21:45:00+00:00,8.489,-0.485,-8.904
2026-03-01T21:50:00+00:00,8.397,-0.504,-8.79
2026-03-01T21:55:00+00:00,8.34,-0.512,-8.72
2026-03-01T22:00:00+00:00,8.355,-0.509,-8.766
2026-03-01T22:05:00+00:00,8.246,-0.229,-8.622
2026-03-01T22:10:00+00:00,8.193,-0.165,-8.57
2026-03-01T22:15:00+00:00,8.045,0.032,-8.471
2026-03-01T22:20:00+00:00,8.107,-0.449,-8.531
2026-03-01T22:25:00+00:00,7.967,-0.268,-8.398
2026-03-01T22:30:00+00:00,7.908,-0.047,-8.298
2026-03-01T22:35:00+00:00,8.144,0.012,-8.521
2026-03-01T22:40:00+00:00,8.145,0.056,-8.476
2026-03-01T22:45:00+00:00,8.169,0.364,-8.482
2026-03-01T22:50:00+00:00,8.096,-0.122,-8.416
2026-03-01T22:55:00+00:00,8.027,-0.426,-8.371
2026-03-01T23:00:00+00:00,7.848,0.13,-8.244
2026-03-01T23:05:00+00:00,8.085,-0.249,-8.446
2026-03-01T23:10:00+00:00,8.081,-0.094,-8.441
2026-03-01T23:15:00+00:00,8.051,-0.099,-8.418
2026-03-01T23:20:00+00:00,7.996,-0.324,-8.367
2026-03-01T23:25:00+00:00,8.038,-0.472,-8.452
2026-03-01T23:30:00+00:00,7.901,-0.196,-8.302
2026-03-01T23:35:00+00:00,7.805,0.05,-8.19
2026-03-01T23:40:00+00:00,7.824,0.052,-8.118
2026-03-01T23:45:00+00:00,7.713,0.059,-7.997
2026-03-01T23:50:00+00:00,7.719,-0.007,-8.04
2026-03-01T23:55:00+00:00,7.727,-0.004,-8.011
2026-03-02T00:00:00+00:00,7.602,0.038,-7.918
2026-03-02T00:05:00+00:00,7.825,0.057,-8.154
2026-03-02T00:10:00+00:00,8.106,0.077,-8.435
2026-03-02T00:15:00+00:00,8.122,0.452,-8.43
2026-03-02T00:20:00+00:00,8.099,0.512,-8.409
2026-03-02T00:25:00+00:00,8.107,0.589,-8.445
2026-03-02T00:30:00+00:00,8.1,0.608,-8.421
2026-03-02T00:35:00+00:00,8.156,0.665,-8.46
2026-03-02T00:40:00+00:00,8.277,0.701,-8.532
2026-03-02T00:45:00+00:00,8.223,0.086,-8.513
2026-03-02T00:50:00+00:00,8.189,0.064,-8.462
2026-03-02T00:55:00+00:00,8.181,0.027,-8.482
2026-03-02T01:00:00+00:00,8.327,0.015,-8.655
2026-03-02T01:05:00+00:00,8.496,0.03,-8.814
2026-03-02T01:10:00+00:00,8.505,0.054,-8.832
2026-03-02T01:15:00+00:00,8.47,0.078,-8.776
2026-03-02T01:20:00+00:00,8.447,0.07,-8.741
2026-03-02T01:25:00+00:00,8.351,0.07,-8.666
2026-03-02T01:30:00+00:00,8.354,0.031,-8.68
2026-03-02T01:35:00+00:00,8.403,0.077,-8.735
2026-03-02T01:40:00+00:00,8.328,0.06,-8.682
2026-03-02T01:45:00+00:00,8.32,0.024,-8.672
2026-03-02T01:50:00+00:00,8.264,0.04,-8.588
2026-03-02T01:55:00+00:00,8.199,0.067,-8.534
2026-03-02T02:00:00+00:00,8.205,0.052,-8.538
2026-03-02T02:05:00+00:00,8.19,0.092,-8.55
2026-03-02T02:10:00+00:00,8.261,0.1,-8.617
2026-03-02T02:15:00+00:00,8.214,0.113,-8.55
2026-03-02T02:20:00+00:00,8.228,0.114,-8.594
2026-03-02T02:25:00+00:00,8.249,0.11,-8.612
2026-03-02T02:30:00+00:00,8.13,0.083,-8.512
2026-03-02T02:35:00+00:00,8.243,0.034,-8.648
2026-03-02T02:40:00+00:00,8.256,-0.03,-8.618
2026-03-02T02:45:00+00:00,8.155,-0.091,-8.514
2026-03-02T02:50:00+00:00,8.066,0.006,-8.436
2026-03-02T02:55:00+00:00,8.054,0.486,-8.386
2026-03-02T03:00:00+00:00,8.036,0.414,-8.385
2026-03-02T03:05:00+00:00,7.962,0.272,-8.29
2026-03-02T03:10:00+00:00,7.974,-0.054,-8.348
2026-03-02T03:15:00+00:00,7.866,0.026,-8.232
2026-03-02T03:20:00+00:00,7.915,0.314,-8.176
2026-03-02T03:25:00+00:00,7.78,0.516,-8.051
2026-03-02T03:30:00+00:00,7.714,0.506,-7.941
2026-03-02T03:35:00+00:00,7.702,0.495,-7.98
2026-03-02T03:40:00+00:00,7.76,0.218,-8.093
2026-03-02T03:45:00+00:00,7.656,-0.093,-8.029
2026-03-02T03:50:00+00:00,7.541,-0.028,-7.894
2026-03-02T03:55:00+00:00,7.665,0.338,-7.992
2026-03-02T04:00:00+00:00,7.418,0.504,-7.704
2026-03-02T04:05:00+00:00,7.493,0.479,-7.802
2026-03-02T04:10:00+00:00,7.482,0.448,-7.786
2026-03-02T04:15:00+00:00,7.497,0.43,-7.794
2026-03-02T04:20:00+00:00,7.443,0.41,-7.775
2026-03-02T04:25:00+00:00,7.425,0.342,-7.754
2026-03-02T04:30:00+00:00,7.453,0.462,-7.766
2026-03-02T04:35:00+00:00,7.414,0.384,-7.738
2026-03-02T04:40:00+00:00,7.462,0.382,-7.778
2026-03-02T04:45:00+00:00,7.362,0.42,-7.736
2026-03-02T04:50:00+00:00,7.399,0.329,-7.732
2026-03-02T04:55:00+00:00,7.259,0.34,-7.609
2026-03-02T05:00:00+00:00,7.307,0.261,-7.656
2026-03-02T05:05:00+00:00,7.391,-0.011,-7.733
2026-03-02T05:10:00+00:00,7.359,-0.124,-7.709
2026-03-02T05:15:00+00:00,7.362,-0.288,-7.72
2026-03-02T05:20:00+00:00,7.456,-0.406,-7.757
2026-03-02T05:25:00+00:00,7.455,-0.083,-7.773
2026-03-02T05:30:00+00:00,7.453,-0.33,-7.812
2026-03-02T05:35:00+00:00,7.538,-0.351,-7.919
2026-03-02T05:40:00+00:00,7.515,-0.312,-7.856
2026-03-02T05:45:00+00:00,7.571,-0.572,-7.899
2026-03-02T05:50:00+00:00,7.614,-0.492,-7.912
2026-03-02T05:55:00+00:00,7.547,-0.498,-7.852
2026-03-02T06:00:00+00:00,7.621,-0.349,-7.962
2026-03-02T06:05:00+00:00,7.918,-0.12,-8.246
2026-03-02T06:10:00+00:00,8.022,-0.302,-8.334
2026-03-02T06:15:00+00:00,8.057,-0.512,-8.388
2026-03-02T06:20:00+00:00,8.26,-0.601,-8.593
2026-03-02T06:25:00+00:00,8.509,-0.475,-8.797
2026-03-02T06:30:00+00:00,8.433,-0.169,-8.732
2026-03-02T06:35:00+00:00,7.989,-0.252,-8.281
2026-03-02T06:40:00+00:00,8.004,-0.446,-8.295
2026-03-02T06:45:00+00:00,8.294,-0.518,-8.599
2026-03-02T06:50:00+00:00,8.424,-0.507,-8.693
2026-03-02T06:55:00+00:00,8.439,-0.458,-8.822
2026-03-02T07:00:00+00:00,8.268,-0.3,-8.669
2026-03-02T07:05:00+00:00,8.284,-0.507,-8.622
2026-03-02T07:10:00+00:00,8.386,-0.512,-8.76
2026-03-02T07:15:00+00:00,8.459,-0.52,-8.814
2026-03-02T07:20:00+00:00,8.603,-0.532,-8.909
2026-03-02T07:25:00+00:00,8.581,-0.505,-8.881
2026-03-02T07:30:00+00:00,8.504,-0.475,-8.817
2026-03-02T07:35:00+00:00,8.406,-0.367,-8.686
2026-03-02T07:40:00+00:00,8.532,-0.246,-8.916
2026-03-02T07:45:00+00:00,8.847,-0.283,-9.212
2026-03-02T07:50:00+00:00,8.886,-0.62,-9.255
2026-03-02T07:55:00+00:00,8.894,-0.603,-9.266
2026-03-02T08:00:00+00:00,9.052,-0.67,-9.394
2026-03-02T08:05:00+00:00,8.952,-0.59,-9.33
2026-03-02T08:10:00+00:00,8.998,-0.592,-9.338
2026-03-02T08:15:00+00:00,9.188,-0.614,-9.502
2026-03-02T08:20:00+00:00,9.2,-0.56,-9.523
2026-03-02T08:25:00+00:00,9.143,-0.368,-9.56
2026-03-02T08:30:00+00:00,9.099,-0.4,-9.539
2026-03-02T08:35:00+00:00,9.262,-0.414,-9.702
2026-03-02T08:40:00+00:00,9.124,-0.404,-9.561
2026-03-02T08:45:00+00:00,8.976,-0.342,-9.409
2026-03-02T08:50:00+00:00,8.922,-0.342,-9.343
2026-03-02T08:55:00+00:00,9.021,-0.394,-9.463
2026-03-02T09:00:00+00:00,9.37,-0.486,-9.785
2026-03-02T09:05:00+00:00,9.213,-0.711,-9.652
2026-03-02T09:10:00+00:00,9.285,-0.818,-9.731
2026-03-02T09:15:00+00:00,9.314,-0.672,-9.73
2026-03-02T09:20:00+00:00,9.385,-0.714,-9.762
2026-03-02T09:25:00+00:00,9.279,-0.686,-9.636
2026-03-02T09:30:00+00:00,9.26,-0.645,-9.624
2026-03-02T09:35:00+00:00,9.231,-0.635,-9.589
2026-03-02T09:40:00+00:00,9.192,-0.63,-9.554
2026-03-02T09:45:00+00:00,9.245,-0.69,-9.692
2026-03-02T09:50:00+00:00,9.14,-0.702,-9.598
2026-03-02T09:55:00+00:00,9.023,-0.724,-9.465
2026-03-02T10:00:00+00:00,9.048,-0.712,-9.448
2026-03-02T10:05:00+00:00,9.017,-0.682,-9.434
2026-03-02T10:10:00+00:00,9.066,-0.646,-9.468
2026-03-02T10:15:00+00:00,9.128,-0.706,-9.551
2026-03-02T10:20:00+00:00,9.047,-0.706,-9.465
2026-03-02T10:25:00+00:00,9.1,-0.734,-9.518
2026-03-02T10:30:00+00:00,9.031,-0.712,-9.472
2026-03-02T10:35:00+00:00,8.895,-0.708,-9.359
2026-03-02T10:40:00+00:00,8.915,-0.7,-9.38
2026-03-02T10:45:00+00:00,8.963,-0.702,-9.41
2026-03-02T10:50:00+00:00,9.022,-0.698,-9.445
2026-03-02T10:55:00+00:00,8.981,-0.7,-9.433
2026-03-02T11:00:00+00:00,9.038,-0.707,-9.485
2026-03-02T11:05:00+00:00,8.828,-0.706,-9.229
2026-03-02T11:10:00+00:00,8.671,-0.71,-9.067
2026-03-02T11:15:00+00:00,8.449,-0.702,-8.896
2026-03-02T11:20:00+00:00,8.543,-0.718,-8.939
2026-03-02T11:25:00+00:00,8.722,-0.706,-9.121
2026-03-02T11:30:00+00:00,8.762,-0.694,-9.157
2026-03-02T11:35:00+00:00,8.838,-0.672,-9.212
2026-03-02T11:40:00+00:00,8.974,-0.713,-9.334
2026-03-02T11:45:00+00:00,9.047,-0.734,-9.406
2026-03-02T11:50:00+00:00,8.994,-0.686,-9.309
2026-03-02T11:55:00+00:00,8.989,-0.757,-9.286
2026-03-02T12:00:00+00:00,8.912,-0.756,-9.221
2026-03-02T12:05:00+00:00,8.986,-0.726,-9.279
2026-03-02T12:10:00+00:00,9.03,-0.696,-9.313
2026-03-02T12:15:00+00:00,8.82,-0.58,-9.121
2026-03-02T12:20:00+00:00,9.019,-0.623,-9.199
2026-03-02T12:25:00+00:00,8.867,-0.657,-9.202
2026-03-02T12:30:00+00:00,8.771,-0.687,-9.216
2026-03-02T12:35:00+00:00,8.548,-0.666,-9.025
2026-03-02T12:40:00+00:00,8.539,-0.595,-8.982
2026-03-02T12:45:00+00:00,8.468,-0.617,-8.936
2026-03-02T12:50:00+00:00,8.355,-0.538,-8.75
2026-03-02T12:55:00+00:00,8.487,-0.554,-8.819
2026-03-02T13:00:00+00:00,8.475,-0.602,-8.926
2026-03-02T13:05:00+00:00,8.405,-0.579,-8.848
2026-03-02T13:10:00+00:00,8.213,-0.564,-8.574
2026-03-02T13:15:00+00:00,8.41,-0.652,-8.723
2026-03-02T13:20:00+00:00,8.208,-0.598,-8.551
2026-03-02T13:25:00+00:00,8.201,-0.37,-8.442
2026-03-02T13:30:00+00:00,8.145,-0.302,-8.382
2026-03-02T13:35:00+00:00,8.099,-0.337,-8.33
2026-03-02T13:40:00+00:00,7.972,-0.409,-8.215
2026-03-02T13:45:00+00:00,7.754,-0.298,-7.957
2026-03-02T13:50:00+00:00,7.626,-0.253,-7.745
2026-03-02T13:55:00+00:00,7.372,-0.223,-7.489
2026-03-02T14:00:00+00:00,7.255,-0.195,-7.394
2026-03-02T14:05:00+00:00,7.234,-0.205,-7.37
2026-03-02T14:10:00+00:00,7.225,-0.194,-7.317
2026-03-02T14:15:00+00:00,7.38,-0.201,-7.421
2026-03-02T14:20:00+00:00,7.124,-0.208,-7.301
2026-03-02T14:25:00+00:00,7.214,-0.172,-7.499
2026-03-02T14:30:00+00:00,7.135,-0.194,-7.406
2026-03-02T14:35:00+00:00,7.182,-0.174,-7.392
2026-03-02T14:40:00+00:00,7.262,-0.173,-7.528
2026-03-02T14:45:00+00:00,7.268,-0.244,-7.528
2026-03-02T14:50:00+00:00,7.586,-0.408,-7.803
2026-03-02T14:55:00+00:00,7.628,-0.432,-7.881
2026-03-02T15:00:00+00:00,7.584,-0.398,-7.773
2026-03-02T15:05:00+00:00,7.391,-0.454,-7.504
2026-03-02T15:10:00+00:00,7.13,-0.402,-7.243
2026-03-02T15:15:00+00:00,7.008,-0.425,-7.148
2026-03-02T15:20:00+00:00,7.216,-0.368,-7.353
2026-03-02T15:25:00+00:00,6.942,-0.344,-7.139
2026-03-02T15:30:00+00:00,6.916,-0.332,-7.178
2026-03-02T15:35:00+00:00,7.155,-0.316,-7.377
2026-03-02T15:40:00+00:00,7.179,-0.292,-7.391
2026-03-02T15:45:00+00:00,7.232,-0.316,-7.442
2026-03-02T15:50:00+00:00,7.268,-0.4,-7.486
2026-03-02T15:55:00+00:00,7.343,-0.29,-7.624
2026-03-02T16:00:00+00:00,7.453,-0.275,-7.744
2026-03-02T16:05:00+00:00,6.529,-0.176,-6.81
2026-03-02T16:10:00+00:00,4.497,-0.262,-4.714
2026-03-02T16:15:00+00:00,4.59,-0.244,-4.741
2026-03-02T16:20:00+00:00,4.651,-0.226,-4.792
2026-03-02T16:25:00+00:00,4.663,-0.047,-4.806
2026-03-02T16:30:00+00:00,4.752,-0.26,-4.956
2026-03-02T16:35:00+00:00,4.842,-0.139,-5.012
2026-03-02T16:40:00+00:00,4.953,0.023,-5.116
2026-03-02T16:45:00+00:00,5.049,0.009,-5.197
2026-03-02T16:50:00+00:00,5.105,-0.137,-5.248
2026-03-02T16:55:00+00:00,5.194,-0.034,-5.363
2026-03-02T17:00:00+00:00,5.235,-0.104,-5.422
2026-03-02T17:05:00+00:00,5.296,0.186,-5.464
2026-03-02T17:10:00+00:00,5.391,-0.048,-5.614
2026-03-02T17:15:00+00:00,5.38,-0.004,-5.614
2026-03-02T17:20:00+00:00,5.459,0.02,-5.68
2026-03-02T17:25:00+00:00,5.528,0.007,-5.746
2026-03-02T17:30:00+00:00,5.588,0.023,-5.815
2026-03-02T17:35:00+00:00,5.687,-0.06,-5.927
2026-03-02T17:40:00+00:00,5.823,-0.079,-6.055
2026-03-02T17:45:00+00:00,5.92,-0.062,-6.171
2026-03-02T17:50:00+00:00,5.964,-0.131,-6.25
2026-03-02T17:55:00+00:00,6.08,-0.076,-6.355
2026-03-02T18:00:00+00:00,6.083,-0.001,-6.29
2026-03-02T18:05:00+00:00,6.05,0.06,-6.292
2026-03-02T18:10:00+00:00,6.066,0.076,-6.306
2026-03-02T18:15:00+00:00,6.153,0.031,-6.375
2026-03-02T18:20:00+00:00,6.21,0.048,-6.446
2026-03-02T18:25:00+00:00,6.242,0.057,-6.474
2026-03-02T18:30:00+00:00,6.174,0.075,-6.397
2026-03-02T18:35:00+00:00,6.145,0.114,-6.36
2026-03-02T18:40:00+00:00,6.191,0.124,-6.422
2026-03-02T18:45:00+00:00,6.215,0.15,-6.466
2026-03-02T18:50:00+00:00,7.065,0.158,-7.346
2026-03-02T18:55:00+00:00,7.596,0.178,-7.906
2026-03-02T19:00:00+00:00,7.437,0.234,-7.768
2026-03-02T19:05:00+00:00,7.906,0.256,-8.22
2026-03-02T19:10:00+00:00,8.972,0.295,-9.24
2026-03-02T19:15:00+00:00,8.947,0.234,-9.252
2026-03-02T19:20:00+00:00,8.919,0.116,-9.258
2026-03-02T19:25:00+00:00,8.845,0.062,-9.221
2026-03-02T19:30:00+00:00,8.775,0.11,-9.145
2026-03-02T19:35:00+00:00,8.662,0.058,-8.984
2026-03-02T19:40:00+00:00,8.703,0.313,-9.044
2026-03-02T19:45:00+00:00,8.687,0.291,-9.05
2026-03-02T19:50:00+00:00,8.609,0.186,-8.932
2026-03-02T19:55:00+00:00,8.565,0.156,-8.914
2026-03-02T20:00:00+00:00,8.533,0.167,-8.887
2026-03-02T20:05:00+00:00,8.417,0.294,-8.797
2026-03-02T20:10:00+00:00,8.451,0.304,-8.844
2026-03-02T20:15:00+00:00,8.402,0.226,-8.763
2026-03-02T20:20:00+00:00,8.407,0.069,-8.77
2026-03-02T20:25:00+00:00,8.217,0.344,-8.576
2026-03-02T20:30:00+00:00,8.164,0.395,-8.524
2026-03-02T20:35:00+00:00,8.098,0.432,-8.474
2026-03-02T20:40:00+00:00,8.135,0.322,-8.528
