ValueDate,5 Min Ave,MVA,Volts
2026-02-25T00:05:00+00:00,5.044,5.127,11.206
2026-02-25T00:10:00+00:00,5.216,5.315,11.2
2026-02-25T00:15:00+00:00,5.27,5.216,11.2
2026-02-25T00:20:00+00:00,5.178,5.133,11.2
2026-02-25T00:25:00+00:00,5.124,5.116,11.2
2026-02-25T00:30:00+00:00,5.118,5.114,11.234
2026-02-25T00:35:00+00:00,5.102,5.089,11.203
2026-02-25T00:40:00+00:00,5.102,5.118,11.2
2026-02-25T00:45:00+00:00,5.107,5.097,11.2
2026-02-25T00:50:00+00:00,5.081,5.064,11.222
2026-02-25T00:55:00+00:00,5.006,4.947,11.292
2026-02-25T01:00:00+00:00,4.988,5.031,11.296
2026-02-25T01:05:00+00:00,5.122,5.221,11.204
2026-02-25T01:10:00+00:00,5.197,5.176,11.204
2026-02-25T01:15:00+00:00,5.152,5.125,11.239
2026-02-25T01:20:00+00:00,5.168,5.22,11.268
2026-02-25T01:25:00+00:00,5.175,5.131,11.298
2026-02-25T01:30:00+00:00,5.114,5.095,11.3
2026-02-25T01:35:00+00:00,5.066,5.033,11.3
2026-02-25T01:40:00+00:00,5.014,4.992,11.3
2026-02-25T01:45:00+00:00,4.991,4.987,11.3
2026-02-25T01:50:00+00:00,4.924,4.852,11.304
2026-02-25T01:55:00+00:00,4.851,4.852,11.334
2026-02-25T02:00:00+00:00,4.892,4.928,11.306
2026-02-25T02:05:00+00:00,4.985,5.041,11.3
2026-02-25T02:10:00+00:00,5.061,5.085,11.32
2026-02-25T02:15:00+00:00,5.058,5.026,11.364
2026-02-25T02:20:00+00:00,5.004,4.98,11.3
2026-02-25T02:25:00+00:00,4.948,4.912,11.302
2026-02-25T02:30:00+00:00,4.928,4.935,11.321
2026-02-25T02:35:00+00:00,4.954,4.969,11.3
2026-02-25T02:40:00+00:00,4.939,4.917,11.3
2026-02-25T02:45:00+00:00,4.88,4.846,11.344
2026-02-25T02:50:00+00:00,4.874,4.894,11.328
2026-02-25T02:55:00+00:00,4.882,4.858,11.3
2026-02-25T03:00:00+00:00,4.84,4.813,11.3
2026-02-25T03:05:00+00:00,4.797,4.768,11.3
2026-02-25T03:10:00+00:00,4.744,4.713,11.3
2026-02-25T03:15:00+00:00,4.754,4.792,11.3
2026-02-25T03:20:00+00:00,4.78,4.772,11.302
2026-02-25T03:25:00+00:00,4.714,4.666,11.3
2026-02-25T03:30:00+00:00,4.658,4.659,11.3
2026-02-25T03:35:00+00:00,4.658,4.666,11.3
2026-02-25T03:40:00+00:00,4.658,4.654,11.3
2026-02-25T03:45:00+00:00,4.639,4.62,11.344
2026-02-25T03:50:00+00:00,4.641,4.663,11.248
2026-02-25T03:55:00+00:00,4.68,4.706,11.219
2026-02-25T04:00:00+00:00,4.716,4.728,11.2
2026-02-25T04:05:00+00:00,4.72,4.711,11.2
2026-02-25T04:10:00+00:00,4.73,4.748,11.2
2026-02-25T04:15:00+00:00,4.765,4.78,11.2
2026-02-25T04:20:00+00:00,4.735,4.694,11.2
2026-02-25T04:25:00+00:00,4.688,4.678,11.2
2026-02-25T04:30:00+00:00,4.692,4.711,11.2
2026-02-25T04:35:00+00:00,4.744,4.786,11.2
2026-02-25T04:40:00+00:00,4.772,4.756,11.2
2026-02-25T04:45:00+00:00,4.709,4.659,11.2
2026-02-25T04:50:00+00:00,4.67,4.686,11.2
2026-02-25T04:55:00+00:00,4.672,4.666,11.2
2026-02-25T05:00:00+00:00,4.643,4.624,11.2
2026-02-25T05:05:00+00:00,4.592,4.556,11.122
2026-02-25T05:10:00+00:00,4.564,4.567,11.1
2026-02-25T05:15:00+00:00,4.614,4.652,11.1
2026-02-25T05:20:00+00:00,4.656,4.651,11.1
2026-02-25T05:25:00+00:00,4.652,4.646,11.1
2026-02-25T05:30:00+00:00,4.64,4.632,11.1
2026-02-25T05:35:00+00:00,4.644,4.666,11.1
2026-02-25T05:40:00+00:00,4.712,4.768,11.1
2026-02-25T05:45:00+00:00,4.733,4.697,11.14
2026-02-25T05:50:00+00:00,4.724,4.751,11.2
2026-02-25T05:55:00+00:00,4.795,4.847,11.2
2026-02-25T06:00:00+00:00,4.871,4.9,11.2
2026-02-25T06:05:00+00:00,4.93,4.966,11.172
2026-02-25T06:10:00+00:00,5.008,5.053,11.178
2026-02-25T06:15:00+00:00,5.076,5.104,11.2
2026-02-25T06:20:00+00:00,5.146,5.196,11.2
2026-02-25T06:25:00+00:00,5.215,5.238,11.206
2026-02-25T06:30:00+00:00,5.246,5.26,11.256
2026-02-25T06:35:00+00:00,5.293,5.332,11.206
2026-02-25T06:40:00+00:00,5.375,5.43,11.2
2026-02-25T06:45:00+00:00,5.45,5.48,11.2
2026-02-25T06:50:00+00:00,5.514,5.55,11.2
2026-02-25T06:55:00+00:00,5.537,5.536,11.158
2026-02-25T07:00:00+00:00,5.598,5.682,11.184
2026-02-25T07:05:00+00:00,5.726,5.788,11.162
2026-02-25T07:10:00+00:00,5.876,5.972,11.1
2026-02-25T07:15:00+00:00,5.982,5.99,11.1
2026-02-25T07:20:00+00:00,5.996,5.994,11.102
2026-02-25T07:25:00+00:00,6.033,6.068,11.151
2026-02-25T07:30:00+00:00,6.038,6.006,11.2
2026-02-25T07:35:00+00:00,6.024,6.039,11.126
2026-02-25T07:40:00+00:00,6.025,6.01,11.16
2026-02-25T07:45:00+00:00,6.047,6.09,11.2
2026-02-25T07:50:00+00:00,6.082,6.082,11.2
2026-02-25T07:55:00+00:00,6.09,6.106,11.2
2026-02-25T08:00:00+00:00,6.081,6.06,11.197
2026-02-25T08:05:00+00:00,6.028,5.999,11.2
2026-02-25T08:10:00+00:00,6.02,6.042,11.2
2026-02-25T08:15:00+00:00,6.036,6.03,11.2
2026-02-25T08:20:00+00:00,6.004,5.979,11.2
2026-02-25T08:25:00+00:00,5.909,5.848,11.2
2026-02-25T08:30:00+00:00,5.833,5.822,11.2
2026-02-25T08:35:00+00:00,5.824,5.818,11.2
2026-02-25T08:40:00+00:00,5.768,5.722,11.2
2026-02-25T08:45:00+00:00,5.708,5.702,11.2
2026-02-25T08:50:00+00:00,5.663,5.622,11.2
2026-02-25T08:55:00+00:00,5.621,5.624,11.2
2026-02-25T09:00:00+00:00,5.648,5.672,11.184
2026-02-25T09:05:00+00:00,5.626,5.578,11.2
2026-02-25T09:10:00+00:00,5.634,5.694,11.2
2026-02-25T09:15:00+00:00,5.702,5.704,11.2
2026-02-25T09:20:00+00:00,5.638,5.574,11.2
2026-02-25T09:25:00+00:00,5.605,5.64,11.2
2026-02-25T09:30:00+00:00,5.584,5.53,11.2
2026-02-25T09:35:00+00:00,5.536,5.536,11.2
2026-02-25T09:40:00+00:00,5.514,5.472,11.2
2026-02-25T09:45:00+00:00,5.47,5.463,11.2
2026-02-25T09:50:00+00:00,5.442,5.422,11.2
2026-02-25T09:55:00+00:00,5.453,5.482,11.2
2026-02-25T10:00:00+00:00,5.588,5.694,11.2
2026-02-25T10:05:00+00:00,5.702,5.706,11.2
2026-02-25T10:10:00+00:00,5.716,5.718,11.2
2026-02-25T10:15:00+00:00,5.642,5.558,11.2
2026-02-25T10:20:00+00:00,5.537,5.51,11.2
2026-02-25T10:25:00+00:00,5.474,5.438,11.2
2026-02-25T10:30:00+00:00,5.461,5.494,11.2
2026-02-25T10:35:00+00:00,5.554,5.629,11.2
2026-02-25T10:40:00+00:00,5.626,5.64,11.2
2026-02-25T10:45:00+00:00,5.576,5.522,11.2
2026-02-25T10:50:00+00:00,5.44,5.353,11.206
2026-02-25T10:55:00+00:00,5.424,5.502,11.297
2026-02-25T11:00:00+00:00,5.55,5.61,11.3
2026-02-25T11:05:00+00:00,5.644,5.687,11.276
2026-02-25T11:10:00+00:00,5.648,5.614,11.241
2026-02-25T11:15:00+00:00,5.603,5.598,11.226
2026-02-25T11:20:00+00:00,5.591,5.586,11.218
2026-02-25T11:25:00+00:00,5.552,5.524,11.268
2026-02-25T11:30:00+00:00,5.406,5.296,11.274
2026-02-25T11:35:00+00:00,5.17,5.042,11.298
2026-02-25T11:40:00+00:00,5.049,5.058,11.298
2026-02-25T11:45:00+00:00,5.038,5.017,11.3
2026-02-25T11:50:00+00:00,5.056,5.089,11.266
2026-02-25T11:55:00+00:00,5.092,5.107,11.268
2026-02-25T12:00:00+00:00,5.026,4.96,11.298
2026-02-25T12:05:00+00:00,5.01,5.076,11.25
2026-02-25T12:10:00+00:00,5.22,5.382,11.26
2026-02-25T12:15:00+00:00,5.313,5.248,11.292
2026-02-25T12:20:00+00:00,5.358,5.475,11.257
2026-02-25T12:25:00+00:00,5.392,5.318,11.288
2026-02-25T12:30:00+00:00,5.316,5.322,11.3
2026-02-25T12:35:00+00:00,5.386,5.454,11.3
2026-02-25T12:40:00+00:00,5.402,5.346,11.3
2026-02-25T12:45:00+00:00,5.312,5.28,11.3
2026-02-25T12:50:00+00:00,5.311,5.344,11.3
2026-02-25T12:55:00+00:00,5.201,5.048,11.3
2026-02-25T13:00:00+00:00,4.96,4.872,11.293
2026-02-25T13:05:00+00:00,4.954,5.046,11.22
2026-02-25T13:10:00+00:00,5.004,4.962,11.208
2026-02-25T13:15:00+00:00,4.988,5.013,11.214
2026-02-25T13:20:00+00:00,5.056,5.104,11.219
2026-02-25T13:25:00+00:00,5.02,4.946,11.278
2026-02-25T13:30:00+00:00,4.969,5.006,11.3
2026-02-25T13:35:00+00:00,4.934,4.861,11.3
2026-02-25T13:40:00+00:00,4.84,4.812,11.3
2026-02-25T13:45:00+00:00,4.99,5.175,11.3
2026-02-25T13:50:00+00:00,5.253,5.328,11.3
2026-02-25T13:55:00+00:00,5.206,5.068,11.3
2026-02-25T14:00:00+00:00,5.104,5.134,11.3
2026-02-25T14:05:00+00:00,5.128,5.125,11.3
2026-02-25T14:10:00+00:00,5.107,5.098,11.3
2026-02-25T14:15:00+00:00,5.164,5.24,11.3
2026-02-25T14:20:00+00:00,5.186,5.132,11.3
2026-02-25T14:25:00+00:00,5.118,5.11,11.3
2026-02-25T14:30:00+00:00,5.153,5.208,11.3
2026-02-25T14:35:00+00:00,5.244,5.278,11.3
2026-02-25T14:40:00+00:00,5.223,5.161,11.3
2026-02-25T14:45:00+00:00,5.175,5.198,11.298
2026-02-25T14:50:00+00:00,5.201,5.212,11.3
2026-02-25T14:55:00+00:00,5.212,5.212,11.308
2026-02-25T15:00:00+00:00,5.28,5.361,11.3
2026-02-25T15:05:00+00:00,5.412,5.48,11.3
2026-02-25T15:10:00+00:00,5.458,5.43,11.3
2026-02-25T15:15:00+00:00,5.442,5.45,11.3
2026-02-25T15:20:00+00:00,5.477,5.512,11.3
2026-02-25T15:25:00+00:00,5.476,5.435,11.3
2026-02-25T15:30:00+00:00,5.485,5.538,11.3
2026-02-25T15:35:00+00:00,5.63,5.734,11.3
2026-02-25T15:40:00+00:00,5.782,5.832,11.3
2026-02-25T15:45:00+00:00,5.848,5.856,11.3
2026-02-25T15:50:00+00:00,5.858,5.854,11.285
2026-02-25T15:55:00+00:00,5.914,5.974,11.245
2026-02-25T16:00:00+00:00,6.018,6.05,11.227
2026-02-25T16:05:00+00:00,6.036,6.018,11.2
2026-02-25T16:10:00+00:00,5.978,5.932,11.198
2026-02-25T16:15:00+00:00,5.946,5.958,11.2
2026-02-25T16:20:00+00:00,5.99,6.03,11.195
2026-02-25T16:25:00+00:00,6.051,6.088,11.131
2026-02-25T16:30:00+00:00,6.156,6.236,11.1
2026-02-25T16:35:00+00:00,6.262,6.289,11.16
2026-02-25T16:40:00+00:00,6.282,6.274,11.12
2026-02-25T16:45:00+00:00,6.338,6.398,11.182
2026-02-25T16:50:00+00:00,6.418,6.445,11.196
2026-02-25T16:55:00+00:00,6.454,6.458,11.19
