ValueDate,MVA,MW,Volts
2026-02-25T06:15:00+00:00,2.202,-2.144,11.088
2026-02-25T06:20:00+00:00,2.263,-2.232,11.1
2026-02-25T06:25:00+00:00,2.378,-2.334,11.073
2026-02-25T06:30:00+00:00,2.412,-2.396,11.1
2026-02-25T06:35:00+00:00,2.432,-2.407,11.1
2026-02-25T06:40:00+00:00,2.456,-2.45,11.1
2026-02-25T06:45:00+00:00,2.521,-2.496,11.096
2026-02-25T06:50:00+00:00,2.515,-2.483,11.05
2026-02-25T06:55:00+00:00,2.612,-2.552,11.013
2026-02-25T07:00:00+00:00,2.637,-2.593,11.006
2026-02-25T07:05:00+00:00,2.708,-2.657,11.0
2026-02-25T07:10:00+00:00,2.71,-2.638,11.0
2026-02-25T07:15:00+00:00,2.823,-2.708,11.0
2026-02-25T07:20:00+00:00,2.782,-2.766,11.065
2026-02-25T07:25:00+00:00,2.748,-2.77,11.1
2026-02-25T07:30:00+00:00,2.773,-2.794,11.1
2026-02-25T07:35:00+00:00,2.835,-2.84,11.072
2026-02-25T07:40:00+00:00,2.862,-2.907,11.177
2026-02-25T07:45:00+00:00,2.92,-2.944,11.2
2026-02-25T07:50:00+00:00,2.928,-2.968,11.2
2026-02-25T07:55:00+00:00,2.886,-2.927,11.2
2026-02-25T08:00:00+00:00,2.923,-2.931,11.2
2026-02-25T08:05:00+00:00,2.858,-2.848,11.2
2026-02-25T08:10:00+00:00,2.838,-2.848,11.2
2026-02-25T08:15:00+00:00,2.833,-2.867,11.2
2026-02-25T08:20:00+00:00,2.846,-2.884,11.205
2026-02-25T08:25:00+00:00,2.87,-2.899,11.206
2026-02-25T08:30:00+00:00,2.832,-2.868,11.202
2026-02-25T08:35:00+00:00,2.85,-2.905,11.2
2026-02-25T08:40:00+00:00,2.882,-2.93,11.204
2026-02-25T08:45:00+00:00,2.904,-2.942,11.206
2026-02-25T08:50:00+00:00,2.934,-2.966,11.2
2026-02-25T08:55:00+00:00,2.974,-3.008,11.2
2026-02-25T09:00:00+00:00,2.952,-2.982,11.186
2026-02-25T09:05:00+00:00,3.004,-3.026,11.167
2026-02-25T09:10:00+00:00,2.955,-2.982,11.168
2026-02-25T09:15:00+00:00,2.874,-2.902,11.107
2026-02-25T09:20:00+00:00,2.922,-2.953,11.166
2026-02-25T09:25:00+00:00,2.834,-2.859,11.192
2026-02-25T09:30:00+00:00,2.738,-2.75,11.2
2026-02-25T09:35:00+00:00,2.674,-2.683,11.2
2026-02-25T09:40:00+00:00,2.982,-3.001,11.2
2026-02-25T09:45:00+00:00,3.043,-3.06,11.2
2026-02-25T09:50:00+00:00,2.902,-2.95,11.2
2026-02-25T09:55:00+00:00,2.746,-2.786,11.2
2026-02-25T10:00:00+00:00,2.841,-2.852,11.2
2026-02-25T10:05:00+00:00,2.892,-2.942,11.2
2026-02-25T10:10:00+00:00,3.057,-3.094,11.2
2026-02-25T10:15:00+00:00,3.002,-3.022,11.2
2026-02-25T10:20:00+00:00,3.041,-3.072,11.18
2026-02-25T10:25:00+00:00,3.156,-3.173,11.122
2026-02-25T10:30:00+00:00,3.035,-3.082,11.172
2026-02-25T10:35:00+00:00,2.894,-2.935,11.19
2026-02-25T10:40:00+00:00,2.91,-2.902,11.174
2026-02-25T10:45:00+00:00,2.68,-2.689,11.187
2026-02-25T10:50:00+00:00,2.774,-2.811,11.212
2026-02-25T10:55:00+00:00,2.694,-2.744,11.209
2026-02-25T11:00:00+00:00,2.702,-2.769,11.222
2026-02-25T11:05:00+00:00,2.814,-2.859,11.2
2026-02-25T11:10:00+00:00,2.938,-2.975,11.183
2026-02-25T11:15:00+00:00,2.932,-2.964,11.19
2026-02-25T11:20:00+00:00,2.791,-2.84,11.186
2026-02-25T11:25:00+00:00,2.878,-2.907,11.2
2026-02-25T11:30:00+00:00,2.884,-2.906,11.2
2026-02-25T11:35:00+00:00,2.708,-2.726,11.2
2026-02-25T11:40:00+00:00,2.778,-2.82,11.207
2026-02-25T11:45:00+00:00,2.42,-2.436,11.202
2026-02-25T11:50:00+00:00,2.395,-2.445,11.2
2026-02-25T11:55:00+00:00,2.448,-2.492,11.22
2026-02-25T12:00:00+00:00,2.402,-2.39,11.257
2026-02-25T12:05:00+00:00,2.332,-2.248,11.2
2026-02-25T12:10:00+00:00,2.414,-2.315,11.2
2026-02-25T12:15:00+00:00,2.464,-2.415,11.2
2026-02-25T12:20:00+00:00,2.458,-2.414,11.2
2026-02-25T12:25:00+00:00,2.399,-2.352,11.2
2026-02-25T12:30:00+00:00,2.532,-2.47,11.2
2026-02-25T12:35:00+00:00,2.612,-2.542,11.2
2026-02-25T12:40:00+00:00,2.465,-2.423,11.2
2026-02-25T12:45:00+00:00,2.39,-2.35,11.2
2026-02-25T12:50:00+00:00,2.454,-2.392,11.2
2026-02-25T12:55:00+00:00,2.491,-2.439,11.2
2026-02-25T13:00:00+00:00,2.431,-2.407,11.2
2026-02-25T13:05:00+00:00,2.424,-2.4,11.2
2026-02-25T13:10:00+00:00,2.464,-2.427,11.2
2026-02-25T13:15:00+00:00,2.558,-2.518,11.2
2026-02-25T13:20:00+00:00,2.718,-2.678,11.2
2026-02-25T13:25:00+00:00,2.746,-2.698,11.2
2026-02-25T13:30:00+00:00,2.746,-2.714,11.2
2026-02-25T13:35:00+00:00,2.791,-2.76,11.2
2026-02-25T13:40:00+00:00,2.818,-2.782,11.2
2026-02-25T13:45:00+00:00,2.83,-2.784,11.2
2026-02-25T13:50:00+00:00,2.755,-2.698,11.2
2026-02-25T13:55:00+00:00,2.691,-2.634,11.2
2026-02-25T14:00:00+00:00,2.63,-2.671,11.194
2026-02-25T14:05:00+00:00,2.56,-2.614,11.2
2026-02-25T14:10:00+00:00,2.502,-2.543,11.2
2026-02-25T14:15:00+00:00,2.294,-2.308,11.2
2026-02-25T14:20:00+00:00,2.5,-2.524,11.2
2026-02-25T14:25:00+00:00,2.275,-2.296,11.2
2026-02-25T14:30:00+00:00,1.928,-1.954,11.2
2026-02-25T14:35:00+00:00,1.974,-1.991,11.2
2026-02-25T14:40:00+00:00,2.016,-2.018,11.191
2026-02-25T14:45:00+00:00,1.965,-1.994,11.162
2026-02-25T14:50:00+00:00,2.151,-2.173,11.2
2026-02-25T14:55:00+00:00,2.266,-2.275,11.17
2026-02-25T15:00:00+00:00,2.189,-2.175,11.09
2026-02-25T15:05:00+00:00,2.168,-2.141,11.0
2026-02-25T15:10:00+00:00,2.264,-2.253,11.003
2026-02-25T15:15:00+00:00,2.609,-2.608,11.005
2026-02-25T15:20:00+00:00,2.658,-2.632,11.008
2026-02-25T15:25:00+00:00,2.565,-2.548,11.096
2026-02-25T15:30:00+00:00,2.474,-2.462,11.006
2026-02-25T15:35:00+00:00,2.638,-2.631,11.002
2026-02-25T15:40:00+00:00,2.74,-2.743,11.064
2026-02-25T15:45:00+00:00,2.74,-2.722,11.014
2026-02-25T15:50:00+00:00,2.852,-2.792,11.002
2026-02-25T15:55:00+00:00,2.522,-2.428,11.044
2026-02-25T16:00:00+00:00,2.399,-2.303,11.1
2026-02-25T16:05:00+00:00,2.274,-2.156,11.032
2026-02-25T16:10:00+00:00,0.967,-0.593,11.1
2026-02-25T16:15:00+00:00,0.807,-0.322,11.1
2026-02-25T16:20:00+00:00,1.34,-1.015,11.1
2026-02-25T16:25:00+00:00,2.344,-2.218,11.083
2026-02-25T16:30:00+00:00,2.341,-2.238,11.091
2026-02-25T16:35:00+00:00,2.309,-2.21,11.1
2026-02-25T16:40:00+00:00,2.27,-2.154,11.1
2026-02-25T16:45:00+00:00,1.62,-1.453,11.087
2026-02-25T16:50:00+00:00,1.455,-1.248,11.047
2026-02-25T16:55:00+00:00,1.474,-1.272,11.015
2026-02-25T17:00:00+00:00,1.651,-1.462,11.026
2026-02-25T17:05:00+00:00,2.365,-2.28,11.103
2026-02-25T17:10:00+00:00,2.378,-2.292,11.1
2026-02-25T17:15:00+00:00,1.986,-1.839,11.128
2026-02-25T17:20:00+00:00,1.572,-1.396,11.136
2026-02-25T17:25:00+00:00,1.588,-1.394,11.15
2026-02-25T17:30:00+00:00,1.596,-1.424,11.2
2026-02-25T17:35:00+00:00,1.587,-1.406,11.145
2026-02-25T17:40:00+00:00,1.553,-1.362,11.12
2026-02-25T17:45:00+00:00,1.523,-1.342,11.198
2026-02-25T17:50:00+00:00,2.078,-1.923,11.158
2026-02-25T17:55:00+00:00,2.254,-2.133,11.145
2026-02-25T18:00:00+00:00,1.56,-1.442,11.2
2026-02-25T18:05:00+00:00,1.552,-1.454,11.2
2026-02-25T18:10:00+00:00,1.505,-1.413,11.2
2026-02-25T18:15:00+00:00,1.53,-1.43,11.2
2026-02-25T18:20:00+00:00,1.59,-1.471,11.2
2026-02-25T18:25:00+00:00,1.612,-1.509,11.208
2026-02-25T18:30:00+00:00,1.59,-1.506,11.2
2026-02-25T18:35:00+00:00,1.617,-1.515,11.2
2026-02-25T18:40:00+00:00,1.564,-1.438,11.2
2026-02-25T18:45:00+00:00,1.54,-1.434,11.156
2026-02-25T18:50:00+00:00,1.482,-1.364,11.2
2026-02-25T18:55:00+00:00,1.505,-1.368,11.2
2026-02-25T19:00:00+00:00,1.529,-1.406,11.2
2026-02-25T19:05:00+00:00,2.227,-2.175,11.137
2026-02-25T19:10:00+00:00,2.857,-2.818,11.131
2026-02-25T19:15:00+00:00,3.13,-3.12,11.122
2026-02-25T19:20:00+00:00,3.16,-3.148,11.1
2026-02-25T19:25:00+00:00,3.05,-3.037,11.108
2026-02-25T19:30:00+00:00,3.046,-3.046,11.156
2026-02-25T19:35:00+00:00,3.03,-3.017,11.1
2026-02-25T19:40:00+00:00,3.034,-3.016,11.106
2026-02-25T19:45:00+00:00,2.99,-2.981,11.2
2026-02-25T19:50:00+00:00,2.972,-2.958,11.2
2026-02-25T19:55:00+00:00,3.002,-2.982,11.2
2026-02-25T20:00:00+00:00,2.967,-2.958,11.176
2026-02-25T20:05:00+00:00,2.92,-2.898,11.084
2026-02-25T20:10:00+00:00,2.882,-2.843,11.1
2026-02-25T20:15:00+00:00,2.84,-2.853,11.1
2026-02-25T20:20:00+00:00,2.83,-2.834,11.1
2026-02-25T20:25:00+00:00,2.782,-2.786,11.169
2026-02-25T20:30:00+00:00,2.724,-2.734,11.2
2026-02-25T20:35:00+00:00,2.758,-2.744,11.18
2026-02-25T20:40:00+00:00,2.742,-2.724,11.106
2026-02-25T20:45:00+00:00,2.667,-2.636,11.125
2026-02-25T20:50:00+00:00,2.662,-2.658,11.157
2026-02-25T20:55:00+00:00,2.634,-2.641,11.2
2026-02-25T21:00:00+00:00,2.64,-2.619,11.2
2026-02-25T21:05:00+00:00,2.602,-2.599,11.194
2026-02-25T21:10:00+00:00,2.595,-2.52,11.08
2026-02-25T21:15:00+00:00,2.54,-2.467,11.099
2026-02-25T21:20:00+00:00,2.488,-2.457,11.1
2026-02-25T21:25:00+00:00,2.433,-2.404,11.1
2026-02-25T21:30:00+00:00,2.44,-2.394,11.1
2026-02-25T21:35:00+00:00,2.459,-2.434,11.1
2026-02-25T21:40:00+00:00,2.418,-2.428,11.149
2026-02-25T21:45:00+00:00,2.398,-2.396,11.2
2026-02-25T21:50:00+00:00,2.396,-2.362,11.161
2026-02-25T21:55:00+00:00,2.351,-2.324,11.1
2026-02-25T22:00:00+00:00,2.319,-2.284,11.1
2026-02-25T22:05:00+00:00,2.28,-2.242,11.174
2026-02-25T22:10:00+00:00,2.294,-2.262,11.2
2026-02-25T22:15:00+00:00,2.287,-2.255,11.2
2026-02-25T22:20:00+00:00,2.188,-2.156,11.2
2026-02-25T22:25:00+00:00,2.152,-2.132,11.2
2026-02-25T22:30:00+00:00,2.094,-2.056,11.2
2026-02-25T22:35:00+00:00,2.096,-2.068,11.188
2026-02-25T22:40:00+00:00,2.069,-2.037,11.2
2026-02-25T22:45:00+00:00,2.04,-2.003,11.2
2026-02-25T22:50:00+00:00,2.033,-1.99,11.2
2026-02-25T22:55:00+00:00,2.005,-1.967,11.19
2026-02-25T23:00:00+00:00,2.072,-2.003,11.195
2026-02-25T23:05:00+00:00,2.035,-1.968,11.185
2026-02-25T23:10:00+00:00,1.988,-1.92,11.194
2026-02-25T23:15:00+00:00,1.927,-1.883,11.21
2026-02-25T23:20:00+00:00,1.988,-1.87,11.244
2026-02-25T23:25:00+00:00,2.05,-1.866,11.2
2026-02-25T23:30:00+00:00,2.022,-1.848,11.159
2026-02-25T23:35:00+00:00,1.996,-1.805,11.11
2026-02-25T23:40:00+00:00,2.003,-1.812,11.1
2026-02-25T23:45:00+00:00,1.995,-1.811,11.104
2026-02-25T23:50:00+00:00,1.987,-1.822,11.116
2026-02-25T23:55:00+00:00,1.962,-1.792,11.142
2026-02-26T00:00:00+00:00,1.952,-1.788,11.197
2026-02-26T00:05:00+00:00,1.994,-1.812,11.19
2026-02-26T00:10:00+00:00,2.01,-1.846,11.106
2026-02-26T00:15:00+00:00,1.97,-1.818,11.18
2026-02-26T00:20:00+00:00,2.043,-1.868,11.178
2026-02-26T00:25:00+00:00,2.033,-1.881,11.184
2026-02-26T00:30:00+00:00,2.027,-1.846,11.128
2026-02-26T00:35:00+00:00,2.064,-1.868,11.0
2026-02-26T00:40:00+00:00,2.059,-1.902,11.005
2026-02-26T00:45:00+00:00,1.969,-1.903,11.025
2026-02-26T00:50:00+00:00,1.962,-1.91,11.029
2026-02-26T00:55:00+00:00,1.919,-1.857,11.001
2026-02-26T01:00:00+00:00,1.878,-1.804,11.0
2026-02-26T01:05:00+00:00,1.909,-1.858,11.0
2026-02-26T01:10:00+00:00,1.916,-1.86,11.0
2026-02-26T01:15:00+00:00,1.865,-1.823,11.059
2026-02-26T01:20:00+00:00,1.885,-1.841,11.092
2026-02-26T01:25:00+00:00,1.856,-1.807,11.1
2026-02-26T01:30:00+00:00,1.826,-1.787,11.1
2026-02-26T01:35:00+00:00,1.816,-1.758,11.051
2026-02-26T01:40:00+00:00,1.814,-1.757,11.004
2026-02-26T01:45:00+00:00,1.823,-1.766,11.004
2026-02-26T01:50:00+00:00,1.848,-1.789,11.0
2026-02-26T01:55:00+00:00,1.805,-1.748,11.063
2026-02-26T02:00:00+00:00,1.769,-1.716,11.098
2026-02-26T02:05:00+00:00,1.791,-1.736,11.016
2026-02-26T02:10:00+00:00,1.779,-1.716,11.027
2026-02-26T02:15:00+00:00,1.732,-1.701,11.077
2026-02-26T02:20:00+00:00,1.769,-1.707,11.059
2026-02-26T02:25:00+00:00,1.741,-1.688,11.098
2026-02-26T02:30:00+00:00,1.749,-1.697,11.1
2026-02-26T02:35:00+00:00,1.747,-1.684,11.1
2026-02-26T02:40:00+00:00,1.716,-1.664,11.1
2026-02-26T02:45:00+00:00,1.732,-1.666,11.1
2026-02-26T02:50:00+00:00,1.708,-1.652,11.125
2026-02-26T02:55:00+00:00,1.712,-1.644,11.132
2026-02-26T03:00:00+00:00,1.702,-1.62,11.174
2026-02-26T03:05:00+00:00,1.701,-1.637,11.108
2026-02-26T03:10:00+00:00,1.686,-1.616,11.1
2026-02-26T03:15:00+00:00,1.676,-1.619,11.1
2026-02-26T03:20:00+00:00,1.676,-1.62,11.1
2026-02-26T03:25:00+00:00,1.708,-1.638,11.1
2026-02-26T03:30:00+00:00,1.698,-1.626,11.1
2026-02-26T03:35:00+00:00,1.668,-1.61,11.18
2026-02-26T03:40:00+00:00,1.652,-1.596,11.185
2026-02-26T03:45:00+00:00,1.704,-1.649,11.172
2026-02-26T03:50:00+00:00,1.682,-1.636,11.174
2026-02-26T03:55:00+00:00,1.683,-1.616,11.123
2026-02-26T04:00:00+00:00,1.666,-1.604,11.104
2026-02-26T04:05:00+00:00,1.68,-1.601,11.1
2026-02-26T04:10:00+00:00,1.725,-1.654,11.1
2026-02-26T04:15:00+00:00,1.702,-1.659,11.1
2026-02-26T04:20:00+00:00,1.684,-1.616,11.095
2026-02-26T04:25:00+00:00,1.682,-1.62,11.1
2026-02-26T04:30:00+00:00,1.68,-1.632,11.1
2026-02-26T04:35:00+00:00,1.695,-1.658,11.1
2026-02-26T04:40:00+00:00,1.696,-1.644,11.1
2026-02-26T04:45:00+00:00,1.742,-1.707,11.1
2026-02-26T04:50:00+00:00,1.703,-1.666,11.102
2026-02-26T04:55:00+00:00,1.708,-1.624,11.1
2026-02-26T05:00:00+00:00,1.734,-1.69,11.1
2026-02-26T05:05:00+00:00,1.793,-1.728,11.046
2026-02-26T05:10:00+00:00,1.797,-1.76,11.086
2026-02-26T05:15:00+00:00,1.866,-1.82,11.1
2026-02-26T05:20:00+00:00,1.769,-1.73,11.1
2026-02-26T05:25:00+00:00,1.789,-1.706,11.046
2026-02-26T05:30:00+00:00,1.849,-1.796,11.0
2026-02-26T05:35:00+00:00,1.85,-1.785,11.0
2026-02-26T05:40:00+00:00,1.909,-1.83,11.0
2026-02-26T05:45:00+00:00,1.916,-1.842,11.0
2026-02-26T05:50:00+00:00,1.984,-1.91,11.0
2026-02-26T05:55:00+00:00,2.043,-1.969,11.0
2026-02-26T06:00:00+00:00,1.986,-1.919,11.0
2026-02-26T06:05:00+00:00,1.982,-1.922,11.028
2026-02-26T06:10:00+00:00,2.014,-1.961,11.032
2026-02-26T06:15:00+00:00,2.136,-2.092,11.058
2026-02-26T06:20:00+00:00,2.24,-2.18,11.1
2026-02-26T06:25:00+00:00,2.306,-2.25,11.018
2026-02-26T06:30:00+00:00,2.361,-2.314,11.0
2026-02-26T06:35:00+00:00,2.399,-2.346,10.998
2026-02-26T06:40:00+00:00,2.471,-2.416,11.0
2026-02-26T06:45:00+00:00,2.539,-2.468,10.998
2026-02-26T06:50:00+00:00,2.67,-2.531,10.98
2026-02-26T06:55:00+00:00,2.676,-2.538,11.0
2026-02-26T07:00:00+00:00,2.715,-2.62,11.108
2026-02-26T07:05:00+00:00,2.658,-2.569,11.155
2026-02-26T07:10:00+00:00,2.738,-2.657,11.108
2026-02-26T07:15:00+00:00,2.785,-2.696,11.108
2026-02-26T07:20:00+00:00,2.81,-2.754,11.174
2026-02-26T07:25:00+00:00,2.913,-2.814,11.116
2026-02-26T07:30:00+00:00,2.978,-2.887,11.071
2026-02-26T07:35:00+00:00,2.984,-2.883,11.0
2026-02-26T07:40:00+00:00,2.956,-2.883,11.16
2026-02-26T07:45:00+00:00,2.899,-2.874,11.017
2026-02-26T07:50:00+00:00,2.877,-2.84,11.003
2026-02-26T07:55:00+00:00,2.846,-2.814,11.03
2026-02-26T08:00:00+00:00,2.919,-2.836,10.996
2026-02-26T08:05:00+00:00,2.951,-2.843,11.004
2026-02-26T08:10:00+00:00,2.936,-2.942,11.1
2026-02-26T08:15:00+00:00,3.026,-3.004,11.1
2026-02-26T08:20:00+00:00,2.964,-2.967,11.1
2026-02-26T08:25:00+00:00,2.948,-2.939,11.05
2026-02-26T08:30:00+00:00,2.944,-2.954,11.096
2026-02-26T08:35:00+00:00,3.003,-3.029,11.1
2026-02-26T08:40:00+00:00,2.963,-2.992,11.1
2026-02-26T08:45:00+00:00,2.997,-3.01,11.1
2026-02-26T08:50:00+00:00,2.962,-2.958,11.093
2026-02-26T08:55:00+00:00,3.016,-3.002,11.058
2026-02-26T09:00:00+00:00,3.05,-3.072,11.126
2026-02-26T09:05:00+00:00,3.08,-3.108,11.2
2026-02-26T09:10:00+00:00,3.087,-3.117,11.2
2026-02-26T09:15:00+00:00,3.072,-3.101,11.181
2026-02-26T09:20:00+00:00,3.613,-3.642,11.1
2026-02-26T09:25:00+00:00,4.217,-4.225,11.1
2026-02-26T09:30:00+00:00,4.236,-4.237,11.106
2026-02-26T09:35:00+00:00,4.26,-4.263,11.2
2026-02-26T09:40:00+00:00,4.228,-4.272,11.2
2026-02-26T09:45:00+00:00,4.198,-4.242,11.193
2026-02-26T09:50:00+00:00,4.276,-4.289,11.2
2026-02-26T09:55:00+00:00,4.267,-4.28,11.2
2026-02-26T10:00:00+00:00,4.189,-4.224,11.2
2026-02-26T10:05:00+00:00,4.184,-4.232,11.158
2026-02-26T10:10:00+00:00,4.324,-4.352,11.104
2026-02-26T10:15:00+00:00,4.331,-4.344,11.127
2026-02-26T10:20:00+00:00,4.349,-4.36,11.174
2026-02-26T10:25:00+00:00,4.33,-4.377,11.186
2026-02-26T10:30:00+00:00,4.276,-4.319,11.2
2026-02-26T10:35:00+00:00,4.236,-4.27,11.168
2026-02-26T10:40:00+00:00,4.26,-4.27,11.141
2026-02-26T10:45:00+00:00,4.259,-4.284,11.232
2026-02-26T10:50:00+00:00,4.296,-4.239,11.127
2026-02-26T10:55:00+00:00,4.316,-4.254,11.1
2026-02-26T11:00:00+00:00,4.313,-4.264,11.159
2026-02-26T11:05:00+00:00,4.296,-4.27,11.2
2026-02-26T11:10:00+00:00,4.354,-4.281,11.131
2026-02-26T11:15:00+00:00,4.366,-4.278,11.1
2026-02-26T11:20:00+00:00,4.446,-4.382,11.1
2026-02-26T11:25:00+00:00,4.414,-4.32,11.1
2026-02-26T11:30:00+00:00,4.367,-4.285,11.1
2026-02-26T11:35:00+00:00,3.322,-3.233,11.189
2026-02-26T11:40:00+00:00,2.989,-2.964,11.18
2026-02-26T11:45:00+00:00,2.94,-2.936,11.127
2026-02-26T11:50:00+00:00,2.968,-2.95,11.1
2026-02-26T11:55:00+00:00,2.978,-2.979,11.1
2026-02-26T12:00:00+00:00,2.988,-2.998,11.153
2026-02-26T12:05:00+00:00,3.01,-3.002,11.1
2026-02-26T12:10:00+00:00,2.987,-3.002,11.1
2026-02-26T12:15:00+00:00,3.053,-3.036,11.1
2026-02-26T12:20:00+00:00,3.044,-3.026,11.1
2026-02-26T12:25:00+00:00,3.069,-3.047,11.1
2026-02-26T12:30:00+00:00,3.099,-3.074,11.1
2026-02-26T12:35:00+00:00,3.073,-3.044,11.1
2026-02-26T12:40:00+00:00,3.054,-3.01,11.028
2026-02-26T12:45:00+00:00,3.016,-2.989,11.047
2026-02-26T12:50:00+00:00,2.976,-2.98,11.1
2026-02-26T12:55:00+00:00,2.896,-2.876,11.1
2026-02-26T13:00:00+00:00,2.88,-2.869,11.1
2026-02-26T13:05:00+00:00,2.932,-2.912,11.1
2026-02-26T13:10:00+00:00,2.984,-2.97,11.1
2026-02-26T13:15:00+00:00,2.955,-2.958,11.1
2026-02-26T13:20:00+00:00,2.972,-2.958,11.1
2026-02-26T13:25:00+00:00,3.024,-3.014,11.103
2026-02-26T13:30:00+00:00,3.004,-2.992,11.1
2026-02-26T13:35:00+00:00,3.014,-3.015,11.1
2026-02-26T13:40:00+00:00,2.986,-2.968,11.1
2026-02-26T13:45:00+00:00,2.99,-2.982,11.1
2026-02-26T13:50:00+00:00,2.934,-2.946,11.105
2026-02-26T13:55:00+00:00,2.92,-2.951,11.2
2026-02-26T14:00:00+00:00,2.947,-2.973,11.2
2026-02-26T14:05:00+00:00,2.918,-2.931,11.138
2026-02-26T14:10:00+00:00,2.962,-2.968,11.12
2026-02-26T14:15:00+00:00,2.962,-2.996,11.172
2026-02-26T14:20:00+00:00,2.968,-2.99,11.2
2026-02-26T14:25:00+00:00,2.974,-2.964,11.12
2026-02-26T14:30:00+00:00,3.011,-2.982,11.1
2026-02-26T14:35:00+00:00,2.928,-2.916,11.145
2026-02-26T14:40:00+00:00,2.878,-2.887,11.198
2026-02-26T14:45:00+00:00,2.914,-2.924,11.14
