ValueDate,MVA,MVAr,MW,Volts
2026-02-25T00:05:00+00:00,1.476,0.032,-0.65,11.115
2026-02-25T00:10:00+00:00,1.486,0.03,-0.651,11.1
2026-02-25T00:15:00+00:00,1.472,0.047,-0.64,11.1
2026-02-25T00:20:00+00:00,1.446,0.044,-0.573,11.1
2026-02-25T00:25:00+00:00,1.448,-0.019,-0.596,11.1
2026-02-25T00:30:00+00:00,1.429,0.04,-0.569,11.102
2026-02-25T00:35:00+00:00,1.417,0.042,-0.515,11.1
2026-02-25T00:40:00+00:00,1.394,0.034,-0.488,11.1
2026-02-25T00:45:00+00:00,1.429,0.023,-0.553,11.1
2026-02-25T00:50:00+00:00,1.442,0.031,-0.583,11.1
2026-02-25T00:55:00+00:00,1.423,0.039,-0.519,11.1
2026-02-25T01:00:00+00:00,1.466,0.011,-0.51,11.1
2026-02-25T01:05:00+00:00,1.424,0.038,-0.52,11.1
2026-02-25T01:10:00+00:00,1.428,0.048,-0.528,11.1
2026-02-25T01:15:00+00:00,1.429,0.052,-0.518,11.1
2026-02-25T01:20:00+00:00,1.414,0.072,-0.46,11.1
2026-02-25T01:25:00+00:00,1.426,0.035,-0.514,11.148
2026-02-25T01:30:00+00:00,1.45,0.003,-0.572,11.144
2026-02-25T01:35:00+00:00,1.44,0.021,-0.556,11.144
2026-02-25T01:40:00+00:00,1.419,0.036,-0.474,11.191
2026-02-25T01:45:00+00:00,1.432,-0.006,-0.509,11.19
2026-02-25T01:50:00+00:00,1.428,0.034,-0.498,11.2
2026-02-25T01:55:00+00:00,1.426,0.013,-0.508,11.2
2026-02-25T02:00:00+00:00,1.441,0.021,-0.541,11.2
2026-02-25T02:05:00+00:00,1.414,0.035,-0.48,11.2
2026-02-25T02:10:00+00:00,1.458,0.019,-0.584,11.206
2026-02-25T02:15:00+00:00,1.44,0.02,-0.542,11.295
2026-02-25T02:20:00+00:00,1.444,-0.001,-0.542,11.3
2026-02-25T02:25:00+00:00,1.448,0.015,-0.534,11.3
2026-02-25T02:30:00+00:00,1.426,0.039,-0.511,11.3
2026-02-25T02:35:00+00:00,1.426,0.023,-0.514,11.3
2026-02-25T02:40:00+00:00,1.454,-0.004,-0.552,11.3
2026-02-25T02:45:00+00:00,1.438,0.035,-0.502,11.3
2026-02-25T02:50:00+00:00,1.433,0.044,-0.518,11.278
2026-02-25T02:55:00+00:00,1.438,0.011,-0.57,11.191
2026-02-25T03:00:00+00:00,1.44,0.036,-0.536,11.145
2026-02-25T03:05:00+00:00,1.429,0.071,-0.52,11.1
2026-02-25T03:10:00+00:00,1.447,0.041,-0.564,11.1
2026-02-25T03:15:00+00:00,1.449,0.032,-0.577,11.1
2026-02-25T03:20:00+00:00,1.442,0.035,-0.566,11.1
2026-02-25T03:25:00+00:00,1.455,0.049,-0.566,11.1
2026-02-25T03:30:00+00:00,1.404,0.025,-0.505,11.152
2026-02-25T03:35:00+00:00,1.445,0.029,-0.562,11.102
2026-02-25T03:40:00+00:00,1.449,0.04,-0.573,11.112
2026-02-25T03:45:00+00:00,1.456,0.035,-0.542,11.172
2026-02-25T03:50:00+00:00,1.435,0.043,-0.544,11.2
2026-02-25T03:55:00+00:00,1.454,0.026,-0.604,11.2
2026-02-25T04:00:00+00:00,1.457,0.056,-0.592,11.183
2026-02-25T04:05:00+00:00,1.432,0.065,-0.562,11.142
2026-02-25T04:10:00+00:00,1.422,-0.004,-0.592,11.144
2026-02-25T04:15:00+00:00,1.478,0.007,-0.656,11.146
2026-02-25T04:20:00+00:00,1.492,0.014,-0.664,11.139
2026-02-25T04:25:00+00:00,1.476,0.032,-0.643,11.156
2026-02-25T04:30:00+00:00,1.46,0.026,-0.622,11.17
2026-02-25T04:35:00+00:00,1.462,0.028,-0.616,11.2
2026-02-25T04:40:00+00:00,1.464,0.046,-0.593,11.2
2026-02-25T04:45:00+00:00,1.452,0.041,-0.564,11.2
2026-02-25T04:50:00+00:00,1.442,0.014,-0.625,11.2
2026-02-25T04:55:00+00:00,1.46,0.019,-0.598,11.2
2026-02-25T05:00:00+00:00,1.462,0.038,-0.607,11.2
2026-02-25T05:05:00+00:00,1.454,0.044,-0.6,11.134
2026-02-25T05:10:00+00:00,1.479,0.016,-0.65,11.1
