ValueDate,MVA
2026-02-25T00:05:00+00:00,2.456
2026-02-25T00:10:00+00:00,2.54
2026-02-25T00:15:00+00:00,2.576
2026-02-25T00:20:00+00:00,2.568
2026-02-25T00:25:00+00:00,2.56
2026-02-25T00:30:00+00:00,2.532
2026-02-25T00:35:00+00:00,2.507
2026-02-25T00:40:00+00:00,2.544
2026-02-25T00:45:00+00:00,2.526
2026-02-25T00:50:00+00:00,2.513
2026-02-25T00:55:00+00:00,2.506
2026-02-25T01:00:00+00:00,2.486
2026-02-25T01:05:00+00:00,2.546
2026-02-25T01:10:00+00:00,2.546
2026-02-25T01:15:00+00:00,2.569
2026-02-25T01:20:00+00:00,2.519
2026-02-25T01:25:00+00:00,2.556
2026-02-25T01:30:00+00:00,2.508
2026-02-25T01:35:00+00:00,2.572
2026-02-25T01:40:00+00:00,2.577
2026-02-25T01:45:00+00:00,2.547
2026-02-25T01:50:00+00:00,2.566
2026-02-25T01:55:00+00:00,2.562
2026-02-25T02:00:00+00:00,2.538
2026-02-25T02:05:00+00:00,2.544
2026-02-25T02:10:00+00:00,2.537
2026-02-25T02:15:00+00:00,2.563
2026-02-25T02:20:00+00:00,2.56
2026-02-25T02:25:00+00:00,2.511
2026-02-25T02:30:00+00:00,2.489
2026-02-25T02:35:00+00:00,2.476
2026-02-25T02:40:00+00:00,2.459
2026-02-25T02:45:00+00:00,2.472
2026-02-25T02:50:00+00:00,2.41
2026-02-25T02:55:00+00:00,2.364
2026-02-25T03:00:00+00:00,2.354
2026-02-25T03:05:00+00:00,2.399
2026-02-25T03:10:00+00:00,2.407
2026-02-25T03:15:00+00:00,2.436
2026-02-25T03:20:00+00:00,2.42
2026-02-25T03:25:00+00:00,2.386
2026-02-25T03:30:00+00:00,2.344
2026-02-25T03:35:00+00:00,2.32
2026-02-25T03:40:00+00:00,2.332
2026-02-25T03:45:00+00:00,2.344
2026-02-25T03:50:00+00:00,2.31
2026-02-25T03:55:00+00:00,2.306
2026-02-25T04:00:00+00:00,2.34
2026-02-25T04:05:00+00:00,2.339
2026-02-25T04:10:00+00:00,2.266
2026-02-25T04:15:00+00:00,2.272
2026-02-25T04:20:00+00:00,2.276
2026-02-25T04:25:00+00:00,2.252
2026-02-25T04:30:00+00:00,2.224
2026-02-25T04:35:00+00:00,2.268
2026-02-25T04:40:00+00:00,2.29
2026-02-25T04:45:00+00:00,2.307
2026-02-25T04:50:00+00:00,2.266
