ValueDate,MVA
2026-02-25T00:05:00+00:00,3.416
2026-02-25T00:10:00+00:00,3.443
2026-02-25T00:15:00+00:00,3.43
2026-02-25T00:20:00+00:00,3.459
2026-02-25T00:25:00+00:00,3.424
2026-02-25T00:30:00+00:00,3.347
2026-02-25T00:35:00+00:00,3.445
2026-02-25T00:40:00+00:00,3.508
2026-02-25T00:45:00+00:00,3.483
2026-02-25T00:50:00+00:00,3.492
2026-02-25T00:55:00+00:00,3.493
2026-02-25T01:00:00+00:00,3.481
2026-02-25T01:05:00+00:00,3.521
2026-02-25T01:10:00+00:00,3.567
2026-02-25T01:15:00+00:00,3.496
2026-02-25T01:20:00+00:00,3.488
2026-02-25T01:25:00+00:00,3.414
2026-02-25T01:30:00+00:00,3.416
2026-02-25T01:35:00+00:00,3.468
2026-02-25T01:40:00+00:00,3.448
2026-02-25T01:45:00+00:00,3.373
2026-02-25T01:50:00+00:00,3.352
2026-02-25T01:55:00+00:00,3.363
2026-02-25T02:00:00+00:00,3.278
2026-02-25T02:05:00+00:00,3.326
2026-02-25T02:10:00+00:00,3.357
2026-02-25T02:15:00+00:00,3.325
2026-02-25T02:20:00+00:00,3.326
2026-02-25T02:25:00+00:00,3.325
2026-02-25T02:30:00+00:00,3.266
2026-02-25T02:35:00+00:00,3.17
2026-02-25T02:40:00+00:00,3.193
2026-02-25T02:45:00+00:00,3.229
2026-02-25T02:50:00+00:00,3.226
2026-02-25T02:55:00+00:00,3.225
2026-02-25T03:00:00+00:00,3.183
2026-02-25T03:05:00+00:00,3.224
2026-02-25T03:10:00+00:00,3.217
2026-02-25T03:15:00+00:00,3.196
2026-02-25T03:20:00+00:00,3.197
2026-02-25T03:25:00+00:00,3.169
2026-02-25T03:30:00+00:00,3.166
2026-02-25T03:35:00+00:00,3.118
2026-02-25T03:40:00+00:00,3.125
2026-02-25T03:45:00+00:00,3.106
2026-02-25T03:50:00+00:00,3.134
2026-02-25T03:55:00+00:00,3.074
2026-02-25T04:00:00+00:00,3.103
2026-02-25T04:05:00+00:00,3.07
2026-02-25T04:10:00+00:00,3.115
2026-02-25T04:15:00+00:00,3.14
2026-02-25T04:20:00+00:00,3.105
2026-02-25T04:25:00+00:00,3.137
2026-02-25T04:30:00+00:00,3.066
2026-02-25T04:35:00+00:00,3.157
2026-02-25T04:40:00+00:00,3.204
2026-02-25T04:45:00+00:00,3.223
2026-02-25T04:50:00+00:00,3.229
2026-02-25T04:55:00+00:00,3.224
2026-02-25T05:00:00+00:00,3.152
2026-02-25T05:05:00+00:00,3.121
2026-02-25T05:10:00+00:00,3.162
2026-02-25T05:15:00+00:00,3.175
2026-02-25T05:20:00+00:00,3.196
2026-02-25T05:25:00+00:00,3.219
2026-02-25T05:30:00+00:00,3.205
2026-02-25T05:35:00+00:00,3.229
2026-02-25T05:40:00+00:00,3.256
2026-02-25T05:45:00+00:00,3.275
2026-02-25T05:50:00+00:00,3.399
2026-02-25T05:55:00+00:00,3.487
2026-02-25T06:00:00+00:00,3.513
2026-02-25T06:05:00+00:00,3.582
2026-02-25T06:10:00+00:00,3.675
2026-02-25T06:15:00+00:00,3.697
2026-02-25T06:20:00+00:00,3.749
2026-02-25T06:25:00+00:00,3.793
2026-02-25T06:30:00+00:00,3.948
2026-02-25T06:35:00+00:00,3.974
2026-02-25T06:40:00+00:00,4.024
2026-02-25T06:45:00+00:00,4.115
2026-02-25T06:50:00+00:00,4.191
2026-02-25T06:55:00+00:00,4.231
2026-02-25T07:00:00+00:00,4.314
2026-02-25T07:05:00+00:00,4.406
2026-02-25T07:10:00+00:00,4.511
2026-02-25T07:15:00+00:00,4.516
2026-02-25T07:20:00+00:00,4.489
2026-02-25T07:25:00+00:00,4.464
2026-02-25T07:30:00+00:00,4.554
2026-02-25T07:35:00+00:00,4.58
2026-02-25T07:40:00+00:00,4.672
2026-02-25T07:45:00+00:00,4.762
2026-02-25T07:50:00+00:00,4.718
2026-02-25T07:55:00+00:00,4.782
2026-02-25T08:00:00+00:00,4.809
2026-02-25T08:05:00+00:00,4.808
2026-02-25T08:10:00+00:00,4.848
2026-02-25T08:15:00+00:00,4.877
2026-02-25T08:20:00+00:00,4.952
2026-02-25T08:25:00+00:00,4.909
2026-02-25T08:30:00+00:00,4.8
2026-02-25T08:35:00+00:00,4.857
2026-02-25T08:40:00+00:00,4.784
2026-02-25T08:45:00+00:00,4.765
2026-02-25T08:50:00+00:00,4.675
2026-02-25T08:55:00+00:00,4.612
2026-02-25T09:00:00+00:00,4.643
2026-02-25T09:05:00+00:00,4.554
2026-02-25T09:10:00+00:00,4.633
2026-02-25T09:15:00+00:00,4.727
2026-02-25T09:20:00+00:00,4.68
2026-02-25T09:25:00+00:00,4.603
2026-02-25T09:30:00+00:00,4.64
2026-02-25T09:35:00+00:00,4.652
2026-02-25T09:40:00+00:00,4.554
2026-02-25T09:45:00+00:00,4.571
2026-02-25T09:50:00+00:00,4.611
2026-02-25T09:55:00+00:00,4.7
2026-02-25T10:00:00+00:00,4.761
2026-02-25T10:05:00+00:00,4.882
2026-02-25T10:10:00+00:00,4.977
2026-02-25T10:15:00+00:00,4.972
2026-02-25T10:20:00+00:00,4.929
2026-02-25T10:25:00+00:00,4.859
2026-02-25T10:30:00+00:00,4.742
2026-02-25T10:35:00+00:00,4.699
2026-02-25T10:40:00+00:00,4.602
2026-02-25T10:45:00+00:00,4.507
2026-02-25T10:50:00+00:00,4.45
2026-02-25T10:55:00+00:00,4.335
2026-02-25T11:00:00+00:00,4.287
2026-02-25T11:05:00+00:00,4.311
2026-02-25T11:10:00+00:00,4.241
2026-02-25T11:15:00+00:00,4.28
2026-02-25T11:20:00+00:00,4.242
2026-02-25T11:25:00+00:00,4.271
2026-02-25T11:30:00+00:00,4.265
2026-02-25T11:35:00+00:00,4.324
2026-02-25T11:40:00+00:00,4.293
2026-02-25T11:45:00+00:00,4.333
2026-02-25T11:50:00+00:00,4.446
2026-02-25T11:55:00+00:00,4.394
2026-02-25T12:00:00+00:00,4.36
2026-02-25T12:05:00+00:00,4.398
2026-02-25T12:10:00+00:00,4.487
2026-02-25T12:15:00+00:00,4.668
2026-02-25T12:20:00+00:00,4.792
2026-02-25T12:25:00+00:00,4.773
2026-02-25T12:30:00+00:00,4.679
2026-02-25T12:35:00+00:00,4.548
2026-02-25T12:40:00+00:00,4.388
2026-02-25T12:45:00+00:00,4.308
2026-02-25T12:50:00+00:00,4.274
2026-02-25T12:55:00+00:00,4.298
2026-02-25T13:00:00+00:00,4.301
2026-02-25T13:05:00+00:00,4.261
2026-02-25T13:10:00+00:00,4.369
2026-02-25T13:15:00+00:00,4.381
2026-02-25T13:20:00+00:00,4.424
2026-02-25T13:25:00+00:00,4.341
2026-02-25T13:30:00+00:00,4.387
2026-02-25T13:35:00+00:00,4.321
2026-02-25T13:40:00+00:00,4.366
2026-02-25T13:45:00+00:00,4.52
2026-02-25T13:50:00+00:00,4.64
2026-02-25T13:55:00+00:00,4.564
2026-02-25T14:00:00+00:00,4.494
2026-02-25T14:05:00+00:00,4.421
2026-02-25T14:10:00+00:00,4.339
2026-02-25T14:15:00+00:00,4.394
2026-02-25T14:20:00+00:00,4.478
2026-02-25T14:25:00+00:00,4.418
2026-02-25T14:30:00+00:00,4.315
2026-02-25T14:35:00+00:00,4.394
2026-02-25T14:40:00+00:00,4.525
2026-02-25T14:45:00+00:00,4.652
2026-02-25T14:50:00+00:00,4.699
2026-02-25T14:55:00+00:00,4.679
2026-02-25T15:00:00+00:00,4.588
2026-02-25T15:05:00+00:00,4.532
2026-02-25T15:10:00+00:00,4.656
2026-02-25T15:15:00+00:00,4.776
2026-02-25T15:20:00+00:00,4.839
2026-02-25T15:25:00+00:00,4.843
2026-02-25T15:30:00+00:00,4.772
2026-02-25T15:35:00+00:00,4.834
2026-02-25T15:40:00+00:00,4.935
2026-02-25T15:45:00+00:00,5.066
2026-02-25T15:50:00+00:00,5.146
2026-02-25T15:55:00+00:00,5.246
2026-02-25T16:00:00+00:00,5.29
2026-02-25T16:05:00+00:00,5.295
2026-02-25T16:10:00+00:00,5.272
2026-02-25T16:15:00+00:00,5.274
2026-02-25T16:20:00+00:00,5.21
2026-02-25T16:25:00+00:00,5.312
2026-02-25T16:30:00+00:00,5.268
2026-02-25T16:35:00+00:00,5.319
2026-02-25T16:40:00+00:00,5.44
2026-02-25T16:45:00+00:00,5.49
2026-02-25T16:50:00+00:00,5.507
2026-02-25T16:55:00+00:00,5.631
2026-02-25T17:00:00+00:00,5.773
2026-02-25T17:05:00+00:00,5.873
2026-02-25T17:10:00+00:00,5.961
2026-02-25T17:15:00+00:00,6.292
2026-02-25T17:20:00+00:00,6.45
2026-02-25T17:25:00+00:00,6.445
2026-02-25T17:30:00+00:00,6.53
2026-02-25T17:35:00+00:00,6.584
2026-02-25T17:40:00+00:00,6.524
2026-02-25T17:45:00+00:00,6.464
2026-02-25T17:50:00+00:00,6.518
2026-02-25T17:55:00+00:00,6.574
2026-02-25T18:00:00+00:00,6.654
2026-02-25T18:05:00+00:00,6.683
2026-02-25T18:10:00+00:00,6.65
2026-02-25T18:15:00+00:00,6.701
2026-02-25T18:20:00+00:00,6.728
2026-02-25T18:25:00+00:00,6.735
2026-02-25T18:30:00+00:00,6.775
2026-02-25T18:35:00+00:00,6.763
2026-02-25T18:40:00+00:00,6.749
2026-02-25T18:45:00+00:00,6.73
2026-02-25T18:50:00+00:00,6.69
2026-02-25T18:55:00+00:00,6.54
2026-02-25T19:00:00+00:00,6.571
2026-02-25T19:05:00+00:00,6.257
2026-02-25T19:10:00+00:00,6.096
2026-02-25T19:15:00+00:00,6.085
2026-02-25T19:20:00+00:00,6.058
2026-02-25T19:25:00+00:00,6.003
2026-02-25T19:30:00+00:00,5.947
2026-02-25T19:35:00+00:00,5.877
2026-02-25T19:40:00+00:00,5.866
2026-02-25T19:45:00+00:00,5.846
2026-02-25T19:50:00+00:00,5.766
2026-02-25T19:55:00+00:00,5.744
2026-02-25T20:00:00+00:00,5.746
2026-02-25T20:05:00+00:00,5.627
2026-02-25T20:10:00+00:00,5.53
2026-02-25T20:15:00+00:00,5.492
2026-02-25T20:20:00+00:00,5.438
2026-02-25T20:25:00+00:00,5.346
2026-02-25T20:30:00+00:00,5.279
2026-02-25T20:35:00+00:00,5.243
2026-02-25T20:40:00+00:00,5.15
2026-02-25T20:45:00+00:00,5.061
2026-02-25T20:50:00+00:00,5.108
2026-02-25T20:55:00+00:00,5.033
2026-02-25T21:00:00+00:00,4.96
2026-02-25T21:05:00+00:00,4.956
2026-02-25T21:10:00+00:00,4.858
2026-02-25T21:15:00+00:00,4.78
2026-02-25T21:20:00+00:00,4.721
2026-02-25T21:25:00+00:00,4.72
2026-02-25T21:30:00+00:00,4.618
2026-02-25T21:35:00+00:00,4.667
2026-02-25T21:40:00+00:00,4.57
2026-02-25T21:45:00+00:00,4.568
2026-02-25T21:50:00+00:00,4.609
2026-02-25T21:55:00+00:00,4.536
2026-02-25T22:00:00+00:00,4.415
2026-02-25T22:05:00+00:00,4.353
2026-02-25T22:10:00+00:00,4.271
2026-02-25T22:15:00+00:00,4.202
2026-02-25T22:20:00+00:00,4.233
2026-02-25T22:25:00+00:00,4.193
2026-02-25T22:30:00+00:00,4.158
2026-02-25T22:35:00+00:00,4.145
2026-02-25T22:40:00+00:00,4.069
2026-02-25T22:45:00+00:00,4.049
2026-02-25T22:50:00+00:00,3.962
2026-02-25T22:55:00+00:00,3.875
2026-02-25T23:00:00+00:00,3.748
2026-02-25T23:05:00+00:00,3.712
2026-02-25T23:10:00+00:00,3.646
2026-02-25T23:15:00+00:00,3.648
2026-02-25T23:20:00+00:00,3.597
2026-02-25T23:25:00+00:00,3.538
2026-02-25T23:30:00+00:00,3.509
2026-02-25T23:35:00+00:00,3.526
2026-02-25T23:40:00+00:00,3.49
2026-02-25T23:45:00+00:00,3.434
2026-02-25T23:50:00+00:00,3.346
2026-02-25T23:55:00+00:00,3.325
2026-02-26T00:00:00+00:00,3.317
2026-02-26T00:05:00+00:00,3.368
2026-02-26T00:10:00+00:00,3.413
2026-02-26T00:15:00+00:00,3.42
2026-02-26T00:20:00+00:00,3.392
2026-02-26T00:25:00+00:00,3.352
2026-02-26T00:30:00+00:00,3.317
2026-02-26T00:35:00+00:00,3.377
2026-02-26T00:40:00+00:00,3.459
2026-02-26T00:45:00+00:00,3.511
2026-02-26T00:50:00+00:00,3.463
2026-02-26T00:55:00+00:00,3.504
2026-02-26T01:00:00+00:00,3.424
2026-02-26T01:05:00+00:00,3.468
2026-02-26T01:10:00+00:00,3.511
2026-02-26T01:15:00+00:00,3.519
2026-02-26T01:20:00+00:00,3.524
2026-02-26T01:25:00+00:00,3.529
2026-02-26T01:30:00+00:00,3.465
2026-02-26T01:35:00+00:00,3.424
2026-02-26T01:40:00+00:00,3.445
2026-02-26T01:45:00+00:00,3.408
2026-02-26T01:50:00+00:00,3.366
2026-02-26T01:55:00+00:00,3.349
2026-02-26T02:00:00+00:00,3.311
2026-02-26T02:05:00+00:00,3.346
2026-02-26T02:10:00+00:00,3.354
2026-02-26T02:15:00+00:00,3.352
2026-02-26T02:20:00+00:00,3.364
2026-02-26T02:25:00+00:00,3.332
2026-02-26T02:30:00+00:00,3.34
2026-02-26T02:35:00+00:00,3.303
2026-02-26T02:40:00+00:00,3.245
2026-02-26T02:45:00+00:00,3.24
2026-02-26T02:50:00+00:00,3.204
2026-02-26T02:55:00+00:00,3.148
2026-02-26T03:00:00+00:00,3.149
2026-02-26T03:05:00+00:00,3.218
2026-02-26T03:10:00+00:00,3.181
2026-02-26T03:15:00+00:00,3.152
2026-02-26T03:20:00+00:00,3.139
2026-02-26T03:25:00+00:00,3.119
2026-02-26T03:30:00+00:00,3.103
2026-02-26T03:35:00+00:00,3.07
2026-02-26T03:40:00+00:00,3.094
2026-02-26T03:45:00+00:00,3.115
2026-02-26T03:50:00+00:00,3.135
2026-02-26T03:55:00+00:00,3.098
2026-02-26T04:00:00+00:00,3.111
2026-02-26T04:05:00+00:00,3.111
2026-02-26T04:10:00+00:00,3.075
2026-02-26T04:15:00+00:00,3.064
2026-02-26T04:20:00+00:00,3.024
2026-02-26T04:25:00+00:00,3.05
2026-02-26T04:30:00+00:00,3.064
2026-02-26T04:35:00+00:00,3.094
2026-02-26T04:40:00+00:00,3.097
2026-02-26T04:45:00+00:00,3.088
2026-02-26T04:50:00+00:00,3.1
2026-02-26T04:55:00+00:00,3.135
2026-02-26T05:00:00+00:00,3.144
2026-02-26T05:05:00+00:00,3.157
2026-02-26T05:10:00+00:00,3.179
2026-02-26T05:15:00+00:00,3.202
2026-02-26T05:20:00+00:00,3.24
2026-02-26T05:25:00+00:00,3.188
2026-02-26T05:30:00+00:00,3.171
2026-02-26T05:35:00+00:00,3.24
2026-02-26T05:40:00+00:00,3.241
2026-02-26T05:45:00+00:00,3.249
2026-02-26T05:50:00+00:00,3.3
2026-02-26T05:55:00+00:00,3.377
2026-02-26T06:00:00+00:00,3.43
2026-02-26T06:05:00+00:00,3.517
2026-02-26T06:10:00+00:00,3.564
2026-02-26T06:15:00+00:00,3.599
2026-02-26T06:20:00+00:00,3.634
2026-02-26T06:25:00+00:00,3.691
2026-02-26T06:30:00+00:00,3.811
2026-02-26T06:35:00+00:00,3.971
2026-02-26T06:40:00+00:00,4.015
2026-02-26T06:45:00+00:00,4.073
2026-02-26T06:50:00+00:00,4.146
2026-02-26T06:55:00+00:00,4.21
2026-02-26T07:00:00+00:00,4.217
2026-02-26T07:05:00+00:00,4.32
2026-02-26T07:10:00+00:00,4.457
2026-02-26T07:15:00+00:00,4.52
2026-02-26T07:20:00+00:00,4.632
2026-02-26T07:25:00+00:00,4.625
2026-02-26T07:30:00+00:00,4.7
2026-02-26T07:35:00+00:00,4.722
2026-02-26T07:40:00+00:00,4.739
2026-02-26T07:45:00+00:00,4.723
2026-02-26T07:50:00+00:00,4.783
2026-02-26T07:55:00+00:00,4.813
2026-02-26T08:00:00+00:00,4.758
2026-02-26T08:05:00+00:00,4.756
2026-02-26T08:10:00+00:00,4.805
2026-02-26T08:15:00+00:00,4.801
2026-02-26T08:20:00+00:00,4.783
2026-02-26T08:25:00+00:00,4.878
2026-02-26T08:30:00+00:00,4.857
2026-02-26T08:35:00+00:00,4.824
2026-02-26T08:40:00+00:00,4.835
2026-02-26T08:45:00+00:00,4.798
2026-02-26T08:50:00+00:00,4.778
2026-02-26T08:55:00+00:00,4.839
2026-02-26T09:00:00+00:00,4.855
2026-02-26T09:05:00+00:00,4.83
2026-02-26T09:10:00+00:00,4.878
2026-02-26T09:15:00+00:00,4.972
2026-02-26T09:20:00+00:00,5.018
2026-02-26T09:25:00+00:00,5.006
2026-02-26T09:30:00+00:00,5.085
2026-02-26T09:35:00+00:00,5.127
2026-02-26T09:40:00+00:00,5.12
2026-02-26T09:45:00+00:00,5.089
2026-02-26T09:50:00+00:00,5.07
2026-02-26T09:55:00+00:00,5.067
2026-02-26T10:00:00+00:00,5.063
2026-02-26T10:05:00+00:00,5.118
2026-02-26T10:10:00+00:00,5.17
2026-02-26T10:15:00+00:00,5.232
2026-02-26T10:20:00+00:00,5.15
2026-02-26T10:25:00+00:00,5.158
2026-02-26T10:30:00+00:00,5.198
2026-02-26T10:35:00+00:00,5.114
2026-02-26T10:40:00+00:00,5.108
2026-02-26T10:45:00+00:00,5.14
2026-02-26T10:50:00+00:00,5.103
2026-02-26T10:55:00+00:00,5.044
2026-02-26T11:00:00+00:00,5.14
2026-02-26T11:05:00+00:00,5.092
2026-02-26T11:10:00+00:00,5.095
2026-02-26T11:15:00+00:00,5.093
2026-02-26T11:20:00+00:00,5.095
2026-02-26T11:25:00+00:00,5.073
2026-02-26T11:30:00+00:00,5.068
2026-02-26T11:35:00+00:00,5.05
2026-02-26T11:40:00+00:00,5.009
2026-02-26T11:45:00+00:00,5.007
2026-02-26T11:50:00+00:00,5.09
2026-02-26T11:55:00+00:00,5.125
2026-02-26T12:00:00+00:00,5.097
2026-02-26T12:05:00+00:00,5.149
2026-02-26T12:10:00+00:00,5.298
2026-02-26T12:15:00+00:00,5.346
2026-02-26T12:20:00+00:00,5.238
2026-02-26T12:25:00+00:00,5.218
2026-02-26T12:30:00+00:00,5.202
2026-02-26T12:35:00+00:00,5.108
2026-02-26T12:40:00+00:00,5.161
2026-02-26T12:45:00+00:00,5.135
2026-02-26T12:50:00+00:00,5.192
2026-02-26T12:55:00+00:00,5.192
2026-02-26T13:00:00+00:00,5.184
2026-02-26T13:05:00+00:00,5.184
2026-02-26T13:10:00+00:00,5.168
2026-02-26T13:15:00+00:00,5.173
2026-02-26T13:20:00+00:00,5.143
2026-02-26T13:25:00+00:00,5.119
2026-02-26T13:30:00+00:00,5.147
2026-02-26T13:35:00+00:00,5.158
2026-02-26T13:40:00+00:00,5.161
2026-02-26T13:45:00+00:00,5.183
2026-02-26T13:50:00+00:00,5.176
2026-02-26T13:55:00+00:00,5.187
2026-02-26T14:00:00+00:00,5.221
2026-02-26T14:05:00+00:00,5.221
2026-02-26T14:10:00+00:00,5.162
2026-02-26T14:15:00+00:00,5.119
2026-02-26T14:20:00+00:00,5.247
2026-02-26T14:25:00+00:00,5.174
2026-02-26T14:30:00+00:00,5.151
2026-02-26T14:35:00+00:00,5.113
2026-02-26T14:40:00+00:00,5.04
2026-02-26T14:45:00+00:00,5.025
2026-02-26T14:50:00+00:00,5.056
2026-02-26T14:55:00+00:00,5.058
2026-02-26T15:00:00+00:00,5.101
2026-02-26T15:05:00+00:00,5.121
2026-02-26T15:10:00+00:00,5.113
2026-02-26T15:15:00+00:00,5.141
2026-02-26T15:20:00+00:00,5.182
2026-02-26T15:25:00+00:00,5.192
2026-02-26T15:30:00+00:00,5.212
2026-02-26T15:35:00+00:00,5.257
2026-02-26T15:40:00+00:00,5.302
2026-02-26T15:45:00+00:00,5.359
2026-02-26T15:50:00+00:00,5.403
2026-02-26T15:55:00+00:00,5.463
2026-02-26T16:00:00+00:00,5.578
2026-02-26T16:05:00+00:00,5.627
2026-02-26T16:10:00+00:00,5.698
2026-02-26T16:15:00+00:00,5.737
2026-02-26T16:20:00+00:00,5.738
2026-02-26T16:25:00+00:00,5.884
2026-02-26T16:30:00+00:00,5.915
2026-02-26T16:35:00+00:00,5.996
2026-02-26T16:40:00+00:00,6.004
2026-02-26T16:45:00+00:00,6.012
2026-02-26T16:50:00+00:00,6.018
2026-02-26T16:55:00+00:00,6.05
2026-02-26T17:00:00+00:00,6.097
2026-02-26T17:05:00+00:00,6.121
2026-02-26T17:10:00+00:00,6.185
2026-02-26T17:15:00+00:00,6.243
2026-02-26T17:20:00+00:00,6.256
2026-02-26T17:25:00+00:00,6.346
2026-02-26T17:30:00+00:00,6.393
2026-02-26T17:35:00+00:00,6.404
2026-02-26T17:40:00+00:00,6.417
2026-02-26T17:45:00+00:00,6.388
2026-02-26T17:50:00+00:00,6.373
2026-02-26T17:55:00+00:00,6.438
2026-02-26T18:00:00+00:00,6.478
2026-02-26T18:05:00+00:00,6.449
2026-02-26T18:10:00+00:00,6.467
2026-02-26T18:15:00+00:00,6.429
2026-02-26T18:20:00+00:00,6.471
2026-02-26T18:25:00+00:00,6.509
2026-02-26T18:30:00+00:00,6.454
2026-02-26T18:35:00+00:00,6.429
2026-02-26T18:40:00+00:00,6.399
2026-02-26T18:45:00+00:00,6.386
2026-02-26T18:50:00+00:00,6.323
2026-02-26T18:55:00+00:00,6.281
2026-02-26T19:00:00+00:00,6.316
2026-02-26T19:05:00+00:00,6.163
2026-02-26T19:10:00+00:00,6.136
2026-02-26T19:15:00+00:00,6.108
2026-02-26T19:20:00+00:00,6.105
2026-02-26T19:25:00+00:00,6.039
2026-02-26T19:30:00+00:00,6.054
2026-02-26T19:35:00+00:00,6.003
2026-02-26T19:40:00+00:00,5.97
2026-02-26T19:45:00+00:00,5.945
2026-02-26T19:50:00+00:00,5.878
2026-02-26T19:55:00+00:00,5.811
2026-02-26T20:00:00+00:00,5.726
2026-02-26T20:05:00+00:00,5.648
2026-02-26T20:10:00+00:00,5.61
2026-02-26T20:15:00+00:00,5.574
2026-02-26T20:20:00+00:00,5.544
2026-02-26T20:25:00+00:00,5.546
2026-02-26T20:30:00+00:00,5.492
2026-02-26T20:35:00+00:00,5.482
2026-02-26T20:40:00+00:00,5.381
2026-02-26T20:45:00+00:00,5.335
2026-02-26T20:50:00+00:00,5.284
2026-02-26T20:55:00+00:00,5.34
2026-02-26T21:00:00+00:00,5.287
2026-02-26T21:05:00+00:00,5.306
2026-02-26T21:10:00+00:00,5.199
2026-02-26T21:15:00+00:00,5.094
2026-02-26T21:20:00+00:00,5.036
2026-02-26T21:25:00+00:00,4.975
2026-02-26T21:30:00+00:00,4.893
2026-02-26T21:35:00+00:00,4.81
2026-02-26T21:40:00+00:00,4.78
2026-02-26T21:45:00+00:00,4.776
2026-02-26T21:50:00+00:00,4.684
2026-02-26T21:55:00+00:00,4.599
2026-02-26T22:00:00+00:00,4.578
2026-02-26T22:05:00+00:00,4.496
2026-02-26T22:10:00+00:00,4.477
2026-02-26T22:15:00+00:00,4.389
2026-02-26T22:20:00+00:00,4.357
2026-02-26T22:25:00+00:00,4.345
2026-02-26T22:30:00+00:00,4.291
2026-02-26T22:35:00+00:00,4.254
2026-02-26T22:40:00+00:00,4.178
2026-02-26T22:45:00+00:00,4.119
2026-02-26T22:50:00+00:00,4.033
2026-02-26T22:55:00+00:00,3.984
2026-02-26T23:00:00+00:00,3.928
2026-02-26T23:05:00+00:00,3.843
2026-02-26T23:10:00+00:00,3.776
2026-02-26T23:15:00+00:00,3.701
2026-02-26T23:20:00+00:00,3.71
2026-02-26T23:25:00+00:00,3.605
2026-02-26T23:30:00+00:00,3.566
2026-02-26T23:35:00+00:00,3.57
2026-02-26T23:40:00+00:00,3.548
2026-02-26T23:45:00+00:00,3.517
2026-02-26T23:50:00+00:00,3.486
2026-02-26T23:55:00+00:00,3.479
2026-02-27T00:00:00+00:00,3.449
2026-02-27T00:05:00+00:00,3.464
2026-02-27T00:10:00+00:00,3.546
2026-02-27T00:15:00+00:00,3.551
2026-02-27T00:20:00+00:00,3.561
2026-02-27T00:25:00+00:00,3.53
2026-02-27T00:30:00+00:00,3.472
2026-02-27T00:35:00+00:00,3.546
2026-02-27T00:40:00+00:00,3.627
2026-02-27T00:45:00+00:00,3.605
2026-02-27T00:50:00+00:00,3.584
2026-02-27T00:55:00+00:00,3.515
2026-02-27T01:00:00+00:00,3.47
2026-02-27T01:05:00+00:00,3.483
2026-02-27T01:10:00+00:00,3.475
2026-02-27T01:15:00+00:00,3.463
2026-02-27T01:20:00+00:00,3.475
2026-02-27T01:25:00+00:00,3.52
2026-02-27T01:30:00+00:00,3.49
2026-02-27T01:35:00+00:00,3.39
2026-02-27T01:40:00+00:00,3.376
2026-02-27T01:45:00+00:00,3.363
2026-02-27T01:50:00+00:00,3.377
2026-02-27T01:55:00+00:00,3.364
2026-02-27T02:00:00+00:00,3.353
2026-02-27T02:05:00+00:00,3.371
2026-02-27T02:10:00+00:00,3.402
2026-02-27T02:15:00+00:00,3.408
2026-02-27T02:20:00+00:00,3.441
2026-02-27T02:25:00+00:00,3.434
2026-02-27T02:30:00+00:00,3.424
2026-02-27T02:35:00+00:00,3.395
2026-02-27T02:40:00+00:00,3.401
2026-02-27T02:45:00+00:00,3.356
