ValueDate,Amps,MVA
2026-02-25T05:10:00+00:00,54.13,0.0
2026-02-25T05:15:00+00:00,53.628,0.0
2026-02-25T05:20:00+00:00,52.892,0.0
2026-02-25T05:25:00+00:00,52.333,0.0
2026-02-25T05:30:00+00:00,52.332,0.0
2026-02-25T05:35:00+00:00,52.936,0.0
2026-02-25T05:40:00+00:00,54.652,0.0
2026-02-25T05:45:00+00:00,55.393,0.0
2026-02-25T05:50:00+00:00,56.037,0.0
2026-02-25T05:55:00+00:00,56.107,0.0
2026-02-25T06:00:00+00:00,58.504,0.0
2026-02-25T06:05:00+00:00,59.586,0.0
2026-02-25T06:10:00+00:00,60.914,0.0
2026-02-25T06:15:00+00:00,60.78,0.0
2026-02-25T06:20:00+00:00,60.709,0.0
2026-02-25T06:25:00+00:00,61.762,0.0
2026-02-25T06:30:00+00:00,60.019,0.0
2026-02-25T06:35:00+00:00,62.114,0.0
2026-02-25T06:40:00+00:00,63.289,0.0
2026-02-25T06:45:00+00:00,62.631,0.0
2026-02-25T06:50:00+00:00,63.15,0.0
2026-02-25T06:55:00+00:00,65.614,0.0
2026-02-25T07:00:00+00:00,63.372,0.0
2026-02-25T07:05:00+00:00,64.689,0.0
2026-02-25T07:10:00+00:00,64.819,0.0
2026-02-25T07:15:00+00:00,65.259,0.0
2026-02-25T07:20:00+00:00,63.761,0.0
2026-02-25T07:25:00+00:00,62.658,0.0
2026-02-25T07:30:00+00:00,63.953,0.0
2026-02-25T07:35:00+00:00,65.598,0.0
2026-02-25T07:40:00+00:00,66.207,0.0
2026-02-25T07:45:00+00:00,67.096,0.0
2026-02-25T07:50:00+00:00,64.528,0.0
2026-02-25T07:55:00+00:00,68.992,0.0
2026-02-25T08:00:00+00:00,73.558,0.0
2026-02-25T08:05:00+00:00,70.346,0.0
2026-02-25T08:10:00+00:00,69.439,0.0
2026-02-25T08:15:00+00:00,71.164,0.0
2026-02-25T08:20:00+00:00,71.455,0.0
2026-02-25T08:25:00+00:00,71.794,0.0
2026-02-25T08:30:00+00:00,69.993,0.0
2026-02-25T08:35:00+00:00,69.522,0.0
2026-02-25T08:40:00+00:00,69.763,0.0
2026-02-25T08:45:00+00:00,70.866,0.0
2026-02-25T08:50:00+00:00,72.063,0.0
2026-02-25T08:55:00+00:00,73.585,0.0
2026-02-25T09:00:00+00:00,74.255,0.0
2026-02-25T09:05:00+00:00,71.672,0.0
2026-02-25T09:10:00+00:00,70.955,0.0
2026-02-25T09:15:00+00:00,69.463,0.0
2026-02-25T09:20:00+00:00,69.838,0.0
2026-02-25T09:25:00+00:00,69.05,0.0
2026-02-25T09:30:00+00:00,68.86,0.0
2026-02-25T09:35:00+00:00,68.643,0.0
2026-02-25T09:40:00+00:00,64.831,0.0
2026-02-25T09:45:00+00:00,66.203,0.0
2026-02-25T09:50:00+00:00,67.385,0.0
2026-02-25T09:55:00+00:00,64.821,0.0
2026-02-25T10:00:00+00:00,63.474,0.0
2026-02-25T10:05:00+00:00,60.647,0.0
2026-02-25T10:10:00+00:00,62.264,0.0
2026-02-25T10:15:00+00:00,62.318,0.0
2026-02-25T10:20:00+00:00,59.39,0.0
2026-02-25T10:25:00+00:00,61.076,0.0
2026-02-25T10:30:00+00:00,61.763,0.0
2026-02-25T10:35:00+00:00,60.166,0.0
2026-02-25T10:40:00+00:00,61.314,0.0
2026-02-25T10:45:00+00:00,56.893,0.0
2026-02-25T10:50:00+00:00,57.423,0.0
2026-02-25T10:55:00+00:00,58.953,0.0
2026-02-25T11:00:00+00:00,57.656,0.0
2026-02-25T11:05:00+00:00,55.874,0.0
2026-02-25T11:10:00+00:00,55.571,0.0
2026-02-25T11:15:00+00:00,54.656,0.0
2026-02-25T11:20:00+00:00,57.846,0.0
2026-02-25T11:25:00+00:00,55.289,0.0
2026-02-25T11:30:00+00:00,54.151,0.0
2026-02-25T11:35:00+00:00,53.378,0.0
2026-02-25T11:40:00+00:00,54.243,0.0
2026-02-25T11:45:00+00:00,53.772,0.0
2026-02-25T11:50:00+00:00,52.425,0.0
2026-02-25T11:55:00+00:00,51.901,0.0
2026-02-25T12:00:00+00:00,53.298,0.0
2026-02-25T12:05:00+00:00,52.151,0.0
2026-02-25T12:10:00+00:00,54.157,0.0
2026-02-25T12:15:00+00:00,52.568,0.0
2026-02-25T12:20:00+00:00,52.259,0.0
2026-02-25T12:25:00+00:00,52.065,0.0
2026-02-25T12:30:00+00:00,52.025,0.0
2026-02-25T12:35:00+00:00,50.28,0.0
2026-02-25T12:40:00+00:00,54.328,0.0
2026-02-25T12:45:00+00:00,53.31,0.0
2026-02-25T12:50:00+00:00,50.805,0.0
2026-02-25T12:55:00+00:00,51.49,0.0
2026-02-25T13:00:00+00:00,51.893,0.0
2026-02-25T13:05:00+00:00,52.982,0.0
2026-02-25T13:10:00+00:00,51.768,0.0
2026-02-25T13:15:00+00:00,53.033,0.0
2026-02-25T13:20:00+00:00,53.178,0.0
2026-02-25T13:25:00+00:00,52.368,0.0
2026-02-25T13:30:00+00:00,54.24,0.0
2026-02-25T13:35:00+00:00,51.856,0.0
2026-02-25T13:40:00+00:00,52.416,0.0
2026-02-25T13:45:00+00:00,53.126,0.0
2026-02-25T13:50:00+00:00,53.503,0.0
2026-02-25T13:55:00+00:00,52.566,0.0
2026-02-25T14:00:00+00:00,50.63,0.0
2026-02-25T14:05:00+00:00,50.496,0.0
2026-02-25T14:10:00+00:00,51.515,0.0
2026-02-25T14:15:00+00:00,49.795,0.0
2026-02-25T14:20:00+00:00,52.06,0.0
2026-02-25T14:25:00+00:00,54.117,0.0
2026-02-25T14:30:00+00:00,52.141,0.0
2026-02-25T14:35:00+00:00,51.389,0.0
2026-02-25T14:40:00+00:00,50.241,0.0
2026-02-25T14:45:00+00:00,51.277,0.0
2026-02-25T14:50:00+00:00,50.681,0.0
2026-02-25T14:55:00+00:00,49.255,0.0
2026-02-25T15:00:00+00:00,50.193,0.0
2026-02-25T15:05:00+00:00,49.563,0.0
2026-02-25T15:10:00+00:00,50.361,0.0
2026-02-25T15:15:00+00:00,49.893,0.0
2026-02-25T15:20:00+00:00,51.477,0.0
2026-02-25T15:25:00+00:00,52.181,0.0
2026-02-25T15:30:00+00:00,54.57,0.0
2026-02-25T15:35:00+00:00,54.865,0.0
2026-02-25T15:40:00+00:00,55.946,0.0
2026-02-25T15:45:00+00:00,57.562,0.0
2026-02-25T15:50:00+00:00,56.839,0.0
2026-02-25T15:55:00+00:00,54.179,0.0
2026-02-25T16:00:00+00:00,57.647,0.0
2026-02-25T16:05:00+00:00,58.391,0.0
2026-02-25T16:10:00+00:00,57.038,0.0
2026-02-25T16:15:00+00:00,58.27,0.0
2026-02-25T16:20:00+00:00,59.085,0.0
2026-02-25T16:25:00+00:00,56.143,0.0
2026-02-25T16:30:00+00:00,56.72,0.0
2026-02-25T16:35:00+00:00,62.334,0.0
2026-02-25T16:40:00+00:00,62.764,0.0
2026-02-25T16:45:00+00:00,62.321,0.0
2026-02-25T16:50:00+00:00,65.163,0.0
2026-02-25T16:55:00+00:00,64.633,0.0
2026-02-25T17:00:00+00:00,64.562,0.0
2026-02-25T17:05:00+00:00,64.788,0.0
2026-02-25T17:10:00+00:00,66.828,0.0
2026-02-25T17:15:00+00:00,69.139,0.0
2026-02-25T17:20:00+00:00,70.777,0.0
2026-02-25T17:25:00+00:00,73.29,0.0
2026-02-25T17:30:00+00:00,74.438,0.0
2026-02-25T17:35:00+00:00,74.362,0.0
2026-02-25T17:40:00+00:00,73.14,0.0
2026-02-25T17:45:00+00:00,74.504,0.0
2026-02-25T17:50:00+00:00,75.205,0.0
2026-02-25T17:55:00+00:00,78.841,0.0
2026-02-25T18:00:00+00:00,78.202,0.0
2026-02-25T18:05:00+00:00,78.464,0.0
2026-02-25T18:10:00+00:00,79.539,0.0
2026-02-25T18:15:00+00:00,79.802,0.0
2026-02-25T18:20:00+00:00,80.732,0.0
2026-02-25T18:25:00+00:00,81.141,0.0
2026-02-25T18:30:00+00:00,83.847,0.0
2026-02-25T18:35:00+00:00,82.825,0.0
2026-02-25T18:40:00+00:00,83.024,0.0
2026-02-25T18:45:00+00:00,81.543,0.0
2026-02-25T18:50:00+00:00,79.74,0.0
2026-02-25T18:55:00+00:00,81.694,0.0
2026-02-25T19:00:00+00:00,79.959,0.0
2026-02-25T19:05:00+00:00,80.966,0.0
2026-02-25T19:10:00+00:00,80.931,0.0
2026-02-25T19:15:00+00:00,81.495,0.0
2026-02-25T19:20:00+00:00,80.813,0.0
2026-02-25T19:25:00+00:00,80.425,0.0
2026-02-25T19:30:00+00:00,79.216,0.0
2026-02-25T19:35:00+00:00,79.448,0.0
2026-02-25T19:40:00+00:00,78.166,0.0
2026-02-25T19:45:00+00:00,77.021,0.0
2026-02-25T19:50:00+00:00,75.684,0.0
2026-02-25T19:55:00+00:00,76.127,0.0
2026-02-25T20:00:00+00:00,73.488,0.0
2026-02-25T20:05:00+00:00,73.97,0.0
2026-02-25T20:10:00+00:00,71.124,0.0
2026-02-25T20:15:00+00:00,71.006,0.0
2026-02-25T20:20:00+00:00,69.668,0.0
2026-02-25T20:25:00+00:00,68.797,0.0
2026-02-25T20:30:00+00:00,68.667,0.0
2026-02-25T20:35:00+00:00,68.223,0.0
2026-02-25T20:40:00+00:00,67.573,0.0
2026-02-25T20:45:00+00:00,67.665,0.0
2026-02-25T20:50:00+00:00,66.309,0.0
2026-02-25T20:55:00+00:00,69.305,0.0
2026-02-25T21:00:00+00:00,68.853,0.0
2026-02-25T21:05:00+00:00,67.758,0.0
2026-02-25T21:10:00+00:00,68.724,0.0
2026-02-25T21:15:00+00:00,68.446,0.0
2026-02-25T21:20:00+00:00,66.504,0.0
2026-02-25T21:25:00+00:00,67.967,0.0
2026-02-25T21:30:00+00:00,67.409,0.0
2026-02-25T21:35:00+00:00,66.961,0.0
2026-02-25T21:40:00+00:00,65.62,0.0
2026-02-25T21:45:00+00:00,64.507,0.0
2026-02-25T21:50:00+00:00,63.867,0.0
2026-02-25T21:55:00+00:00,63.289,0.0
2026-02-25T22:00:00+00:00,59.896,0.0
2026-02-25T22:05:00+00:00,56.324,0.0
2026-02-25T22:10:00+00:00,55.826,0.0
2026-02-25T22:15:00+00:00,56.616,0.0
2026-02-25T22:20:00+00:00,54.929,0.0
2026-02-25T22:25:00+00:00,54.099,0.0
2026-02-25T22:30:00+00:00,54.249,0.0
2026-02-25T22:35:00+00:00,54.147,0.0
2026-02-25T22:40:00+00:00,52.735,0.0
2026-02-25T22:45:00+00:00,53.328,0.0
2026-02-25T22:50:00+00:00,52.085,0.0
2026-02-25T22:55:00+00:00,52.431,0.0
2026-02-25T23:00:00+00:00,51.168,0.0
2026-02-25T23:05:00+00:00,51.473,0.0
2026-02-25T23:10:00+00:00,50.757,0.0
2026-02-25T23:15:00+00:00,50.437,0.0
2026-02-25T23:20:00+00:00,51.595,0.0
2026-02-25T23:25:00+00:00,50.34,0.0
2026-02-25T23:30:00+00:00,50.509,0.0
2026-02-25T23:35:00+00:00,52.369,0.0
2026-02-25T23:40:00+00:00,51.903,0.0
2026-02-25T23:45:00+00:00,49.975,0.0
2026-02-25T23:50:00+00:00,48.38,0.0
2026-02-25T23:55:00+00:00,47.341,0.0
2026-02-26T00:00:00+00:00,48.932,0.0
2026-02-26T00:05:00+00:00,53.657,0.0
2026-02-26T00:10:00+00:00,53.857,0.0
2026-02-26T00:15:00+00:00,54.115,0.0
2026-02-26T00:20:00+00:00,55.607,0.0
2026-02-26T00:25:00+00:00,56.016,0.0
2026-02-26T00:30:00+00:00,55.729,0.0
2026-02-26T00:35:00+00:00,57.583,0.0
2026-02-26T00:40:00+00:00,61.825,0.0
2026-02-26T00:45:00+00:00,66.131,0.0
2026-02-26T00:50:00+00:00,66.615,0.0
2026-02-26T00:55:00+00:00,64.831,0.0
2026-02-26T01:00:00+00:00,66.109,0.0
2026-02-26T01:05:00+00:00,68.655,0.0
2026-02-26T01:10:00+00:00,70.117,0.0
2026-02-26T01:15:00+00:00,70.924,0.0
2026-02-26T01:20:00+00:00,71.892,0.0
2026-02-26T01:25:00+00:00,70.4,0.0
2026-02-26T01:30:00+00:00,70.348,0.0
2026-02-26T01:35:00+00:00,70.631,0.0
2026-02-26T01:40:00+00:00,69.346,0.0
2026-02-26T01:45:00+00:00,68.582,0.0
2026-02-26T01:50:00+00:00,65.843,0.0
2026-02-26T01:55:00+00:00,65.463,0.0
2026-02-26T02:00:00+00:00,64.75,0.0
2026-02-26T02:05:00+00:00,65.109,0.0
2026-02-26T02:10:00+00:00,64.94,0.0
2026-02-26T02:15:00+00:00,61.61,0.0
2026-02-26T02:20:00+00:00,61.461,0.0
2026-02-26T02:25:00+00:00,61.289,0.0
2026-02-26T02:30:00+00:00,61.12,0.0
2026-02-26T02:35:00+00:00,60.712,0.0
2026-02-26T02:40:00+00:00,61.541,0.0
2026-02-26T02:45:00+00:00,59.811,0.0
2026-02-26T02:50:00+00:00,59.347,0.0
2026-02-26T02:55:00+00:00,60.915,0.0
2026-02-26T03:00:00+00:00,61.499,0.0
2026-02-26T03:05:00+00:00,61.346,0.0
2026-02-26T03:10:00+00:00,61.384,0.0
2026-02-26T03:15:00+00:00,60.48,0.0
2026-02-26T03:20:00+00:00,60.796,0.0
2026-02-26T03:25:00+00:00,60.413,0.0
2026-02-26T03:30:00+00:00,58.67,0.0
2026-02-26T03:35:00+00:00,58.46,0.0
2026-02-26T03:40:00+00:00,59.633,0.0
2026-02-26T03:45:00+00:00,59.554,0.0
2026-02-26T03:50:00+00:00,57.815,0.0
2026-02-26T03:55:00+00:00,57.679,0.0
2026-02-26T04:00:00+00:00,58.435,0.0
2026-02-26T04:05:00+00:00,57.652,0.0
2026-02-26T04:10:00+00:00,57.315,0.0
2026-02-26T04:15:00+00:00,54.802,0.0
2026-02-26T04:20:00+00:00,52.243,0.0
2026-02-26T04:25:00+00:00,52.765,0.0
2026-02-26T04:30:00+00:00,55.082,0.0
2026-02-26T04:35:00+00:00,56.91,0.0
2026-02-26T04:40:00+00:00,54.707,0.0
2026-02-26T04:45:00+00:00,54.064,0.0
2026-02-26T04:50:00+00:00,53.309,0.0
2026-02-26T04:55:00+00:00,53.053,0.0
2026-02-26T05:00:00+00:00,52.07,0.0
2026-02-26T05:05:00+00:00,54.25,0.0
2026-02-26T05:10:00+00:00,54.517,0.0
2026-02-26T05:15:00+00:00,53.87,0.0
2026-02-26T05:20:00+00:00,54.038,0.0
2026-02-26T05:25:00+00:00,53.09,0.0
2026-02-26T05:30:00+00:00,52.217,0.0
2026-02-26T05:35:00+00:00,52.308,0.0
2026-02-26T05:40:00+00:00,53.567,0.0
2026-02-26T05:45:00+00:00,55.361,0.0
2026-02-26T05:50:00+00:00,54.48,0.0
2026-02-26T05:55:00+00:00,54.596,0.0
2026-02-26T06:00:00+00:00,56.602,0.0
2026-02-26T06:05:00+00:00,58.498,0.0
2026-02-26T06:10:00+00:00,56.443,0.0
2026-02-26T06:15:00+00:00,57.151,0.0
2026-02-26T06:20:00+00:00,58.43,0.0
2026-02-26T06:25:00+00:00,57.45,0.0
2026-02-26T06:30:00+00:00,60.574,0.0
2026-02-26T06:35:00+00:00,59.478,0.0
2026-02-26T06:40:00+00:00,61.342,0.0
2026-02-26T06:45:00+00:00,64.12,0.0
2026-02-26T06:50:00+00:00,63.793,0.0
2026-02-26T06:55:00+00:00,64.147,0.0
2026-02-26T07:00:00+00:00,65.132,0.0
2026-02-26T07:05:00+00:00,64.044,0.0
2026-02-26T07:10:00+00:00,63.952,0.0
2026-02-26T07:15:00+00:00,64.516,0.0
2026-02-26T07:20:00+00:00,64.596,0.0
2026-02-26T07:25:00+00:00,65.833,0.0
2026-02-26T07:30:00+00:00,66.24,0.0
2026-02-26T07:35:00+00:00,66.546,0.0
2026-02-26T07:40:00+00:00,68.656,0.0
2026-02-26T07:45:00+00:00,69.665,0.0
2026-02-26T07:50:00+00:00,70.477,0.0
2026-02-26T07:55:00+00:00,68.883,0.0
2026-02-26T08:00:00+00:00,70.208,0.0
2026-02-26T08:05:00+00:00,69.411,0.0
2026-02-26T08:10:00+00:00,67.561,0.0
2026-02-26T08:15:00+00:00,70.484,0.0
2026-02-26T08:20:00+00:00,72.167,0.0
2026-02-26T08:25:00+00:00,74.863,0.0
2026-02-26T08:30:00+00:00,73.594,0.0
2026-02-26T08:35:00+00:00,73.867,0.0
2026-02-26T08:40:00+00:00,72.089,0.0
2026-02-26T08:45:00+00:00,73.829,0.0
2026-02-26T08:50:00+00:00,74.778,0.0
2026-02-26T08:55:00+00:00,76.809,0.0
2026-02-26T09:00:00+00:00,77.606,0.0
2026-02-26T09:05:00+00:00,78.44,0.0
2026-02-26T09:10:00+00:00,76.318,0.0
2026-02-26T09:15:00+00:00,76.741,0.0
2026-02-26T09:20:00+00:00,75.972,0.0
2026-02-26T09:25:00+00:00,77.714,0.0
2026-02-26T09:30:00+00:00,77.491,0.0
2026-02-26T09:35:00+00:00,76.581,0.0
2026-02-26T09:40:00+00:00,77.763,0.0
2026-02-26T09:45:00+00:00,76.793,0.0
2026-02-26T09:50:00+00:00,77.06,0.0
2026-02-26T09:55:00+00:00,77.696,0.0
2026-02-26T10:00:00+00:00,77.054,0.0
2026-02-26T10:05:00+00:00,76.252,0.0
2026-02-26T10:10:00+00:00,73.925,0.0
2026-02-26T10:15:00+00:00,70.941,0.0
2026-02-26T10:20:00+00:00,71.623,0.0
2026-02-26T10:25:00+00:00,72.274,0.0
2026-02-26T10:30:00+00:00,74.82,0.0
2026-02-26T10:35:00+00:00,75.163,0.0
2026-02-26T10:40:00+00:00,71.481,0.0
2026-02-26T10:45:00+00:00,70.723,0.0
2026-02-26T10:50:00+00:00,72.551,0.0
2026-02-26T10:55:00+00:00,72.432,0.0
2026-02-26T11:00:00+00:00,73.308,0.0
2026-02-26T11:05:00+00:00,74.454,0.0
2026-02-26T11:10:00+00:00,71.972,0.0
2026-02-26T11:15:00+00:00,70.981,0.0
2026-02-26T11:20:00+00:00,70.818,0.0
2026-02-26T11:25:00+00:00,74.209,0.0
2026-02-26T11:30:00+00:00,72.926,0.0
2026-02-26T11:35:00+00:00,69.853,0.0
2026-02-26T11:40:00+00:00,69.746,0.0
2026-02-26T11:45:00+00:00,71.138,0.0
2026-02-26T11:50:00+00:00,70.342,0.0
2026-02-26T11:55:00+00:00,72.31,0.0
2026-02-26T12:00:00+00:00,73.022,0.0
2026-02-26T12:05:00+00:00,71.235,0.0
2026-02-26T12:10:00+00:00,69.396,0.0
2026-02-26T12:15:00+00:00,67.072,0.0
2026-02-26T12:20:00+00:00,65.648,0.0
2026-02-26T12:25:00+00:00,60.707,0.0
2026-02-26T12:30:00+00:00,60.026,0.0
2026-02-26T12:35:00+00:00,63.911,0.0
2026-02-26T12:40:00+00:00,64.67,0.0
2026-02-26T12:45:00+00:00,68.677,0.0
2026-02-26T12:50:00+00:00,67.383,0.0
2026-02-26T12:55:00+00:00,64.212,0.0
2026-02-26T13:00:00+00:00,63.51,0.0
2026-02-26T13:05:00+00:00,62.155,0.0
2026-02-26T13:10:00+00:00,62.004,0.0
2026-02-26T13:15:00+00:00,61.032,0.0
2026-02-26T13:20:00+00:00,63.161,0.0
2026-02-26T13:25:00+00:00,60.476,0.0
2026-02-26T13:30:00+00:00,62.57,0.0
2026-02-26T13:35:00+00:00,60.305,0.0
2026-02-26T13:40:00+00:00,62.65,0.0
2026-02-26T13:45:00+00:00,62.237,0.0
2026-02-26T13:50:00+00:00,61.406,0.0
2026-02-26T13:55:00+00:00,61.696,0.0
2026-02-26T14:00:00+00:00,61.264,0.0
2026-02-26T14:05:00+00:00,61.791,0.0
2026-02-26T14:10:00+00:00,61.937,0.0
2026-02-26T14:15:00+00:00,61.816,0.0
2026-02-26T14:20:00+00:00,65.528,0.0
2026-02-26T14:25:00+00:00,64.961,0.0
2026-02-26T14:30:00+00:00,64.168,0.0
2026-02-26T14:35:00+00:00,65.217,0.0
2026-02-26T14:40:00+00:00,65.148,0.0
2026-02-26T14:45:00+00:00,67.815,0.0
2026-02-26T14:50:00+00:00,68.42,0.0
2026-02-26T14:55:00+00:00,66.437,0.0
2026-02-26T15:00:00+00:00,66.466,0.0
2026-02-26T15:05:00+00:00,65.799,0.0
2026-02-26T15:10:00+00:00,67.562,0.0
2026-02-26T15:15:00+00:00,66.076,0.0
2026-02-26T15:20:00+00:00,67.466,0.0
2026-02-26T15:25:00+00:00,65.657,0.0
2026-02-26T15:30:00+00:00,65.166,0.0
2026-02-26T15:35:00+00:00,66.891,0.0
2026-02-26T15:40:00+00:00,65.982,0.0
2026-02-26T15:45:00+00:00,67.12,0.0
2026-02-26T15:50:00+00:00,66.365,0.0
2026-02-26T15:55:00+00:00,67.509,0.0
2026-02-26T16:00:00+00:00,67.792,0.0
2026-02-26T16:05:00+00:00,68.755,0.0
2026-02-26T16:10:00+00:00,69.124,0.0
2026-02-26T16:15:00+00:00,70.171,0.0
2026-02-26T16:20:00+00:00,71.56,0.0
2026-02-26T16:25:00+00:00,70.16,0.0
2026-02-26T16:30:00+00:00,69.991,0.0
2026-02-26T16:35:00+00:00,70.177,0.0
2026-02-26T16:40:00+00:00,70.427,0.0
2026-02-26T16:45:00+00:00,72.892,0.0
2026-02-26T16:50:00+00:00,74.571,0.0
2026-02-26T16:55:00+00:00,74.084,0.0
2026-02-26T17:00:00+00:00,73.84,0.0
2026-02-26T17:05:00+00:00,75.911,0.0
2026-02-26T17:10:00+00:00,75.385,0.0
2026-02-26T17:15:00+00:00,73.116,0.0
2026-02-26T17:20:00+00:00,75.036,0.0
2026-02-26T17:25:00+00:00,78.473,0.0
2026-02-26T17:30:00+00:00,80.473,0.0
2026-02-26T17:35:00+00:00,81.835,0.0
2026-02-26T17:40:00+00:00,83.792,0.0
2026-02-26T17:45:00+00:00,84.144,0.0
2026-02-26T17:50:00+00:00,86.397,0.0
2026-02-26T17:55:00+00:00,87.151,0.0
2026-02-26T18:00:00+00:00,86.201,0.0
2026-02-26T18:05:00+00:00,90.368,0.0
2026-02-26T18:10:00+00:00,91.187,0.0
2026-02-26T18:15:00+00:00,89.73,0.0
2026-02-26T18:20:00+00:00,90.035,0.0
2026-02-26T18:25:00+00:00,89.215,0.0
2026-02-26T18:30:00+00:00,89.589,0.0
2026-02-26T18:35:00+00:00,90.698,0.0
2026-02-26T18:40:00+00:00,89.153,0.0
2026-02-26T18:45:00+00:00,88.193,0.0
2026-02-26T18:50:00+00:00,86.607,0.0
2026-02-26T18:55:00+00:00,85.586,0.0
2026-02-26T19:00:00+00:00,87.231,0.0
2026-02-26T19:05:00+00:00,85.061,0.0
2026-02-26T19:10:00+00:00,84.738,0.0
2026-02-26T19:15:00+00:00,85.36,0.0
2026-02-26T19:20:00+00:00,84.487,0.0
2026-02-26T19:25:00+00:00,84.515,0.0
2026-02-26T19:30:00+00:00,82.612,0.0
2026-02-26T19:35:00+00:00,84.075,0.0
2026-02-26T19:40:00+00:00,84.211,0.0
2026-02-26T19:45:00+00:00,80.937,0.0
2026-02-26T19:50:00+00:00,79.715,0.0
2026-02-26T19:55:00+00:00,79.495,0.0
2026-02-26T20:00:00+00:00,78.428,0.0
2026-02-26T20:05:00+00:00,78.372,0.0
2026-02-26T20:10:00+00:00,78.146,0.0
2026-02-26T20:15:00+00:00,80.008,0.0
2026-02-26T20:20:00+00:00,74.809,0.0
2026-02-26T20:25:00+00:00,73.555,0.0
2026-02-26T20:30:00+00:00,75.298,0.0
2026-02-26T20:35:00+00:00,75.55,0.0
2026-02-26T20:40:00+00:00,73.31,0.0
2026-02-26T20:45:00+00:00,72.709,0.0
2026-02-26T20:50:00+00:00,71.201,0.0
2026-02-26T20:55:00+00:00,70.55,0.0
2026-02-26T21:00:00+00:00,71.408,0.0
2026-02-26T21:05:00+00:00,70.654,0.0
2026-02-26T21:10:00+00:00,70.247,0.0
2026-02-26T21:15:00+00:00,68.412,0.0
2026-02-26T21:20:00+00:00,67.702,0.0
2026-02-26T21:25:00+00:00,69.066,0.0
2026-02-26T21:30:00+00:00,64.914,0.0
2026-02-26T21:35:00+00:00,64.044,0.0
2026-02-26T21:40:00+00:00,63.23,0.0
2026-02-26T21:45:00+00:00,65.032,0.0
2026-02-26T21:50:00+00:00,63.514,0.0
2026-02-26T21:55:00+00:00,61.479,0.0
2026-02-26T22:00:00+00:00,61.433,0.0
2026-02-26T22:05:00+00:00,60.621,0.0
2026-02-26T22:10:00+00:00,57.7,0.0
2026-02-26T22:15:00+00:00,59.201,0.0
2026-02-26T22:20:00+00:00,59.671,0.0
2026-02-26T22:25:00+00:00,59.51,0.0
2026-02-26T22:30:00+00:00,59.465,0.0
