SETT_DATE,SETT_PERIOD,Energy Imbalance,Frequency Control,Positive Reserve,Constraints,Negative Reserve,Other
2025-04-01,1,-17526.165,41.34634596845396,0.0,23596.734061063784,3.182154317894385,9.602438649867564
2025-04-01,2,-12761.908,0.0,0.0,16173.143462845717,18.935341031250452,36.147196123031456
2025-04-01,3,-9180.006,69.07390454795365,0.0,16964.8648957301,6.9983436196626245,6.306856102284308
2025-04-01,4,-14223.552,77.07274547125547,0.0,14093.338917430527,0.5972858974048904,108.81305120081264
2025-04-01,5,-32112.82,41.05317296917052,0.0,15852.855473081514,15.558793510025094,123.10856043929122
2025-04-01,6,-20290.459,423.3114982784862,0.0,15955.476630591225,0.0,204.4898711302883
2025-04-01,7,-4999.562,1183.4741105288233,0.0,14620.352641759455,68.41215806937143,233.9320896423497
2025-04-01,8,1351.875,496.7046382583145,6.5161668443543,15618.563312955595,0.0,1759.937881941736
2025-04-01,9,26.502,3923.8502527336263,-12.356714495064173,9421.307596845794,-173.861,3181.0368649156426
2025-04-01,10,-669.0,2211.9313903516363,0.0,17975.338415067952,0.0,271.16319458041113
2025-04-01,11,-18190.741,61.376,0.0,26900.922,23.204,1.571
2025-04-01,12,4064.912,-55.186,1377.4249343221056,25128.73728912053,-4.227,463.33477655736243
2025-04-01,13,5902.536,-320.4485592403737,-25.497347160986084,31829.517379813162,-88.36,30754.654526588198
2025-04-01,14,27844.626,782.2827358210498,2200.215463284314,45797.10309473305,632.806,17436.65170616158
2025-04-01,15,77176.644,1941.2676227811246,1477.7302192371912,45942.15,2328.366,15233.916157981685
2025-04-01,16,103783.408,3132.876878013545,2135.479064332408,50257.528,0.0,13773.528057654046
2025-04-01,17,2683.075,287.293,12618.000698933747,38143.283,0.0,8068.7473010662525
2025-04-01,18,12712.109,689.599,8926.15501007233,48887.82409816607,0.0,5065.429891761599
2025-04-01,19,29862.216,2709.5011395988113,5021.736202402919,46405.97398115478,0.0,1984.2256768434943
2025-04-01,20,21016.112,1268.5083535783629,8413.828801456377,38536.42384496526,469.068,-1e-40
2025-04-01,21,-8478.731,1218.608,2559.624,36669.603,1633.565,1682.773
2025-04-01,22,-8280.171,1173.283171746189,81.535,33888.76221875158,13.51177050606407,1778.3518389961664
2025-04-01,23,-233.235,2733.749,0.0,27166.512,1406.994,2752.165
2025-04-01,24,-6875.037,3441.969,0.0,29501.877,4217.573,4775.867
2025-04-01,25,-18755.298,73.768,0.0,47441.792,10398.867,6270.171
2025-04-01,26,-14403.175,-267.335,0.0,58484.226,2935.066,18256.863
