ValueDate,Current Inst,MVA Inst,MVAr Inst,Volts Inst
2026-02-27T10:10:00+00:00,316.338,18.102,-18.102,33.062
2026-02-27T10:15:00+00:00,314.752,18.019,-18.018,33.08
2026-02-27T10:20:00+00:00,314.5,18.02,-18.02,33.08
2026-02-27T10:25:00+00:00,316.154,18.128,-18.13,33.13
2026-02-27T10:30:00+00:00,317.34,18.198,-18.199,33.139
2026-02-27T10:35:00+00:00,317.309,18.195,-18.196,33.13
2026-02-27T10:40:00+00:00,315.218,18.08,-18.081,33.094
2026-02-27T10:45:00+00:00,324.511,18.592,-18.592,33.046
2026-02-27T10:50:00+00:00,333.236,19.074,-19.074,33.046
2026-02-27T10:55:00+00:00,338.084,19.369,-19.368,33.081
2026-02-27T11:00:00+00:00,347.116,19.87,-19.872,33.049
2026-02-27T11:05:00+00:00,343.254,19.649,-19.648,33.02
2026-02-27T11:10:00+00:00,343.377,19.613,-19.613,33.017
2026-02-27T11:15:00+00:00,343.473,19.65,-19.65,33.016
2026-02-27T11:20:00+00:00,344.42,19.673,-19.674,32.963
2026-02-27T11:25:00+00:00,343.79,19.614,-19.614,32.925
2026-02-27T11:30:00+00:00,351.514,20.04,-20.04,32.894
2026-02-27T11:35:00+00:00,353.898,20.175,-20.176,32.906
2026-02-27T11:40:00+00:00,361.24,20.614,-20.612,32.942
2026-02-27T11:45:00+00:00,367.266,20.923,-20.926,32.9
2026-02-27T11:50:00+00:00,366.652,20.914,-20.917,32.932
2026-02-27T11:55:00+00:00,364.304,20.782,-20.784,32.923
2026-02-27T12:00:00+00:00,351.7,20.11,-20.108,33.02
2026-02-27T12:05:00+00:00,350.063,20.028,-20.028,33.064
2026-02-27T12:10:00+00:00,337.977,19.395,-19.395,33.118
2026-02-27T12:15:00+00:00,331.142,18.968,-18.968,33.052
2026-02-27T12:20:00+00:00,315.114,18.051,-18.052,33.079
2026-02-27T12:25:00+00:00,297.258,17.038,-17.038,33.1
2026-02-27T12:30:00+00:00,291.718,16.66,-16.66,32.969
2026-02-27T12:35:00+00:00,288.399,16.48,-16.479,32.96
2026-02-27T12:40:00+00:00,306.086,17.472,-17.472,32.953
2026-02-27T12:45:00+00:00,277.346,15.85,-15.852,33.016
2026-02-27T12:50:00+00:00,291.347,16.679,-16.679,33.067
2026-02-27T12:55:00+00:00,285.979,16.371,-16.371,33.082
2026-02-27T13:00:00+00:00,267.172,15.317,-15.316,33.106
2026-02-27T13:05:00+00:00,271.4,15.569,-15.569,33.138
2026-02-27T13:10:00+00:00,270.685,15.538,-15.537,33.142
2026-02-27T13:15:00+00:00,292.795,16.805,-16.804,33.128
2026-02-27T13:20:00+00:00,272.951,15.64,-15.64,33.108
2026-02-27T13:25:00+00:00,265.652,15.224,-15.223,33.078
2026-02-27T13:30:00+00:00,266.407,15.263,-15.262,33.078
2026-02-27T13:35:00+00:00,276.765,15.878,-15.876,33.116
2026-02-27T13:40:00+00:00,266.301,15.27,-15.268,33.08
2026-02-27T13:45:00+00:00,276.124,15.822,-15.822,33.076
2026-02-27T13:50:00+00:00,292.296,16.773,-16.774,33.138
2026-02-27T13:55:00+00:00,280.38,16.105,-16.104,33.134
2026-02-27T14:00:00+00:00,278.929,16.002,-16.002,33.086
2026-02-27T14:05:00+00:00,298.954,17.121,-17.123,33.077
2026-02-27T14:10:00+00:00,297.328,17.04,-17.04,33.079
2026-02-27T14:15:00+00:00,302.278,17.333,-17.334,33.106
2026-02-27T14:20:00+00:00,299.872,17.216,-17.218,33.14
2026-02-27T14:25:00+00:00,313.951,17.997,-17.997,33.083
2026-02-27T14:30:00+00:00,305.371,17.486,-17.486,33.052
2026-02-27T14:35:00+00:00,305.145,17.478,-17.478,33.092
2026-02-27T14:40:00+00:00,302.298,17.336,-17.338,33.092
2026-02-27T14:45:00+00:00,309.045,17.716,-17.716,33.118
2026-02-27T14:50:00+00:00,320.483,18.386,-18.388,33.124
2026-02-27T14:55:00+00:00,330.554,18.958,-18.958,33.112
2026-02-27T15:00:00+00:00,327.068,18.738,-18.739,33.078
2026-02-27T15:05:00+00:00,312.667,17.936,-17.935,33.091
2026-02-27T15:10:00+00:00,300.846,17.257,-17.257,33.132
2026-02-27T15:15:00+00:00,288.003,16.559,-16.56,33.198
2026-02-27T15:20:00+00:00,273.097,15.71,-15.71,33.192
2026-02-27T15:25:00+00:00,282.414,16.224,-16.222,33.168
2026-02-27T15:30:00+00:00,284.656,16.348,-16.346,33.14
2026-02-27T15:35:00+00:00,300.656,17.248,-17.248,33.128
2026-02-27T15:40:00+00:00,312.37,17.907,-17.906,33.075
2026-02-27T15:45:00+00:00,326.203,18.688,-18.689,33.082
2026-02-27T15:50:00+00:00,339.072,19.412,-19.411,33.074
2026-02-27T15:55:00+00:00,349.12,19.997,-19.996,33.074
2026-02-27T16:00:00+00:00,352.434,20.171,-20.172,33.082
2026-02-27T16:05:00+00:00,357.098,20.462,-20.462,33.078
2026-02-27T16:10:00+00:00,360.044,20.617,-20.617,33.086
2026-02-27T16:15:00+00:00,361.116,20.704,-20.705,33.074
2026-02-27T16:20:00+00:00,367.619,21.05,-21.048,33.049
2026-02-27T16:25:00+00:00,363.999,20.82,-20.819,33.024
2026-02-27T16:30:00+00:00,365.67,20.89,-20.888,32.968
2026-02-27T16:35:00+00:00,375.053,21.424,-21.426,32.99
2026-02-27T16:40:00+00:00,380.142,21.7,-21.7,32.963
2026-02-27T16:45:00+00:00,386.212,22.066,-22.063,33.012
2026-02-27T16:50:00+00:00,390.86,22.316,-22.316,32.945
2026-02-27T16:55:00+00:00,392.82,22.408,-22.411,32.933
2026-02-27T17:00:00+00:00,396.932,22.632,-22.635,32.891
2026-02-27T17:05:00+00:00,402.486,22.95,-22.949,32.9
2026-02-27T17:10:00+00:00,410.732,23.384,-23.384,32.872
2026-02-27T17:15:00+00:00,420.802,23.9,-23.898,32.798
2026-02-27T17:20:00+00:00,425.874,24.161,-24.16,32.739
2026-02-27T17:25:00+00:00,431.434,24.477,-24.475,32.716
2026-02-27T17:30:00+00:00,433.985,24.584,-24.584,32.716
2026-02-27T17:35:00+00:00,436.086,24.74,-24.738,32.76
2026-02-27T17:40:00+00:00,439.157,24.91,-24.908,32.726
2026-02-27T17:45:00+00:00,440.621,24.952,-24.952,32.666
2026-02-27T17:50:00+00:00,442.359,25.007,-25.008,32.612
2026-02-27T17:55:00+00:00,445.898,25.16,-25.16,32.58
2026-02-27T18:00:00+00:00,450.123,25.42,-25.422,32.613
2026-02-27T18:05:00+00:00,457.862,25.85,-25.85,32.613
2026-02-27T18:10:00+00:00,456.203,26.105,-26.106,33.026
2026-02-27T18:15:00+00:00,456.644,26.136,-26.136,33.009
2026-02-27T18:20:00+00:00,455.626,26.034,-26.034,33.019
2026-02-27T18:25:00+00:00,455.2,26.031,-26.03,33.024
2026-02-27T18:30:00+00:00,452.029,25.864,-25.867,33.017
2026-02-27T18:35:00+00:00,451.434,25.794,-25.794,32.994
2026-02-27T18:40:00+00:00,452.026,25.831,-25.83,33.028
2026-02-27T18:45:00+00:00,449.147,25.706,-25.705,33.067
2026-02-27T18:50:00+00:00,445.28,25.513,-25.511,33.08
2026-02-27T18:55:00+00:00,441.071,25.296,-25.298,33.13
2026-02-27T19:00:00+00:00,437.414,25.14,-25.14,33.165
2026-02-27T19:05:00+00:00,435.611,24.975,-24.974,33.092
2026-02-27T19:10:00+00:00,431.867,24.76,-24.761,33.108
2026-02-27T19:15:00+00:00,427.895,24.576,-24.577,33.17
2026-02-27T19:20:00+00:00,425.585,24.47,-24.47,33.202
2026-02-27T19:25:00+00:00,419.292,24.104,-24.104,33.208
2026-02-27T19:30:00+00:00,416.341,23.976,-23.975,33.259
2026-02-27T19:35:00+00:00,414.816,23.88,-23.88,33.259
2026-02-27T19:40:00+00:00,409.119,23.588,-23.588,33.302
2026-02-27T19:45:00+00:00,406.118,23.426,-23.425,33.322
2026-02-27T19:50:00+00:00,401.882,23.12,-23.123,33.21
2026-02-27T19:55:00+00:00,397.87,22.878,-22.879,33.174
2026-02-27T20:00:00+00:00,395.948,22.749,-22.751,33.134
2026-02-27T20:05:00+00:00,393.258,22.528,-22.528,33.061
2026-02-27T20:10:00+00:00,386.716,22.206,-22.206,33.162
2026-02-27T20:15:00+00:00,385.472,22.15,-22.15,33.164
2026-02-27T20:20:00+00:00,383.694,22.048,-22.05,33.208
2026-02-27T20:25:00+00:00,380.35,21.915,-21.914,33.286
2026-02-27T20:30:00+00:00,377.108,21.758,-21.759,33.319
2026-02-27T20:35:00+00:00,371.275,21.426,-21.427,33.312
2026-02-27T20:40:00+00:00,365.911,21.13,-21.131,33.362
2026-02-27T20:45:00+00:00,362.984,20.985,-20.985,33.372
2026-02-27T20:50:00+00:00,358.051,20.688,-20.686,33.376
2026-02-27T20:55:00+00:00,360.536,20.86,-20.86,33.416
2026-02-27T21:00:00+00:00,357.551,20.712,-20.713,33.461
2026-02-27T21:05:00+00:00,358.616,20.603,-20.603,33.146
2026-02-27T21:10:00+00:00,350.852,20.094,-20.094,33.088
2026-02-27T21:15:00+00:00,345.59,19.815,-19.815,33.077
2026-02-27T21:20:00+00:00,344.082,19.74,-19.74,33.115
2026-02-27T21:25:00+00:00,337.194,19.378,-19.378,33.189
2026-02-27T21:30:00+00:00,332.612,19.121,-19.121,33.19
2026-02-27T21:35:00+00:00,339.028,19.452,-19.452,33.154
2026-02-27T21:40:00+00:00,334.582,19.24,-19.242,33.211
2026-02-27T21:45:00+00:00,332.491,19.131,-19.132,33.228
2026-02-27T21:50:00+00:00,329.778,18.943,-18.944,33.142
2026-02-27T21:55:00+00:00,327.001,18.662,-18.662,32.927
2026-02-27T22:00:00+00:00,326.514,18.522,-18.523,32.752
2026-02-27T22:05:00+00:00,329.127,18.672,-18.672,32.733
2026-02-27T22:10:00+00:00,325.768,18.468,-18.47,32.728
2026-02-27T22:15:00+00:00,320.999,18.208,-18.208,32.783
2026-02-27T22:20:00+00:00,318.676,18.087,-18.088,32.803
2026-02-27T22:25:00+00:00,313.064,17.803,-17.805,32.859
2026-02-27T22:30:00+00:00,310.886,17.702,-17.704,32.895
2026-02-27T22:35:00+00:00,308.362,17.609,-17.61,32.974
2026-02-27T22:40:00+00:00,307.05,17.547,-17.548,32.994
2026-02-27T22:45:00+00:00,305.59,17.468,-17.47,32.994
2026-02-27T22:50:00+00:00,302.279,17.257,-17.26,32.966
2026-02-27T22:55:00+00:00,297.908,17.031,-17.028,33.014
2026-02-27T23:00:00+00:00,294.515,16.88,-16.877,33.031
2026-02-27T23:05:00+00:00,288.298,16.524,-16.525,33.069
2026-02-27T23:10:00+00:00,281.126,16.162,-16.16,33.146
2026-02-27T23:15:00+00:00,278.9,16.02,-16.02,33.132
2026-02-27T23:20:00+00:00,277.056,15.872,-15.87,33.061
2026-02-27T23:25:00+00:00,274.721,15.726,-15.726,33.076
2026-02-27T23:30:00+00:00,272.166,15.58,-15.584,33.094
2026-02-27T23:35:00+00:00,278.255,15.965,-15.964,33.15
2026-02-27T23:40:00+00:00,277.9,15.958,-15.958,33.196
2026-02-27T23:45:00+00:00,275.457,15.856,-15.858,33.21
2026-02-27T23:50:00+00:00,273.364,15.728,-15.73,33.184
2026-02-27T23:55:00+00:00,273.576,15.74,-15.742,33.21
2026-02-28T00:00:00+00:00,273.507,15.738,-15.74,33.182
2026-02-28T00:05:00+00:00,291.622,16.71,-16.709,33.084
2026-02-28T00:10:00+00:00,305.028,17.43,-17.432,32.995
2026-02-28T00:15:00+00:00,312.812,17.864,-17.863,32.944
2026-02-28T00:20:00+00:00,315.024,17.962,-17.962,32.938
2026-02-28T00:25:00+00:00,313.55,17.922,-17.92,33.052
2026-02-28T00:30:00+00:00,311.837,17.833,-17.83,33.053
2026-02-28T00:35:00+00:00,322.268,18.376,-18.378,32.922
2026-02-28T00:40:00+00:00,335.065,19.072,-19.072,32.902
2026-02-28T00:45:00+00:00,338.784,19.308,-19.308,32.904
2026-02-28T00:50:00+00:00,336.196,19.226,-19.226,33.022
2026-02-28T00:55:00+00:00,335.228,19.186,-19.186,33.014
2026-02-28T01:00:00+00:00,334.343,19.123,-19.122,32.991
2026-02-28T01:05:00+00:00,333.109,18.988,-18.989,32.88
2026-02-28T01:10:00+00:00,331.872,18.893,-18.896,32.876
2026-02-28T01:15:00+00:00,329.008,18.74,-18.742,32.918
2026-02-28T01:20:00+00:00,324.937,18.564,-18.564,32.982
2026-02-28T01:25:00+00:00,323.754,18.505,-18.505,33.033
2026-02-28T01:30:00+00:00,320.25,18.332,-18.331,33.053
2026-02-28T01:35:00+00:00,320.742,18.358,-18.356,33.024
2026-02-28T01:40:00+00:00,318.586,18.239,-18.24,33.011
2026-02-28T01:45:00+00:00,315.386,18.046,-18.045,33.024
2026-02-28T01:50:00+00:00,311.812,17.87,-17.868,33.085
2026-02-28T01:55:00+00:00,308.696,17.702,-17.7,33.135
2026-02-28T02:00:00+00:00,305.68,17.534,-17.533,33.15
2026-02-28T02:05:00+00:00,306.823,17.623,-17.622,33.132
2026-02-28T02:10:00+00:00,307.079,17.626,-17.626,33.138
2026-02-28T02:15:00+00:00,305.268,17.508,-17.508,33.104
2026-02-28T02:20:00+00:00,303.284,17.359,-17.361,33.079
2026-02-28T02:25:00+00:00,299.788,17.182,-17.184,33.136
2026-02-28T02:30:00+00:00,297.881,17.109,-17.108,33.19
2026-02-28T02:35:00+00:00,297.498,17.101,-17.101,33.167
2026-02-28T02:40:00+00:00,297.544,17.074,-17.074,33.128
2026-02-28T02:45:00+00:00,296.404,17.034,-17.032,33.147
2026-02-28T02:50:00+00:00,293.582,16.884,-16.882,33.232
2026-02-28T02:55:00+00:00,289.044,16.65,-16.652,33.256
2026-02-28T03:00:00+00:00,285.564,16.444,-16.443,33.288
2026-02-28T03:05:00+00:00,285.556,16.494,-16.49,33.312
2026-02-28T03:10:00+00:00,284.376,16.422,-16.42,33.311
2026-02-28T03:15:00+00:00,283.162,16.328,-16.327,33.311
2026-02-28T03:20:00+00:00,279.966,16.184,-16.185,33.331
2026-02-28T03:25:00+00:00,277.711,16.058,-16.056,33.377
2026-02-28T03:30:00+00:00,278.402,16.048,-16.05,33.267
2026-02-28T03:35:00+00:00,277.23,15.966,-15.966,33.257
2026-02-28T03:40:00+00:00,275.068,15.866,-15.866,33.264
2026-02-28T03:45:00+00:00,272.958,15.764,-15.764,33.338
2026-02-28T03:50:00+00:00,271.18,15.668,-15.668,33.34
2026-02-28T03:55:00+00:00,268.76,15.544,-15.544,33.387
2026-02-28T04:00:00+00:00,268.07,15.494,-15.495,33.404
2026-02-28T04:05:00+00:00,266.677,15.381,-15.383,33.35
2026-02-28T04:10:00+00:00,265.203,15.304,-15.306,33.38
2026-02-28T04:15:00+00:00,264.091,15.276,-15.276,33.404
2026-02-28T04:20:00+00:00,262.261,15.17,-15.17,33.427
2026-02-28T04:25:00+00:00,260.981,15.089,-15.09,33.326
2026-02-28T04:30:00+00:00,263.646,15.142,-15.142,33.197
2026-02-28T04:35:00+00:00,263.214,15.146,-15.146,33.204
2026-02-28T04:40:00+00:00,255.554,14.656,-14.654,33.018
2026-02-28T04:45:00+00:00,255.052,14.58,-14.58,32.987
2026-02-28T04:50:00+00:00,253.442,14.486,-14.484,32.953
2026-02-28T04:55:00+00:00,250.833,14.334,-14.336,32.975
2026-02-28T05:00:00+00:00,252.89,14.447,-14.447,32.949
2026-02-28T05:05:00+00:00,250.565,14.278,-14.278,32.903
2026-02-28T05:10:00+00:00,252.628,14.394,-14.394,32.923
2026-02-28T05:15:00+00:00,252.746,14.415,-14.411,32.952
2026-02-28T05:20:00+00:00,250.829,14.311,-14.307,32.968
2026-02-28T05:25:00+00:00,249.814,14.234,-14.233,32.969
2026-02-28T05:30:00+00:00,247.874,14.16,-14.161,32.968
2026-02-28T05:35:00+00:00,246.992,14.111,-14.112,32.954
2026-02-28T05:40:00+00:00,248.048,14.142,-14.142,32.947
2026-02-28T05:45:00+00:00,252.116,14.376,-14.375,32.89
2026-02-28T05:50:00+00:00,252.636,14.352,-14.35,32.799
2026-02-28T05:55:00+00:00,254.164,14.439,-14.44,32.761
2026-02-28T06:00:00+00:00,256.576,14.55,-14.552,32.757
2026-02-28T06:05:00+00:00,263.756,14.946,-14.948,32.714
2026-02-28T06:10:00+00:00,270.536,15.321,-15.32,32.698
2026-02-28T06:15:00+00:00,271.474,15.375,-15.374,32.7
2026-02-28T06:20:00+00:00,274.03,15.518,-15.516,32.686
2026-02-28T06:25:00+00:00,275.408,15.61,-15.607,32.732
2026-02-28T06:30:00+00:00,277.363,15.706,-15.703,32.689
2026-02-28T06:35:00+00:00,282.324,15.97,-15.966,32.661
2026-02-28T06:40:00+00:00,287.266,16.26,-16.256,32.692
2026-02-28T06:45:00+00:00,288.23,16.33,-16.326,32.726
2026-02-28T06:50:00+00:00,287.609,16.309,-16.306,32.69
2026-02-28T06:55:00+00:00,296.29,16.751,-16.748,32.66
2026-02-28T07:00:00+00:00,301.205,17.022,-17.02,32.676
2026-02-28T07:05:00+00:00,304.256,17.193,-17.19,32.635
2026-02-28T07:10:00+00:00,310.19,17.534,-17.532,32.668
2026-02-28T07:15:00+00:00,313.486,17.722,-17.72,32.651
2026-02-28T07:20:00+00:00,316.606,17.886,-17.886,32.612
2026-02-28T07:25:00+00:00,317.836,17.962,-17.96,32.611
2026-02-28T07:30:00+00:00,318.607,17.992,-17.992,32.602
2026-02-28T07:35:00+00:00,318.536,18.03,-18.031,32.697
2026-02-28T07:40:00+00:00,314.672,17.852,-17.85,32.732
2026-02-28T07:45:00+00:00,310.267,17.566,-17.563,32.673
2026-02-28T07:50:00+00:00,313.021,17.716,-17.714,32.672
2026-02-28T07:55:00+00:00,311.52,17.618,-17.616,32.66
2026-02-28T08:00:00+00:00,309.047,17.442,-17.441,32.606
2026-02-28T08:05:00+00:00,312.498,17.676,-17.675,32.666
2026-02-28T08:10:00+00:00,311.95,17.642,-17.64,32.633
2026-02-28T08:15:00+00:00,312.286,17.639,-17.638,32.646
2026-02-28T08:20:00+00:00,307.982,17.425,-17.422,32.63
2026-02-28T08:25:00+00:00,311.08,17.58,-17.579,32.603
2026-02-28T08:30:00+00:00,311.474,17.588,-17.588,32.606
2026-02-28T08:35:00+00:00,304.632,17.254,-17.251,32.686
2026-02-28T08:40:00+00:00,301.5,17.11,-17.107,32.743
2026-02-28T08:45:00+00:00,296.499,16.834,-16.831,32.775
2026-02-28T08:50:00+00:00,296.623,16.832,-16.828,32.757
2026-02-28T08:55:00+00:00,288.147,16.337,-16.334,32.795
2026-02-28T09:00:00+00:00,289.141,16.378,-16.375,32.677
2026-02-28T09:05:00+00:00,285.01,16.158,-16.155,32.711
2026-02-28T09:10:00+00:00,285.06,16.144,-16.14,32.736
2026-02-28T09:15:00+00:00,280.49,15.909,-15.907,32.784
2026-02-28T09:20:00+00:00,275.456,15.649,-15.65,32.794
2026-02-28T09:25:00+00:00,275.02,15.618,-15.618,32.78
2026-02-28T09:30:00+00:00,272.963,15.506,-15.507,32.8
2026-02-28T09:35:00+00:00,277.136,15.73,-15.73,32.785
2026-02-28T09:40:00+00:00,277.966,15.802,-15.801,32.822
2026-02-28T09:45:00+00:00,278.43,15.827,-15.826,32.804
2026-02-28T09:50:00+00:00,284.577,16.144,-16.142,32.782
2026-02-28T09:55:00+00:00,297.347,16.9,-16.896,32.823
2026-02-28T10:00:00+00:00,299.674,17.038,-17.038,32.852
2026-02-28T10:05:00+00:00,308.008,17.532,-17.532,32.854
2026-02-28T10:10:00+00:00,309.82,17.634,-17.635,32.84
2026-02-28T10:15:00+00:00,283.044,16.111,-16.111,32.847
2026-02-28T10:20:00+00:00,280.148,15.936,-15.936,32.834
2026-02-28T10:25:00+00:00,279.116,15.884,-15.885,32.845
2026-02-28T10:30:00+00:00,281.165,16.0,-15.998,32.844
2026-02-28T10:35:00+00:00,313.416,17.776,-17.772,32.774
2026-02-28T10:40:00+00:00,315.082,17.911,-17.912,32.788
2026-02-28T10:45:00+00:00,271.474,15.442,-15.442,32.845
2026-02-28T10:50:00+00:00,243.892,13.869,-13.868,32.844
2026-02-28T10:55:00+00:00,238.979,13.6,-13.599,32.847
2026-02-28T11:00:00+00:00,242.379,13.78,-13.78,32.817
2026-02-28T11:05:00+00:00,238.28,13.532,-13.532,32.775
2026-02-28T11:10:00+00:00,227.796,12.903,-12.903,32.704
2026-02-28T11:15:00+00:00,232.344,13.137,-13.14,32.64
2026-02-28T11:20:00+00:00,261.718,14.795,-14.794,32.658
2026-02-28T11:25:00+00:00,238.136,13.486,-13.485,32.726
2026-02-28T11:30:00+00:00,216.4,12.279,-12.278,32.786
2026-02-28T11:35:00+00:00,187.628,10.631,-10.632,32.708
2026-02-28T11:40:00+00:00,184.54,10.464,-10.467,32.751
2026-02-28T11:45:00+00:00,225.904,12.814,-12.815,32.736
2026-02-28T11:50:00+00:00,257.892,14.625,-14.627,32.748
2026-02-28T11:55:00+00:00,224.3,12.732,-12.732,32.79
2026-02-28T12:00:00+00:00,215.692,12.244,-12.245,32.784
2026-02-28T12:05:00+00:00,183.502,10.401,-10.404,32.713
2026-02-28T12:10:00+00:00,206.11,11.705,-11.704,32.798
2026-02-28T12:15:00+00:00,202.126,11.476,-11.476,32.788
2026-02-28T12:20:00+00:00,191.146,10.863,-10.863,32.83
2026-02-28T12:25:00+00:00,176.23,10.019,-10.016,32.847
2026-02-28T12:30:00+00:00,181.686,10.328,-10.326,32.787
2026-02-28T12:35:00+00:00,192.824,10.951,-10.95,32.798
2026-02-28T12:40:00+00:00,192.796,10.958,-10.958,32.844
2026-02-28T12:45:00+00:00,194.768,11.083,-11.081,32.84
2026-02-28T12:50:00+00:00,188.986,10.74,-10.74,32.814
2026-02-28T12:55:00+00:00,186.245,10.576,-10.575,32.782
2026-02-28T13:00:00+00:00,194.786,11.062,-11.061,32.804
2026-02-28T13:05:00+00:00,182.068,10.354,-10.352,32.878
2026-02-28T13:10:00+00:00,195.92,11.182,-11.18,32.93
2026-02-28T13:15:00+00:00,182.759,10.422,-10.422,32.906
2026-02-28T13:20:00+00:00,175.036,9.97,-9.97,32.872
2026-02-28T13:25:00+00:00,193.927,11.042,-11.042,32.904
2026-02-28T13:30:00+00:00,201.874,11.484,-11.485,32.844
2026-02-28T13:35:00+00:00,220.393,12.54,-12.541,32.883
2026-02-28T13:40:00+00:00,225.529,12.858,-12.858,32.941
2026-02-28T13:45:00+00:00,246.422,14.062,-14.061,32.963
2026-02-28T13:50:00+00:00,250.11,14.282,-14.281,32.975
2026-02-28T13:55:00+00:00,246.974,14.112,-14.114,32.998
2026-02-28T14:00:00+00:00,252.635,14.452,-14.452,32.988
2026-02-28T14:05:00+00:00,233.214,13.316,-13.317,32.957
2026-02-28T14:10:00+00:00,235.87,13.457,-13.458,32.934
2026-02-28T14:15:00+00:00,238.706,13.604,-13.604,32.893
2026-02-28T14:20:00+00:00,261.082,14.862,-14.861,32.896
2026-02-28T14:25:00+00:00,274.04,15.607,-15.608,32.909
2026-02-28T14:30:00+00:00,276.61,15.76,-15.762,32.874
2026-02-28T14:35:00+00:00,266.608,15.172,-15.172,32.84
2026-02-28T14:40:00+00:00,233.428,13.27,-13.27,32.832
2026-02-28T14:45:00+00:00,234.041,13.296,-13.298,32.844
2026-02-28T14:50:00+00:00,242.728,13.82,-13.82,32.881
2026-02-28T14:55:00+00:00,210.716,12.008,-12.008,32.918
2026-02-28T15:00:00+00:00,218.225,12.448,-12.45,32.958
2026-02-28T15:05:00+00:00,234.486,13.371,-13.372,32.968
2026-02-28T15:10:00+00:00,257.001,14.664,-14.665,32.935
2026-02-28T15:15:00+00:00,263.288,15.003,-15.003,32.903
2026-02-28T15:20:00+00:00,266.897,15.226,-15.227,32.956
2026-02-28T15:25:00+00:00,280.713,16.022,-16.022,32.94
2026-02-28T15:30:00+00:00,299.634,17.068,-17.068,32.884
2026-02-28T15:35:00+00:00,300.274,17.099,-17.098,32.848
2026-02-28T15:40:00+00:00,288.278,16.39,-16.388,32.8
2026-02-28T15:45:00+00:00,276.326,15.696,-15.696,32.77
2026-02-28T15:50:00+00:00,272.134,15.427,-15.427,32.721
2026-02-28T15:55:00+00:00,272.206,15.434,-15.434,32.725
2026-02-28T16:00:00+00:00,285.208,16.156,-16.152,32.735
2026-02-28T16:05:00+00:00,307.61,17.436,-17.433,32.724
2026-02-28T16:10:00+00:00,314.623,17.815,-17.812,32.665
2026-02-28T16:15:00+00:00,318.085,17.978,-17.976,32.621
2026-02-28T16:20:00+00:00,324.81,18.327,-18.328,32.556
2026-02-28T16:25:00+00:00,332.328,18.714,-18.713,32.542
2026-02-28T16:30:00+00:00,339.529,19.15,-19.15,32.582
2026-02-28T16:35:00+00:00,348.378,19.688,-19.69,32.642
2026-02-28T16:40:00+00:00,356.202,20.138,-20.139,32.62
2026-02-28T16:45:00+00:00,360.204,20.334,-20.331,32.568
2026-02-28T16:50:00+00:00,366.958,20.678,-20.678,32.523
2026-02-28T16:55:00+00:00,378.156,21.428,-21.429,32.744
2026-02-28T17:00:00+00:00,382.835,21.824,-21.821,32.893
2026-02-28T17:05:00+00:00,391.302,22.314,-22.316,32.902
2026-02-28T17:10:00+00:00,394.6,22.461,-22.464,32.84
2026-02-28T17:15:00+00:00,400.21,22.736,-22.737,32.792
2026-02-28T17:20:00+00:00,408.479,23.144,-23.145,32.714
2026-02-28T17:25:00+00:00,414.036,23.448,-23.449,32.676
2026-02-28T17:30:00+00:00,417.578,23.64,-23.642,32.654
2026-02-28T17:35:00+00:00,423.782,24.02,-24.018,32.724
2026-02-28T17:40:00+00:00,427.565,24.214,-24.215,32.726
2026-02-28T17:45:00+00:00,430.221,24.36,-24.36,32.706
2026-02-28T17:50:00+00:00,432.862,24.492,-24.492,32.662
2026-02-28T17:55:00+00:00,434.96,24.613,-24.612,32.664
2026-02-28T18:00:00+00:00,437.668,24.734,-24.732,32.649
2026-02-28T18:05:00+00:00,443.822,25.056,-25.056,32.602
2026-02-28T18:10:00+00:00,448.481,25.32,-25.322,32.612
2026-02-28T18:15:00+00:00,454.145,25.62,-25.621,32.59
2026-02-28T18:20:00+00:00,456.28,25.749,-25.75,32.549
2026-02-28T18:25:00+00:00,460.568,25.949,-25.949,32.551
2026-02-28T18:30:00+00:00,462.077,26.048,-26.049,32.543
2026-02-28T18:35:00+00:00,460.799,26.076,-26.075,32.657
2026-02-28T18:40:00+00:00,461.776,26.217,-26.216,32.796
2026-02-28T18:45:00+00:00,456.393,25.999,-26.002,32.902
2026-02-28T18:50:00+00:00,454.23,25.9,-25.901,32.928
2026-02-28T18:55:00+00:00,446.977,25.524,-25.524,32.981
2026-02-28T19:00:00+00:00,438.344,25.088,-25.087,33.026
2026-02-28T19:05:00+00:00,434.47,24.842,-24.841,33.009
2026-02-28T19:10:00+00:00,427.606,24.473,-24.474,33.055
2026-02-28T19:15:00+00:00,423.243,24.255,-24.257,33.104
2026-02-28T19:20:00+00:00,415.138,23.823,-23.822,33.153
2026-02-28T19:25:00+00:00,409.384,23.548,-23.546,33.205
2026-02-28T19:30:00+00:00,407.612,23.436,-23.435,33.187
2026-02-28T19:35:00+00:00,401.809,23.098,-23.1,33.207
2026-02-28T19:40:00+00:00,400.317,23.05,-23.052,33.251
2026-02-28T19:45:00+00:00,394.565,22.768,-22.771,33.309
2026-02-28T19:50:00+00:00,394.664,22.765,-22.767,33.316
2026-02-28T19:55:00+00:00,389.371,22.455,-22.454,33.31
2026-02-28T20:00:00+00:00,386.907,22.333,-22.334,33.32
2026-02-28T20:05:00+00:00,384.323,22.168,-22.17,33.272
2026-02-28T20:10:00+00:00,378.85,21.819,-21.82,33.252
2026-02-28T20:15:00+00:00,376.802,21.716,-21.716,33.282
