ValueDate,Current Inst,MVA Inst,MVAr Inst,Volts Inst
2026-02-26T07:20:00+00:00,372.04,21.126,-21.126,32.78
2026-02-26T07:25:00+00:00,373.658,21.219,-21.221,32.787
2026-02-26T07:30:00+00:00,371.011,21.05,-21.054,32.745
2026-02-26T07:35:00+00:00,370.68,21.037,-21.038,32.758
2026-02-26T07:40:00+00:00,373.638,21.208,-21.212,32.756
2026-02-26T07:45:00+00:00,374.942,21.272,-21.276,32.73
2026-02-26T07:50:00+00:00,378.058,21.446,-21.45,32.73
2026-02-26T07:55:00+00:00,380.566,21.583,-21.586,32.726
2026-02-26T08:00:00+00:00,381.092,21.6,-21.604,32.729
2026-02-26T08:05:00+00:00,390.029,22.042,-22.044,32.617
2026-02-26T08:10:00+00:00,395.06,22.28,-22.284,32.568
2026-02-26T08:15:00+00:00,398.16,22.496,-22.499,32.611
2026-02-26T08:20:00+00:00,400.65,22.648,-22.65,32.652
2026-02-26T08:25:00+00:00,400.689,22.656,-22.658,32.656
2026-02-26T08:30:00+00:00,399.88,22.603,-22.606,32.626
2026-02-26T08:35:00+00:00,398.134,22.512,-22.515,32.657
2026-02-26T08:40:00+00:00,399.408,22.58,-22.583,32.629
2026-02-26T08:45:00+00:00,395.374,22.348,-22.352,32.606
2026-02-26T08:50:00+00:00,396.314,22.387,-22.39,32.608
2026-02-26T08:55:00+00:00,396.512,22.394,-22.397,32.604
2026-02-26T09:00:00+00:00,396.428,22.376,-22.38,32.611
2026-02-26T09:05:00+00:00,397.296,22.41,-22.414,32.574
2026-02-26T09:10:00+00:00,398.226,22.472,-22.475,32.603
2026-02-26T09:15:00+00:00,400.148,22.574,-22.577,32.576
2026-02-26T09:20:00+00:00,402.018,22.716,-22.718,32.624
2026-02-26T09:25:00+00:00,405.778,22.93,-22.931,32.617
2026-02-26T09:30:00+00:00,401.275,22.684,-22.685,32.664
2026-02-26T09:35:00+00:00,402.285,22.74,-22.741,32.673
2026-02-26T09:40:00+00:00,390.152,22.08,-22.084,32.674
2026-02-26T09:45:00+00:00,379.668,21.502,-21.504,32.709
2026-02-26T09:50:00+00:00,366.574,20.788,-20.785,32.767
2026-02-26T09:55:00+00:00,367.076,20.837,-20.835,32.798
2026-02-26T10:00:00+00:00,379.526,21.565,-21.563,32.781
2026-02-26T10:05:00+00:00,384.447,21.828,-21.832,32.784
2026-02-26T10:10:00+00:00,390.504,22.16,-22.163,32.756
2026-02-26T10:15:00+00:00,390.053,22.138,-22.142,32.792
2026-02-26T10:20:00+00:00,390.104,22.136,-22.14,32.762
2026-02-26T10:25:00+00:00,387.39,21.966,-21.968,32.722
2026-02-26T10:30:00+00:00,382.496,21.684,-21.688,32.734
2026-02-26T10:35:00+00:00,383.668,21.776,-21.778,32.745
2026-02-26T10:40:00+00:00,381.854,21.648,-21.652,32.728
2026-02-26T10:45:00+00:00,383.703,21.755,-21.759,32.732
2026-02-26T10:50:00+00:00,383.45,21.742,-21.746,32.737
2026-02-26T10:55:00+00:00,383.032,21.724,-21.728,32.746
2026-02-26T11:00:00+00:00,382.24,21.684,-21.688,32.752
2026-02-26T11:05:00+00:00,379.382,21.538,-21.539,32.787
2026-02-26T11:10:00+00:00,374.427,21.272,-21.271,32.798
2026-02-26T11:15:00+00:00,367.037,20.863,-20.861,32.824
2026-02-26T11:20:00+00:00,365.824,20.808,-20.807,32.848
2026-02-26T11:25:00+00:00,364.442,20.747,-20.748,32.841
2026-02-26T11:30:00+00:00,367.838,20.901,-20.9,32.816
2026-02-26T11:35:00+00:00,372.005,21.142,-21.14,32.808
2026-02-26T11:40:00+00:00,364.666,20.749,-20.747,32.86
2026-02-26T11:45:00+00:00,356.464,20.3,-20.298,32.894
2026-02-26T11:50:00+00:00,356.51,20.323,-20.323,32.909
2026-02-26T11:55:00+00:00,353.644,20.163,-20.164,32.894
2026-02-26T12:00:00+00:00,355.274,20.24,-20.24,32.898
2026-02-26T12:05:00+00:00,354.8,20.228,-20.228,32.932
2026-02-26T12:10:00+00:00,362.634,20.69,-20.691,32.952
2026-02-26T12:15:00+00:00,360.445,20.563,-20.563,32.928
2026-02-26T12:20:00+00:00,366.713,20.918,-20.921,32.924
2026-02-26T12:25:00+00:00,372.078,21.221,-21.222,32.934
2026-02-26T12:30:00+00:00,371.728,21.198,-21.199,32.921
2026-02-26T12:35:00+00:00,369.17,21.01,-21.01,32.846
2026-02-26T12:40:00+00:00,373.836,21.252,-21.249,32.828
2026-02-26T12:45:00+00:00,378.727,21.526,-21.524,32.804
2026-02-26T12:50:00+00:00,381.657,21.688,-21.688,32.79
2026-02-26T12:55:00+00:00,380.277,21.617,-21.614,32.843
2026-02-26T13:00:00+00:00,384.779,21.892,-21.893,32.871
2026-02-26T13:05:00+00:00,378.236,21.528,-21.526,32.853
2026-02-26T13:10:00+00:00,386.195,21.939,-21.943,32.799
2026-02-26T13:15:00+00:00,384.442,21.873,-21.873,32.876
2026-02-26T13:20:00+00:00,377.873,21.528,-21.526,32.905
2026-02-26T13:25:00+00:00,376.109,21.446,-21.446,32.898
2026-02-26T13:30:00+00:00,377.223,21.454,-21.452,32.838
2026-02-26T13:35:00+00:00,384.148,21.852,-21.852,32.826
2026-02-26T13:40:00+00:00,379.362,21.563,-21.56,32.823
2026-02-26T13:45:00+00:00,374.205,21.248,-21.248,32.784
2026-02-26T13:50:00+00:00,362.967,20.593,-20.59,32.766
2026-02-26T13:55:00+00:00,368.006,20.934,-20.933,32.846
2026-02-26T14:00:00+00:00,367.398,20.878,-20.876,32.786
2026-02-26T14:05:00+00:00,366.143,20.811,-20.81,32.82
2026-02-26T14:10:00+00:00,367.886,20.908,-20.906,32.804
2026-02-26T14:15:00+00:00,372.184,21.15,-21.148,32.826
2026-02-26T14:20:00+00:00,375.866,21.364,-21.361,32.832
2026-02-26T14:25:00+00:00,375.994,21.37,-21.367,32.826
2026-02-26T14:30:00+00:00,370.426,21.067,-21.066,32.826
2026-02-26T14:35:00+00:00,360.98,20.528,-20.528,32.846
2026-02-26T14:40:00+00:00,359.976,20.494,-20.495,32.846
2026-02-26T14:45:00+00:00,358.15,20.386,-20.385,32.864
2026-02-26T14:50:00+00:00,354.582,20.198,-20.196,32.884
2026-02-26T14:55:00+00:00,352.146,20.057,-20.057,32.896
2026-02-26T15:00:00+00:00,347.799,19.976,-19.976,33.182
2026-02-26T15:05:00+00:00,347.065,19.977,-19.977,33.255
2026-02-26T15:10:00+00:00,352.578,20.333,-20.331,33.284
2026-02-26T15:15:00+00:00,358.093,20.654,-20.652,33.314
2026-02-26T15:20:00+00:00,359.536,20.76,-20.758,33.332
2026-02-26T15:25:00+00:00,357.406,20.64,-20.638,33.308
2026-02-26T15:30:00+00:00,355.86,20.529,-20.528,33.31
2026-02-26T15:35:00+00:00,365.635,21.043,-21.042,33.236
2026-02-26T15:40:00+00:00,365.527,21.009,-21.007,33.183
2026-02-26T15:45:00+00:00,365.654,21.01,-21.009,33.152
2026-02-26T15:50:00+00:00,368.113,21.108,-21.108,33.129
2026-02-26T15:55:00+00:00,372.546,21.373,-21.372,33.146
2026-02-26T16:00:00+00:00,385.508,22.104,-22.102,33.083
2026-02-26T16:05:00+00:00,387.911,22.198,-22.196,33.015
2026-02-26T16:10:00+00:00,383.063,21.929,-21.929,33.073
2026-02-26T16:15:00+00:00,388.864,22.261,-22.258,33.043
2026-02-26T16:20:00+00:00,390.62,22.352,-22.35,33.034
2026-02-26T16:25:00+00:00,392.71,22.48,-22.481,33.058
2026-02-26T16:30:00+00:00,398.804,22.828,-22.828,33.05
2026-02-26T16:35:00+00:00,403.844,23.123,-23.124,33.027
2026-02-26T16:40:00+00:00,412.913,23.602,-23.602,32.978
2026-02-26T16:45:00+00:00,420.341,23.966,-23.966,32.905
2026-02-26T16:50:00+00:00,423.631,24.098,-24.099,32.832
2026-02-26T16:55:00+00:00,427.748,24.264,-24.261,32.74
2026-02-26T17:00:00+00:00,437.034,24.785,-24.783,32.728
2026-02-26T17:05:00+00:00,441.038,25.004,-25.004,32.73
2026-02-26T17:10:00+00:00,442.799,25.127,-25.13,32.761
2026-02-26T17:15:00+00:00,448.431,25.419,-25.42,32.704
2026-02-26T17:20:00+00:00,459.263,25.964,-25.96,32.626
2026-02-26T17:25:00+00:00,462.477,26.144,-26.14,32.644
2026-02-26T17:30:00+00:00,466.29,26.362,-26.358,32.62
2026-02-26T17:35:00+00:00,469.396,26.534,-26.53,32.674
2026-02-26T17:40:00+00:00,470.79,26.976,-26.974,33.116
2026-02-26T17:45:00+00:00,467.278,26.872,-26.873,33.201
2026-02-26T17:50:00+00:00,469.814,27.034,-27.034,33.189
2026-02-26T17:55:00+00:00,470.144,27.051,-27.051,33.205
2026-02-26T18:00:00+00:00,474.48,27.35,-27.35,33.291
2026-02-26T18:05:00+00:00,476.849,27.46,-27.46,33.246
2026-02-26T18:10:00+00:00,478.986,27.559,-27.56,33.195
2026-02-26T18:15:00+00:00,476.443,27.441,-27.442,33.249
2026-02-26T18:20:00+00:00,477.271,27.507,-27.508,33.282
2026-02-26T18:25:00+00:00,476.134,27.45,-27.45,33.311
2026-02-26T18:30:00+00:00,474.518,27.388,-27.388,33.312
2026-02-26T18:35:00+00:00,472.722,27.252,-27.252,33.286
2026-02-26T18:40:00+00:00,468.38,26.968,-26.968,33.254
2026-02-26T18:45:00+00:00,468.66,26.99,-26.99,33.254
2026-02-26T18:50:00+00:00,467.227,26.931,-26.931,33.275
2026-02-26T18:55:00+00:00,464.13,26.801,-26.8,33.352
2026-02-26T19:00:00+00:00,459.989,26.59,-26.59,33.376
2026-02-26T19:05:00+00:00,457.595,26.388,-26.389,33.284
2026-02-26T19:10:00+00:00,451.719,26.0,-25.999,33.255
2026-02-26T19:15:00+00:00,450.46,25.917,-25.916,33.21
2026-02-26T19:20:00+00:00,446.968,25.718,-25.719,33.247
2026-02-26T19:25:00+00:00,442.502,25.498,-25.499,33.291
2026-02-26T19:30:00+00:00,437.11,25.26,-25.262,33.39
2026-02-26T19:35:00+00:00,434.436,25.121,-25.121,33.372
2026-02-26T19:40:00+00:00,429.667,24.595,-24.594,33.02
2026-02-26T19:45:00+00:00,427.489,24.411,-24.41,32.94
2026-02-26T19:50:00+00:00,427.166,24.322,-24.324,32.9
2026-02-26T19:55:00+00:00,422.773,24.086,-24.087,32.906
2026-02-26T20:00:00+00:00,417.998,23.85,-23.85,32.96
2026-02-26T20:05:00+00:00,414.27,23.67,-23.67,33.006
2026-02-26T20:10:00+00:00,413.806,23.678,-23.676,33.055
2026-02-26T20:15:00+00:00,412.097,23.615,-23.614,33.092
2026-02-26T20:20:00+00:00,407.312,23.366,-23.366,33.142
2026-02-26T20:25:00+00:00,400.983,23.08,-23.081,33.242
2026-02-26T20:30:00+00:00,396.275,22.827,-22.828,33.248
2026-02-26T20:35:00+00:00,394.688,22.708,-22.709,33.224
2026-02-26T20:40:00+00:00,387.894,22.105,-22.106,32.888
2026-02-26T20:45:00+00:00,387.191,22.142,-22.142,33.061
2026-02-26T20:50:00+00:00,383.177,22.099,-22.1,33.298
2026-02-26T20:55:00+00:00,378.12,21.856,-21.856,33.4
2026-02-26T21:00:00+00:00,373.105,21.614,-21.614,33.451
2026-02-26T21:05:00+00:00,369.216,21.378,-21.377,33.426
2026-02-26T21:10:00+00:00,365.601,21.188,-21.188,33.486
2026-02-26T21:15:00+00:00,362.891,21.062,-21.061,33.538
2026-02-26T21:20:00+00:00,360.842,20.886,-20.887,33.374
2026-02-26T21:25:00+00:00,356.686,20.416,-20.416,33.03
2026-02-26T21:30:00+00:00,352.69,20.199,-20.197,33.078
2026-02-26T21:35:00+00:00,349.534,20.016,-20.016,33.078
2026-02-26T21:40:00+00:00,346.882,19.897,-19.897,33.138
2026-02-26T21:45:00+00:00,345.506,19.875,-19.876,33.223
2026-02-26T21:50:00+00:00,341.563,19.656,-19.658,33.198
2026-02-26T21:55:00+00:00,336.267,19.348,-19.348,33.227
2026-02-26T22:00:00+00:00,330.64,19.048,-19.048,33.268
2026-02-26T22:05:00+00:00,327.656,18.878,-18.881,33.261
2026-02-26T22:10:00+00:00,323.338,18.647,-18.648,33.316
2026-02-26T22:15:00+00:00,318.227,18.402,-18.4,33.407
2026-02-26T22:20:00+00:00,315.58,18.26,-18.261,33.414
2026-02-26T22:25:00+00:00,311.568,17.959,-17.96,33.282
2026-02-26T22:30:00+00:00,305.956,17.638,-17.638,33.296
2026-02-26T22:35:00+00:00,304.872,17.498,-17.498,33.156
2026-02-26T22:40:00+00:00,301.754,17.328,-17.33,33.146
2026-02-26T22:45:00+00:00,299.61,17.21,-17.212,33.182
2026-02-26T22:50:00+00:00,296.058,17.033,-17.032,33.232
2026-02-26T22:55:00+00:00,292.284,16.822,-16.823,33.256
2026-02-26T23:00:00+00:00,287.03,16.514,-16.516,33.262
2026-02-26T23:05:00+00:00,286.365,16.461,-16.462,33.178
2026-02-26T23:10:00+00:00,283.847,16.307,-16.305,33.156
2026-02-26T23:15:00+00:00,280.721,16.074,-16.072,33.024
2026-02-26T23:20:00+00:00,277.993,15.906,-15.904,33.043
2026-02-26T23:25:00+00:00,276.038,15.8,-15.798,33.048
2026-02-26T23:30:00+00:00,275.762,15.784,-15.782,33.022
2026-02-26T23:35:00+00:00,280.398,16.016,-16.018,32.96
2026-02-26T23:40:00+00:00,277.883,15.875,-15.876,33.007
2026-02-26T23:45:00+00:00,274.426,15.706,-15.706,33.049
2026-02-26T23:50:00+00:00,272.901,15.616,-15.618,33.026
2026-02-26T23:55:00+00:00,273.37,15.638,-15.639,33.004
2026-02-27T00:00:00+00:00,272.046,15.535,-15.536,32.958
2026-02-27T00:05:00+00:00,291.778,16.594,-16.592,32.814
2026-02-27T00:10:00+00:00,305.516,17.318,-17.315,32.722
2026-02-27T00:15:00+00:00,316.056,17.89,-17.889,32.671
2026-02-27T00:20:00+00:00,318.53,18.046,-18.047,32.735
2026-02-27T00:25:00+00:00,315.408,17.908,-17.906,32.776
2026-02-27T00:30:00+00:00,315.744,17.928,-17.926,32.765
2026-02-27T00:35:00+00:00,328.466,18.604,-18.604,32.692
2026-02-27T00:40:00+00:00,339.81,19.252,-19.256,32.694
2026-02-27T00:45:00+00:00,340.976,19.319,-19.324,32.732
2026-02-27T00:50:00+00:00,339.71,19.249,-19.252,32.732
2026-02-27T00:55:00+00:00,339.302,19.245,-19.246,32.765
2026-02-27T01:00:00+00:00,335.579,19.04,-19.041,32.799
2026-02-27T01:05:00+00:00,330.656,18.741,-18.743,32.739
2026-02-27T01:10:00+00:00,328.57,18.642,-18.643,32.774
2026-02-27T01:15:00+00:00,323.638,18.39,-18.39,32.793
2026-02-27T01:20:00+00:00,321.972,18.301,-18.3,32.796
2026-02-27T01:25:00+00:00,319.039,18.128,-18.128,32.829
2026-02-27T01:30:00+00:00,320.184,18.197,-18.197,32.854
2026-02-27T01:35:00+00:00,318.626,18.136,-18.135,32.868
2026-02-27T01:40:00+00:00,317.04,18.054,-18.054,32.91
2026-02-27T01:45:00+00:00,312.728,17.83,-17.831,32.94
2026-02-27T01:50:00+00:00,309.522,17.693,-17.692,33.016
2026-02-27T01:55:00+00:00,307.528,17.581,-17.582,32.988
2026-02-27T02:00:00+00:00,304.616,17.428,-17.429,33.055
2026-02-27T02:05:00+00:00,311.253,17.748,-17.749,32.94
2026-02-27T02:10:00+00:00,312.308,17.82,-17.82,32.968
2026-02-27T02:15:00+00:00,311.725,17.8,-17.798,32.992
2026-02-27T02:20:00+00:00,310.85,17.764,-17.764,33.018
2026-02-27T02:25:00+00:00,307.428,17.608,-17.608,33.085
2026-02-27T02:30:00+00:00,305.359,17.502,-17.502,33.116
2026-02-27T02:35:00+00:00,305.906,17.608,-17.608,33.244
2026-02-27T02:40:00+00:00,305.858,17.626,-17.625,33.25
2026-02-27T02:45:00+00:00,302.78,17.454,-17.454,33.26
2026-02-27T02:50:00+00:00,299.797,17.293,-17.295,33.258
2026-02-27T02:55:00+00:00,297.408,17.141,-17.14,33.268
2026-02-27T03:00:00+00:00,294.326,16.985,-16.982,33.309
2026-02-27T03:05:00+00:00,294.593,16.945,-16.943,33.246
2026-02-27T03:10:00+00:00,292.222,16.844,-16.844,33.281
2026-02-27T03:15:00+00:00,287.941,16.603,-16.601,33.309
2026-02-27T03:20:00+00:00,285.84,16.492,-16.49,33.324
2026-02-27T03:25:00+00:00,283.172,16.353,-16.352,33.366
2026-02-27T03:30:00+00:00,278.455,16.115,-16.114,33.389
2026-02-27T03:35:00+00:00,276.202,16.012,-16.01,33.366
2026-02-27T03:40:00+00:00,275.534,15.938,-15.937,33.378
2026-02-27T03:45:00+00:00,272.544,15.76,-15.761,33.336
2026-02-27T03:50:00+00:00,271.496,15.679,-15.68,33.37
2026-02-27T03:55:00+00:00,270.712,15.635,-15.634,33.374
2026-02-27T04:00:00+00:00,271.573,15.69,-15.692,33.336
2026-02-27T04:05:00+00:00,271.034,15.688,-15.688,33.372
2026-02-27T04:10:00+00:00,268.603,15.56,-15.56,33.358
2026-02-27T04:15:00+00:00,269.576,15.578,-15.578,33.369
2026-02-27T04:20:00+00:00,269.75,15.58,-15.58,33.362
2026-02-27T04:25:00+00:00,266.513,15.414,-15.414,33.386
2026-02-27T04:30:00+00:00,262.524,15.22,-15.22,33.474
2026-02-27T04:35:00+00:00,259.375,15.029,-15.03,33.484
2026-02-27T04:40:00+00:00,255.036,14.822,-14.822,33.566
2026-02-27T04:45:00+00:00,261.29,15.09,-15.093,33.352
2026-02-27T04:50:00+00:00,263.276,15.179,-15.178,33.308
2026-02-27T04:55:00+00:00,262.911,15.16,-15.16,33.316
2026-02-27T05:00:00+00:00,259.258,14.983,-14.984,33.308
2026-02-27T05:05:00+00:00,255.508,14.636,-14.636,33.077
2026-02-27T05:10:00+00:00,258.8,14.826,-14.827,33.087
2026-02-27T05:15:00+00:00,257.204,14.74,-14.74,33.067
2026-02-27T05:20:00+00:00,259.26,14.836,-14.837,33.08
2026-02-27T05:25:00+00:00,257.137,14.737,-14.738,33.062
2026-02-27T05:30:00+00:00,257.092,14.714,-14.715,33.074
2026-02-27T05:35:00+00:00,257.544,14.76,-14.757,33.1
2026-02-27T05:40:00+00:00,260.824,14.939,-14.939,33.062
2026-02-27T05:45:00+00:00,262.678,15.036,-15.036,33.042
2026-02-27T05:50:00+00:00,267.406,15.248,-15.25,32.964
2026-02-27T05:55:00+00:00,270.176,15.424,-15.425,32.95
2026-02-27T06:00:00+00:00,274.056,15.594,-15.593,32.849
2026-02-27T06:05:00+00:00,286.086,16.222,-16.22,32.708
2026-02-27T06:10:00+00:00,296.13,16.85,-16.848,32.892
2026-02-27T06:15:00+00:00,298.616,17.119,-17.121,33.056
2026-02-27T06:20:00+00:00,300.488,17.199,-17.202,33.092
2026-02-27T06:25:00+00:00,300.997,17.288,-17.29,33.192
2026-02-27T06:30:00+00:00,304.331,17.47,-17.47,33.164
2026-02-27T06:35:00+00:00,313.919,17.924,-17.924,32.988
2026-02-27T06:40:00+00:00,320.496,18.313,-18.314,32.981
2026-02-27T06:45:00+00:00,325.048,18.578,-18.576,32.962
2026-02-27T06:50:00+00:00,330.198,18.856,-18.854,32.955
2026-02-27T06:55:00+00:00,336.6,19.196,-19.196,32.96
2026-02-27T07:00:00+00:00,339.006,19.325,-19.324,32.904
2026-02-27T07:05:00+00:00,345.501,19.605,-19.604,32.769
2026-02-27T07:10:00+00:00,357.929,20.218,-20.217,32.632
2026-02-27T07:15:00+00:00,361.526,20.532,-20.532,32.8
2026-02-27T07:20:00+00:00,366.542,20.866,-20.867,32.846
2026-02-27T07:25:00+00:00,370.474,21.055,-21.053,32.806
2026-02-27T07:30:00+00:00,379.806,21.572,-21.573,32.782
2026-02-27T07:35:00+00:00,386.954,21.96,-21.964,32.765
2026-02-27T07:40:00+00:00,386.231,21.92,-21.924,32.722
2026-02-27T07:45:00+00:00,385.403,21.851,-21.854,32.733
2026-02-27T07:50:00+00:00,381.876,21.666,-21.67,32.724
2026-02-27T07:55:00+00:00,383.384,21.716,-21.718,32.704
2026-02-27T08:00:00+00:00,388.474,22.001,-22.004,32.668
2026-02-27T08:05:00+00:00,393.282,22.258,-22.261,32.646
2026-02-27T08:10:00+00:00,399.204,22.729,-22.73,32.876
2026-02-27T08:15:00+00:00,397.28,22.766,-22.768,33.099
2026-02-27T08:20:00+00:00,394.183,22.607,-22.61,33.112
2026-02-27T08:25:00+00:00,389.496,22.354,-22.353,33.157
2026-02-27T08:30:00+00:00,387.329,22.29,-22.289,33.232
2026-02-27T08:35:00+00:00,387.1,22.278,-22.278,33.196
2026-02-27T08:40:00+00:00,386.514,22.226,-22.226,33.192
2026-02-27T08:45:00+00:00,386.105,22.198,-22.198,33.201
2026-02-27T08:50:00+00:00,386.844,22.29,-22.29,33.252
2026-02-27T08:55:00+00:00,386.898,22.26,-22.26,33.219
2026-02-27T09:00:00+00:00,382.48,22.04,-22.042,33.246
2026-02-27T09:05:00+00:00,382.986,22.043,-22.044,33.254
2026-02-27T09:10:00+00:00,382.675,22.06,-22.06,33.311
2026-02-27T09:15:00+00:00,371.095,21.426,-21.426,33.309
2026-02-27T09:20:00+00:00,368.46,21.248,-21.248,33.312
2026-02-27T09:25:00+00:00,372.617,21.508,-21.508,33.348
2026-02-27T09:30:00+00:00,369.571,21.346,-21.348,33.34
2026-02-27T09:35:00+00:00,357.718,20.66,-20.659,33.343
2026-02-27T09:40:00+00:00,347.638,20.075,-20.074,33.38
2026-02-27T09:45:00+00:00,351.356,20.317,-20.318,33.378
2026-02-27T09:50:00+00:00,351.794,20.357,-20.358,33.368
2026-02-27T09:55:00+00:00,342.146,19.796,-19.796,33.396
2026-02-27T10:00:00+00:00,333.245,19.297,-19.298,33.454
2026-02-27T10:05:00+00:00,328.598,18.954,-18.954,33.254
