ValueDate,Current Inst,MVA Inst,MVAr Inst,MW Inst
2026-02-26T05:35:00+00:00,125.647,7.288,2.196,-6.453
2026-02-26T05:40:00+00:00,125.846,7.297,2.186,-6.463
2026-02-26T05:45:00+00:00,126.44,7.322,2.154,-6.492
2026-02-26T05:50:00+00:00,127.227,7.374,2.194,-6.532
2026-02-26T05:55:00+00:00,128.484,7.435,2.109,-6.66
2026-02-26T06:00:00+00:00,122.355,7.119,2.003,-6.821
2026-02-26T06:05:00+00:00,130.166,7.532,1.91,-7.156
2026-02-26T06:10:00+00:00,141.604,8.21,1.871,-7.401
2026-02-26T06:15:00+00:00,142.718,8.279,1.878,-7.475
2026-02-26T06:20:00+00:00,143.598,8.362,1.916,-7.556
2026-02-26T06:25:00+00:00,145.403,8.46,1.91,-7.658
2026-02-26T06:30:00+00:00,147.035,8.548,1.849,-7.782
2026-02-26T06:35:00+00:00,152.163,8.828,1.822,-8.089
2026-02-26T06:40:00+00:00,154.252,8.914,1.768,-8.204
2026-02-26T06:45:00+00:00,158.052,9.14,1.715,-8.455
2026-02-26T06:50:00+00:00,159.044,9.264,1.811,-8.56
2026-02-26T06:55:00+00:00,162.954,9.482,1.776,-8.808
2026-02-26T07:00:00+00:00,164.101,9.535,1.733,-8.883
2026-02-26T07:05:00+00:00,168.465,9.768,1.662,-9.142
2026-02-26T07:10:00+00:00,171.944,9.936,1.579,-9.348
2026-02-26T07:15:00+00:00,174.248,10.046,1.581,-9.466
2026-02-26T07:20:00+00:00,172.61,9.962,1.596,-9.364
2026-02-26T07:25:00+00:00,175.885,10.132,1.518,-9.558
2026-02-26T07:30:00+00:00,177.046,10.196,1.602,-9.618
2026-02-26T07:35:00+00:00,177.05,10.176,1.585,-9.604
2026-02-26T07:40:00+00:00,177.245,10.184,1.527,-9.629
2026-02-26T07:45:00+00:00,177.245,10.172,1.444,-9.63
2026-02-26T07:50:00+00:00,177.794,10.205,1.432,-9.681
2026-02-26T07:55:00+00:00,177.472,10.185,1.475,-9.649
2026-02-26T08:00:00+00:00,177.917,10.206,1.51,-9.67
2026-02-26T08:05:00+00:00,179.198,10.256,1.455,-9.732
2026-02-26T08:10:00+00:00,181.118,10.34,1.513,-9.817
2026-02-26T08:15:00+00:00,180.538,10.329,1.481,-9.805
2026-02-26T08:20:00+00:00,179.806,10.295,1.387,-9.784
2026-02-26T08:25:00+00:00,178.788,10.242,1.404,-9.724
2026-02-26T08:30:00+00:00,178.618,10.233,1.453,-9.697
2026-02-26T08:35:00+00:00,180.581,10.34,1.36,-9.822
2026-02-26T08:40:00+00:00,182.385,10.445,1.366,-9.938
2026-02-26T08:45:00+00:00,181.966,10.41,1.364,-9.914
2026-02-26T08:50:00+00:00,180.318,10.315,1.379,-9.808
2026-02-26T08:55:00+00:00,177.779,10.171,1.376,-9.648
2026-02-26T09:00:00+00:00,175.356,10.036,1.351,-9.516
2026-02-26T09:05:00+00:00,173.284,9.914,1.302,-9.398
2026-02-26T09:10:00+00:00,171.536,9.81,1.375,-9.271
2026-02-26T09:15:00+00:00,174.726,9.992,1.258,-9.477
2026-02-26T09:20:00+00:00,177.709,10.184,1.193,-9.694
2026-02-26T09:25:00+00:00,174.034,9.982,1.216,-9.479
2026-02-26T09:30:00+00:00,173.202,9.942,1.299,-9.412
2026-02-26T09:35:00+00:00,173.068,9.935,1.232,-9.423
2026-02-26T09:40:00+00:00,170.118,9.764,1.28,-9.225
2026-02-26T09:45:00+00:00,176.901,10.155,1.279,-9.631
2026-02-26T09:50:00+00:00,171.192,9.842,1.305,-9.296
2026-02-26T09:55:00+00:00,157.395,9.062,1.283,-8.484
2026-02-26T10:00:00+00:00,154.436,8.898,1.288,-8.298
2026-02-26T10:05:00+00:00,167.39,9.641,1.313,-9.078
2026-02-26T10:10:00+00:00,165.158,9.511,1.352,-8.94
2026-02-26T10:15:00+00:00,167.72,9.655,1.281,-9.104
2026-02-26T10:20:00+00:00,173.207,9.978,1.302,-9.445
2026-02-26T10:25:00+00:00,177.026,10.183,1.226,-9.689
2026-02-26T10:30:00+00:00,176.611,10.158,1.194,-9.658
2026-02-26T10:35:00+00:00,175.898,10.127,1.146,-9.638
2026-02-26T10:40:00+00:00,171.353,9.852,1.213,-9.334
2026-02-26T10:45:00+00:00,168.219,9.672,1.17,-9.144
2026-02-26T10:50:00+00:00,168.312,9.677,1.196,-9.152
2026-02-26T10:55:00+00:00,168.168,9.669,1.228,-9.142
2026-02-26T11:00:00+00:00,167.869,9.653,1.251,-9.124
2026-02-26T11:05:00+00:00,165.103,9.506,1.227,-8.964
2026-02-26T11:10:00+00:00,166.278,9.58,1.357,-9.013
2026-02-26T11:15:00+00:00,170.278,9.821,1.384,-9.264
2026-02-26T11:20:00+00:00,168.692,9.731,1.296,-9.193
2026-02-26T11:25:00+00:00,165.067,9.524,1.332,-8.97
2026-02-26T11:30:00+00:00,161.192,9.286,1.3,-8.721
2026-02-26T11:35:00+00:00,167.222,9.637,1.28,-9.091
2026-02-26T11:40:00+00:00,173.94,10.026,1.272,-9.514
2026-02-26T11:45:00+00:00,173.74,10.026,1.394,-9.49
2026-02-26T11:50:00+00:00,175.265,10.132,1.47,-9.585
2026-02-26T11:55:00+00:00,170.877,9.878,1.362,-9.344
2026-02-26T12:00:00+00:00,165.019,9.536,1.281,-8.993
2026-02-26T12:05:00+00:00,153.79,8.89,1.292,-8.306
2026-02-26T12:10:00+00:00,148.205,8.571,1.408,-7.929
2026-02-26T12:15:00+00:00,149.22,8.628,1.433,-7.986
2026-02-26T12:20:00+00:00,152.731,8.826,1.39,-8.215
2026-02-26T12:25:00+00:00,153.598,8.879,1.312,-8.288
2026-02-26T12:30:00+00:00,155.946,9.012,1.363,-8.396
2026-02-26T12:35:00+00:00,164.45,9.478,1.339,-8.928
2026-02-26T12:40:00+00:00,157.01,9.047,1.208,-8.504
2026-02-26T12:45:00+00:00,156.177,8.992,1.174,-8.424
2026-02-26T12:50:00+00:00,158.247,9.111,1.253,-8.554
2026-02-26T12:55:00+00:00,168.842,9.717,1.187,-9.215
2026-02-26T13:00:00+00:00,171.57,9.882,1.217,-9.368
2026-02-26T13:05:00+00:00,175.9,10.134,1.293,-9.624
2026-02-26T13:10:00+00:00,177.56,10.204,1.308,-9.696
2026-02-26T13:15:00+00:00,178.602,10.28,1.25,-9.776
2026-02-26T13:20:00+00:00,179.167,10.326,1.329,-9.821
2026-02-26T13:25:00+00:00,175.052,10.099,1.363,-9.581
2026-02-26T13:30:00+00:00,176.21,10.144,1.422,-9.613
2026-02-26T13:35:00+00:00,177.405,10.215,1.478,-9.666
2026-02-26T13:40:00+00:00,176.613,10.164,1.449,-9.625
2026-02-26T13:45:00+00:00,179.508,10.324,1.492,-9.78
2026-02-26T13:50:00+00:00,179.648,10.318,1.47,-9.782
2026-02-26T13:55:00+00:00,179.788,10.348,1.38,-9.819
2026-02-26T14:00:00+00:00,180.954,10.404,1.404,-9.88
2026-02-26T14:05:00+00:00,180.773,10.398,1.304,-9.906
2026-02-26T14:10:00+00:00,177.245,10.196,1.296,-9.686
2026-02-26T14:15:00+00:00,181.118,10.41,1.173,-9.932
2026-02-26T14:20:00+00:00,183.365,10.546,1.156,-10.074
2026-02-26T14:25:00+00:00,182.752,10.523,1.168,-10.064
2026-02-26T14:30:00+00:00,181.132,10.416,1.274,-9.926
2026-02-26T14:35:00+00:00,183.394,10.55,1.395,-10.044
2026-02-26T14:40:00+00:00,184.972,10.641,1.368,-10.146
2026-02-26T14:45:00+00:00,183.92,10.578,1.25,-10.096
2026-02-26T14:50:00+00:00,180.181,10.376,1.359,-9.868
2026-02-26T14:55:00+00:00,180.02,10.366,1.408,-9.848
2026-02-26T15:00:00+00:00,181.488,10.536,1.351,-10.024
2026-02-26T15:05:00+00:00,182.628,10.62,1.258,-10.124
2026-02-26T15:10:00+00:00,180.63,10.516,1.272,-10.01
2026-02-26T15:15:00+00:00,177.372,10.348,1.28,-9.836
2026-02-26T15:20:00+00:00,179.392,10.472,1.356,-9.941
2026-02-26T15:25:00+00:00,178.966,10.45,1.368,-9.92
2026-02-26T15:30:00+00:00,180.126,10.506,1.35,-9.979
2026-02-26T15:35:00+00:00,182.985,10.67,1.258,-10.174
2026-02-26T15:40:00+00:00,184.276,10.732,1.263,-10.244
2026-02-26T15:45:00+00:00,184.379,10.727,1.34,-10.212
2026-02-26T15:50:00+00:00,186.406,10.83,1.325,-10.337
2026-02-26T15:55:00+00:00,185.226,10.762,1.326,-10.266
2026-02-26T16:00:00+00:00,185.843,10.794,1.214,-10.316
2026-02-26T16:05:00+00:00,189.82,11.008,1.216,-10.538
2026-02-26T16:10:00+00:00,192.858,11.186,1.274,-10.725
2026-02-26T16:15:00+00:00,193.64,11.233,1.339,-10.764
2026-02-26T16:20:00+00:00,195.085,11.306,1.262,-10.854
2026-02-26T16:25:00+00:00,198.61,11.518,1.241,-11.072
2026-02-26T16:30:00+00:00,201.712,11.7,1.239,-11.258
2026-02-26T16:35:00+00:00,201.948,11.713,1.201,-11.276
2026-02-26T16:40:00+00:00,204.209,11.82,1.225,-11.382
2026-02-26T16:45:00+00:00,206.576,11.934,1.236,-11.507
2026-02-26T16:50:00+00:00,211.805,12.196,1.085,-11.794
2026-02-26T16:55:00+00:00,213.115,12.237,1.019,-11.856
2026-02-26T17:00:00+00:00,213.581,12.268,1.098,-11.887
2026-02-26T17:05:00+00:00,214.534,12.322,1.176,-11.929
2026-02-26T17:10:00+00:00,214.408,12.33,1.226,-11.922
2026-02-26T17:15:00+00:00,217.58,12.488,1.177,-12.103
2026-02-26T17:20:00+00:00,219.981,12.599,1.225,-12.209
2026-02-26T17:25:00+00:00,223.897,12.828,1.145,-12.454
2026-02-26T17:30:00+00:00,227.113,13.015,1.126,-12.648
2026-02-26T17:35:00+00:00,227.687,13.042,1.124,-12.679
2026-02-26T17:40:00+00:00,229.272,13.12,1.068,-12.766
2026-02-26T17:45:00+00:00,231.474,13.251,1.043,-12.902
2026-02-26T17:50:00+00:00,234.065,13.408,1.065,-13.046
2026-02-26T17:55:00+00:00,232.434,13.316,1.189,-12.952
2026-02-26T18:00:00+00:00,231.994,13.343,1.14,-12.98
2026-02-26T18:05:00+00:00,234.37,13.458,1.066,-13.109
2026-02-26T18:10:00+00:00,236.572,13.562,1.042,-13.215
2026-02-26T18:15:00+00:00,234.322,13.442,1.055,-13.093
2026-02-26T18:20:00+00:00,234.115,13.435,1.144,-13.076
2026-02-26T18:25:00+00:00,232.35,13.343,1.176,-12.976
2026-02-26T18:30:00+00:00,234.274,13.458,1.097,-13.102
2026-02-26T18:35:00+00:00,235.761,13.528,1.036,-13.18
2026-02-26T18:40:00+00:00,235.956,13.495,1.02,-13.148
2026-02-26T18:45:00+00:00,232.793,13.319,1.082,-12.965
2026-02-26T18:50:00+00:00,231.746,13.269,1.101,-12.912
2026-02-26T18:55:00+00:00,227.669,13.064,1.192,-12.69
2026-02-26T19:00:00+00:00,225.662,12.962,1.224,-12.578
2026-02-26T19:05:00+00:00,225.686,12.936,1.069,-12.564
2026-02-26T19:10:00+00:00,225.164,12.878,1.158,-12.5
2026-02-26T19:15:00+00:00,222.582,12.728,1.241,-12.344
2026-02-26T19:20:00+00:00,221.979,12.702,1.4,-12.283
2026-02-26T19:25:00+00:00,217.396,12.465,1.478,-12.035
2026-02-26T19:30:00+00:00,215.415,12.39,1.392,-11.97
2026-02-26T19:35:00+00:00,211.948,12.257,1.347,-11.824
2026-02-26T19:40:00+00:00,208.254,12.038,1.363,-11.592
2026-02-26T19:45:00+00:00,206.881,11.935,1.376,-11.48
2026-02-26T19:50:00+00:00,206.14,11.862,1.383,-11.414
2026-02-26T19:55:00+00:00,203.241,11.698,1.45,-11.228
2026-02-26T20:00:00+00:00,201.781,11.631,1.482,-11.148
2026-02-26T20:05:00+00:00,202.032,11.657,1.494,-11.165
2026-02-26T20:10:00+00:00,199.084,11.499,1.536,-11.0
2026-02-26T20:15:00+00:00,196.782,11.386,1.582,-10.878
2026-02-26T20:20:00+00:00,194.35,11.266,1.635,-10.738
2026-02-26T20:25:00+00:00,192.628,11.195,1.602,-10.668
2026-02-26T20:30:00+00:00,190.942,11.097,1.604,-10.556
2026-02-26T20:35:00+00:00,189.124,10.989,1.604,-10.444
2026-02-26T20:40:00+00:00,185.455,10.684,1.667,-10.125
2026-02-26T20:45:00+00:00,184.935,10.596,1.635,-10.166
2026-02-26T20:50:00+00:00,185.554,10.785,1.735,-10.187
2026-02-26T20:55:00+00:00,183.784,10.706,1.778,-10.104
2026-02-26T21:00:00+00:00,183.234,10.698,1.763,-10.091
2026-02-26T21:05:00+00:00,182.905,10.662,1.632,-10.069
2026-02-26T21:10:00+00:00,180.473,10.536,1.616,-9.933
2026-02-26T21:15:00+00:00,179.437,10.493,1.64,-9.89
2026-02-26T21:20:00+00:00,175.61,10.292,1.722,-9.655
2026-02-26T21:25:00+00:00,171.246,10.054,1.866,-9.361
2026-02-26T21:30:00+00:00,171.368,10.054,1.784,-9.376
2026-02-26T21:35:00+00:00,170.952,10.036,1.752,-9.367
2026-02-26T21:40:00+00:00,167.679,9.864,1.806,-9.172
2026-02-26T21:45:00+00:00,166.172,9.794,1.887,-9.071
2026-02-26T21:50:00+00:00,164.978,9.723,1.908,-8.984
2026-02-26T21:55:00+00:00,163.969,9.664,1.879,-8.924
2026-02-26T22:00:00+00:00,162.38,9.535,1.88,-8.874
2026-02-26T22:05:00+00:00,162.883,9.456,1.942,-8.811
2026-02-26T22:10:00+00:00,160.85,9.358,1.924,-8.698
2026-02-26T22:15:00+00:00,159.685,9.311,1.956,-8.636
2026-02-26T22:20:00+00:00,158.678,9.268,1.989,-8.562
2026-02-26T22:25:00+00:00,156.916,9.144,1.939,-8.472
2026-02-26T22:30:00+00:00,155.782,9.087,1.965,-8.39
2026-02-26T22:35:00+00:00,155.144,9.022,1.978,-8.322
2026-02-26T22:40:00+00:00,154.868,8.998,2.016,-8.284
2026-02-26T22:45:00+00:00,150.638,8.752,1.969,-8.046
2026-02-26T22:50:00+00:00,147.038,8.576,1.998,-7.818
2026-02-26T22:55:00+00:00,147.546,8.6,2.068,-7.834
2026-02-26T23:00:00+00:00,145.396,8.478,2.075,-7.688
2026-02-26T23:05:00+00:00,142.305,8.291,2.043,-7.495
2026-02-26T23:10:00+00:00,141.346,8.222,1.994,-7.428
2026-02-26T23:15:00+00:00,141.555,8.21,2.068,-7.409
2026-02-26T23:20:00+00:00,132.594,7.732,2.01,-7.326
2026-02-26T23:25:00+00:00,129.508,7.583,2.014,-7.31
2026-02-26T23:30:00+00:00,127.052,7.423,2.048,-7.128
2026-02-26T23:35:00+00:00,127.465,7.454,1.902,-7.212
2026-02-26T23:40:00+00:00,125.817,7.345,1.923,-7.091
2026-02-26T23:45:00+00:00,126.034,7.372,1.901,-7.128
2026-02-26T23:50:00+00:00,126.409,7.393,1.94,-7.132
2026-02-26T23:55:00+00:00,125.484,7.333,1.906,-7.088
2026-02-27T00:00:00+00:00,123.18,7.188,1.974,-6.916
2026-02-27T00:05:00+00:00,132.788,7.714,1.884,-7.473
2026-02-27T00:10:00+00:00,142.478,8.266,1.791,-7.77
2026-02-27T00:15:00+00:00,151.129,8.803,1.953,-7.998
2026-02-27T00:20:00+00:00,150.925,8.802,2.0,-7.978
2026-02-27T00:25:00+00:00,150.631,8.798,2.006,-7.969
2026-02-27T00:30:00+00:00,148.19,8.656,1.962,-7.835
2026-02-27T00:35:00+00:00,154.75,9.002,1.964,-8.204
2026-02-27T00:40:00+00:00,159.152,9.256,1.928,-8.49
2026-02-27T00:45:00+00:00,159.604,9.287,1.931,-8.552
2026-02-27T00:50:00+00:00,155.868,9.071,1.906,-8.308
2026-02-27T00:55:00+00:00,157.424,9.163,1.94,-8.392
2026-02-27T01:00:00+00:00,157.066,9.146,1.952,-8.374
2026-02-27T01:05:00+00:00,156.798,9.125,1.963,-8.356
2026-02-27T01:10:00+00:00,153.379,8.942,1.91,-8.172
2026-02-27T01:15:00+00:00,153.82,8.969,1.953,-8.184
2026-02-27T01:20:00+00:00,153.576,8.955,2.02,-8.156
2026-02-27T01:25:00+00:00,152.129,8.872,2.005,-8.07
2026-02-27T01:30:00+00:00,149.36,8.727,1.963,-7.926
2026-02-27T01:35:00+00:00,148.917,8.696,2.044,-7.863
2026-02-27T01:40:00+00:00,148.706,8.692,2.047,-7.854
2026-02-27T01:45:00+00:00,146.783,8.589,1.998,-7.756
2026-02-27T01:50:00+00:00,145.1,8.523,1.998,-7.68
2026-02-27T01:55:00+00:00,145.896,8.548,1.996,-7.699
2026-02-27T02:00:00+00:00,145.874,8.564,2.041,-7.702
2026-02-27T02:05:00+00:00,146.294,8.561,1.976,-7.717
2026-02-27T02:10:00+00:00,147.196,8.62,1.977,-7.785
2026-02-27T02:15:00+00:00,146.41,8.58,1.986,-7.741
2026-02-27T02:20:00+00:00,145.396,8.526,1.984,-7.678
2026-02-27T02:25:00+00:00,145.337,8.542,2.006,-7.686
2026-02-27T02:30:00+00:00,144.614,8.497,2.019,-7.627
2026-02-27T02:35:00+00:00,145.036,8.557,2.062,-7.677
2026-02-27T02:40:00+00:00,143.97,8.5,2.067,-7.619
2026-02-27T02:45:00+00:00,144.622,8.543,2.102,-7.658
2026-02-27T02:50:00+00:00,142.422,8.406,2.13,-7.509
2026-02-27T02:55:00+00:00,139.694,8.242,2.052,-7.332
2026-02-27T03:00:00+00:00,138.363,8.109,2.147,-7.248
2026-02-27T03:05:00+00:00,138.526,8.038,2.092,-7.218
2026-02-27T03:10:00+00:00,132.368,7.732,2.001,-7.274
2026-02-27T03:15:00+00:00,128.224,7.518,1.977,-7.262
2026-02-27T03:20:00+00:00,125.646,7.368,2.035,-7.082
2026-02-27T03:25:00+00:00,125.332,7.36,2.052,-7.074
2026-02-27T03:30:00+00:00,123.621,7.254,2.068,-6.947
2026-02-27T03:35:00+00:00,124.324,7.304,2.03,-7.007
2026-02-27T03:40:00+00:00,123.304,7.246,2.008,-6.958
2026-02-27T03:45:00+00:00,123.043,7.212,2.021,-6.912
2026-02-27T03:50:00+00:00,122.62,7.208,1.993,-6.924
2026-02-27T03:55:00+00:00,121.376,7.146,2.006,-6.87
2026-02-27T04:00:00+00:00,120.376,7.075,1.994,-6.78
2026-02-27T04:05:00+00:00,122.238,7.187,1.992,-6.896
2026-02-27T04:10:00+00:00,122.868,7.231,2.023,-6.935
2026-02-27T04:15:00+00:00,122.79,7.219,1.965,-6.95
2026-02-27T04:20:00+00:00,121.718,7.158,2.007,-6.866
2026-02-27T04:25:00+00:00,120.071,7.066,2.006,-6.77
2026-02-27T04:30:00+00:00,118.47,6.992,2.065,-6.68
2026-02-27T04:35:00+00:00,118.346,6.985,2.014,-6.684
2026-02-27T04:40:00+00:00,123.119,7.245,2.052,-6.639
2026-02-27T04:45:00+00:00,128.159,7.524,2.12,-6.588
2026-02-27T04:50:00+00:00,128.286,7.529,2.164,-6.591
2026-02-27T04:55:00+00:00,128.032,7.514,2.136,-6.592
2026-02-27T05:00:00+00:00,128.702,7.571,2.122,-6.646
2026-02-27T05:05:00+00:00,127.218,7.474,2.144,-6.531
2026-02-27T05:10:00+00:00,126.713,7.448,2.158,-6.49
2026-02-27T05:15:00+00:00,126.226,7.416,2.138,-6.476
2026-02-27T05:20:00+00:00,125.565,7.369,2.17,-6.398
2026-02-27T05:25:00+00:00,126.374,7.414,2.166,-6.459
2026-02-27T05:30:00+00:00,127.39,7.488,2.134,-6.541
2026-02-27T05:35:00+00:00,127.857,7.522,2.136,-6.592
2026-02-27T05:40:00+00:00,128.601,7.556,2.118,-6.653
2026-02-27T05:45:00+00:00,129.606,7.604,2.094,-6.707
2026-02-27T05:50:00+00:00,129.279,7.579,2.088,-6.664
2026-02-27T05:55:00+00:00,131.792,7.722,2.101,-6.818
2026-02-27T06:00:00+00:00,133.419,7.791,2.098,-6.906
2026-02-27T06:05:00+00:00,139.692,8.12,2.028,-7.308
2026-02-27T06:10:00+00:00,145.917,8.446,1.947,-7.702
2026-02-27T06:15:00+00:00,148.306,8.584,1.915,-7.859
2026-02-27T06:20:00+00:00,140.736,8.218,1.638,-8.038
2026-02-27T06:25:00+00:00,141.772,8.306,1.59,-8.152
2026-02-27T06:30:00+00:00,144.522,8.466,1.64,-8.299
2026-02-27T06:35:00+00:00,147.658,8.604,1.476,-8.471
2026-02-27T06:40:00+00:00,149.764,8.728,1.403,-8.61
2026-02-27T06:45:00+00:00,154.193,8.985,1.376,-8.878
2026-02-27T06:50:00+00:00,155.117,9.032,1.383,-8.925
2026-02-27T06:55:00+00:00,155.016,9.023,1.46,-8.894
2026-02-27T07:00:00+00:00,158.817,9.228,1.431,-9.106
2026-02-27T07:05:00+00:00,160.483,9.284,1.288,-9.196
2026-02-27T07:10:00+00:00,171.649,9.976,1.454,-9.408
2026-02-27T07:15:00+00:00,173.09,10.086,1.483,-9.491
2026-02-27T07:20:00+00:00,173.882,10.155,1.472,-9.567
2026-02-27T07:25:00+00:00,176.99,10.331,1.416,-9.771
2026-02-27T07:30:00+00:00,175.601,10.255,1.469,-9.675
2026-02-27T07:35:00+00:00,177.222,10.332,1.295,-9.779
2026-02-27T07:40:00+00:00,180.86,10.529,1.314,-9.997
2026-02-27T07:45:00+00:00,181.263,10.554,1.284,-10.027
2026-02-27T07:50:00+00:00,179.73,10.464,1.383,-9.916
2026-02-27T07:55:00+00:00,174.546,10.16,1.431,-9.602
2026-02-27T08:00:00+00:00,174.574,10.16,1.328,-9.604
2026-02-27T08:05:00+00:00,173.934,10.114,1.303,-9.562
2026-02-27T08:10:00+00:00,176.275,10.228,1.304,-9.685
2026-02-27T08:15:00+00:00,177.828,10.309,1.285,-9.788
2026-02-27T08:20:00+00:00,178.566,10.346,1.201,-9.833
2026-02-27T08:25:00+00:00,177.261,10.283,1.285,-9.747
2026-02-27T08:30:00+00:00,172.547,10.026,1.31,-9.483
2026-02-27T08:35:00+00:00,169.754,9.871,1.353,-9.316
2026-02-27T08:40:00+00:00,164.969,9.584,1.306,-9.004
2026-02-27T08:45:00+00:00,164.287,9.548,1.32,-8.963
2026-02-27T08:50:00+00:00,166.558,9.69,1.279,-9.125
2026-02-27T08:55:00+00:00,165.608,9.628,1.239,-9.064
2026-02-27T09:00:00+00:00,164.841,9.596,1.199,-9.042
2026-02-27T09:05:00+00:00,163.93,9.544,1.116,-8.998
2026-02-27T09:10:00+00:00,160.424,9.348,1.128,-8.794
2026-02-27T09:15:00+00:00,161.899,9.438,1.158,-8.877
2026-02-27T09:20:00+00:00,157.816,9.194,1.239,-8.595
2026-02-27T09:25:00+00:00,154.938,9.04,1.232,-8.44
2026-02-27T09:30:00+00:00,153.215,8.943,1.164,-8.346
2026-02-27T09:35:00+00:00,149.142,8.702,1.205,-8.086
2026-02-27T09:40:00+00:00,124.748,7.294,1.338,-6.51
2026-02-27T09:45:00+00:00,123.417,7.224,1.352,-6.43
2026-02-27T09:50:00+00:00,139.376,8.153,1.247,-7.469
2026-02-27T09:55:00+00:00,128.226,7.508,1.35,-6.736
2026-02-27T10:00:00+00:00,131.847,7.726,1.346,-6.972
2026-02-27T10:05:00+00:00,119.374,7.02,1.356,-6.182
