"Settlement Date","Settlement Period","Outturn Inertia","Market Provided Inertia"
2025-07-21,40,208,200
2025-07-21,41,208,200
2025-07-21,42,207,199
2025-07-21,43,208,200
2025-07-21,44,207,198
2025-07-21,45,205,197
2025-07-21,46,203,195
2025-07-21,47,188,166
2025-07-21,48,180,155
2025-07-22,1,162,146
2025-07-22,2,155,142
2025-07-22,3,155,142
2025-07-22,4,159,146
2025-07-22,5,159,146
2025-07-22,6,151,145
2025-07-22,7,151,142
2025-07-22,8,150,137
2025-07-22,9,147,137
2025-07-22,10,147,141
2025-07-22,11,146,141
2025-07-22,12,149,144
2025-07-22,13,162,153
2025-07-22,14,164,153
2025-07-22,15,164,154
2025-07-22,16,167,156
2025-07-22,17,171,157
2025-07-22,18,172,158
2025-07-22,19,171,159
2025-07-22,20,173,161
2025-07-22,21,174,162
2025-07-22,22,174,162
2025-07-22,23,171,164
2025-07-22,24,166,161
2025-07-22,25,166,162
2025-07-22,26,166,169
2025-07-22,27,170,167
2025-07-22,28,170,167
2025-07-22,29,171,174
2025-07-22,30,170,160
2025-07-22,31,181,160
2025-07-22,32,184,160
2025-07-22,33,190,173
2025-07-22,34,197,173
2025-07-22,35,199,190
2025-07-22,36,199,189
2025-07-22,37,199,191
2025-07-22,38,200,191
2025-07-22,39,199,191
2025-07-22,40,199,190
2025-07-22,41,195,189
2025-07-22,42,195,188
2025-07-22,43,194,187
2025-07-22,44,185,186
2025-07-22,45,184,184
2025-07-22,46,186,182
2025-07-22,47,174,167
2025-07-22,48,155,148
2025-07-23,1,151,148
2025-07-23,2,149,138
2025-07-23,3,146,130
2025-07-23,4,135,130
2025-07-23,5,134,129
2025-07-23,6,134,129
2025-07-23,7,133,127
2025-07-23,8,132,127
2025-07-23,9,132,128
2025-07-23,10,135,131
2025-07-23,11,138,129
2025-07-23,12,138,130
2025-07-23,13,148,140
2025-07-23,14,150,143
2025-07-23,15,154,147
2025-07-23,16,150,147
2025-07-23,17,151,148
2025-07-23,18,152,149
2025-07-23,19,156,152
2025-07-23,20,165,162
2025-07-23,21,173,172
2025-07-23,22,167,163
2025-07-23,23,165,165
2025-07-23,24,161,161
2025-07-23,25,161,161
2025-07-23,26,161,161
2025-07-23,27,161,161
2025-07-23,28,160,160
2025-07-23,29,164,164
2025-07-23,30,162,162
2025-07-23,31,169,169
2025-07-23,32,174,173
2025-07-23,33,177,177
2025-07-23,34,184,178
2025-07-23,35,197,197
2025-07-23,36,198,197
2025-07-23,37,200,199
2025-07-23,38,200,199
2025-07-23,39,201,200
2025-07-23,40,198,200
2025-07-23,41,198,200
2025-07-23,42,197,199
2025-07-23,43,196,195
2025-07-23,44,196,195
2025-07-23,45,195,193
2025-07-23,46,192,191
2025-07-23,47,186,175
2025-07-23,48,175,164
2025-07-24,1,166,154
2025-07-24,2,151,144
2025-07-24,3,150,142
2025-07-24,4,141,130
2025-07-24,5,141,131
2025-07-24,6,141,131
2025-07-24,7,142,131
2025-07-24,8,142,131
2025-07-24,9,142,131
2025-07-24,10,142,132
2025-07-24,11,142,135
2025-07-24,12,146,136
2025-07-24,13,152,142
2025-07-24,14,157,143
2025-07-24,15,156,143
2025-07-24,16,157,144
2025-07-24,17,158,145
2025-07-24,18,160,147
2025-07-24,19,161,148
2025-07-24,20,157,149
2025-07-24,21,155,149
2025-07-24,22,155,146
2025-07-24,23,161,151
2025-07-24,24,158,152
2025-07-24,25,158,154
2025-07-24,26,158,152
2025-07-24,27,164,151
2025-07-24,28,164,157
2025-07-24,29,168,157
2025-07-24,30,168,155
2025-07-24,31,175,157
2025-07-24,32,183,166
2025-07-24,33,194,177
2025-07-24,34,197,181
2025-07-24,35,207,207
2025-07-24,36,213,215
2025-07-24,37,219,218
2025-07-24,38,217,219
2025-07-24,39,218,218
2025-07-24,40,219,218
2025-07-24,41,217,217
2025-07-24,42,217,217
2025-07-24,43,215,215
2025-07-24,44,215,214
2025-07-24,45,212,212
2025-07-24,46,210,210
2025-07-24,47,203,203
2025-07-24,48,188,185
2025-07-25,1,185,183
2025-07-25,2,177,167
2025-07-25,3,171,169
2025-07-25,4,171,161
2025-07-25,5,170,161
2025-07-25,6,164,154
2025-07-25,7,163,153
2025-07-25,8,162,152
2025-07-25,9,158,155
2025-07-25,10,158,155
2025-07-25,11,158,149
2025-07-25,12,167,165
2025-07-25,13,169,159
2025-07-25,14,170,162
2025-07-25,15,171,169
2025-07-25,16,172,163
2025-07-25,17,171,164
2025-07-25,18,173,166
2025-07-25,19,173,167
2025-07-25,20,167,162
2025-07-25,21,164,160
2025-07-25,22,160,162
2025-07-25,23,150,152
2025-07-25,24,143,145
2025-07-25,25,143,144
2025-07-25,26,143,145
2025-07-25,27,143,137
2025-07-25,28,142,143
2025-07-25,29,141,136
2025-07-25,30,149,143
2025-07-25,31,152,143
2025-07-25,32,159,145
2025-07-25,33,161,151
2025-07-25,34,179,171
2025-07-25,35,188,179
2025-07-25,36,196,179
2025-07-25,37,196,193
2025-07-25,38,199,196
2025-07-25,39,201,198
2025-07-25,40,206,199
2025-07-25,41,207,201
2025-07-25,42,206,205
2025-07-25,43,205,203
2025-07-25,44,204,203
2025-07-25,45,204,199
2025-07-25,46,200,194
2025-07-25,47,193,187
2025-07-25,48,181,169
2025-07-26,1,180,168
2025-07-26,2,159,148
2025-07-26,3,158,146
2025-07-26,4,151,139
2025-07-26,5,142,130
2025-07-26,6,130,126
2025-07-26,7,130,122
2025-07-26,8,129,122
2025-07-26,9,129,122
2025-07-26,10,129,121
2025-07-26,11,128,121
2025-07-26,12,129,121
2025-07-26,13,129,122
2025-07-26,14,130,122
2025-07-26,15,131,123
2025-07-26,16,132,125
2025-07-26,17,131,127
2025-07-26,18,133,128
2025-07-26,19,135,130
2025-07-26,20,132,131
2025-07-26,21,133,132
2025-07-26,22,131,126
2025-07-26,23,130,126
2025-07-26,24,128,124
2025-07-26,25,124,124
2025-07-26,26,125,125
2025-07-26,27,124,124
2025-07-26,28,123,123
2025-07-26,29,123,123
2025-07-26,30,122,122
2025-07-26,31,122,122
2025-07-26,32,129,122
2025-07-26,33,140,126
2025-07-26,34,152,137
2025-07-26,35,172,161
2025-07-26,36,180,164
2025-07-26,37,180,169
2025-07-26,38,179,172
2025-07-26,39,181,169
2025-07-26,40,181,166
2025-07-26,41,180,166
2025-07-26,42,182,165
2025-07-26,43,183,166
2025-07-26,44,183,168
2025-07-26,45,175,165
2025-07-26,46,170,159
2025-07-26,47,161,143
2025-07-26,48,150,128
2025-07-27,1,145,123
2025-07-27,2,141,116
2025-07-27,3,139,111
2025-07-27,4,130,95
2025-07-27,5,130,94
2025-07-27,6,129,94
2025-07-27,7,128,93
2025-07-27,8,128,89
2025-07-27,9,120,89
2025-07-27,10,120,89
2025-07-27,11,119,78
2025-07-27,12,118,76
2025-07-27,13,114,77
2025-07-27,14,115,78
2025-07-27,15,115,78
2025-07-27,16,116,81
2025-07-27,17,119,81
2025-07-27,18,128,84
2025-07-27,19,127,85
2025-07-27,20,123,87
2025-07-27,21,117,88
2025-07-27,22,124,91
2025-07-27,23,125,92
2025-07-27,24,130,97
2025-07-27,25,134,103
2025-07-27,26,136,105
2025-07-27,27,137,106
2025-07-27,28,137,105
2025-07-27,29,137,105
2025-07-27,30,136,105
2025-07-27,31,136,104
2025-07-27,32,136,112
2025-07-27,33,143,128
2025-07-27,34,167,145
2025-07-27,35,173,164
2025-07-27,36,179,158
2025-07-27,37,179,162
2025-07-27,38,176,160
2025-07-27,39,176,166
2025-07-27,40,178,163
2025-07-27,41,179,163
2025-07-27,42,181,163
2025-07-27,43,181,162
2025-07-27,44,181,163
2025-07-27,45,181,162
2025-07-27,46,171,161
2025-07-27,47,158,147
2025-07-27,48,152,139
2025-07-28,1,131,119
2025-07-28,2,127,121
2025-07-28,3,120,114
2025-07-28,4,127,114
2025-07-28,5,127,111
2025-07-28,6,127,111
2025-07-28,7,128,111
2025-07-28,8,136,119
2025-07-28,9,135,119
2025-07-28,10,138,122
2025-07-28,11,137,121
2025-07-28,12,135,121
2025-07-28,13,149,130
2025-07-28,14,149,132
2025-07-28,15,156,133
2025-07-28,16,158,136
2025-07-28,17,160,137
2025-07-28,18,157,139
2025-07-28,19,158,140
2025-07-28,20,161,144
2025-07-28,21,156,142
2025-07-28,22,149,144
2025-07-28,23,147,144
2025-07-28,24,147,144
2025-07-28,25,146,142
2025-07-28,26,146,141
2025-07-28,27,146,139
2025-07-28,28,145,138
2025-07-28,29,145,138
2025-07-28,30,155,148
2025-07-28,31,171,164
2025-07-28,32,173,164
2025-07-28,33,180,169
2025-07-28,34,180,168
2025-07-28,35,194,183
2025-07-28,36,194,192
2025-07-28,37,196,187
2025-07-28,38,197,181
2025-07-28,39,204,186
2025-07-28,40,197,186
2025-07-28,41,197,186
2025-07-28,42,197,185
2025-07-28,43,195,184
2025-07-28,44,193,189
2025-07-28,45,191,187
2025-07-28,46,183,171
2025-07-28,47,173,164
2025-07-28,48,154,148
2025-07-29,1,151,144
2025-07-29,2,150,143
2025-07-29,3,147,140
2025-07-29,4,146,139
2025-07-29,5,146,139
2025-07-29,6,146,138
2025-07-29,7,146,138
2025-07-29,8,145,138
2025-07-29,9,149,142
2025-07-29,10,149,142
2025-07-29,11,148,141
2025-07-29,12,154,147
2025-07-29,13,168,164
2025-07-29,14,179,168
2025-07-29,15,181,181
2025-07-29,16,183,176
2025-07-29,17,189,182
2025-07-29,18,197,183
2025-07-29,19,199,192
2025-07-29,20,199,192
2025-07-29,21,200,185
2025-07-29,22,200,193
2025-07-29,23,200,192
2025-07-29,24,199,185
2025-07-29,25,200,193
2025-07-29,26,200,186
2025-07-29,27,192,185
2025-07-29,28,192,184
2025-07-29,29,192,184
2025-07-29,30,192,184
2025-07-29,31,192,185
2025-07-29,32,191,184
2025-07-29,33,195,188
2025-07-29,34,195,195
2025-07-29,35,200,195
2025-07-29,36,206,195
2025-07-29,37,208,203
2025-07-29,38,210,199
2025-07-29,39,212,193
2025-07-29,40,212,193
2025-07-29,41,209,193
2025-07-29,42,208,193
2025-07-29,43,207,191
2025-07-29,44,207,198
2025-07-29,45,205,189
2025-07-29,46,201,182
2025-07-29,47,188,176
2025-07-29,48,171,158
2025-07-30,1,160,153
2025-07-30,2,159,152
2025-07-30,3,157,151
2025-07-30,4,154,147
2025-07-30,5,154,147
2025-07-30,6,153,146
2025-07-30,7,152,146
2025-07-30,8,152,145
2025-07-30,9,152,145
2025-07-30,10,152,145
2025-07-30,11,155,150
2025-07-30,12,156,151
2025-07-30,13,159,155
2025-07-30,14,163,156
2025-07-30,15,168,164
2025-07-30,16,171,166
2025-07-30,17,172,168
2025-07-30,18,172,168
2025-07-30,19,173,168
2025-07-30,20,167,167
2025-07-30,21,167,167
2025-07-30,22,165,165
2025-07-30,23,166,166
2025-07-30,24,165,165
2025-07-30,25,161,165
2025-07-30,26,161,165
2025-07-30,27,160,164
2025-07-30,28,160,164
2025-07-30,29,160,164
2025-07-30,30,159,163
2025-07-30,31,159,163
2025-07-30,32,159,163
2025-07-30,33,159,165
2025-07-30,34,166,168
2025-07-30,35,170,172
2025-07-30,36,186,179
2025-07-30,37,189,180
2025-07-30,38,189,183
2025-07-30,39,190,184
2025-07-30,40,189,184
2025-07-30,41,189,183
2025-07-30,42,189,183
2025-07-30,43,193,183
2025-07-30,44,193,182
2025-07-30,45,190,179
2025-07-30,46,185,173
2025-07-30,47,172,155
2025-07-30,48,145,135
2025-07-31,1,145,134
2025-07-31,2,144,134
2025-07-31,3,143,133
2025-07-31,4,143,132
2025-07-31,5,142,132
2025-07-31,6,142,131
2025-07-31,7,141,131
2025-07-31,8,141,130
2025-07-31,9,141,131
2025-07-31,10,141,131
2025-07-31,11,143,137
2025-07-31,12,150,147
2025-07-31,13,152,146
2025-07-31,14,156,147
2025-07-31,15,158,149
2025-07-31,16,163,151
2025-07-31,17,160,153
2025-07-31,18,161,154
2025-07-31,19,162,154
2025-07-31,20,163,155
2025-07-31,21,161,152
2025-07-31,22,156,150
2025-07-31,23,160,147
2025-07-31,24,157,147
2025-07-31,25,157,147
2025-07-31,26,154,148
2025-07-31,27,154,147
2025-07-31,28,154,147
2025-07-31,29,150,143
2025-07-31,30,158,143
2025-07-31,31,156,146
2025-07-31,32,160,145
2025-07-31,33,160,147
2025-07-31,34,173,148
2025-07-31,35,180,159
2025-07-31,36,180,165
2025-07-31,37,185,164
2025-07-31,38,185,167
2025-07-31,39,185,171
2025-07-31,40,185,168
2025-07-31,41,184,168
2025-07-31,42,184,167
2025-07-31,43,184,167
2025-07-31,44,188,166
2025-07-31,45,186,157
2025-07-31,46,182,167
2025-07-31,47,174,138
2025-07-31,48,162,127
2025-08-01,1,153,132
2025-08-01,2,141,125
2025-08-01,3,136,103
2025-08-01,4,125,108
2025-08-01,5,121,108
2025-08-01,6,121,100
2025-08-01,7,121,100
2025-08-01,8,121,100
2025-08-01,9,122,101
2025-08-01,10,122,101
2025-08-01,11,125,103
2025-08-01,12,128,100
2025-08-01,13,126,112
2025-08-01,14,127,106
2025-08-01,15,128,106
2025-08-01,16,128,105
2025-08-01,17,133,110
2025-08-01,18,135,111
2025-08-01,19,135,111
2025-08-01,20,132,110
2025-08-01,21,128,109
2025-08-01,22,126,108
2025-08-01,23,117,104
2025-08-01,24,120,104
2025-08-01,25,121,105
2025-08-01,26,121,106
2025-08-01,27,119,105
2025-08-01,28,119,105
2025-08-01,29,118,103
2025-08-01,30,118,110
2025-08-01,31,117,102
2025-08-01,32,123,105
2025-08-01,33,129,108
2025-08-01,34,121,117
2025-08-01,35,137,125
2025-08-01,36,138,131
2025-08-01,37,144,139
2025-08-01,38,152,137
2025-08-01,39,152,138
2025-08-01,40,151,140
2025-08-01,41,150,138
2025-08-01,42,150,137
2025-08-01,43,150,132
2025-08-01,44,152,132
2025-08-01,45,146,134
2025-08-01,46,145,136
2025-08-01,47,140,131
2025-08-01,48,130,110
2025-08-02,1,124,104
2025-08-02,2,121,103
2025-08-02,3,121,103
2025-08-02,4,120,94
2025-08-02,5,123,93
2025-08-02,6,118,89
2025-08-02,7,122,89
2025-08-02,8,122,89
2025-08-02,9,122,96
2025-08-02,10,121,87
2025-08-02,11,121,87
2025-08-02,12,121,87
2025-08-02,13,122,96
2025-08-02,14,127,88
2025-08-02,15,123,87
2025-08-02,16,124,95
2025-08-02,17,124,96
2025-08-02,18,126,89
2025-08-02,19,128,99
2025-08-02,20,113,92
2025-08-02,21,116,95
2025-08-02,22,116,93
2025-08-02,23,119,94
2025-08-02,24,113,94
2025-08-02,25,113,93
2025-08-02,26,113,94
2025-08-02,27,112,93
2025-08-02,28,112,93
2025-08-02,29,115,96
2025-08-02,30,114,95
2025-08-02,31,113,95
2025-08-02,32,116,97
2025-08-02,33,128,114
2025-08-02,34,129,120
2025-08-02,35,139,129
2025-08-02,36,147,137
2025-08-02,37,148,138
2025-08-02,38,148,138
2025-08-02,39,147,137
2025-08-02,40,147,137
2025-08-02,41,151,137
2025-08-02,42,151,137
2025-08-02,43,149,135
2025-08-02,44,152,139
2025-08-02,45,149,135
2025-08-02,46,145,125
2025-08-02,47,138,118
2025-08-02,48,126,93
2025-08-03,1,121,88
2025-08-03,2,117,84
2025-08-03,3,116,83
2025-08-03,4,116,83
2025-08-03,5,116,83
2025-08-03,6,114,81
2025-08-03,7,113,80
2025-08-03,8,113,79
2025-08-03,9,113,80
2025-08-03,10,113,79
2025-08-03,11,113,79
2025-08-03,12,112,79
2025-08-03,13,112,79
2025-08-03,14,113,81
2025-08-03,15,115,81
2025-08-03,16,115,74
2025-08-03,17,113,75
2025-08-03,18,117,76
2025-08-03,19,119,78
2025-08-03,20,117,79
2025-08-03,21,116,82
2025-08-03,22,116,81
2025-08-03,23,112,81
2025-08-03,24,113,84
2025-08-03,25,114,85
2025-08-03,26,114,84
2025-08-03,27,114,83
2025-08-03,28,115,84
2025-08-03,29,116,85
2025-08-03,30,115,85
2025-08-03,31,114,83
2025-08-03,32,114,84
2025-08-03,33,118,95
2025-08-03,34,127,101
2025-08-03,35,135,120
2025-08-03,36,139,124
2025-08-03,37,141,126
2025-08-03,38,140,125
2025-08-03,39,142,132
2025-08-03,40,142,136
2025-08-03,41,145,134
2025-08-03,42,144,137
2025-08-03,43,144,140
2025-08-03,44,146,135
2025-08-03,45,145,141
2025-08-03,46,144,137
2025-08-03,47,141,130
2025-08-03,48,140,126
2025-08-04,1,137,124
2025-08-04,2,129,110
2025-08-04,3,128,104
2025-08-04,4,127,104
2025-08-04,5,122,97
2025-08-04,6,114,85
2025-08-04,7,114,85
2025-08-04,8,114,85
2025-08-04,9,115,86
2025-08-04,10,114,85
2025-08-04,11,117,88
2025-08-04,12,127,88
2025-08-04,13,136,88
2025-08-04,14,142,91
2025-08-04,15,145,94
2025-08-04,16,150,116
2025-08-04,17,148,102
2025-08-04,18,151,95
2025-08-04,19,150,90
2025-08-04,20,150,114
2025-08-04,21,148,110
2025-08-04,22,150,112
2025-08-04,23,150,113
2025-08-04,24,149,109
2025-08-04,25,151,99
2025-08-04,26,148,95
2025-08-04,27,148,95
2025-08-04,28,140,100
2025-08-04,29,139,94
2025-08-04,30,139,94
2025-08-04,31,138,94
2025-08-04,32,137,92
2025-08-04,33,136,92
2025-08-04,34,135,91
2025-08-04,35,133,103
2025-08-04,36,133,99
2025-08-04,37,131,90
2025-08-04,38,131,111
2025-08-04,39,131,113
2025-08-04,40,129,106
2025-08-04,41,128,109
2025-08-04,42,127,107
2025-08-04,43,126,91
2025-08-04,44,132,89
2025-08-04,45,134,88
2025-08-04,46,136,90
2025-08-04,47,126,80
2025-08-04,48,126,76
2025-08-05,1,127,83
2025-08-05,2,129,76
2025-08-05,3,120,75
2025-08-05,4,119,75
2025-08-05,5,119,74
2025-08-05,6,119,74
2025-08-05,7,119,74
2025-08-05,8,119,74
2025-08-05,9,120,75
2025-08-05,10,120,75
2025-08-05,11,120,75
2025-08-05,12,116,80
2025-08-05,13,116,76
2025-08-05,14,118,77
2025-08-05,15,120,79
2025-08-05,16,122,83
2025-08-05,17,121,86
2025-08-05,18,123,101
2025-08-05,19,120,97
2025-08-05,20,120,87
2025-08-05,21,120,101
2025-08-05,22,121,118
2025-08-05,23,122,90
2025-08-05,24,123,95
2025-08-05,25,123,90
2025-08-05,26,123,90
2025-08-05,27,123,90
2025-08-05,28,123,90
2025-08-05,29,122,91
2025-08-05,30,120,88
2025-08-05,31,119,93
2025-08-05,32,120,87
2025-08-05,33,126,89
2025-08-05,34,128,95
2025-08-05,35,136,92
2025-08-05,36,139,93
2025-08-05,37,138,103
2025-08-05,38,137,92
2025-08-05,39,136,92
2025-08-05,40,137,93
2025-08-05,41,138,94
2025-08-05,42,138,94
2025-08-05,43,137,95
2025-08-05,44,138,96
2025-08-05,45,137,93
2025-08-05,46,139,92
2025-08-05,47,135,91
2025-08-05,48,133,92
2025-08-06,1,124,92
2025-08-06,2,123,88
2025-08-06,3,122,87
2025-08-06,4,122,87
2025-08-06,5,122,91
2025-08-06,6,120,84
2025-08-06,7,119,83
2025-08-06,8,118,87
2025-08-06,9,118,83
2025-08-06,10,118,82
2025-08-06,11,119,84
2025-08-06,12,120,84
2025-08-06,13,122,87
2025-08-06,14,123,96
2025-08-06,15,122,102
2025-08-06,16,122,103
2025-08-06,17,124,87
2025-08-06,18,126,89
2025-08-06,19,120,96
2025-08-06,20,118,90
2025-08-06,21,118,90
2025-08-06,22,122,101
2025-08-06,23,116,90
2025-08-06,24,116,90
2025-08-06,25,116,90
2025-08-06,26,111,93
2025-08-06,27,113,96
2025-08-06,28,115,98
2025-08-06,29,117,100
2025-08-06,30,124,111
2025-08-06,31,124,118
2025-08-06,32,128,118
2025-08-06,33,134,127
2025-08-06,34,145,138
2025-08-06,35,166,153
2025-08-06,36,177,155
2025-08-06,37,178,157
2025-08-06,38,179,168
2025-08-06,39,179,161
2025-08-06,40,179,161
2025-08-06,41,180,162
2025-08-06,42,180,162
2025-08-06,43,178,161
2025-08-06,44,175,160
2025-08-06,45,174,159
2025-08-06,46,169,155
2025-08-06,47,167,142
2025-08-06,48,165,109
2025-08-07,1,156,96
2025-08-07,2,143,91
2025-08-07,3,133,83
2025-08-07,4,128,83
2025-08-07,5,125,82
2025-08-07,6,125,82
2025-08-07,7,125,83
2025-08-07,8,125,99
2025-08-07,9,121,83
2025-08-07,10,121,83
2025-08-07,11,121,90
2025-08-07,12,128,95
2025-08-07,13,138,87
2025-08-07,14,140,95
2025-08-07,15,139,93
2025-08-07,16,136,87
2025-08-07,17,136,93
2025-08-07,18,138,91
2025-08-07,19,140,92
2025-08-07,20,126,92
2025-08-07,21,118,92
2025-08-07,22,116,90
2025-08-07,23,116,88
2025-08-07,24,116,87
2025-08-07,25,118,89
2025-08-07,26,116,89
2025-08-07,27,115,88
2025-08-07,28,115,88
2025-08-07,29,114,87
2025-08-07,30,114,87
2025-08-07,31,121,87
2025-08-07,32,128,87
2025-08-07,33,137,87
2025-08-07,34,152,106
2025-08-07,35,159,132
2025-08-07,36,163,129
2025-08-07,37,165,131
2025-08-07,38,166,132
2025-08-07,39,166,139
2025-08-07,40,166,139
2025-08-07,41,166,139
2025-08-07,42,166,148
2025-08-07,43,164,146
2025-08-07,44,166,136
2025-08-07,45,164,141
2025-08-07,46,162,146
2025-08-07,47,153,115
2025-08-07,48,139,103
2025-08-08,1,130,94
2025-08-08,2,125,79
2025-08-08,3,125,79
2025-08-08,4,122,79
2025-08-08,5,121,77
2025-08-08,6,119,76
2025-08-08,7,120,76
2025-08-08,8,119,76
2025-08-08,9,118,76
2025-08-08,10,119,76
2025-08-08,11,121,79
2025-08-08,12,124,87
2025-08-08,13,137,89
2025-08-08,14,141,101
2025-08-08,15,141,94
2025-08-08,16,143,94
2025-08-08,17,146,101
2025-08-08,18,147,91
2025-08-08,19,147,103
2025-08-08,20,136,104
2025-08-08,21,127,94
2025-08-08,22,128,90
2025-08-08,23,129,91
2025-08-08,24,132,94
2025-08-08,25,126,95
2025-08-08,26,123,96
2025-08-08,27,122,95
2025-08-08,28,122,99
2025-08-08,29,119,90
2025-08-08,30,118,89
2025-08-08,31,117,90
2025-08-08,32,113,97
2025-08-08,33,121,92
2025-08-08,34,132,106
2025-08-08,35,149,126
2025-08-08,36,156,130
2025-08-08,37,160,129
2025-08-08,38,159,129
2025-08-08,39,160,129
2025-08-08,40,161,129
2025-08-08,41,161,143
2025-08-08,42,161,126
2025-08-08,43,162,127
2025-08-08,44,162,127
2025-08-08,45,161,124
2025-08-08,46,156,120
2025-08-08,47,152,113
2025-08-08,48,144,99
2025-08-09,1,131,82
2025-08-09,2,129,81
2025-08-09,3,128,80
2025-08-09,4,127,79
2025-08-09,5,123,97
2025-08-09,6,123,81
2025-08-09,7,123,80
2025-08-09,8,122,79
2025-08-09,9,120,78
2025-08-09,10,120,78
2025-08-09,11,119,77
2025-08-09,12,119,84
2025-08-09,13,121,79
2025-08-09,14,123,80
2025-08-09,15,123,80
2025-08-09,16,123,81
2025-08-09,17,121,81
2025-08-09,18,122,80
2025-08-09,19,120,80
2025-08-09,20,118,79
2025-08-09,21,119,86
2025-08-09,22,112,80
2025-08-09,23,117,82
2025-08-09,24,117,82
2025-08-09,25,118,83
2025-08-09,26,119,84
2025-08-09,27,118,83
2025-08-09,28,118,83
2025-08-09,29,116,81
2025-08-09,30,118,80
2025-08-09,31,117,82
2025-08-09,32,124,78
2025-08-09,33,129,85
2025-08-09,34,130,81
2025-08-09,35,132,90
2025-08-09,36,142,94
2025-08-09,37,143,102
2025-08-09,38,142,109
2025-08-09,39,142,104
2025-08-09,40,141,106
2025-08-09,41,141,102
2025-08-09,42,141,95
2025-08-09,43,141,95
2025-08-09,44,144,94
2025-08-09,45,151,97
2025-08-09,46,149,91
2025-08-09,47,136,94
2025-08-09,48,122,81
2025-08-10,1,121,80
2025-08-10,2,123,79
2025-08-10,3,120,79
2025-08-10,4,122,78
2025-08-10,5,120,80
2025-08-10,6,120,76
2025-08-10,7,116,75
2025-08-10,8,115,88
2025-08-10,9,118,89
2025-08-10,10,118,74
2025-08-10,11,117,74
2025-08-10,12,117,73
2025-08-10,13,117,74
2025-08-10,14,117,74
2025-08-10,15,117,88
2025-08-10,16,119,93
2025-08-10,17,120,80
2025-08-10,18,122,82
2025-08-10,19,124,83
2025-08-10,20,125,85
2025-08-10,21,126,91
2025-08-10,22,128,90
2025-08-10,23,124,87
2025-08-10,24,133,102
2025-08-10,25,126,95
2025-08-10,26,127,97
2025-08-10,27,128,90
2025-08-10,28,127,89
2025-08-10,29,125,89
2025-08-10,30,123,88
2025-08-10,31,122,87
2025-08-10,32,125,98
2025-08-10,33,132,113
2025-08-10,34,145,130
2025-08-10,35,152,129
2025-08-10,36,165,150
2025-08-10,37,170,159
2025-08-10,38,170,156
2025-08-10,39,171,157
2025-08-10,40,174,165
2025-08-10,41,173,158
2025-08-10,42,172,157
2025-08-10,43,179,156
2025-08-10,44,181,160
2025-08-10,45,180,147
2025-08-10,46,172,145
2025-08-10,47,164,140
2025-08-10,48,153,133
2025-08-11,1,150,129
2025-08-11,2,150,135
2025-08-11,3,149,128
2025-08-11,4,144,127
2025-08-11,5,144,127
2025-08-11,6,143,126
2025-08-11,7,143,126
2025-08-11,8,143,133
2025-08-11,9,142,128
2025-08-11,10,142,128
2025-08-11,11,144,133
2025-08-11,12,157,151
2025-08-11,13,169,153
2025-08-11,14,172,162
2025-08-11,15,172,162
2025-08-11,16,173,154
2025-08-11,17,172,155
2025-08-11,18,168,149
2025-08-11,19,169,150
2025-08-11,20,169,151
2025-08-11,21,162,151
2025-08-11,22,163,158
2025-08-11,23,166,162
2025-08-11,24,166,152
2025-08-11,25,166,158
2025-08-11,26,170,156
2025-08-11,27,174,159
2025-08-11,28,180,168
2025-08-11,29,184,172
2025-08-11,30,191,177
2025-08-11,31,195,185
2025-08-11,32,203,192
2025-08-11,33,214,209
2025-08-11,34,214,210
2025-08-11,35,221,215
2025-08-11,36,225,218
2025-08-11,37,227,221
2025-08-11,38,227,222
2025-08-11,39,227,221
2025-08-11,40,226,221
2025-08-11,41,224,221
2025-08-11,42,221,219
2025-08-11,43,220,217
2025-08-11,44,219,216
2025-08-11,45,209,199
2025-08-11,46,207,197
2025-08-11,47,196,186
2025-08-11,48,188,172
2025-08-12,1,173,163
2025-08-12,2,172,162
2025-08-12,3,167,157
2025-08-12,4,167,157
2025-08-12,5,169,159
2025-08-12,6,168,158
2025-08-12,7,168,159
2025-08-12,8,168,165
2025-08-12,9,168,165
2025-08-12,10,168,165
2025-08-12,11,169,166
2025-08-12,12,174,164
2025-08-12,13,177,174
2025-08-12,14,179,176
2025-08-12,15,178,168
2025-08-12,16,176,169
2025-08-12,17,179,171
2025-08-12,18,180,173
2025-08-12,19,182,175
2025-08-12,20,183,176
2025-08-12,21,180,173
2025-08-12,22,177,170
2025-08-12,23,171,171
2025-08-12,24,177,171
2025-08-12,25,168,173
2025-08-12,26,170,174
2025-08-12,27,172,175
2025-08-12,28,171,175
2025-08-12,29,168,172
2025-08-12,30,174,178
2025-08-12,31,185,187
2025-08-12,32,190,192
2025-08-12,33,213,215
2025-08-12,34,221,225
2025-08-12,35,232,234
2025-08-12,36,234,234
2025-08-12,37,238,239
2025-08-12,38,239,239
2025-08-12,39,240,241
2025-08-12,40,240,241
2025-08-12,41,240,240
2025-08-12,42,239,240
2025-08-12,43,238,237
2025-08-12,44,236,236
2025-08-12,45,233,233
2025-08-12,46,223,221
2025-08-12,47,209,207
2025-08-12,48,194,192
2025-08-13,1,181,179
2025-08-13,2,175,175
2025-08-13,3,175,175
2025-08-13,4,174,174
2025-08-13,5,173,173
2025-08-13,6,173,173
2025-08-13,7,173,173
2025-08-13,8,173,173
2025-08-13,9,178,178
