EntryID,ServiceType,InstructionStartDateTime,MW,IndicativePrice,InstructionCeaseDateTime,DispatchDateTimeStamp,CeaseDateTimeStamp
379,Non-BM Fast Reserve,2020-10-14 23:01:00Z,31,32,2020-10-14 23:05:31Z,2020-10-14 22:58:55Z,2020-10-14 23:05:25Z
380,Non-BM Fast Reserve,2020-10-14 23:30:00Z,31,32,2020-10-14 23:35:31Z,2020-10-14 23:28:26Z,2020-10-14 23:34:56Z
381,Non-BM Fast Reserve,2020-10-14 23:30:00Z,60,73.8,2020-10-14 23:39:00Z,2020-10-14 23:28:26Z,2020-10-14 23:36:26Z
382,Non-BM Fast Reserve,2020-10-14 23:33:00Z,60,73.8,2020-10-14 23:42:00Z,2020-10-14 23:30:56Z,2020-10-14 23:39:57Z
384,Non-BM Fast Reserve,2020-10-15 01:25:00Z,31,32,2020-10-15 01:37:31Z,2020-10-15 01:23:31Z,2020-10-15 01:36:32Z
383,Non-BM Fast Reserve,2020-10-15 01:26:00Z,60,73.8,2020-10-15 01:37:00Z,2020-10-15 01:23:31Z,2020-10-15 01:34:32Z
385,Non-BM Fast Reserve,2020-10-15 02:05:00Z,60,73.8,2020-10-15 02:16:00Z,2020-10-15 02:03:04Z,2020-10-15 02:14:04Z
386,Non-BM Fast Reserve,2020-10-15 02:09:00Z,40,32,2020-10-15 02:15:40Z,2020-10-15 02:07:04Z,2020-10-15 02:14:34Z
387,Non-BM Fast Reserve,2020-10-15 02:10:00Z,60,73.8,2020-10-15 02:19:00Z,2020-10-15 02:08:04Z,2020-10-15 02:16:34Z
388,Non-BM Fast Reserve,2020-10-15 02:53:00Z,40,32,2020-10-15 03:05:40Z,2020-10-15 02:50:38Z,2020-10-15 03:05:09Z
389,Non-BM Fast Reserve,2020-10-15 02:56:00Z,60,73.8,2020-10-15 03:04:00Z,2020-10-15 02:53:38Z,2020-10-15 03:01:39Z
390,Non-BM Fast Reserve,2020-10-15 03:24:00Z,40,32,2020-10-15 03:29:40Z,2020-10-15 03:21:40Z,2020-10-15 03:28:40Z
391,Non-BM Fast Reserve,2020-10-15 05:04:00Z,40,32,2020-10-15 05:16:40Z,2020-10-15 05:01:48Z,2020-10-15 05:15:49Z
392,Non-BM Fast Reserve,2020-10-15 05:05:00Z,60,73.8,2020-10-15 05:15:00Z,2020-10-15 05:02:48Z,2020-10-15 05:12:19Z
393,Non-BM Fast Reserve,2020-10-15 05:06:00Z,60,73.8,2020-10-15 05:18:00Z,2020-10-15 05:03:48Z,2020-10-15 05:15:19Z
394,Non-BM Fast Reserve,2020-10-15 05:08:00Z,60,73.8,2020-10-15 05:17:00Z,2020-10-15 05:05:48Z,2020-10-15 05:14:19Z
395,Non-BM Fast Reserve,2020-10-15 05:28:00Z,60,73.8,2020-10-15 05:45:00Z,2020-10-15 05:26:19Z,2020-10-15 05:43:20Z
396,Non-BM Fast Reserve,2020-10-15 05:28:00Z,60,73.8,2020-10-15 05:45:00Z,2020-10-15 05:26:19Z,2020-10-15 05:42:20Z
398,Non-BM Fast Reserve,2020-10-15 06:58:00Z,60,73.8,2020-10-15 07:25:00Z,2020-10-15 06:55:57Z,2020-10-15 07:22:58Z
397,Non-BM Fast Reserve,2020-10-15 06:58:00Z,60,73.8,2020-10-15 07:25:00Z,2020-10-15 06:55:57Z,2020-10-15 07:22:58Z
400,Non-BM Fast Reserve,2020-10-15 07:48:00Z,60,73.8,2020-10-15 08:26:00Z,2020-10-15 07:45:59Z,2020-10-15 08:24:05Z
399,Non-BM Fast Reserve,2020-10-15 07:48:00Z,60,73.8,2020-10-15 08:26:00Z,2020-10-15 07:45:59Z,2020-10-15 08:24:05Z
401,Non-BM Fast Reserve,2020-10-15 07:48:00Z,60,73.8,2020-10-15 08:25:00Z,2020-10-15 07:45:59Z,2020-10-15 08:23:05Z
402,Non-BM Fast Reserve,2020-10-15 07:54:00Z,60,73.8,2020-10-15 08:25:00Z,2020-10-15 07:51:59Z,2020-10-15 08:23:05Z
403,Non-BM Fast Reserve,2020-10-15 07:54:00Z,90,73.8,2020-10-15 08:25:18Z,2020-10-15 07:51:59Z,2020-10-15 08:23:05Z
405,Non-BM Fast Reserve,2020-10-15 08:56:00Z,60,73.8,2020-10-15 09:11:00Z,2020-10-15 08:53:49Z,2020-10-15 09:08:49Z
406,Non-BM Fast Reserve,2020-10-15 08:56:00Z,60,73.8,2020-10-15 09:11:00Z,2020-10-15 08:53:49Z,2020-10-15 09:08:49Z
404,Non-BM Fast Reserve,2020-10-15 08:56:00Z,60,73.8,2020-10-15 09:11:00Z,2020-10-15 08:53:49Z,2020-10-15 09:08:49Z
407,Non-BM Fast Reserve,2020-10-15 13:46:00Z,60,73.8,2020-10-15 14:00:00Z,2020-10-15 13:44:02Z,2020-10-15 13:58:04Z
409,Non-BM Fast Reserve,2020-10-15 14:07:00Z,60,73.8,2020-10-15 14:19:00Z,2020-10-15 14:04:34Z,2020-10-15 14:17:05Z
408,Non-BM Fast Reserve,2020-10-15 14:07:00Z,60,73.8,2020-10-15 14:19:00Z,2020-10-15 14:04:34Z,2020-10-15 14:17:05Z
410,Non-BM Fast Reserve,2020-10-15 15:07:00Z,60,73.8,2020-10-15 15:30:00Z,2020-10-15 15:04:08Z,2020-10-15 15:27:39Z
412,Non-BM Fast Reserve,2020-10-15 15:07:00Z,58,35,2020-10-15 15:22:58Z,2020-10-15 15:04:38Z,2020-10-15 15:22:09Z
411,Non-BM Fast Reserve,2020-10-15 15:07:00Z,60,73.8,2020-10-15 15:30:00Z,2020-10-15 15:04:38Z,2020-10-15 15:27:39Z
413,Non-BM Fast Reserve,2020-10-15 16:14:00Z,60,73.8,2020-10-15 16:25:00Z,2020-10-15 16:11:11Z,2020-10-15 16:23:11Z
414,Non-BM Fast Reserve,2020-10-15 16:14:00Z,60,73.8,2020-10-15 16:25:00Z,2020-10-15 16:11:11Z,2020-10-15 16:23:11Z
