EntryID,ServiceType,InstructionStartDateTime,MW,IndicativePrice,InstructionCeaseDateTime,DispatchDateTimeStamp,CeaseDateTimeStamp
12178,Non-BM Fast Reserve,2021-10-01T06:24:00,50,200,2021-10-01T06:32:50,2021-10-01T06:21:42,2021-10-01T06:32:12
12179,Non-BM Fast Reserve,2021-10-01T08:46:00,50,200,2021-10-01T08:51:50,2021-10-01T08:44:18,2021-10-01T08:51:23
12180,Non-BM STOR,2021-10-01T11:05:00,3,0,2021-10-01T11:09:51,2021-10-01T11:03:52,2021-10-01T11:08:52
12181,Non-BM Fast Reserve,2021-10-01T12:14:00,50,200,2021-10-01T12:45:50,2021-10-01T12:12:23,2021-10-01T12:45:00
12183,Non-BM Fast Reserve,2021-10-01T16:24:00,60,274.95,2021-10-01T17:35:00,2021-10-01T16:22:02,2021-10-01T17:33:12
12182,Non-BM Fast Reserve,2021-10-01T16:24:00,80,274.95,2021-10-01T17:31:00,2021-10-01T16:22:02,2021-10-01T17:29:12
12185,Non-BM Fast Reserve,2021-10-01T16:28:00,80,274.95,2021-10-01T17:32:13,2021-10-01T16:25:32,2021-10-01T17:30:12
12184,Non-BM Fast Reserve,2021-10-01T16:28:00,80,274.95,2021-10-01T17:32:00,2021-10-01T16:25:32,2021-10-01T17:30:12
12186,Non-BM Fast Reserve,2021-10-01T16:34:00,28,279.95,2021-10-01T17:31:00,2021-10-01T16:31:32,2021-10-01T17:29:12
12187,Non-BM Fast Reserve,2021-10-01T16:34:00,80,274.95,2021-10-01T17:35:00,2021-10-01T16:31:32,2021-10-01T17:33:12
12188,Non-BM Fast Reserve,2021-10-01T16:34:00,52,279.95,2021-10-01T17:30:02,2021-10-01T16:31:32,2021-10-01T17:29:12
12189,Non-BM Fast Reserve,2021-10-01T17:56:00,80,274.95,2021-10-01T18:44:00,2021-10-01T17:53:43,2021-10-01T18:42:14
12190,Non-BM Fast Reserve,2021-10-01T17:56:00,60,274.95,2021-10-01T18:51:00,2021-10-01T17:53:43,2021-10-01T18:48:44
12191,Non-BM Fast Reserve,2021-10-01T17:56:00,80,274.95,2021-10-01T18:44:00,2021-10-01T17:53:43,2021-10-01T18:42:14
12192,Non-BM Fast Reserve,2021-10-01T17:59:00,28,279.95,2021-10-01T18:40:00,2021-10-01T17:56:43,2021-10-01T18:38:14
12193,Non-BM Fast Reserve,2021-10-01T17:59:00,80,274.95,2021-10-01T18:40:13,2021-10-01T17:56:43,2021-10-01T18:38:14
12194,Non-BM Fast Reserve,2021-10-01T17:59:00,80,274.95,2021-10-01T18:42:00,2021-10-01T17:56:43,2021-10-01T18:40:14
12195,Non-BM Fast Reserve,2021-10-01T17:59:00,52,279.95,2021-10-01T18:39:02,2021-10-01T17:56:43,2021-10-01T18:38:14
12197,Non-BM Fast Reserve,2021-10-01T19:04:00,60,274.95,2021-10-01T19:57:00,2021-10-01T19:02:15,2021-10-01T19:54:59
12196,Non-BM Fast Reserve,2021-10-01T19:04:00,80,274.95,2021-10-01T19:32:00,2021-10-01T19:02:15,2021-10-01T19:29:54
12198,Non-BM Fast Reserve,2021-10-01T19:09:00,80,274.95,2021-10-01T19:36:00,2021-10-01T19:06:45,2021-10-01T19:33:54
12199,Non-BM Fast Reserve,2021-10-01T19:09:00,80,274.95,2021-10-01T19:32:00,2021-10-01T19:06:45,2021-10-01T19:29:54
12200,Non-BM Fast Reserve,2021-10-01T19:12:00,28,279.95,2021-10-01T19:32:00,2021-10-01T19:10:15,2021-10-01T19:29:54
12201,Non-BM Fast Reserve,2021-10-01T19:12:00,80,274.95,2021-10-01T19:57:13,2021-10-01T19:10:15,2021-10-01T19:54:59
12202,Non-BM Fast Reserve,2021-10-01T20:21:00,80,264.95,2021-10-01T20:33:00,2021-10-01T20:18:30,2021-10-01T20:30:32
12203,Non-BM Fast Reserve,2021-10-01T20:21:00,60,264.95,2021-10-01T20:33:00,2021-10-01T20:18:30,2021-10-01T20:30:32
12204,Non-BM Fast Reserve,2021-10-02T02:31:00,80,264.95,2021-10-02T02:41:00,2021-10-02T02:29:15,2021-10-02T02:38:45
12205,Non-BM Fast Reserve,2021-10-02T02:32:00,80,264.95,2021-10-02T02:41:00,2021-10-02T02:29:45,2021-10-02T02:38:15
12206,Non-BM Fast Reserve,2021-10-02T02:34:00,80,264.95,2021-10-02T02:40:13,2021-10-02T02:31:15,2021-10-02T02:38:15
12207,Non-BM Fast Reserve,2021-10-02T04:49:00,80,264.95,2021-10-02T05:04:13,2021-10-02T04:46:55,2021-10-02T05:01:25
12208,Non-BM Fast Reserve,2021-10-02T04:49:00,43,195,2021-10-02T05:04:43,2021-10-02T04:46:55,2021-10-02T05:03:56
12209,Non-BM Fast Reserve,2021-10-02T05:29:00,80,274.95,2021-10-02T06:40:13,2021-10-02T05:27:07,2021-10-02T06:38:16
12210,Non-BM Fast Reserve,2021-10-02T05:29:00,43,195,2021-10-02T05:55:43,2021-10-02T05:27:07,2021-10-02T05:55:14
12211,Non-BM Fast Reserve,2021-10-02T08:11:00,55,200,2021-10-02T08:18:55,2021-10-02T08:09:27,2021-10-02T08:17:57
12212,Non-BM Fast Reserve,2021-10-02T09:04:00,55,200,2021-10-02T09:12:55,2021-10-02T09:02:28,2021-10-02T09:11:28
12213,Non-BM Fast Reserve,2021-10-02T10:49:00,55,200,2021-10-02T11:20:55,2021-10-02T10:47:15,2021-10-02T11:20:17
12214,Non-BM Fast Reserve,2021-10-02T11:21:00,80,274.95,2021-10-02T11:36:13,2021-10-02T11:18:46,2021-10-02T11:33:49
12215,Non-BM Fast Reserve,2021-10-02T11:21:00,60,274.95,2021-10-02T11:36:00,2021-10-02T11:18:46,2021-10-02T11:33:49
12216,Non-BM Fast Reserve,2021-10-02T12:09:00,55,200,2021-10-02T12:37:55,2021-10-02T12:07:26,2021-10-02T12:37:27
12217,Non-BM Fast Reserve,2021-10-02T12:19:00,28,254.95,2021-10-02T12:39:00,2021-10-02T12:17:26,2021-10-02T12:37:27
12218,Non-BM Fast Reserve,2021-10-02T12:19:00,60,254.95,2021-10-02T12:38:00,2021-10-02T12:17:26,2021-10-02T12:36:27
12219,Non-BM Fast Reserve,2021-10-02T12:24:00,80,254.95,2021-10-02T12:35:13,2021-10-02T12:21:57,2021-10-02T12:32:57
12220,Non-BM Fast Reserve,2021-10-02T12:24:00,80,254.95,2021-10-02T12:38:00,2021-10-02T12:21:57,2021-10-02T12:36:27
12221,Non-BM Fast Reserve,2021-10-02T16:29:00,28,259.95,2021-10-02T18:26:00,2021-10-02T16:26:36,2021-10-02T18:23:21
12223,Non-BM Fast Reserve,2021-10-02T16:29:00,60,259.95,2021-10-02T18:26:00,2021-10-02T16:26:36,2021-10-02T18:23:21
12222,Non-BM Fast Reserve,2021-10-02T16:29:00,57,200,2021-10-02T17:00:57,2021-10-02T16:26:36,2021-10-02T16:59:42
12224,Non-BM Fast Reserve,2021-10-02T16:30:00,80,259.95,2021-10-02T18:13:13,2021-10-02T16:28:06,2021-10-02T18:10:46
12225,Non-BM Fast Reserve,2021-10-02T16:33:00,80,259.95,2021-10-02T18:13:00,2021-10-02T16:30:36,2021-10-02T18:10:46
12227,Non-BM Fast Reserve,2021-10-03T07:01:00,80,259.89,2021-10-03T07:34:00,2021-10-03T06:58:57,2021-10-03T07:31:28
12226,Non-BM Fast Reserve,2021-10-03T07:01:00,60,259.89,2021-10-03T07:34:00,2021-10-03T06:58:57,2021-10-03T07:31:28
12228,Non-BM Fast Reserve,2021-10-03T07:01:00,55,200,2021-10-03T07:32:55,2021-10-03T06:58:57,2021-10-03T07:31:28
12229,Non-BM Fast Reserve,2021-10-03T14:58:00,28,254.89,2021-10-03T15:12:00,2021-10-03T14:55:57,2021-10-03T15:09:58
12230,Non-BM Fast Reserve,2021-10-03T14:58:00,60,254.89,2021-10-03T15:12:00,2021-10-03T14:55:57,2021-10-03T15:09:58
12231,Non-BM Fast Reserve,2021-10-03T14:58:00,80,254.89,2021-10-03T15:12:00,2021-10-03T14:55:57,2021-10-03T15:09:58
12232,Non-BM Fast Reserve,2021-10-03T14:58:00,57,200,2021-10-03T15:10:57,2021-10-03T14:56:27,2021-10-03T15:09:58
12233,Non-BM Fast Reserve,2021-10-03T16:07:00,57,200,2021-10-03T16:38:57,2021-10-03T16:05:31,2021-10-03T16:38:02
12234,Non-BM Fast Reserve,2021-10-03T16:08:00,80,254.89,2021-10-03T16:47:00,2021-10-03T16:06:31,2021-10-03T16:45:02
12235,Non-BM Fast Reserve,2021-10-03T16:08:00,28,254.89,2021-10-03T16:47:00,2021-10-03T16:06:31,2021-10-03T16:45:02
12236,Non-BM Fast Reserve,2021-10-03T16:08:00,60,254.89,2021-10-03T16:47:00,2021-10-03T16:06:31,2021-10-03T16:45:02
12237,Non-BM Fast Reserve,2021-10-03T16:42:00,80,254.89,2021-10-03T16:50:00,2021-10-03T16:39:32,2021-10-03T16:47:32
12238,Non-BM Fast Reserve,2021-10-03T16:42:00,80,254.89,2021-10-03T16:50:00,2021-10-03T16:39:32,2021-10-03T16:47:32
12242,Non-BM Fast Reserve,2021-10-03T17:55:00,57,200,2021-10-03T18:26:57,2021-10-03T17:52:40,2021-10-03T18:25:41
12241,Non-BM Fast Reserve,2021-10-03T17:55:00,60,254.89,2021-10-03T18:29:00,2021-10-03T17:52:40,2021-10-03T18:26:41
12239,Non-BM Fast Reserve,2021-10-03T17:55:00,28,254.89,2021-10-03T18:29:00,2021-10-03T17:52:40,2021-10-03T18:26:41
12240,Non-BM Fast Reserve,2021-10-03T17:55:00,80,254.89,2021-10-03T18:19:00,2021-10-03T17:52:40,2021-10-03T18:16:41
12244,Non-BM Fast Reserve,2021-10-03T17:58:00,80,254.89,2021-10-03T18:27:00,2021-10-03T17:56:11,2021-10-03T18:25:11
12243,Non-BM Fast Reserve,2021-10-03T17:58:00,80,254.89,2021-10-03T18:27:00,2021-10-03T17:56:11,2021-10-03T18:25:11
12245,Non-BM Fast Reserve,2021-10-03T22:00:00,60,254.99,2021-10-03T22:12:00,2021-10-03T21:58:28,2021-10-03T22:09:29
