ValueDate,Amps,Volts
2026-02-26T00:05:00+00:00,55.737,66.174
2026-02-26T00:10:00+00:00,58.881,65.954
2026-02-26T00:15:00+00:00,56.804,65.754
2026-02-26T00:20:00+00:00,56.385,65.843
2026-02-26T00:25:00+00:00,56.597,65.985
2026-02-26T00:30:00+00:00,55.538,66.157
2026-02-26T00:35:00+00:00,59.444,65.836
2026-02-26T00:40:00+00:00,61.208,65.582
2026-02-26T00:45:00+00:00,62.173,65.458
2026-02-26T00:50:00+00:00,61.097,65.438
2026-02-26T00:55:00+00:00,60.549,65.444
2026-02-26T01:00:00+00:00,61.316,65.538
2026-02-26T01:05:00+00:00,61.515,65.617
2026-02-26T01:10:00+00:00,61.457,65.642
2026-02-26T01:15:00+00:00,61.493,65.684
2026-02-26T01:20:00+00:00,60.534,65.76
2026-02-26T01:25:00+00:00,60.455,65.844
2026-02-26T01:30:00+00:00,59.754,65.936
2026-02-26T01:35:00+00:00,59.992,66.044
2026-02-26T01:40:00+00:00,59.471,66.0
2026-02-26T01:45:00+00:00,59.505,66.107
2026-02-26T01:50:00+00:00,59.391,66.147
2026-02-26T01:55:00+00:00,57.926,66.18
2026-02-26T02:00:00+00:00,56.729,66.243
2026-02-26T02:05:00+00:00,57.789,66.109
2026-02-26T02:10:00+00:00,56.586,65.99
2026-02-26T02:15:00+00:00,56.494,66.016
2026-02-26T02:20:00+00:00,56.22,65.996
2026-02-26T02:25:00+00:00,55.495,66.162
2026-02-26T02:30:00+00:00,55.51,66.148
2026-02-26T02:35:00+00:00,54.656,66.175
2026-02-26T02:40:00+00:00,54.906,66.252
2026-02-26T02:45:00+00:00,54.627,66.273
2026-02-26T02:50:00+00:00,54.254,66.357
2026-02-26T02:55:00+00:00,54.506,66.434
2026-02-26T03:00:00+00:00,53.338,66.466
2026-02-26T03:05:00+00:00,52.848,66.34
2026-02-26T03:10:00+00:00,52.035,66.362
2026-02-26T03:15:00+00:00,50.818,66.407
2026-02-26T03:20:00+00:00,50.693,66.541
2026-02-26T03:25:00+00:00,49.469,66.634
2026-02-26T03:30:00+00:00,50.972,66.646
2026-02-26T03:35:00+00:00,50.0,66.652
2026-02-26T03:40:00+00:00,49.472,66.633
2026-02-26T03:45:00+00:00,48.474,66.69
2026-02-26T03:50:00+00:00,48.627,66.756
2026-02-26T03:55:00+00:00,48.45,66.766
2026-02-26T04:00:00+00:00,48.257,66.905
2026-02-26T04:05:00+00:00,47.449,66.654
2026-02-26T04:10:00+00:00,47.447,66.639
2026-02-26T04:15:00+00:00,47.517,66.646
2026-02-26T04:20:00+00:00,47.014,66.666
2026-02-26T04:25:00+00:00,46.744,66.649
2026-02-26T04:30:00+00:00,46.466,66.667
2026-02-26T04:35:00+00:00,46.289,66.736
2026-02-26T04:40:00+00:00,45.474,66.777
2026-02-26T04:45:00+00:00,45.486,66.759
2026-02-26T04:50:00+00:00,45.515,66.755
2026-02-26T04:55:00+00:00,45.513,66.764
2026-02-26T05:00:00+00:00,45.069,66.721
2026-02-26T05:05:00+00:00,45.278,66.506
2026-02-26T05:10:00+00:00,45.446,66.4
2026-02-26T05:15:00+00:00,45.636,66.423
2026-02-26T05:20:00+00:00,45.224,66.385
2026-02-26T05:25:00+00:00,45.003,66.368
2026-02-26T05:30:00+00:00,43.651,66.424
2026-02-26T05:35:00+00:00,44.527,66.259
2026-02-26T05:40:00+00:00,45.564,66.351
2026-02-26T05:45:00+00:00,47.259,66.235
2026-02-26T05:50:00+00:00,47.003,66.187
2026-02-26T05:55:00+00:00,47.323,66.118
2026-02-26T06:00:00+00:00,48.309,65.949
2026-02-26T06:05:00+00:00,51.832,65.58
2026-02-26T06:10:00+00:00,52.519,66.434
2026-02-26T06:15:00+00:00,54.272,66.745
2026-02-26T06:20:00+00:00,54.532,66.843
2026-02-26T06:25:00+00:00,54.995,66.663
2026-02-26T06:30:00+00:00,55.67,66.631
2026-02-26T06:35:00+00:00,60.173,66.547
2026-02-26T06:40:00+00:00,62.223,66.329
2026-02-26T06:45:00+00:00,62.303,66.574
2026-02-26T06:50:00+00:00,63.809,66.755
2026-02-26T06:55:00+00:00,65.012,66.707
2026-02-26T07:00:00+00:00,65.52,66.552
2026-02-26T07:05:00+00:00,66.591,66.482
2026-02-26T07:10:00+00:00,69.708,66.128
2026-02-26T07:15:00+00:00,70.829,66.136
2026-02-26T07:20:00+00:00,72.049,66.424
2026-02-26T07:25:00+00:00,73.604,66.26
2026-02-26T07:30:00+00:00,73.994,66.163
2026-02-26T07:35:00+00:00,73.211,66.006
2026-02-26T07:40:00+00:00,72.861,66.069
2026-02-26T07:45:00+00:00,74.697,66.008
2026-02-26T07:50:00+00:00,75.165,66.026
2026-02-26T07:55:00+00:00,74.542,65.973
2026-02-26T08:00:00+00:00,75.46,65.871
2026-02-26T08:05:00+00:00,76.988,65.665
2026-02-26T08:10:00+00:00,77.193,65.671
2026-02-26T08:15:00+00:00,75.157,65.794
2026-02-26T08:20:00+00:00,74.277,65.66
2026-02-26T08:25:00+00:00,75.282,65.658
2026-02-26T08:30:00+00:00,76.048,65.735
2026-02-26T08:35:00+00:00,78.078,65.703
2026-02-26T08:40:00+00:00,78.026,65.573
2026-02-26T08:45:00+00:00,77.136,65.586
2026-02-26T08:50:00+00:00,76.538,65.606
2026-02-26T08:55:00+00:00,78.622,65.604
2026-02-26T09:00:00+00:00,78.234,65.617
2026-02-26T09:05:00+00:00,77.98,65.58
2026-02-26T09:10:00+00:00,73.98,65.611
2026-02-26T09:15:00+00:00,73.583,65.608
2026-02-26T09:20:00+00:00,74.288,65.755
2026-02-26T09:25:00+00:00,73.467,65.786
2026-02-26T09:30:00+00:00,74.743,65.841
2026-02-26T09:35:00+00:00,75.82,65.855
2026-02-26T09:40:00+00:00,75.766,65.85
2026-02-26T09:45:00+00:00,74.923,65.851
2026-02-26T09:50:00+00:00,73.632,65.85
2026-02-26T09:55:00+00:00,72.935,65.926
2026-02-26T10:00:00+00:00,70.632,65.995
2026-02-26T10:05:00+00:00,70.173,65.997
2026-02-26T10:10:00+00:00,71.705,65.871
2026-02-26T10:15:00+00:00,70.137,66.042
2026-02-26T10:20:00+00:00,73.389,65.935
2026-02-26T10:25:00+00:00,76.317,65.668
2026-02-26T10:30:00+00:00,76.084,65.609
2026-02-26T10:35:00+00:00,76.061,65.645
2026-02-26T10:40:00+00:00,82.166,65.862
2026-02-26T10:45:00+00:00,83.726,66.67
2026-02-26T10:50:00+00:00,82.691,66.737
2026-02-26T10:55:00+00:00,81.959,66.761
2026-02-26T11:00:00+00:00,80.865,66.836
2026-02-26T11:05:00+00:00,79.708,66.611
2026-02-26T11:10:00+00:00,77.474,66.044
2026-02-26T11:15:00+00:00,77.323,66.073
2026-02-26T11:20:00+00:00,76.914,66.157
2026-02-26T11:25:00+00:00,75.208,66.14
2026-02-26T11:30:00+00:00,73.691,66.004
2026-02-26T11:35:00+00:00,72.218,66.066
2026-02-26T11:40:00+00:00,70.111,66.152
2026-02-26T11:45:00+00:00,68.938,66.178
2026-02-26T11:50:00+00:00,67.619,66.263
2026-02-26T11:55:00+00:00,68.735,66.239
2026-02-26T12:00:00+00:00,66.995,66.323
2026-02-26T12:05:00+00:00,67.033,66.248
2026-02-26T12:10:00+00:00,68.925,66.062
2026-02-26T12:15:00+00:00,76.326,66.041
2026-02-26T12:20:00+00:00,78.172,66.048
2026-02-26T12:25:00+00:00,69.798,66.124
2026-02-26T12:30:00+00:00,67.015,65.991
2026-02-26T12:35:00+00:00,64.544,65.841
2026-02-26T12:40:00+00:00,63.149,65.754
2026-02-26T12:45:00+00:00,62.116,65.81
2026-02-26T12:50:00+00:00,60.332,65.783
2026-02-26T12:55:00+00:00,62.977,65.832
2026-02-26T13:00:00+00:00,63.979,66.037
2026-02-26T13:05:00+00:00,66.453,65.888
2026-02-26T13:10:00+00:00,68.016,65.792
2026-02-26T13:15:00+00:00,65.952,65.936
2026-02-26T13:20:00+00:00,67.38,66.0
2026-02-26T13:25:00+00:00,66.483,65.866
2026-02-26T13:30:00+00:00,66.571,65.716
2026-02-26T13:35:00+00:00,62.876,65.697
2026-02-26T13:40:00+00:00,58.929,65.594
2026-02-26T13:45:00+00:00,48.615,65.591
2026-02-26T13:50:00+00:00,53.822,65.817
2026-02-26T13:55:00+00:00,52.683,66.598
2026-02-26T14:00:00+00:00,48.925,66.537
2026-02-26T14:05:00+00:00,56.842,66.636
2026-02-26T14:10:00+00:00,63.578,66.642
2026-02-26T14:15:00+00:00,68.831,66.65
2026-02-26T14:20:00+00:00,71.7,66.669
2026-02-26T14:25:00+00:00,72.759,66.482
2026-02-26T14:30:00+00:00,71.646,66.372
2026-02-26T14:35:00+00:00,68.127,66.25
2026-02-26T14:40:00+00:00,69.165,66.192
2026-02-26T14:45:00+00:00,74.618,66.307
2026-02-26T14:50:00+00:00,76.397,66.412
2026-02-26T14:55:00+00:00,77.612,66.416
2026-02-26T15:00:00+00:00,75.962,66.734
2026-02-26T15:05:00+00:00,74.706,66.051
2026-02-26T15:10:00+00:00,70.8,66.172
2026-02-26T15:15:00+00:00,71.131,66.418
2026-02-26T15:20:00+00:00,71.689,66.556
2026-02-26T15:25:00+00:00,74.386,66.544
2026-02-26T15:30:00+00:00,74.137,66.435
2026-02-26T15:35:00+00:00,75.563,66.322
2026-02-26T15:40:00+00:00,77.705,66.204
2026-02-26T15:45:00+00:00,79.099,66.12
2026-02-26T15:50:00+00:00,78.91,65.859
2026-02-26T15:55:00+00:00,81.426,65.938
2026-02-26T16:00:00+00:00,83.01,65.855
2026-02-26T16:05:00+00:00,83.958,65.664
2026-02-26T16:10:00+00:00,84.163,65.699
2026-02-26T16:15:00+00:00,86.123,65.754
2026-02-26T16:20:00+00:00,87.468,65.748
2026-02-26T16:25:00+00:00,87.074,65.957
2026-02-26T16:30:00+00:00,86.56,66.012
2026-02-26T16:35:00+00:00,88.998,65.936
2026-02-26T16:40:00+00:00,89.625,65.768
2026-02-26T16:45:00+00:00,92.477,65.53
2026-02-26T16:50:00+00:00,94.481,65.269
2026-02-26T16:55:00+00:00,95.839,65.959
2026-02-26T17:00:00+00:00,96.556,66.183
2026-02-26T17:05:00+00:00,97.774,65.893
2026-02-26T17:10:00+00:00,98.704,66.149
2026-02-26T17:15:00+00:00,99.314,65.938
2026-02-26T17:20:00+00:00,99.979,65.746
2026-02-26T17:25:00+00:00,101.989,66.084
2026-02-26T17:30:00+00:00,102.954,66.178
2026-02-26T17:35:00+00:00,103.638,66.03
2026-02-26T17:40:00+00:00,104.287,66.084
2026-02-26T17:45:00+00:00,104.772,66.262
2026-02-26T17:50:00+00:00,104.048,66.486
2026-02-26T17:55:00+00:00,104.606,66.397
2026-02-26T18:00:00+00:00,107.041,66.394
2026-02-26T18:05:00+00:00,107.64,66.23
2026-02-26T18:10:00+00:00,107.043,65.989
2026-02-26T18:15:00+00:00,107.297,66.001
2026-02-26T18:20:00+00:00,105.508,65.815
2026-02-26T18:25:00+00:00,105.221,65.873
2026-02-26T18:30:00+00:00,105.608,65.883
2026-02-26T18:35:00+00:00,106.149,65.782
2026-02-26T18:40:00+00:00,104.045,65.83
2026-02-26T18:45:00+00:00,103.933,65.78
2026-02-26T18:50:00+00:00,104.428,65.705
2026-02-26T18:55:00+00:00,105.323,65.909
2026-02-26T19:00:00+00:00,105.754,65.922
2026-02-26T19:05:00+00:00,104.487,65.941
2026-02-26T19:10:00+00:00,102.98,65.481
2026-02-26T19:15:00+00:00,101.411,65.45
2026-02-26T19:20:00+00:00,100.335,65.569
2026-02-26T19:25:00+00:00,100.599,65.832
2026-02-26T19:30:00+00:00,98.879,66.255
2026-02-26T19:35:00+00:00,96.781,66.039
2026-02-26T19:40:00+00:00,95.47,65.536
2026-02-26T19:45:00+00:00,95.253,65.286
2026-02-26T19:50:00+00:00,94.345,65.841
2026-02-26T19:55:00+00:00,93.139,66.116
2026-02-26T20:00:00+00:00,92.695,66.2
2026-02-26T20:05:00+00:00,92.267,66.068
2026-02-26T20:10:00+00:00,90.532,66.181
2026-02-26T20:15:00+00:00,89.646,66.424
