ValueDate,Amps,Volts
2026-02-26T00:05:00+00:00,376.522,11.361
2026-02-26T00:10:00+00:00,379.542,11.301
2026-02-26T00:15:00+00:00,379.557,11.275
2026-02-26T00:20:00+00:00,378.078,11.288
2026-02-26T00:25:00+00:00,376.561,11.303
2026-02-26T00:30:00+00:00,375.197,11.337
2026-02-26T00:35:00+00:00,381.659,11.271
2026-02-26T00:40:00+00:00,385.685,11.27
2026-02-26T00:45:00+00:00,387.134,11.3
2026-02-26T00:50:00+00:00,385.114,11.3
2026-02-26T00:55:00+00:00,385.596,11.3
2026-02-26T01:00:00+00:00,383.254,11.3
2026-02-26T01:05:00+00:00,383.253,11.3
2026-02-26T01:10:00+00:00,381.845,11.3
2026-02-26T01:15:00+00:00,381.851,11.303
2026-02-26T01:20:00+00:00,382.505,11.321
2026-02-26T01:25:00+00:00,381.637,11.337
2026-02-26T01:30:00+00:00,380.842,11.356
2026-02-26T01:35:00+00:00,378.337,11.375
2026-02-26T01:40:00+00:00,377.831,11.388
2026-02-26T01:45:00+00:00,378.525,11.393
2026-02-26T01:50:00+00:00,376.473,11.379
2026-02-26T01:55:00+00:00,375.99,11.383
2026-02-26T02:00:00+00:00,374.016,11.4
2026-02-26T02:05:00+00:00,375.681,11.385
2026-02-26T02:10:00+00:00,374.07,11.383
2026-02-26T02:15:00+00:00,372.788,11.383
2026-02-26T02:20:00+00:00,369.536,11.382
2026-02-26T02:25:00+00:00,370.136,11.393
2026-02-26T02:30:00+00:00,369.228,11.4
2026-02-26T02:35:00+00:00,367.034,11.4
2026-02-26T02:40:00+00:00,367.771,11.4
2026-02-26T02:45:00+00:00,368.982,11.4
2026-02-26T02:50:00+00:00,366.639,11.376
2026-02-26T02:55:00+00:00,365.286,11.367
2026-02-26T03:00:00+00:00,366.03,11.367
2026-02-26T03:05:00+00:00,367.036,11.367
2026-02-26T03:10:00+00:00,367.34,11.367
2026-02-26T03:15:00+00:00,364.563,11.367
2026-02-26T03:20:00+00:00,365.412,11.367
2026-02-26T03:25:00+00:00,363.58,11.396
2026-02-26T03:30:00+00:00,363.467,11.4
2026-02-26T03:35:00+00:00,361.141,11.4
2026-02-26T03:40:00+00:00,359.173,11.4
2026-02-26T03:45:00+00:00,359.812,11.4
2026-02-26T03:50:00+00:00,360.549,11.412
2026-02-26T03:55:00+00:00,357.841,11.419
2026-02-26T04:00:00+00:00,358.884,11.443
2026-02-26T04:05:00+00:00,358.682,11.4
2026-02-26T04:10:00+00:00,360.277,11.388
2026-02-26T04:15:00+00:00,360.716,11.383
