ValueDate,Amps,Volts
2026-02-26T00:05:00+00:00,3.774,34.068
2026-02-26T00:10:00+00:00,3.801,33.998
2026-02-26T00:15:00+00:00,3.829,33.932
2026-02-26T00:20:00+00:00,3.857,33.962
2026-02-26T00:25:00+00:00,3.885,34.01
2026-02-26T00:30:00+00:00,3.913,34.063
2026-02-26T00:35:00+00:00,3.941,33.898
2026-02-26T00:40:00+00:00,3.969,33.872
2026-02-26T00:45:00+00:00,3.631,34.064
2026-02-26T00:50:00+00:00,2.97,34.0
2026-02-26T00:55:00+00:00,2.934,34.002
2026-02-26T01:00:00+00:00,2.898,34.076
2026-02-26T01:05:00+00:00,2.862,34.1
2026-02-26T01:10:00+00:00,2.826,34.1
2026-02-26T01:15:00+00:00,2.791,34.141
2026-02-26T01:20:00+00:00,2.755,34.242
2026-02-26T01:25:00+00:00,2.719,34.293
2026-02-26T01:30:00+00:00,2.683,34.3
2026-02-26T01:35:00+00:00,2.647,34.3
2026-02-26T01:40:00+00:00,2.611,34.314
2026-02-26T01:45:00+00:00,2.575,34.369
2026-02-26T01:50:00+00:00,2.54,34.368
2026-02-26T01:55:00+00:00,2.504,34.46
2026-02-26T02:00:00+00:00,2.468,34.498
2026-02-26T02:05:00+00:00,2.432,34.36
2026-02-26T02:10:00+00:00,2.396,34.356
2026-02-26T02:15:00+00:00,2.36,34.425
2026-02-26T02:20:00+00:00,2.324,34.464
2026-02-26T02:25:00+00:00,2.289,34.476
2026-02-26T02:30:00+00:00,2.253,34.45
2026-02-26T02:35:00+00:00,2.217,34.5
2026-02-26T02:40:00+00:00,2.181,34.519
2026-02-26T02:45:00+00:00,2.145,34.57
2026-02-26T02:50:00+00:00,2.109,34.63
2026-02-26T02:55:00+00:00,2.073,34.666
2026-02-26T03:00:00+00:00,2.038,34.654
2026-02-26T03:05:00+00:00,2.264,34.554
2026-02-26T03:10:00+00:00,2.178,34.551
2026-02-26T03:15:00+00:00,2.576,34.556
2026-02-26T03:20:00+00:00,2.923,34.628
2026-02-26T03:25:00+00:00,2.843,34.696
2026-02-26T03:30:00+00:00,2.679,34.7
2026-02-26T03:35:00+00:00,2.515,34.7
2026-02-26T03:40:00+00:00,2.35,34.7
2026-02-26T03:45:00+00:00,2.186,34.7
2026-02-26T03:50:00+00:00,2.34,34.516
2026-02-26T03:55:00+00:00,3.017,34.154
2026-02-26T04:00:00+00:00,3.045,34.147
2026-02-26T04:05:00+00:00,3.072,34.023
2026-02-26T04:10:00+00:00,3.099,34.0
2026-02-26T04:15:00+00:00,3.126,34.0
2026-02-26T04:20:00+00:00,3.153,34.004
2026-02-26T04:25:00+00:00,3.181,34.05
2026-02-26T04:30:00+00:00,3.208,34.064
2026-02-26T04:35:00+00:00,3.235,34.08
2026-02-26T04:40:00+00:00,3.262,34.1
2026-02-26T04:45:00+00:00,3.29,34.1
2026-02-26T04:50:00+00:00,3.317,34.1
2026-02-26T04:55:00+00:00,3.344,34.1
2026-02-26T05:00:00+00:00,3.371,34.076
2026-02-26T05:05:00+00:00,3.398,33.894
2026-02-26T05:10:00+00:00,3.426,33.8
2026-02-26T05:15:00+00:00,3.453,33.8
2026-02-26T05:20:00+00:00,3.48,33.8
2026-02-26T05:25:00+00:00,3.507,33.786
2026-02-26T05:30:00+00:00,3.534,33.754
2026-02-26T05:35:00+00:00,3.562,33.747
2026-02-26T05:40:00+00:00,3.589,33.8
2026-02-26T05:45:00+00:00,3.616,33.8
2026-02-26T05:50:00+00:00,3.643,33.745
2026-02-26T05:55:00+00:00,3.67,33.685
2026-02-26T06:00:00+00:00,3.698,33.6
2026-02-26T06:05:00+00:00,3.725,33.7
2026-02-26T06:10:00+00:00,3.752,34.137
2026-02-26T06:15:00+00:00,3.779,34.444
2026-02-26T06:20:00+00:00,3.807,34.367
2026-02-26T06:25:00+00:00,3.834,34.232
2026-02-26T06:30:00+00:00,3.861,34.216
2026-02-26T06:35:00+00:00,3.888,34.184
2026-02-26T06:40:00+00:00,3.915,34.108
2026-02-26T06:45:00+00:00,3.943,34.332
2026-02-26T06:50:00+00:00,3.97,34.311
2026-02-26T06:55:00+00:00,3.634,34.273
2026-02-26T07:00:00+00:00,3.093,34.115
2026-02-26T07:05:00+00:00,3.201,34.006
2026-02-26T07:10:00+00:00,3.309,33.711
2026-02-26T07:15:00+00:00,3.417,33.589
2026-02-26T07:20:00+00:00,3.525,33.793
2026-02-26T07:25:00+00:00,3.633,33.841
2026-02-26T07:30:00+00:00,3.742,33.793
2026-02-26T07:35:00+00:00,3.85,33.785
2026-02-26T07:40:00+00:00,4.504,33.836
2026-02-26T07:45:00+00:00,14.867,33.804
2026-02-26T07:50:00+00:00,17.932,33.8
2026-02-26T07:55:00+00:00,19.392,33.8
2026-02-26T08:00:00+00:00,17.742,33.712
2026-02-26T08:05:00+00:00,18.522,33.718
2026-02-26T08:10:00+00:00,18.497,33.807
2026-02-26T08:15:00+00:00,13.926,34.0
2026-02-26T08:20:00+00:00,10.014,33.955
2026-02-26T08:25:00+00:00,12.261,33.913
2026-02-26T08:30:00+00:00,14.628,33.776
2026-02-26T08:35:00+00:00,26.841,33.909
2026-02-26T08:40:00+00:00,59.923,33.798
2026-02-26T08:45:00+00:00,59.656,33.757
2026-02-26T08:50:00+00:00,44.022,33.767
2026-02-26T08:55:00+00:00,51.278,33.761
2026-02-26T09:00:00+00:00,65.357,33.737
2026-02-26T09:05:00+00:00,66.284,33.744
2026-02-26T09:10:00+00:00,62.832,33.753
2026-02-26T09:15:00+00:00,54.485,33.711
2026-02-26T09:20:00+00:00,56.633,33.763
2026-02-26T09:25:00+00:00,63.939,33.755
2026-02-26T09:30:00+00:00,54.468,33.792
2026-02-26T09:35:00+00:00,66.798,33.795
2026-02-26T09:40:00+00:00,66.158,33.789
2026-02-26T09:45:00+00:00,56.187,33.809
2026-02-26T09:50:00+00:00,59.601,33.808
2026-02-26T09:55:00+00:00,63.013,33.81
2026-02-26T10:00:00+00:00,50.586,33.819
2026-02-26T10:05:00+00:00,63.353,33.612
2026-02-26T10:10:00+00:00,61.578,33.639
2026-02-26T10:15:00+00:00,62.56,33.729
2026-02-26T10:20:00+00:00,44.327,33.86
2026-02-26T10:25:00+00:00,32.808,33.623
2026-02-26T10:30:00+00:00,63.858,33.605
2026-02-26T10:35:00+00:00,61.253,33.617
2026-02-26T10:40:00+00:00,61.39,33.482
2026-02-26T10:45:00+00:00,60.066,33.519
2026-02-26T10:50:00+00:00,59.643,33.631
2026-02-26T10:55:00+00:00,50.986,33.643
2026-02-26T11:00:00+00:00,60.667,33.687
2026-02-26T11:05:00+00:00,56.212,33.836
2026-02-26T11:10:00+00:00,56.695,33.912
2026-02-26T11:15:00+00:00,29.803,33.991
2026-02-26T11:20:00+00:00,15.103,34.054
2026-02-26T11:25:00+00:00,14.628,34.054
2026-02-26T11:30:00+00:00,13.982,34.006
2026-02-26T11:35:00+00:00,15.248,34.0
2026-02-26T11:40:00+00:00,23.303,34.033
2026-02-26T11:45:00+00:00,22.66,34.064
2026-02-26T11:50:00+00:00,23.474,34.096
2026-02-26T11:55:00+00:00,23.654,34.105
2026-02-26T12:00:00+00:00,23.675,34.159
2026-02-26T12:05:00+00:00,23.775,34.1
2026-02-26T12:10:00+00:00,17.387,34.078
2026-02-26T12:15:00+00:00,12.614,34.05
2026-02-26T12:20:00+00:00,15.248,34.007
2026-02-26T12:25:00+00:00,13.95,34.006
2026-02-26T12:30:00+00:00,14.703,34.01
2026-02-26T12:35:00+00:00,13.987,33.866
2026-02-26T12:40:00+00:00,14.692,33.869
2026-02-26T12:45:00+00:00,13.533,33.869
2026-02-26T12:50:00+00:00,13.41,34.457
2026-02-26T12:55:00+00:00,13.498,34.624
2026-02-26T13:00:00+00:00,12.268,34.684
2026-02-26T13:05:00+00:00,10.984,34.634
2026-02-26T13:10:00+00:00,11.543,34.526
2026-02-26T13:15:00+00:00,11.212,34.571
2026-02-26T13:20:00+00:00,11.716,34.612
