ValueDate,Amps,MVA,MVAr,Volts
2026-02-26T18:35:00+00:00,16.0,0.971,1.0,33.471
2026-02-26T18:40:00+00:00,16.0,1.0,1.0,33.504
2026-02-26T18:45:00+00:00,16.0,0.979,1.0,33.484
2026-02-26T18:50:00+00:00,16.0,1.0,1.0,33.5
2026-02-26T18:55:00+00:00,16.0,1.0,1.0,33.55
2026-02-26T19:00:00+00:00,16.0,1.0,1.0,33.589
2026-02-26T19:05:00+00:00,16.0,0.999,1.0,33.515
2026-02-26T19:10:00+00:00,16.0,0.9,1.0,33.394
2026-02-26T19:15:00+00:00,16.0,0.905,1.0,33.393
2026-02-26T19:20:00+00:00,16.0,0.944,1.0,33.444
2026-02-26T19:25:00+00:00,16.0,1.0,1.0,33.568
2026-02-26T19:30:00+00:00,16.0,1.0,1.0,33.705
2026-02-26T19:35:00+00:00,16.0,1.0,1.0,33.69
2026-02-26T19:40:00+00:00,16.0,1.0,1.0,33.593
2026-02-26T19:45:00+00:00,16.0,1.0,1.0,33.548
2026-02-26T19:50:00+00:00,16.0,1.0,1.0,33.5
2026-02-26T19:55:00+00:00,16.0,0.992,1.0,33.532
2026-02-26T20:00:00+00:00,16.0,0.9,1.0,33.262
2026-02-26T20:05:00+00:00,16.0,0.979,1.0,33.695
2026-02-26T20:10:00+00:00,16.0,0.982,1.0,33.695
2026-02-26T20:15:00+00:00,16.0,0.969,1.0,33.469
2026-02-26T20:20:00+00:00,16.0,0.904,1.0,33.404
2026-02-26T20:25:00+00:00,16.0,0.961,1.0,33.461
2026-02-26T20:30:00+00:00,16.0,0.996,1.0,33.496
2026-02-26T20:35:00+00:00,16.0,0.989,1.0,33.501
2026-02-26T20:40:00+00:00,16.0,0.93,1.0,33.412
2026-02-26T20:45:00+00:00,16.0,0.9,1.0,33.255
2026-02-26T20:50:00+00:00,16.0,0.958,1.0,33.661
2026-02-26T20:55:00+00:00,16.0,1.0,1.0,33.741
2026-02-26T21:00:00+00:00,16.0,1.0,1.0,33.839
2026-02-26T21:05:00+00:00,16.0,1.0,1.0,33.852
2026-02-26T21:10:00+00:00,16.0,1.0,1.0,33.963
2026-02-26T21:15:00+00:00,16.0,1.0,1.0,34.048
2026-02-26T21:20:00+00:00,16.0,1.0,1.0,34.151
2026-02-26T21:25:00+00:00,16.0,1.0,1.0,33.774
2026-02-26T21:30:00+00:00,16.0,1.0,1.0,33.676
2026-02-26T21:35:00+00:00,16.0,1.0,1.0,33.728
2026-02-26T21:40:00+00:00,16.0,1.0,1.0,33.881
2026-02-26T21:45:00+00:00,16.0,1.0,1.0,33.916
2026-02-26T21:50:00+00:00,16.0,1.0,1.0,33.901
2026-02-26T21:55:00+00:00,16.0,1.0,1.0,33.577
2026-02-26T22:00:00+00:00,16.0,1.0,1.0,33.579
2026-02-26T22:05:00+00:00,16.0,1.0,1.0,33.589
2026-02-26T22:10:00+00:00,16.0,1.0,1.0,33.701
2026-02-26T22:15:00+00:00,16.0,1.0,1.0,33.77
2026-02-26T22:20:00+00:00,16.0,1.0,1.0,33.794
2026-02-26T22:25:00+00:00,16.0,1.0,1.0,33.787
2026-02-26T22:30:00+00:00,16.0,1.0,1.0,33.777
2026-02-26T22:35:00+00:00,16.0,1.0,1.0,33.73
2026-02-26T22:40:00+00:00,16.0,1.0,1.0,33.762
2026-02-26T22:45:00+00:00,16.0,1.0,1.0,33.768
2026-02-26T22:50:00+00:00,16.0,1.0,1.0,33.829
2026-02-26T22:55:00+00:00,16.0,1.0,1.0,33.878
2026-02-26T23:00:00+00:00,16.0,1.0,1.0,33.94
2026-02-26T23:05:00+00:00,16.0,1.0,1.0,33.886
2026-02-26T23:10:00+00:00,16.0,1.0,1.0,33.726
2026-02-26T23:15:00+00:00,16.0,1.0,1.0,33.7
2026-02-26T23:20:00+00:00,16.0,1.0,1.0,33.761
2026-02-26T23:25:00+00:00,16.0,1.0,1.0,33.788
2026-02-26T23:30:00+00:00,16.0,1.0,1.0,33.734
2026-02-26T23:35:00+00:00,16.0,1.0,1.0,33.751
2026-02-26T23:40:00+00:00,16.0,1.0,1.0,33.784
2026-02-26T23:45:00+00:00,16.0,1.0,1.0,33.862
2026-02-26T23:50:00+00:00,16.0,1.0,1.0,33.88
2026-02-26T23:55:00+00:00,16.0,1.0,1.0,33.9
2026-02-27T00:00:00+00:00,16.0,1.0,1.0,33.9
2026-02-27T00:05:00+00:00,16.0,1.0,1.0,33.848
2026-02-27T00:10:00+00:00,16.0,1.0,1.0,33.835
2026-02-27T00:15:00+00:00,16.0,1.0,1.0,33.9
2026-02-27T00:20:00+00:00,16.0,1.0,1.0,33.896
2026-02-27T00:25:00+00:00,16.0,1.0,1.0,33.774
2026-02-27T00:30:00+00:00,16.0,1.0,1.0,33.8
2026-02-27T00:35:00+00:00,16.0,1.0,1.0,33.673
2026-02-27T00:40:00+00:00,16.0,1.0,1.0,33.6
2026-02-27T00:45:00+00:00,16.0,1.0,1.0,33.6
2026-02-27T00:50:00+00:00,16.0,1.0,1.0,33.536
2026-02-27T00:55:00+00:00,16.0,1.0,1.0,33.6
2026-02-27T01:00:00+00:00,16.0,1.0,1.0,33.634
2026-02-27T01:05:00+00:00,16.0,1.0,1.0,33.661
2026-02-27T01:10:00+00:00,16.0,1.0,1.0,33.7
2026-02-27T01:15:00+00:00,16.0,1.0,1.0,33.721
2026-02-27T01:20:00+00:00,16.0,1.0,1.0,33.756
2026-02-27T01:25:00+00:00,16.0,1.0,1.0,33.8
2026-02-27T01:30:00+00:00,16.0,1.0,1.0,33.806
2026-02-27T01:35:00+00:00,16.0,1.0,1.0,33.8
2026-02-27T01:40:00+00:00,16.0,1.0,1.0,33.842
2026-02-27T01:45:00+00:00,16.0,1.0,1.0,33.862
2026-02-27T01:50:00+00:00,16.0,1.0,1.0,33.9
2026-02-27T01:55:00+00:00,16.0,1.0,1.0,33.9
2026-02-27T02:00:00+00:00,16.0,1.0,1.0,33.926
2026-02-27T02:05:00+00:00,16.0,1.0,1.0,33.879
2026-02-27T02:10:00+00:00,16.0,1.0,1.0,33.974
2026-02-27T02:15:00+00:00,16.0,0.966,1.0,33.709
2026-02-27T02:20:00+00:00,16.0,0.997,1.0,33.759
2026-02-27T02:25:00+00:00,16.0,1.0,1.0,33.8
2026-02-27T02:30:00+00:00,16.0,1.0,1.0,33.863
2026-02-27T02:35:00+00:00,16.0,1.0,1.0,34.013
2026-02-27T02:40:00+00:00,16.0,1.0,1.0,34.1
2026-02-27T02:45:00+00:00,16.0,1.0,1.0,34.1
2026-02-27T02:50:00+00:00,16.0,1.0,1.0,34.066
2026-02-27T02:55:00+00:00,16.0,1.0,1.0,34.032
2026-02-27T03:00:00+00:00,16.0,1.0,1.0,34.1
2026-02-27T03:05:00+00:00,16.0,1.0,1.0,34.009
2026-02-27T03:10:00+00:00,16.0,1.0,1.0,34.094
2026-02-27T03:15:00+00:00,16.0,1.0,1.0,34.159
2026-02-27T03:20:00+00:00,16.0,1.0,1.0,34.2
2026-02-27T03:25:00+00:00,16.0,1.0,1.0,33.615
2026-02-27T03:30:00+00:00,16.0,1.0,1.0,33.603
2026-02-27T03:35:00+00:00,16.0,1.0,1.0,33.535
2026-02-27T03:40:00+00:00,16.0,1.0,1.0,33.506
2026-02-27T03:45:00+00:00,16.0,1.0,1.0,33.566
2026-02-27T03:50:00+00:00,16.0,1.0,1.0,33.6
2026-02-27T03:55:00+00:00,16.0,1.0,1.0,33.592
2026-02-27T04:00:00+00:00,16.0,1.0,1.0,33.58
2026-02-27T04:05:00+00:00,16.0,1.0,1.0,33.605
2026-02-27T04:10:00+00:00,16.0,1.0,1.0,33.661
2026-02-27T04:15:00+00:00,16.0,1.0,1.0,33.647
2026-02-27T04:20:00+00:00,16.0,1.0,1.0,33.672
2026-02-27T04:25:00+00:00,16.0,1.0,1.0,33.703
2026-02-27T04:30:00+00:00,16.0,1.0,1.0,33.756
2026-02-27T04:35:00+00:00,16.0,1.0,1.0,33.739
2026-02-27T04:40:00+00:00,16.0,1.0,1.0,33.783
2026-02-27T04:45:00+00:00,16.0,1.0,1.0,33.736
2026-02-27T04:50:00+00:00,16.0,1.0,1.0,33.72
2026-02-27T04:55:00+00:00,16.0,1.0,1.0,33.778
2026-02-27T05:00:00+00:00,16.0,1.0,1.0,33.795
2026-02-27T05:05:00+00:00,16.0,1.0,1.0,33.705
2026-02-27T05:10:00+00:00,16.0,1.0,1.0,33.7
2026-02-27T05:15:00+00:00,16.0,1.0,1.0,33.664
2026-02-27T05:20:00+00:00,16.0,1.0,1.0,33.622
2026-02-27T05:25:00+00:00,16.0,1.0,1.0,33.602
2026-02-27T05:30:00+00:00,16.0,1.0,1.0,33.658
2026-02-27T05:35:00+00:00,16.0,1.0,1.0,33.676
2026-02-27T05:40:00+00:00,16.0,1.0,1.0,33.625
2026-02-27T05:45:00+00:00,16.0,1.0,1.0,33.6
2026-02-27T05:50:00+00:00,16.0,1.0,1.0,33.6
2026-02-27T05:55:00+00:00,16.0,1.0,1.0,33.593
2026-02-27T06:00:00+00:00,16.0,1.0,1.0,33.505
2026-02-27T06:05:00+00:00,16.0,0.904,1.0,33.367
2026-02-27T06:10:00+00:00,16.0,0.979,1.0,33.597
2026-02-27T06:15:00+00:00,16.0,1.0,1.0,33.654
2026-02-27T06:20:00+00:00,16.0,1.0,1.0,33.573
2026-02-27T06:25:00+00:00,16.0,1.0,1.0,33.598
2026-02-27T06:30:00+00:00,16.0,0.997,1.0,33.503
2026-02-27T06:35:00+00:00,16.0,0.902,1.0,33.328
2026-02-27T06:40:00+00:00,16.0,0.996,1.0,33.803
2026-02-27T06:45:00+00:00,16.0,1.0,1.0,33.833
2026-02-27T06:50:00+00:00,16.0,1.0,1.0,33.846
2026-02-27T06:55:00+00:00,16.0,1.0,1.0,33.825
2026-02-27T07:00:00+00:00,16.0,1.0,1.0,33.761
2026-02-27T07:05:00+00:00,16.0,1.0,1.0,33.769
2026-02-27T07:10:00+00:00,16.0,1.0,1.0,33.7
2026-02-27T07:15:00+00:00,16.0,1.0,1.0,33.606
2026-02-27T07:20:00+00:00,16.0,0.981,1.0,33.518
2026-02-27T07:25:00+00:00,16.0,1.0,1.0,33.669
2026-02-27T07:30:00+00:00,16.0,1.0,1.0,33.67
2026-02-27T07:35:00+00:00,16.0,1.0,1.0,33.744
2026-02-27T07:40:00+00:00,16.0,1.0,1.0,33.7
2026-02-27T07:45:00+00:00,16.0,1.0,1.0,33.7
2026-02-27T07:50:00+00:00,16.0,1.0,1.0,33.656
2026-02-27T07:55:00+00:00,16.0,1.0,1.0,33.6
2026-02-27T08:00:00+00:00,16.0,1.0,1.0,33.55
2026-02-27T08:05:00+00:00,16.0,1.0,1.0,33.525
2026-02-27T08:10:00+00:00,16.0,0.957,1.0,33.457
2026-02-27T08:15:00+00:00,16.0,0.91,1.0,33.41
2026-02-27T08:20:00+00:00,16.0,0.999,1.0,33.745
2026-02-27T08:25:00+00:00,16.0,1.0,1.0,33.868
2026-02-27T08:30:00+00:00,16.0,1.0,1.0,33.855
2026-02-27T08:35:00+00:00,16.0,1.0,1.0,33.775
2026-02-27T08:40:00+00:00,16.0,1.0,1.0,33.728
2026-02-27T08:45:00+00:00,16.0,1.0,1.0,33.746
2026-02-27T08:50:00+00:00,16.0,1.0,1.0,33.931
2026-02-27T08:55:00+00:00,16.0,1.0,1.0,33.949
2026-02-27T09:00:00+00:00,16.0,1.0,1.0,33.897
2026-02-27T09:05:00+00:00,16.0,1.0,1.0,33.945
2026-02-27T09:10:00+00:00,16.0,1.0,1.0,33.896
2026-02-27T09:15:00+00:00,16.0,1.0,1.0,33.932
2026-02-27T09:20:00+00:00,16.0,1.0,1.0,33.888
2026-02-27T09:25:00+00:00,16.0,1.0,1.0,33.858
2026-02-27T09:30:00+00:00,16.0,1.0,1.0,33.783
2026-02-27T09:35:00+00:00,16.0,1.0,1.0,33.682
2026-02-27T09:40:00+00:00,16.0,1.0,1.0,33.801
2026-02-27T09:45:00+00:00,16.0,1.0,1.0,33.919
2026-02-27T09:50:00+00:00,16.0,1.0,1.0,33.904
2026-02-27T09:55:00+00:00,16.0,1.0,1.0,33.929
2026-02-27T10:00:00+00:00,16.0,1.0,1.0,33.913
2026-02-27T10:05:00+00:00,16.0,1.0,1.0,33.971
2026-02-27T10:10:00+00:00,16.0,1.0,1.0,34.034
2026-02-27T10:15:00+00:00,16.0,1.0,1.0,34.053
2026-02-27T10:20:00+00:00,16.0,1.0,1.0,34.014
2026-02-27T10:25:00+00:00,16.0,1.0,1.0,34.027
2026-02-27T10:30:00+00:00,16.0,1.0,1.0,34.04
2026-02-27T10:35:00+00:00,16.0,1.0,1.0,34.078
2026-02-27T10:40:00+00:00,16.0,1.0,1.0,34.067
2026-02-27T10:45:00+00:00,16.0,1.0,1.0,33.983
2026-02-27T10:50:00+00:00,16.0,1.0,1.0,33.83
2026-02-27T10:55:00+00:00,16.0,1.0,1.0,33.778
2026-02-27T11:00:00+00:00,16.0,1.0,1.0,33.777
2026-02-27T11:05:00+00:00,16.0,1.0,1.0,33.727
2026-02-27T11:10:00+00:00,16.0,1.0,1.0,33.723
