ValueDate,Amps,Volts
2026-02-26T00:05:00+00:00,309.676,32.817
2026-02-26T00:10:00+00:00,316.868,32.672
2026-02-26T00:15:00+00:00,319.994,32.544
2026-02-26T00:20:00+00:00,317.488,32.576
2026-02-26T00:25:00+00:00,317.311,32.725
2026-02-26T00:30:00+00:00,315.74,32.894
2026-02-26T00:35:00+00:00,331.85,32.734
2026-02-26T00:40:00+00:00,342.799,32.624
2026-02-26T00:45:00+00:00,346.768,32.606
2026-02-26T00:50:00+00:00,346.744,32.534
2026-02-26T00:55:00+00:00,346.869,32.511
2026-02-26T01:00:00+00:00,346.656,32.588
2026-02-26T01:05:00+00:00,349.473,32.607
2026-02-26T01:10:00+00:00,349.773,32.63
2026-02-26T01:15:00+00:00,347.86,32.644
2026-02-26T01:20:00+00:00,344.924,32.704
2026-02-26T01:25:00+00:00,342.861,32.739
2026-02-26T01:30:00+00:00,341.424,32.776
2026-02-26T01:35:00+00:00,337.444,32.783
2026-02-26T01:40:00+00:00,338.144,32.824
2026-02-26T01:45:00+00:00,335.47,32.822
2026-02-26T01:50:00+00:00,333.571,32.819
2026-02-26T01:55:00+00:00,330.452,32.838
2026-02-26T02:00:00+00:00,325.472,32.903
2026-02-26T02:05:00+00:00,331.448,32.838
2026-02-26T02:10:00+00:00,333.029,32.804
2026-02-26T02:15:00+00:00,331.16,32.828
2026-02-26T02:20:00+00:00,330.06,32.817
2026-02-26T02:25:00+00:00,328.286,32.86
2026-02-26T02:30:00+00:00,326.312,32.826
2026-02-26T02:35:00+00:00,324.398,32.869
2026-02-26T02:40:00+00:00,323.198,32.959
2026-02-26T02:45:00+00:00,322.09,32.973
2026-02-26T02:50:00+00:00,323.202,32.996
2026-02-26T02:55:00+00:00,318.624,33.0
2026-02-26T03:00:00+00:00,315.309,33.024
2026-02-26T03:05:00+00:00,313.59,33.02
2026-02-26T03:10:00+00:00,312.367,32.994
2026-02-26T03:15:00+00:00,310.306,33.082
2026-02-26T03:20:00+00:00,308.608,33.118
2026-02-26T03:25:00+00:00,305.228,33.176
