ValueDate,Amps,Volts
2026-02-26T00:05:00+00:00,86.428,66.292
2026-02-26T00:10:00+00:00,82.207,66.173
2026-02-26T00:15:00+00:00,84.128,66.262
2026-02-26T00:20:00+00:00,93.631,67.055
2026-02-26T00:25:00+00:00,91.337,67.174
2026-02-26T00:30:00+00:00,87.38,67.32
2026-02-26T00:35:00+00:00,87.382,66.947
2026-02-26T00:40:00+00:00,86.466,66.679
2026-02-26T00:45:00+00:00,87.687,66.6
2026-02-26T00:50:00+00:00,85.727,66.545
2026-02-26T00:55:00+00:00,88.728,66.551
2026-02-26T01:00:00+00:00,88.655,66.644
2026-02-26T01:05:00+00:00,88.167,66.751
2026-02-26T01:10:00+00:00,85.81,66.801
2026-02-26T01:15:00+00:00,84.449,66.968
2026-02-26T01:20:00+00:00,83.34,67.084
2026-02-26T01:25:00+00:00,84.345,67.162
2026-02-26T01:30:00+00:00,89.594,67.207
2026-02-26T01:35:00+00:00,83.763,67.333
2026-02-26T01:40:00+00:00,85.886,67.308
2026-02-26T01:45:00+00:00,93.284,67.39
2026-02-26T01:50:00+00:00,89.45,67.461
2026-02-26T01:55:00+00:00,84.171,67.209
2026-02-26T02:00:00+00:00,88.614,66.555
2026-02-26T02:05:00+00:00,88.701,66.29
2026-02-26T02:10:00+00:00,91.44,66.245
2026-02-26T02:15:00+00:00,86.971,66.312
2026-02-26T02:20:00+00:00,90.292,66.407
2026-02-26T02:25:00+00:00,91.255,66.46
2026-02-26T02:30:00+00:00,87.181,66.404
2026-02-26T02:35:00+00:00,80.072,66.573
2026-02-26T02:40:00+00:00,81.971,66.644
2026-02-26T02:45:00+00:00,88.018,66.687
2026-02-26T02:50:00+00:00,89.061,66.781
2026-02-26T02:55:00+00:00,86.213,66.887
2026-02-26T03:00:00+00:00,85.92,66.94
2026-02-26T03:05:00+00:00,89.597,66.743
2026-02-26T03:10:00+00:00,99.603,66.752
2026-02-26T03:15:00+00:00,95.099,66.749
2026-02-26T03:20:00+00:00,92.029,66.758
2026-02-26T03:25:00+00:00,90.808,66.904
2026-02-26T03:30:00+00:00,96.948,66.901
2026-02-26T03:35:00+00:00,97.412,66.977
2026-02-26T03:40:00+00:00,87.772,67.065
2026-02-26T03:45:00+00:00,84.112,67.069
2026-02-26T03:50:00+00:00,90.918,67.136
2026-02-26T03:55:00+00:00,96.386,67.174
2026-02-26T04:00:00+00:00,95.558,67.138
2026-02-26T04:05:00+00:00,94.37,66.793
2026-02-26T04:10:00+00:00,94.982,66.677
2026-02-26T04:15:00+00:00,95.72,66.634
2026-02-26T04:20:00+00:00,90.987,66.691
2026-02-26T04:25:00+00:00,92.148,66.748
2026-02-26T04:30:00+00:00,96.512,66.76
2026-02-26T04:35:00+00:00,93.745,66.823
2026-02-26T04:40:00+00:00,89.219,66.906
2026-02-26T04:45:00+00:00,92.702,66.954
2026-02-26T04:50:00+00:00,95.042,67.059
2026-02-26T04:55:00+00:00,94.571,67.057
2026-02-26T05:00:00+00:00,88.526,66.958
2026-02-26T05:05:00+00:00,94.103,66.615
2026-02-26T05:10:00+00:00,95.783,66.542
2026-02-26T05:15:00+00:00,94.118,66.561
2026-02-26T05:20:00+00:00,91.702,66.527
2026-02-26T05:25:00+00:00,95.148,66.343
2026-02-26T05:30:00+00:00,97.875,66.254
2026-02-26T05:35:00+00:00,97.357,66.266
