Date,Settlement Period,EBCA (£),EBVA (MWh),ESCA (£),ESVA (MWh),SBVA (MWh),SSVA (MWh),BPA (£/MWh),SPA (£/MWh)
05/04/2014,4,0,0,0,0,0,0,0,0
05/04/2014,5,0,0,0,0,0,0,0,0
05/04/2014,6,0,0,0,0,0,0,0,0
05/04/2014,7,0,0,0,0,0,0,0,0
05/04/2014,8,0,0,0,0,0,0,0,0
05/04/2014,9,0,0,0,0,0,0,0,0
05/04/2014,10,0,0,0,0,0,0,0,0
05/04/2014,11,0,0,0,0,0,0,0,0
05/04/2014,12,0,0,0,0,0,0,0,0
05/04/2014,13,0,0,0,0,0,0,0,0
05/04/2014,14,0,0,0,0,0,0,0,0
05/04/2014,15,0,0,0,0,0,0,4.11,0
05/04/2014,16,0,0,0,0,0,0,8.08,0
05/04/2014,17,0,0,0,0,0,0,9.43,0
05/04/2014,18,0,0,0,0,0,0,8.82,0
05/04/2014,19,0,0,0,0,0,0,8.73,0
05/04/2014,20,0,0,0,0,0,0,7.24,0
05/04/2014,21,0,0,0,0,0,0,5.75,0
05/04/2014,22,0,0,0,0,0,0,4.82,0
05/04/2014,23,0,0,0,0,0,0,4.11,0
05/04/2014,24,0,0,0,0,0,0,2.37,0
05/04/2014,25,0,0,0,0,0,0,1.97,0
05/04/2014,26,0,0,0,0,0,0,0.54,0
05/04/2014,27,0,0,0,0,0,0,0,0
05/04/2014,28,0,0,0,0,0,0,0,0
05/04/2014,29,0,0,0,0,0,0,0,0
05/04/2014,30,0,0,0,0,0,0,0,0
05/04/2014,31,0,0,0,0,0,0,0,0
05/04/2014,32,0,0,0,0,0,0,0,0
05/04/2014,33,0,0,0,0,0,0,0,0
05/04/2014,34,0,0,0,0,0,0,0,0
05/04/2014,35,0,0,0,0,0,0,0,0
05/04/2014,36,0,0,0,0,0,0,0,0
05/04/2014,37,0,0,0,0,0,0,0,0
05/04/2014,38,0,0,0,0,0,0,0,0
05/04/2014,39,0,0,0,0,0,0,2.02,0
05/04/2014,40,0,0,0,0,0,0,3.47,0
05/04/2014,41,0,0,0,0,0,0,5.54,0
05/04/2014,42,0,0,0,0,0,0,8.4,0
05/04/2014,43,0,0,0,0,0,0,6.97,0
05/04/2014,44,0,0,0,0,0,0,2.55,0
05/04/2014,45,0,0,0,0,0,0,0,0
05/04/2014,46,0,0,0,0,0,0,0,0
05/04/2014,47,0,0,0,0,0,0,0,0
05/04/2014,48,0,0,0,0,0,0,0,0
06/04/2014,1,0,0,0,0,0,0,0,0
06/04/2014,2,0,0,0,0,0,0,0,0
06/04/2014,3,0,0,0,0,0,0,0,0
06/04/2014,4,0,0,0,0,0,0,0,0
06/04/2014,5,0,0,0,0,0,0,0,0
06/04/2014,6,0,0,0,0,0,0,0,0
06/04/2014,7,0,0,0,0,0,0,0,0
06/04/2014,8,0,0,0,0,0,0,0,0
06/04/2014,9,0,0,0,0,0,0,0,0
06/04/2014,10,0,0,0,0,0,0,0,0
06/04/2014,11,0,0,0,0,0,0,0,0
06/04/2014,12,0,0,0,0,0,0,0,0
06/04/2014,13,0,0,0,0,0,0,0,0
06/04/2014,14,0,0,0,0,0,0,0,0
06/04/2014,15,0,0,0,0,0,0,0,0
06/04/2014,16,0,0,0,0,0,0,0,0
06/04/2014,17,0,0,0,0,0,0,0,0
06/04/2014,18,0,0,0,0,0,0,0,0
06/04/2014,19,0,0,0,0,0,0,0,0
06/04/2014,20,0,0,0,0,0,0,0,0
06/04/2014,21,0,0,0,0,0,0,0,0
06/04/2014,22,0,0,0,0,0,0,0,0
06/04/2014,23,0,0,0,0,0,0,1.89,0
06/04/2014,24,0,0,0,0,0,0,2.84,0
06/04/2014,25,0,0,0,0,0,0,3.62,0
06/04/2014,26,0,0,0,0,0,0,1.65,0
06/04/2014,27,0,0,0,0,0,0,0.4,0
06/04/2014,28,0,0,0,0,0,0,0,0
06/04/2014,29,0,0,0,0,0,0,0,0
06/04/2014,30,0,0,0,0,0,0,0,0
06/04/2014,31,0,0,0,0,0,0,0,0
06/04/2014,32,0,0,0,0,0,0,0,0
06/04/2014,33,0,0,0,0,0,0,0,0
06/04/2014,34,0,0,0,0,0,0,0,0
06/04/2014,35,0,0,0,0,0,0,0,0
06/04/2014,36,0,0,0,0,0,0,0,0
06/04/2014,37,0,0,0,0,0,0,0,0
06/04/2014,38,0,0,0,0,0,0,0,0
06/04/2014,39,0,0,0,0,0,0,0,0
06/04/2014,40,0,0,0,0,0,0,9.95,0
06/04/2014,41,0,0,0,0,0,0,18.58,0
06/04/2014,42,0,0,0,0,0,0,16.53,0
06/04/2014,43,0,0,0,0,0,0,7.89,0
06/04/2014,44,0,0,0,0,0,0,1.52,0
06/04/2014,45,0,0,0,0,0,0,0,0
06/04/2014,46,0,0,0,0,0,0,0,0
06/04/2014,47,0,0,0,0,0,0,0,0
06/04/2014,48,0,0,0,0,0,0,0,0
07/04/2014,1,0,0,0,0,0,0,0,0
07/04/2014,2,0,0,0,0,0,0,0,0
07/04/2014,3,0,0,0,0,0,0,0,0
07/04/2014,4,0,0,0,0,0,0,0,0
07/04/2014,5,0,0,0,0,0,0,0,0
07/04/2014,6,0,0,0,0,0,0,0,0
07/04/2014,7,0,0,0,0,0,0,0,0
07/04/2014,8,0,0,0,0,0,0,0,0
07/04/2014,9,0,0,0,0,0,0,0,0
07/04/2014,10,0,0,0,0,0,0,0,0
07/04/2014,11,0,0,0,0,0,0,0,0
07/04/2014,12,0,0,0,0,0,0,0,0
07/04/2014,13,0,0,0,0,0,0,0,0
07/04/2014,14,0,0,0,0,0,0,0,0
07/04/2014,15,0,0,0,0,0,0,4.19,0
07/04/2014,16,0,0,0,0,0,0,8.23,0
07/04/2014,17,0,0,0,0,0,0,9.61,0
07/04/2014,18,0,0,0,0,0,0,8.98,0
07/04/2014,19,0,0,0,0,0,0,8.88,0
07/04/2014,20,0,0,0,0,0,0,7.37,0
07/04/2014,21,0,0,0,0,0,0,5.85,0
07/04/2014,22,0,0,0,0,0,0,4.91,0
07/04/2014,23,0,0,0,0,0,0,4.18,0
07/04/2014,24,0,0,0,0,0,0,2.41,0
07/04/2014,25,0,0,0,0,0,0,2.01,0
07/04/2014,26,0,0,0,0,0,0,0.55,0
07/04/2014,27,0,0,0,0,0,0,0,0
07/04/2014,28,0,0,0,0,0,0,0,0
07/04/2014,29,0,0,0,0,0,0,0,0
07/04/2014,30,0,0,0,0,0,0,0,0
07/04/2014,31,0,0,0,0,0,0,0,0
07/04/2014,32,0,0,0,0,0,0,0,0
07/04/2014,33,0,0,0,0,0,0,0,0
07/04/2014,34,0,0,0,0,0,0,0,0
07/04/2014,35,0,0,0,0,0,0,0,0
07/04/2014,36,0,0,0,0,0,0,0,0
07/04/2014,37,0,0,0,0,0,0,0,0
07/04/2014,38,0,0,0,0,0,0,0,0
07/04/2014,39,0,0,0,0,0,0,2.06,0
07/04/2014,40,0,0,0,0,0,0,3.54,0
07/04/2014,41,0,0,0,0,0,0,5.66,0
07/04/2014,42,0,0,0,0,0,0,8.58,0
07/04/2014,43,0,0,0,0,0,0,7.12,0
07/04/2014,44,0,0,0,0,0,0,2.6,0
07/04/2014,45,0,0,0,0,0,0,0,0
07/04/2014,46,0,0,0,0,0,0,0,0
07/04/2014,47,0,0,0,0,0,0,0,0
07/04/2014,48,0,0,0,0,0,0,0,0
08/04/2014,1,0,0,0,0,0,0,0,0
08/04/2014,2,0,0,0,0,0,0,0,0
08/04/2014,3,0,0,0,0,0,0,0,0
08/04/2014,4,0,0,0,0,0,0,0,0
08/04/2014,5,0,0,0,0,0,0,0,0
08/04/2014,6,0,0,0,0,0,0,0,0
08/04/2014,7,0,0,0,0,0,0,0,0
08/04/2014,8,0,0,0,0,0,0,0,0
08/04/2014,9,0,0,0,0,0,0,0,0
08/04/2014,10,0,0,0,0,0,0,0,0
08/04/2014,11,0,0,0,0,0,0,0,0
08/04/2014,12,0,0,0,0,0,0,0,0
08/04/2014,13,0,0,0,0,0,0,0,0
08/04/2014,14,0,0,0,0,0,0,0,0
08/04/2014,15,0,0,0,0,0,0,4.08,0
08/04/2014,16,0,0,0,0,0,0,8.03,0
08/04/2014,17,0,0,0,0,0,0,9.37,0
08/04/2014,18,0,0,0,0,0,0,8.76,0
08/04/2014,19,0,0,0,0,0,0,8.66,0
08/04/2014,20,0,0,0,0,0,0,7.18,0
08/04/2014,21,0,0,0,0,0,0,5.71,0
08/04/2014,22,0,0,0,0,0,0,4.78,0
08/04/2014,23,0,0,0,0,0,0,4.08,0
08/04/2014,24,0,0,0,0,0,0,2.35,0
08/04/2014,25,0,0,0,0,0,0,1.96,0
08/04/2014,26,0,0,0,0,0,0,0.53,0
08/04/2014,27,0,0,0,0,0,0,0,0
08/04/2014,28,0,0,0,0,0,0,0,0
08/04/2014,29,0,0,0,0,0,0,0,0
08/04/2014,30,0,0,0,0,0,0,0,0
08/04/2014,31,0,0,0,0,0,0,0,0
08/04/2014,32,0,0,0,0,0,0,0,0
08/04/2014,33,0,0,0,0,0,0,0,0
08/04/2014,34,0,0,0,0,0,0,0,0
08/04/2014,35,0,0,0,0,0,0,0,0
08/04/2014,36,0,0,0,0,0,0,0,0
08/04/2014,37,0,0,0,0,0,0,0,0
08/04/2014,38,0,0,0,0,0,0,0,0
08/04/2014,39,0,0,0,0,0,0,2.01,0
08/04/2014,40,0,0,0,0,0,0,3.45,0
08/04/2014,41,0,0,0,0,0,0,5.52,0
08/04/2014,42,0,0,0,0,0,0,8.36,0
08/04/2014,43,0,0,0,0,0,0,6.94,0
08/04/2014,44,0,0,0,0,0,0,2.54,0
08/04/2014,45,0,0,0,0,0,0,0,0
08/04/2014,46,0,0,0,0,0,0,0,0
08/04/2014,47,0,0,0,0,0,0,0,0
08/04/2014,48,0,0,0,0,0,0,0,0
09/04/2014,1,0,0,0,0,0,0,0,0
09/04/2014,2,0,0,0,0,0,0,0,0
09/04/2014,3,0,0,0,0,0,0,0,0
09/04/2014,4,0,0,0,0,0,0,0,0
09/04/2014,5,0,0,0,0,0,0,0,0
09/04/2014,6,0,0,0,0,0,0,0,0
09/04/2014,7,0,0,0,0,0,0,0,0
09/04/2014,8,0,0,0,0,0,0,0,0
09/04/2014,9,0,0,0,0,0,0,0,0
09/04/2014,10,0,0,0,0,0,0,0,0
09/04/2014,11,0,0,0,0,0,0,0,0
09/04/2014,12,0,0,0,0,0,0,0,0
09/04/2014,13,0,0,0,0,0,0,0,0
09/04/2014,14,0,0,0,0,0,0,0,0
09/04/2014,15,0,0,0,0,0,0,4.08,0
09/04/2014,16,0,0,0,0,0,0,8.01,0
09/04/2014,17,0,0,0,0,0,0,9.35,0
09/04/2014,18,0,0,0,0,0,0,8.74,0
09/04/2014,19,0,0,0,0,0,0,8.65,0
09/04/2014,20,0,0,0,0,0,0,7.17,0
09/04/2014,21,0,0,0,0,0,0,5.7,0
09/04/2014,22,0,0,0,0,0,0,4.78,0
09/04/2014,23,0,0,0,0,0,0,4.07,0
09/04/2014,24,0,0,0,0,0,0,2.35,0
09/04/2014,25,0,0,0,0,0,0,1.95,0
09/04/2014,26,0,0,0,0,0,0,0.53,0
09/04/2014,27,0,0,0,0,0,0,0,0
09/04/2014,28,0,0,0,0,0,0,0,0
09/04/2014,29,0,0,0,0,0,0,0,0
09/04/2014,30,0,0,0,0,0,0,0,0
09/04/2014,31,0,0,0,0,0,0,0,0
09/04/2014,32,0,0,0,0,0,0,0,0
09/04/2014,33,0,0,0,0,0,0,0,0
09/04/2014,34,0,0,0,0,0,0,0,0
09/04/2014,35,0,0,0,0,0,0,0,0
09/04/2014,36,0,0,0,0,0,0,0,0
09/04/2014,37,0,0,0,0,0,0,0,0
09/04/2014,38,0,0,0,0,0,0,0,0
09/04/2014,39,0,0,0,0,0,0,2.01,0
09/04/2014,40,0,0,0,0,0,0,3.45,0
09/04/2014,41,0,0,0,0,0,0,5.52,0
09/04/2014,42,0,0,0,0,0,0,8.36,0
09/04/2014,43,0,0,0,0,0,0,6.94,0
09/04/2014,44,0,0,0,0,0,0,2.54,0
09/04/2014,45,0,0,0,0,0,0,0,0
09/04/2014,46,0,0,0,0,0,0,0,0
09/04/2014,47,0,0,0,0,0,0,0,0
09/04/2014,48,0,0,0,0,0,0,0,0
10/04/2014,1,0,0,0,0,0,0,0,0
10/04/2014,2,0,0,0,0,0,0,0,0
10/04/2014,3,0,0,0,0,0,0,0,0
10/04/2014,4,0,0,0,0,0,0,0,0
10/04/2014,5,0,0,0,0,0,0,0,0
10/04/2014,6,0,0,0,0,0,0,0,0
10/04/2014,7,0,0,0,0,0,0,0,0
10/04/2014,8,0,0,0,0,0,0,0,0
10/04/2014,9,0,0,0,0,0,0,0,0
10/04/2014,10,0,0,0,0,0,0,0,0
10/04/2014,11,0,0,0,0,0,0,0,0
10/04/2014,12,0,0,0,0,0,0,0,0
10/04/2014,13,0,0,0,0,0,0,0,0
10/04/2014,14,0,0,0,0,0,0,0,0
10/04/2014,15,0,0,0,0,0,0,3.99,0
10/04/2014,16,0,0,0,0,0,0,7.84,0
10/04/2014,17,0,0,0,0,0,0,9.15,0
10/04/2014,18,0,0,0,0,0,0,8.56,0
10/04/2014,19,0,0,0,0,0,0,8.47,0
10/04/2014,20,0,0,0,0,0,0,7.02,0
10/04/2014,21,0,0,0,0,0,0,5.58,0
10/04/2014,22,0,0,0,0,0,0,4.67,0
10/04/2014,23,0,0,0,0,0,0,3.98,0
10/04/2014,24,0,0,0,0,0,0,2.3,0
10/04/2014,25,0,0,0,0,0,0,1.91,0
10/04/2014,26,0,0,0,0,0,0,0.52,0
10/04/2014,27,0,0,0,0,0,0,0,0
10/04/2014,28,0,0,0,0,0,0,0,0
10/04/2014,29,0,0,0,0,0,0,0,0
10/04/2014,30,0,0,0,0,0,0,0,0
10/04/2014,31,0,0,0,0,0,0,0,0
10/04/2014,32,0,0,0,0,0,0,0,0
10/04/2014,33,0,0,0,0,0,0,0,0
10/04/2014,34,0,0,0,0,0,0,0,0
10/04/2014,35,0,0,0,0,0,0,0,0
10/04/2014,36,0,0,0,0,0,0,0,0
10/04/2014,37,0,0,0,0,0,0,0,0
10/04/2014,38,0,0,0,0,0,0,0,0
10/04/2014,39,0,0,0,0,0,0,1.97,0
10/04/2014,40,0,0,0,0,0,0,3.39,0
10/04/2014,41,0,0,0,0,0,0,5.42,0
10/04/2014,42,0,0,0,0,0,0,8.21,0
10/04/2014,43,0,0,0,0,0,0,6.82,0
10/04/2014,44,0,0,0,0,0,0,2.49,0
10/04/2014,45,0,0,0,0,0,0,0,0
10/04/2014,46,0,0,0,0,0,0,0,0
10/04/2014,47,0,0,0,0,0,0,0,0
10/04/2014,48,0,0,0,0,0,0,0,0
11/04/2014,1,0,0,0,0,0,0,0,0
11/04/2014,2,0,0,0,0,0,0,0,0
11/04/2014,3,0,0,0,0,0,0,0,0
11/04/2014,4,0,0,0,0,0,0,0,0
11/04/2014,5,0,0,0,0,0,0,0,0
11/04/2014,6,0,0,0,0,0,0,0,0
11/04/2014,7,0,0,0,0,0,0,0,0
11/04/2014,8,0,0,0,0,0,0,0,0
11/04/2014,9,0,0,0,0,0,0,0,0
11/04/2014,10,0,0,0,0,0,0,0,0
11/04/2014,11,0,0,0,0,0,0,0,0
11/04/2014,12,0,0,0,0,0,0,0,0
11/04/2014,13,0,0,0,0,0,0,0,0
11/04/2014,14,0,0,0,0,0,0,0,0
11/04/2014,15,0,0,0,0,0,0,3.94,0
11/04/2014,16,0,0,0,0,0,0,7.75,0
11/04/2014,17,0,0,0,0,0,0,9.04,0
11/04/2014,18,0,0,0,0,0,0,8.46,0
11/04/2014,19,0,0,0,0,0,0,8.37,0
11/04/2014,20,0,0,0,0,0,0,6.94,0
11/04/2014,21,0,0,0,0,0,0,5.51,0
11/04/2014,22,0,0,0,0,0,0,4.62,0
11/04/2014,23,0,0,0,0,0,0,3.94,0
11/04/2014,24,0,0,0,0,0,0,2.27,0
11/04/2014,25,0,0,0,0,0,0,1.89,0
11/04/2014,26,0,0,0,0,0,0,0.51,0
11/04/2014,27,0,0,0,0,0,0,0,0
11/04/2014,28,0,0,0,0,0,0,0,0
11/04/2014,29,0,0,0,0,0,0,0,0
11/04/2014,30,0,0,0,0,0,0,0,0
11/04/2014,31,0,0,0,0,0,0,0,0
11/04/2014,32,0,0,0,0,0,0,0,0
11/04/2014,33,0,0,0,0,0,0,0,0
11/04/2014,34,0,0,0,0,0,0,0,0
11/04/2014,35,0,0,0,0,0,0,0,0
11/04/2014,36,0,0,0,0,0,0,0,0
11/04/2014,37,0,0,0,0,0,0,0,0
11/04/2014,38,0,0,0,0,0,0,0,0
11/04/2014,39,0,0,0,0,0,0,1.95,0
11/04/2014,40,0,0,0,0,0,0,3.35,0
11/04/2014,41,0,0,0,0,0,0,5.36,0
11/04/2014,42,0,0,0,0,0,0,8.13,0
11/04/2014,43,0,0,0,0,0,0,6.75,0
11/04/2014,44,0,0,0,0,0,0,2.47,0
11/04/2014,45,0,0,0,0,0,0,0,0
11/04/2014,46,0,0,0,0,0,0,0,0
11/04/2014,47,0,0,0,0,0,0,0,0
11/04/2014,48,0,0,0,0,0,0,0,0
12/04/2014,1,0,0,0,0,0,0,0,0
12/04/2014,2,0,0,0,0,0,0,0,0
12/04/2014,3,0,0,0,0,0,0,0,0
12/04/2014,4,0,0,0,0,0,0,0,0
12/04/2014,5,0,0,0,0,0,0,0,0
12/04/2014,6,0,0,0,0,0,0,0,0
12/04/2014,7,0,0,0,0,0,0,0,0
12/04/2014,8,0,0,0,0,0,0,0,0
12/04/2014,9,0,0,0,0,0,0,0,0
12/04/2014,10,0,0,0,0,0,0,0,0
