Date,Settlement Period,EBCA (£),EBVA (MWh),ESCA (£),ESVA (MWh),SBVA (MWh),SSVA (MWh),BPA (£/MWh),SPA (£/MWh)
03/04/2013,11,0,0,0,0,0,0,0,0
03/04/2013,12,0,0,0,0,0,0,0,0
03/04/2013,13,0,0,0,0,0,0,0,0
03/04/2013,14,0,0,0,0,0,0,0,0
03/04/2013,15,0,0,0,0,0,0,3.1,0
03/04/2013,16,0,0,0,0,0,0,6.65,0
03/04/2013,17,0,0,0,0,0,0,6.83,0
03/04/2013,18,0,0,0,0,0,0,9.64,0
03/04/2013,19,0,0,0,0,0,0,10.73,0
03/04/2013,20,0,0,0,0,0,0,7.96,0
03/04/2013,21,0,0,0,0,0,0,6.42,0
03/04/2013,22,0,0,0,0,0,0,5.57,0
03/04/2013,23,0,0,0,0,0,0,6.3,0
03/04/2013,24,0,0,0,0,0,0,7.61,0
03/04/2013,25,0,0,0,0,0,0,5.8,0
03/04/2013,26,0,0,0,0,0,0,2.35,0
03/04/2013,27,0,0,0,0,0,0,0.33,0
03/04/2013,28,0,0,0,0,0,0,0,0
03/04/2013,29,0,0,0,0,0,0,0,0
03/04/2013,30,0,0,0,0,0,0,0,0
03/04/2013,31,0,0,0,0,0,0,0,0
03/04/2013,32,0,0,0,0,0,0,0,0
03/04/2013,33,0,0,0,0,0,0,0,0
03/04/2013,34,0,0,0,0,0,0,0,0
03/04/2013,35,0,0,0,0,0,0,0,0
03/04/2013,36,0,0,0,0,0,0,0,0
03/04/2013,37,0,0,0,0,0,0,0,0
03/04/2013,38,0,0,0,0,0,0,0,0
03/04/2013,39,0,0,0,0,0,0,2.74,0
03/04/2013,40,0,0,0,0,0,0,7.6,0
03/04/2013,41,0,0,0,0,0,0,9.48,0
03/04/2013,42,0,0,0,0,0,0,8.37,0
03/04/2013,43,0,0,0,0,0,0,6.64,0
03/04/2013,44,0,0,0,0,0,0,1.46,0
03/04/2013,45,0,0,0,0,0,0,0,0
03/04/2013,46,0,0,0,0,0,0,0,0
03/04/2013,47,0,0,0,0,0,0,0,0
03/04/2013,48,0,0,0,0,0,0,0,0
04/04/2013,1,0,0,0,0,0,0,0,0
04/04/2013,2,0,0,0,0,0,0,0,0
04/04/2013,3,0,0,0,0,0,0,0,0
04/04/2013,4,0,0,0,0,0,0,0,0
04/04/2013,5,0,0,0,0,0,0,0,0
04/04/2013,6,0,0,0,0,0,0,0,0
04/04/2013,7,0,0,0,0,0,0,0,0
04/04/2013,8,0,0,0,0,0,0,0,0
04/04/2013,9,0,0,0,0,0,0,0,0
04/04/2013,10,0,0,0,0,0,0,0,0
04/04/2013,11,0,0,0,0,0,0,0,0
04/04/2013,12,0,0,0,0,0,0,0,0
04/04/2013,13,0,0,0,0,0,0,0,0
04/04/2013,14,0,0,0,0,0,0,0,0
04/04/2013,15,0,0,0,0,0,0,3.1,0
04/04/2013,16,0,0,0,0,0,0,6.65,0
04/04/2013,17,0,0,0,0,0,0,6.83,0
04/04/2013,18,0,0,0,0,0,0,9.64,0
04/04/2013,19,0,0,0,0,0,0,10.73,0
04/04/2013,20,0,0,0,0,0,0,7.96,0
04/04/2013,21,0,0,0,0,0,0,6.42,0
04/04/2013,22,0,0,0,0,0,0,5.57,0
04/04/2013,23,0,0,0,0,0,0,6.3,0
04/04/2013,24,0,0,0,0,0,0,7.61,0
04/04/2013,25,0,0,0,0,0,0,5.8,0
04/04/2013,26,0,0,0,0,0,0,2.35,0
04/04/2013,27,0,0,0,0,0,0,0.33,0
04/04/2013,28,0,0,0,0,0,0,0,0
04/04/2013,29,0,0,0,0,0,0,0,0
04/04/2013,30,0,0,0,0,0,0,0,0
04/04/2013,31,0,0,0,0,0,0,0,0
04/04/2013,32,0,0,0,0,0,0,0,0
04/04/2013,33,0,0,0,0,0,0,0,0
04/04/2013,34,0,0,0,0,0,0,0,0
04/04/2013,35,0,0,0,0,0,0,0,0
04/04/2013,36,0,0,0,0,0,0,0,0
04/04/2013,37,0,0,0,0,0,0,0,0
04/04/2013,38,0,0,0,0,0,0,0,0
04/04/2013,39,0,0,0,0,0,0,2.74,0
04/04/2013,40,0,0,0,0,0,0,7.6,0
04/04/2013,41,0,0,0,0,0,0,9.48,0
04/04/2013,42,0,0,0,0,0,0,8.37,0
04/04/2013,43,0,0,0,0,0,0,6.64,0
04/04/2013,44,0,0,0,0,0,0,1.46,0
04/04/2013,45,0,0,0,0,0,0,0,0
04/04/2013,46,0,0,0,0,0,0,0,0
04/04/2013,47,0,0,0,0,0,0,0,0
04/04/2013,48,0,0,0,0,0,0,0,0
05/04/2013,1,0,0,0,0,0,0,0,0
05/04/2013,2,0,0,0,0,0,0,0,0
05/04/2013,3,0,0,0,0,0,0,0,0
05/04/2013,4,0,0,0,0,0,0,0,0
05/04/2013,5,0,0,0,0,0,0,0,0
05/04/2013,6,0,0,0,0,0,0,0,0
05/04/2013,7,0,0,0,0,0,0,0,0
05/04/2013,8,0,0,0,0,0,0,0,0
05/04/2013,9,0,0,0,0,0,0,0,0
05/04/2013,10,0,0,0,0,0,0,0,0
05/04/2013,11,0,0,0,0,0,0,0,0
05/04/2013,12,0,0,0,0,0,0,0,0
05/04/2013,13,0,0,0,0,0,0,0,0
05/04/2013,14,0,0,0,0,0,0,0,0
05/04/2013,15,0,0,0,0,0,0,3.1,0
05/04/2013,16,0,0,0,0,0,0,6.65,0
05/04/2013,17,0,0,0,0,0,0,6.83,0
05/04/2013,18,0,0,0,0,0,0,9.64,0
05/04/2013,19,0,0,0,0,0,0,10.73,0
05/04/2013,20,0,0,0,0,0,0,7.96,0
05/04/2013,21,0,0,0,0,0,0,6.42,0
05/04/2013,22,0,0,0,0,0,0,5.57,0
05/04/2013,23,0,0,0,0,0,0,6.3,0
05/04/2013,24,0,0,0,0,0,0,7.61,0
05/04/2013,25,0,0,0,0,0,0,5.8,0
05/04/2013,26,0,0,0,0,0,0,2.35,0
05/04/2013,27,0,0,0,0,0,0,0.33,0
05/04/2013,28,0,0,0,0,0,0,0,0
05/04/2013,29,0,0,0,0,0,0,0,0
05/04/2013,30,0,0,0,0,0,0,0,0
05/04/2013,31,0,0,0,0,0,0,0,0
05/04/2013,32,0,0,0,0,0,0,0,0
05/04/2013,33,0,0,0,0,0,0,0,0
05/04/2013,34,0,0,0,0,0,0,0,0
05/04/2013,35,0,0,0,0,0,0,0,0
05/04/2013,36,0,0,0,0,0,0,0,0
05/04/2013,37,0,0,0,0,0,0,0,0
05/04/2013,38,0,0,0,0,0,0,0,0
05/04/2013,39,0,0,0,0,0,0,2.74,0
05/04/2013,40,0,0,0,0,0,0,7.6,0
05/04/2013,41,0,0,0,0,0,0,9.48,0
05/04/2013,42,0,0,0,0,0,0,8.37,0
05/04/2013,43,0,0,0,0,0,0,6.64,0
05/04/2013,44,0,0,0,0,0,0,1.46,0
05/04/2013,45,0,0,0,0,0,0,0,0
05/04/2013,46,0,0,0,0,0,0,0,0
05/04/2013,47,0,0,0,0,0,0,0,0
05/04/2013,48,0,0,0,0,0,0,0,0
06/04/2013,1,0,0,0,0,0,0,0,0
06/04/2013,2,0,0,0,0,0,0,0,0
06/04/2013,3,0,0,0,0,0,0,0,0
06/04/2013,4,0,0,0,0,0,0,0,0
06/04/2013,5,0,0,0,0,0,0,0,0
06/04/2013,6,0,0,0,0,0,0,0,0
06/04/2013,7,0,0,0,0,0,0,0,0
06/04/2013,8,0,0,0,0,0,0,0,0
06/04/2013,9,0,0,0,0,0,0,0,0
06/04/2013,10,0,0,0,0,0,0,0,0
06/04/2013,11,0,0,0,0,0,0,0,0
06/04/2013,12,0,0,0,0,0,0,0,0
06/04/2013,13,0,0,0,0,0,0,0,0
06/04/2013,14,0,0,0,0,0,0,0,0
06/04/2013,15,0,0,0,0,0,0,3.1,0
06/04/2013,16,0,0,0,0,0,0,6.66,0
06/04/2013,17,0,0,0,0,0,0,6.84,0
06/04/2013,18,0,0,0,0,0,0,9.66,0
06/04/2013,19,0,0,0,0,0,0,10.75,0
06/04/2013,20,0,0,0,0,0,0,7.97,0
06/04/2013,21,0,0,0,0,0,0,6.43,0
06/04/2013,22,0,0,0,0,0,0,5.58,0
06/04/2013,23,0,0,0,0,0,0,6.3,0
06/04/2013,24,0,0,0,0,0,0,7.62,0
06/04/2013,25,0,0,0,0,0,0,5.81,0
06/04/2013,26,0,0,0,0,0,0,2.36,0
06/04/2013,27,0,0,0,0,0,0,0.33,0
06/04/2013,28,0,0,0,0,0,0,0,0
06/04/2013,29,0,0,0,0,0,0,0,0
06/04/2013,30,0,0,0,0,0,0,0,0
06/04/2013,31,0,0,0,0,0,0,0,0
06/04/2013,32,0,0,0,0,0,0,0,0
06/04/2013,33,0,0,0,0,0,0,0,0
06/04/2013,34,0,0,0,0,0,0,0,0
06/04/2013,35,0,0,0,0,0,0,0,0
06/04/2013,36,0,0,0,0,0,0,0,0
06/04/2013,37,0,0,0,0,0,0,0,0
06/04/2013,38,0,0,0,0,0,0,0,0
06/04/2013,39,0,0,0,0,0,0,2.74,0
06/04/2013,40,0,0,0,0,0,0,7.58,0
06/04/2013,41,0,0,0,0,0,0,9.46,0
06/04/2013,42,0,0,0,0,0,0,8.35,0
06/04/2013,43,0,0,0,0,0,0,6.63,0
06/04/2013,44,0,0,0,0,0,0,1.46,0
06/04/2013,45,0,0,0,0,0,0,0,0
06/04/2013,46,0,0,0,0,0,0,0,0
06/04/2013,47,0,0,0,0,0,0,0,0
06/04/2013,48,0,0,0,0,0,0,0,0
07/04/2013,1,0,0,0,0,0,0,0,0
07/04/2013,2,0,0,0,0,0,0,0,0
