Year,DNO,Import Unique Identifier,LLFC,Import MPANs/MSIDs,Export Unique Identifier,LLFC,Export MPANs/MSIDs,Name,Residual Charging Band,Import Super Red unit charge (p/kWh),Import fixed charge (p/day),Import capacity charge (p/kVA/day),Import exceeded capacity charge (p/kVA/day),Export Super Red unit charge (p/kWh),Export fixed charge (p/day),Export capacity charge (p/kVA/day),Export exceeded capacity charge (p/kVA/day),Strike
2025/26,East of England Electricity Network,NR_HOR,,1014572986535,,,,NR_HOR,3.0,0.858,62082.28,3.43,3.43,,,,,
2025/26,East of England Electricity Network,NR_KNG,472,1014572901666,NR_KNG,472,1050000419767,NR_KNG,1.0,0.0,11352.0,2.02,2.02,,,,,
2025/26,East of England Electricity Network,NR_MAN,723,1014572821160,NR_MAN,723,1023545947499,NR_MAN,2.0,0.0,54682.51,2.33,2.33,,,,,
2025/26,East of England Electricity Network,NR_NRW,724,1014572876363,NR_NRW,724,1023545944902,NR_NRW,1.0,0.115,10857.75,4.3,4.3,,,,,
2025/26,East of England Electricity Network,NR_RAY,725,1014573010682,NR_RAY,725,1023545944911,NR_RAY,2.0,0.717,35456.41,2.04,2.04,,,,,
2025/26,East of England Electricity Network,NR_SED,727,1014572682017,NR_SED,727,1023545944920,NR_SED,3.0,1.422,61093.78,4.09,4.09,,,,,
2025/26,East of England Electricity Network,NR_TOT,,1014573142245,,,,NR_TOT,3.0,0.0,62082.28,2.22,2.22,,,,,
2025/26,East of England Electricity Network,NR_UGL,,1014573113954,,,,NR_UGL,2.0,0.083,28820.41,2.73,2.73,,,,,
2025/26,East of England Electricity Network,NR_WEL,,1014572501466,,,,NR_WEL,3.0,1.719,62082.28,3.99,3.99,,,,,
2025/26,East of England Electricity Network,NRAUTH,,1014572907871;1023484600573,,,,NRAUTH,2.0,3.25,23023.23,3.06,3.06,,,,,
2025/26,East of England Electricity Network,PRECIS,,1014572632790;1015685836242,,,,PRECIS,1.0,1.666,5060.57,5.1,5.1,,,,,
2025/26,East of England Electricity Network,PRSTDC,,ENET,,,,PRSTDC,4.0,0.0,66513.28,1.26,1.26,,,,,
2025/26,East of England Electricity Network,SEN1&2,,ENET,,,,SEN1&2,3.0,0.0,49813.46,1.73,1.73,,,,,
2025/26,East of England Electricity Network,UB_EYE,,1014573052317;1023470683505,,,,UB_EYE,2.0,1.157,23023.23,3.16,3.16,,,,,
2025/26,East of England Electricity Network,UBS_UK,,1030065428330;1030065428562,,,,UBS_UK,2.0,0.219,33259.07,1.12,1.12,,,,,
2025/26,East of England Electricity Network,VXHALL,,1014571158953;1014571159186;1014571159414,,,,VXHALL,3.0,0.212,58001.25,2.81,2.81,,,,,
2025/26,East of England Electricity Network,ABSRSF,744,1050000574685,ABSRSF,744,1050000574694,ABSRSF,,3.343,35.35,2.83,2.83,0.0,7069.77,0.05,0.05,
2025/26,East of England Electricity Network,BARNFM,652,1050000774999,BARNFM,652,1050000775005,BARNFM,,0.0,69.47,2.79,2.79,0.0,2917.61,0.05,0.05,
2025/26,East of England Electricity Network,BDWLWF,734,1030082700415,BDWLWF,734,1030082700647,BDWLWF,,1.674,58.44,2.06,2.06,0.0,7392.04,0.05,0.05,
2025/26,East of England Electricity Network,BERDHF,436,1050001382522,BERDHF,436,1050001382531,BERDHF,,0.74,931.37,1.14,1.14,-0.739,931.19,0.05,0.05,
2025/26,East of England Electricity Network,BLDOCK,,MSID: 7309,BLDOCK,,MSID: 7308,BLDOCK,,0.0,72.04,1.51,1.51,-0.347,1440.7,0.05,0.05,
2025/26,East of England Electricity Network,BLGTSF,466,1050000769039,BLGTSF,466,1050000769048,BLGTSF,,0.0,22.32,2.26,2.26,0.0,2119.97,0.05,0.05,
2025/26,East of England Electricity Network,BRACSF,388,1050002478329,BRACSF,388,1050002478338,BRACSF,,0.04,58.1,2.12,2.12,0.0,2324.01,0.05,0.05,
2025/26,East of England Electricity Network,BRCHGP,457,1050000961956,BRCHGP,457,1050000961965,BRCHGP,,0.689,68.66,5.22,5.22,0.0,4222.87,0.05,0.05,
2025/26,East of England Electricity Network,BROGB_,701,1030041592510;1030041592742;1030041592974;1030041593203,BROGB_,701,1030041591590;1030041591828;1030041592050;1030041592282;1050000011309,BROGB_,,0.0,460.13,5.49,5.49,,,,,
2025/26,East of England Electricity Network,BROXSF,747,1050000521610,BROXSF,747,1030085039971,BROXSF,,4.948,22.45,6.19,6.19,0.0,5163.05,0.05,0.05,
2025/26,East of England Electricity Network,BRTHSS,735,1030083941266,BRTHSS,735,1030083941034,BRTHSS,,0.459,5.46,1.93,1.93,0.0,488.79,0.05,0.05,
2025/26,East of England Electricity Network,BRTHSW,748,1030083918035,BRTHSW,748,1030083917802,BRTHSW,,0.461,13.99,1.31,1.31,0.0,480.26,0.05,0.05,
2025/26,East of England Electricity Network,BURYLN,786,1050000729676,BURYLN,786,1050000729667,BURYLN,,0.0,4.02,2.46,2.46,0.0,1004.47,0.05,0.05,
2025/26,East of England Electricity Network,CHEDSF,750,1030083806488,CHEDSF,750,1030083806256,CHEDSF,,5.539,11.43,2.34,2.34,0.0,1426.75,0.05,0.05,
2025/26,East of England Electricity Network,CLDECT,656,1050000714173,CLDECT,656,1050000714182,CLDECT,,0.059,22.54,1.89,1.89,0.0,4957.72,0.05,0.05,
2025/26,East of England Electricity Network,CLFFQY,438,1050001439408;1050001444588;1050001444611,CLFFQY,438,1050001439417;1050001444620;1050001444602,CLFFQY,,0.034,61.1,1.48,1.48,-0.034,4699.86,0.05,0.05,
2025/26,East of England Electricity Network,COMBRN,440,1050001662241,COMBRN,440,1050001662250,COMBRN,1.0,0.384,4740.09,1.29,1.29,0.0,2962.98,0.05,0.05,
2025/26,East of England Electricity Network,DBLANE,752,1050000612950,DBLANE,752,1050000612940,DBLANE,,0.0,15.36,8.2,8.2,0.0,2764.86,0.05,0.05,
2025/26,East of England Electricity Network,DRAPER,753,1050000581432,DRAPER,753,1050000581441,DRAPER,,0.0,11.57,5.93,5.93,0.0,1156.81,0.05,0.05,
2025/26,East of England Electricity Network,EGMRSF,754,1050000567483,EGMRSF,754,1050000567492,EGMRSF,,0.0,9.8,2.09,2.09,0.0,1038.66,0.05,0.05,
2025/26,East of England Electricity Network,EPRSUT,705,1023494988750,EPRSUT,705,1023503165023,EPRSUT,,2.249,490.18,1.28,1.28,-2.13,3725.35,0.05,0.05,
2025/26,East of England Electricity Network,ERNUNN,441,1050001440510,ERNUNN,441,1050001440529;1050001466280;1050001466304,ERNUNN,,0.135,36.35,1.86,1.86,-0.135,2796.46,0.05,0.05,
2025/26,East of England Electricity Network,EUSTSF,756,1050000628160,EUSTSF,756,1050000628170,EUSTSF,,0.148,97.5,1.84,1.84,0.0,2339.97,0.05,0.05,
2025/26,East of England Electricity Network,FIBEYE,707,1023479132092,FIBEYE,707,1023479132320,FIBEYE,,0.806,28.73,2.14,2.14,-1.831,488.39,0.05,0.05,
2025/26,East of England Electricity Network,GDE132,767,1050000738305,GDE132,767,1050000738290,GDE132,,0.0,39.45,1.52,1.52,0.0,1968.51,0.05,0.05,
2025/26,East of England Electricity Network,GFTHRN,660,1050000903244,GFTHRN,660,1050000903253,GFTHRN,,0.0,99.86,1.5,1.5,-0.415,1388.29,0.05,0.05,
2025/26,East of England Electricity Network,GLASM2,738,1030083962424,GLASM2,738,1030083962656,GLASM2,,0.0,85.38,5.73,5.73,0.0,4200.76,0.05,0.05,
2025/26,East of England Electricity Network,GRNILM,685,1050001299886,GRNILM,685,1050001299895,GRNILM,,0.0,20.24,3.48,3.48,0.0,1667.76,0.05,0.05,
2025/26,East of England Electricity Network,GUNFLT,,MSID: 7243,GUNFLT,,MSID: 7243,GUNFLT,3.0,0.097,48836.2,1.33,1.33,,,,,
2025/26,East of England Electricity Network,HALLFM,762,1050000834219,HALLFM,762,1050000834228,HALLFM,,0.0,22.18,10.57,10.57,0.0,2964.89,0.05,0.05,
2025/26,East of England Electricity Network,HDATTP,444,1050001197873,HDATTP,444,1050001197864,HDATTP,,0.0,355.38,1.65,1.65,-0.479,1776.91,0.05,0.05,
2025/26,East of England Electricity Network,HHFARM,687,1050001231451,HHFARM,687,1050001231460,HHFARM,,1.454,18.17,2.18,2.18,0.0,1090.25,0.05,0.05,
2025/26,East of England Electricity Network,HOLTON,662,1050000769118,HOLTON,662,1050000769127,HOLTON,,5.604,21.8,1.59,1.59,0.0,872.16,0.05,0.05,
2025/26,East of England Electricity Network,ILMEBS,,MSID: 7537,ILMEBS,,MSID: 7538,ILMEBS,,0.0,2360.99,2.16,2.16,-1.37,2360.99,0.05,0.05,
2025/26,East of England Electricity Network,JKSLNE,451,1050000556055,JKSLNE,451,1050000556046,JKSLNE,,0.409,50.89,1.34,1.34,0.0,7632.82,0.05,0.05,
2025/26,East of England Electricity Network,LCKFRD,760,1050000578704,LCKFRD,760,1050000578699,LCKFRD,,0.0,3.16,7.97,7.97,0.0,1579.53,0.05,0.05,
2025/26,East of England Electricity Network,LDAHSF,468,1030083806024,LDAHSF,468,1030083805795,LDAHSF,,0.0,11.21,2.47,2.47,0.0,1067.23,0.05,0.05,
2025/26,East of England Electricity Network,LNGFRD,453,1050000698283,LNGFRD,453,1050000698247,LNGFRD,,0.0,27.1,6.6,6.6,0.0,4742.69,0.05,0.05,
2025/26,East of England Electricity Network,LNGHO2,455,1050000802936,LNGHO2,455,1050000802945,LNGHO2,,4.129,44.17,1.89,1.89,0.0,1943.62,0.05,0.05,
2025/26,East of England Electricity Network,LORDSW,411,1050001905660,LORDSW,411,1050001905679,LORDSW,,1.418,61.22,1.98,1.98,-2.38,2526.13,0.05,0.05,
2025/26,East of England Electricity Network,LWRNCE,667,1050001008645,LWRNCE,667,1050001008636,LWRNCE,,0.0,34.52,2.15,2.15,0.0,3452.19,0.05,0.05,
2025/26,East of England Electricity Network,MDLWCK,711,1050000543223,MDLWCK,711,1050000543241,MDLWCK,,1.153,75.41,2.21,2.21,0.0,10406.29,0.05,0.05,
2025/26,East of England Electricity Network,MLLFLD,669,1050001060050,MLLFLD,669,1050001060060,MLLFLD,,0.0,4.77,8.1,8.1,0.0,1188.99,0.05,0.05,
2025/26,East of England Electricity Network,NEWTON,670,1050001042238,NEWTON,670,1050001042229,NEWTON,,0.992,10.6,1.75,1.75,0.0,1060.34,0.05,0.05,
2025/26,East of England Electricity Network,NNFKSF,731,1050000599909,NNFKSF,731,1050000599893,NNFKSF,,0.0,12.93,9.48,9.48,0.0,1919.89,0.05,0.05,
2025/26,East of England Electricity Network,OCKESF,420,1050002638045,OCKESF,420,1050002638054,OCKESF,,0.0,349.4,1.9,1.9,0.0,30120.27,0.05,0.05,
2025/26,East of England Electricity Network,OUTWD2,739,1050002380321,OUTWD2,739,1050002380330,OUTWD2,1.0,1.007,4728.2,1.48,1.48,0.0,976.3,0.05,0.05,
2025/26,East of England Electricity Network,PTRBRO,,MSID: 7006,PTRBRO,,MSID: 7006,PTRBRO,,0.0,2.47,1.38,1.38,-0.302,3626.7,0.05,0.05,
2025/26,East of England Electricity Network,QRRNDN,458,1050000768550,QRRNDN,458,1050000768693,QRRNDN,,0.0,65.73,7.92,7.92,0.0,1972.02,0.05,0.05,
2025/26,East of England Electricity Network,RANSON,714,1030034117745,RANSON,714,1030034117513,RANSON,,0.461,4.8,1.39,1.39,,,,,
2025/26,East of England Electricity Network,RMWFII,675,1050000811220,RMWFII,675,1050000811230,RMWFII,,0.427,18.37,1.81,1.81,0.0,1469.77,0.05,0.05,
2025/26,East of England Electricity Network,SCROBY,716,1023545564889,SCROBY,716,1023545564903,SCROBY,,0.0,39.34,1.74,1.74,,,,,
2025/26,East of England Electricity Network,SPRIGS,778,1050000540019,SPRIGS,778,1050000540028,SPRIGS,,1.717,7.31,3.58,3.58,0.0,1755.24,0.05,0.05,
2025/26,East of England Electricity Network,STAGSH,717,1030037478730,STAGSH,717,1030037478509,STAGSH,,0.458,356.37,1.16,1.16,0.0,7127.47,0.05,0.05,
2025/26,East of England Electricity Network,STNPTS,697,1050001232428,STNPTS,697,1050001232437,STNPTS,,0.0,7.12,5.8,5.8,0.0,1281.17,0.05,0.05,
2025/26,East of England Electricity Network,STOSTH,460,1050000783238,STOSTH,460,1050000759740,STOSTH,,0.0,20.83,2.14,2.14,0.0,2499.58,0.05,0.05,
2025/26,East of England Electricity Network,SWNLND,696,1050001290011,SWNLND,696,1050001290020,SWNLND,,0.0,14.22,13.27,13.27,0.0,1164.14,0.05,0.05,
2025/26,East of England Electricity Network,THAXSF,417,1050002190498,THAXSF,417,1050002190503,THAXSF,,1.61,3.53,2.85,2.85,0.0,1546.18,0.05,0.05,
2025/26,East of England Electricity Network,TILGRN,,1050001109352,TILGRN,,MSID: 7323,TILGRN,1.0,0.0,8490.82,1.28,1.28,-0.042,31784.02,0.05,0.05,
2025/26,East of England Electricity Network,TOOLEY,680,1050000903217,TOOLEY,680,1050000903226,TOOLEY,,0.0,33.1,9.08,9.08,0.0,1654.91,0.05,0.05,
2025/26,East of England Electricity Network,TROWSF,449,1050001541858;1050002380289,TROWSF,449,1050001541867;1050002380298,TROWSF,1.0,0.929,4730.09,1.39,1.39,0.0,1056.85,0.05,0.05,
2025/26,East of England Electricity Network,WDLWWF,742,1030078016464,WDLWWF,742,1030078016924,WDLWWF,,0.0,7.72,2.48,2.48,0.0,1281.96,0.05,0.05,
2025/26,East of England Electricity Network,WLBRHM,462,1050000714155,WLBRHM,462,1050000714164,WLBRHM,,0.138,18.27,7.66,7.66,0.0,10963.07,0.05,0.05,
2025/26,East of England Electricity Network,WSTNLV,471,1050000811596,WSTNLV,471,1050000811601,WSTNLV,,0.0,18.68,4.76,4.76,0.0,1369.54,0.05,0.05,
2025/26,London Electricity Network,BLMBGN,,1200061385700;1200061385710,,,,BLMBGN,2.0,0.276,5012.42,2.67,2.67,,,,,
2025/26,London Electricity Network,CRLIMM,,1200062090483;1200062090492,,,,CRLIMM,4.0,0.0,61147.3,1.4,1.4,,,,,
2025/26,London Electricity Network,DART11,,MSID: 1032,,,,DART11,2.0,0.329,4333.24,7.89,7.89,,,,,
2025/26,London Electricity Network,GBLSWI,,1200050913681;1200050913690;1200050913706;1200050913715,,,,GBLSWI,4.0,0.0,56029.46,2.19,2.19,,,,,
2025/26,London Electricity Network,KNGLPN,,MSID: 1027,,,,KNGLPN,2.0,0.0,4333.24,1.99,1.99,,,,,
2025/26,London Electricity Network,LIMEST,,1200062132006;1200062132015,,,,LIMEST,2.0,0.247,5691.6,2.55,2.55,,,,,
2025/26,London Electricity Network,LNWAL1,,1200061148194;1200061148200,,,,LNWAL1,1.0,0.208,2559.38,3.51,3.51,,,,,
2025/26,London Electricity Network,LU_CAN,,1200060323207;1200060323216,,,,LU_CAN,4.0,0.0,52803.58,1.61,1.61,,,,,
2025/26,London Electricity Network,LU_HOX,,1200060323191,,,,LU_HOX,4.0,0.0,52478.07,0.8,0.8,,,,,
2025/26,London Electricity Network,LU_LOT,,1200050376902;1200050376911,,,,LU_LOT,4.0,0.0,142226.79,3.21,3.21,,,,,
2025/26,London Electricity Network,NGC_BA,,1200010151863;1200010151872,,,,NGC_BA,1.0,0.0,597.52,1.21,1.21,,,,,
2025/26,London Electricity Network,NR_MAD,,1200010251540,,,,NR_MAD,1.0,0.0,1071.02,1.65,1.65,,,,,
2025/26,London Electricity Network,NR_W25,703,1200010251498,NR_W25,703,1200052486866,NR_W25,3.0,0.011,27631.1,3.11,3.11,,,,,
2025/26,London Electricity Network,NR_WIM,,1200010200874,,,,NR_WIM,4.0,0.0,58481.53,2.41,2.41,,,,,
2025/26,London Electricity Network,TWGNCH,,1200061990319,,,,TWGNCH,1.0,0.538,1071.02,1.45,1.45,,,,,
2025/26,London Electricity Network,TWKIRT,,1200061999491;1200061999507;1200062001242;1200062001251,,,,TWKIRT,3.0,1.104,11225.22,0.9,0.9,,,,,
2025/26,London Electricity Network,VOLTDC,,1200061148032;1200061148041,,,,VOLTDC,2.0,0.111,6240.86,2.76,2.76,,,,,
2025/26,South Eastern England Electricity Network,BEDDIN,,1900070745640;1900070745650;1900070745669;1900070745678,,,,BEDDIN,2.0,0.0,14166.5,1.38,1.38,,,,,
2025/26,South Eastern England Electricity Network,EUROTU,,1900060219605,,,,EUROTU,4.0,0.0,201094.63,0.71,0.71,,,,,
2025/26,South Eastern England Electricity Network,GATWEV,,1900092421070,,,,GATWEV,1.0,1.086,3425.32,1.84,1.84,,,,,
2025/26,South Eastern England Electricity Network,NR_ASH,,1900070068129,,,,NR_ASH,3.0,0.084,34194.28,2.56,2.56,,,,,
2025/26,South Eastern England Electricity Network,NR_DOR,,1900060219303,,,,NR_DOR,2.0,4.717,15015.3,2.16,2.16,,,,,
2025/26,South Eastern England Electricity Network,NR_EAS,,1900060218912,,,,NR_EAS,2.0,0.528,15015.3,3.16,3.16,,,,,
2025/26,South Eastern England Electricity Network,THAMEM,691,1900090872672;1900090872681,THAMEM,691,1900090876979;1900090876988,THAMEM,4.0,0.0,59417.27,1.48,1.48,0.0,4715.45,0.05,0.05,
2025/26,South Eastern England Electricity Network,TWHK66,692,1900091206176,TWHK66,692,1900091206194,TWHK66,2.0,6.517,14296.24,2.06,2.06,-6.595,49.42,0.05,0.05,
2025/26,South Eastern England Electricity Network,ANMSTR,780,1900091919588,ANMSTR,780,1900091919597,ANMSTR,,2.155,55.91,1.03,1.03,-2.155,1569.16,0.05,0.05,
2025/26,South Eastern England Electricity Network,BEDERF,693,1900091482588,BEDERF,693,1900091482597,BEDERF,,0.013,554.99,1.17,1.17,-0.384,3943.38,0.05,0.05,
2025/26,South Eastern England Electricity Network,BRETSH,726,1900061003393;1900090466576,BRETSH,726,1900060866064;1900060866082,BRETSH,,0.11,36.85,1.24,1.24,,,,,
2025/26,South Eastern England Electricity Network,BROABS,,MSID: 7478,BROABS,,MSID: 7479,BROABS,,1.225,560.74,1.03,1.03,-1.304,560.74,0.05,0.05,
2025/26,South Eastern England Electricity Network,BTBRKS,742,1900091199350,BTBRKS,742,1900091199379,BTBRKS,,1.001,22.13,1.2,1.2,0.0,491.85,0.05,0.05,
2025/26,South Eastern England Electricity Network,CRYENG,,MSID: 7441,CRYENG,,MSID: 7442,CRYENG,,0.0,183.61,0.87,0.87,-0.001,489.64,0.05,0.05,
2025/26,South Eastern England Electricity Network,DARENT,767,1900091057568,DARENT,767,1900091057559,DARENT,1.0,0.005,3174.32,1.91,1.91,-0.006,3258.42,0.05,0.05,
2025/26,South Eastern England Electricity Network,FORDSF,707,1900091361962,FORDSF,707,1900091361971,FORDSF,,0.492,18.57,1.12,1.12,0.0,1061.34,0.05,0.05,
2025/26,South Eastern England Electricity Network,FRWOOD,743,1900091200388,FRWOOD,743,1900091200397,FRWOOD,,0.0,29.33,1.52,1.52,0.0,1466.26,0.05,0.05,
2025/26,South Eastern England Electricity Network,GATWBS,768,1900092421061,GATWBS,768,1900092421113,GATWBS,1.0,1.086,3407.18,1.18,1.18,-1.333,634.92,0.05,0.05,
2025/26,South Eastern England Electricity Network,GLASSN,697,1900091523301;1900092049178,GLASSN,697,1900091523310;1900092037980,GLASSN,,0.344,629.0,2.1,2.1,-2.068,629.0,0.05,0.05,
2025/26,South Eastern England Electricity Network,HLLMBY,745,1900091217070,HLLMBY,745,1900091217080,HLLMBY,,0.0,15.41,1.21,1.21,0.0,1242.59,0.05,0.05,
2025/26,South Eastern England Electricity Network,KM3CHP,699,1900091669720,KM3CHP,699,1900091669739,KM3CHP,2.0,0.0,14413.84,0.85,0.85,-0.006,4041.23,0.05,0.05,
2025/26,South Eastern England Electricity Network,KNWLTN,735,1900091091930,KNWLTN,735,1900091091940,KNWLTN,,0.0,22.19,3.91,3.91,0.0,2096.9,0.05,0.05,
2025/26,South Eastern England Electricity Network,LCHEYI,721,1900090194653,LCHEYI,721,1900090194644,LCHEYI,,0.131,9.62,1.38,1.38,0.0,1248.39,0.05,0.05,
2025/26,South Eastern England Electricity Network,NEWRID,698,1900091718313;1900092210410,NEWRID,698,1900091718322,NEWRID,1.0,0.018,2968.49,1.34,1.34,0.0,2300.39,0.05,0.05,
2025/26,South Eastern England Electricity Network,OLDRSF,739,1900091024517,OLDRSF,739,1900091024526,OLDRSF,,0.013,6.77,1.93,1.93,0.0,1353.72,0.05,0.05,
2025/26,South Eastern England Electricity Network,PADWSF,754,1900091216634,PADWSF,754,1900091216643,PADWSF,,5.031,7.1,2.4,2.4,0.0,1124.78,0.05,0.05,
2025/26,South Eastern England Electricity Network,POTMBS,785,1900092272791,POTMBS,785,1900092272807,POTMBS,,0.296,1085.56,0.96,0.96,-0.356,1085.56,0.05,0.05,
2025/26,South Eastern England Electricity Network,SHEPHM,718,1900091420128,SHEPHM,718,1900091420137,SHEPHM,,0.189,75.14,1.72,1.72,0.0,2817.72,0.05,0.05,
2025/26,South Eastern England Electricity Network,THANET,,MSID: 7246,THANET,,MSID: 7246,THANET,1.0,0.043,2986.4,1.29,1.29,0.0,2492.35,0.05,0.05,
2025/26,South Eastern England Electricity Network,WIDHFM,714,1900091478493,WIDHFM,714,1900091478509,WIDHFM,,5.161,28.09,2.84,2.84,0.0,2246.88,0.05,0.05,
2026/27,East of England Electricity Network,3VALSW,,1014569699836,,,,3VALSW,1.0,0.0,10539.44,5.82,5.82,,,,,
2026/27,East of England Electricity Network,ARKENF,,1050001901140,,,,ARKENF,4.0,0.027,80651.81,1.34,1.34,,,,,
2026/27,East of England Electricity Network,AW_GRA,400,1014571445536;1023477037942,AW_GRA,400,1050001872410;1050001872400,AW_GRA,2.0,1.567,24426.14,5.81,5.81,0.0,91.48,0.05,0.05,
2026/27,East of England Electricity Network,AWOUSE,,1014571965793;1023475403798,,,,AWOUSE,1.0,0.739,5403.87,3.51,3.51,,,,,
2026/27,East of England Electricity Network,BPA_CO,,1014572578282,,,,BPA_CO,1.0,0.299,6004.06,3.3,3.3,,,,,
2026/27,East of England Electricity Network,CMRODC,,1050001068050;1050001068069,,,,CMRODC,1.0,2.422,5455.54,1.34,1.34,,,,,
2026/27,East of England Electricity Network,ESWMID,432,1014572640842;1014572641075,ESWMID,432,1023518907371;1023518908064,ESWMID,1.0,4.499,5377.82,3.26,3.26,-4.41,26.06,0.05,0.05,
2026/27,East of England Electricity Network,ESWWIX,,1014572713989,,,,ESWWIX,1.0,10.697,10853.38,2.1,2.1,,,,,
2026/27,East of England Electricity Network,FUJISL,,1023526590750;1023526590982;1023526591211,,,,FUJISL,2.0,2.763,24908.5,2.09,2.09,,,,,
2026/27,East of England Electricity Network,FXDOYS,,1023482441566;1023492579962,,,,FXDOYS,2.0,1.314,29406.09,2.74,2.74,,,,,
2026/27,East of England Electricity Network,HEINZF,,1014573127752,,,,HEINZF,1.0,2.702,5208.44,4.47,4.47,,,,,
2026/27,East of England Electricity Network,HS2WRU,,1050002218665;1050002218656,,,,HS2WRU,3.0,0.767,77748.46,1.78,1.78,,,,,
2026/27,East of England Electricity Network,HTFD_L,,1014569896484,,,,HTFD_L,1.0,0.192,5555.46,1.68,1.68,,,,,
2026/27,East of England Electricity Network,KLYN33,,MSID: 7044,,,,KLYN33,,0.0,442.54,1.32,1.32,,,,,
2026/27,East of England Electricity Network,LS&E_N,,1014568599280;1023477604661,,,,LS&E_N,1.0,0.919,7391.86,2.02,2.02,,,,,
2026/27,East of England Electricity Network,LU_NEA,,1050000907391;1050000907407;1050000907416;1050000907443,,,,LU_NEA,4.0,0.254,143150.86,2.61,2.61,,,,,
2026/27,East of England Electricity Network,NEWSIL,,1030022814396;1030022814624;1030022814856;1030022815089,,,,NEWSIL,3.0,0.008,59028.4,1.58,1.58,,,,,
2026/27,East of England Electricity Network,NR_BAS,722,1023478020044,NR_BAS,722,1023545945010,NR_BAS,2.0,0.0,37489.53,3.07,3.07,,,,,
2026/27,East of England Electricity Network,NR_CRW,721,1014572578742,NR_CRW,721,1023545945029,NR_CRW,3.0,1.336,70528.92,4.08,4.08,,,,,
2026/27,East of England Electricity Network,NR_GRA,,1014573096936,,,,NR_GRA,2.0,0.34,30463.32,1.41,1.41,,,,,
2026/27,East of England Electricity Network,NR_LBR,,1014572780683,,,,NR_LBR,3.0,0.059,74806.16,2.77,2.77,,,,,
2026/27,East of England Electricity Network,NR_MAN,723,1014572821160,NR_MAN,723,1023545947499,NR_MAN,2.0,0.0,50819.32,2.5,2.5,,,,,
2026/27,East of England Electricity Network,NR_PET,,1014573170075,,,,NR_PET,2.0,0.849,30905.86,3.31,3.31,,,,,
2026/27,East of England Electricity Network,NR_SHN,726,1023478597119,NR_SHN,726,1023545945056,NR_SHN,3.0,0.954,71414.0,3.02,3.02,,,,,
2026/27,East of England Electricity Network,RANJAC,,1014712345991,,,,RANJAC,1.0,0.13,5208.44,3.19,3.19,,,,,
2026/27,East of England Electricity Network,RNDMHS,,1014571768453,,,,RNDMHS,1.0,0.443,5208.44,1.26,1.26,,,,,
2026/27,East of England Electricity Network,STANS2,,1030047519845;1030047520070;1050001977780,,,,STANS2,2.0,0.776,54069.47,4.58,4.58,,,,,
2026/27,East of England Electricity Network,STANS3,,1015685338293;1050002261340;1050002261369;1050002261378;1050002261387,,,,STANS3,2.0,0.0,24322.19,2.91,2.91,,,,,
2026/27,East of England Electricity Network,TILBUR,733,1023478133661;1023525728718;1023525729172,TILBUR,733,1030084129409;1030084129630;1030084129862,TILBUR,4.0,0.258,80340.09,2.69,2.69,0.0,2608.74,0.05,0.05,
2026/27,East of England Electricity Network,TILBEM,,1050001279560;1030082588170;1050000414848;1050000423105;1050003172045;1050003172054;1050003172063;1050003172081;1050003172115;1050003172142;1050003027339,,,,TILBEM,,0.258,0.0,0.0,0.0,,,,,
2026/27,East of England Electricity Network,WARNER,,1030076325049;1030076325270,,,,WARNER,2.0,2.815,33836.56,3.71,3.71,,,,,
2026/27,East of England Electricity Network,WWYNDC,,1030059750786;1030059751015;1050001656595;1050001656600,,,,WWYNDC,4.0,0.739,115337.5,3.28,3.28,,,,,
2026/27,East of England Electricity Network,ALCORG,651,1050001015545,ALCORG,651,1050000998050,ALCORG,1.0,0.0,5013.0,0.0,0.0,0.0,3353.56,0.05,0.05,
2026/27,East of England Electricity Network,BGWDWF,746,1030083931374,BGWDWF,746,1030083931142,BGWDWF,,0.645,5.93,6.9,6.9,0.0,486.56,0.05,0.05,
