Year,DNO,Import Unique Identifier,LLFC,Import MPANs/MSIDs,Export Unique Identifier,LLFC,Export MPANs/MSIDs,Name,Residual Charging Band,Import Super Red unit charge (p/kWh),Import fixed charge (p/day),Import capacity charge (p/kVA/day),Import exceeded capacity charge (p/kVA/day),Export Super Red unit charge (p/kWh),Export fixed charge (p/day),Export capacity charge (p/kVA/day),Export exceeded capacity charge (p/kVA/day),Strike
2026/27,East of England Electricity Network,BROXSF,747,1050000521610,BROXSF,747,1030085039971,BROXSF,,6.062,22.0,5.75,5.75,0.0,5059.65,0.05,0.05,
2026/27,East of England Electricity Network,BS_BUR,700,1023485782314;1050000914910,BS_BUR,700,1023485782546;1050000914900,BS_BUR,2.0,1.625,24455.16,1.22,1.22,-1.625,951.94,0.05,0.05,
2026/27,East of England Electricity Network,BURYLN,786,1050000729676,BURYLN,786,1050000729667,BURYLN,,0.0,3.61,2.57,2.57,0.0,901.45,0.05,0.05,
2026/27,East of England Electricity Network,CHEDSF,750,1030083806488,CHEDSF,750,1030083806256,CHEDSF,,3.76,10.61,2.59,2.59,0.0,1324.1,0.05,0.05,
2026/27,East of England Electricity Network,CLAYPV,437,1050001382337,CLAYPV,437,1050001382355,CLAYPV,,0.005,295.74,1.31,1.31,-0.041,689.25,0.05,0.05,
2026/27,East of England Electricity Network,CLDECT,656,1050000714173,CLDECT,656,1050000714182,CLDECT,,0.051,19.57,1.54,1.54,0.0,4305.59,0.05,0.05,
2026/27,East of England Electricity Network,CLFFQY,438,1050001439408;1050001444588;1050001444611,CLFFQY,438,1050001439417;1050001444620;1050001444602,CLFFQY,,0.021,53.75,1.49,1.49,-0.021,4134.47,0.05,0.05,
2026/27,East of England Electricity Network,CPENSS,406,1050003069890,CPENSS,406,1050003069905,CPENSS,1.0,0.116,5160.11,2.34,2.34,0.0,1730.05,0.05,0.05,
2026/27,East of England Electricity Network,CROYDN,787,1050000808859,CROYDN,787,1050000808868,CROYDN,,0.0,0.83,5.07,5.07,0.0,441.71,0.05,0.05,
2026/27,East of England Electricity Network,DBLANE,752,1050000612950,DBLANE,752,1050000612940,DBLANE,,0.792,14.79,6.7,6.7,0.0,2661.82,0.05,0.05,
2026/27,East of England Electricity Network,DRAPER,753,1050000581432,DRAPER,753,1050000581441,DRAPER,,0.0,10.54,6.02,6.02,0.0,1054.39,0.05,0.05,
2026/27,East of England Electricity Network,EDLPIT,713,1030020271288,EDLPIT,713,1030020271056,EDLPIT,1.0,0.0,5058.15,4.87,4.87,,,,,
2026/27,East of England Electricity Network,ELLOSF,755,1050000612880;1050001004933;1050001004942,ELLOSF,755,1050000612870;1050001004915;1050001004924,ELLOSF,,3.412,8.39,4.13,4.13,0.0,1930.82,0.05,0.05,
2026/27,East of England Electricity Network,FLYFRM,790,1050000822463,FLYFRM,790,1050000822472,FLYFRM,1.0,4.307,5028.12,2.4,2.4,0.0,2268.81,0.05,0.05,
2026/27,East of England Electricity Network,GLASM2,738,1030083962424,GLASM2,738,1030083962656,GLASM2,,0.0,189.16,4.92,4.92,0.0,9306.87,0.05,0.05,
2026/27,East of England Electricity Network,GRNEND,769,1050000774215,GRNEND,769,1050000774224,GRNEND,,6.293,80.22,2.22,2.22,0.0,8021.86,0.05,0.05,
2026/27,East of England Electricity Network,GRNILM,685,1050001299886,GRNILM,685,1050001299895,GRNILM,,0.546,19.0,2.78,2.78,0.0,1565.51,0.05,0.05,
2026/27,East of England Electricity Network,GUNFLT,,MSID: 7243,GUNFLT,,MSID: 7243,GUNFLT,,0.065,22.96,1.33,1.33,,,,,
2026/27,East of England Electricity Network,HALEBS,421,1050002549087,HALEBS,421,1050002549096,HALEBS,,0.0,1732.26,2.18,2.18,-1.144,1732.26,0.05,0.05,
2026/27,East of England Electricity Network,HALLFM,762,1050000834219,HALLFM,762,1050000834228,HALLFM,,0.0,22.76,9.0,9.0,0.0,3042.75,0.05,0.05,
2026/27,East of England Electricity Network,HGHFLD,759,1050000563150,HGHFLD,759,1050000563169,HGHFLD,,3.503,10.06,6.14,6.14,0.0,3173.14,0.05,0.05,
2026/27,East of England Electricity Network,HOBACK,770,1050000708514,HOBACK,770,1050000698405,HOBACK,,0.222,4.85,3.15,3.15,0.0,897.21,0.05,0.05,
2026/27,East of England Electricity Network,HOLTON,662,1050000769118,HOLTON,662,1050000769127,HOLTON,,5.459,27.97,1.51,1.51,0.0,1118.99,0.05,0.05,
2026/27,East of England Electricity Network,HRMT_B,445,1050001324390,HRMT_B,445,1050001324405,HRMT_B,,0.004,246.25,1.36,1.36,-0.095,246.25,0.05,0.05,
2026/27,East of England Electricity Network,HRMT_P,686,1050001324414,HRMT_P,686,1050001324423,HRMT_P,,0.004,9.66,1.52,1.52,0.0,482.84,0.05,0.05,
2026/27,East of England Electricity Network,HYDESF,450,1050000759713,HYDESF,450,1050000759722,HYDESF,,0.892,24.3,2.13,2.13,0.0,2186.7,0.05,0.05,
2026/27,East of England Electricity Network,ILMEBS,,MSID: 7537,ILMEBS,,MSID: 7538,ILMEBS,,0.0,1931.56,1.82,1.82,-0.685,1931.56,0.05,0.05,
2026/27,East of England Electricity Network,INGMSF,416,1050002077454,INGMSF,416,1050002077463,INGMSF,,0.419,1.4,2.51,2.51,0.0,561.04,0.05,0.05,
2026/27,East of England Electricity Network,JKSLNE,451,1050000556055,JKSLNE,451,1050000556046,JKSLNE,,0.254,50.73,1.4,1.4,0.0,7608.81,0.05,0.05,
2026/27,East of England Electricity Network,KNGSLN,,MSID: 7044,KNGSLN,,MSID: 7044,KNGSLN,,0.0,49.98,1.45,1.45,-0.093,1159.62,0.05,0.05,
2026/27,East of England Electricity Network,KNNING,452,1050000823458,KNNING,452,1050000823467,KNNING,,0.0,7.79,8.47,8.47,0.0,935.24,0.05,0.05,
2026/27,East of England Electricity Network,LCKFRD,760,1050000578704,LCKFRD,760,1050000578699,LCKFRD,,0.0,4.26,7.0,7.0,0.0,2127.7,0.05,0.05,
2026/27,East of England Electricity Network,LDAHSF,468,1030083806024,LDAHSF,468,1030083805795,LDAHSF,,0.105,9.72,2.86,2.86,0.0,925.32,0.05,0.05,
2026/27,East of England Electricity Network,LNGFRD,453,1050000698283,LNGFRD,453,1050000698247,LNGFRD,,0.0,22.6,6.57,6.57,0.0,3954.95,0.05,0.05,
2026/27,East of England Electricity Network,LNGHO2,455,1050000802936,LNGHO2,455,1050000802945,LNGHO2,,5.853,50.75,1.84,1.84,0.0,2233.18,0.05,0.05,
2026/27,East of England Electricity Network,LNGHOE,454,1050000774109,LNGHOE,454,1050000774118,LNGHOE,,5.851,75.29,1.91,1.91,0.0,2208.64,0.05,0.05,
2026/27,East of England Electricity Network,LONWST,704,1023497360519,LONWST,704,1023479109093,LONWST,1.0,0.078,5357.83,1.32,1.32,-0.325,5172.46,0.05,0.05,
2026/27,East of England Electricity Network,LORDSW,411,1050001905660,LORDSW,411,1050001905679,LORDSW,,1.927,55.04,2.42,2.42,-2.693,2270.86,0.05,0.05,
2026/27,East of England Electricity Network,MALDBS,423,1050002444180,MALDBS,423,1050002444199,MALDBS,,0.0,805.82,1.97,1.97,-0.85,805.82,0.05,0.05,
2026/27,East of England Electricity Network,MANFRM,668,1050000961361,MANFRM,668,1050000961370,MANFRM,1.0,0.0,5042.87,4.79,4.79,0.0,6494.59,0.05,0.05,
2026/27,East of England Electricity Network,MANORF,456,1050000843640,MANORF,456,1050000843659,MANORF,,0.0,88.57,3.21,3.21,0.0,1296.1,0.05,0.05,
2026/27,East of England Electricity Network,MDWFRM,765,1050000589956,MDWFRM,765,1050000579266,MDWFRM,,0.139,9.52,2.09,2.09,0.0,952.49,0.05,0.05,
2026/27,East of England Electricity Network,MILLDR,690,1050001197855,MILLDR,690,1050001197846,MILLDR,1.0,0.17,5032.9,1.95,1.95,0.0,995.07,0.05,0.05,
2026/27,East of England Electricity Network,MILLFM,691,1050001261465,MILLFM,691,1050001261429,MILLFM,,0.0,47.93,7.48,7.48,0.0,3834.69,0.05,0.05,
2026/27,East of England Electricity Network,MINGAY,730,1050000574667,MINGAY,730,1050000574676,MINGAY,,0.0,6.19,3.26,3.26,0.0,927.92,0.05,0.05,
2026/27,East of England Electricity Network,MLLFLD,669,1050001060050,MLLFLD,669,1050001060060,MLLFLD,,0.0,1.77,9.6,9.6,0.0,440.77,0.05,0.05,
2026/27,East of England Electricity Network,MOLLAV,774,1050001620710,MOLLAV,774,1050001620720,MOLLAV,,0.0,15.9,2.82,2.82,-0.098,1590.48,0.05,0.05,
2026/27,East of England Electricity Network,NEWTON,670,1050001042238,NEWTON,670,1050001042229,NEWTON,,0.5,9.72,1.8,1.8,0.0,972.27,0.05,0.05,
2026/27,East of England Electricity Network,NVASCT,764,1050000588206,NVASCT,764,1050000588215,NVASCT,,0.523,71.93,2.37,2.37,0.0,1312.74,0.05,0.05,
2026/27,East of England Electricity Network,OCKESF,420,1050002638045,OCKESF,420,1050002638054,OCKESF,,0.0,270.75,1.13,1.13,0.0,23340.44,0.05,0.05,
2026/27,East of England Electricity Network,OLDAIR,457,1050000890756;1050001013812,OLDAIR,457,1050000890765;1050001013803,OLDAIR,,2.069,22.5,4.25,4.25,0.0,420.04,0.05,0.05,
2026/27,East of England Electricity Network,OUTWD2,739,1050002380321,OUTWD2,739,1050002380330,OUTWD2,1.0,1.734,5023.93,1.77,1.77,0.0,874.15,0.05,0.05,
2026/27,East of England Electricity Network,OUTWDS,672,1050001054190,OUTWDS,672,1050001054206,OUTWDS,,2.091,18.51,1.41,1.41,0.0,925.52,0.05,0.05,
2026/27,East of England Electricity Network,PARKFM,414,1050001523760,PARKFM,414,1050002018468,PARKFM,2.0,0.882,24670.74,1.33,1.33,-0.838,93.99,0.05,0.05,
2026/27,East of England Electricity Network,PEMBSF,395,1050002899281,PEMBSF,395,1050002899290,PEMBSF,,2.968,1.05,2.74,2.74,0.0,441.49,0.05,0.05,
2026/27,East of England Electricity Network,PENTSF,392,1050002866365,PENTSF,392,1050002866374,PENTSF,,0.619,15.0,2.47,2.47,0.0,2368.85,0.05,0.05,
2026/27,East of England Electricity Network,QRRNDN,458,1050000768550,QRRNDN,458,1050000768693,QRRNDN,,0.961,58.17,9.02,9.02,0.0,1745.15,0.05,0.05,
2026/27,East of England Electricity Network,RAINHM,703,1023487352751;1023487353212,RAINHM,703,1023487353444;1023525149808,RAINHM,1.0,1.315,5070.19,2.29,2.29,-2.846,4427.04,0.05,0.05,
2026/27,East of England Electricity Network,REYDON,776,1050000612816,REYDON,776,1050000612807,REYDON,1.0,3.587,5019.27,2.05,2.05,0.0,1003.7,0.05,0.05,
2026/27,East of England Electricity Network,RMSYSF,674,1050001036651,RMSYSF,674,1050001036660,RMSYSF,,0.734,145.1,1.64,1.64,0.0,1795.66,0.05,0.05,
2026/27,East of England Electricity Network,ROOKRY,676,1050001028465,ROOKRY,676,1050001028474,ROOKRY,,0.0,10.11,9.47,9.47,0.0,432.43,0.05,0.05,
2026/27,East of England Electricity Network,SHOTSF,389,1050002464089,SHOTSF,389,1050002464098,SHOTSF,1.0,0.0,5027.99,2.37,2.37,0.0,2968.37,0.05,0.05,
2026/27,East of England Electricity Network,SPRIGS,778,1050000540019,SPRIGS,778,1050000540028,SPRIGS,,2.111,7.87,3.34,3.34,0.0,1889.28,0.05,0.05,
2026/27,East of England Electricity Network,STAGSH,717,1030037478730,STAGSH,717,1030037478509,STAGSH,,0.422,354.13,1.17,1.17,0.0,7082.59,0.05,0.05,
2026/27,East of England Electricity Network,STWBRG,732,1050000613847,STWBRG,732,1050000613856,STWBRG,,0.132,15.39,4.17,4.17,0.0,3232.75,0.05,0.05,
2026/27,East of England Electricity Network,SWNLND,696,1050001290011,SWNLND,696,1050001290020,SWNLND,,0.0,12.79,10.1,10.1,0.0,1047.14,0.05,0.05,
2026/27,East of England Electricity Network,TOGGAM,679,1050001059393,TOGGAM,679,1050001059384,TOGGAM,1.0,0.707,5085.95,2.22,2.22,0.0,7739.36,0.05,0.05,
2026/27,East of England Electricity Network,TOOLEY,680,1050000903217,TOOLEY,680,1050000903226,TOOLEY,,0.0,38.71,8.49,8.49,0.0,1935.48,0.05,0.05,
2026/27,East of England Electricity Network,TROWSF,449,1050001541858;1050002380289,TROWSF,449,1050001541867;1050002380298,TROWSF,1.0,0.486,5032.25,1.42,1.42,0.0,962.74,0.05,0.05,
2026/27,East of England Electricity Network,WDLWWW,650,1030078016696,WDLWWW,650,1030078017157,WDLWWW,,0.47,9.13,2.26,2.26,0.0,1292.71,0.05,0.05,
2026/27,East of England Electricity Network,WHIRSF,422,1050002982113,WHIRSF,422,1050002982122,WHIRSF,1.0,0.0,5020.25,2.11,2.11,0.0,5222.83,0.05,0.05,
2026/27,East of England Electricity Network,WIGGIN,461,1050000769145,WIGGIN,461,1050000769154,WIGGIN,,1.251,18.25,4.59,4.59,0.0,1825.24,0.05,0.05,
2026/27,East of England Electricity Network,WOOLLY,464,1050000555920,WOOLLY,464,1050000555910,WOOLLY,,0.0,107.13,3.09,3.09,0.0,10712.73,0.05,0.05,
2026/27,East of England Electricity Network,WSBRDG,463,1050000650690,WSBRDG,463,1050000650680,WSBRDG,,0.0,15.77,10.24,10.24,0.0,1261.57,0.05,0.05,
2026/27,London Electricity Network,BRDGTE,,1200061148014;1200061148023,,,,BRDGTE,2.0,0.183,9297.23,3.14,3.14,,,,,
2026/27,London Electricity Network,BRKFLD,,1200061148060;1200061148079,,,,BRKFLD,2.0,0.222,9297.23,2.45,2.45,,,,,
2026/27,London Electricity Network,BRMLEY,,MSID: 1630,,,,BRMLEY,4.0,0.163,53850.23,5.17,5.17,,,,,
2026/27,London Electricity Network,DART11,,MSID: 1032,,,,DART11,2.0,0.362,8702.12,6.91,6.91,,,,,
2026/27,London Electricity Network,LEDNHS,,1200061144065;1200061144074,,,,LEDNHS,2.0,0.204,9297.23,2.57,2.57,,,,,
2026/27,London Electricity Network,LIMEST,,1200062132006;1200062132015,,,,LIMEST,2.0,0.221,9297.23,2.33,2.33,,,,,
2026/27,London Electricity Network,LNWAL1,,1200061148194;1200061148200,,,,LNWAL1,1.0,0.219,1537.69,3.23,3.23,,,,,
2026/27,London Electricity Network,LU_CHA,,1200061231921;1200061231930;1200061231940;1200061231959,,,,LU_CHA,4.0,0.0,65537.61,1.22,1.22,,,,,
2026/27,London Electricity Network,LU_HOX,,1200060323191,,,,LU_HOX,4.0,0.0,63305.27,0.62,0.62,,,,,
2026/27,London Electricity Network,NR_MAD,,1200010251540,,,,NR_MAD,1.0,0.017,1205.39,1.23,1.23,,,,,
2026/27,London Electricity Network,NR_WES,716,1200010251568,NR_WES,716,1200052486875,NR_WES,4.0,0.241,62052.69,2.34,2.34,0.0,650.99,0.05,0.05,
2026/27,London Electricity Network,NR_WHI,,1200050493611,,,,NR_WHI,1.0,5.547,1073.99,2.59,2.59,,,,,
2026/27,London Electricity Network,THAMEC,702,1200061171324;1200061171333,THAMEC,702,1200061171342;1200061171351,THAMEC,4.0,0.0,57313.09,3.8,3.8,0.0,2430.16,0.05,0.05,
2026/27,London Electricity Network,VOLTDC,,1200061148032;1200061148041,,,,VOLTDC,2.0,0.183,10600.58,2.58,2.58,,,,,
2026/27,London Electricity Network,SELCHP,730,1200010175650,SELCHP,730,1200010258304,SELCHP,1.0,0.2,1440.02,0.89,0.89,-0.2,5275.92,0.05,0.05,
2026/27,South Eastern England Electricity Network,BP_OIL,,1900017426438;1900017426447,,,,BP_OIL,1.0,0.0,2924.71,1.27,1.27,,,,,
2026/27,South Eastern England Electricity Network,DIGREA,,1900091200323;1900091200332,,,,DIGREA,4.0,0.0,64636.84,2.19,2.19,,,,,
2026/27,South Eastern England Electricity Network,KNGSPN,,MSID: 1027,,,,KNGSPN,4.0,0.0,62199.79,2.83,2.83,,,,,
2026/27,South Eastern England Electricity Network,NP_LAB,,1900047386380,,,,NP_LAB,1.0,2.548,3318.47,3.09,3.09,,,,,
2026/27,South Eastern England Electricity Network,NR_AFD,,1900060219377,,,,NR_AFD,3.0,2.118,33778.28,2.38,2.38,,,,,
2026/27,South Eastern England Electricity Network,NR_BRI,,1900060218675,,,,NR_BRI,4.0,0.845,63537.2,2.49,2.49,,,,,
2026/27,South Eastern England Electricity Network,NR_DOR,,1900060219303,,,,NR_DOR,2.0,4.897,13076.04,2.46,2.46,,,,,
2026/27,South Eastern England Electricity Network,NR_EAS,,1900060218912,,,,NR_EAS,2.0,0.456,13076.04,3.49,3.49,,,,,
2026/27,South Eastern England Electricity Network,NR_HAS,,1900060218986,,,,NR_HAS,2.0,0.377,18491.68,1.91,1.91,,,,,
2026/27,South Eastern England Electricity Network,NR_LEA,,1900060219001,,,,NR_LEA,4.0,2.554,63091.39,2.56,2.56,,,,,
2026/27,South Eastern England Electricity Network,THAMEM,691,1900090872672;1900090872681,THAMEM,691,1900090876979;1900090876988,THAMEM,4.0,0.605,68256.94,1.64,1.64,-0.581,4542.86,0.05,0.05,
2026/27,South Eastern England Electricity Network,TWHK66,692,1900091206176,TWHK66,692,1900091206194,TWHK66,2.0,6.172,12523.88,2.05,2.05,-6.177,54.31,0.05,0.05,
2026/27,South Eastern England Electricity Network,BNTLY2,712,1900091463646,BNTLY2,712,1900091463655,BNTLY2,,2.835,9.86,2.96,2.96,0.0,828.5,0.05,0.05,
2026/27,South Eastern England Electricity Network,BRAMBS,695,1900091566810,BRAMBS,695,1900091566820,BRAMBS,,0.129,507.07,1.18,1.18,-0.473,507.07,0.05,0.05,
2026/27,South Eastern England Electricity Network,BRELLE,696,1900091523116,BRELLE,696,1900091523125,BRELLE,,0.002,44.43,1.19,1.19,-0.192,947.83,0.05,0.05,
2026/27,South Eastern England Electricity Network,CAPELG,706,1900091353298,CAPELG,706,1900091353303,CAPELG,,4.463,1.24,5.3,5.3,0.0,1011.16,0.05,0.05,
2026/27,South Eastern England Electricity Network,CLYHLL,716,1900091343750,CLYHLL,716,1900091343769,CLYHLL,,1.337,13.16,3.43,3.43,0.0,1316.3,0.05,0.05,
2026/27,South Eastern England Electricity Network,CRYENG,,MSID: 7441,CRYENG,,MSID: 7442,CRYENG,,0.016,163.68,0.94,0.94,-0.007,436.47,0.05,0.05,
2026/27,South Eastern England Electricity Network,CWSTBS,,ENET,CWSTBS,,ENET,CWSTBS,,0.001,49.61,0.56,0.56,-0.032,49.61,0.05,0.05,
2026/27,South Eastern England Electricity Network,DARENT,767,1900091057568,DARENT,767,1900091057559,DARENT,1.0,0.003,2729.55,0.8,0.8,-0.003,3058.42,0.05,0.05,
2026/27,South Eastern England Electricity Network,FORDSF,707,1900091361962,FORDSF,707,1900091361971,FORDSF,,0.333,16.2,1.21,1.21,0.0,925.74,0.05,0.05,
2026/27,South Eastern England Electricity Network,KENTI2,746,1900091199519,KENTI2,746,1900091199528,KENTI2,1.0,0.0,2542.71,0.81,0.81,0.0,434.05,0.05,0.05,
2026/27,South Eastern England Electricity Network,KENTIS,722,1900070122273,KENTIS,722,1900070122343,KENTIS,1.0,0.0,2552.83,0.82,0.82,,,,,
2026/27,South Eastern England Electricity Network,KNTSFM,,MSID: 7435,KNTSFM,,MSID: 7436,KNTSFM,,0.565,1169.76,1.12,1.12,-0.967,1231.69,0.05,0.05,
2026/27,South Eastern England Electricity Network,LBOURN,747,1900091171267,LBOURN,747,1900091171276,LBOURN,,0.201,9.75,2.18,2.18,0.0,914.07,0.05,0.05,
2026/27,South Eastern England Electricity Network,LCHEYI,721,1900090194653,LCHEYI,721,1900090194644,LCHEYI,,0.944,9.32,1.25,1.25,0.0,1209.21,0.05,0.05,
2026/27,South Eastern England Electricity Network,LENHAM,736,1900091081560,LENHAM,736,1900091081570,LENHAM,,2.273,19.29,2.46,2.46,0.0,1929.2,0.05,0.05,
2026/27,South Eastern England Electricity Network,MARSHB,709,1900091310596,MARSHB,709,1900091310601,MARSHB,,0.0,28.77,1.21,1.21,0.0,1173.86,0.05,0.05,
2026/27,South Eastern England Electricity Network,MVVRID,710,1900091199138,MVVRID,710,1900091199147,MVVRID,,0.0,2438.45,0.71,0.71,0.0,12826.27,0.05,0.05,
2026/27,South Eastern England Electricity Network,NEWHVN,700,1900090585014,NEWHVN,700,1900090585005,NEWHVN,,1.913,55.73,1.19,1.19,-2.284,390.08,0.05,0.05,
2026/27,South Eastern England Electricity Network,NEWRID,698,1900091718313;1900092210410,NEWRID,698,1900091718322,NEWRID,1.0,0.054,2536.26,1.32,1.32,0.0,2124.36,0.05,0.05,
2026/27,South Eastern England Electricity Network,OAKLND,752,1900091197414,OAKLND,752,1900091197423,OAKLND,,2.548,8.13,2.97,2.97,0.0,893.54,0.05,0.05,
2026/27,South Eastern England Electricity Network,OLDRSF,739,1900091024517,OLDRSF,739,1900091024526,OLDRSF,,0.049,6.04,2.5,2.5,0.0,1207.67,0.05,0.05,
2026/27,South Eastern England Electricity Network,PADWSF,754,1900091216634,PADWSF,754,1900091216643,PADWSF,,4.364,6.19,2.73,2.73,0.0,980.04,0.05,0.05,
2026/27,South Eastern England Electricity Network,POSHWF,719,1900091227307,POSHWF,719,1900091227316,POSHWF,,0.001,8.74,0.99,0.99,0.0,437.06,0.05,0.05,
2026/27,South Eastern England Electricity Network,SEVIND,,MSID: 7160,SEVIND,,MSID: 7160,SEVIND,,5.069,2.43,2.84,2.84,-5.019,194.45,0.05,0.05,
2026/27,South Eastern England Electricity Network,SHEPHM,718,1900091420128,SHEPHM,718,1900091420137,SHEPHM,,0.21,68.73,1.92,1.92,0.0,2577.21,0.05,0.05,
2026/27,South Eastern England Electricity Network,SHORHM,,MSID: 7104,SHORHM,,MSID: 7104,SHORHM,2.0,0.003,12540.83,1.56,1.56,-0.841,14231.14,0.05,0.05,
2026/27,South Eastern England Electricity Network,SOLEES,755,1900091121257;1900091121275,SOLEES,755,1900091121266;1900091121284,SOLEES,,0.053,55.05,1.65,1.65,0.0,2311.97,0.05,0.05,
2026/27,South Eastern England Electricity Network,SYCAMR,737,1900091090096,SYCAMR,737,1900091090101,SYCAMR,,1.322,88.71,1.65,1.65,0.0,3193.48,0.05,0.05,
2026/27,South Eastern England Electricity Network,THAER2,733,1900090417106,THAER2,733,1900090417189,THAER2,2.0,0.0,14832.1,1.75,1.75,-1.256,2647.67,0.05,0.05,
2026/27,South Eastern England Electricity Network,THAER4,733,1900090417151,THAER4,733,1900090417230,THAER4,1.0,0.0,3016.16,2.23,2.23,-1.256,485.21,0.05,0.05,
2026/27,South Eastern England Electricity Network,THORNE,750,1900091171364,THORNE,750,1900091171373,THORNE,,0.0,30.01,1.63,1.63,0.0,3121.32,0.05,0.05,
2026/27,South Eastern England Electricity Network,WIDHFM,714,1900091478493,WIDHFM,714,1900091478509,WIDHFM,,6.077,25.92,3.44,3.44,0.0,2073.56,0.05,0.05,
2026/27,South Eastern England Electricity Network,WSTWDX,740,1900091086531,WSTWDX,740,1900091086540,WSTWDX,,0.765,19.29,1.64,1.64,0.0,1929.2,0.05,0.05,
2024/25,East of England Electricity Network,ADBRKS,,1023529546480,,,,ADBRKS,3.0,0.291,53499.0,4.72,4.72,,,,,
2024/25,East of England Electricity Network,ARKENF,,1050001901140,,,,ARKENF,4.0,,76775.66,1.48,1.48,,,,,
2024/25,East of England Electricity Network,AW_GRA,400,1014571445536;1023477037942,AW_GRA,400,1050001872410;1050001872400,AW_GRA,2.0,0.004,19626.64,5.07,5.07,,70.06,0.05,0.05,
2024/25,East of England Electricity Network,BOCTHA,,1014572608412,,,,BOCTHA,2.0,2.303,21062.89,5.24,5.24,,,,,
2024/25,East of England Electricity Network,BPA_CO,,1014572578282,,,,BPA_CO,1.0,,4474.89,3.33,3.33,,,,,
2024/25,East of England Electricity Network,DRABED,,1014572509517,,,,DRABED,1.0,0.107,15061.6,1.98,1.98,,,,,
2024/25,East of England Electricity Network,EMR_TI,,1014572805060;1023475632649,,,,EMR_TI,2.0,,20405.79,1.67,1.67,,,,,
2024/25,East of England Electricity Network,ESWWIX,,1014572713989,,,,ESWWIX,1.0,8.593,7516.97,2.25,2.25,,,,,
2024/25,East of England Electricity Network,FORD_D,,1015684515819,,,,FORD_D,4.0,0.193,108548.63,2.62,2.62,,,,,
2024/25,East of England Electricity Network,GLXOW2,,1023475634488;1023475635409,,,,GLXOW2,2.0,4.496,19846.37,2.83,2.83,,,,,
2024/25,East of England Electricity Network,GLXOWR,433,1014570677103;1023475633563;1023475634256;1023475634948;1023484819994,GLXOWR,433,1030074763118;1030074763340,GLXOWR,2.0,4.496,19846.37,1.69,1.69,,,,,
2024/25,East of England Electricity Network,HEINZF,,1014573127752,,,,HEINZF,1.0,0.951,3674.33,3.96,3.96,,,,,
2024/25,East of England Electricity Network,HRLWDC,,1050001003372;1050001003381;1050001003390,,,,HRLWDC,2.0,0.227,41127.9,1.53,1.53,,,,,
2024/25,East of England Electricity Network,HS2_AT,,1050002167017;1050002167026;1050002167035;1050002167044,,,,HS2_AT,4.0,10.747,73481.84,4.49,4.49,,,,,
2024/25,East of England Electricity Network,HS2WRU,,1050002218665;1050002218656,,,,HS2WRU,3.0,0.677,65131.85,3.99,3.99,,,,,
2024/25,East of England Electricity Network,HTFD_L,,1014569896484,,,,HTFD_L,1.0,0.05,4040.85,2.06,2.06,,,,,
2024/25,East of England Electricity Network,LAKENH,,1023504932800;1050002056960;1050001791601,,,,LAKENH,2.0,1.851,20145.72,6.04,6.04,,,,,
2024/25,East of England Electricity Network,LBARPS,,MSID: 7409,,,,LBARPS,,0.188,429.38,1.47,1.47,,,,,
2024/25,East of England Electricity Network,NR_COL,720,1014572898446;1030076303426,NR_COL,720,1023545945047;1030077668707,NR_COL,2.0,0.094,30259.03,4.01,4.01,,2921.46,0.05,0.05,
2024/25,East of England Electricity Network,NR_CRW,721,1014572578742,NR_CRW,721,1023545945029,NR_CRW,3.0,,59019.82,5.95,5.95,,,,,
2024/25,East of England Electricity Network,NR_GRA,,1014573096936,,,,NR_GRA,2.0,,24882.65,1.93,1.93,,,,,
2024/25,East of England Electricity Network,NR_MAN,723,1014572821160,NR_MAN,723,1023545947499,NR_MAN,2.0,0.33,47350.24,2.5,2.5,,,,,
2024/25,East of England Electricity Network,NR_MIL,473,1014573017580,NR_MIL,473,1050000419785,NR_MIL,3.0,,59878.58,3.74,3.74,,,,,
2024/25,East of England Electricity Network,NR_UGL,,1014573113954,,,,NR_UGL,2.0,,24882.65,3.18,3.18,,,,,
2024/25,East of England Electricity Network,NRAUTH,,1014572907871;1023484600573,,,,NRAUTH,2.0,5.587,19846.37,2.32,2.32,,,,,
2024/25,East of England Electricity Network,NYSEIB,,1030062357607;1030062357839,,,,NYSEIB,3.0,2.78,57071.48,2.12,2.12,,,,,
2024/25,East of England Electricity Network,PLMPPR,434,1030062872341;1030062872573,PLMPPR,434,1050001450466;1050001450475,PLMPPR,4.0,0.011,75423.16,1.6,1.6,-0.011,1411.12,0.05,0.05,
2024/25,East of England Electricity Network,PRECIS,,1014572632790;1015685836242,,,,PRECIS,1.0,2.948,3824.0,6.87,6.87,,,,,
2024/25,East of England Electricity Network,QNETIC,,1014572722956,,,,QNETIC,1.0,3.084,10656.98,3.41,3.41,,,,,
2024/25,East of England Electricity Network,RANJAC,,1014712345991,,,,RANJAC,1.0,0.334,3674.33,3.12,3.12,,,,,
2024/25,East of England Electricity Network,STANS3,,1015685338293,,,,STANS3,2.0,0.604,19846.37,3.74,3.74,,,,,
2024/25,East of England Electricity Network,STMFRD,,MSID: 2035,,,,STMFRD,4.0,0.013,72883.15,3.66,3.66,,,,,
2024/25,East of England Electricity Network,WWYNDC,,1030059750786;1030059751015;1050001656595;1050001656600,,,,WWYNDC,4.0,1.121,106255.81,3.21,3.21,,,,,
