Date,Settlement Period,BCA (£),BSA (MWh),BVA (MWh),SCA (£),SSA (MWh),SVA (MWh)
01/04/2017,1,0,325,0,307.5,150,12.5
01/04/2017,2,0,325,0,307.5,150,12.5
01/04/2017,3,0,325,0,307.5,150,12.5
01/04/2017,4,0,325,0,307.5,150,12.5
01/04/2017,5,0,325,0,307.5,150,12.5
01/04/2017,6,0,325,0,307.5,150,12.5
01/04/2017,7,0,325,0,307.5,150,12.5
01/04/2017,8,0,325,0,307.5,150,12.5
01/04/2017,9,0,325,0,307.5,150,12.5
01/04/2017,10,0,325,0,307.5,150,12.5
01/04/2017,11,0,325,0,307.5,150,12.5
01/04/2017,12,0,325,0,307.5,150,12.5
01/04/2017,13,0,325,0,307.5,150,12.5
01/04/2017,14,0,325,0,307.5,150,12.5
01/04/2017,15,0,0,0,307.5,150,12.5
01/04/2017,16,0,0,0,307.5,150,12.5
01/04/2017,17,0,0,0,0,0,0
01/04/2017,18,0,0,0,0,0,0
01/04/2017,19,0,0,0,0,0,0
01/04/2017,20,0,0,0,0,0,0
01/04/2017,21,0,0,0,0,0,0
01/04/2017,22,0,0,0,0,0,0
01/04/2017,23,0,0,0,0,0,0
01/04/2017,24,0,0,0,0,0,0
01/04/2017,25,0,0,0,0,0,0
01/04/2017,26,0,0,0,0,0,0
01/04/2017,27,0,0,0,0,0,0
01/04/2017,28,0,0,0,0,0,0
01/04/2017,29,0,0,0,0,0,0
01/04/2017,30,0,0,0,0,0,0
01/04/2017,31,0,0,0,0,0,0
01/04/2017,32,0,0,0,0,0,0
01/04/2017,33,0,0,0,0,0,0
01/04/2017,34,0,0,0,0,0,0
01/04/2017,35,0,0,0,0,0,0
01/04/2017,36,0,0,0,0,0,0
01/04/2017,37,0,0,0,0,0,0
01/04/2017,38,0,0,0,0,0,0
01/04/2017,39,0,0,0,0,0,0
01/04/2017,40,0,0,0,0,0,0
01/04/2017,41,0,0,0,0,0,0
01/04/2017,42,0,0,0,0,0,0
01/04/2017,43,0,0,0,0,0,0
01/04/2017,44,0,0,0,0,0,0
01/04/2017,45,0,0,0,0,0,0
01/04/2017,46,0,0,0,0,0,0
01/04/2017,47,0,455,0,302.5,150,12.5
01/04/2017,48,0,455,0,302.5,150,12.5
02/04/2017,1,0,455,0,302.5,150,12.5
02/04/2017,2,0,455,0,302.5,150,12.5
02/04/2017,3,0,455,0,302.5,150,12.5
02/04/2017,4,0,455,0,302.5,150,12.5
02/04/2017,5,0,455,0,302.5,150,12.5
02/04/2017,6,0,455,0,302.5,150,12.5
02/04/2017,7,0,455,0,302.5,150,12.5
02/04/2017,8,0,455,0,302.5,150,12.5
02/04/2017,9,0,455,0,302.5,150,12.5
02/04/2017,10,0,455,0,302.5,150,12.5
02/04/2017,11,0,455,0,302.5,150,12.5
02/04/2017,12,0,455,0,302.5,150,12.5
02/04/2017,13,0,455,0,302.5,150,12.5
02/04/2017,14,0,455,0,302.5,150,12.5
02/04/2017,15,0,110,0,302.5,150,12.5
02/04/2017,16,0,110,0,302.5,150,12.5
02/04/2017,17,0,0,0,0,0,0
02/04/2017,18,0,0,0,0,0,0
02/04/2017,19,0,0,0,0,0,0
02/04/2017,20,0,0,0,0,0,0
02/04/2017,21,0,0,0,0,0,0
02/04/2017,22,0,0,0,0,0,0
02/04/2017,23,0,0,0,0,0,0
02/04/2017,24,0,0,0,0,0,0
02/04/2017,25,0,0,0,0,0,0
02/04/2017,26,0,0,0,0,0,0
02/04/2017,27,0,0,0,0,0,0
02/04/2017,28,0,0,0,0,0,0
02/04/2017,29,0,0,0,0,0,0
02/04/2017,30,0,0,0,0,0,0
02/04/2017,31,0,0,0,0,0,0
02/04/2017,32,0,0,0,0,0,0
02/04/2017,33,0,0,0,0,0,0
02/04/2017,34,0,0,0,0,0,0
02/04/2017,35,0,0,0,0,0,0
02/04/2017,36,0,0,0,0,0,0
02/04/2017,37,0,0,0,0,0,0
02/04/2017,38,0,0,0,0,0,0
02/04/2017,39,0,0,0,0,0,0
02/04/2017,40,0,0,0,0,0,0
02/04/2017,41,0,0,0,0,0,0
02/04/2017,42,0,0,0,0,0,0
02/04/2017,43,0,0,0,0,0,0
02/04/2017,44,0,0,0,0,0,0
02/04/2017,45,0,0,0,0,0,0
02/04/2017,46,0,0,0,0,0,0
02/04/2017,47,0,307.5,0,333.75,75,12.5
02/04/2017,48,0,307.5,0,333.75,75,12.5
03/04/2017,1,0,307.5,0,333.75,75,12.5
03/04/2017,2,0,307.5,0,333.75,75,12.5
03/04/2017,3,0,307.5,0,333.75,75,12.5
03/04/2017,4,0,307.5,0,333.75,75,12.5
03/04/2017,5,0,307.5,0,333.75,75,12.5
03/04/2017,6,0,307.5,0,333.75,75,12.5
03/04/2017,7,0,307.5,0,333.75,75,12.5
03/04/2017,8,0,307.5,0,333.75,75,12.5
03/04/2017,9,0,307.5,0,0,50,0
03/04/2017,10,0,307.5,0,0,50,0
03/04/2017,11,0,307.5,0,0,0,0
03/04/2017,12,0,307.5,0,0,0,0
03/04/2017,13,0,307.5,0,0,0,0
03/04/2017,14,0,307.5,0,0,0,0
03/04/2017,15,0,0,0,0,0,0
03/04/2017,16,0,0,0,0,0,0
03/04/2017,17,0,0,0,0,0,0
03/04/2017,18,0,0,0,0,0,0
03/04/2017,19,0,0,0,0,0,0
03/04/2017,20,0,0,0,0,0,0
03/04/2017,21,0,0,0,0,0,0
03/04/2017,22,0,0,0,0,0,0
03/04/2017,23,0,0,0,0,0,0
03/04/2017,24,0,0,0,0,0,0
03/04/2017,25,0,0,0,0,16,0
03/04/2017,26,0,0,0,0,16,0
03/04/2017,27,0,0,0,12610,16,500
03/04/2017,28,0,0,0,12610,16,500
03/04/2017,29,0,0,0,12610,33.5,500
03/04/2017,30,0,0,0,12610,33.5,500
03/04/2017,31,0,0,0,12610,33.5,500
03/04/2017,32,0,0,0,12610,33.5,500
03/04/2017,33,0,0,0,0,33.5,0
03/04/2017,34,0,0,0,0,33.5,0
03/04/2017,35,0,0,0,0,33.5,0
03/04/2017,36,0,0,0,0,33.5,0
03/04/2017,37,0,0,0,0,33.5,0
03/04/2017,38,0,0,0,0,33.5,0
03/04/2017,39,0,0,0,0,33.5,0
03/04/2017,40,0,0,0,0,33.5,0
03/04/2017,41,0,0,0,0,33.5,0
03/04/2017,42,0,0,0,0,33.5,0
03/04/2017,43,0,0,0,0,33.5,0
03/04/2017,44,0,0,0,0,33.5,0
03/04/2017,45,0,0,0,0,33.5,0
03/04/2017,46,0,0,0,0,33.5,0
03/04/2017,47,0,227.5,0,337.5,258.5,12.5
03/04/2017,48,0,227.5,0,337.5,258.5,12.5
04/04/2017,1,0,337.5,0,337.5,258.5,12.5
04/04/2017,2,0,337.5,0,337.5,258.5,12.5
04/04/2017,3,0,337.5,0,337.5,225,12.5
04/04/2017,4,0,337.5,0,337.5,225,12.5
04/04/2017,5,0,337.5,0,337.5,225,12.5
04/04/2017,6,0,337.5,0,337.5,225,12.5
04/04/2017,7,0,337.5,0,337.5,225,12.5
04/04/2017,8,0,337.5,0,337.5,225,12.5
04/04/2017,9,0,337.5,0,337.5,225,12.5
04/04/2017,10,0,337.5,0,337.5,225,12.5
04/04/2017,11,0,337.5,0,337.5,225,12.5
04/04/2017,12,0,337.5,0,337.5,225,12.5
04/04/2017,13,0,227.5,0,337.5,225,12.5
04/04/2017,14,0,227.5,0,337.5,225,12.5
04/04/2017,15,18603,0,328.5,0,0,0
04/04/2017,16,18603,0,328.5,0,0,0
04/04/2017,17,0,0,0,0,57,0
04/04/2017,18,0,0,0,0,57,0
04/04/2017,19,0,0,0,0,57,0
04/04/2017,20,0,0,0,0,57,0
04/04/2017,21,0,0,0,0,57,0
04/04/2017,22,0,0,0,0,57,0
04/04/2017,23,0,0,0,0,57,0
04/04/2017,24,0,0,0,0,57,0
04/04/2017,25,0,0,0,0,240,0
04/04/2017,26,0,0,0,0,240,0
04/04/2017,27,0,0,0,0,240,0
04/04/2017,28,0,0,0,0,240,0
04/04/2017,29,0,0,0,0,240,0
04/04/2017,30,0,0,0,0,240,0
04/04/2017,31,0,0,0,0,240,0
04/04/2017,32,0,0,0,0,240,0
04/04/2017,33,0,0,0,0,249.5,0
04/04/2017,34,0,0,0,0,249.5,0
04/04/2017,35,0,0,0,0,249.5,0
04/04/2017,36,0,0,0,0,249.5,0
04/04/2017,37,0,0,0,0,249.5,0
04/04/2017,38,0,0,0,0,249.5,0
04/04/2017,39,0,0,0,0,249.5,0
04/04/2017,40,0,0,0,0,249.5,0
04/04/2017,41,0,0,0,0,249.5,0
04/04/2017,42,0,0,0,0,249.5,0
04/04/2017,43,0,0,0,0,249.5,0
04/04/2017,44,0,0,0,0,249.5,0
04/04/2017,45,0,0,0,0,249.5,0
04/04/2017,46,0,0,0,0,249.5,0
04/04/2017,47,0,307.5,0,0,474.5,0
04/04/2017,48,0,307.5,0,0,474.5,0
05/04/2017,1,0,307.5,0,0,474.5,0
05/04/2017,2,0,307.5,0,0,474.5,0
05/04/2017,3,0,307.5,0,0,669.5,0
05/04/2017,4,0,307.5,0,0,669.5,0
05/04/2017,5,0,307.5,0,0,669.5,0
05/04/2017,6,0,307.5,0,0,669.5,0
05/04/2017,7,0,307.5,0,0,669.5,0
05/04/2017,8,0,307.5,0,0,669.5,0
05/04/2017,9,0,307.5,0,0,669.5,0
05/04/2017,10,0,307.5,0,0,669.5,0
05/04/2017,11,0,307.5,0,0,669.5,0
05/04/2017,12,0,307.5,0,0,669.5,0
05/04/2017,13,0,307.5,0,0,669.5,0
05/04/2017,14,0,307.5,0,0,474.5,0
05/04/2017,15,0,0,0,0,249.5,0
05/04/2017,16,0,0,0,0,249.5,0
05/04/2017,17,0,0,0,0,249.5,0
05/04/2017,18,0,0,0,0,249.5,0
05/04/2017,19,0,0,0,0,249.5,0
05/04/2017,20,0,0,0,0,249.5,0
05/04/2017,21,0,0,0,0,249.5,0
05/04/2017,22,0,0,0,0,249.5,0
05/04/2017,23,0,0,0,0,249.5,0
05/04/2017,24,0,0,0,0,249.5,0
05/04/2017,25,0,0,0,0,47,0
05/04/2017,26,0,0,0,0,47,0
05/04/2017,27,0,0,0,0,47,0
05/04/2017,28,0,0,0,0,47,0
05/04/2017,29,0,0,0,0,47,0
05/04/2017,30,0,0,0,0,47,0
05/04/2017,31,0,0,0,0,47,0
05/04/2017,32,0,0,0,0,47,0
05/04/2017,33,0,0,0,0,47,0
05/04/2017,34,0,0,0,0,0,0
05/04/2017,35,0,0,0,0,0,0
05/04/2017,36,0,0,0,0,0,0
05/04/2017,37,0,0,0,0,0,0
05/04/2017,38,0,0,0,0,0,0
05/04/2017,39,0,0,0,0,0,0
05/04/2017,40,0,0,0,0,0,0
05/04/2017,41,0,0,0,0,0,0
05/04/2017,42,0,0,0,0,0,0
05/04/2017,43,0,0,0,0,0,0
05/04/2017,44,0,0,0,0,0,0
05/04/2017,45,0,0,0,0,0,0
05/04/2017,46,0,0,0,0,0,0
05/04/2017,47,0,222.5,0,5550,0,225
05/04/2017,48,0,222.5,0,5550,0,225
06/04/2017,1,0,222.5,0,5550,0,225
06/04/2017,2,0,222.5,0,5550,0,225
06/04/2017,3,0,222.5,0,5550,0,225
06/04/2017,4,0,222.5,0,5550,0,225
06/04/2017,5,0,222.5,0,5550,0,225
06/04/2017,6,0,222.5,0,5550,0,225
06/04/2017,7,0,222.5,0,5550,0,225
06/04/2017,8,0,222.5,0,5550,0,225
06/04/2017,9,0,222.5,0,5550,0,225
06/04/2017,10,0,222.5,0,5550,0,225
06/04/2017,11,0,222.5,0,5550,0,225
06/04/2017,12,0,222.5,0,5550,0,225
06/04/2017,13,0,222.5,0,5550,0,225
06/04/2017,14,0,222.5,0,5550,0,225
06/04/2017,15,0,0,0,0,0,0
06/04/2017,16,0,0,0,0,0,0
06/04/2017,17,0,0,0,0,0,0
06/04/2017,18,0,0,0,0,0,0
06/04/2017,19,0,0,0,0,0,0
06/04/2017,20,0,0,0,0,0,0
06/04/2017,21,0,0,0,0,0,0
06/04/2017,22,0,0,0,0,0,0
06/04/2017,23,0,0,0,0,14,0
06/04/2017,24,0,0,0,0,14,0
06/04/2017,25,0,0,0,0,14,0
06/04/2017,26,0,0,0,0,14,0
06/04/2017,27,0,0,0,0,14,0
06/04/2017,28,0,0,0,0,14,0
06/04/2017,29,0,0,0,0,14,0
06/04/2017,30,0,0,0,0,14,0
06/04/2017,31,0,0,0,0,14,0
06/04/2017,32,0,0,0,0,14,0
06/04/2017,33,0,0,0,0,14,0
06/04/2017,34,0,0,0,0,14,0
06/04/2017,35,0,0,0,0,14,0
06/04/2017,36,0,0,0,0,14,0
06/04/2017,37,0,0,0,0,14,0
06/04/2017,38,0,0,0,0,14,0
06/04/2017,39,0,0,0,0,14,0
06/04/2017,40,0,0,0,0,14,0
06/04/2017,41,0,0,0,0,10,0
06/04/2017,42,0,0,0,0,10,0
06/04/2017,43,0,0,0,0,10,0
06/04/2017,44,0,0,0,0,10,0
06/04/2017,45,0,0,0,0,10,0
06/04/2017,46,0,0,0,0,10,0
06/04/2017,47,0,0,0,5726.25,0,225
06/04/2017,48,0,0,0,5726.25,0,225
07/04/2017,1,0,110,0,5726.25,0,225
07/04/2017,2,0,110,0,5726.25,0,225
07/04/2017,3,0,110,0,5726.25,0,225
07/04/2017,4,0,110,0,5726.25,0,225
07/04/2017,5,0,110,0,5726.25,0,225
07/04/2017,6,0,110,0,5726.25,0,225
07/04/2017,7,0,110,0,5726.25,0,225
07/04/2017,8,0,110,0,5726.25,0,225
07/04/2017,9,0,110,0,5726.25,0,225
07/04/2017,10,0,110,0,5726.25,0,225
07/04/2017,11,0,110,0,2861.25,0,105
07/04/2017,12,0,110,0,2861.25,0,105
07/04/2017,13,0,0,0,1856.25,0,75
07/04/2017,14,0,0,0,1856.25,0,75
07/04/2017,15,0,0,0,0,0,0
07/04/2017,16,0,0,0,0,0,0
07/04/2017,17,0,0,0,0,0,0
07/04/2017,18,0,0,0,0,0,0
07/04/2017,19,0,0,0,0,0,0
07/04/2017,20,0,0,0,0,0,0
07/04/2017,21,0,0,0,0,0,0
07/04/2017,22,0,0,0,0,0,0
07/04/2017,23,0,0,0,0,0,0
07/04/2017,24,0,0,0,0,0,0
07/04/2017,25,0,0,0,0,0,0
07/04/2017,26,0,0,0,0,0,0
07/04/2017,27,0,0,0,0,0,0
07/04/2017,28,0,0,0,0,0,0
07/04/2017,29,0,0,0,0,0,0
07/04/2017,30,0,0,0,0,0,0
07/04/2017,31,0,0,0,0,0,0
07/04/2017,32,0,0,0,0,0,0
07/04/2017,33,0,0,0,0,0,0
07/04/2017,34,0,0,0,0,0,0
07/04/2017,35,0,0,0,0,0,0
07/04/2017,36,0,0,0,0,0,0
07/04/2017,37,0,0,0,0,0,0
07/04/2017,38,0,0,0,0,0,0
07/04/2017,39,0,0,0,0,0,0
07/04/2017,40,0,0,0,0,0,0
07/04/2017,41,0,0,0,0,0,0
07/04/2017,42,0,0,0,0,0,0
07/04/2017,43,0,0,0,0,0,0
07/04/2017,44,0,0,0,0,0,0
07/04/2017,45,0,0,0,0,0,0
07/04/2017,46,0,0,0,0,0,0
07/04/2017,47,0,380,0,5925,0,225
07/04/2017,48,0,380,0,5925,0,225
08/04/2017,1,0,380,0,5925,0,225
08/04/2017,2,0,380,0,5925,0,225
08/04/2017,3,0,380,0,5925,0,225
08/04/2017,4,0,380,0,5925,0,225
08/04/2017,5,0,380,0,5925,0,225
08/04/2017,6,0,380,0,5925,0,225
08/04/2017,7,0,380,0,5925,0,225
08/04/2017,8,0,380,0,5925,0,225
08/04/2017,9,0,380,0,5925,0,225
08/04/2017,10,0,380,0,5925,0,225
08/04/2017,11,0,380,0,5925,0,225
08/04/2017,12,0,380,0,5925,0,225
08/04/2017,13,0,380,0,5925,0,225
08/04/2017,14,0,380,0,5925,0,225
08/04/2017,15,0,0,0,5925,0,225
08/04/2017,16,0,0,0,5925,0,225
08/04/2017,17,0,0,0,0,0,0
08/04/2017,18,0,0,0,0,0,0
08/04/2017,19,0,0,0,0,0,0
08/04/2017,20,0,0,0,0,0,0
08/04/2017,21,0,0,0,0,0,0
08/04/2017,22,0,0,0,0,0,0
08/04/2017,23,0,0,0,0,0,0
08/04/2017,24,0,0,0,0,0,0
08/04/2017,25,0,0,0,0,0,0
08/04/2017,26,0,0,0,0,0,0
08/04/2017,27,0,0,0,0,0,0
08/04/2017,28,0,0,0,0,0,0
08/04/2017,29,0,0,0,6650,0,350
08/04/2017,30,0,0,0,6650,0,350
08/04/2017,31,0,0,0,7250,0,375
08/04/2017,32,0,0,0,7250,0,375
08/04/2017,33,0,0,0,7250,0,375
08/04/2017,34,0,0,0,7250,0,375
08/04/2017,35,0,0,0,0,0,0
08/04/2017,36,0,0,0,0,0,0
08/04/2017,37,0,0,0,0,0,0
08/04/2017,38,0,0,0,0,0,0
08/04/2017,39,0,0,0,0,0,0
08/04/2017,40,0,0,0,0,0,0
08/04/2017,41,0,150,0,0,0,0
08/04/2017,42,0,150,0,0,0,0
08/04/2017,43,0,150,0,0,0,0
08/04/2017,44,0,150,0,0,0,0
08/04/2017,45,0,150,0,0,0,0
08/04/2017,46,0,150,0,0,0,0
08/04/2017,47,0,700,0,3315,0,150
08/04/2017,48,0,700,0,3315,0,150
09/04/2017,1,0,700,0,4972.5,0,225
09/04/2017,2,0,700,0,4972.5,0,225
09/04/2017,3,0,700,0,4972.5,0,225
09/04/2017,4,0,700,0,4972.5,0,225
09/04/2017,5,0,700,0,4972.5,0,225
09/04/2017,6,0,700,0,4972.5,0,225
09/04/2017,7,0,700,0,4972.5,0,225
09/04/2017,8,0,700,0,4972.5,0,225
09/04/2017,9,0,700,0,4972.5,0,225
09/04/2017,10,0,700,0,4972.5,0,225
09/04/2017,11,0,700,0,4972.5,0,225
09/04/2017,12,0,700,0,4972.5,0,225
09/04/2017,13,0,700,0,4972.5,0,225
09/04/2017,14,0,700,0,4972.5,0,225
09/04/2017,15,0,470,0,3315,0,150
09/04/2017,16,0,470,0,3315,0,150
09/04/2017,17,0,150,0,0,0,0
09/04/2017,18,0,150,0,0,0,0
09/04/2017,19,0,150,0,0,0,0
09/04/2017,20,0,150,0,0,0,0
09/04/2017,21,0,150,0,0,0,0
09/04/2017,22,0,150,0,0,0,0
09/04/2017,23,0,150,0,0,0,0
09/04/2017,24,0,150,0,0,0,0
09/04/2017,25,0,150,0,3925,0,375
09/04/2017,26,0,150,0,3925,0,375
09/04/2017,27,0,150,0,3925,0,375
09/04/2017,28,0,150,0,3925,0,375
09/04/2017,29,0,199.409,0,3925,0,375
09/04/2017,30,0,199.409,0,3925,0,375
09/04/2017,31,0,150,0,3975,0,375
09/04/2017,32,0,150,0,3975,0,375
09/04/2017,33,0,150,0,3975,0,375
09/04/2017,34,0,150,0,3975,0,375
09/04/2017,35,0,150,0,1800,0,150
09/04/2017,36,0,150,0,1800,0,150
09/04/2017,37,0,150,0,0,0,0
09/04/2017,38,0,150,0,0,0,0
09/04/2017,39,0,150,0,0,0,0
09/04/2017,40,0,150,0,0,0,0
09/04/2017,41,0,150,0,0,0,0
09/04/2017,42,0,150,0,0,0,0
09/04/2017,43,0,150,0,0,0,0
09/04/2017,44,0,150,0,0,0,0
09/04/2017,45,0,380,0,0,0,0
09/04/2017,46,0,380,0,0,0,0
09/04/2017,47,0,495,0,227.5,569.5,12.5
09/04/2017,48,0,495,0,227.5,569.5,12.5
10/04/2017,1,0,495,0,227.5,469.5,12.5
10/04/2017,2,0,495,0,227.5,469.5,12.5
