Upload Date,Region,Incident ID,Confirmed Off,Predicted Off,Restored,Status,Planned,Category,Resource Status,Start Time,ETR,Voltage,Location Latitude,Location Longitude,Postcodes
2026-03-05T11:15:00,South West,INCD-12750-u,1,38,0,In Progress,false,LV GENERIC,ONS,2026-03-05T08:38:00,2026-03-05T12:07:00,LV,51.3853,-2.359132,"BA1 5BD, BA1 5BE, BA1 5BG, BA1 5BX, BA1 5BN"
2026-03-05T11:15:00,South West,INCD-12749-u,1,0,23,In Progress,false,LV DAMAGE,COMP,2026-03-05T08:34:00,,LV,50.22438,-5.087717,TR3 6JE
2026-03-05T11:15:00,South West,INCD-21083-t,0,134,0,In Progress,false,LV UNDERGROUND,ONS,2026-03-05T08:55:00,,LV,50.91186,-3.473771,"EX16 6HD, EX16 6HS, EX16 6HW, EX16 6HT, EX16 6HU, EX16 6HR, EX16 6HB, EX16 6HP, EX16 6HY"
2026-03-05T11:15:00,South West,INCD-12760-u,4,0,0,In Progress,false,HV ISOLATION,ONS,2026-03-05T09:35:00,2026-03-05T14:00:00,HV,50.41099,-4.774512,"PL30 5DP, PL26 8RP"
2026-03-05T11:15:00,South Wales,INCD-5857-j,3,0,0,In Progress,false,LV UNDERGROUND,COMP,2026-03-05T07:51:00,2026-03-05T14:00:00,LV,51.52368,-3.230983,CF14 7BX
2026-03-05T11:15:00,West Midlands,INCD-59090-m,1943,0,0,Awaiting,false,HV GENERIC,UNASSIGNED,2026-03-05T11:12:00,2026-03-05T13:00:00,HV,53.06074,-2.054944,"ST13 7DA, ST9 0DT, ST9 0EB, ST9 0HU, ST9 0HT, ST9 0EQ, ST9 0JE, ST9 0JX, ST9 0BN, ST9 0DY, ST9 0JD, ST9 0EL, ST9 0EG, ST9 0DZ, ST9 0HY, ST9 0BD, ST9 0LW, ST9 0HZ, ST9 0JF, ST9 0HW, ST9 0EX, ST9 0AT, ST13 7BZ, ST9 0AR, ST9 0EJ, ST9 0FA, ST9 0DQ, ST9 0NA, ST13 7BH, ST9 0EZ, ST9 0FB, ST9 0EN, ST9 0DJ, ST9 0ER, ST9 0BH, ST13 7DJ, ST9 0BA, ST9 0ED, ST9 0LT, ST9 0HR, ST9 0HA, ST9 0DW, ST9 0ET, ST9 0BB, ST9 0AP, ST13 7BY, ST9 0JA, ST13 7BW, ST9 0DH, ST9 0LU, ST9 0LD, ST9 0HX, ST9 0JB, ST9 0EP, ST9 0EU, ST9 0EW, ST9 0HS, ST9 0EA, ST13 7BX, ST13 7BQ, ST9 0EH, ST9 0LN, ST9 0EY, ST9 0AH, ST9 0BG, ST13 7DH, ST9 0EE, ST9 0JG, ST9 0LX, ST9 0FE, ST13 7DQ, ST9 0EF, ST9 0AL, ST13 7DD, ST9 0ES, ST9 0BQ, ST9 0NB, ST9 0DU, ST13 7DB, ST9 0FD, ST9 0HJ, ST9 0HL, ST9 0AS, ST9 0LS, ST9 0HD, ST13 7BT, ST9 0AQ, ST9 0AX, ST9 0AN, ST9 0AU, ST9 0BL, ST13 7BL, ST9 0AY, ST13 7BP, ST9 0DN, ST9 0AA, ST13 7DF, ST9 0HP, ST9 0HN, ST9 0AE, ST9 0LY, ST13 7BS, ST9 0AD, ST13 5RE, ST13 7BU, ST9 0JQ, ST13 7DG"
2026-03-05T11:15:00,West Midlands,INCD-63059-p,1,0,0,In Progress,false,LV UNDERGROUND,COMP,2026-03-05T07:29:00,,LV,51.91552,-2.21101,GL2 9RH
2026-03-05T11:15:00,West Midlands,INCD-63060-p,2,0,0,In Progress,false,LV FUSE,COMP,2026-03-05T07:39:00,,LV,51.73283,-2.520875,GL15 5NN
2026-03-05T11:15:00,West Midlands,INCD-59075-m,0,62,0,In Progress,false,LV GENERIC,DISP,2026-03-05T09:46:00,,LV,52.56424,-2.077731,"WV14 0EP, WV14 0EH, WV14 0BJ, WV14 0AX, WV14 0DB, WV14 0FA, WV14 9SG, WV14 0HH"
2026-03-05T11:15:00,West Midlands,INCD-63063-p,0,3,0,In Progress,false,LV FUSE,DISP,2026-03-05T09:53:00,,LV,51.92983,-2.737583,"HR2 8PB, HR2 8PD"
2026-03-05T11:15:00,West Midlands,INCD-59015-m,1,0,18,In Progress,false,HV PLANT,COMP,2026-03-03T14:57:00,,HV,52.27742,-2.155098,WR9 9BG
2026-03-05T11:15:00,West Midlands,INCD-63057-p,0,45,23,In Progress,false,LV UNDERGROUND,COMP,2026-03-05T05:57:00,,LV,52.65131,-2.446525,"TF3 1TJ, TF3 1TG, TF3 1TQ, TF3 1TF"
2026-03-05T11:15:00,West Midlands,INCD-63053-p,36,0,53,In Progress,false,LV FUSE,COMP,2026-03-05T02:30:00,2026-03-05T15:00:00,LV,52.41965,-1.831154,"B90 2ER, B90 3LT, B90 3LU"
2026-03-05T11:15:00,East Midlands,INCD-119517-h,0,9,0,Awaiting,false,LV OVERHEAD,COMP,2026-03-05T08:21:00,,LV,53.03257,-1.473234,DE56 1ER
2026-03-05T11:15:00,East Midlands,INCD-119511-h,2,0,0,Awaiting,false,HV GENERIC,ASSN,2026-03-05T07:09:00,,HV,52.07566,-0.725912,MK46 5JN
2026-03-05T11:15:00,East Midlands,INCD-119523-h,0,11,0,In Progress,false,LV GENERIC,ONS,2026-03-05T09:00:00,,LV,52.79856,-1.633219,"DE14 3RZ, DE14 3RT"
2026-03-05T11:15:00,East Midlands,INCD-119539-h,0,12,0,In Progress,false,LV GENERIC,DISP,2026-03-05T09:59:00,2026-03-05T17:00:00,LV,52.29978,-1.337098,CV23 8DX
2026-03-05T11:15:00,East Midlands,INCD-119530-h,0,85,0,Awaiting,false,LV GENERIC,SENT,2026-03-05T09:33:00,,LV,52.37526,-1.241794,"CV21 3SQ, CV21 3SE, CV21 3SF, CV21 3SL, NN1 1NB"
2026-03-05T11:15:00,East Midlands,INCD-119525-h,0,51,0,In Progress,false,LV GENERIC,ONS,2026-03-05T09:13:00,,LV,53.13522,-1.16916,"NG18 4ZH, NG18 4HF, NG18 4ZF, NG18 4HD, NG18 4HH, NG18 4XX, NG18 4GZ"
2026-03-05T15:35:00,South West,INCD-12760-u,4,0,0,In Progress,false,HV ISOLATION,COMP,2026-03-05T09:35:00,2026-03-05T18:00:00,HV,50.41099,-4.774512,"PL30 5DP, PL26 8RP"
2026-03-05T15:35:00,South Wales,INCD-27938-e,86,0,378,In Progress,false,HV OVERHEAD,DISP,2026-03-05T13:23:00,2026-03-05T17:00:00,HV,51.89723,-3.988403,"SA19 6UW, SA19 6PN, SA19 6PL, SA19 6PY, SA19 6PP, SA19 6PU, SA19 6PR, SA19 6PH, SA19 6PT, SA18 2LZ, SA19 6UL"
2026-03-05T15:35:00,West Midlands,INCD-63059-p,1,0,0,In Progress,false,LV UNDERGROUND,COMP,2026-03-05T07:29:00,,LV,51.91552,-2.21101,GL2 9RH
2026-03-05T15:35:00,West Midlands,INCD-63062-p,0,5,0,In Progress,false,LV OVERHEAD,COMP,2026-03-05T09:14:00,,LV,51.68563,-2.217492,GL6 0QP
2026-03-05T15:35:00,West Midlands,INCD-63084-p,0,18,0,In Progress,false,LV DAMAGE,DISP,2026-03-05T13:39:00,,LV,51.84282,-2.231211,"GL4 6DW, GL4 6SN, GL4 6YW"
2026-03-05T15:35:00,West Midlands,INCD-63088-p,0,2,0,In Progress,false,LV GENERIC,DISP,2026-03-05T14:12:00,,LV,52.2153,-2.215872,WR3 7SN
2026-03-05T15:35:00,East Midlands,INCD-119511-h,2,0,0,Awaiting,false,EHV UNDERGROUND,ASSN,2026-03-05T07:09:00,,HV,52.07566,-0.725912,MK46 5JN
2026-03-05T15:35:00,East Midlands,INCD-119605-h,0,36,0,In Progress,false,LV GENERIC,DISP,2026-03-05T15:18:00,,LV,53.16574,-1.413404,"S45 9PA, S45 9JE"
2026-03-05T15:35:00,East Midlands,INCD-119584-h,9,0,0,In Progress,false,LV DAMAGE,ONS,2026-03-05T13:57:00,,LV,52.92538,-1.160181,"NG11 7BQ, NG11 7BT"
2026-03-05T15:35:00,East Midlands,INCD-119580-h,0,120,0,In Progress,false,LV UNDERGROUND,ONS,2026-03-05T13:45:00,,LV,52.43516,-1.528261,"CV6 2EW, CV6 2JP, CV6 2EY, CV6 2JN, CV6 2ES"
2026-03-05T15:35:00,East Midlands,INCD-119539-h,11,1,0,In Progress,false,LV UNDERGROUND,ONS,2026-03-05T09:59:00,2026-03-05T17:00:00,LV,52.29978,-1.337098,CV23 8DX
