upload_date,licence_area,fault_id,confirmed_off,predicted_off,restored,status,planned,category,resource_status,planned_outage_start_date,planned_outage_end_date,planned_outage_off,planned_outage_reason,date_of_reported_fault,last_updated,date_of_restoration,date_of_completion,etr,voltage,number_of_psr_customers,number_of_psr_critical_customers,location_latitude,location_longitude,postcode
2026-03-05T11:13:00,West Midlands,INCD-62182-p,27,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T16:00:00,27,4b,2026-03-05T09:00:00,2026-03-05T09:18:00,,,,HV,8,0,52.48174,-1.644134,"B46 2QS, B46 2QU, B46 2QR, B46 2QT, B46 2QY, B46 2QX, B46 3AG"
2026-03-05T11:13:00,West Midlands,INCD-62681-p,9,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T13:00:00,11,5a,2026-03-05T09:00:00,2026-03-05T10:02:00,,,,HV,6,1,52.5732,-1.77212,"B75 6JT, B75 6JS, B75 7HR, B75 7JB, B75 6JR, B75 6HJ, B76 1DT"
2026-03-05T11:13:00,West Midlands,INCD-18056-l,13,0,0,In Progress,true,LV PLANNED,ASSN,2026-03-05T08:30:00,2026-03-05T16:00:00,13,4b,2026-03-05T08:30:00,2026-03-05T08:44:00,,,,LV,3,1,52.37549,-2.122567,"DY9 0AY, DY9 0AZ, DY9 0DJ, DY9 0BB"
2026-03-05T11:13:00,West Midlands,INCD-61941-p,2,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-02-26T08:00:00,2026-03-06T16:00:00,2,0a,2026-02-26T08:00:00,2026-02-27T21:12:00,,,,HV,0,0,52.65933,-2.726698,SY5 6HJ
2026-03-05T11:13:00,West Midlands,INCD-59015-m,1,0,18,In Progress,false,HV PLANT,COMP,,,0,,2026-03-03T14:57:00,2026-03-04T20:30:00,,,,HV,0,0,52.27742,-2.155098,WR9 9BG
2026-03-05T11:13:00,West Midlands,INCD-17955-l,10,0,0,In Progress,true,LV PLANNED,ASSN,2026-03-05T09:00:00,2026-03-05T15:00:00,10,7a,2026-03-05T09:00:00,2026-03-05T10:59:00,,,,LV,1,0,51.69778,-2.228676,GL6 0EG
2026-03-05T11:13:00,West Midlands,INCD-17949-l,15,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T15:00:00,15,5d,2026-03-05T09:00:00,2026-03-05T10:39:00,,,,HV,1,0,52.03978,-2.563873,"HR1 4ND, HR1 4NE, HR1 4NF"
2026-03-05T11:13:00,West Midlands,INCD-63053-p,36,0,53,In Progress,false,LV FUSE,COMP,,,0,,2026-03-05T02:30:00,2026-03-05T10:39:00,,,2026-03-05T15:00:00,LV,13,1,52.41965,-1.831154,"B90 2ER, B90 3LT, B90 3LU"
2026-03-05T11:13:00,West Midlands,INCD-360772-f,13,0,0,In Progress,true,LV PLANNED,DISP,2026-03-05T09:00:00,2026-03-05T15:00:00,13,7a,2026-03-05T09:00:00,2026-03-05T09:21:00,,,,LV,2,0,52.13558,-3.041433,"HR3 6LY, HR3 6LZ"
2026-03-05T11:13:00,West Midlands,INCD-17580-l,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:30:00,2026-03-05T12:30:00,1,1b,2026-03-05T09:30:00,2026-03-05T09:33:00,,,,HV,0,0,52.30808,-1.895203,B98 0RE
2026-03-05T11:13:00,East Midlands,INCD-19562-t,7,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T18:00:00,18,4a,2026-03-05T09:00:00,2026-03-05T09:17:00,,,,HV,5,1,52.94396,-0.126661,"PE20 3HF, PE20 3HE, PE20 3FP, PE20 3HW, PE20 3HG"
2026-03-05T11:13:00,East Midlands,INCD-119511-h,2,0,0,Awaiting,false,HV GENERIC,ASSN,,,0,,2026-03-05T07:09:00,2026-03-05T09:56:00,,,,HV,0,0,52.07566,-0.725912,MK46 5JN
2026-03-05T11:13:00,East Midlands,INCD-19623-t,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:30:00,2026-03-05T14:00:00,1,4b,2026-03-05T09:30:00,2026-03-05T10:13:00,,,,HV,0,0,53.1949,-1.62458,DE4 2EA
2026-03-05T11:13:00,East Midlands,INCD-19146-t,3,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T19:00:00,3,1a,2026-03-05T09:00:00,2026-03-05T09:57:00,,,,HV,0,0,52.91118,-1.123086,NG12 4DS
2026-03-05T11:13:00,East Midlands,INCD-117909-h,16,0,0,In Progress,true,LV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T14:00:00,16,5a,2026-03-05T09:00:00,2026-03-05T09:11:00,,,,LV,4,1,52.30416,-1.673041,"CV35 7HN, CV35 7AX, CV35 7HH, CV35 0LA"
2026-03-05T11:13:00,East Midlands,INCD-19478-t,6,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T08:30:00,2026-03-05T16:00:00,6,4b,2026-03-05T08:30:00,2026-03-05T10:20:00,,,,HV,0,0,53.1646,-1.325395,"S44 5QJ, S45 8AG"
2026-03-05T11:13:00,East Midlands,INCD-5746-n,4,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T14:00:00,4,4b,2026-03-05T09:00:00,2026-03-05T09:05:00,,,,HV,2,0,52.3452,-0.7604128,NN14 1JF
2026-03-05T11:13:00,East Midlands,INCD-5828-n,35,0,4,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T15:00:00,39,1b,2026-03-05T09:00:00,2026-03-05T09:57:00,,,,HV,6,0,52.34295,-1.340299,"CV23 9LN, CV23 9LJ, CV23 9LP, CV23 9LF, CV23 9LG, CV23 9HH, CV23 9HQ, CV22 6NU"
2026-03-05T15:33:00,South West,INCD-41678-v,14,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-05T09:00:00,2026-03-05T16:00:00,14,7a,2026-03-05T09:00:00,2026-03-05T13:17:00,,,,HV,4,0,50.27446,-3.754253,"TQ7 2AD, TQ7 2BJ, TQ7 2BL, TQ7 2BA"
2026-03-05T15:33:00,South West,INCD-41709-v,3,0,97,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T07:00:00,2026-03-05T18:00:00,100,2b,2026-03-05T07:00:00,2026-03-05T11:41:00,,,,HV,1,0,50.256,-3.839894,TQ7 3EL
2026-03-05T15:33:00,South West,INCD-12542-u,7,0,0,In Progress,true,LV PLANNED,ONS,2026-03-05T10:00:00,2026-03-05T16:30:00,7,1a,2026-03-05T10:00:00,2026-03-05T12:34:00,,,,LV,2,0,51.40181,-2.571572,BS14 0UD
2026-03-05T15:33:00,South West,INCD-41649-v,1,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-05T09:00:00,2026-03-05T16:30:00,1,6a,2026-03-05T09:00:00,2026-03-05T13:16:00,,,,HV,0,0,50.50421,-4.320067,PL17 8QQ
2026-03-05T15:33:00,South West,INCD-41619-v,11,0,0,In Progress,true,LV PLANNED,ONS,2026-03-05T09:00:00,2026-03-05T13:00:00,12,1a,2026-03-05T09:00:00,2026-03-05T11:19:00,,,,LV,5,0,50.55685,-3.601515,"TQ12 3NX, TQ12 3NZ"
2026-03-05T15:33:00,South West,INCD-41799-v,6,0,0,In Progress,true,LV PLANNED,ONS,2026-03-05T09:00:00,2026-03-05T16:00:00,6,2a,2026-03-05T09:00:00,2026-03-05T15:22:00,,,,LV,1,0,50.27101,-3.828363,"TQ7 3JQ, TQ7 3NJ"
2026-03-05T15:33:00,South West,INCD-20801-t,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-05T09:00:00,2026-03-05T16:00:00,3,7a,2026-03-05T09:00:00,2026-03-05T09:53:00,,,,LV,2,0,50.92335,-3.706996,"EX16 8PU, EX16 8PX"
2026-03-05T15:33:00,South West,INCD-12760-u,4,0,0,In Progress,false,HV ISOLATION,COMP,,,0,,2026-03-05T09:35:00,2026-03-05T14:04:00,,,2026-03-05T18:00:00,HV,0,0,50.41099,-4.774512,"PL30 5DP, PL26 8RP"
2026-03-05T15:33:00,South West,INCD-12595-u,1,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-05T13:00:00,2026-03-05T17:00:00,1,1c,2026-03-05T13:00:00,2026-03-05T13:17:00,,,,HV,0,0,51.5272,-2.599635,BS34 5DG
2026-03-05T15:33:00,South West,INCD-12250-u,23,0,0,In Progress,true,LV PLANNED,CANC,2026-03-05T11:00:00,2026-03-05T17:00:00,23,4b,2026-03-05T11:00:00,2026-03-05T14:30:00,,,,LV,14,3,51.28525,-2.462811,"BA3 3UZ, BA3 3SS, BA3 3ST, BA3 3SR, BA3 3TE"
2026-03-05T15:33:00,South West,INCD-40233-v,19,0,40,In Progress,true,HV PLANNED,ASSN,2026-03-05T08:30:00,2026-03-05T18:00:00,59,6a,2026-03-05T08:30:00,2026-03-05T14:32:00,,,,HV,8,0,50.38873,-4.771424,"PL26 8RN, PL26 8RW"
2026-03-05T15:33:00,South West,INCD-20833-t,13,0,0,In Progress,true,LV PLANNED,ONS,2026-03-05T09:30:00,2026-03-05T15:30:00,13,5b,2026-03-05T09:30:00,2026-03-05T11:09:00,,,,LV,6,1,50.6997,-3.233321,"EX10 9NR, EX10 9NJ, EX10 9LW"
2026-03-05T15:33:00,South West,INCD-20767-t,13,0,0,In Progress,true,HV PLANNED,SENT,2026-03-05T07:30:00,2026-03-05T18:30:00,13,4b,2026-03-05T07:30:00,2026-03-05T11:41:00,,,,HV,1,0,50.71778,-3.86788,"TQ13 8EX, TQ13 8ES"
2026-03-05T15:33:00,South West,INCD-20871-t,2,0,3,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T15:30:00,5,6a,2026-03-05T09:00:00,2026-03-05T15:03:00,,,,HV,2,0,51.15876,-3.339894,TA24 6QS
2026-03-05T15:33:00,South Wales,INCD-27686-e,2,0,0,In Progress,true,HV PLANNED,ASSN,2026-02-24T08:00:00,2026-03-06T16:00:00,2,4b,2026-02-24T08:00:00,2026-03-05T13:04:00,,,,HV,0,0,51.7418,-3.641095,SA4 8DX
2026-03-05T15:33:00,South Wales,INCD-27938-e,86,0,378,In Progress,false,HV OVERHEAD,DISP,,,0,,2026-03-05T13:23:00,2026-03-05T15:05:00,,,2026-03-05T17:00:00,HV,28,3,51.89723,-3.988403,"SA19 6UW, SA19 6PN, SA19 6PL, SA19 6PY, SA19 6PP, SA19 6PU, SA19 6PR, SA19 6PH, SA19 6PT, SA18 2LZ, SA19 6UL"
2026-03-05T15:33:00,South Wales,INCD-26877-e,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T08:00:00,2026-03-05T16:00:00,1,0b,2026-03-05T08:00:00,2026-03-05T13:18:00,,,,HV,0,0,51.72889,-5.018903,SA73 3UW
2026-03-05T15:33:00,South Wales,INCD-27585-e,1,0,6,In Progress,true,HV PLANNED,ASSN,2026-03-05T09:30:00,2026-03-05T15:00:00,7,5b,2026-03-05T09:30:00,2026-03-05T15:24:00,,,,HV,0,0,51.76911,-4.243048,SA32 8ED
2026-03-05T15:33:00,South Wales,INCD-27634-e,246,0,59,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T07:00:00,2026-03-05T17:00:00,304,4b,2026-03-05T07:00:00,2026-03-05T15:09:00,,,,HV,89,3,51.82925,-4.009164,"SA18 2LX, SA18 3AZ, SA18 3HX, SA18 3JQ, SA18 3YR, SA18 3JU, SA18 3JT, SA18 3HY, SA18 3JD, SA18 3HJ, SA18 3JF, SA18 3LQ, SA18 3JS, SA18 2NJ, SA18 2NX, SA18 2NZ, SA18 3JB, SA18 3JA, SA18 3JH, SA18 3JZ, SA18 2NQ, SA18 2LJ, SA18 3JY, SA18 3PQ, SA18 3UW, SA18 3UP, SA18 3AJ, SA18 2EJ"
2026-03-05T15:33:00,West Midlands,INCD-63059-p,1,0,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-05T07:29:00,2026-03-05T15:31:00,,,,LV,0,0,51.91552,-2.21101,GL2 9RH
2026-03-05T15:33:00,West Midlands,INCD-360915-f,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T15:00:00,1,7a,2026-03-05T09:00:00,2026-03-05T09:42:00,,,,HV,1,0,52.46952,-2.579523,WV16 6QH
