upload_date,licence_area,fault_id,confirmed_off,predicted_off,restored,status,planned,category,resource_status,planned_outage_start_date,planned_outage_end_date,planned_outage_off,planned_outage_reason,date_of_reported_fault,last_updated,date_of_restoration,date_of_completion,etr,voltage,number_of_psr_customers,number_of_psr_critical_customers,location_latitude,location_longitude,postcode
2026-03-05T15:33:00,West Midlands,INCD-361112-f,16,0,53,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T07:00:00,2026-03-05T19:00:00,69,6a,2026-03-05T07:00:00,2026-03-05T08:10:00,,,,HV,4,0,52.34025,-2.458163,"DY14 9JN, DY14 9JL, DY14 9JY, DY14 9JW"
2026-03-05T15:33:00,West Midlands,INCD-61941-p,2,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-02-26T08:00:00,2026-03-06T16:00:00,2,0a,2026-02-26T08:00:00,2026-02-27T21:12:00,,,,HV,0,0,52.65933,-2.726698,SY5 6HJ
2026-03-05T15:33:00,East Midlands,INCD-119511-h,2,0,0,Awaiting,false,EHV UNDERGROUND,ASSN,,,0,,2026-03-05T07:09:00,2026-03-05T15:13:00,,,,HV,0,0,52.07566,-0.725912,MK46 5JN
2026-03-05T15:33:00,East Midlands,INCD-19562-t,7,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T18:00:00,18,4a,2026-03-05T09:00:00,2026-03-05T09:17:00,,,,HV,5,1,52.94396,-0.126661,"PE20 3HF, PE20 3HE, PE20 3FP, PE20 3HW, PE20 3HG"
2026-03-05T15:33:00,East Midlands,INCD-5828-n,20,0,19,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-05T09:00:00,2026-03-05T15:00:00,39,1b,2026-03-05T09:00:00,2026-03-05T15:20:00,,,,HV,3,0,52.34295,-1.340299,"CV23 9LN, CV23 9LJ"
2026-03-05T15:33:00,East Midlands,INCD-119584-h,9,0,0,In Progress,false,LV DAMAGE,ONS,,,0,,2026-03-05T13:57:00,2026-03-05T15:22:00,,,,LV,3,0,52.92538,-1.160181,"NG11 7BQ, NG11 7BT"
2026-03-05T15:33:00,East Midlands,INCD-119539-h,11,1,0,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-05T09:59:00,2026-03-05T15:12:00,,,2026-03-05T17:00:00,LV,6,0,52.29978,-1.337098,CV23 8DX
2026-03-05T15:33:00,East Midlands,INCD-119595-h,1,0,0,In Progress,false,HV GENERIC,DISP,,,0,,2026-03-05T14:32:00,2026-03-05T14:42:00,,,,HV,0,0,53.07688,-0.8655083,LE14 3RD
2026-03-05T15:33:00,East Midlands,INCD-119517-h,9,0,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-05T08:21:00,2026-03-05T14:52:00,,,,LV,4,0,53.03257,-1.473234,DE56 1ER
2026-03-05T15:33:00,East Midlands,INCD-119537-h,2,0,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-05T09:51:00,2026-03-05T14:44:00,,,,LV,0,0,52.97887,-0.0005956623,PE21 9FB
2026-03-06T12:18:00,South West,INCD-41590-v,9,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T15:00:00,9,7a,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,1,0,50.34083,-4.64829,PL23 1LA
2026-03-06T12:18:00,South West,INCD-20799-t,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T14:00:00,3,7a,2026-03-06T09:00:00,2026-03-06T09:25:00,,,,LV,2,0,51.11146,-4.074802,EX31 4DX
2026-03-06T12:18:00,South West,INCD-20840-t,48,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:00:00,2026-03-06T17:00:00,48,7a,2026-03-06T08:00:00,2026-03-06T10:05:00,,,,HV,16,3,50.93842,-3.111891,"TA20 3RS, TA20 3RU, TA20 3SY"
2026-03-06T12:18:00,South West,INCD-21102-t,21,0,0,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T08:11:00,2026-03-06T12:11:00,,,2026-03-06T16:30:00,LV,6,0,50.88351,-2.798962,"TA18 8BP, TA18 8AZ, TA18 8BQ"
2026-03-06T12:18:00,South West,INCD-12235-u,17,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T17:00:00,17,5b,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,3,0,51.27168,-2.565353,"BS40 6AH, BA3 4PS, BA3 4PR, BS40 6AJ"
2026-03-06T12:18:00,South West,INCD-20828-t,6,0,0,In Progress,true,LV PLANNED,LEFS,2026-03-06T09:00:00,2026-03-06T16:00:00,6,2b,2026-03-06T09:00:00,2026-03-06T09:13:00,,,,LV,5,0,51.17786,-3.328201,TA23 0JH
2026-03-06T12:18:00,South West,INCD-12384-u,27,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T16:00:00,27,7a,2026-03-06T09:00:00,2026-03-06T10:40:00,,,,HV,4,0,51.37713,-2.512486,"BS39 4JX, BS39 4JY, BS39 4JU, BS39 4JZ"
2026-03-06T12:18:00,South West,INCD-41690-v,113,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T10:30:00,2026-03-06T12:30:00,113,5b,2026-03-06T10:30:00,2026-03-06T10:39:00,,,,LV,34,1,50.35897,-4.453943,"PL13 1LT, PL13 1LU, PL13 1HY, PL13 1LY, PL13 1HX, PL13 1JB, PL13 1LS, PL13 1LX, PL13 1LW, PL13 1JA, PL13 1JE, PL13 1JD, PL13 1HN, PL13 1HP, PL13 1ED"
2026-03-06T12:18:00,South West,INCD-20846-t,1,0,2,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T12:00:00,2026-03-06T14:00:00,10,4a,2026-03-06T12:00:00,2026-03-06T12:12:00,,,,HV,1,0,51.01548,-4.173681,"EX39 4PN, EX39 4PL"
2026-03-06T12:18:00,South Wales,INCD-27525-e,5,0,18,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T16:30:00,23,4b,2026-03-06T08:00:00,2026-03-06T09:29:00,,,,HV,0,0,51.96675,-3.426512,LD3 9PE
2026-03-06T12:18:00,South Wales,INCD-27283-e,45,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T12:00:00,45,5b,2026-03-06T09:00:00,2026-03-06T12:16:00,,,,HV,8,1,52.3318,-3.297768,"LD1 6TW, LD1 6SR, LD1 6SS, LD1 6TN, LD1 6ST, LD1 5UW, LD1 5TW"
2026-03-06T12:18:00,South Wales,INCD-5724-j,8,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T15:00:00,8,4b,2026-03-06T08:00:00,2026-03-06T09:30:00,,,,HV,2,0,51.80516,-2.729745,"NP25 5SU, NP25 5SY"
2026-03-06T12:18:00,South Wales,INCD-50477-f,307,0,110,In Progress,false,HV OVERHEAD,ONS,,,0,,2026-03-06T10:29:00,2026-03-06T12:08:00,,,2026-03-06T13:00:00,HV,127,17,52.00581,-4.361454,"SA44 5AT, SA44 5DJ, SA44 5DS, SA44 5AX, SA44 5DL, SA44 5DA, SA44 5EX, SA44 5ET, SA44 5DB, SA44 5BD, SA44 5DG, SA44 5DR, SA44 5EN, SA44 5AY, SA44 5HA, SA44 5DT, SA44 5EW, SA44 5EY, SA44 5EP, SA44 5EU, SA44 5BB, SA44 5EZ, SA44 5DF, SA44 5AZ, SA44 5AU, SA44 5DP, SA44 5UW, SA44 5UT, SA44 5FA, SA44 4QS, SA44 5ES"
2026-03-06T12:18:00,South Wales,INCD-27683-e,2,0,92,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:30:00,2026-03-06T14:30:00,94,5b,2026-03-06T08:30:00,2026-03-06T12:09:00,,,,HV,1,0,51.98795,-3.806174,SA20 0RF
2026-03-06T12:18:00,West Midlands,INCD-18052-l,9,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T09:00:00,2026-03-06T15:00:00,9,1b,2026-03-06T09:00:00,2026-03-06T09:38:00,,,,HV,5,0,51.6275,-2.369003,"GL12 8RL, GL12 8JS, GL12 8JP"
2026-03-06T12:18:00,West Midlands,INCD-17876-l,2,0,0,In Progress,true,LV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T14:00:00,2,5d,2026-03-06T09:00:00,2026-03-06T09:37:00,,,,LV,0,0,51.71404,-2.219119,GL5 5AL
2026-03-06T12:18:00,West Midlands,INCD-18182-l,5,0,0,In Progress,true,LV PLANNED,DISP,2026-03-06T10:00:00,2026-03-06T14:00:00,5,2a,2026-03-06T10:00:00,2026-03-06T10:36:00,,,,LV,1,0,52.22526,-2.557246,HR7 4NH
2026-03-06T12:18:00,West Midlands,INCD-360929-f,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T11:45:00,2026-03-06T15:30:00,1,1b,2026-03-06T11:45:00,2026-03-06T12:04:00,,,,HV,0,0,52.99442,-2.154694,ST4 3RR
2026-03-06T12:18:00,West Midlands,INCD-63118-p,27,0,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:45:00,2026-03-06T11:52:00,,,,LV,7,0,52.46918,-1.886623,"B12 0UA, B12 0TA, B12 0RT, B12 0TY, B12 0QE, B12 0UL, B12 0QB, B12 0PU"
2026-03-06T12:18:00,West Midlands,INCD-17944-l,2,0,0,In Progress,true,LV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T14:00:00,2,7a,2026-03-06T09:00:00,2026-03-06T09:11:00,,,,LV,0,0,52.20679,-1.861492,B49 6LG
2026-03-06T12:18:00,West Midlands,INCD-62545-p,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T09:00:00,2026-03-06T15:00:00,1,1b,2026-03-06T09:00:00,2026-03-06T09:16:00,,,,HV,0,0,52.52715,-1.921835,B42 1DD
2026-03-06T12:18:00,West Midlands,INCD-59166-m,12,0,0,In Progress,false,LV OVERHEAD,DISP,,,0,,2026-03-06T12:05:00,2026-03-06T12:16:00,,,2026-03-06T13:30:00,LV,8,0,52.36693,-2.19148,"DY10 4NS, DY10 4LJ"
2026-03-06T12:18:00,East Midlands,INCD-19431-t,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T09:00:00,2026-03-06T16:00:00,1,1c,2026-03-06T09:00:00,2026-03-06T09:47:00,,,,HV,0,0,53.01561,-1.037661,NG14 7DA
2026-03-06T12:18:00,East Midlands,INCD-5943-n,3,0,1,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-05T21:40:00,2026-03-06T11:30:00,,,,LV,2,1,53.07286,-1.376651,DE55 4AE
2026-03-06T12:18:00,East Midlands,INCD-119511-h,2,0,0,Awaiting,false,EHV UNDERGROUND,ASSN,,,0,,2026-03-05T07:09:00,2026-03-06T07:17:00,,,,HV,0,0,52.07566,-0.725912,MK46 5JN
2026-03-06T12:18:00,East Midlands,INCD-5795-u,8,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T15:00:00,8,1a,2026-03-06T09:00:00,2026-03-06T09:52:00,,,,LV,3,0,52.40053,-1.582748,CV4 9JJ
2026-03-06T12:18:00,East Midlands,INCD-5654-u,20,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T16:00:00,20,0b,2026-03-06T08:00:00,2026-03-06T09:33:00,,,,HV,8,1,52.73286,-1.548203,DE12 6BL
2026-03-06T12:18:00,East Midlands,INCD-119653-h,6,0,64,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:59:00,2026-03-06T12:17:00,,,,LV,5,1,52.51994,-1.470555,"CV11 5NP, CV11 5NW"
2026-03-06T12:18:00,East Midlands,INCD-119652-h,2,0,11,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:47:00,2026-03-06T12:17:00,,,,LV,0,0,52.26909,-1.520735,CV31 2HN
2026-03-06T12:43:00,South West,INCD-41590-v,9,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T15:00:00,9,7a,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,1,0,50.34083,-4.64829,PL23 1LA
2026-03-06T12:43:00,South West,INCD-20799-t,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T14:00:00,3,7a,2026-03-06T09:00:00,2026-03-06T09:25:00,,,,LV,2,0,51.11146,-4.074802,EX31 4DX
2026-03-06T12:43:00,South West,INCD-20840-t,48,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:00:00,2026-03-06T17:00:00,48,7a,2026-03-06T08:00:00,2026-03-06T10:05:00,,,,HV,16,3,50.93842,-3.111891,"TA20 3RS, TA20 3RU, TA20 3SY"
2026-03-06T12:43:00,South West,INCD-12878-u,1,0,0,In Progress,false,LV ISOLATION,ONS,,,0,,2026-03-06T09:02:00,2026-03-06T12:19:00,,,,LV,0,0,51.48112,-2.605007,BS6 7TY
2026-03-06T12:43:00,South West,INCD-21102-t,21,0,0,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T08:11:00,2026-03-06T12:11:00,,,2026-03-06T16:30:00,LV,6,0,50.88351,-2.798962,"TA18 8BP, TA18 8AZ, TA18 8BQ"
2026-03-06T12:43:00,South West,INCD-12235-u,17,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T17:00:00,17,5b,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,3,0,51.27168,-2.565353,"BS40 6AH, BA3 4PS, BA3 4PR, BS40 6AJ"
2026-03-06T12:43:00,South West,INCD-12384-u,27,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T16:00:00,27,7a,2026-03-06T09:00:00,2026-03-06T10:40:00,,,,HV,4,0,51.37713,-2.512486,"BS39 4JX, BS39 4JY, BS39 4JU, BS39 4JZ"
2026-03-06T12:43:00,South Wales,INCD-27283-e,2,0,43,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T12:00:00,45,5b,2026-03-06T09:00:00,2026-03-06T12:30:00,,,,HV,1,0,52.3318,-3.297768,LD1 6SS
2026-03-06T12:43:00,South Wales,INCD-5919-j,29,0,0,In Progress,false,HV GENERIC,ONS,,,0,,2026-03-06T12:38:00,2026-03-06T12:40:00,,,2026-03-06T14:00:00,HV,9,0,51.56701,-3.004754,"NP10 8SH, NP10 8SL, NP10 8TG, NP10 8SQ, NP10 8ST, NP10 8SF"
2026-03-06T12:43:00,South Wales,INCD-27525-e,5,0,18,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T16:30:00,23,4b,2026-03-06T08:00:00,2026-03-06T09:29:00,,,,HV,0,0,51.96675,-3.426512,LD3 9PE
2026-03-06T12:43:00,South Wales,INCD-50479-f,235,0,1246,Awaiting,false,HV GENERIC,UNASSIGNED,,,0,,2026-03-06T12:39:00,2026-03-06T12:41:00,,,2026-03-06T14:30:00,HV,99,10,51.70078,-4.705449,"SA69 9LX, SA69 9LT, SA69 9LY, SA69 9LQ, SA69 9LD, SA69 9LS, SA69 9LR, SA69 9LU, SA69 9LA, SA69 9LZ, SA69 9LB, SA69 9LN, SA67 8JX, SA69 9NA, SA69 9EB, SA69 9AR, SA67 8JU, SA69 9JQ, SA69 9BT, SA69 9EA, SA69 9PL"
2026-03-06T12:43:00,South Wales,INCD-5375-j,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T12:00:00,2026-03-06T15:00:00,3,4b,2026-03-06T12:00:00,2026-03-06T12:27:00,,,,LV,1,0,51.69354,-3.009826,NP4 0PT
2026-03-06T12:43:00,South Wales,INCD-5724-j,8,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T15:00:00,8,4b,2026-03-06T08:00:00,2026-03-06T09:30:00,,,,HV,2,0,51.80516,-2.729745,"NP25 5SU, NP25 5SY"
2026-03-06T12:43:00,South Wales,INCD-27683-e,2,0,92,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:30:00,2026-03-06T14:30:00,94,5b,2026-03-06T08:30:00,2026-03-06T12:09:00,,,,HV,1,0,51.98795,-3.806174,SA20 0RF
2026-03-06T12:43:00,West Midlands,INCD-18379-l,1,0,0,In Progress,false,LV DAMAGE,ONS,,,0,,2026-03-06T11:02:00,2026-03-06T12:42:00,,,,LV,1,0,52.48952,-2.042002,B65 9EE
2026-03-06T12:43:00,West Midlands,INCD-18052-l,9,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T09:00:00,2026-03-06T15:00:00,9,1b,2026-03-06T09:00:00,2026-03-06T09:38:00,,,,HV,5,0,51.6275,-2.369003,"GL12 8RL, GL12 8JS, GL12 8JP"
2026-03-06T12:43:00,West Midlands,INCD-17876-l,2,0,0,In Progress,true,LV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T14:00:00,2,5d,2026-03-06T09:00:00,2026-03-06T09:37:00,,,,LV,0,0,51.71404,-2.219119,GL5 5AL
2026-03-06T12:43:00,West Midlands,INCD-59145-m,14,0,146,In Progress,false,HV OVERHEAD,COMP,,,0,,2026-03-06T01:41:00,2026-03-06T12:33:00,,,2026-03-06T14:00:00,HV,1,0,53.12243,-2.051437,"ST13 8SH, ST13 8SQ, ST13 8SE"
2026-03-06T12:43:00,West Midlands,INCD-360929-f,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T11:45:00,2026-03-06T15:30:00,1,1b,2026-03-06T11:45:00,2026-03-06T12:04:00,,,,HV,0,0,52.99442,-2.154694,ST4 3RR
2026-03-06T12:43:00,West Midlands,INCD-63118-p,27,0,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:45:00,2026-03-06T12:29:00,,,,LV,7,0,52.46918,-1.886623,"B12 0UA, B12 0TA, B12 0RT, B12 0TY, B12 0QE, B12 0UL, B12 0QB, B12 0PU"
2026-03-06T12:43:00,West Midlands,INCD-17944-l,2,0,0,In Progress,true,LV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T14:00:00,2,7a,2026-03-06T09:00:00,2026-03-06T09:11:00,,,,LV,0,0,52.20679,-1.861492,B49 6LG
2026-03-06T12:43:00,West Midlands,INCD-59173-m,215,0,0,In Progress,false,HV GENERIC,DISP,,,0,,2026-03-06T12:39:00,2026-03-06T12:41:00,,,,HV,65,2,52.07953,-1.642859,"GL55 6NL, GL55 6PE, GL55 6NZ, GL55 6NP, GL55 6NH, GL55 6NW, GL55 6NN, GL55 6NU, CV36 4JG, GL55 6NJ, GL55 6NQ, GL55 6FB, CV36 4JH, GL55 6NA, GL55 6YA, GL55 6NR, CV36 4JF, GL55 6NX, GL55 6XZ, GL55 6NS, GL55 6NG, GL55 6NF, GL55 6XU, CV36 4LD, CV36 4PX, GL55 6TH, GL55 6LL, CV36 4LX"
2026-03-06T12:43:00,West Midlands,INCD-62545-p,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T09:00:00,2026-03-06T15:00:00,1,1b,2026-03-06T09:00:00,2026-03-06T09:16:00,,,,HV,0,0,52.52715,-1.921835,B42 1DD
2026-03-06T12:43:00,West Midlands,INCD-59166-m,12,0,0,In Progress,false,LV OVERHEAD,DISP,,,0,,2026-03-06T12:05:00,2026-03-06T12:16:00,,,2026-03-06T13:30:00,LV,8,0,52.36693,-2.19148,"DY10 4NS, DY10 4LJ"
2026-03-06T12:43:00,East Midlands,INCD-19431-t,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T09:00:00,2026-03-06T16:00:00,1,1c,2026-03-06T09:00:00,2026-03-06T09:47:00,,,,HV,0,0,53.01561,-1.037661,NG14 7DA
2026-03-06T12:43:00,East Midlands,INCD-5943-n,3,0,1,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-05T21:40:00,2026-03-06T11:30:00,,,,LV,2,1,53.07286,-1.376651,DE55 4AE
2026-03-06T12:43:00,East Midlands,INCD-119511-h,2,0,0,Awaiting,false,EHV UNDERGROUND,ASSN,,,0,,2026-03-05T07:09:00,2026-03-06T07:17:00,,,,HV,0,0,52.07566,-0.725912,MK46 5JN
2026-03-06T12:43:00,East Midlands,INCD-5795-u,8,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T15:00:00,8,1a,2026-03-06T09:00:00,2026-03-06T09:52:00,,,,LV,3,0,52.40053,-1.582748,CV4 9JJ
2026-03-06T12:43:00,East Midlands,INCD-5654-u,20,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T16:00:00,20,0b,2026-03-06T08:00:00,2026-03-06T09:33:00,,,,HV,8,1,52.73286,-1.548203,DE12 6BL
2026-03-06T12:43:00,East Midlands,INCD-119653-h,6,0,64,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:59:00,2026-03-06T12:17:00,,,,LV,5,1,52.51994,-1.470555,"CV11 5NP, CV11 5NW"
2026-03-06T12:43:00,East Midlands,INCD-119652-h,2,0,11,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:47:00,2026-03-06T12:22:00,,,,LV,0,0,52.26909,-1.520735,CV31 2HN
2026-03-06T13:33:00,South West,INCD-41590-v,9,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T15:00:00,9,7a,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,1,0,50.34083,-4.64829,PL23 1LA
2026-03-06T13:33:00,South West,INCD-20799-t,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T09:00:00,2026-03-06T14:00:00,3,7a,2026-03-06T09:00:00,2026-03-06T09:25:00,,,,LV,2,0,51.11146,-4.074802,EX31 4DX
2026-03-06T13:33:00,South West,INCD-20840-t,48,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:00:00,2026-03-06T17:00:00,48,7a,2026-03-06T08:00:00,2026-03-06T10:05:00,,,,HV,16,3,50.93842,-3.111891,"TA20 3RS, TA20 3RU, TA20 3SY"
2026-03-06T13:33:00,South West,INCD-21102-t,21,0,0,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T08:11:00,2026-03-06T12:11:00,,,2026-03-06T16:30:00,LV,6,0,50.88351,-2.798962,"TA18 8BP, TA18 8AZ, TA18 8BQ"
2026-03-06T13:33:00,South West,INCD-12235-u,17,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T17:00:00,17,5b,2026-03-06T09:00:00,2026-03-06T10:05:00,,,,HV,3,0,51.27168,-2.565353,"BS40 6AH, BA3 4PS, BA3 4PR, BS40 6AJ"
2026-03-06T13:33:00,South West,INCD-41776-v,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T13:00:00,2026-03-06T16:00:00,1,5b,2026-03-06T13:00:00,2026-03-06T13:09:00,,,,HV,0,0,50.39712,-5.070718,TR8 5LX
2026-03-06T13:33:00,South West,INCD-12878-u,12,0,0,In Progress,false,LV ISOLATION,ONS,,,0,,2026-03-06T09:02:00,2026-03-06T13:31:00,,,,LV,1,0,51.48112,-2.605007,BS6 7TY
2026-03-06T13:33:00,South West,INCD-12384-u,27,0,0,In Progress,true,HV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T16:00:00,27,7a,2026-03-06T09:00:00,2026-03-06T10:40:00,,,,HV,4,0,51.37713,-2.512486,"BS39 4JX, BS39 4JY, BS39 4JU, BS39 4JZ"
2026-03-06T13:33:00,South West,INCD-12904-u,31,62,0,In Progress,false,LV GENERIC,ONS,,,0,,2026-03-06T11:32:00,2026-03-06T13:13:00,,,,LV,34,2,50.25944,-5.049557,"TR1 2DS, TR1 2BU, TR1 2XT, TR1 2EP, TR1 2EN, TR1 2NL, TR1 2DW, TR1 2DU"
2026-03-06T13:33:00,South West,INCD-12905-u,2,45,0,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T11:40:00,2026-03-06T13:16:00,,,,LV,20,4,51.481,-2.787674,"BS20 6DF, BS20 6DJ, BS20 6DG, BS20 6DQ, BS20 6DA"
2026-03-06T13:33:00,South Wales,INCD-5910-j,5,0,6,In Progress,false,LV UNDERGROUND,ONS,,,0,,2026-03-06T09:37:00,2026-03-06T13:26:00,,,,LV,0,0,51.63211,-2.672234,NP16 5QZ
2026-03-06T13:33:00,South Wales,INCD-5919-j,29,0,0,In Progress,false,HV OVERHEAD,ONS,,,0,,2026-03-06T12:38:00,2026-03-06T12:45:00,,,2026-03-06T14:00:00,HV,9,0,51.56701,-3.004754,"NP10 8SH, NP10 8SL, NP10 8TG, NP10 8SQ, NP10 8ST, NP10 8SF"
2026-03-06T13:33:00,South Wales,INCD-50479-f,21,0,214,In Progress,false,HV GENERIC,DISP,,,0,,2026-03-06T12:39:00,2026-03-06T13:19:00,,,2026-03-06T14:30:00,HV,2,0,51.70078,-4.705449,"SA67 8JX, SA67 8JU, SA69 9EB, SA69 9AR, SA69 9JQ, SA69 9PL, SA69 9BT, SA69 9LZ, SA69 9EA"
2026-03-06T13:33:00,South Wales,INCD-5375-j,3,0,0,In Progress,true,LV PLANNED,ONS,2026-03-06T12:00:00,2026-03-06T15:00:00,3,4b,2026-03-06T12:00:00,2026-03-06T12:27:00,,,,LV,1,0,51.69354,-3.009826,NP4 0PT
2026-03-06T13:33:00,South Wales,INCD-5724-j,8,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T08:00:00,2026-03-06T15:00:00,8,4b,2026-03-06T08:00:00,2026-03-06T09:30:00,,,,HV,2,0,51.80516,-2.729745,"NP25 5SU, NP25 5SY"
2026-03-06T13:33:00,South Wales,INCD-27683-e,2,0,92,In Progress,true,HV PLANNED,ASSN,2026-03-06T08:30:00,2026-03-06T14:30:00,94,5b,2026-03-06T08:30:00,2026-03-06T12:09:00,,,,HV,1,0,51.98795,-3.806174,SA20 0RF
2026-03-06T13:33:00,West Midlands,INCD-18379-l,1,0,0,In Progress,false,LV DAMAGE,ONS,,,0,,2026-03-06T11:02:00,2026-03-06T12:42:00,,,,LV,1,0,52.48952,-2.042002,B65 9EE
2026-03-06T13:33:00,West Midlands,INCD-18052-l,9,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T09:00:00,2026-03-06T15:00:00,9,1b,2026-03-06T09:00:00,2026-03-06T09:38:00,,,,HV,5,0,51.6275,-2.369003,"GL12 8RL, GL12 8JS, GL12 8JP"
2026-03-06T13:33:00,West Midlands,INCD-17876-l,2,0,0,In Progress,true,LV PLANNED,ASSN,2026-03-06T09:00:00,2026-03-06T14:00:00,2,5d,2026-03-06T09:00:00,2026-03-06T09:37:00,,,,LV,0,0,51.71404,-2.219119,GL5 5AL
2026-03-06T13:33:00,West Midlands,INCD-360929-f,1,0,0,In Progress,true,HV PLANNED,UNASSIGNED,2026-03-06T11:45:00,2026-03-06T15:30:00,1,1b,2026-03-06T11:45:00,2026-03-06T12:04:00,,,,HV,0,0,52.99442,-2.154694,ST4 3RR
2026-03-06T13:33:00,West Midlands,INCD-63118-p,27,0,0,In Progress,false,LV UNDERGROUND,COMP,,,0,,2026-03-06T05:45:00,2026-03-06T13:19:00,,,,LV,7,0,52.46918,-1.886623,"B12 0UA, B12 0TA, B12 0RT, B12 0TY, B12 0QE, B12 0UL, B12 0QB, B12 0PU"
