Timestamp,Demand,Generation,Import,Solar,Wind,STOR,Other
2026-03-04T23:10:00,962.33,214.11,851.22,3.11,51.32,68.98,90.74
2026-03-04T23:15:00,952.35,213.43,841.72,3.13,50.95,68.98,90.41
2026-03-04T23:20:00,950.93,210.36,843.35,3.10,47.94,69.01,90.34
2026-03-04T23:25:00,942.99,211.54,835.48,3.11,47.80,69.01,91.65
2026-03-04T23:30:00,964.89,220.62,842.95,3.09,53.78,69.03,94.74
2026-03-04T23:35:00,974.88,224.75,848.12,3.12,57.63,69.04,95.00
2026-03-04T23:40:00,976.35,230.38,845.03,3.08,63.61,69.04,94.66
2026-03-04T23:45:00,973.67,236.53,835.67,3.12,68.58,69.00,95.87
2026-03-04T23:50:00,965.50,238.69,824.31,3.07,72.02,68.97,94.65
2026-03-04T23:55:00,956.32,236.22,816.89,3.08,69.90,68.98,94.29
2026-03-05T00:00:00,988.05,231.05,854.08,3.06,66.94,69.70,91.38
2026-03-05T00:05:00,1028.01,225.91,899.61,3.11,63.32,69.72,89.81
2026-03-05T00:10:00,1055.58,222.41,932.20,3.25,59.83,69.69,89.69
2026-03-05T00:15:00,1056.30,222.71,933.80,3.27,59.14,69.74,90.59
2026-03-05T00:20:00,1061.23,223.27,938.65,3.31,59.11,69.70,91.18
2026-03-05T00:25:00,1067.36,224.26,946.00,3.22,59.85,69.64,91.55
2026-03-05T00:30:00,1076.73,213.33,966.59,3.29,51.43,69.03,89.62
2026-03-05T00:35:00,1078.74,209.11,971.77,3.40,48.74,69.11,87.90
2026-03-05T00:40:00,1091.38,210.48,982.06,3.44,48.23,69.06,89.78
2026-03-05T00:45:00,1091.33,210.24,983.89,3.48,47.90,68.90,89.98
2026-03-05T00:50:00,1090.14,209.84,983.21,3.60,47.54,68.90,89.83
2026-03-05T00:55:00,1089.94,211.66,981.55,3.59,48.90,68.94,90.27
2026-03-05T01:00:00,1096.49,212.55,990.24,3.59,48.73,69.01,91.27
2026-03-05T01:05:00,1094.21,212.64,988.37,3.59,48.36,69.20,91.53
2026-03-05T01:10:00,1088.66,211.06,984.86,3.61,46.82,69.15,91.52
2026-03-05T01:15:00,1084.54,210.68,981.35,3.52,47.08,69.00,91.10
2026-03-05T01:20:00,1078.80,212.06,973.93,3.59,46.80,69.00,92.68
