Timestamp,Demand,Generation,Import,Solar,Wind,STOR,Other
2026-03-04T23:10:00,2657.09,134.14,2522.97,15.60,10.11,5.21,103.20
2026-03-04T23:15:00,2647.20,134.82,2512.36,15.51,11.29,5.45,102.58
2026-03-04T23:20:00,2634.06,136.77,2497.32,15.28,12.06,5.34,104.09
2026-03-04T23:25:00,2630.68,139.10,2491.59,15.45,13.32,5.91,104.40
2026-03-04T23:30:00,2621.65,138.13,2483.48,15.60,13.05,4.50,104.96
2026-03-04T23:35:00,2615.63,137.56,2478.05,15.81,13.21,4.50,104.04
2026-03-04T23:40:00,2612.59,137.06,2475.51,15.83,13.13,4.40,103.69
2026-03-04T23:45:00,2605.34,136.61,2468.74,15.84,13.36,4.48,102.96
2026-03-04T23:50:00,2594.06,139.22,2454.82,15.79,15.50,4.78,103.19
2026-03-04T23:55:00,2586.56,140.56,2446.04,15.74,17.05,4.48,103.33
2026-03-05T00:00:00,2619.17,142.17,2477.02,15.56,18.09,4.20,104.30
2026-03-05T00:05:00,2631.36,144.74,2486.62,15.56,18.86,3.99,106.36
2026-03-05T00:10:00,2637.51,146.11,2491.40,15.52,19.61,4.34,106.61
2026-03-05T00:15:00,2628.59,143.50,2485.09,15.32,20.17,4.42,103.61
2026-03-05T00:20:00,2619.01,145.12,2473.89,15.61,21.70,4.33,103.50
2026-03-05T00:25:00,2626.18,147.02,2479.19,15.05,23.76,4.65,103.53
2026-03-05T00:30:00,2648.75,149.02,2499.76,15.22,24.16,5.22,104.43
2026-03-05T00:35:00,2687.74,164.35,2523.38,15.23,23.01,20.74,105.51
2026-03-05T00:40:00,2718.65,167.13,2551.53,15.36,22.05,25.09,104.61
2026-03-05T00:45:00,2706.21,152.94,2553.28,15.60,22.47,11.20,103.67
2026-03-05T00:50:00,2707.58,155.26,2552.31,15.32,21.59,13.50,104.61
2026-03-05T00:55:00,2683.81,146.89,2536.95,15.18,19.90,7.27,104.52
2026-03-05T01:00:00,2718.43,144.20,2574.22,16.54,19.55,3.49,104.62
2026-03-05T01:05:00,2717.55,143.26,2574.30,15.46,20.60,3.39,103.83
2026-03-05T01:10:00,2715.01,145.62,2569.41,17.31,22.25,3.38,102.70
2026-03-05T01:15:00,2715.78,149.64,2566.14,18.78,23.63,3.36,103.86
2026-03-05T01:20:00,2708.64,150.01,2558.59,19.84,23.24,3.36,103.56
2026-03-05T01:25:00,2708.30,149.97,2558.31,20.95,23.29,3.46,102.27
2026-03-05T01:30:00,2699.29,152.50,2546.77,21.75,22.15,6.00,102.57
2026-03-05T01:35:00,2684.62,144.63,2539.98,16.43,20.38,6.22,101.56
2026-03-05T01:40:00,2677.06,142.75,2534.29,15.43,19.85,6.22,101.25
2026-03-05T01:45:00,2663.97,144.61,2519.34,15.51,19.96,8.39,100.75
2026-03-05T01:50:00,2657.11,143.92,2513.18,15.13,19.61,8.89,100.26
2026-03-05T01:55:00,2654.24,144.05,2510.21,15.45,19.07,8.70,100.84
2026-03-05T02:00:00,2671.58,143.72,2527.80,15.67,17.94,7.10,103.12
2026-03-05T02:05:00,2662.98,141.30,2521.70,15.36,17.05,7.19,101.71
