ValueDate,Amps,HH Val,MVA,MVAr,MW,Volts
2026-02-24T00:05:00+00:00,109.11,-0.696,2.114,-0.694,1.964,11.231
2026-02-24T00:10:00+00:00,110.456,-0.694,2.148,-0.699,1.991,11.2
2026-02-24T00:15:00+00:00,109.836,-0.692,2.134,-0.698,1.964,11.2
2026-02-24T00:20:00+00:00,110.125,-0.691,2.137,-0.706,1.978,11.212
2026-02-24T00:25:00+00:00,109.758,-0.69,2.146,-0.698,1.976,11.214
2026-02-24T00:30:00+00:00,109.516,-0.688,2.14,-0.697,1.97,11.211
2026-02-24T00:35:00+00:00,112.885,-0.686,2.198,-0.67,2.035,11.2
2026-02-24T00:40:00+00:00,113.242,-0.684,2.2,-0.661,2.05,11.181
2026-02-24T00:45:00+00:00,113.288,-0.683,2.208,-0.676,2.048,11.176
2026-02-24T00:50:00+00:00,112.07,-0.682,2.186,-0.692,2.022,11.2
2026-02-24T00:55:00+00:00,111.802,-0.68,2.187,-0.666,2.022,11.2
2026-02-24T01:00:00+00:00,111.812,-0.678,2.176,-0.694,2.015,11.2
2026-02-24T01:05:00+00:00,110.982,-0.678,2.156,-0.669,1.981,11.2
2026-02-24T01:10:00+00:00,109.929,-0.68,2.14,-0.68,1.968,11.2
2026-02-24T01:15:00+00:00,107.858,-0.682,2.104,-0.664,1.93,11.2
2026-02-24T01:20:00+00:00,107.016,-0.684,2.093,-0.687,1.924,11.2
2026-02-24T01:25:00+00:00,106.517,-0.685,2.082,-0.682,1.918,11.2
2026-02-24T01:30:00+00:00,106.712,-0.687,2.07,-0.703,1.916,11.2
2026-02-24T01:35:00+00:00,108.826,-0.69,2.098,-0.697,1.95,11.2
2026-02-24T01:40:00+00:00,108.476,-0.692,2.106,-0.702,1.945,11.2
2026-02-24T01:45:00+00:00,106.912,-0.695,2.09,-0.695,1.922,11.2
2026-02-24T01:50:00+00:00,105.543,-0.698,2.053,-0.718,1.883,11.2
2026-02-24T01:55:00+00:00,105.622,-0.7,2.05,-0.708,1.874,11.2
2026-02-24T02:00:00+00:00,105.12,-0.702,2.05,-0.678,1.872,11.2
2026-02-24T02:05:00+00:00,105.226,-0.703,2.049,-0.666,1.874,11.199
2026-02-24T02:10:00+00:00,104.815,-0.7,2.029,-0.67,1.868,11.162
2026-02-24T02:15:00+00:00,103.468,-0.698,2.013,-0.708,1.847,11.2
2026-02-24T02:20:00+00:00,102.158,-0.696,1.972,-0.704,1.821,11.2
2026-02-24T02:25:00+00:00,102.102,-0.694,1.991,-0.698,1.823,11.2
2026-02-24T02:30:00+00:00,102.276,-0.691,1.984,-0.704,1.824,11.202
2026-02-24T02:35:00+00:00,103.959,-0.691,2.032,-0.698,1.84,11.2
2026-02-24T02:40:00+00:00,103.734,-0.692,2.028,-0.704,1.832,11.2
2026-02-24T02:45:00+00:00,101.66,-0.694,1.966,-0.686,1.808,11.2
2026-02-24T02:50:00+00:00,99.924,-0.696,1.954,-0.714,1.774,11.264
2026-02-24T02:55:00+00:00,99.848,-0.698,1.962,-0.698,1.772,11.3
2026-02-24T03:00:00+00:00,98.904,-0.7,1.946,-0.704,1.755,11.282
2026-02-24T03:05:00+00:00,100.661,-0.702,1.936,-0.706,1.777,11.206
2026-02-24T03:10:00+00:00,100.329,-0.703,1.947,-0.69,1.773,11.2
2026-02-24T03:15:00+00:00,99.95,-0.704,1.945,-0.702,1.774,11.236
2026-02-24T03:20:00+00:00,98.896,-0.706,1.944,-0.706,1.758,11.27
2026-02-24T03:25:00+00:00,98.64,-0.708,1.934,-0.696,1.74,11.256
2026-02-24T03:30:00+00:00,97.618,-0.708,1.89,-0.693,1.71,11.223
2026-02-24T03:35:00+00:00,96.33,-0.709,1.87,-0.706,1.68,11.253
2026-02-24T03:40:00+00:00,96.353,-0.709,1.854,-0.726,1.676,11.222
2026-02-24T03:45:00+00:00,96.568,-0.708,1.887,-0.726,1.69,11.296
2026-02-24T03:50:00+00:00,95.52,-0.708,1.864,-0.724,1.674,11.3
2026-02-24T03:55:00+00:00,95.504,-0.708,1.856,-0.692,1.668,11.3
2026-02-24T04:00:00+00:00,94.893,-0.708,1.862,-0.704,1.657,11.299
2026-02-24T04:05:00+00:00,95.929,-0.708,1.843,-0.696,1.664,11.202
2026-02-24T04:10:00+00:00,96.518,-0.708,1.86,-0.698,1.68,11.177
2026-02-24T04:15:00+00:00,96.014,-0.708,1.85,-0.694,1.666,11.159
2026-02-24T04:20:00+00:00,95.809,-0.708,1.85,-0.712,1.671,11.192
2026-02-24T04:25:00+00:00,94.804,-0.708,1.846,-0.722,1.642,11.2
2026-02-24T04:30:00+00:00,94.979,-0.708,1.85,-0.72,1.65,11.2
2026-02-24T04:35:00+00:00,94.855,-0.708,1.848,-0.709,1.648,11.2
2026-02-24T04:40:00+00:00,94.92,-0.71,1.844,-0.729,1.648,11.2
2026-02-24T04:45:00+00:00,93.93,-0.712,1.84,-0.718,1.622,11.2
2026-02-24T04:50:00+00:00,93.156,-0.714,1.806,-0.728,1.613,11.243
2026-02-24T04:55:00+00:00,94.273,-0.716,1.848,-0.75,1.636,11.268
2026-02-24T05:00:00+00:00,94.726,-0.718,1.848,-0.737,1.636,11.244
2026-02-24T05:05:00+00:00,94.261,-0.717,1.845,-0.689,1.628,11.161
2026-02-24T05:10:00+00:00,95.452,-0.713,1.85,-0.714,1.65,11.185
2026-02-24T05:15:00+00:00,94.003,-0.71,1.832,-0.704,1.638,11.2
2026-02-24T05:20:00+00:00,93.55,-0.706,1.822,-0.692,1.636,11.2
2026-02-24T05:25:00+00:00,94.03,-0.702,1.828,-0.668,1.643,11.2
2026-02-24T05:30:00+00:00,95.098,-0.698,1.848,-0.678,1.665,11.2
2026-02-24T05:35:00+00:00,97.831,-0.694,1.882,-0.65,1.73,11.2
2026-02-24T05:40:00+00:00,101.114,-0.688,1.953,-0.65,1.804,11.203
2026-02-24T05:45:00+00:00,101.724,-0.684,1.97,-0.65,1.816,11.208
2026-02-24T05:50:00+00:00,100.817,-0.678,1.95,-0.65,1.791,11.222
2026-02-24T05:55:00+00:00,104.956,-0.674,2.046,-0.65,1.884,11.202
2026-02-24T06:00:00+00:00,104.794,-0.668,2.034,-0.65,1.888,11.2
2026-02-24T06:05:00+00:00,108.983,-0.661,2.112,-0.65,1.962,11.198
2026-02-24T06:10:00+00:00,112.119,-0.651,2.172,-0.65,2.03,11.12
2026-02-24T06:15:00+00:00,112.142,-0.641,2.168,-0.646,2.022,11.119
2026-02-24T06:20:00+00:00,113.2,-0.63,2.2,-0.626,2.046,11.14
2026-02-24T06:25:00+00:00,114.755,-0.62,2.236,-0.644,2.094,11.2
2026-02-24T06:30:00+00:00,118.616,-0.61,2.3,-0.598,2.178,11.2
2026-02-24T06:35:00+00:00,121.793,-0.598,2.354,-0.551,2.248,11.138
2026-02-24T06:40:00+00:00,125.319,-0.584,2.415,-0.571,2.313,11.115
2026-02-24T06:45:00+00:00,126.536,-0.571,2.449,-0.511,2.343,11.144
2026-02-24T06:50:00+00:00,127.792,-0.558,2.468,-0.485,2.37,11.112
2026-02-24T06:55:00+00:00,132.032,-0.544,2.55,-0.55,2.446,11.138
2026-02-24T07:00:00+00:00,129.537,-0.53,2.497,-0.43,2.402,11.156
2026-02-24T07:05:00+00:00,132.142,-0.527,2.553,-0.484,2.457,11.128
2026-02-24T07:10:00+00:00,136.522,-0.534,2.66,-0.548,2.544,11.213
2026-02-24T07:15:00+00:00,136.195,-0.54,2.678,-0.601,2.578,11.376
2026-02-24T07:20:00+00:00,137.881,-0.547,2.7,-0.5,2.604,11.31
2026-02-24T07:25:00+00:00,139.909,-0.554,2.748,-0.491,2.652,11.311
2026-02-24T07:30:00+00:00,140.804,-0.56,2.758,-0.571,2.66,11.306
2026-02-24T07:35:00+00:00,142.616,-0.555,2.8,-0.478,2.694,11.297
2026-02-24T07:40:00+00:00,142.783,-0.537,2.798,-0.472,2.69,11.276
2026-02-24T07:45:00+00:00,141.31,-0.52,2.77,-0.428,2.677,11.304
2026-02-24T07:50:00+00:00,141.542,-0.501,2.783,-0.432,2.688,11.311
2026-02-24T07:55:00+00:00,139.622,-0.483,2.734,-0.426,2.648,11.3
2026-02-24T08:00:00+00:00,139.628,-0.466,2.74,-0.56,2.644,11.304
2026-02-24T08:05:00+00:00,141.044,-0.458,2.766,-0.606,2.663,11.296
2026-02-24T08:10:00+00:00,143.56,-0.461,2.83,-0.494,2.72,11.301
2026-02-24T08:15:00+00:00,140.536,-0.464,2.76,-0.413,2.659,11.3
2026-02-24T08:20:00+00:00,139.596,-0.467,2.742,-0.4,2.648,11.295
2026-02-24T08:25:00+00:00,139.124,-0.471,2.733,-0.407,2.638,11.304
2026-02-24T08:30:00+00:00,137.238,-0.474,2.688,-0.394,2.605,11.322
2026-02-24T08:35:00+00:00,137.377,-0.477,2.702,-0.45,2.608,11.352
2026-02-24T08:40:00+00:00,136.758,-0.48,2.678,-0.566,2.582,11.304
2026-02-24T08:45:00+00:00,135.417,-0.484,2.65,-0.624,2.549,11.314
2026-02-24T08:50:00+00:00,136.734,-0.486,2.678,-0.448,2.593,11.311
2026-02-24T08:55:00+00:00,136.848,-0.49,2.684,-0.468,2.596,11.354
2026-02-24T09:00:00+00:00,135.724,-0.493,2.667,-0.423,2.577,11.386
2026-02-24T09:05:00+00:00,136.555,-0.485,2.676,-0.4,2.593,11.358
2026-02-24T09:10:00+00:00,138.723,-0.468,2.73,-0.384,2.641,11.34
2026-02-24T09:15:00+00:00,137.498,-0.45,2.708,-0.398,2.618,11.383
2026-02-24T09:20:00+00:00,140.078,-0.432,2.758,-0.396,2.674,11.394
2026-02-24T09:25:00+00:00,140.673,-0.414,2.754,-0.419,2.665,11.3
2026-02-24T09:30:00+00:00,139.078,-0.396,2.732,-0.414,2.632,11.3
2026-02-24T09:35:00+00:00,141.469,-0.388,2.78,-0.383,2.683,11.3
2026-02-24T09:40:00+00:00,139.452,-0.391,2.74,-0.379,2.643,11.29
2026-02-24T09:45:00+00:00,140.738,-0.394,2.76,-0.385,2.667,11.3
2026-02-24T09:50:00+00:00,140.59,-0.396,2.759,-0.422,2.662,11.3
2026-02-24T09:55:00+00:00,139.064,-0.399,2.73,-0.409,2.638,11.3
2026-02-24T10:00:00+00:00,137.696,-0.402,2.698,-0.432,2.594,11.288
