ValueDate,Amps,HH Val,MVA,MVAr,MW,Volts
2026-02-24T00:05:00+00:00,87.628,0.154,1.736,0.136,-1.712,11.352
2026-02-24T00:10:00+00:00,87.81,0.154,1.74,0.134,-1.699,11.35
2026-02-24T00:15:00+00:00,88.34,0.155,1.74,0.136,-1.732,11.35
2026-02-24T00:20:00+00:00,84.85,0.156,1.67,0.169,-1.656,11.37
2026-02-24T00:25:00+00:00,83.286,0.156,1.652,0.103,-1.637,11.358
2026-02-24T00:30:00+00:00,86.789,0.158,1.712,0.115,-1.708,11.35
2026-02-24T00:35:00+00:00,91.935,0.157,1.805,0.134,-1.791,11.336
2026-02-24T00:40:00+00:00,95.882,0.155,1.882,0.12,-1.865,11.274
2026-02-24T00:45:00+00:00,101.642,0.153,2.01,0.126,-1.994,11.392
2026-02-24T00:50:00+00:00,100.191,0.152,1.967,0.133,-1.95,11.426
2026-02-24T00:55:00+00:00,101.417,0.149,2.002,0.124,-1.978,11.428
2026-02-24T01:00:00+00:00,102.204,0.148,2.038,0.087,-2.014,11.448
2026-02-24T01:05:00+00:00,103.98,0.148,2.07,0.073,-2.054,11.425
2026-02-24T01:10:00+00:00,99.909,0.15,1.984,0.068,-1.974,11.45
2026-02-24T01:15:00+00:00,98.903,0.153,1.955,0.086,-1.94,11.45
2026-02-24T01:20:00+00:00,99.261,0.156,1.973,0.124,-1.936,11.45
2026-02-24T01:25:00+00:00,97.612,0.158,1.934,0.11,-1.896,11.381
2026-02-24T01:30:00+00:00,96.418,0.162,1.901,0.115,-1.871,11.35
2026-02-24T01:35:00+00:00,93.08,0.162,1.837,0.148,-1.799,11.322
2026-02-24T01:40:00+00:00,97.546,0.163,1.931,0.158,-1.884,11.31
2026-02-24T01:45:00+00:00,99.369,0.164,1.965,0.159,-1.923,11.3
2026-02-24T01:50:00+00:00,99.701,0.164,1.982,0.093,-1.94,11.326
2026-02-24T01:55:00+00:00,99.054,0.165,1.971,0.104,-1.914,11.331
2026-02-24T02:00:00+00:00,99.914,0.166,1.976,0.133,-1.928,11.334
2026-02-24T02:05:00+00:00,95.886,0.165,1.892,0.139,-1.85,11.284
2026-02-24T02:10:00+00:00,91.364,0.16,1.804,0.134,-1.772,11.388
2026-02-24T02:15:00+00:00,95.273,0.156,1.854,0.15,-1.841,11.376
2026-02-24T02:20:00+00:00,96.87,0.152,1.904,0.144,-1.874,11.328
2026-02-24T02:25:00+00:00,96.376,0.146,1.89,0.146,-1.867,11.332
2026-02-24T02:30:00+00:00,94.051,0.143,1.853,0.148,-1.841,11.35
2026-02-24T02:35:00+00:00,92.26,0.143,1.797,0.152,-1.79,11.35
2026-02-24T02:40:00+00:00,87.874,0.146,1.722,0.188,-1.707,11.35
2026-02-24T02:45:00+00:00,87.708,0.15,1.728,0.158,-1.707,11.35
2026-02-24T02:50:00+00:00,89.34,0.154,1.76,0.171,-1.749,11.373
2026-02-24T02:55:00+00:00,86.702,0.158,1.723,0.176,-1.696,11.382
2026-02-24T03:00:00+00:00,87.352,0.162,1.724,0.173,-1.703,11.372
2026-02-24T03:05:00+00:00,92.2,0.162,1.808,0.148,-1.801,11.35
2026-02-24T03:10:00+00:00,92.602,0.158,1.821,0.136,-1.812,11.35
2026-02-24T03:15:00+00:00,91.359,0.154,1.796,0.15,-1.787,11.35
2026-02-24T03:20:00+00:00,92.268,0.15,1.816,0.145,-1.805,11.35
2026-02-24T03:25:00+00:00,90.002,0.146,1.769,0.164,-1.76,11.36
2026-02-24T03:30:00+00:00,92.041,0.143,1.807,0.147,-1.802,11.35
2026-02-24T03:35:00+00:00,92.374,0.139,1.826,0.132,-1.81,11.356
2026-02-24T03:40:00+00:00,93.014,0.136,1.844,0.13,-1.807,11.35
2026-02-24T03:45:00+00:00,89.73,0.134,1.792,0.136,-1.742,11.384
2026-02-24T03:50:00+00:00,87.046,0.132,1.741,0.136,-1.684,11.395
2026-02-24T03:55:00+00:00,89.563,0.129,1.805,0.126,-1.743,11.396
2026-02-24T04:00:00+00:00,88.373,0.126,1.763,0.15,-1.719,11.386
2026-02-24T04:05:00+00:00,89.27,0.126,1.764,0.15,-1.731,11.301
2026-02-24T04:10:00+00:00,90.561,0.129,1.795,0.148,-1.76,11.267
2026-02-24T04:15:00+00:00,85.315,0.132,1.702,0.14,-1.658,11.414
