ValueDate,5 Min Ave,Amps,MVAr,MW,Volts
2026-02-28T03:05:00+00:00,40.398,40.655,-0.14,-0.832,11.4
2026-02-28T03:10:00+00:00,40.598,40.658,-0.171,-0.829,11.4
2026-02-28T03:15:00+00:00,39.368,38.072,-0.122,-0.797,11.4
2026-02-28T03:20:00+00:00,38.775,39.695,-0.141,-0.799,11.4
2026-02-28T03:25:00+00:00,40.933,42.715,-0.151,-0.867,11.4
2026-02-28T03:30:00+00:00,42.366,42.555,-0.139,-0.867,11.4
2026-02-28T03:35:00+00:00,41.497,40.404,-0.102,-0.841,11.4
2026-02-28T03:40:00+00:00,39.826,39.257,-0.12,-0.807,11.368
2026-02-28T03:45:00+00:00,39.626,40.202,-0.127,-0.83,11.332
2026-02-28T03:50:00+00:00,40.069,39.925,-0.15,-0.808,11.3
2026-02-28T03:55:00+00:00,40.443,41.011,-0.122,-0.813,11.3
2026-02-28T04:00:00+00:00,40.753,40.883,-0.154,-0.824,11.3
2026-02-28T04:05:00+00:00,40.353,40.513,-0.122,-0.807,11.3
2026-02-28T04:10:00+00:00,39.936,39.977,-0.141,-0.803,11.3
2026-02-28T04:15:00+00:00,39.42,39.02,-0.138,-0.815,11.3
2026-02-28T04:20:00+00:00,38.623,37.943,-0.149,-0.789,11.3
2026-02-28T04:25:00+00:00,40.091,42.223,-0.147,-0.873,11.3
2026-02-28T04:30:00+00:00,44.434,46.72,-0.169,-0.926,11.3
2026-02-28T04:35:00+00:00,45.421,44.278,-0.132,-0.89,11.3
2026-02-28T04:40:00+00:00,43.572,43.397,-0.148,-0.897,11.331
2026-02-28T04:45:00+00:00,43.166,43.127,-0.14,-0.894,11.3
2026-02-28T04:50:00+00:00,42.969,42.629,-0.152,-0.889,11.3
2026-02-28T04:55:00+00:00,43.918,44.748,-0.162,-0.914,11.303
2026-02-28T05:00:00+00:00,45.347,45.632,-0.17,-0.922,11.314
2026-02-28T05:05:00+00:00,45.962,46.262,-0.2,-0.909,11.3
2026-02-28T05:10:00+00:00,46.532,46.477,-0.2,-0.906,11.3
2026-02-28T05:15:00+00:00,46.453,46.097,-0.209,-0.906,11.3
2026-02-28T05:20:00+00:00,46.332,46.395,-0.2,-0.922,11.3
2026-02-28T05:25:00+00:00,47.207,48.244,-0.2,-0.959,11.3
2026-02-28T05:30:00+00:00,47.474,46.996,-0.208,-0.922,11.3
2026-02-28T05:35:00+00:00,47.494,48.186,-0.2,-0.941,11.3
2026-02-28T05:40:00+00:00,47.159,46.54,-0.207,-0.909,11.3
2026-02-28T05:45:00+00:00,49.305,52.275,-0.229,-1.004,11.3
2026-02-28T05:50:00+00:00,53.352,54.291,-0.227,-1.048,11.3
2026-02-28T05:55:00+00:00,56.043,58.155,-0.257,-1.101,11.3
2026-02-28T06:00:00+00:00,58.737,59.767,-0.237,-1.156,11.3
2026-02-28T06:05:00+00:00,57.468,55.237,-0.248,-1.074,11.22
2026-02-28T06:10:00+00:00,56.318,57.669,-0.3,-1.074,11.2
2026-02-28T06:15:00+00:00,55.935,54.469,-0.3,-1.018,11.2
2026-02-28T06:20:00+00:00,54.729,55.06,-0.3,-1.028,11.2
2026-02-28T06:25:00+00:00,54.673,54.193,-0.295,-1.042,11.2
2026-02-28T06:30:00+00:00,53.591,53.136,-0.237,-1.026,11.2
2026-02-28T06:35:00+00:00,53.032,53.186,-0.2,-1.028,11.2
2026-02-28T06:40:00+00:00,52.573,52.116,-0.224,-1.027,11.2
2026-02-28T06:45:00+00:00,53.828,55.958,-0.271,-1.098,11.2
2026-02-28T06:50:00+00:00,56.342,57.041,-0.284,-1.114,11.204
2026-02-28T06:55:00+00:00,59.564,61.942,-0.275,-1.19,11.2
2026-02-28T07:00:00+00:00,63.94,65.617,-0.3,-1.265,11.2
2026-02-28T07:05:00+00:00,66.852,67.925,-0.3,-1.3,11.253
2026-02-28T07:10:00+00:00,67.142,66.104,-0.343,-1.267,11.3
2026-02-28T07:15:00+00:00,64.949,63.446,-0.329,-1.221,11.3
2026-02-28T07:20:00+00:00,64.341,65.42,-0.313,-1.286,11.3
2026-02-28T07:25:00+00:00,66.793,68.442,-0.33,-1.32,11.3
2026-02-28T07:30:00+00:00,67.973,67.318,-0.322,-1.307,11.3
2026-02-28T07:35:00+00:00,68.06,68.624,-0.351,-1.319,11.3
2026-02-28T07:40:00+00:00,66.837,64.616,-0.363,-1.252,11.3
2026-02-28T07:45:00+00:00,63.055,61.202,-0.345,-1.186,11.282
2026-02-28T07:50:00+00:00,60.64,60.168,-0.365,-1.174,11.28
2026-02-28T07:55:00+00:00,61.118,61.852,-0.362,-1.217,11.226
2026-02-28T08:00:00+00:00,61.492,60.731,-0.363,-1.19,11.281
2026-02-28T08:05:00+00:00,61.097,61.436,-0.355,-1.202,11.3
2026-02-28T08:10:00+00:00,62.158,62.769,-0.4,-1.216,11.3
2026-02-28T08:15:00+00:00,62.736,62.265,-0.384,-1.234,11.3
2026-02-28T08:20:00+00:00,61.876,61.467,-0.413,-1.23,11.3
2026-02-28T08:25:00+00:00,62.419,63.657,-0.402,-1.257,11.3
2026-02-28T08:30:00+00:00,62.957,62.386,-0.4,-1.239,11.3
2026-02-28T08:35:00+00:00,62.151,62.095,-0.384,-1.223,11.32
2026-02-28T08:40:00+00:00,61.507,60.811,-0.36,-1.204,11.3
2026-02-28T08:45:00+00:00,60.226,59.373,-0.356,-1.169,11.318
2026-02-28T08:50:00+00:00,59.566,59.402,-0.33,-1.184,11.309
2026-02-28T08:55:00+00:00,61.767,63.989,-0.301,-1.275,11.359
2026-02-28T09:00:00+00:00,64.69,65.626,-0.338,-1.29,11.302
2026-02-28T09:05:00+00:00,67.89,70.322,-0.331,-1.382,11.31
2026-02-28T09:10:00+00:00,68.572,67.044,-0.365,-1.326,11.4
2026-02-28T09:15:00+00:00,65.648,64.356,-0.398,-1.269,11.407
2026-02-28T09:20:00+00:00,64.156,63.653,-0.395,-1.254,11.477
2026-02-28T09:25:00+00:00,63.009,62.45,-0.358,-1.204,11.412
2026-02-28T09:30:00+00:00,61.823,61.283,-0.354,-1.202,11.425
2026-02-28T09:35:00+00:00,60.003,58.942,-0.375,-1.161,11.438
2026-02-28T09:40:00+00:00,56.312,53.937,-0.333,-1.054,11.419
2026-02-28T09:45:00+00:00,53.523,53.222,-0.351,-1.018,11.483
2026-02-28T09:50:00+00:00,51.376,49.801,-0.342,-0.943,11.499
2026-02-28T09:55:00+00:00,45.29,40.732,-0.288,-0.752,11.412
2026-02-28T10:00:00+00:00,39.959,39.063,-0.366,-0.684,11.42
2026-02-28T10:05:00+00:00,36.761,34.365,-0.381,-0.554,11.4
2026-02-28T10:10:00+00:00,33.051,31.53,-0.349,-0.535,11.4
2026-02-28T10:15:00+00:00,34.952,38.175,-0.362,-0.697,11.4
2026-02-28T10:20:00+00:00,37.872,37.606,-0.324,-0.756,11.4
2026-02-28T10:25:00+00:00,34.761,32.257,-0.311,-0.629,11.431
2026-02-28T10:30:00+00:00,31.012,29.787,-0.264,-0.58,11.349
2026-02-28T10:35:00+00:00,29.868,29.727,-0.305,-0.548,11.319
2026-02-28T10:40:00+00:00,30.54,30.924,-0.331,-0.512,11.338
2026-02-28T10:45:00+00:00,29.412,27.382,-0.3,-0.437,11.3
2026-02-28T10:50:00+00:00,27.73,27.848,-0.299,-0.465,11.3
2026-02-28T10:55:00+00:00,24.933,21.888,-0.296,-0.317,11.331
2026-02-28T11:00:00+00:00,19.939,17.608,-0.3,-0.143,11.336
2026-02-28T11:05:00+00:00,17.951,18.092,-0.3,-0.156,11.3
2026-02-28T11:10:00+00:00,18.064,18.241,-0.259,-0.283,11.3
2026-02-28T11:15:00+00:00,17.774,17.282,-0.297,-0.208,11.3
2026-02-28T11:20:00+00:00,17.513,17.796,-0.295,-0.231,11.3
2026-02-28T11:25:00+00:00,18.212,18.878,-0.288,-0.244,11.3
2026-02-28T11:30:00+00:00,17.234,15.509,-0.258,-0.169,11.3
2026-02-28T11:35:00+00:00,17.049,18.231,-0.258,-0.235,11.3
2026-02-28T11:40:00+00:00,21.201,24.314,-0.229,-0.454,11.303
2026-02-28T11:45:00+00:00,24.824,25.779,-0.246,-0.541,11.368
2026-02-28T11:50:00+00:00,23.43,21.122,-0.268,-0.375,11.38
2026-02-28T11:55:00+00:00,19.075,16.881,-0.216,-0.295,11.4
2026-02-28T12:00:00+00:00,17.805,19.215,-0.27,-0.333,11.393
2026-02-28T12:05:00+00:00,20.131,21.526,-0.325,-0.376,11.373
2026-02-28T12:10:00+00:00,19.754,17.791,-0.292,-0.22,11.4
2026-02-28T12:15:00+00:00,17.785,17.328,-0.306,-0.226,11.4
2026-02-28T12:20:00+00:00,17.6,17.609,-0.253,-0.313,11.375
2026-02-28T12:25:00+00:00,19.559,21.658,-0.238,-0.439,11.305
2026-02-28T12:30:00+00:00,20.712,19.747,-0.209,-0.426,11.353
2026-02-28T12:35:00+00:00,22.56,25.097,-0.2,-0.577,11.337
2026-02-28T12:40:00+00:00,25.154,24.763,-0.244,-0.534,11.279
2026-02-28T12:45:00+00:00,30.556,36.239,-0.231,-0.756,11.242
2026-02-28T12:50:00+00:00,35.889,35.394,-0.287,-0.741,11.3
2026-02-28T12:55:00+00:00,33.59,31.567,-0.278,-0.664,11.3
2026-02-28T13:00:00+00:00,25.684,19.667,-0.297,-0.301,11.3
2026-02-28T13:05:00+00:00,21.24,23.284,-0.372,-0.315,11.3
2026-02-28T13:10:00+00:00,22.886,22.72,-0.365,-0.245,11.379
2026-02-28T13:15:00+00:00,23.522,24.301,-0.381,-0.19,11.382
2026-02-28T13:20:00+00:00,24.728,25.133,-0.4,-0.243,11.329
2026-02-28T13:25:00+00:00,25.396,25.935,-0.402,-0.274,11.333
2026-02-28T13:30:00+00:00,25.421,24.862,-0.4,-0.176,11.385
2026-02-28T13:35:00+00:00,25.874,26.485,-0.401,-0.095,11.35
2026-02-28T13:40:00+00:00,26.534,26.364,-0.4,0.147,11.358
2026-02-28T13:45:00+00:00,26.466,26.294,-0.4,0.135,11.4
2026-02-28T13:50:00+00:00,25.266,24.093,-0.4,0.042,11.4
2026-02-28T13:55:00+00:00,24.0,24.463,-0.4,0.06,11.4
2026-02-28T14:00:00+00:00,24.148,23.973,-0.383,0.005,11.4
2026-02-28T14:05:00+00:00,23.889,23.597,-0.388,0.081,11.368
2026-02-28T14:10:00+00:00,22.972,22.14,-0.377,-0.014,11.369
2026-02-28T14:15:00+00:00,21.907,21.306,-0.36,-0.02,11.336
2026-02-28T14:20:00+00:00,21.07,20.929,-0.341,-0.178,11.332
2026-02-28T14:25:00+00:00,21.129,22.277,-0.319,-0.227,11.3
2026-02-28T14:30:00+00:00,21.729,21.964,-0.353,-0.215,11.373
2026-02-28T14:35:00+00:00,21.541,21.366,-0.348,-0.097,11.301
2026-02-28T14:40:00+00:00,21.494,22.261,-0.374,-0.188,11.3
2026-02-28T14:45:00+00:00,22.032,21.691,-0.386,-0.144,11.3
2026-02-28T14:50:00+00:00,21.509,20.985,-0.322,-0.059,11.31
2026-02-28T14:55:00+00:00,21.852,22.782,-0.34,-0.179,11.3
2026-02-28T15:00:00+00:00,23.064,23.211,-0.377,-0.168,11.327
2026-02-28T15:05:00+00:00,25.46,27.989,-0.395,-0.325,11.267
2026-02-28T15:10:00+00:00,29.347,31.292,-0.387,-0.471,11.255
2026-02-28T15:15:00+00:00,29.208,27.329,-0.327,-0.447,11.3
2026-02-28T15:20:00+00:00,28.993,30.86,-0.383,-0.527,11.272
2026-02-28T15:25:00+00:00,34.392,37.942,-0.369,-0.689,11.3
2026-02-28T15:30:00+00:00,36.884,35.478,-0.309,-0.694,11.3
2026-02-28T15:35:00+00:00,33.539,31.627,-0.346,-0.559,11.3
2026-02-28T15:40:00+00:00,31.796,32.066,-0.343,-0.586,11.3
2026-02-28T15:45:00+00:00,32.906,33.63,-0.358,-0.622,11.298
2026-02-28T15:50:00+00:00,34.425,34.985,-0.381,-0.642,11.202
2026-02-28T15:55:00+00:00,37.429,39.837,-0.392,-0.718,11.2
2026-02-28T16:00:00+00:00,40.506,41.239,-0.4,-0.742,11.2
2026-02-28T16:05:00+00:00,41.299,41.023,-0.37,-0.742,11.222
2026-02-28T16:10:00+00:00,41.843,42.337,-0.4,-0.767,11.2
2026-02-28T16:15:00+00:00,42.383,42.375,-0.372,-0.8,11.149
2026-02-28T16:20:00+00:00,44.31,46.494,-0.407,-0.887,11.286
2026-02-28T16:25:00+00:00,46.58,47.431,-0.404,-0.904,11.286
2026-02-28T16:30:00+00:00,49.381,51.962,-0.4,-0.983,11.254
2026-02-28T16:35:00+00:00,54.542,57.414,-0.372,-1.092,11.3
2026-02-28T16:40:00+00:00,59.289,61.132,-0.35,-1.194,11.262
2026-02-28T16:45:00+00:00,64.799,68.489,-0.36,-1.31,11.2
2026-02-28T16:50:00+00:00,71.345,74.343,-0.367,-1.414,11.195
2026-02-28T16:55:00+00:00,76.33,78.377,-0.326,-1.504,11.139
2026-02-28T17:00:00+00:00,78.003,77.789,-0.358,-1.502,11.285
2026-02-28T17:05:00+00:00,78.063,78.525,-0.3,-1.537,11.342
2026-02-28T17:10:00+00:00,79.879,81.571,-0.308,-1.587,11.3
2026-02-28T17:15:00+00:00,82.767,84.302,-0.301,-1.654,11.3
2026-02-28T17:20:00+00:00,85.8,87.472,-0.3,-1.731,11.3
2026-02-28T17:25:00+00:00,88.489,89.578,-0.3,-1.744,11.3
2026-02-28T17:30:00+00:00,87.705,86.015,-0.3,-1.653,11.32
2026-02-28T17:35:00+00:00,85.752,85.665,-0.3,-1.676,11.4
2026-02-28T17:40:00+00:00,84.943,84.294,-0.287,-1.653,11.348
2026-02-28T17:45:00+00:00,84.578,84.984,-0.3,-1.692,11.345
2026-02-28T17:50:00+00:00,85.213,85.69,-0.3,-1.74,11.3
2026-02-28T17:55:00+00:00,86.604,87.208,-0.312,-1.745,11.3
2026-02-28T18:00:00+00:00,88.309,88.717,-0.3,-1.794,11.3
2026-02-28T18:05:00+00:00,90.725,92.716,-0.304,-1.86,11.3
2026-02-28T18:10:00+00:00,92.237,91.932,-0.304,-1.834,11.299
2026-02-28T18:15:00+00:00,90.32,88.892,-0.308,-1.782,11.3
2026-02-28T18:20:00+00:00,89.243,90.029,-0.288,-1.79,11.3
2026-02-28T18:25:00+00:00,91.199,92.99,-0.296,-1.843,11.279
2026-02-28T18:30:00+00:00,93.292,94.174,-0.283,-1.873,11.249
2026-02-28T18:35:00+00:00,91.42,88.654,-0.276,-1.827,11.234
2026-02-28T18:40:00+00:00,87.73,86.457,-0.259,-1.796,11.253
2026-02-28T18:45:00+00:00,86.534,86.512,-0.222,-1.774,11.249
2026-02-28T18:50:00+00:00,86.121,85.821,-0.238,-1.741,11.263
2026-02-28T18:55:00+00:00,85.421,85.203,-0.246,-1.72,11.3
2026-02-28T19:00:00+00:00,83.521,81.792,-0.2,-1.681,11.3
2026-02-28T19:05:00+00:00,82.147,82.289,-0.256,-1.687,11.3
2026-02-28T19:10:00+00:00,82.679,82.911,-0.274,-1.652,11.3
2026-02-28T19:15:00+00:00,83.396,83.982,-0.203,-1.706,11.3
2026-02-28T19:20:00+00:00,83.405,82.999,-0.236,-1.676,11.334
2026-02-28T19:25:00+00:00,83.197,83.142,-0.224,-1.684,11.348
2026-02-28T19:30:00+00:00,81.428,79.265,-0.208,-1.613,11.398
2026-02-28T19:35:00+00:00,79.729,79.975,-0.214,-1.627,11.4
2026-02-28T19:40:00+00:00,79.507,79.336,-0.2,-1.644,11.4
2026-02-28T19:45:00+00:00,78.54,78.47,-0.229,-1.604,11.4
2026-02-28T19:50:00+00:00,76.197,73.926,-0.218,-1.544,11.4
2026-02-28T19:55:00+00:00,73.855,73.175,-0.2,-1.53,11.421
2026-02-28T20:00:00+00:00,74.765,76.122,-0.204,-1.576,11.452
2026-02-28T20:05:00+00:00,76.263,76.463,-0.223,-1.584,11.402
2026-02-28T20:10:00+00:00,76.5,76.605,-0.241,-1.587,11.414
2026-02-28T20:15:00+00:00,76.846,77.267,-0.207,-1.599,11.494
2026-02-28T20:20:00+00:00,77.71,78.751,-0.218,-1.6,11.42
2026-02-28T20:25:00+00:00,77.314,76.355,-0.22,-1.564,11.332
2026-02-28T20:30:00+00:00,77.14,77.854,-0.205,-1.565,11.291
2026-02-28T20:35:00+00:00,78.231,78.645,-0.191,-1.591,11.4
2026-02-28T20:40:00+00:00,79.687,81.107,-0.185,-1.662,11.4
2026-02-28T20:45:00+00:00,82.135,83.529,-0.189,-1.671,11.4
2026-02-28T20:50:00+00:00,83.367,83.463,-0.217,-1.648,11.4
2026-02-28T20:55:00+00:00,83.218,82.911,-0.151,-1.658,11.375
2026-02-28T21:00:00+00:00,83.034,82.944,-0.21,-1.641,11.327
2026-02-28T21:05:00+00:00,84.155,85.417,-0.249,-1.689,11.412
2026-02-28T21:10:00+00:00,86.894,88.443,-0.271,-1.76,11.431
2026-02-28T21:15:00+00:00,87.794,87.154,-0.209,-1.759,11.427
2026-02-28T21:20:00+00:00,85.735,84.603,-0.2,-1.691,11.4
2026-02-28T21:25:00+00:00,83.526,82.756,-0.204,-1.667,11.4
2026-02-28T21:30:00+00:00,80.955,79.118,-0.183,-1.587,11.4
2026-02-28T21:35:00+00:00,79.462,79.988,-0.151,-1.587,11.4
2026-02-28T21:40:00+00:00,79.455,79.237,-0.156,-1.57,11.338
2026-02-28T21:45:00+00:00,78.59,77.618,-0.108,-1.555,11.3
2026-02-28T21:50:00+00:00,76.571,75.087,-0.176,-1.492,11.3
2026-02-28T21:55:00+00:00,75.281,75.863,-0.194,-1.505,11.3
2026-02-28T22:00:00+00:00,75.269,75.137,-0.186,-1.494,11.3
2026-02-28T22:05:00+00:00,74.407,73.615,-0.2,-1.466,11.3
2026-02-28T22:10:00+00:00,71.033,68.165,-0.191,-1.37,11.3
2026-02-28T22:15:00+00:00,65.256,62.334,-0.141,-1.252,11.331
2026-02-28T22:20:00+00:00,62.019,61.609,-0.148,-1.218,11.304
2026-02-28T22:25:00+00:00,60.072,58.482,-0.161,-1.144,11.319
2026-02-28T22:30:00+00:00,57.214,55.908,-0.132,-1.115,11.346
2026-02-28T22:35:00+00:00,55.131,54.427,-0.132,-1.071,11.318
2026-02-28T22:40:00+00:00,53.063,51.924,-0.157,-1.051,11.323
2026-02-28T22:45:00+00:00,52.395,52.829,-0.157,-1.081,11.352
2026-02-28T22:50:00+00:00,53.227,53.85,-0.149,-1.097,11.373
2026-02-28T22:55:00+00:00,54.44,55.125,-0.163,-1.12,11.382
2026-02-28T23:00:00+00:00,55.134,55.005,-0.13,-1.112,11.399
2026-02-28T23:05:00+00:00,54.045,52.978,-0.097,-1.082,11.37
2026-02-28T23:10:00+00:00,54.663,56.52,-0.16,-1.125,11.32
2026-02-28T23:15:00+00:00,55.1,53.997,-0.165,-1.083,11.346
2026-02-28T23:20:00+00:00,53.768,53.732,-0.183,-1.08,11.379
2026-02-28T23:25:00+00:00,53.716,53.967,-0.164,-1.063,11.307
2026-02-28T23:30:00+00:00,53.816,53.773,-0.138,-1.045,11.3
2026-02-28T23:35:00+00:00,55.17,56.245,-0.115,-1.09,11.262
2026-02-28T23:40:00+00:00,55.807,55.14,-0.106,-1.066,11.293
2026-02-28T23:45:00+00:00,55.924,56.611,-0.103,-1.099,11.243
2026-02-28T23:50:00+00:00,56.141,55.547,-0.102,-1.09,11.227
2026-02-28T23:55:00+00:00,56.026,56.827,-0.109,-1.104,11.276
2026-03-01T00:00:00+00:00,56.928,57.07,-0.106,-1.114,11.296
2026-03-01T00:05:00+00:00,56.954,56.182,-0.116,-1.097,11.205
2026-03-01T00:10:00+00:00,56.946,57.074,-0.1,-1.105,11.2
2026-03-01T00:15:00+00:00,57.663,57.683,-0.112,-1.115,11.2
2026-03-01T00:20:00+00:00,58.526,59.094,-0.107,-1.135,11.209
2026-03-01T00:25:00+00:00,64.864,70.445,-0.104,-1.344,11.277
2026-03-01T00:30:00+00:00,72.802,74.514,-0.089,-1.415,11.297
2026-03-01T00:35:00+00:00,76.116,77.096,-0.049,-1.488,11.268
2026-03-01T00:40:00+00:00,78.702,79.753,-0.052,-1.559,11.26
2026-03-01T00:45:00+00:00,76.067,72.36,-0.088,-1.428,11.305
2026-03-01T00:50:00+00:00,60.954,49.655,-0.1,-0.972,11.355
2026-03-01T00:55:00+00:00,50.832,52.225,-0.135,-1.0,11.4
2026-03-01T01:00:00+00:00,52.183,52.395,-0.1,-1.007,11.376
2026-03-01T01:05:00+00:00,51.92,51.497,-0.119,-0.997,11.341
2026-03-01T01:10:00+00:00,51.831,52.303,-0.1,-1.013,11.351
2026-03-01T01:15:00+00:00,56.197,60.552,-0.092,-1.176,11.35
2026-03-01T01:20:00+00:00,61.847,63.628,-0.134,-1.234,11.316
2026-03-01T01:25:00+00:00,62.89,62.568,-0.079,-1.22,11.3
2026-03-01T01:30:00+00:00,63.585,64.922,-0.105,-1.276,11.3
2026-03-01T01:35:00+00:00,63.534,62.409,-0.092,-1.22,11.3
2026-03-01T01:40:00+00:00,62.366,62.484,-0.078,-1.226,11.3
2026-03-01T01:45:00+00:00,62.219,61.947,-0.087,-1.212,11.3
2026-03-01T01:50:00+00:00,62.608,63.261,-0.124,-1.225,11.3
2026-03-01T01:55:00+00:00,63.447,63.981,-0.113,-1.255,11.3
2026-03-01T02:00:00+00:00,63.255,62.793,-0.054,-1.251,11.315
2026-03-01T02:05:00+00:00,62.981,63.253,-0.099,-1.252,11.3
2026-03-01T02:10:00+00:00,63.33,63.39,-0.099,-1.274,11.3
2026-03-01T02:15:00+00:00,64.701,65.805,-0.104,-1.292,11.3
2026-03-01T02:20:00+00:00,66.754,67.757,-0.1,-1.324,11.3
2026-03-01T02:25:00+00:00,65.911,64.003,-0.1,-1.289,11.317
2026-03-01T02:30:00+00:00,64.857,65.706,-0.113,-1.305,11.385
2026-03-01T02:35:00+00:00,65.534,65.344,-0.083,-1.297,11.298
2026-03-01T02:40:00+00:00,66.092,66.881,-0.088,-1.328,11.421
2026-03-01T02:45:00+00:00,66.602,66.43,-0.1,-1.318,11.429
2026-03-01T02:50:00+00:00,66.401,66.082,-0.1,-1.351,11.453
2026-03-01T02:55:00+00:00,66.432,66.712,-0.1,-1.334,11.452
2026-03-01T03:00:00+00:00,65.383,64.126,-0.107,-1.27,11.379
2026-03-01T03:05:00+00:00,62.755,61.118,-0.06,-1.219,11.274
2026-03-01T03:10:00+00:00,60.526,60.067,-0.06,-1.17,11.2
2026-03-01T03:15:00+00:00,61.164,62.7,-0.064,-1.23,11.244
2026-03-01T03:20:00+00:00,64.214,65.621,-0.065,-1.3,11.296
2026-03-01T03:25:00+00:00,65.784,66.097,-0.023,-1.3,11.3
2026-03-01T03:30:00+00:00,67.234,68.436,-0.084,-1.35,11.3
2026-03-01T03:35:00+00:00,66.427,63.823,-0.03,-1.273,11.3
2026-03-01T03:40:00+00:00,64.263,64.317,-0.059,-1.299,11.3
2026-03-01T03:45:00+00:00,63.876,63.095,-0.054,-1.247,11.3
2026-03-01T03:50:00+00:00,63.397,63.699,-0.104,-1.257,11.3
2026-03-01T03:55:00+00:00,62.843,62.267,-0.09,-1.236,11.3
2026-03-01T04:00:00+00:00,60.351,58.541,-0.067,-1.18,11.3
2026-03-01T04:05:00+00:00,59.572,60.61,-0.072,-1.208,11.3
2026-03-01T04:10:00+00:00,61.027,61.324,-0.047,-1.202,11.3
2026-03-01T04:15:00+00:00,62.815,64.377,-0.095,-1.275,11.3
2026-03-01T04:20:00+00:00,61.647,59.015,-0.074,-1.173,11.3
2026-03-01T04:25:00+00:00,60.189,61.211,-0.064,-1.205,11.3
2026-03-01T04:30:00+00:00,61.958,62.644,-0.116,-1.225,11.3
2026-03-01T04:35:00+00:00,62.469,62.125,-0.051,-1.239,11.3
2026-03-01T04:40:00+00:00,62.629,62.918,-0.056,-1.277,11.3
2026-03-01T04:45:00+00:00,62.917,62.733,-0.063,-1.267,11.3
2026-03-01T04:50:00+00:00,62.408,61.953,-0.087,-1.225,11.3
2026-03-01T04:55:00+00:00,62.525,63.459,-0.133,-1.245,11.3
2026-03-01T05:00:00+00:00,64.304,65.19,-0.114,-1.278,11.3
2026-03-01T05:05:00+00:00,65.5,65.147,-0.106,-1.282,11.304
2026-03-01T05:10:00+00:00,65.961,66.511,-0.113,-1.3,11.361
2026-03-01T05:15:00+00:00,66.433,66.652,-0.16,-1.322,11.367
2026-03-01T05:20:00+00:00,67.257,68.123,-0.168,-1.336,11.4
2026-03-01T05:25:00+00:00,68.463,68.648,-0.173,-1.348,11.4
2026-03-01T05:30:00+00:00,66.115,63.357,-0.141,-1.28,11.4
2026-03-01T05:35:00+00:00,63.629,63.841,-0.162,-1.274,11.383
2026-03-01T05:40:00+00:00,64.493,65.042,-0.191,-1.287,11.374
2026-03-01T05:45:00+00:00,66.954,69.064,-0.198,-1.345,11.394
2026-03-01T05:50:00+00:00,67.979,67.235,-0.196,-1.323,11.4
2026-03-01T05:55:00+00:00,66.307,65.454,-0.2,-1.312,11.396
2026-03-01T06:00:00+00:00,66.868,68.312,-0.213,-1.324,11.344
2026-03-01T06:05:00+00:00,68.891,69.53,-0.2,-1.346,11.301
2026-03-01T06:10:00+00:00,69.617,69.74,-0.218,-1.35,11.3
2026-03-01T06:15:00+00:00,69.962,70.421,-0.222,-1.371,11.3
2026-03-01T06:20:00+00:00,70.994,71.663,-0.229,-1.4,11.3
2026-03-01T06:25:00+00:00,72.805,73.828,-0.223,-1.431,11.3
2026-03-01T06:30:00+00:00,73.077,72.011,-0.221,-1.391,11.3
2026-03-01T06:35:00+00:00,72.233,72.275,-0.2,-1.393,11.3
2026-03-01T06:40:00+00:00,72.218,72.273,-0.168,-1.4,11.3
2026-03-01T06:45:00+00:00,72.347,72.567,-0.137,-1.428,11.3
2026-03-01T06:50:00+00:00,73.652,74.736,-0.166,-1.463,11.287
2026-03-01T06:55:00+00:00,74.536,74.379,-0.2,-1.477,11.212
2026-03-01T07:00:00+00:00,74.877,75.361,-0.2,-1.473,11.2
2026-03-01T07:05:00+00:00,74.94,74.474,-0.202,-1.437,11.196
2026-03-01T07:10:00+00:00,74.647,75.195,-0.268,-1.443,11.17
2026-03-01T07:15:00+00:00,75.655,76.402,-0.292,-1.478,11.38
2026-03-01T07:20:00+00:00,74.804,72.961,-0.291,-1.432,11.379
2026-03-01T07:25:00+00:00,74.469,75.602,-0.293,-1.481,11.386
2026-03-01T07:30:00+00:00,75.323,74.47,-0.284,-1.448,11.391
2026-03-01T07:35:00+00:00,77.087,79.218,-0.341,-1.511,11.341
2026-03-01T07:40:00+00:00,78.792,77.867,-0.357,-1.474,11.349
2026-03-01T07:45:00+00:00,77.723,77.145,-0.339,-1.478,11.391
2026-03-01T07:50:00+00:00,76.806,76.043,-0.364,-1.452,11.324
2026-03-01T07:55:00+00:00,74.634,73.098,-0.315,-1.396,11.361
2026-03-01T08:00:00+00:00,69.869,66.949,-0.313,-1.29,11.4
2026-03-01T08:05:00+00:00,64.677,62.402,-0.363,-1.237,11.4
2026-03-01T08:10:00+00:00,67.201,71.671,-0.363,-1.452,11.4
2026-03-01T08:15:00+00:00,70.534,69.277,-0.279,-1.382,11.4
2026-03-01T08:20:00+00:00,64.789,60.342,-0.307,-1.207,11.4
2026-03-01T08:25:00+00:00,59.546,58.544,-0.315,-1.149,11.4
2026-03-01T08:30:00+00:00,59.787,60.898,-0.324,-1.218,11.4
2026-03-01T08:35:00+00:00,59.075,57.556,-0.3,-1.142,11.4
2026-03-01T08:40:00+00:00,58.037,58.931,-0.3,-1.156,11.4
2026-03-01T08:45:00+00:00,57.419,55.943,-0.291,-1.115,11.4
2026-03-01T08:50:00+00:00,57.823,59.596,-0.3,-1.185,11.4
