ValueDate,Amps,MVA,Volts
2026-02-24T00:05:00+00:00,234.473,4.547,11.205
2026-02-24T00:10:00+00:00,238.027,4.625,11.2
2026-02-24T00:15:00+00:00,239.558,4.651,11.2
2026-02-24T00:20:00+00:00,240.445,4.676,11.2
2026-02-24T00:25:00+00:00,237.41,4.62,11.236
2026-02-24T00:30:00+00:00,229.574,4.48,11.264
2026-02-24T00:35:00+00:00,235.97,4.578,11.203
2026-02-24T00:40:00+00:00,245.399,4.752,11.158
2026-02-24T00:45:00+00:00,250.268,4.847,11.198
2026-02-24T00:50:00+00:00,249.185,4.829,11.2
2026-02-24T00:55:00+00:00,248.715,4.821,11.2
2026-02-24T01:00:00+00:00,247.95,4.822,11.219
2026-02-24T01:05:00+00:00,247.782,4.808,11.203
2026-02-24T01:10:00+00:00,248.924,4.836,11.238
2026-02-24T01:15:00+00:00,246.997,4.823,11.276
2026-02-24T01:20:00+00:00,244.849,4.787,11.272
2026-02-24T01:25:00+00:00,243.116,4.763,11.299
2026-02-24T01:30:00+00:00,246.408,4.823,11.282
2026-02-24T01:35:00+00:00,243.979,4.778,11.3
2026-02-24T01:40:00+00:00,245.592,4.81,11.3
2026-02-24T01:45:00+00:00,243.079,4.76,11.3
2026-02-24T01:50:00+00:00,242.372,4.741,11.3
2026-02-24T01:55:00+00:00,243.986,4.776,11.3
2026-02-24T02:00:00+00:00,244.95,4.796,11.3
2026-02-24T02:05:00+00:00,244.14,4.781,11.3
2026-02-24T02:10:00+00:00,244.382,4.784,11.294
2026-02-24T02:15:00+00:00,241.721,4.732,11.3
2026-02-24T02:20:00+00:00,239.136,4.687,11.3
2026-02-24T02:25:00+00:00,232.296,4.548,11.311
2026-02-24T02:30:00+00:00,232.114,4.539,11.304
2026-02-24T02:35:00+00:00,233.019,4.551,11.28
2026-02-24T02:40:00+00:00,242.805,4.756,11.3
2026-02-24T02:45:00+00:00,237.878,4.658,11.3
2026-02-24T02:50:00+00:00,238.953,4.681,11.318
2026-02-24T02:55:00+00:00,238.569,4.685,11.362
2026-02-24T03:00:00+00:00,235.888,4.644,11.358
2026-02-24T03:05:00+00:00,234.906,4.605,11.307
2026-02-24T03:10:00+00:00,231.987,4.552,11.334
2026-02-24T03:15:00+00:00,228.669,4.516,11.396
