ValueDate,Amps,HH Val,MVA,MVAr,MW,Volts
2026-02-24T00:05:00+00:00,49.299,0.138,0.946,0.1,-0.911,11.158
2026-02-24T00:10:00+00:00,48.916,0.14,0.949,0.1,-0.909,11.15
2026-02-24T00:15:00+00:00,49.99,0.142,0.96,0.1,-0.921,11.15
2026-02-24T00:20:00+00:00,47.499,0.144,0.926,0.133,-0.876,11.15
2026-02-24T00:25:00+00:00,48.268,0.145,0.921,0.148,-0.887,11.166
2026-02-24T00:30:00+00:00,48.357,0.147,0.929,0.15,-0.888,11.188
2026-02-24T00:35:00+00:00,53.147,0.151,1.018,0.151,-0.979,11.134
2026-02-24T00:40:00+00:00,57.244,0.156,1.102,0.186,-1.068,11.116
2026-02-24T00:45:00+00:00,60.128,0.162,1.158,0.2,-1.104,11.192
2026-02-24T00:50:00+00:00,60.138,0.168,1.157,0.2,-1.114,11.2
2026-02-24T00:55:00+00:00,60.226,0.174,1.157,0.194,-1.117,11.2
2026-02-24T01:00:00+00:00,59.119,0.18,1.146,0.161,-1.11,11.227
2026-02-24T01:05:00+00:00,58.099,0.184,1.114,0.162,-1.084,11.227
2026-02-24T01:10:00+00:00,57.978,0.185,1.11,0.198,-1.08,11.245
2026-02-24T01:15:00+00:00,58.152,0.186,1.138,0.2,-1.084,11.25
2026-02-24T01:20:00+00:00,59.439,0.188,1.164,0.2,-1.11,11.25
2026-02-24T01:25:00+00:00,58.749,0.19,1.144,0.193,-1.103,11.25
2026-02-24T01:30:00+00:00,58.122,0.191,1.132,0.17,-1.085,11.25
2026-02-24T01:35:00+00:00,57.579,0.192,1.114,0.202,-1.074,11.25
2026-02-24T01:40:00+00:00,58.592,0.193,1.136,0.202,-1.101,11.25
2026-02-24T01:45:00+00:00,58.255,0.194,1.134,0.2,-1.078,11.25
2026-02-24T01:50:00+00:00,59.382,0.194,1.16,0.213,-1.092,11.25
2026-02-24T01:55:00+00:00,58.738,0.196,1.142,0.22,-1.085,11.25
2026-02-24T02:00:00+00:00,57.62,0.196,1.129,0.175,-1.08,11.25
2026-02-24T02:05:00+00:00,57.396,0.197,1.116,0.176,-1.08,11.25
2026-02-24T02:10:00+00:00,57.154,0.197,1.106,0.18,-1.068,11.25
2026-02-24T02:15:00+00:00,57.582,0.197,1.122,0.226,-1.062,11.25
2026-02-24T02:20:00+00:00,57.89,0.198,1.126,0.228,-1.082,11.272
2026-02-24T02:25:00+00:00,57.77,0.198,1.126,0.21,-1.076,11.279
2026-02-24T02:30:00+00:00,57.572,0.198,1.134,0.149,-1.083,11.308
2026-02-24T02:35:00+00:00,56.104,0.198,1.091,0.172,-1.046,11.253
2026-02-24T02:40:00+00:00,54.828,0.198,1.062,0.174,-1.03,11.25
2026-02-24T02:45:00+00:00,53.864,0.198,1.058,0.216,-0.994,11.304
2026-02-24T02:50:00+00:00,53.33,0.198,1.062,0.226,-0.988,11.35
2026-02-24T02:55:00+00:00,52.207,0.198,1.052,0.227,-0.985,11.35
2026-02-24T03:00:00+00:00,53.156,0.198,1.058,0.184,-1.018,11.35
2026-02-24T03:05:00+00:00,53.246,0.2,1.053,0.2,-1.0,11.332
2026-02-24T03:10:00+00:00,52.317,0.201,1.05,0.226,-0.982,11.34
2026-02-24T03:15:00+00:00,52.998,0.202,1.06,0.218,-0.981,11.35
2026-02-24T03:20:00+00:00,53.304,0.204,1.054,0.212,-0.984,11.35
2026-02-24T03:25:00+00:00,51.218,0.206,1.015,0.209,-0.955,11.314
2026-02-24T03:30:00+00:00,52.132,0.208,1.032,0.2,-0.966,11.294
2026-02-24T03:35:00+00:00,49.183,0.208,0.953,0.21,-0.905,11.25
2026-02-24T03:40:00+00:00,48.754,0.207,0.95,0.217,-0.89,11.25
2026-02-24T03:45:00+00:00,48.494,0.206,0.939,0.214,-0.886,11.208
2026-02-24T03:50:00+00:00,48.416,0.205,0.936,0.23,-0.879,11.165
2026-02-24T03:55:00+00:00,47.54,0.203,0.908,0.222,-0.873,11.172
2026-02-24T04:00:00+00:00,47.744,0.202,0.904,0.2,-0.88,11.151
2026-02-24T04:05:00+00:00,48.044,0.202,0.914,0.182,-0.887,11.093
2026-02-24T04:10:00+00:00,48.293,0.2,0.92,0.17,-0.894,11.161
2026-02-24T04:15:00+00:00,48.91,0.2,0.93,0.178,-0.906,11.189
2026-02-24T04:20:00+00:00,49.193,0.2,0.941,0.174,-0.908,11.2
2026-02-24T04:25:00+00:00,49.311,0.198,0.944,0.174,-0.914,11.2
2026-02-24T04:30:00+00:00,48.455,0.198,0.932,0.143,-0.898,11.2
2026-02-24T04:35:00+00:00,46.138,0.196,0.896,0.151,-0.852,11.2
2026-02-24T04:40:00+00:00,45.616,0.196,0.872,0.15,-0.842,11.2
2026-02-24T04:45:00+00:00,45.744,0.194,0.874,0.17,-0.841,11.2
2026-02-24T04:50:00+00:00,45.791,0.193,0.878,0.192,-0.845,11.206
2026-02-24T04:55:00+00:00,45.36,0.192,0.873,0.198,-0.826,11.218
2026-02-24T05:00:00+00:00,47.326,0.19,0.921,0.159,-0.867,11.192
2026-02-24T05:05:00+00:00,47.856,0.187,0.936,0.15,-0.879,11.164
2026-02-24T05:10:00+00:00,50.214,0.181,0.969,0.127,-0.934,11.224
