ValueDate,Amps,MVA,Volts
2026-02-24T00:05:00+00:00,259.648,4.984,11.079
2026-02-24T00:10:00+00:00,265.41,5.078,11.067
2026-02-24T00:15:00+00:00,267.604,5.116,11.058
2026-02-24T00:20:00+00:00,266.51,5.118,11.076
2026-02-24T00:25:00+00:00,265.625,5.113,11.096
2026-02-24T00:30:00+00:00,263.688,5.074,11.1
2026-02-24T00:35:00+00:00,263.096,5.06,11.076
2026-02-24T00:40:00+00:00,267.232,5.104,11.024
2026-02-24T00:45:00+00:00,279.6,5.332,11.0
2026-02-24T00:50:00+00:00,272.154,5.194,11.0
2026-02-24T00:55:00+00:00,272.378,5.197,11.0
2026-02-24T01:00:00+00:00,276.398,5.267,11.003
2026-02-24T01:05:00+00:00,278.691,5.312,10.988
2026-02-24T01:10:00+00:00,280.298,5.346,11.0
2026-02-24T01:15:00+00:00,273.969,5.213,11.0
2026-02-24T01:20:00+00:00,278.884,5.311,11.01
2026-02-24T01:25:00+00:00,272.386,5.214,11.055
2026-02-24T01:30:00+00:00,273.736,5.246,11.07
2026-02-24T01:35:00+00:00,271.682,5.208,11.052
2026-02-24T01:40:00+00:00,263.984,5.064,11.058
2026-02-24T01:45:00+00:00,271.174,5.194,11.043
2026-02-24T01:50:00+00:00,263.834,5.076,11.081
2026-02-24T01:55:00+00:00,267.632,5.146,11.086
2026-02-24T02:00:00+00:00,262.576,5.055,11.09
2026-02-24T02:05:00+00:00,267.823,5.137,11.045
2026-02-24T02:10:00+00:00,263.172,5.05,11.066
2026-02-24T02:15:00+00:00,256.624,4.934,11.087
2026-02-24T02:20:00+00:00,261.354,5.017,11.1
2026-02-24T02:25:00+00:00,260.262,4.994,11.093
2026-02-24T02:30:00+00:00,253.493,4.868,11.1
2026-02-24T02:35:00+00:00,251.52,4.83,11.1
2026-02-24T02:40:00+00:00,257.202,4.933,11.088
2026-02-24T02:45:00+00:00,258.509,4.958,11.095
2026-02-24T02:50:00+00:00,249.564,4.788,11.1
2026-02-24T02:55:00+00:00,252.201,4.841,11.104
2026-02-24T03:00:00+00:00,247.038,4.741,11.106
2026-02-24T03:05:00+00:00,256.898,4.932,11.1
2026-02-24T03:10:00+00:00,252.1,4.838,11.1
2026-02-24T03:15:00+00:00,258.928,4.974,11.1
2026-02-24T03:20:00+00:00,257.431,4.951,11.119
2026-02-24T03:25:00+00:00,255.595,4.932,11.124
2026-02-24T03:30:00+00:00,253.976,4.902,11.122
2026-02-24T03:35:00+00:00,258.302,4.965,11.119
2026-02-24T03:40:00+00:00,251.194,4.848,11.128
2026-02-24T03:45:00+00:00,248.108,4.786,11.14
2026-02-24T03:50:00+00:00,248.733,4.795,11.151
2026-02-24T03:55:00+00:00,249.188,4.815,11.164
2026-02-24T04:00:00+00:00,251.448,4.857,11.148
2026-02-24T04:05:00+00:00,250.262,4.82,11.104
2026-02-24T04:10:00+00:00,248.438,4.774,11.096
2026-02-24T04:15:00+00:00,252.467,4.854,11.1
2026-02-24T04:20:00+00:00,250.728,4.824,11.1
2026-02-24T04:25:00+00:00,247.37,4.762,11.1
2026-02-24T04:30:00+00:00,244.658,4.712,11.1
2026-02-24T04:35:00+00:00,249.99,4.811,11.099
2026-02-24T04:40:00+00:00,248.588,4.783,11.1
2026-02-24T04:45:00+00:00,237.752,4.573,11.1
2026-02-24T04:50:00+00:00,248.603,4.792,11.104
2026-02-24T04:55:00+00:00,248.307,4.776,11.1
2026-02-24T05:00:00+00:00,254.2,4.888,11.098
2026-02-24T05:05:00+00:00,254.067,4.86,11.058
2026-02-24T05:10:00+00:00,256.05,4.884,11.029
2026-02-24T05:15:00+00:00,265.862,5.096,11.054
2026-02-24T05:20:00+00:00,263.697,5.074,11.084
2026-02-24T05:25:00+00:00,267.536,5.137,11.078
2026-02-24T05:30:00+00:00,266.7,5.118,11.075
