ValueDate,Amps,HH Val,MVA,MVAr,MW,Volts
2026-02-24T00:05:00+00:00,138.036,-0.604,2.684,-0.59,2.586,11.177
2026-02-24T00:10:00+00:00,139.898,-0.598,2.727,-0.584,2.618,11.17
2026-02-24T00:15:00+00:00,140.588,-0.592,2.739,-0.553,2.64,11.156
2026-02-24T00:20:00+00:00,140.106,-0.587,2.728,-0.568,2.624,11.174
2026-02-24T00:25:00+00:00,137.519,-0.581,2.668,-0.552,2.578,11.2
2026-02-24T00:30:00+00:00,136.681,-0.576,2.652,-0.55,2.572,11.197
2026-02-24T00:35:00+00:00,141.732,-0.572,2.739,-0.556,2.653,11.118
2026-02-24T00:40:00+00:00,144.622,-0.572,2.776,-0.55,2.736,11.187
2026-02-24T00:45:00+00:00,143.415,-0.573,2.783,-0.556,2.72,11.239
2026-02-24T00:50:00+00:00,144.313,-0.573,2.808,-0.556,2.739,11.234
2026-02-24T00:55:00+00:00,143.408,-0.574,2.777,-0.567,2.732,11.23
2026-02-24T01:00:00+00:00,142.932,-0.574,2.768,-0.578,2.719,11.25
2026-02-24T01:05:00+00:00,144.482,-0.572,2.799,-0.548,2.744,11.25
2026-02-24T01:10:00+00:00,145.138,-0.57,2.824,-0.56,2.764,11.25
2026-02-24T01:15:00+00:00,143.964,-0.568,2.796,-0.553,2.736,11.25
2026-02-24T01:20:00+00:00,144.285,-0.565,2.794,-0.554,2.755,11.25
2026-02-24T01:25:00+00:00,142.796,-0.563,2.761,-0.576,2.712,11.221
2026-02-24T01:30:00+00:00,142.328,-0.56,2.75,-0.585,2.696,11.234
2026-02-24T01:35:00+00:00,141.69,-0.56,2.731,-0.573,2.675,11.189
2026-02-24T01:40:00+00:00,141.682,-0.562,2.726,-0.562,2.676,11.189
2026-02-24T01:45:00+00:00,141.574,-0.566,2.718,-0.574,2.668,11.174
2026-02-24T01:50:00+00:00,140.73,-0.568,2.722,-0.572,2.652,11.176
2026-02-24T01:55:00+00:00,139.108,-0.57,2.698,-0.581,2.612,11.226
2026-02-24T02:00:00+00:00,138.078,-0.574,2.673,-0.593,2.595,11.203
2026-02-24T02:05:00+00:00,136.976,-0.576,2.647,-0.599,2.573,11.166
2026-02-24T02:10:00+00:00,135.752,-0.579,2.629,-0.593,2.546,11.173
2026-02-24T02:15:00+00:00,134.928,-0.582,2.625,-0.6,2.529,11.238
2026-02-24T02:20:00+00:00,135.682,-0.586,2.65,-0.586,2.54,11.25
2026-02-24T02:25:00+00:00,132.489,-0.59,2.576,-0.598,2.48,11.25
2026-02-24T02:30:00+00:00,130.349,-0.593,2.536,-0.599,2.456,11.25
2026-02-24T02:35:00+00:00,132.242,-0.593,2.572,-0.593,2.486,11.235
2026-02-24T02:40:00+00:00,132.866,-0.59,2.566,-0.6,2.494,11.194
2026-02-24T02:45:00+00:00,133.408,-0.588,2.585,-0.585,2.506,11.244
2026-02-24T02:50:00+00:00,131.817,-0.586,2.553,-0.586,2.486,11.226
2026-02-24T02:55:00+00:00,131.148,-0.582,2.55,-0.585,2.469,11.195
2026-02-24T03:00:00+00:00,128.71,-0.58,2.509,-0.558,2.418,11.184
2026-02-24T03:05:00+00:00,128.728,-0.578,2.476,-0.561,2.404,11.142
2026-02-24T03:10:00+00:00,129.541,-0.578,2.492,-0.566,2.407,11.142
2026-02-24T03:15:00+00:00,128.03,-0.578,2.474,-0.584,2.397,11.164
2026-02-24T03:20:00+00:00,127.315,-0.578,2.467,-0.568,2.386,11.17
2026-02-24T03:25:00+00:00,126.548,-0.578,2.454,-0.588,2.361,11.178
2026-02-24T03:30:00+00:00,125.876,-0.579,2.45,-0.6,2.351,11.198
2026-02-24T03:35:00+00:00,123.786,-0.58,2.41,-0.582,2.316,11.209
2026-02-24T03:40:00+00:00,123.064,-0.582,2.386,-0.594,2.297,11.2
2026-02-24T03:45:00+00:00,121.917,-0.585,2.368,-0.6,2.268,11.2
2026-02-24T03:50:00+00:00,122.875,-0.588,2.392,-0.598,2.286,11.2
2026-02-24T03:55:00+00:00,120.892,-0.59,2.351,-0.6,2.249,11.2
2026-02-24T04:00:00+00:00,121.371,-0.592,2.355,-0.6,2.263,11.2
2026-02-24T04:05:00+00:00,123.408,-0.593,2.368,-0.585,2.288,11.112
2026-02-24T04:10:00+00:00,124.946,-0.592,2.407,-0.577,2.31,11.1
2026-02-24T04:15:00+00:00,123.702,-0.59,2.373,-0.573,2.29,11.1
2026-02-24T04:20:00+00:00,125.646,-0.589,2.417,-0.551,2.348,11.1
2026-02-24T04:25:00+00:00,124.166,-0.588,2.38,-0.604,2.304,11.112
2026-02-24T04:30:00+00:00,122.876,-0.586,2.357,-0.606,2.287,11.135
2026-02-24T04:35:00+00:00,121.89,-0.586,2.343,-0.605,2.266,11.135
2026-02-24T04:40:00+00:00,121.474,-0.589,2.336,-0.612,2.236,11.12
2026-02-24T04:45:00+00:00,120.674,-0.59,2.328,-0.6,2.223,11.107
2026-02-24T04:50:00+00:00,118.513,-0.593,2.296,-0.6,2.192,11.153
2026-02-24T04:55:00+00:00,118.762,-0.595,2.284,-0.6,2.209,11.168
2026-02-24T05:00:00+00:00,118.798,-0.597,2.3,-0.599,2.194,11.14
2026-02-24T05:05:00+00:00,119.856,-0.598,2.291,-0.604,2.19,11.066
2026-02-24T05:10:00+00:00,119.646,-0.599,2.28,-0.594,2.19,11.041
2026-02-24T05:15:00+00:00,119.982,-0.599,2.282,-0.6,2.2,11.095
2026-02-24T05:20:00+00:00,119.542,-0.599,2.278,-0.596,2.194,11.1
2026-02-24T05:25:00+00:00,118.368,-0.6,2.262,-0.572,2.16,11.1
2026-02-24T05:30:00+00:00,119.87,-0.6,2.289,-0.6,2.204,11.1
2026-02-24T05:35:00+00:00,117.641,-0.599,2.262,-0.598,2.15,11.1
2026-02-24T05:40:00+00:00,117.596,-0.597,2.27,-0.598,2.148,11.1
2026-02-24T05:45:00+00:00,117.464,-0.595,2.25,-0.603,2.152,11.1
2026-02-24T05:50:00+00:00,119.26,-0.594,2.296,-0.561,2.195,11.1
2026-02-24T05:55:00+00:00,119.81,-0.592,2.298,-0.592,2.202,11.1
2026-02-24T06:00:00+00:00,122.393,-0.59,2.346,-0.608,2.235,11.084
2026-02-24T06:05:00+00:00,126.28,-0.588,2.404,-0.6,2.32,11.018
2026-02-24T06:10:00+00:00,124.605,-0.586,2.37,-0.573,2.301,11.029
2026-02-24T06:15:00+00:00,125.322,-0.584,2.407,-0.564,2.328,11.15
2026-02-24T06:20:00+00:00,127.527,-0.583,2.461,-0.562,2.374,11.15
2026-02-24T06:25:00+00:00,126.82,-0.581,2.454,-0.572,2.358,11.167
2026-02-24T06:30:00+00:00,130.667,-0.58,2.529,-0.59,2.442,11.156
2026-02-24T06:35:00+00:00,133.529,-0.576,2.572,-0.584,2.474,11.124
2026-02-24T06:40:00+00:00,136.504,-0.568,2.618,-0.564,2.548,11.111
2026-02-24T06:45:00+00:00,135.524,-0.562,2.604,-0.542,2.533,11.132
2026-02-24T06:50:00+00:00,138.271,-0.556,2.655,-0.544,2.59,11.114
2026-02-24T06:55:00+00:00,138.98,-0.55,2.679,-0.568,2.597,11.092
2026-02-24T07:00:00+00:00,143.974,-0.544,2.757,-0.533,2.709,11.076
2026-02-24T07:05:00+00:00,148.36,-0.536,2.86,-0.508,2.804,11.066
2026-02-24T07:10:00+00:00,154.906,-0.526,2.962,-0.47,2.932,11.06
2026-02-24T07:15:00+00:00,153.49,-0.516,2.962,-0.484,2.926,11.145
2026-02-24T07:20:00+00:00,154.396,-0.506,2.99,-0.476,2.944,11.143
2026-02-24T07:25:00+00:00,155.84,-0.496,3.002,-0.474,2.978,11.157
2026-02-24T07:30:00+00:00,159.382,-0.487,3.098,-0.486,3.04,11.182
2026-02-24T07:35:00+00:00,157.675,-0.486,3.068,-0.55,2.996,11.172
2026-02-24T07:40:00+00:00,159.981,-0.495,3.121,-0.524,3.061,11.235
2026-02-24T07:45:00+00:00,157.02,-0.504,3.035,-0.544,2.987,11.153
2026-02-24T07:50:00+00:00,154.01,-0.512,2.964,-0.532,2.92,11.128
2026-02-24T07:55:00+00:00,153.948,-0.52,2.963,-0.55,2.914,11.111
2026-02-24T08:00:00+00:00,158.514,-0.53,3.048,-0.535,2.999,11.1
2026-02-24T08:05:00+00:00,160.105,-0.528,3.088,-0.481,3.036,11.119
2026-02-24T08:10:00+00:00,161.186,-0.516,3.092,-0.472,3.052,11.089
2026-02-24T08:15:00+00:00,161.44,-0.504,3.092,-0.473,3.06,11.077
2026-02-24T08:20:00+00:00,163.296,-0.492,3.146,-0.458,3.102,11.112
2026-02-24T08:25:00+00:00,162.906,-0.48,3.134,-0.458,3.104,11.14
2026-02-24T08:30:00+00:00,165.119,-0.469,3.184,-0.432,3.151,11.119
2026-02-24T08:35:00+00:00,163.27,-0.461,3.15,-0.44,3.112,11.126
2026-02-24T08:40:00+00:00,157.263,-0.457,3.033,-0.442,3.0,11.121
2026-02-24T08:45:00+00:00,158.196,-0.452,3.042,-0.431,3.006,11.1
2026-02-24T08:50:00+00:00,161.09,-0.448,3.106,-0.4,3.062,11.122
2026-02-24T08:55:00+00:00,156.449,-0.444,3.001,-0.435,2.97,11.1
2026-02-24T09:00:00+00:00,157.365,-0.44,3.024,-0.454,2.996,11.132
2026-02-24T09:05:00+00:00,157.169,-0.441,3.022,-0.447,2.978,11.1
2026-02-24T09:10:00+00:00,154.824,-0.446,2.976,-0.47,2.933,11.1
2026-02-24T09:15:00+00:00,155.988,-0.452,2.988,-0.479,2.951,11.1
2026-02-24T09:20:00+00:00,155.284,-0.458,2.981,-0.464,2.951,11.1
2026-02-24T09:25:00+00:00,157.235,-0.463,3.012,-0.464,2.989,11.1
2026-02-24T09:30:00+00:00,156.812,-0.468,3.012,-0.479,2.978,11.107
2026-02-24T09:35:00+00:00,150.921,-0.469,2.907,-0.466,2.862,11.1
2026-02-24T09:40:00+00:00,151.88,-0.465,2.928,-0.454,2.874,11.1
2026-02-24T09:45:00+00:00,149.102,-0.462,2.875,-0.466,2.827,11.1
2026-02-24T09:50:00+00:00,145.748,-0.458,2.802,-0.457,2.754,11.1
2026-02-24T09:55:00+00:00,145.29,-0.454,2.788,-0.454,2.741,11.1
2026-02-24T10:00:00+00:00,145.552,-0.45,2.79,-0.451,2.75,11.096
2026-02-24T10:05:00+00:00,146.358,-0.447,2.803,-0.464,2.761,11.1
2026-02-24T10:10:00+00:00,149.55,-0.443,2.885,-0.474,2.842,11.1
2026-02-24T10:15:00+00:00,149.824,-0.439,2.891,-0.439,2.851,11.1
2026-02-24T10:20:00+00:00,149.27,-0.435,2.875,-0.427,2.848,11.122
2026-02-24T10:25:00+00:00,145.169,-0.432,2.79,-0.427,2.754,11.122
2026-02-24T10:30:00+00:00,139.452,-0.428,2.686,-0.43,2.631,11.108
2026-02-24T10:35:00+00:00,141.342,-0.424,2.719,-0.425,2.667,11.1
2026-02-24T10:40:00+00:00,140.908,-0.421,2.708,-0.429,2.654,11.098
2026-02-24T10:45:00+00:00,141.626,-0.417,2.715,-0.412,2.658,11.082
2026-02-24T10:50:00+00:00,119.88,-0.414,2.306,-0.382,2.252,11.1
2026-02-24T10:55:00+00:00,118.054,-0.41,2.268,-0.38,2.22,11.1
2026-02-24T11:00:00+00:00,124.468,-0.406,2.397,-0.376,2.342,11.1
2026-02-24T11:05:00+00:00,122.746,-0.41,2.36,-0.432,2.305,11.1
2026-02-24T11:10:00+00:00,135.243,-0.421,2.601,-0.464,2.524,11.09
2026-02-24T11:15:00+00:00,140.102,-0.432,2.694,-0.483,2.618,11.084
2026-02-24T11:20:00+00:00,134.266,-0.443,2.592,-0.486,2.51,11.1
2026-02-24T11:25:00+00:00,138.284,-0.454,2.658,-0.467,2.59,11.099
2026-02-24T11:30:00+00:00,135.49,-0.466,2.604,-0.464,2.546,11.1
2026-02-24T11:35:00+00:00,136.497,-0.468,2.625,-0.454,2.564,11.1
2026-02-24T11:40:00+00:00,136.906,-0.463,2.628,-0.458,2.577,11.106
2026-02-24T11:45:00+00:00,127.21,-0.458,2.449,-0.445,2.392,11.134
2026-02-24T11:50:00+00:00,129.312,-0.452,2.494,-0.437,2.438,11.16
2026-02-24T11:55:00+00:00,125.229,-0.447,2.423,-0.418,2.363,11.2
2026-02-24T12:00:00+00:00,123.112,-0.442,2.38,-0.423,2.318,11.2
2026-02-24T12:05:00+00:00,134.216,-0.439,2.601,-0.444,2.537,11.206
2026-02-24T12:10:00+00:00,128.833,-0.439,2.503,-0.46,2.428,11.2
2026-02-24T12:15:00+00:00,119.84,-0.439,2.321,-0.438,2.253,11.173
2026-02-24T12:20:00+00:00,102.999,-0.439,2.0,-0.41,1.928,11.184
2026-02-24T12:25:00+00:00,113.742,-0.439,2.208,-0.423,2.136,11.202
2026-02-24T12:30:00+00:00,113.966,-0.439,2.219,-0.431,2.144,11.231
2026-02-24T12:35:00+00:00,110.161,-0.438,2.114,-0.425,2.045,11.081
2026-02-24T12:40:00+00:00,107.812,-0.435,2.074,-0.42,2.01,11.16
2026-02-24T12:45:00+00:00,104.482,-0.432,2.033,-0.434,1.967,11.241
2026-02-24T12:50:00+00:00,102.068,-0.43,1.977,-0.434,1.911,11.218
2026-02-24T12:55:00+00:00,77.314,-0.427,1.49,-0.409,1.43,11.218
2026-02-24T13:00:00+00:00,63.546,-0.424,1.228,-0.378,1.154,11.196
2026-02-24T13:05:00+00:00,65.418,-0.422,1.261,-0.388,1.186,11.157
2026-02-24T13:10:00+00:00,65.644,-0.421,1.261,-0.436,1.182,11.14
2026-02-24T13:15:00+00:00,74.43,-0.418,1.436,-0.43,1.364,11.14
2026-02-24T13:20:00+00:00,87.992,-0.417,1.694,-0.443,1.616,11.16
2026-02-24T13:25:00+00:00,65.977,-0.415,1.276,-0.41,1.194,11.18
2026-02-24T13:30:00+00:00,76.105,-0.414,1.478,-0.408,1.396,11.161
2026-02-24T13:35:00+00:00,68.801,-0.412,1.332,-0.407,1.254,11.139
2026-02-24T13:40:00+00:00,72.444,-0.41,1.405,-0.41,1.318,11.15
2026-02-24T13:45:00+00:00,73.891,-0.408,1.433,-0.403,1.35,11.15
2026-02-24T13:50:00+00:00,87.16,-0.406,1.686,-0.413,1.612,11.135
2026-02-24T13:55:00+00:00,84.5,-0.404,1.638,-0.403,1.558,11.179
2026-02-24T14:00:00+00:00,71.394,-0.402,1.388,-0.401,1.3,11.176
2026-02-24T14:05:00+00:00,71.778,-0.402,1.393,-0.394,1.312,11.175
2026-02-24T14:10:00+00:00,71.113,-0.402,1.388,-0.413,1.282,11.172
2026-02-24T14:15:00+00:00,76.618,-0.403,1.486,-0.406,1.408,11.165
2026-02-24T14:20:00+00:00,78.448,-0.403,1.522,-0.401,1.445,11.158
2026-02-24T14:25:00+00:00,75.527,-0.404,1.465,-0.408,1.384,11.175
2026-02-24T14:30:00+00:00,75.447,-0.404,1.458,-0.418,1.384,11.182
2026-02-24T14:35:00+00:00,75.71,-0.407,1.47,-0.446,1.386,11.176
2026-02-24T14:40:00+00:00,75.482,-0.412,1.47,-0.444,1.382,11.151
2026-02-24T14:45:00+00:00,77.183,-0.416,1.491,-0.445,1.412,11.15
2026-02-24T14:50:00+00:00,78.454,-0.42,1.522,-0.44,1.438,11.128
2026-02-24T14:55:00+00:00,83.65,-0.424,1.62,-0.436,1.539,11.134
2026-02-24T15:00:00+00:00,85.702,-0.429,1.655,-0.422,1.584,11.16
2026-02-24T15:05:00+00:00,85.154,-0.432,1.646,-0.439,1.568,11.15
2026-02-24T15:10:00+00:00,86.82,-0.434,1.676,-0.448,1.605,11.15
2026-02-24T15:15:00+00:00,90.974,-0.436,1.757,-0.443,1.684,11.15
2026-02-24T15:20:00+00:00,92.386,-0.438,1.792,-0.441,1.707,11.15
2026-02-24T15:25:00+00:00,100.002,-0.44,1.937,-0.435,1.862,11.136
2026-02-24T15:30:00+00:00,109.534,-0.442,2.1,-0.439,2.047,11.126
2026-02-24T15:35:00+00:00,115.005,-0.444,2.218,-0.45,2.162,11.168
