ValueDate,Amps,MVA,Volts
2026-02-24T00:05:00+00:00,187.127,3.634,11.216
2026-02-24T00:10:00+00:00,191.477,3.7,11.2
2026-02-24T00:15:00+00:00,191.491,3.7,11.2
2026-02-24T00:20:00+00:00,189.407,3.663,11.2
2026-02-24T00:25:00+00:00,188.524,3.629,11.2
2026-02-24T00:30:00+00:00,187.991,3.63,11.2
2026-02-24T00:35:00+00:00,198.835,3.863,11.2
2026-02-24T00:40:00+00:00,207.202,4.027,11.254
2026-02-24T00:45:00+00:00,212.055,4.136,11.3
2026-02-24T00:50:00+00:00,212.45,4.148,11.3
2026-02-24T00:55:00+00:00,209.176,4.105,11.3
2026-02-24T01:00:00+00:00,206.596,4.079,11.3
2026-02-24T01:05:00+00:00,209.25,4.093,11.3
2026-02-24T01:10:00+00:00,208.787,4.091,11.3
2026-02-24T01:15:00+00:00,206.517,4.054,11.3
2026-02-24T01:20:00+00:00,206.561,4.076,11.3
2026-02-24T01:25:00+00:00,205.059,4.028,11.3
2026-02-24T01:30:00+00:00,205.334,4.024,11.3
2026-02-24T01:35:00+00:00,210.763,4.112,11.3
2026-02-24T01:40:00+00:00,212.452,4.124,11.3
2026-02-24T01:45:00+00:00,212.62,4.143,11.3
2026-02-24T01:50:00+00:00,209.688,4.107,11.3
2026-02-24T01:55:00+00:00,208.778,4.094,11.3
2026-02-24T02:00:00+00:00,205.943,4.037,11.3
2026-02-24T02:05:00+00:00,205.712,4.027,11.3
2026-02-24T02:10:00+00:00,206.9,4.004,11.3
2026-02-24T02:15:00+00:00,206.335,4.042,11.3
2026-02-24T02:20:00+00:00,204.657,4.014,11.309
2026-02-24T02:25:00+00:00,200.436,3.946,11.375
2026-02-24T02:30:00+00:00,200.42,3.947,11.35
2026-02-24T02:35:00+00:00,203.387,3.999,11.302
2026-02-24T02:40:00+00:00,201.97,3.975,11.307
2026-02-24T02:45:00+00:00,200.508,3.936,11.363
2026-02-24T02:50:00+00:00,199.94,3.922,11.397
2026-02-24T02:55:00+00:00,196.846,3.894,11.4
2026-02-24T03:00:00+00:00,194.551,3.852,11.4
2026-02-24T03:05:00+00:00,195.78,3.864,11.4
2026-02-24T03:10:00+00:00,193.365,3.829,11.4
2026-02-24T03:15:00+00:00,190.991,3.797,11.4
2026-02-24T03:20:00+00:00,186.446,3.697,11.4
2026-02-24T03:25:00+00:00,187.166,3.692,11.4
2026-02-24T03:30:00+00:00,185.332,3.66,11.4
2026-02-24T03:35:00+00:00,180.699,3.568,11.4
2026-02-24T03:40:00+00:00,180.45,3.548,11.4
2026-02-24T03:45:00+00:00,181.09,3.562,11.4
2026-02-24T03:50:00+00:00,180.273,3.544,11.4
2026-02-24T03:55:00+00:00,179.623,3.537,11.4
2026-02-24T04:00:00+00:00,176.634,3.485,11.4
2026-02-24T04:05:00+00:00,185.157,3.642,11.4
2026-02-24T04:10:00+00:00,185.552,3.652,11.4
2026-02-24T04:15:00+00:00,184.902,3.636,11.4
2026-02-24T04:20:00+00:00,184.402,3.63,11.4
2026-02-24T04:25:00+00:00,182.784,3.596,11.4
2026-02-24T04:30:00+00:00,180.699,3.553,11.4
2026-02-24T04:35:00+00:00,180.287,3.552,11.4
2026-02-24T04:40:00+00:00,179.816,3.557,11.4
2026-02-24T04:45:00+00:00,180.189,3.547,11.4
2026-02-24T04:50:00+00:00,179.951,3.543,11.4
2026-02-24T04:55:00+00:00,180.393,3.545,11.4
2026-02-24T05:00:00+00:00,177.501,3.5,11.4
2026-02-24T05:05:00+00:00,180.219,3.541,11.4
2026-02-24T05:10:00+00:00,180.46,3.534,11.4
2026-02-24T05:15:00+00:00,180.489,3.554,11.4
2026-02-24T05:20:00+00:00,176.365,3.489,11.4
2026-02-24T05:25:00+00:00,175.973,3.473,11.4
2026-02-24T05:30:00+00:00,174.353,3.448,11.4
2026-02-24T05:35:00+00:00,174.988,3.461,11.4
2026-02-24T05:40:00+00:00,174.687,3.46,11.4
2026-02-24T05:45:00+00:00,174.609,3.451,11.4
2026-02-24T05:50:00+00:00,183.091,3.599,11.4
2026-02-24T05:55:00+00:00,186.047,3.665,11.376
2026-02-24T06:00:00+00:00,186.157,3.661,11.35
2026-02-24T06:05:00+00:00,198.517,3.897,11.3
2026-02-24T06:10:00+00:00,201.285,3.929,11.255
2026-02-24T06:15:00+00:00,201.486,3.954,11.294
2026-02-24T06:20:00+00:00,201.376,3.956,11.3
2026-02-24T06:25:00+00:00,205.923,4.032,11.3
2026-02-24T06:30:00+00:00,207.071,4.053,11.3
2026-02-24T06:35:00+00:00,206.708,4.051,11.263
2026-02-24T06:40:00+00:00,211.773,4.121,11.223
2026-02-24T06:45:00+00:00,220.148,4.283,11.2
2026-02-24T06:50:00+00:00,223.023,4.339,11.2
2026-02-24T06:55:00+00:00,223.368,4.346,11.2
2026-02-24T07:00:00+00:00,227.365,4.417,11.212
2026-02-24T07:05:00+00:00,232.336,4.533,11.295
2026-02-24T07:10:00+00:00,236.829,4.63,11.304
2026-02-24T07:15:00+00:00,239.533,4.687,11.3
2026-02-24T07:20:00+00:00,245.091,4.813,11.317
2026-02-24T07:25:00+00:00,246.742,4.84,11.306
2026-02-24T07:30:00+00:00,244.632,4.797,11.3
2026-02-24T07:35:00+00:00,251.682,4.918,11.3
2026-02-24T07:40:00+00:00,249.215,4.881,11.3
2026-02-24T07:45:00+00:00,241.505,4.749,11.3
2026-02-24T07:50:00+00:00,242.668,4.76,11.3
2026-02-24T07:55:00+00:00,241.845,4.748,11.3
2026-02-24T08:00:00+00:00,241.027,4.734,11.3
2026-02-24T08:05:00+00:00,245.892,4.824,11.3
2026-02-24T08:10:00+00:00,247.372,4.899,11.4
2026-02-24T08:15:00+00:00,243.441,4.813,11.4
2026-02-24T08:20:00+00:00,247.649,4.897,11.4
2026-02-24T08:25:00+00:00,250.756,4.954,11.4
2026-02-24T08:30:00+00:00,251.568,4.967,11.4
2026-02-24T08:35:00+00:00,249.453,4.932,11.4
2026-02-24T08:40:00+00:00,241.063,4.754,11.4
2026-02-24T08:45:00+00:00,241.44,4.764,11.4
2026-02-24T08:50:00+00:00,247.92,4.897,11.4
2026-02-24T08:55:00+00:00,249.027,4.923,11.4
2026-02-24T09:00:00+00:00,247.441,4.899,11.4
2026-02-24T09:05:00+00:00,248.31,4.91,11.4
2026-02-24T09:10:00+00:00,252.538,4.985,11.4
2026-02-24T09:15:00+00:00,247.915,4.908,11.4
2026-02-24T09:20:00+00:00,252.929,5.002,11.4
2026-02-24T09:25:00+00:00,257.438,5.087,11.4
2026-02-24T09:30:00+00:00,253.036,4.993,11.4
2026-02-24T09:35:00+00:00,250.724,4.96,11.4
2026-02-24T09:40:00+00:00,250.462,4.95,11.4
2026-02-24T09:45:00+00:00,250.56,4.95,11.4
2026-02-24T09:50:00+00:00,250.515,4.949,11.4
2026-02-24T09:55:00+00:00,249.678,4.938,11.4
2026-02-24T10:00:00+00:00,252.509,4.984,11.4
2026-02-24T10:05:00+00:00,250.533,4.954,11.4
2026-02-24T10:10:00+00:00,247.645,4.9,11.4
