ValueDate,Amps,HH Val,MVA,MVAr,MW,Volts
2026-02-24T00:05:00+00:00,159.529,1.012,3.146,1.001,2.792,11.378
2026-02-24T00:10:00+00:00,162.077,1.006,3.193,0.974,2.862,11.371
2026-02-24T00:15:00+00:00,163.426,1.0,3.209,0.971,2.888,11.367
2026-02-24T00:20:00+00:00,161.796,0.994,3.194,0.974,2.87,11.384
2026-02-24T00:25:00+00:00,163.718,0.989,3.229,0.977,2.907,11.383
2026-02-24T00:30:00+00:00,164.008,0.983,3.232,0.977,2.904,11.381
2026-02-24T00:35:00+00:00,165.683,0.956,3.257,0.964,2.932,11.347
2026-02-24T00:40:00+00:00,170.347,0.905,3.331,0.958,3.05,11.294
2026-02-24T00:45:00+00:00,162.77,0.854,3.179,0.615,3.067,11.292
2026-02-24T00:50:00+00:00,160.963,0.804,3.148,0.5,3.098,11.302
2026-02-24T00:55:00+00:00,162.387,0.754,3.175,0.489,3.119,11.314
2026-02-24T01:00:00+00:00,162.528,0.704,3.179,0.509,3.124,11.316
2026-02-24T01:05:00+00:00,162.652,0.664,3.179,0.504,3.13,11.304
2026-02-24T01:10:00+00:00,162.51,0.636,3.184,0.497,3.12,11.323
2026-02-24T01:15:00+00:00,161.609,0.607,3.17,0.499,3.113,11.326
2026-02-24T01:20:00+00:00,159.748,0.578,3.144,0.5,3.075,11.341
2026-02-24T01:25:00+00:00,158.711,0.55,3.14,0.5,3.055,11.366
2026-02-24T01:30:00+00:00,158.983,0.522,3.145,0.504,3.064,11.367
2026-02-24T01:35:00+00:00,162.665,0.51,3.204,0.519,3.14,11.354
2026-02-24T01:40:00+00:00,163.287,0.513,3.209,0.571,3.154,11.34
2026-02-24T01:45:00+00:00,162.031,0.517,3.187,0.54,3.116,11.345
2026-02-24T01:50:00+00:00,160.117,0.521,3.16,0.58,3.101,11.362
2026-02-24T01:55:00+00:00,158.53,0.524,3.136,0.54,3.06,11.366
2026-02-24T02:00:00+00:00,156.339,0.528,3.096,0.492,3.018,11.367
2026-02-24T02:05:00+00:00,155.938,0.528,3.071,0.564,2.992,11.338
2026-02-24T02:10:00+00:00,156.334,0.522,3.071,0.496,3.004,11.327
2026-02-24T02:15:00+00:00,155.635,0.517,3.076,0.5,2.985,11.366
2026-02-24T02:20:00+00:00,156.747,0.511,3.098,0.485,3.005,11.363
2026-02-24T02:25:00+00:00,155.307,0.507,3.068,0.475,2.981,11.372
2026-02-24T02:30:00+00:00,153.714,0.501,3.028,0.481,2.94,11.39
2026-02-24T02:35:00+00:00,154.655,0.5,3.053,0.477,2.952,11.369
2026-02-24T02:40:00+00:00,152.788,0.503,2.998,0.487,2.915,11.374
2026-02-24T02:45:00+00:00,155.109,0.505,3.064,0.51,2.986,11.375
2026-02-24T02:50:00+00:00,154.504,0.507,3.051,0.52,2.967,11.394
2026-02-24T02:55:00+00:00,154.567,0.51,3.053,0.526,2.95,11.401
2026-02-24T03:00:00+00:00,153.679,0.512,3.026,0.576,2.939,11.397
2026-02-24T03:05:00+00:00,152.429,0.514,2.997,0.5,2.904,11.386
2026-02-24T03:10:00+00:00,152.078,0.515,2.985,0.513,2.886,11.385
2026-02-24T03:15:00+00:00,152.901,0.515,3.003,0.5,2.919,11.389
2026-02-24T03:20:00+00:00,153.126,0.516,3.016,0.505,2.932,11.396
2026-02-24T03:25:00+00:00,152.009,0.517,2.987,0.491,2.9,11.404
2026-02-24T03:30:00+00:00,150.584,0.518,2.964,0.496,2.87,11.404
2026-02-24T03:35:00+00:00,147.558,0.519,2.911,0.505,2.796,11.418
2026-02-24T03:40:00+00:00,147.852,0.52,2.915,0.493,2.792,11.405
2026-02-24T03:45:00+00:00,148.754,0.521,2.93,0.522,2.828,11.425
2026-02-24T03:50:00+00:00,149.299,0.521,2.953,0.522,2.849,11.439
2026-02-24T03:55:00+00:00,147.481,0.522,2.904,0.504,2.794,11.449
2026-02-24T04:00:00+00:00,147.047,0.523,2.901,0.511,2.782,11.428
2026-02-24T04:05:00+00:00,149.639,0.524,2.945,0.491,2.824,11.347
2026-02-24T04:10:00+00:00,153.396,0.524,3.017,0.497,2.912,11.3
2026-02-24T04:15:00+00:00,153.531,0.525,3.012,0.496,2.914,11.326
2026-02-24T04:20:00+00:00,153.196,0.526,3.007,0.487,2.907,11.341
2026-02-24T04:25:00+00:00,152.646,0.527,2.999,0.506,2.906,11.354
2026-02-24T04:30:00+00:00,152.708,0.528,3.001,0.54,2.909,11.371
2026-02-24T04:35:00+00:00,150.944,0.528,2.966,0.522,2.87,11.378
2026-02-24T04:40:00+00:00,151.648,0.529,2.973,0.518,2.884,11.377
2026-02-24T04:45:00+00:00,148.505,0.53,2.928,0.522,2.807,11.382
2026-02-24T04:50:00+00:00,149.485,0.53,2.941,0.612,2.843,11.398
2026-02-24T04:55:00+00:00,149.163,0.532,2.936,0.512,2.834,11.405
2026-02-24T05:00:00+00:00,149.02,0.532,2.932,0.538,2.819,11.39
2026-02-24T05:05:00+00:00,149.825,0.532,2.943,0.507,2.819,11.309
2026-02-24T05:10:00+00:00,149.526,0.53,2.934,0.501,2.81,11.293
2026-02-24T05:15:00+00:00,150.048,0.528,2.947,0.516,2.84,11.3
2026-02-24T05:20:00+00:00,149.348,0.527,2.94,0.556,2.817,11.303
2026-02-24T05:25:00+00:00,148.208,0.526,2.918,0.497,2.784,11.328
2026-02-24T05:30:00+00:00,149.419,0.524,2.937,0.494,2.82,11.307
2026-02-24T05:35:00+00:00,149.993,0.524,2.949,0.49,2.827,11.314
2026-02-24T05:40:00+00:00,152.968,0.528,2.995,0.55,2.902,11.315
2026-02-24T05:45:00+00:00,153.866,0.531,3.022,0.582,2.932,11.304
2026-02-24T05:50:00+00:00,157.212,0.534,3.076,0.602,3.018,11.299
2026-02-24T05:55:00+00:00,158.907,0.538,3.1,0.605,3.05,11.29
