ValueDate,Amps,MVA,Volts
2026-02-24T00:05:00+00:00,21.54,0.436,11.285
2026-02-24T00:10:00+00:00,22.38,0.436,11.28
2026-02-24T00:15:00+00:00,22.03,0.432,11.28
2026-02-24T00:20:00+00:00,22.502,0.422,11.3
2026-02-24T00:25:00+00:00,21.028,0.44,11.3
2026-02-24T00:30:00+00:00,20.34,0.426,11.3
2026-02-24T00:35:00+00:00,20.377,0.394,11.265
2026-02-24T00:40:00+00:00,20.636,0.415,11.3
2026-02-24T00:45:00+00:00,21.11,0.407,11.3
2026-02-24T00:50:00+00:00,21.129,0.408,11.3
2026-02-24T00:55:00+00:00,20.778,0.412,11.3
2026-02-24T01:00:00+00:00,20.168,0.4,11.3
2026-02-24T01:05:00+00:00,20.632,0.392,11.3
2026-02-24T01:10:00+00:00,20.338,0.397,11.3
2026-02-24T01:15:00+00:00,21.116,0.414,11.3
2026-02-24T01:20:00+00:00,20.609,0.386,11.3
2026-02-24T01:25:00+00:00,20.916,0.392,11.326
2026-02-24T01:30:00+00:00,21.225,0.414,11.328
2026-02-24T01:35:00+00:00,21.892,0.431,11.302
2026-02-24T01:40:00+00:00,22.452,0.418,11.3
2026-02-24T01:45:00+00:00,23.164,0.42,11.3
2026-02-24T01:50:00+00:00,21.226,0.436,11.3
2026-02-24T01:55:00+00:00,20.769,0.406,11.33
2026-02-24T02:00:00+00:00,20.462,0.423,11.308
2026-02-24T02:05:00+00:00,20.133,0.397,11.3
2026-02-24T02:10:00+00:00,20.422,0.408,11.3
2026-02-24T02:15:00+00:00,20.067,0.391,11.326
2026-02-24T02:20:00+00:00,21.025,0.422,11.326
2026-02-24T02:25:00+00:00,22.258,0.428,11.363
2026-02-24T02:30:00+00:00,21.712,0.408,11.346
2026-02-24T02:35:00+00:00,20.554,0.403,11.322
2026-02-24T02:40:00+00:00,19.841,0.398,11.302
2026-02-24T02:45:00+00:00,18.846,0.36,11.362
2026-02-24T02:50:00+00:00,20.712,0.422,11.388
2026-02-24T02:55:00+00:00,19.87,0.388,11.4
2026-02-24T03:00:00+00:00,20.386,0.405,11.388
2026-02-24T03:05:00+00:00,19.961,0.401,11.313
2026-02-24T03:10:00+00:00,19.579,0.39,11.327
2026-02-24T03:15:00+00:00,20.757,0.397,11.36
2026-02-24T03:20:00+00:00,21.38,0.414,11.36
2026-02-24T03:25:00+00:00,20.979,0.424,11.353
2026-02-24T03:30:00+00:00,21.395,0.412,11.386
2026-02-24T03:35:00+00:00,21.538,0.424,11.4
2026-02-24T03:40:00+00:00,20.598,0.415,11.4
2026-02-24T03:45:00+00:00,20.242,0.404,11.4
2026-02-24T03:50:00+00:00,22.796,0.438,11.4
2026-02-24T03:55:00+00:00,21.865,0.414,11.4
2026-02-24T04:00:00+00:00,21.796,0.418,11.399
2026-02-24T04:05:00+00:00,21.617,0.41,11.311
2026-02-24T04:10:00+00:00,22.433,0.422,11.3
2026-02-24T04:15:00+00:00,22.116,0.422,11.3
2026-02-24T04:20:00+00:00,20.739,0.406,11.3
2026-02-24T04:25:00+00:00,21.685,0.412,11.326
2026-02-24T04:30:00+00:00,21.402,0.418,11.337
2026-02-24T04:35:00+00:00,21.28,0.412,11.325
2026-02-24T04:40:00+00:00,21.728,0.419,11.322
2026-02-24T04:45:00+00:00,21.166,0.418,11.335
2026-02-24T04:50:00+00:00,30.033,0.559,11.338
2026-02-24T04:55:00+00:00,34.433,0.67,11.335
2026-02-24T05:00:00+00:00,34.959,0.697,11.313
2026-02-24T05:05:00+00:00,29.978,0.59,11.221
2026-02-24T05:10:00+00:00,30.847,0.589,11.2
2026-02-24T05:15:00+00:00,31.395,0.63,11.253
2026-02-24T05:20:00+00:00,31.408,0.636,11.28
2026-02-24T05:25:00+00:00,32.716,0.654,11.282
2026-02-24T05:30:00+00:00,33.196,0.654,11.276
2026-02-24T05:35:00+00:00,30.398,0.614,11.282
2026-02-24T05:40:00+00:00,31.472,0.629,11.3
2026-02-24T05:45:00+00:00,37.178,0.736,11.287
2026-02-24T05:50:00+00:00,39.82,0.762,11.297
2026-02-24T05:55:00+00:00,46.678,0.91,11.233
2026-02-24T06:00:00+00:00,49.873,0.956,11.2
2026-02-24T06:05:00+00:00,52.92,1.022,11.196
2026-02-24T06:10:00+00:00,56.48,1.101,11.156
2026-02-24T06:15:00+00:00,61.741,1.196,11.228
2026-02-24T06:20:00+00:00,61.114,1.191,11.209
2026-02-24T06:25:00+00:00,58.363,1.135,11.271
2026-02-24T06:30:00+00:00,60.691,1.174,11.278
2026-02-24T06:35:00+00:00,63.411,1.224,11.2
2026-02-24T06:40:00+00:00,65.558,1.264,11.192
2026-02-24T06:45:00+00:00,63.476,1.224,11.232
2026-02-24T06:50:00+00:00,62.736,1.208,11.207
2026-02-24T06:55:00+00:00,60.36,1.158,11.2
2026-02-24T07:00:00+00:00,59.424,1.144,11.2
2026-02-24T07:05:00+00:00,60.408,1.168,11.197
2026-02-24T07:10:00+00:00,64.011,1.23,11.161
2026-02-24T07:15:00+00:00,66.416,1.286,11.192
2026-02-24T07:20:00+00:00,63.936,1.229,11.17
2026-02-24T07:25:00+00:00,65.293,1.254,11.187
2026-02-24T07:30:00+00:00,64.974,1.256,11.237
2026-02-24T07:35:00+00:00,62.491,1.204,11.221
2026-02-24T07:40:00+00:00,66.396,1.3,11.309
2026-02-24T07:45:00+00:00,69.547,1.357,11.304
2026-02-24T07:50:00+00:00,66.98,1.302,11.292
2026-02-24T07:55:00+00:00,65.74,1.285,11.3
2026-02-24T08:00:00+00:00,68.434,1.336,11.296
2026-02-24T08:05:00+00:00,70.666,1.386,11.303
2026-02-24T08:10:00+00:00,74.868,1.463,11.31
2026-02-24T08:15:00+00:00,76.744,1.506,11.294
2026-02-24T08:20:00+00:00,73.18,1.442,11.304
2026-02-24T08:25:00+00:00,75.256,1.482,11.308
2026-02-24T08:30:00+00:00,68.702,1.35,11.324
2026-02-24T08:35:00+00:00,64.057,1.266,11.323
2026-02-24T08:40:00+00:00,67.22,1.3,11.321
2026-02-24T08:45:00+00:00,70.804,1.388,11.3
2026-02-24T08:50:00+00:00,66.756,1.309,11.313
2026-02-24T08:55:00+00:00,67.084,1.305,11.3
2026-02-24T09:00:00+00:00,65.454,1.285,11.326
2026-02-24T09:05:00+00:00,63.568,1.231,11.29
2026-02-24T09:10:00+00:00,62.4,1.208,11.292
2026-02-24T09:15:00+00:00,64.614,1.267,11.304
2026-02-24T09:20:00+00:00,64.496,1.261,11.3
2026-02-24T09:25:00+00:00,64.801,1.271,11.3
2026-02-24T09:30:00+00:00,66.293,1.288,11.308
2026-02-24T09:35:00+00:00,67.982,1.328,11.302
2026-02-24T09:40:00+00:00,68.22,1.334,11.298
2026-02-24T09:45:00+00:00,70.15,1.364,11.295
2026-02-24T09:50:00+00:00,76.041,1.501,11.287
2026-02-24T09:55:00+00:00,76.662,1.492,11.26
2026-02-24T10:00:00+00:00,77.098,1.491,11.245
2026-02-24T10:05:00+00:00,75.98,1.47,11.235
2026-02-24T10:10:00+00:00,76.034,1.491,11.283
2026-02-24T10:15:00+00:00,77.355,1.522,11.298
