ValueDate,Amps,HH Val,MVA,MVAr,MW,Volts
2026-02-24T00:05:00+00:00,73.374,1.414,1.432,1.394,-0.393,11.3
2026-02-24T00:10:00+00:00,77.16,1.427,1.507,1.45,-0.405,11.3
2026-02-24T00:15:00+00:00,76.486,1.44,1.5,1.448,-0.426,11.3
2026-02-24T00:20:00+00:00,74.012,1.453,1.45,1.418,-0.4,11.3
2026-02-24T00:25:00+00:00,73.522,1.466,1.45,1.388,-0.4,11.3
2026-02-24T00:30:00+00:00,74.53,1.478,1.45,1.406,-0.4,11.3
2026-02-24T00:35:00+00:00,77.856,1.482,1.53,1.464,-0.44,11.296
2026-02-24T00:40:00+00:00,79.037,1.477,1.556,1.5,-0.429,11.3
2026-02-24T00:45:00+00:00,78.956,1.471,1.557,1.5,-0.437,11.3
2026-02-24T00:50:00+00:00,79.141,1.466,1.55,1.481,-0.452,11.3
2026-02-24T00:55:00+00:00,79.002,1.46,1.547,1.482,-0.433,11.3
2026-02-24T01:00:00+00:00,78.799,1.454,1.547,1.486,-0.403,11.346
2026-02-24T01:05:00+00:00,78.156,1.453,1.515,1.475,-0.422,11.324
2026-02-24T01:10:00+00:00,77.877,1.454,1.523,1.464,-0.432,11.318
2026-02-24T01:15:00+00:00,77.288,1.455,1.508,1.452,-0.42,11.343
2026-02-24T01:20:00+00:00,75.571,1.456,1.481,1.45,-0.4,11.356
2026-02-24T01:25:00+00:00,75.792,1.457,1.506,1.45,-0.403,11.4
2026-02-24T01:30:00+00:00,75.096,1.458,1.5,1.448,-0.4,11.4
2026-02-24T01:35:00+00:00,77.488,1.456,1.525,1.483,-0.438,11.364
2026-02-24T01:40:00+00:00,77.914,1.45,1.548,1.498,-0.446,11.397
2026-02-24T01:45:00+00:00,77.78,1.445,1.526,1.485,-0.441,11.369
2026-02-24T01:50:00+00:00,77.244,1.439,1.505,1.454,-0.416,11.374
2026-02-24T01:55:00+00:00,76.14,1.433,1.506,1.449,-0.42,11.4
2026-02-24T02:00:00+00:00,74.47,1.428,1.486,1.44,-0.4,11.392
2026-02-24T02:05:00+00:00,75.518,1.422,1.486,1.449,-0.403,11.381
2026-02-24T02:10:00+00:00,75.952,1.417,1.49,1.45,-0.4,11.372
2026-02-24T02:15:00+00:00,75.575,1.412,1.492,1.45,-0.4,11.4
2026-02-24T02:20:00+00:00,74.908,1.406,1.477,1.45,-0.4,11.398
2026-02-24T02:25:00+00:00,74.08,1.401,1.452,1.416,-0.392,11.302
2026-02-24T02:30:00+00:00,73.97,1.396,1.45,1.41,-0.4,11.3
2026-02-24T02:35:00+00:00,75.346,1.39,1.482,1.446,-0.398,11.3
2026-02-24T02:40:00+00:00,74.328,1.385,1.46,1.4,-0.4,11.3
2026-02-24T02:45:00+00:00,74.381,1.38,1.462,1.402,-0.4,11.31
2026-02-24T02:50:00+00:00,74.648,1.374,1.456,1.426,-0.4,11.333
2026-02-24T02:55:00+00:00,74.004,1.37,1.453,1.418,-0.401,11.362
2026-02-24T03:00:00+00:00,73.639,1.364,1.45,1.4,-0.395,11.36
2026-02-24T03:05:00+00:00,73.116,1.358,1.445,1.358,-0.4,11.3
2026-02-24T03:10:00+00:00,72.056,1.349,1.418,1.35,-0.4,11.3
2026-02-24T03:15:00+00:00,71.836,1.34,1.413,1.356,-0.4,11.312
2026-02-24T03:20:00+00:00,72.327,1.332,1.441,1.35,-0.399,11.33
2026-02-24T03:25:00+00:00,72.09,1.324,1.416,1.35,-0.375,11.323
2026-02-24T03:30:00+00:00,71.407,1.316,1.396,1.35,-0.358,11.355
2026-02-24T03:35:00+00:00,71.566,1.308,1.377,1.352,-0.352,11.38
2026-02-24T03:40:00+00:00,69.959,1.304,1.364,1.338,-0.322,11.38
2026-02-24T03:45:00+00:00,67.787,1.298,1.35,1.298,-0.304,11.388
2026-02-24T03:50:00+00:00,67.426,1.293,1.339,1.272,-0.301,11.4
2026-02-24T03:55:00+00:00,66.856,1.288,1.324,1.261,-0.304,11.4
