ValueDate,Amps,HH Val,MVA,MVAr,MW,Volts
2026-02-24T00:05:00+00:00,157.205,-0.202,3.059,-0.131,-2.9,11.218
2026-02-24T00:10:00+00:00,151.913,-0.205,2.959,-0.117,-2.787,11.2
2026-02-24T00:15:00+00:00,161.88,-0.208,3.151,-0.136,-2.995,11.202
2026-02-24T00:20:00+00:00,162.482,-0.211,3.156,-0.122,-3.014,11.225
2026-02-24T00:25:00+00:00,160.847,-0.213,3.126,-0.103,-2.986,11.233
2026-02-24T00:30:00+00:00,162.601,-0.216,3.161,-0.128,-3.028,11.232
2026-02-24T00:35:00+00:00,164.656,-0.211,3.2,-0.146,-3.062,11.2
2026-02-24T00:40:00+00:00,159.187,-0.198,3.086,-0.135,-2.943,11.169
2026-02-24T00:45:00+00:00,159.411,-0.185,3.067,-0.13,-2.942,11.133
2026-02-24T00:50:00+00:00,160.846,-0.172,3.091,-0.131,-2.972,11.133
2026-02-24T00:55:00+00:00,167.932,-0.159,3.234,-0.153,-3.05,11.133
2026-02-24T01:00:00+00:00,160.411,-0.146,3.098,-0.113,-2.908,11.152
2026-02-24T01:05:00+00:00,157.53,-0.144,3.036,-0.122,-2.842,11.136
2026-02-24T01:10:00+00:00,156.581,-0.154,3.026,-0.133,-2.84,11.155
2026-02-24T01:15:00+00:00,163.481,-0.164,3.154,-0.142,-2.985,11.151
2026-02-24T01:20:00+00:00,157.796,-0.173,3.066,-0.11,-2.868,11.185
2026-02-24T01:25:00+00:00,154.523,-0.183,3.009,-0.094,-2.815,11.2
2026-02-24T01:30:00+00:00,158.707,-0.192,3.089,-0.102,-2.904,11.2
2026-02-24T01:35:00+00:00,155.715,-0.189,3.034,-0.091,-2.844,11.195
2026-02-24T01:40:00+00:00,154.573,-0.171,3.014,-0.078,-2.821,11.2
2026-02-24T01:45:00+00:00,154.743,-0.154,3.013,-0.074,-2.832,11.2
2026-02-24T01:50:00+00:00,160.094,-0.138,3.11,-0.093,-2.943,11.2
