Company,Unit,Default/Market,Location,Oct 13 - LEAD,Oct 13  - LAG,Oct 13  - TOTAL,Nov 13 - LEAD,Nov 13 - LAG,Nov 13 - TOTAL,Dec 13 - LEAD,Dec 13 -LAG,Dec 13 - TOTAL,Jan 14 - LEAD,Jan 14 - LAG,Jan 14 - TOTAL,Feb 14 - LEAD,Feb 14- LAG,Feb 14 - TOTAL,Mar 14 - LEAD,Mar 14  - LAG,Mar 14 - TOTAL,Apr 14 - LEAD,Apr 14  - LAG,Apr 14   - TOTAL,May 14 - LEAD,May 14 - LAG,May 14 - TOTAL,Jun 14 - LEAD,Jun 14 -LAG,Jun 14 - TOTAL,Jul 14 - LEAD,Jul 14  - LAG,Jul 14  - TOTAL,Aug 14 - LEAD,Aug 14 - LAG,Aug 14  - TOTAL,Sep 14- LEAD,Sep 14  - LAG,Sep 14- TOTAL, Oct 14- LEAD,Oct 14- LAG,Oct 14   - TOTAL,Nov 14 - LEAD,Nov 14- LAG,Nov 14- TOTAL,Dec 14 - LEAD,Dec 14  -LAG,Dec 14  - TOTAL,Jan 15 - LEAD,Jan 15  - LAG,Jan 15 - TOTAL,Feb 15 - LEAD,Feb 15  - LAG,Feb 15 - TOTAL,Mar 15- LEAD,Mar 15  - LAG,Mar 15- TOTAL, Apr 15- LEAD, Apr 15- LAG, Apr 15  - TOTAL,May 15 - LEAD,May 15- LAG,May 15- TOTAL,Jun 15 - LEAD,Jun 15  -LAG,Jun 15  - TOTAL,Jul 15 - LEAD,Jul 15  - LAG,Jul 15  - TOTAL,Aug 15 - LEAD,Aug 15  - LAG,Aug 15  - TOTAL,Sep 15- LEAD,Sep 15 - LAG,Sep 15- TOTAL,Oct 15- LEAD, Oct 15- LAG,Oct 15  - TOTAL,Nov 15 - LEAD,Nov 15- LAG,Nov 15- TOTAL,Dec 15 - LEAD,Dec 15  -LAG,Dec 15  - TOTAL,Jan 16 - LEAD,Jan 16  - LAG,Jan 16   - TOTAL,Feb 16 - LEAD,Feb 16- LAG,Feb 16 - TOTAL,Mar 16 - LEAD,Mar 16  - LAG,Mar 16 - TOTAL, Apr 16 - LEAD, Apr 16  - LAG, Apr 16- TOTAL,May 16 - LEAD,May 16 - LAG,May 16 - TOTAL,Jun 16 - LEAD,Jun 16 -LAG,Jun 16- TOTAL,Jul 16 - LEAD,Jul 16 - LAG,Jul 16 - TOTAL,Aug 16 - LEAD,Aug 16- LAG,Aug 16 - TOTAL,Sep 16 - LEAD,Sep 16  - LAG,Sep 16  - TOTAL, Oct 16 - LEAD, Oct 16  - LAG, Oct 16 - TOTAL,Nov 16 - LEAD,Nov 16 - LAG,Nov 16 - TOTAL,Dec 16 - LEAD,Dec 16 -LAG,Dec 16 - TOTAL,Jan 17 - LEAD,Jan 17 - LAG,Jan 17 - TOTAL,Feb 17 - LEAD,Feb 17 - LAG,Feb 17 - TOTAL,Mar 17- LEAD,Mar 17  - LAG,Mar 17 - TOTAL, Apr 17 - LEAD, Apr 17  - LAG, Apr 17 - TOTAL,May 17 - LEAD,May 17 - LAG,May 17 - TOTAL,Jun 17 - LEAD,Jun 17  -LAG,Jun 17  - TOTAL,Jul 17 - LEAD,Jul 17 - LAG,Jul 17- TOTAL,Aug 17 - LEAD,Aug 17 - LAG,Aug 17 - TOTAL,Sep 17- LEAD,Sep 17  - LAG,Sep 17 - TOTAL, Oct 17 - LEAD, Oct 17  - LAG,  Oct 17 - TOTAL,Nov 17 - LEAD,Nov 17 - LAG,Nov 17 - TOTAL,Dec 17 - LEAD,Dec 17  -LAG,Dec 17  - TOTAL,Jan 18 - LEAD,Jan 18  - LAG,Jan 18 - TOTAL,Feb 18 - LEAD,Feb 18 - LAG,Feb 18 - TOTAL,Mar 18 - LEAD,Mar 18  - LAG,Mar 18 - TOTAL, Apr 18 - LEAD,Apr 18  - LAG,  Apr 18 - TOTAL,May 18 - LEAD,May 18 - LAG,May 18 - TOTAL,Jun 18 - LEAD,Jun 18 -LAG,Jun 18  - TOTAL,Jul 18 - LEAD,Jul 18  - LAG,Jul 18 - TOTAL,Aug 18 - LEAD,Aug 18 - LAG,Aug 18 - TOTAL,Sep 18 - LEAD,Sep 18  - LAG,Sep 18 - TOTAL, Oct 18 - LEAD, Oct 18  - LAG, Oct 18 - TOTAL,Nov 18 - LEAD,Nov 18 - LAG,Nov 18 - TOTAL,Dec 18 - LEAD,Dec 18 -LAG,Dec 18  - TOTAL,Jan 19 - LEAD,Jan 19  - LAG,Jan 19 - TOTAL,Feb 19 - LEAD,Feb 19 - LAG,Feb 19- TOTAL,Mar 19 - LEAD,Mar 19  - LAG,Mar 19 - TOTAL,Apr 19 - LEAD,Apr 19 -LAG,Apr 19- TOTAL,May 19 - LEAD,May 19 -LAG,May 19- TOTAL,Jun 19 - LEAD,Jun 19 -LAG,Jun 19- TOTAL,Jul 19 - LEAD,Jul 19 -LAG,Jul 19- TOTAL,Aug 19 - LEAD, Aug 19 -LAG,Aug 19- TOTAL,Sep 19 - LEAD,Sep 19 -LAG,Sep 19- TOTAL,Oct 19 -LEAD,Oct 19 - LAG,Oct -19 TOTAL,Nov 19 -LEAD,Nov 19 - LAG,Nov -19 TOTAL,Dec 19 -LEAD,Dec 19 - LAG,Dec 19 - TOTAL,Jan 20 -LEAD,Jan 20 - LAG,Jan 20 - TOTAL,Feb 20 -LEAD,Feb 20 - LAG,Feb 20 - TOTAL,Mar 20 -LEAD,Mar 20 - LAG,Mar 20 - TOTAL
NATP,ABTHB08Z,D,S,"12,413","3,339","15,752","13,115","3,068","16,183","5,582","3,805","9,387","9,701","4,534","14,235","10,443","2,450","12,893","14,413","2,539","16,952","21,072","1,990","23,062",625,105,730,"1,470",736,"2,205","6,536","4,165","10,701","8,328","1,024","9,352","10,283","1,654","11,937","12,950","1,570","14,520","16,398","2,995","19,394","23,438","2,546","25,984","17,610","2,770","20,380","13,414","4,386","17,800","15,771","2,162","17,933","28,960","2,490","31,450","29,221","3,419","32,640","15,943","1,037","16,979","9,404","2,687","12,091","10,388","3,504","13,892","6,096","1,848","7,944","12,535","3,343","15,878","28,885","5,160","34,044","28,885","5,160","34,044","19,007","1,816","20,823","15,092","3,711","18,803","6,791","2,512","9,303","9,930","2,097","12,026","3,716",200,"3,916","4,588","1,669","6,257","2,184","1,042","3,226",663,49,712,206,141,346,"1,407",542,"1,949","11,452","2,062","13,514","12,576","3,110","15,686","9,996","3,637","13,633","10,635","5,081","15,716","8,662","1,830","10,493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,115,143,"3,771",442,"4,213",363,979,"1,342","1,553",543,"2,095","3,425",924,"4,349","2,324",751,"3,075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,85,"1,052","1,269",393,"1,662",248,1,249,1868.1,867.65,2735.75,2579,641.2,"3,220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1882.3,1.55,1883.85,0,0,0,0,0,0,0,0,0,1627.45,330.95,1958.4,0,0,0,0,0,0,0,0,0
NATP,ABTHB09Z,D,S,"9,937","3,608","13,544","13,152","3,338","16,490","4,799","3,628","8,427","6,121","2,595","8,716",0,0,0,"1,238",170,"1,408","13,141","2,014","15,156","16,321","3,122","19,443","7,475","2,058","9,533","1,503",766,"2,269","1,557",570,"2,127","4,795","1,715","6,509","9,144","2,370","11,514","15,950","3,168","19,118","14,533","2,719","17,252","15,359","3,048","18,407","8,905","3,081","11,985","19,893","4,593","24,486","29,318","1,665","30,983",622,5,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,252,955,703,252,955,"7,011","3,111","10,121","9,679","3,071","12,751","10,995","2,174","13,169","12,106","3,219","15,325","6,475","1,054","7,529","11,243","3,182","14,424",0,0,0,"1,232",394,"1,626","2,853",796,"3,649","10,421","3,649","14,070","7,036","2,786","9,822","20,088","3,060","23,148","6,930","4,309","11,239","9,785","4,641","14,426","10,450","1,484","11,934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,1,184,"1,247",891,"2,137","1,078",403,"1,481","1,609",233,"1,842","2,263","2,234","4,497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,94,648,594,123,717,992,524,"1,516",79,104,183,3728.55,2181.85,5910.4,262.4,334.15,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.4,0,336.4,13224.05,3850.85,17074.9,6629.95,2576.05,9206,0,0,0,0,0,0,0,0,0
NATP,COWE_01Z,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATP,COWE_02Z,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NATP,DIDC_01G,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,DIDC_01Z,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,DIDC_02G,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,DIDC_02Z,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,DIDC_03G,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,DIDC_03Z,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,DIDC_04G,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,DIDC_04Z,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,DIDCB05Z,D,S,"8,794","3,285","12,079","11,126","3,787","14,912","3,410","3,112","6,523","4,775","3,722","8,498","3,201","2,723","5,924","2,343",952,"3,295","2,694",673,"3,367","6,379","1,484","7,864","32,757","3,906","36,663","45,985","3,984","49,969","44,195","2,036","46,231","9,438","2,205","11,643","15,232","6,271","21,504","18,703","5,670","24,372","4,003","1,901","5,904","5,863",937,"6,800","4,415","2,897","7,311","7,327","2,616","9,943","21,107","2,883","23,990","12,486","2,202","14,688","16,517","5,687","22,204","8,681","1,915","10,595","24,258","3,148","27,406","43,481","5,982","49,463","58,280","3,113","61,393","12,768","4,577","17,344","12,768","4,577","17,344","42,376","7,313","49,689","20,520","2,686","23,206","31,771","5,193","36,964","52,461","3,728","56,189","34,978","3,906","38,884",2,150,153,"15,443","3,252","18,695","24,532","8,735","33,267","28,908","16,294","45,202","55,312","2,759","58,071","49,558","3,830","53,388","46,459","2,760","49,219","39,085","5,503","44,587","27,290","7,384","34,674","41,115","5,747","46,863","26,678","2,588","29,266","58,798","3,448","62,246","21,311","4,521","25,832",944,940,"1,884","12,348","7,364","19,712","6,916","2,303","9,220","33,071","6,154","39,225","34,318","5,873","40,191","28,445","5,523","33,968","20,501","5,796","26,297","8,663","3,895","12,557","19,550","5,909","25,458","21,440","8,481","29,921","16,879","7,709","24,588",23,645,668,0,0,0,"6,149",845,"6,995","38,944","4,638","43,582","46,384","4,400","50,784","34,963","6,164","41,128","32,043","6,420","38,463",41105.1,4527.9,45633,30494,4793.6,"35,288",24366.05,4275.75,"28,642","45,791","6,112","51,903",63365.6,3347.15,66712.75,39134.1,3324.8,42458.9,40862.85,5175.85,46038.7,7360.9,461.15,7822.05,26600.45,4310.55,30911,34669.7,5196.2,39865.9,26069.85,4943.05,31012.9,24880.3,4916.25,29796.55,5205.8,4501,9706.8,11947.35,4736.65,16684,18659.85,3658.65,22318.5
NATP,DIDCB06Z,D,S,"4,087","4,985","9,072","7,785","4,023","11,808","5,516","3,261","8,776","1,461","4,339","5,800","2,995","4,249","7,244","4,096","3,839","7,934","3,715","3,697","7,412","1,535",989,"2,524",0,0,0,0,0,0,0,0,0,251,5,256,"36,928","3,938","40,867","25,818","5,064","30,882","2,002","4,063","6,066","1,753","4,948","6,701","5,759","4,918","10,677","6,323","4,086","10,409","10,586","3,698","14,284",908,"4,696","5,604","4,528","7,186","11,714","4,834","3,347","8,181","2,355","2,329","4,684","15,311","6,012","21,323","8,749","2,395","11,144","2,294","5,965","8,259","2,294","5,965","8,259","19,375","7,225","26,600","13,487","3,920","17,407","23,493","4,648","28,141","28,509","4,794","33,304","31,535","6,342","37,877","12,325","4,621","16,946",0,0,0,0,0,0,809,423,"1,232","64,668","2,137","66,805","23,961","1,801","25,762","29,654","2,773","32,426","35,770","4,566","40,336","50,199","6,226","56,425","53,479","3,938","57,417","62,964","2,040","65,004","42,494","2,744","45,237","17,047","4,007","21,054",152,26,177,"9,126","4,952","14,077","4,184","3,305","7,490","12,032","6,944","18,976","12,864","5,254","18,118","8,631","5,527","14,158","18,339","5,580","23,919","7,523","3,632","11,155","11,388","4,418","15,806","17,402","5,262","22,664","20,258","4,290","24,548","24,498","4,771","29,270","9,206","4,796","14,002","32,016","2,939","34,955","8,920","4,026","12,947","25,195","4,171","29,367","14,459","5,023","19,482","9,889","3,694","13,583",19527.3,3715.9,23243.2,180.5,665.25,846,3630.75,1908.75,"5,540","12,295","5,443","17,738",10303,4124.2,14427.2,20089.3,4716.9,24806.2,8217.65,4144.25,12361.9,11,116.8,127.8,8852.3,4569.55,13421.85,7758.25,5227.45,12985.7,9320.5,5202.7,14523.2,2472,3060.35,5532.35,3757.4,4800.9,8558.3,10109.55,4370.3,14479.85,17905.6,5069.2,22974.8
NATP,FAWL_01Z,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,FAWL_03Z,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,LBAR_01Z,D,M,"2,941","17,993","20,934","6,169","18,269","24,438","2,638","25,257","27,895","2,468","17,135","19,603","2,986","20,092","23,078","3,173","22,495","25,667","3,570","15,561","19,130","1,783","26,574","28,357","39,981","10,176","50,157","20,787","7,370","28,156","14,460","10,731","25,191","57,713","9,724","67,437","29,752","13,620","43,372","16,158","14,864","31,022","8,344","23,530","31,874","14,245","17,774","32,019","10,970","19,317","30,287","11,159","28,291","39,450","9,762","25,152","34,914","3,779","30,752","34,530","15,374","16,400","31,774","14,927","16,897","31,824","6,449","10,945","17,395","9,158","11,021","20,179","9,474","17,972","27,446","4,599","19,977","24,576","4,599","19,977","24,576","2,551","22,632","25,183",11,1,12,"2,395","10,336","12,730",24,0,24,"2,655","3,966","6,622","43,864","5,428","49,292","41,063","8,798","49,861","54,582","4,598","59,180","35,601","7,956","43,557","39,533","4,967","44,500","29,629","5,681","35,310","32,612","9,822","42,435","15,359","20,809","36,168","13,083","17,875","30,958","12,411","14,492","26,903","34,011","8,800","42,811","3,267","1,447","4,714","9,932","5,161","15,092","36,015","11,316","47,331","29,859","9,687","39,546","36,745","8,371","45,116","38,212","9,175","47,387","41,655","10,271","51,926","17,303","22,385","39,688","45,156","9,795","54,951","22,663","12,191","34,854","25,070","14,509","39,579","52,429","8,205","60,634","51,892","6,654","58,546","38,060","8,404","46,464","35,391","7,455","42,846","36,199","7,917","44,116","1,164","2,060","3,224","28,082","11,944","40,026","7,825","23,327","31,152","12,518","20,510","33,028",10950.71,17014.41,27965.12,12994.48,11850,"24,844",3923.72,24572.1,"28,496","3,306","23,319","26,625",17486.74,14254.81,31741.55,13705.77,16146.05,29851.82,50272.32,6201.82,56474.14,17925.04,20720.72,38645.76,127.47,18468.1,18595.57,4404.41,21783.45,26187.86,3606.93,21289.9,24896.83,1647.84,23839.5,25487.34,883.01,32974.45,33857.46,1269.89,26836.75,28106.64,15853.92,16494.15,32348.07
NATP,LITTD01G,D,S,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,LITTD01Z,D,S,0,0,0,0,349,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATP,LITTD02G,D,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
