id,Company,Unit,Default/Market,Location,Apr 20 -LEAD,Apr 20 - LAG,Apr 20 - TOTAL,May 20 -LEAD,May 20 - LAG,May 20 - TOTAL,Jun 20 -LEAD,Jun 20 - LAG,Jun 20 - TOTAL,Jul 20 -LEAD,Jul 20 - LAG,Jul 20 - TOTAL,Aug 20 -LEAD,Aug 20 - LAG,Aug 20 - TOTAL,Sep 20 -LEAD,Sep 20 - LAG,Sep 20 - TOTAL,Oct 20 -LEAD,Oct 20 - LAG,Oct 20 - TOTAL,Nov 20 -LEAD,Nov 20 - LAG,Nov 20 - TOTAL,Dec 20 -LEAD,Dec 20 - LAG,Dec 20 - TOTAL,Jan 21 -LEAD,Jan 21 - LAG,Jan 21 - TOTAL,Feb 21 -LEAD,Feb 21 - LAG,Feb 21 - TOTAL,Mar 21 -LEAD,Mar 21 - LAG,Mar 21 - TOTAL,Apr 21 -LEAD,Apr 21 - LAG,Apr 21 - TOTAL,May 21 -LEAD,May 21 - LAG,May 21 - TOTAL,Jun 21 -LEAD,Jun 21 - LAG,Jun 21 - TOTAL,Jul 21 -LEAD,Jul 21 - LAG,Jul 21 - TOTAL,Aug 21 -LEAD,Aug 21 - LAG,Aug 21 - TOTAL,Sep 21 -LEAD,Sep 21 - LAG,Sep 21 - TOTAL,Oct 21 -LEAD,Oct 21 - LAG,Oct 21 - TOTAL,Nov 21 -LEAD,Nov  21 - LAG,Nov  21 - TOTAL,Dec 21 - LEAD,Dec 21 - LAG,Dec 21 - Total,Jan 22 - LEAD,Jan 22 - LAG,Jan 22 - Total,Feb 22 - LEAD,Feb 22 - LAG,Feb 22 - Total,Mar 22 - LEAD,Mar 22 - LAG,Mar 22 - Total,Apr 22 - LEAD,Apr 22 - LAG,Apr 22 - Total,May 22 - LEAD,May 22 - LAG,May 22 - Total,Jun 22 - LEAD,Jun 22 - LAG,Jun 22 - Total,Jul 22 - LEAD,Jul 22 - LAG,Jul 22 - Total,Aug 22 - LEAD,Aug 22 - LAG,Aug 22 - Total,Sep 22 - LEAD,Sep 22 - LAG,Sep 22 - Total,Oct 22 - LEAD,Oct 22 - LAG,Oct 22 - Total,Nov 22 - LEAD,Nov 22 - LAG,Nov 22 - Total,Dec 22 - LEAD,Dec 22 - LAG,Dec 22 - Total,Jan 23 - LEAD,Jan 23 - LAG,Jan 23 - Total,Feb 23 - LEAD,Feb 23 - LAG,Feb 23 - Total,Mar 23 - LEAD,Mar 23 - LAG,Mar 23 - Total,Apr 23 - LEAD,Apr 23 - LAG,Apr 23 - Total,May 23 - LEAD,May 23 - LAG,May 23 - Total,June 23 - LEAD,June 23 - LAG,June 23 - Total,July 23 - LEAD,July 23 - LAG,July 23 - Total,Aug 23 - LEAD,Aug 23 - LAG,Aug 23 - Total,Sep 23 - LEAD,Sep 23 - LAG,Sep 23 - Total,Oct 23 - LEAD,Oct 23 - LAG,Oct 23 - Total,Nov 23 - LEAD,Nov 23 - LAG,Nov 23 - Total,Dec 23 - LEAD,Dec 23 - LAG,Dec 23 - Total,Jan 24 - LEAD,Jan 24 - LAG,Jan 24 - Total,Feb 24 - LEAD,Feb 24 - LAG,Feb 24 - Total,Mar 24 - LEAD,Mar 24 - LAG,Mar 24 - Total,Apr 24 - LEAD,Apr 24 - LAG,Apr 24 - Total,May 24 - LEAD,May 24 - LAG,May 24 - Total,June 24 - LEAD,June 24 - LAG,June 24 - Total,July 24 - LEAD,July 24 - LAG,July 24 - Total,Aug 24 - LEAD,Aug 24 - LAG,Aug 24 - Total,Sep 24 - LEAD,Sep 24 - LAG,Sep 24 - Total,Oct 24 - LEAD,Oct 24 - LAG,Oct 24 - Total,Nov 24 - LEAD,Nov 24 - LAG,Nov 24 - Total,Dec 24 - LEAD,Dec 24 - LAG,Dec 24 - Total
11,DRAX,DRAXX01Z,D,N,101894.05,691.15,102585.2,99271,387.25,99658.25,82758.45,636.7,83395.15,80594.6,557.7,81152.3,59829.6,2090.9,61920.5,41964.05,645,42609.05,51247.05,2513.6,53760.65,50156.65,2407.9,52564.55,45176.15,3084.9,48261.05,38813.4,3159.55,41972.95,29045.35,3452.55,32497.9,50630.15,1436.65,52066.8,72910.8,1551.9,74462.7,60715.8,1180.2,61896,87027.15,346.65,87373.8,87863.15,1066.7,88929.85,13272.25,236.9,13509.15,0,0,0,0,28.32,28.32,30850.69,2271.93,33122.62,38245.09,2229.05,40474.14,54686.38,78.19,54764.57,52505.66,300.84,52806.5,65819.61,493.63,66313.24,31329.66,1007.14,32336.8,2960.55,127.44,3087.99,24567.77,2200.08,26767.85,15683.97,1225.22,16909.19,12946.37,1648.99,14595.36,58033.73,622.91,58656.64,0,732.49,732.49,140.32,2727.76,2868.08,3751.2,4634.45,8385.65,0,5605.55,5605.55,0,1017.85,1017.85,0,1746.35,1746.35,0,1210.28,1210.28,2723.3,0.02,2723.32,0,0,0,21949.69,430.75,22380.44,0,1098.51,1098.51,0,168.67,168.67,63488.36,1549.78,65038.14,62366.28,3119.84,65486.12,59000.9,3305.39,62306.29,22174.71,412.63,22587.34,31146.51,2170.35,33316.86,37409.36,3803.87,41213.23,84877.04,1871.76,86748.8,83795.92,976.25,84772.17,82575.67,3126.75,85702.42,73609.73,1017.2,74626.93,57190.62,5106.26,62296.88,52197.13,4327.11,56524.24,41761.47,3703.26,45464.73,37371.64,4214.22,41585.86,34028.44,8065.34,42093.78
12,DRAX,DRAXX02Z,D,N,41219.1,621.55,41840.65,59642.35,214.15,59856.5,37228.75,742.5,37971.25,39396.05,900.55,40296.6,46170.6,1451.7,47622.3,41785.45,3101.2,44886.65,26668.15,3628.95,30297.1,27647.1,2364,30011.1,36170.5,2787.1,38957.6,16949.5,2815.8,19765.3,9530.05,3566.5,13096.55,37795.5,2675.65,40471.15,28437.55,3348.95,31786.5,44726.1,2930.45,47656.55,61065.25,1467.9,62533.15,48886.35,1270.4,50156.75,71951.3,757.75,72709.05,39222.85,701.1,39923.95,74153.84,1656.26,75810.1,59212.98,1195.76,60408.74,56672.52,256.32,56928.84,59033.15,51.93,59085.08,43268.88,142.12,43411,5354.03,361.6,5715.63,29857.78,529.8,30387.58,72711.99,236.85,72948.84,72556.2,1988.91,74545.11,66572.07,793.59,67365.66,72252.92,1292.64,73545.56,66254.7,454.7,66709.4,71608.26,862.23,72470.49,60865.6,3109.55,63975.15,74905.8,3638.16,78543.96,31526.1,5671.65,37197.75,69978.4,1140.95,71119.35,69658.92,1985.7,71644.62,55109.12,1240.93,56350.05,0,0,0,0,0,0,16265.88,277.35,16543.23,113036.83,1099.57,114136.4,109039.05,169.1,109208.15,86082.06,929.85,87011.91,62511.08,1172.83,63683.91,52316.09,3158.97,55475.06,92247.76,1260.19,93507.95,89682.57,1644.51,91327.08,71290.4,2717.38,74007.78,44590.22,1195.38,45785.6,61778.16,394.72,62172.88,69411.45,1475.16,70886.61,79183.36,1041.89,80225.25,35152.45,2191.31,37343.76,26215.71,1422,27637.71,31923.24,1645.81,33569.05,20820.7,2442.09,23262.79,26231.13,4534.68,30765.81
13,DRAX,DRAXX03Z,D,N,53915.2,526,54441.2,64453.25,183.15,64636.4,48897.5,1016.05,49913.55,36689,595.95,37284.95,0,0,0,0,0,0,0,0,0,16962.15,1639.85,18602,29394.7,1739.85,31134.55,17336.95,2300.15,19637.1,14475.25,4099.05,18574.3,39651.4,1918.15,41569.55,5671.6,1628.85,7300.45,42036.8,1630.7,43667.5,66249,689.05,66938.05,61972.2,903.35,62875.55,73759.45,977.7,74737.15,86472.44,2088.2,88560.64,83153.81,1729.75,84883.56,57897.71,2557.49,60455.2,68957.18,3382.72,72339.9,32921.58,4756.09,37677.67,11847.83,2175.42,14023.25,34114.74,3014.03,37128.77,61917.15,1174.13,63091.28,34948.81,620.32,35569.13,25675.32,129.33,25804.65,75770.85,667.9,76438.75,83594.97,1073.38,84668.35,86894.64,59.85,86954.49,67084.58,239.79,67324.37,56122.62,4920.6,61043.22,67733.23,2605.37,70338.6,41450.95,4571.49,46022.44,69816.43,1230.88,71047.31,66938.45,1665.85,68604.3,78930.15,918.55,79848.7,74539.17,177.1,74716.27,112961.83,688.31,113650.14,118052.23,310.45,118362.68,75646.17,1069.03,76715.2,105599.98,112.66,105712.64,86277.62,837.49,87115.11,56270.19,2065.76,58335.95,75574.07,2337.31,77911.38,39001.54,186.83,39188.37,74586.05,1426.49,76012.54,75967.43,3241.89,79209.32,31101.48,721.6,31823.08,30202.13,336.97,30539.1,0,0,0,0,0,0,20959.27,952.89,21912.16,31343.64,1625.14,32968.78,33084.38,1980.45,35064.83,25668.57,1862.75,27531.32,26906.71,5207.87,32114.58
14,DRAX,DRAXX04Z,D,N,24896,666.7,25562.7,43692.4,631.6,44324,25045.25,1127.15,26172.4,35460.4,896.15,36356.55,27747.1,1259.35,29006.45,1977.05,9.8,1986.85,21113.7,3963.25,25076.95,24272.55,3474.05,27746.6,20052.25,2712.7,22764.95,11494.35,3086.45,14580.8,11364.65,3966.2,15330.85,33882.15,3138.7,37020.85,10482.65,2615.7,13098.35,29182.85,2017.65,31200.5,8608.25,265.05,8873.3,8637,14.8,8651.8,18236.4,2093.25,20329.65,20525.55,103.05,20628.6,56709.51,1257.49,57967,35018.86,3346.95,38365.81,44612.42,3202.5,47814.92,14782.67,3718.13,18500.8,10652.31,4233.76,14886.07,25096.51,6656.92,31753.43,51384.4,2920.32,54304.72,33702.66,1888.88,35591.54,19575.73,348.24,19923.97,47990.75,1300.28,49291.03,55761.55,1496.6,57258.15,75678.94,56.45,75735.39,31689.68,176.6,31866.28,55897.41,3324.32,59221.73,45017.44,3437.05,48454.49,28466.88,7369.76,35836.64,58455.55,1199.46,59655.01,44023.81,1885.06,45908.87,69520.2,1139.86,70660.06,56139.18,340.3,56479.48,15171.13,329.87,15501,90136.2,284.93,90421.13,6624.75,0,6624.75,0,0,0,0,0,0,18955.45,3019.05,21974.5,15685.34,1469.04,17154.38,53383.02,467.8,53850.82,7902.64,191.46,8094.1,16560.31,2219.72,18780.03,42084.79,2022.11,44106.9,31652.01,666.98,32318.99,57202.31,1718.02,58920.33,62850.9,1239.65,64090.55,32475.35,778.47,33253.82,30372.99,2363.08,32736.07,28682.79,2403.85,31086.64,16000.66,4286.51,20287.17,4.9,245.12,250.02
15,DRAX,DRAXX05Z,D,N,14662.15,129.45,14791.6,0,0,0,0,0,0,0,0,0,9234.3,339.65,9573.95,1122.6,670.55,1793.15,433.3,60.25,493.55,10.15,4.4,14.55,347,532.55,879.55,3912.5,2155.65,6068.15,2061.8,1086.15,3147.95,329,645.7,974.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.45,79.05,515.5,125.32,304.12,429.44,285.3,195.19,480.49,0,0,0,136.05,28.67,164.72,310.21,10.45,320.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48,327.21,361.69,0,0,0,0,0,0,0,1.3,1.3,0,0,0,0,0,0,7.42,229.3,236.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,DRAX,DRAXX06Z,D,N,6400.7,10.2,6410.9,0,0,0,588.35,66.25,654.6,0,0,0,1072.45,107.8,1180.25,1908.5,784.16,2692.66,3097.89,1547.25,4645.14,15675.3,2159.2,17834.5,9091.2,1908.71,10999.91,7458.8,3026.39,10485.19,3701.9,2922.48,6624.38,1233.65,560.05,1793.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.55,0.2,95.75,0,0,0,269.1,132.8,401.9,0,0,0,72.79,24.4,97.19,262.89,4.61,267.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847.5,13.41,860.91,0,0,0,0,0,0,132.1,1.32,133.42,0,0,0,0,0,0,92.17,3.36,95.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,DRAX,DRAXX09G,D,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760.48,760.48,0,0,0,0,0,0,0,0,0,0,29.28,29.28,0,7.98,7.98,0,0,0,0,21.3,21.3,0,505,505,0,1207.87,1207.87,0,1008.33,1008.33,0,583.53,583.53,0,933.01,933.01,0,305.82,305.82,0.01,155.15,155.16,0,196.86,196.86,0,17.16,17.16,0,0,0,0,0,0,0,0,0,0,1501.21,1501.21,0,447.24,447.24,0,257.63,257.63,0,15.35,15.35,0,91.31,91.31,0,1184.39,1184.39,0,397.35,397.35,0,803.51,803.51,0,51.24,51.24,0,432.62,432.62,0,1367.73,1367.73,0,1372.96,1372.96,0,31.94,31.94,4.26,5.82,10.08
18,DRAX,DRAXX10G,D,N,0,0,0,0,0,0,1.09,13.63,14.72,0,0,0,0,0,0,0,13.76,13.76,0,0,0,0,1.67,1.67,0,25.02,25.02,0,20.76,20.76,0,32.39,32.39,0,0,0,0,0,0,0,0,0,0,0,0,5.29,1.71,7,0,0,0,0,0,0,9.1,20.97,30.07,0,18.98,18.98,0,63.48,63.48,0,37.47,37.47,0,2.49,2.49,0,58.22,58.22,0,0,0,0,0,0,0,0,0,0,4.31,4.31,0,0,0,0,0,0,0,0,0,0,4.9,4.9,0,2.52,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,16.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.37,9.37,0,0,0,0,0,0,0,0,0,0,2.41,2.41,0,0,0,0,2.02,2.02,0,0,0,0,0,0,0,0,0,0,0,0
19,DRAX,DRAXX12G,D,N,0,0,0,0,0,0,0.03,4.59,4.62,0,0,0,0,0,0,0,1.69,1.69,0.01,2.65,2.66,0,0,0,0.01,19.66,19.67,0,4.61,4.61,0,4.08,4.08,0,0,0,0,0,0,0,0,0,0,0,0,27.66,0,27.66,0,0,0,0,0,0,9.43,8.88,18.31,0,14.4,14.4,0,37.7,37.7,0,32.63,32.63,0,1.63,1.63,0,23.05,23.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,1.64,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,EEC,EECL_01Z,D,S,18895.82,596.74,19492.56,890.64,0.14,890.78,2588.62,1848.31,4436.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3842.71,212.83,4055.54,657.79,24.91,682.7,0,0,0,6660,484.56,7144.56,5817.1,532.37,6349.47,26983.8,110.45,27094.25,28475.64,569.45,29045.09,30761.64,95.69,30857.33,26651.38,10.87,26662.25,7882.49,261.65,8144.14,34382.66,522.36,34905.02,34344.79,261.79,34606.58,36605.95,16.13,36622.08,19063.3,25.13,19088.43,21547.94,761.69,22309.63,30887.71,31.32,30919.03,15549.41,0,15549.41,4935.1,0,4935.1,32287.1,745.13,33032.23,30677.47,90.29,30767.76,30578.62,33.91,30612.53,25364.02,938.38,26302.4,29602.44,1099.73,30702.17,15851.23,3909.82,19761.05,11166.62,1123.63,12290.25,15840.72,2202.55,18043.27,9817.27,3953.3,13770.57,20322,3089.81,23411.81,20752.99,627.98,21380.97,26685.29,5443.34,32128.63,18666.43,2735.57,21402,80.86,1622.81,1703.67,10804.25,4642.27,15446.52,12330.5,3558.74,15889.24,17113.46,4210.49,21323.95,10606.46,1726.13,12332.59,10482.12,2892.96,13375.08,2035.22,693,2728.22,3315.38,927.86,4243.24,5636.59,3419.06,9055.65,22005.79,2251.22,24257.01,8830.8,1388.16,10218.96,13401.07,3469.75,16870.82,8810.28,2226.74,11037.02,12293.35,5539.03,17832.38,6910.92,2105.21,9016.13,0,0,0,0,0,0
21,EIRG,EAG_EWIC1,D,N,40130.32,4802.43,44932.75,63783.47,27.17,63810.64,56450.29,44.28,56494.57,56210.58,2699.29,58909.87,44176.05,422.31,44598.36,61751.34,2.61,61753.95,52742.52,10.76,52753.28,60677.34,20.44,60697.78,62521.8,0,62521.8,24610.58,701.86,25312.44,41060.08,38,41098.08,47030.95,703.15,47734.1,14911.05,597.95,15509,28732.21,273.83,29006.04,47879.9,224.69,48104.59,59184.99,23.54,59208.53,94365.68,1948.01,96313.69,75478.63,0,75478.63,78058.99,0,78058.99,61564.66,0,61564.66,23294.06,3530.39,26824.45,64507.37,151.94,64659.31,39268.85,615.04,39883.89,9783.22,2365.88,12149.1,0,0,0,24545.68,8048.12,32593.8,39851.44,1327.48,41178.92,50410.41,22.72,50433.13,25233.3,5162.29,30395.59,32380.44,1643.64,34024.08,21326.24,12013.76,33340,88815.12,313.99,89129.11,57163.1,42.35,57205.45,98591.05,0.21,98591.26,83644.95,0.84,83645.79,76625.33,195.71,76821.04,46765.57,7195.5,53961.07,55208.34,1987.34,57195.68,80724.28,874.84,81599.12,64143.38,354.06,64497.44,31909.14,4071.22,35980.36,61664.05,598.35,62262.4,78337.08,410.4,78747.48,52109.37,759.33,52868.7,52382.02,327.18,52709.2,31742.09,3204.62,34946.71,35053.18,1776.32,36829.5,28446.61,1799.61,30246.22,48665.64,1839.69,50505.33,52328.63,1461.98,53790.61,56519.64,1052.72,57572.36,46230.94,1989.97,48220.91,58275.92,1550.82,59826.74,48296.62,1772.35,50068.97,46740.27,1563.38,48303.65,37182.95,1589.2,38772.15,39254.37,1618.11,40872.48
22,DPSL,CRUA_01Z,D,SC,2633.02,308.36,2941.38,2464.52,297.7,2762.22,2937.86,208.24,3146.1,2459.32,239.74,2699.06,1898.04,170.16,2068.2,2250.26,150.42,2400.68,3149.84,166.14,3315.98,3064.92,99.24,3164.16,3786.2,127.06,3913.26,3147.68,169.02,3316.7,3628.24,182.16,3810.4,2928.58,243.38,3171.96,2084.44,127.96,2212.4,2586.02,346.48,2932.5,2223.5,182.28,2405.78,2537.56,292.5,2830.06,1987.12,338.54,2325.66,1996.86,85.42,2082.28,1835.4,304.48,2139.88,1600.92,250.3,1851.22,1975.86,144.62,2120.48,2371.88,168.84,2540.72,1746.5,142.44,1888.94,1982.66,108.44,2091.1,1596.2,198.98,1795.18,2029.18,146.7,2175.88,2027,101.74,2128.74,1363.24,109.2,1472.44,3325.9,119.48,3445.38,3585.22,177.74,3762.96,4685.5,67.8,4753.3,4776.46,114.02,4890.48,4817.28,61.42,4878.7,4545.06,52.42,4597.48,4633.7,60.26,4693.96,4731.34,62.52,4793.86,4897.74,24.36,4922.1,3877.62,27.5,3905.12,3068.98,87.58,3156.56,4910.26,144.62,5054.88,5469.66,85.72,5555.38,5216.7,62.96,5279.66,5701.5,49.32,5750.82,7000.24,26.94,7027.18,5734.56,72.24,5806.8,5484,98.54,5582.54,4666.52,71.42,4737.94,5679.84,56.28,5736.12,6238.82,176.38,6415.2,5738.34,170.16,5908.5,5804.52,157.08,5961.6,3635.36,139.6,3774.96,3801.58,67.84,3869.42,4939.2,93.8,5033,4384.98,140.46,4525.44,3919.92,94.68,4014.6,6053.36,86.46,6139.82
23,DPSL,CRUA_02Z,D,SC,2709.35,178.95,2888.3,2191.55,66.06,2257.61,1945.02,77.02,2022.04,2070.85,86.67,2157.52,1315.91,71.95,1387.86,2180.57,60.36,2240.93,2441.38,42.17,2483.55,2488.34,37.69,2526.03,3183.2,54.4,3237.6,2910.33,137.51,3047.84,2999.85,129.95,3129.8,2236.81,253.97,2490.78,3014.19,111.07,3125.26,1315.83,121.26,1437.09,1711.99,100.84,1812.83,1652.04,173.06,1825.1,648.25,124.2,772.45,1896.71,113.12,2009.83,2607.97,44.55,2652.52,2985.93,38.15,3024.08,2955.73,39.89,2995.62,3950.17,44.39,3994.56,2600.66,54.15,2654.81,2207.02,19.62,2226.64,1968.65,33.65,2002.3,3329.4,19.08,3348.48,3214.64,38.58,3253.22,2601.81,20.04,2621.85,2858.64,26.06,2884.7,2522.95,97.76,2620.71,3478.47,55.54,3534.01,4169.24,102.8,4272.04,4139.79,33.32,4173.11,3788.94,79.58,3868.52,3020.75,56.21,3076.96,3200.59,0.1,3200.69,3113.53,3.33,3116.86,2694.55,0,2694.55,1795.55,0.45,1796,3507.34,0.22,3507.56,2639.86,1.3,2641.16,3536.64,0,3536.64,4593.43,2.09,4595.52,5542.95,1.29,5544.24,4574.82,0,4574.82,3781.91,0.77,3782.68,3267.81,14.57,3282.38,3982.54,2.91,3985.45,4082.93,4.09,4087.02,3823.48,0,3823.48,4745.73,0,4745.73,3070.65,1.09,3071.74,3726.46,0.24,3726.7,4414.75,0,4414.75,4011.31,3.87,4015.18,3786.98,0,3786.98,6334.83,2.8,6337.63
24,DPSL,CRUA_03Z,D,SC,930.04,176.14,1106.18,268.22,0.64,268.86,335.78,19.02,354.8,17984.74,761.3,18746.04,18090.84,372.2,18463.04,7761.88,1013.9,8775.78,7573.92,2006.3,9580.22,1675.4,2213.26,3888.66,3960.26,934.96,4895.22,4032.58,16.98,4049.56,1115.06,435.64,1550.7,6840.54,2947.86,9788.4,19544.6,1072.22,20616.82,19478.46,169.56,19648.02,20359.5,481.92,20841.42,10590,651.74,11241.74,7121.98,547.74,7669.72,4556.72,712.62,5269.34,1932.92,1306.6,3239.52,8199.62,692.4,8892.02,8336.58,603.52,8940.1,8025.68,560.4,8586.08,9765.16,265.66,10030.82,8183.12,1382.38,9565.5,19280.34,277.32,19557.66,20416.58,377.92,20794.5,17161.46,99.72,17261.18,11720.24,401.74,12121.98,2370.34,84.18,2454.52,12938.28,326.22,13264.5,7273.98,841.2,8115.18,3413.06,1025.7,4438.76,6618.94,868.44,7487.38,4285.36,1038.92,5324.28,7953.86,894.94,8848.8,12229.82,401.14,12630.96,11727.34,532.86,12260.2,7904.44,665.78,8570.22,7721.34,423.76,8145.1,11311.34,243.78,11555.12,4471.3,109.92,4581.22,2755.08,388.84,3143.92,3000.5,150.52,3151.02,3638.7,177.48,3816.18,3252.54,160.08,3412.62,8942.88,1441.4,10384.28,2072.26,148.18,2220.44,2200.98,245.72,2446.7,8648.2,1057.84,9706.04,10959.12,180.32,11139.44,9082.84,534.9,9617.74,2683.08,119.14,2802.22,7089.16,417.64,7506.8,7242.28,440.48,7682.76,5659.02,1118.26,6777.28,1660.48,984.62,2645.1,3190.62,622.6,3813.22
25,DPSL,CRUA_04Z,D,SC,1237.42,76.5,1313.92,535.98,32.7,568.68,708.06,42.36,750.42,614.38,5.46,619.84,336.74,12.26,349,338.62,14.56,353.18,1501.8,243.1,1744.9,1460.76,14.22,1474.98,1265.92,47.82,1313.74,2530.9,1330.02,3860.92,2329.04,565.64,2894.68,922.46,46.6,969.06,1459.1,79.92,1539.02,433.96,102.76,536.72,877.02,49.22,926.24,924.2,11.06,935.26,608.34,73.14,681.48,2408.04,96.96,2505,1070.38,57.16,1127.54,1486.24,33.24,1519.48,1719.72,20.48,1740.2,1824.48,79.54,1904.02,932.82,22.74,955.56,1075.76,135.92,1211.68,613.6,40.52,654.12,1496.14,35.68,1531.82,1210.4,34.54,1244.94,1757.92,72.36,1830.28,10877.58,180.48,11058.06,1925.14,42.38,1967.52,2467.5,28.64,2496.14,2963.62,64.4,3028.02,3434.88,57.08,3491.96,3788.72,69.36,3858.08,1787.08,38.18,1825.26,2062.96,76.38,2139.34,1833.76,83.84,1917.6,1452.42,120.32,1572.74,4025.78,129.48,4155.26,2271.54,315.28,2586.82,11854.08,263.12,12117.2,4272.14,1847.98,6120.12,5750.14,3961.04,9711.18,18817.08,283.34,19100.42,7300.86,886.32,8187.18,1778.16,1.16,1779.32,9051.7,872.7,9924.4,4881.38,3633.02,8514.4,2545.2,185.98,2731.18,9045.58,142.6,9188.18,2894.46,137.76,3032.22,16664.62,129.4,16794.02,2547.12,105.04,2652.16,4117.46,181.56,4299.02,2449.66,194.98,2644.64,2042.04,305.22,2347.26,4069,137.06,4206.06
26,VPIL,RYHPS01Z,D,S,5387.75,38.01,5425.76,17967.3,518.98,18486.28,12581.56,118.78,12700.34,9327.86,278.67,9606.53,12854.35,814.49,13668.84,1542.7,348.25,1890.95,2489.11,389.45,2878.56,2619.92,684.18,3304.1,2864.91,1082.14,3947.05,3724.13,664.33,4388.46,2182.37,112.67,2295.04,2140.4,1124.79,3265.19,3808.13,1207.29,5015.42,9075.04,654.24,9729.28,9950.2,711.12,10661.32,5036.5,189.19,5225.69,15945.91,289.61,16235.52,7951.7,741.87,8693.57,2074.54,339.19,2413.73,2146.48,833.48,2979.96,2662.91,696.06,3358.97,2831.43,1187.56,4018.99,469.19,26.85,496.04,679.32,94.41,773.73,2627.29,553.47,3180.76,9600.99,1806.75,11407.74,4113.16,1672.83,5785.99,11090.49,5203.4,16293.89,0,0,0,9482.01,1895.56,11377.57,6028.35,874.27,6902.62,8731.38,9106.53,17837.91,5714.86,3572.3,9287.16,2655.7,1895.81,4551.51,6123.78,1000.35,7124.13,18100.91,951.16,19052.07,8700.1,599.34,9299.44,8049.52,604.66,8654.18,0,0,0,0,0,0,0,0,0,1991.56,6.8,1998.36,2244.11,32.58,2276.69,4945.86,445.44,5391.3,5659.88,162.48,5822.36,6457.92,73.76,6531.68,6829.52,191.56,7021.08,6495.43,1180.5,7675.93,248.06,0,248.06,979.04,59.15,1038.19,211.73,0,211.73,0,0,0,0,0,0,730.24,6.65,736.89,15736.56,990.32,16726.88,5283.33,1502.47,6785.8,2670.73,710.17,3380.9
27,GNFS,GNFSW-1,D,SC,3928.5,150.91,4079.41,3960.23,318.85,4279.08,1875.26,1909.74,3785,3375.3,654.58,4029.88,4448.89,580.76,5029.65,3189.51,971.61,4161.12,3049.48,901.46,3950.94,2853,1445.92,4298.92,2961.95,2063.17,5025.12,2953.18,2361.48,5314.66,2159.68,1924.36,4084.04,3224.92,1097.63,4322.55,6683.15,48.69,6731.84,5432.81,680.06,6112.87,3448.46,1869.79,5318.25,3005.2,1235.79,4240.99,3387.55,726.77,4114.32,4312.57,350.81,4663.38,2721.89,1069.09,3790.98,4535.78,670.44,5206.22,3869.61,906.45,4776.06,4528.15,1197.34,5725.49,2975.6,1076.74,4052.34,3272.56,1114.93,4387.49,4231.37,461.32,4692.69,4661.1,779.26,5440.36,4819.51,750.36,5569.87,5338.67,211.05,5549.72,5457.14,498.19,5955.33,4418.49,516.04,4934.53,2504.78,1004.28,3509.06,1426,2608.8,4034.8,1903.66,2535.83,4439.49,2792.43,1436.87,4229.3,2079.52,1753.11,3832.63,2596.79,1758.87,4355.66,2147.83,1142.6,3290.43,2680.41,874.37,3554.78,502.3,4410.72,4913.02,908.8,3079.33,3988.13,1278,2297.87,3575.87,1408.6,2574.86,3983.46,2028.42,1390.41,3418.83,2241.38,1718.15,3959.53,2875.52,1105.79,3981.31,2451.92,781.42,3233.34,1122.79,1296.77,2419.56,2196.58,1595.32,3791.9,2103.57,736.44,2840.01,684.09,2586.46,3270.55,626.6,2039.1,2665.7,1978.2,2045.03,4023.23,1561.71,2368.62,3930.33,731.57,728.58,1460.15,0,0,0,0,0,0,0,0,0
