ValueDate,Current Inst,Volts Inst
2026-02-26T00:05:00+00:00,471.856,11.174
2026-02-26T00:10:00+00:00,470.234,11.136
2026-02-26T00:15:00+00:00,467.345,11.084
2026-02-26T00:20:00+00:00,466.891,11.078
2026-02-26T00:25:00+00:00,474.486,11.161
2026-02-26T00:30:00+00:00,463.628,11.259
2026-02-26T00:35:00+00:00,470.257,11.202
2026-02-26T00:40:00+00:00,474.406,11.172
2026-02-26T00:45:00+00:00,474.505,11.172
2026-02-26T00:50:00+00:00,464.571,11.152
2026-02-26T00:55:00+00:00,467.44,11.141
2026-02-26T01:00:00+00:00,466.103,11.16
2026-02-26T01:05:00+00:00,467.15,11.182
2026-02-26T01:10:00+00:00,466.767,11.189
2026-02-26T01:15:00+00:00,460.435,11.194
2026-02-26T01:20:00+00:00,457.64,11.199
2026-02-26T01:25:00+00:00,457.051,11.214
2026-02-26T01:30:00+00:00,460.184,11.208
2026-02-26T01:35:00+00:00,461.058,11.216
2026-02-26T01:40:00+00:00,463.097,11.227
2026-02-26T01:45:00+00:00,463.508,11.23
2026-02-26T01:50:00+00:00,463.812,11.221
2026-02-26T01:55:00+00:00,465.998,11.21
2026-02-26T02:00:00+00:00,458.577,11.259
2026-02-26T02:05:00+00:00,460.488,11.24
2026-02-26T02:10:00+00:00,461.67,11.207
2026-02-26T02:15:00+00:00,462.472,11.227
2026-02-26T02:20:00+00:00,457.537,11.204
2026-02-26T02:25:00+00:00,460.797,11.22
2026-02-26T02:30:00+00:00,456.576,11.208
2026-02-26T02:35:00+00:00,457.822,11.212
2026-02-26T02:40:00+00:00,455.374,11.244
2026-02-26T02:45:00+00:00,460.39,11.233
2026-02-26T02:50:00+00:00,455.28,11.25
2026-02-26T02:55:00+00:00,456.698,11.254
2026-02-26T03:00:00+00:00,455.261,11.255
2026-02-26T03:05:00+00:00,452.462,11.177
2026-02-26T03:10:00+00:00,456.715,11.158
2026-02-26T03:15:00+00:00,450.576,11.183
2026-02-26T03:20:00+00:00,450.951,11.183
2026-02-26T03:25:00+00:00,448.843,11.148
2026-02-26T03:30:00+00:00,449.685,11.093
2026-02-26T03:35:00+00:00,445.917,11.11
2026-02-26T03:40:00+00:00,443.976,11.108
2026-02-26T03:45:00+00:00,449.402,11.105
2026-02-26T03:50:00+00:00,446.05,11.132
2026-02-26T03:55:00+00:00,444.069,11.134
2026-02-26T04:00:00+00:00,437.77,11.173
2026-02-26T04:05:00+00:00,437.828,11.153
2026-02-26T04:10:00+00:00,440.071,11.139
2026-02-26T04:15:00+00:00,435.843,11.131
2026-02-26T04:20:00+00:00,438.672,11.134
